GEO_ID,AREA,HC01_VC02,HC02_VC02,HC03_VC02,HC01_VC03,HC02_VC03,HC03_VC03,HC01_VC04,HC02_VC04,HC03_VC04,HC01_VC05,HC02_VC05,HC03_VC05,HC01_VC06,HC02_VC06,HC03_VC06,HC01_VC35,HC02_VC35,HC03_VC35,HC01_VC40,HC02_VC40,HC03_VC40,HC01_VC36,HC02_VC36,HC03_VC36,HC01_VC41,HC02_VC41,HC03_VC41,HC01_VC37,HC02_VC37,HC03_VC37,HC01_VC42,HC02_VC42,HC03_VC42,HC01_VC38,HC02_VC38_x,HC03_VC38_x,HC01_VC43,HC02_VC38_y,HC03_VC38_y
1400000US11001005800,9.13E-05,111,52,59,41,19,22,29,18,11,13,7,6,28,8,20,93.8,90.7,100,84.6,82.9,88.2,60.1,58.7,62.1,28.5,19.9,41.7,73.7,78.2,66.5,50.1,51.5,47.9,45.8,45.2,46.3,22.7,45.2,46.3
1400000US11001007803,0.000104655,243,126,117,59,30,29,131,63,68,47,27,20,6,6,0,69.3,73,66.3,8.7,0,15.6,84.7,80.4,88.4,14.7,8.4,20.1,69.9,64.4,74.7,9.5,13.5,6,51.8,65.7,43.6,9.8,65.7,43.6
1400000US11001005701,4.30E-05,3548,1481,2067,20,13,7,152,77,75,2992,1179,1813,384,212,172,97.2,100,93.8,87.5,90.5,83.7,94.1,92.1,100,67.1,66.7,68.2,91.8,100,89.1,37.7,76.7,25,100,100,100,46.3,100,100
1400000US11001005900,6.81E-05,306,166,140,21,21,0,57,12,45,114,61,53,114,72,42,89.6,100,79,47.1,27.4,67.1,60.3,61.7,58.8,6.4,0,13,67.9,60.6,78.1,13,12.3,14.1,40.1,45.2,36.3,12,45.2,36.3
1400000US11001007804,8.93E-05,291,125,166,49,39,10,135,53,82,99,33,66,8,0,8,65.9,60.2,69,18.9,12.7,22.2,64.2,66.9,61.8,5.7,0,10.9,66.3,76.6,60.2,15.6,6.4,21.2,37.9,53.6,30.1,6.8,53.6,30.1
1400000US11001008402,2.85E-05,127,57,70,19,19,0,17,3,14,49,19,30,42,16,26,97.8,95.7,100,68,66.4,69.5,76.3,77.6,75.2,25.3,25.3,25.2,83.3,88.6,79.4,27.6,39.5,19.1,19.8,22,18.9,4.1,22,18.9
1400000US11001008301,3.09E-05,255,151,104,17,9,8,31,31,0,60,45,15,147,66,81,99,98.2,100,82.1,76.4,89.9,100,100,100,62.9,53.9,72.4,94.9,93.7,96.5,64.4,64.6,64.2,50,38.6,57.5,18.1,38.6,57.5
1400000US11001008302,2.74E-05,129,72,57,36,22,14,9,9,0,13,13,0,71,28,43,95.7,100,90.2,84,83,85.3,92.3,94,90.8,66.5,73.1,60.5,80,84,75.7,54.8,62.6,46.5,56.7,58.4,55.4,30,58.4,55.4
1400000US11001007901,4.17E-05,288,101,187,118,63,55,105,25,80,52,13,39,13,0,13,72.5,66.7,77,12.4,11.3,13.3,66.6,59.3,72.4,7.4,11.5,4.1,65.6,59.8,69.4,4.7,6.4,3.6,54.3,39.1,63.4,1.8,39.1,63.4
1400000US11001006202,0.001204778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US11001005702,2.52E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US11001008001,3.35E-05,132,67,65,52,35,17,38,20,18,42,12,30,0,0,0,69.2,71.6,66.7,27.6,35.5,19.1,81.4,88.7,72.9,25.3,28.7,21.4,84.7,80.4,89.3,27,24.4,29.8,28.3,14,36.6,5.4,14,36.6
1400000US11001007903,2.47E-05,174,79,95,82,34,48,26,26,0,30,0,30,36,19,17,84.3,82.5,88,4.6,6.8,0,80.1,82.4,77.9,12.4,3.8,20.9,65,52.9,76.9,13.6,13.1,14.2,53,39.8,59.1,14.6,39.8,59.1
1400000US11001006804,0.000210147,641,533,108,454,420,34,152,89,63,11,0,11,24,24,0,63.4,62.4,73.3,9.5,10.4,0,65.5,65.2,66.5,23.8,26.2,16.8,52.4,47.3,63.2,5.6,5.7,5.3,45.8,100,23.5,45.8,100,23.5
1400000US11001008100,3.08E-05,270,129,141,26,0,26,56,50,6,63,22,41,125,57,68,98.1,96.3,100,80.5,74.9,86.4,97.7,98.6,96.3,69.5,70.8,67.6,94.4,93.8,95,72.1,77.2,66.8,46.4,43.5,48.1,19.5,43.5,48.1
1400000US11001009604,5.55E-05,148,52,96,47,9,38,55,29,26,37,14,23,9,0,9,66.7,57.2,78.4,11.6,16.7,5.4,87.1,80.5,92.6,14.1,3.5,23,72.9,69.4,75.2,8.5,7.8,8.9,55,46.4,59.2,7.1,46.4,59.2
1400000US11001007808,9.81E-05,370,192,178,109,56,53,153,69,84,101,60,41,7,7,0,65.7,61.5,68.8,2.8,3.5,2.2,75,78.2,73,10.2,8.5,11.3,66.2,64.4,67.2,7.8,6.8,8.3,50.1,56.9,45.3,7.6,56.9,45.3
1400000US11001009603,6.60E-05,233,91,142,82,30,52,56,36,20,95,25,70,0,0,0,91.5,93,89.9,7.9,7.6,8.2,82,90,75.5,16.2,24.7,9.3,79.7,77.4,81.2,20,19.7,20.2,65.6,52.3,72,11.6,52.3,72
1400000US11001008200,3.47E-05,318,107,211,3,0,3,19,19,0,47,18,29,249,70,179,98.9,97.7,100,94.7,97.7,92.2,100,100,100,79.3,75.3,85.1,97.1,100,94.2,84.6,85.2,84.1,97,100,94.1,62,100,94.1
1400000US11001008002,5.79E-05,225,103,122,23,10,13,60,38,22,84,41,43,58,14,44,92.2,88.9,96.2,52.4,52.4,52.5,90.5,85.4,95.9,41.6,35.6,48,85,89.1,81.3,41.3,46.4,36.5,63.1,61.1,64.2,8.4,61.1,64.2
1400000US11001007708,9.12E-05,211,75,136,63,33,30,78,29,49,70,13,57,0,0,0,91.4,93,90.1,1.7,0,3,75.5,69.5,80.3,4.5,4,4.9,64.7,55.5,68.4,2.2,0,3.1,68.5,58.6,77.3,0,58.6,77.3
1400000US11001007703,0.00010501,444,200,244,195,92,103,176,86,90,73,22,51,0,0,0,70.9,65.4,73.6,6.5,5.4,7,60.4,54.8,65.1,7.6,6.3,8.7,65.8,54.1,73.4,11.9,7.4,14.8,48.5,28.3,58.5,6.4,28.3,58.5
1400000US11001009903,3.89E-05,123,57,66,48,37,11,56,11,45,10,0,10,9,9,0,89,100,85.9,8.8,0,11.3,60.3,57.3,62.3,8.1,13.5,4.3,59,65.5,52.8,8.3,12.6,4.2,41.4,37.6,43.8,10.6,37.6,43.8
1400000US11001006801,2.55E-05,171,126,45,74,68,6,63,35,28,34,23,11,0,0,0,85.1,94,75.2,35.8,39.5,31.5,84.7,81.3,89.9,10.5,9.8,11.6,74.1,78.2,70.3,22.7,30.7,15.4,52.2,48.2,54.7,11.7,48.2,54.7
1400000US11001006700,4.43E-05,225,98,127,28,13,15,18,13,5,41,23,18,138,49,89,99.1,98.3,100,82.7,76.7,89.1,95.4,95.8,94.9,75.7,66.7,86,95.8,93.2,98.6,77.7,78.3,77.1,70.4,68.4,72.9,44.4,68.4,72.9
1400000US11001009906,2.38E-05,136,76,60,72,32,40,29,16,13,28,28,0,7,0,7,71.2,63.6,75,9.2,0,13.9,66.7,55.4,72.3,0,0,0,72.7,66.2,76.9,11.8,16.2,8.9,53.8,43.8,60.9,2.1,43.8,60.9
1400000US11001009904,4.39E-05,176,80,96,84,51,33,34,0,34,51,29,22,7,0,7,66.8,73.5,60.7,2.5,5.3,0,74.4,68.3,79.6,3.7,0,7,70.9,66.7,74.1,4.9,11.6,0,32.5,33.9,31.6,4.4,33.9,31.6
1400000US11001006600,3.08E-05,155,42,113,5,0,5,7,7,0,19,3,16,124,32,92,100,100,100,96.4,97,95.7,100,100,100,100,100,100,98.3,100,96.6,89.2,97,81.3,87.3,93,78.5,68.5,93,78.5
1400000US11001009905,4.40E-05,271,137,134,142,88,54,70,37,33,52,12,40,7,0,7,54.9,71.5,42.1,3.8,0,6.7,71.7,67.8,74.8,6.6,4,8.8,66.6,69.5,64.2,3,0,5.6,27.1,29.4,25.7,0,29.4,25.7
1400000US11001006001,6.11E-05,211,92,119,19,0,19,45,23,22,10,10,0,137,59,78,89.5,87.7,91,65,55.2,73.1,98.3,97.4,100,48.2,40.8,62.7,86.8,85.7,88.3,48.3,48.8,47.6,77.5,66.2,85,34.8,66.2,85
1400000US11001006500,4.90E-05,247,108,139,7,0,7,0,0,0,50,25,25,190,83,107,100,100,100,90.4,84.8,96.4,99.2,98.6,100,82,87,76,94.4,93.1,96.3,73.7,74,73.4,88.7,91.7,87.2,57.6,91.7,87.2
1400000US11001006100,5.86E-05,195,56,139,34,25,9,33,0,33,30,15,15,98,16,82,95.3,91.3,100,67.4,58.9,77.1,100,100,100,61.2,65.2,55.9,94.3,94.9,93.9,67,71.1,64.2,86.3,91.9,81.8,66.7,91.9,81.8
1400000US11001006201,8.25E-05,34,34,0,0,0,0,0,0,0,0,0,0,34,34,0,100,100,100,45.8,0,100,0,0,0,0,0,0,100,100,100,70.7,64.9,76.3,100,100,0,100,100,0
1400000US11001006900,4.23E-05,78,26,52,9,0,9,17,8,9,27,6,21,25,12,13,100,100,100,72.5,81.5,60.6,90.6,91.8,88.5,47.8,40.9,58.8,82.3,72.1,92.6,43.2,37,49.4,59.8,60.3,59.3,18.4,60.3,59.3
1400000US11001006802,3.00E-05,204,121,83,87,71,16,50,32,18,23,9,14,44,9,35,84.8,78,93.8,21.9,17.9,27.1,95.1,91.4,100,24.9,22,28.9,74.6,62.8,87.9,25.6,26,25.1,41.9,44.7,40.3,0,44.7,40.3
1400000US11001009907,5.44E-05,280,100,180,151,62,89,104,32,72,25,6,19,0,0,0,70.8,67.6,72.5,0,0,0,73.7,80.9,70.7,4.1,0,5.8,71.2,73.5,69.4,10.5,9.8,11,71,61.2,75.7,6.4,61.2,75.7
1400000US11001007000,4.13E-05,354,293,61,10,0,10,221,218,3,82,66,16,41,9,32,99,100,98.1,78.4,80.6,76.5,96.4,100,89.5,76.1,74.6,78.9,88.9,83.9,94.8,67.4,65,70.3,75.8,73,77.1,25,73,77.1
1400000US11001009901,0.000217307,114,42,72,25,15,10,17,4,13,48,23,25,24,0,24,85.8,82.8,89.2,38.2,35.8,40.8,91.2,100,84,30.4,28.5,32,88.7,79.2,96,32.6,23.3,39.8,82.4,84.2,81.2,29.3,84.2,81.2
1400000US11001007100,7.55E-05,253,108,145,172,84,88,34,8,26,11,4,7,36,12,24,69.8,78.6,64.8,35.8,39.6,33.7,64.8,77.7,57.1,24.1,35,17.7,72.5,82.5,65,22.2,28.4,17.5,35.2,48.6,28.2,2.8,48.6,28.2
1400000US11001007709,9.86E-05,222,105,117,77,34,43,73,49,24,59,22,37,13,0,13,75.9,94.4,63.1,12.7,4.4,18.5,87.3,90.1,85.7,16.6,19,15.2,72,66.2,78,9.4,5.1,13.8,33.3,35.6,32.2,0,35.6,32.2
1400000US11001007200,0.000176363,181,89,92,89,58,31,72,19,53,8,0,8,12,12,0,77.6,76.4,79.2,10.6,9,12.5,49.1,65.5,38.1,0,0,0,42.9,47.1,39.6,9.6,15.5,4.8,23.3,16.2,28,3.1,16.2,28
1400000US11001007707,8.51E-05,304,116,188,90,41,49,120,40,80,84,25,59,10,10,0,81.2,79.4,82.8,5.2,4.4,5.9,83.1,74.5,90.5,14,20.4,8.5,72.4,66.5,76.4,14.4,13.8,14.7,62.4,62.3,62.4,17.8,62.3,62.4
1400000US11001009902,0.00013559,204,101,103,67,39,28,25,11,14,100,45,55,12,6,6,78.5,71.4,85.4,0,0,0,88.9,81.5,95.7,22.5,13.4,30.8,77.4,79.6,75.8,14.7,14.2,15,65.9,63.5,67.2,12.3,63.5,67.2
1400000US11001006002,1.71E-05,89,21,68,55,11,44,22,4,18,12,6,6,0,0,0,62.9,33.3,78,14.5,0,22,52.6,61.1,47.5,0,0,0,21.5,27.6,19.6,0,0,0,0,0,0,0,0,0
1400000US11001007601,0.000131182,446,201,245,157,85,72,163,74,89,78,35,43,48,7,41,72.1,70.2,73.8,10.6,11.7,9.7,82.4,80.8,83.8,7.4,5.4,9.3,67.6,63.2,70.8,10.7,7.2,13.3,40.6,40.5,40.7,1.4,40.5,40.7
1400000US11001006301,4.26E-05,208,64,144,48,4,44,38,30,8,20,0,20,102,30,72,82.3,82.6,82.1,53.1,56.6,49.6,87.7,97.1,80.4,50.2,55,46.5,83.6,84.4,82.8,61.1,70.1,53.5,86.6,95,78.8,64.7,95,78.8
1400000US11001006400,9.56E-05,176,52,124,55,18,37,60,34,26,61,0,61,0,0,0,42.3,47.7,38.5,2.3,0,3.9,68.2,66.9,69.4,20.5,22.3,18.8,39.8,42.4,38.1,8.9,18.1,2.8,44.5,41.4,45.6,4.3,41.4,45.6
1400000US11001007604,0.000140802,284,144,140,55,32,23,88,54,34,90,38,52,51,20,31,90.9,87.9,93.1,28.4,25.1,30.7,88.9,84.8,92.7,20.5,17.4,23.5,82.5,84.2,81.3,15.2,8,20,69.5,69.7,69.3,27.9,69.7,69.3
1400000US11001006302,6.84E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0
1400000US11001007401,0.000151121,348,156,192,197,113,84,101,32,69,36,11,25,14,0,14,53.9,52.7,54.5,0,0,0,68.3,71.9,66.7,4,0,5.8,57,61.6,54.3,1.8,0,2.8,39.6,56.4,33.6,0,56.4,33.6
1400000US11001007301,0.000993533,862,463,399,90,38,52,329,189,140,409,229,180,34,7,27,96.2,98.3,93.7,23.4,20.3,27.1,96.6,96.1,97.2,43.2,46,40,89.6,100,80.9,59.8,94.1,31.2,70,40,100,70,40,100
1400000US11001007605,4.73E-05,348,180,168,88,54,34,111,49,62,104,47,57,45,30,15,86.5,83.9,88.6,11,6.9,14.5,80.5,73.2,87.6,11.9,13.1,10.7,75.3,69.2,79.6,15.3,5.5,22,61.3,52.1,65.6,7.4,52.1,65.6
1400000US11001007503,4.87E-05,269,87,182,103,37,66,114,50,64,43,0,43,9,0,9,80.2,86.6,75.5,1.4,0,2.5,71.4,73.5,69.7,7.7,3.7,11.2,69.6,81.7,62.7,4.2,3.6,4.6,21.5,8,30.7,0,8,30.7
1400000US11001007504,8.05E-05,214,89,125,129,47,82,44,28,16,41,14,27,0,0,0,85.4,82.5,86.9,0,0,0,62.3,71,56.5,10.4,16.7,6.3,67.7,69.5,65.6,12.9,7.9,18.5,61.2,46.6,70.9,15.3,46.6,70.9
1400000US11001007603,0.000123942,246,113,133,40,0,40,80,33,47,108,80,28,18,0,18,88.9,74.3,100,30.9,19.1,39.8,80.7,79.5,81.7,27.1,15.6,36.9,88.5,89.3,88,35.4,40.7,32.3,55,61.3,51.2,14.9,61.3,51.2
1400000US11001007407,7.24E-05,274,101,173,159,73,86,67,28,39,25,0,25,23,0,23,79.7,63.1,95.9,11.9,0,23.4,71.2,57.8,82.7,11.5,9.7,13.1,54.7,59.2,51.4,1.7,0,3.1,45.2,57.3,37.1,0,57.3,37.1
1400000US11001007502,6.00E-05,452,192,260,163,96,67,191,60,131,86,36,50,12,0,12,76.8,74.6,78.8,3,0,5.5,73.1,66.4,79,8.4,13.6,3.9,62.8,63.8,62,6.7,10.8,3.8,42.5,42.3,42.5,7.2,42.3,42.5
1400000US11001009809,0.000154893,33,33,0,0,0,0,33,33,0,0,0,0,0,0,0,33.3,33.3,0,0,0,0,0,0,0,0,0,0,52.5,40.6,100,12.1,15.2,0,0,0,0,0,0,0
1400000US11001007406,2.48E-05,331,126,205,192,87,105,102,29,73,37,10,27,0,0,0,63.2,69.5,61.2,3.7,0,4.9,51.2,51.2,51.2,0,0,0,72.9,78,70.1,3.9,4.6,3.6,27.8,0,32.3,0,0,32.3
1400000US11001007408,3.80E-05,170,47,123,88,32,56,74,7,67,8,8,0,0,0,0,74.1,83.2,69.9,1.9,0,2.8,70.1,64.3,74.3,12.3,0,21.2,56.2,72.1,45.6,8.3,14.7,4.1,33.3,20,36.8,0,20,36.8
1400000US11001007404,8.39E-05,313,158,155,173,97,76,113,61,52,27,0,27,0,0,0,52.2,42.5,57,0,0,0,41.8,51.4,36.6,0,0,0,52.6,59,48.7,0,0,0,18,11,23.4,0,11,23.4
1400000US11001007302,0.000116669,309,143,166,114,42,72,110,66,44,85,35,50,0,0,0,76.8,80.3,74,7.1,3.3,10.3,71.6,76.1,67.6,11,14.7,7.7,67.6,62.8,72.4,10.2,8.9,11.6,42.5,47,39.4,18.9,47,39.4
1400000US11001007403,4.16E-05,316,110,206,123,51,72,151,59,92,31,0,31,11,0,11,67.7,80.3,61.7,6.7,0,9.9,65,46.5,75.7,4.3,0,6.8,55.6,51.5,57.4,0,0,0,25.4,0,42.4,0,0,42.4
1400000US11001007409,4.24E-05,424,137,287,207,57,150,155,71,84,42,9,33,20,0,20,71,75.7,68.1,3,4.5,2,80.2,79.9,80.4,6.4,6.7,6.2,58.9,43.2,67.6,1.8,0,2.9,22,4.1,35.1,0,4.1,35.1
1400000US11001007304,0.000131606,390,154,236,129,75,54,193,58,135,56,21,35,12,0,12,74.4,53.2,85.4,2.8,2.7,2.8,70,73.3,68.1,9.3,19,3.5,68.2,80.3,60.4,3.4,1.3,4.7,42.9,56.3,36.3,6.8,56.3,36.3
1400000US11001009804,5.16E-05,279,135,144,76,29,47,155,96,59,48,10,38,0,0,0,78.4,67.7,84.3,14.3,29.1,6.1,67.1,69.2,65.4,2.1,4.8,0,72.8,87.1,63.5,8.1,13.3,4.6,49,74.5,37,0,74.5,37
1400000US11001009803,5.50E-05,235,113,122,71,39,32,95,38,57,69,36,33,0,0,0,75.6,66.7,82.9,26.1,23.7,28,83.7,85.7,82.7,3.9,5,3.4,75.2,69.7,79.6,11.1,14.3,8.6,45.5,57.1,38.5,0,57.1,38.5
1400000US11001009807,0.000120224,277,114,163,119,54,65,90,40,50,38,14,24,30,6,24,82.5,64.1,97.1,10.8,4.1,16.2,84.2,85.3,83.3,13.9,15.8,12.5,68.9,68,69.6,9.8,3.9,13.9,56.7,49.6,60,2.5,49.6,60
1400000US11001009700,4.32E-05,205,117,88,83,49,34,102,57,45,20,11,9,0,0,0,70.4,75.8,66.8,2.9,0,4.9,67.9,75.4,63.5,10.5,4.2,14.2,77.8,80.8,76,4,2.6,4.9,42.3,100,14.3,0,100,14.3
1400000US11001009801,4.34E-05,248,97,151,137,53,84,70,26,44,41,18,23,0,0,0,60,58.7,60.7,3.2,0,4.9,87.4,88,87,5.4,13,0,44.6,22.2,54.9,0,0,0,21.3,0,27,8.8,0,27
1400000US11001009802,2.30E-05,161,96,65,82,57,25,57,30,27,3,0,3,19,9,10,70,55.9,76.5,0,0,0,61.1,41.9,68.3,0,0,0,63.9,57.7,67.9,3.7,0,6.1,60.5,63.4,58,7.3,63.4,58
1400000US11001009806,8.90E-05,578,247,331,222,101,121,188,67,121,168,79,89,0,0,0,63.2,44.8,73.3,5.5,2.9,7,67.7,58.5,73.5,6,13.1,1.5,56.2,58,55.1,7.5,9.6,6,39.8,21.2,53.5,5.4,21.2,53.5
1400000US11001009808,5.23E-05,283,103,180,122,59,63,72,23,49,89,21,68,0,0,0,73.6,65.9,81.3,1.1,2.2,0,65.7,63.5,67.4,10.7,9.5,11.6,73.9,72.7,74.7,3.8,2.9,4.4,57.6,82.8,31.1,16,82.8,31.1
1400000US11001007308,0.000499452,286,167,119,165,104,61,93,51,42,12,12,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
