OBJECTID,Component_1,Component_2,Component_3,Component_4
1,1.75991006213,1.63112217153,-1.23244149815,0.563327991049
2,0.469690032282,2.72449478096,-1.92324707952,0.621247366303
3,-0.597143677082,1.94900542828,-1.90356822199,-0.44113282324
4,1.63961040084,2.2433225315,-1.42038764546,0.883286659635
5,1.58460229892,0.886573969409,-1.66759908739,0.535749359366
6,-0.18713816285,2.55678022341,-0.0426994076788,-1.31766775383
7,0.300457377924,1.98108052638,-0.191618318722,-1.22677453429
8,0.207959929948,1.70239978494,-0.727481387035,-0.994229913749
9,0.195077906765,2.03111654871,-0.56240099286,-1.07333309581
10,1.54075053546,2.29408136368,-0.745781436561,0.181020107095
11,2.31494419557,0.769782187881,-0.205258862198,-0.278194627985
12,0.981862415794,1.16081120664,-0.309114671411,-1.05222702207
13,0.855845273695,2.85607848749,-0.358883854277,-0.462976733246
14,2.32669335673,0.628830196194,-0.46872622921,-0.115864614248
15,-0.183306128094,2.34174853003,-1.3861471724,-0.501774140854
16,1.47343141456,1.01876331482,-0.365739155768,-0.682956785957
17,2.51080106399,0.525849964948,0.113230644687,-0.534175090083
18,1.29977692335,-0.620659018617,-0.610437355184,-0.870129321292
19,0.781285854833,0.0425842781252,-0.494007322586,-0.617623882437
20,1.34493194438,-1.32512158127,-0.486755649845,0.784672736994
21,1.48484620541,-1.97466039486,-0.855681394298,0.0899359050807
22,2.14974420907,0.728573224041,-0.0596950391718,0.0102946853864
23,2.65412110323,-0.376812813232,-0.593879617082,-0.0577582790227
24,1.648880104,0.272821985168,-0.497782996644,-0.672030038204
25,-0.245960011093,1.8946511691,-0.424932425031,-1.52415206378
26,1.8832707341,-0.338642056102,-2.0609943978,1.40972407241
27,1.81035520625,0.433854823848,-0.66065102195,-0.39935191805
28,1.72771648362,0.692296910716,-0.528461111305,-0.465300560819
29,2.9491959252,3.64113336077,2.71095324364,-1.38106921105
30,-0.643863684445,2.12387749696,-1.13447671964,-1.09352609626
31,2.96790183955,0.254421382636,-0.272454913129,0.392639071783
32,1.7779214505,0.79322209494,-0.825469454828,-0.0547885929979
33,-0.704464545852,0.153700385979,1.40661306934,0.309267887274
34,-0.838036489855,1.09555683651,-1.32094762623,2.80990806164
35,2.88647429319,-1.1596101217,1.11962930037,-0.382583798134
36,1.01526171106,2.07164907188,0.370514603732,1.86888557785
37,0.803581428772,1.79754260996,0.357335636601,1.7612161176
38,1.13418545352,0.49739928314,1.0858747985,0.576165362137
39,2.06520644516,0.383546649772,0.416284905129,-0.643804408681
40,0.533201749113,1.2053164693,-0.0737041895467,-1.12703344029
41,1.66781938175,-0.31153752354,-0.158410809192,-0.521529967442
42,-0.00573172314049,-0.137144310235,-1.17484994119,0.28027745757
43,-0.922935330415,-1.38496445841,-1.40995670674,-0.560262083751
44,1.07220573596,-0.896868899678,-0.743680147821,-1.15351537288
