,GEO.id,xxxxx1
816,1400000US51059461500,152500
817,1400000US51059461601,120827
818,1400000US51059461602,107894
819,1400000US51059461700,102206
820,1400000US51059461801,104022
821,1400000US51059461802,101667
822,1400000US51059461901,64330
823,1400000US51059461902,71979
824,1400000US51059470100,"250,000+"
825,1400000US51059470300,214531
826,1400000US51059470400,202917
827,1400000US51059470500,153698
828,1400000US51059470600,150556
829,1400000US51059470700,163466
830,1400000US51059470800,136990
831,1400000US51059470900,143873
832,1400000US51059471000,143438
833,1400000US51059471100,101417
834,1400000US51059471201,94315
835,1400000US51059471202,101543
836,1400000US51059471301,94135
837,1400000US51059471303,95708
838,1400000US51059471304,179103
839,1400000US51059471401,102791
840,1400000US51059471402,74630
841,1400000US51059480100,237656
842,1400000US51059480201,221250
843,1400000US51059480202,102115
844,1400000US51059480203,88953
845,1400000US51059480300,244615
846,1400000US51059480401,210938
847,1400000US51059480402,220900
848,1400000US51059480501,199231
849,1400000US51059480502,132357
850,1400000US51059480503,122332
851,1400000US51059480504,148077
852,1400000US51059480505,101420
853,1400000US51059480801,93017
854,1400000US51059480802,108409
855,1400000US51059480901,96701
856,1400000US51059480902,81856
857,1400000US51059480903,81993
858,1400000US51059481000,80208
859,1400000US51059481101,92500
860,1400000US51059481102,136250
861,1400000US51059481103,108103
862,1400000US51059481104,97194
863,1400000US51059481105,194241
864,1400000US51059481106,178971
865,1400000US51059481201,168361
866,1400000US51059481202,74665
867,1400000US51059481400,115083
868,1400000US51059481500,187500
869,1400000US51059481600,209688
870,1400000US51059481701,184286
871,1400000US51059481702,97619
872,1400000US51059481900,106953
873,1400000US51059482001,187125
874,1400000US51059482002,121750
875,1400000US51059482100,68700
876,1400000US51059482201,64365
877,1400000US51059482202,71438
878,1400000US51059482203,128068
879,1400000US51059482301,111181
880,1400000US51059482302,71013
881,1400000US51059482303,125742
882,1400000US51059482400,184375
883,1400000US51059482501,104108
884,1400000US51059482502,133177
885,1400000US51059482503,179335
886,1400000US51059482504,183594
887,1400000US51059482601,160174
888,1400000US51059482602,154839
889,1400000US51059490101,129469
890,1400000US51059490103,119125
891,1400000US51059490501,74444
892,1400000US51059490502,162459
893,1400000US51059491000,174565
894,1400000US51059491101,161250
895,1400000US51059491102,121719
896,1400000US51059491103,98359
897,1400000US51059491201,82250
898,1400000US51059491202,50943
899,1400000US51059491301,112656
900,1400000US51059491302,102083
901,1400000US51059491303,77552
902,1400000US51059491401,86338
903,1400000US51059491402,99311
904,1400000US51059491403,165847
905,1400000US51059491404,131065
906,1400000US51059491405,161767
907,1400000US51059491501,97953
908,1400000US51059491502,187222
909,1400000US51059491601,68667
910,1400000US51059491602,107480
911,1400000US51059491701,90658
912,1400000US51059491702,83520
913,1400000US51059491703,77417
914,1400000US51059491704,81410
915,1400000US51059491705,178977
916,1400000US51059491801,80658
917,1400000US51059491802,117298
918,1400000US51059491803,105872
919,1400000US51059492000,174643
920,1400000US51059492100,212969
921,1400000US51059492201,198075
922,1400000US51059492202,183547
923,1400000US51059492203,186518
924,1400000US51059492300,117444
