,GEO.id,QWE12,HC02_EST_VC23,QQQQ23
631,1400000US51059431000,55477,96.9,100.0
632,1400000US51059431300,49605,95.2,100.0
633,1400000US51059431400,59375,99.0,97.4
634,1400000US51059431500,54886,96.2,98.3
635,1400000US51059431600,43651,95.7,85.9
636,1400000US51059431800,56367,95.2,92.8
637,1400000US51059431900,62222,100.0,100.0
638,1400000US51059432000,47361,96.1,100.0
639,1400000US51059432100,40481,100.0,96.7
640,1400000US51059432200,51875,98.0,87.6
641,1400000US51059432300,51688,96.7,95.7
642,1400000US51059432400,58586,99.5,98.2
643,1400000US51059432500,63625,100.0,96.8
644,1400000US51059432600,49167,94.8,87.4
645,1400000US51059432700,46161,93.2,91.1
646,1400000US51059432800,75072,100.0,100.0
647,1400000US51059440100,65521,98.9,100.0
648,1400000US51059440200,43620,99.5,92.9
649,1400000US51059440300,77560,100.0,100.0
650,1400000US51059440500,31786,94.9,84.9
651,1400000US51059440600,56667,87.3,92.8
652,1400000US51059440700,67543,99.1,92.0
653,1400000US51059440800,35190,97.9,100.0
654,1400000US51059450100,64886,81.3,93.7
655,1400000US51059450200,74417,81.2,73.2
656,1400000US51059450300,61198,90.2,86.0
657,1400000US51059450400,40625,100.0,89.5
658,1400000US51059450500,36591,65.0,85.4
659,1400000US51059450600,58316,88.2,88.2
660,1400000US51059450700,55660,96.9,89.4
661,1400000US51059450800,48182,93.0,78.5
662,1400000US51059450900,29712,85.6,88.8
663,1400000US51059451000,46500,86.1,100.0
664,1400000US51059451100,83304,84.4,63.7
665,1400000US51059451200,70568,100.0,100.0
666,1400000US51059451300,44861,94.1,59.9
667,1400000US51059451400,46607,85.6,32.4
668,1400000US51059451500,50167,80.2,84.7
669,1400000US51059451600,31182,72.9,52.0
670,1400000US51059451800,88194,88.7,95.5
671,1400000US51059451900,63412,91.1,87.3
672,1400000US51059452000,49779,93.6,100.0
673,1400000US51059452100,37727,94.8,93.0
674,1400000US51059452200,42553,86.5,61.4
675,1400000US51059452300,38426,98.0,82.6
676,1400000US51059452400,55982,86.5,95.4
677,1400000US51059452500,61808,78.7,90.1
678,1400000US51059452600,63750,81.0,100.0
679,1400000US51059452700,40972,73.4,73.2
680,1400000US51059452800,62927,92.2,98.6
681,1400000US51059460100,53419,97.3,87.1
682,1400000US51059460200,55000,100.0,90.2
683,1400000US51059460300,75469,97.1,100.0
684,1400000US51059460400,45375,100.0,100.0
685,1400000US51059460500,36295,100.0,91.4
686,1400000US51059460600,38781,100.0,97.0
687,1400000US51059460700,43199,95.1,76.0
688,1400000US51059460800,44722,100.0,73.5
689,1400000US51059460900,82829,97.1,100.0
690,1400000US51059461000,52813,100.0,95.3
691,1400000US51059461100,60647,88.0,95.6
692,1400000US51059461200,53641,98.9,99.0
693,1400000US51059461500,64559,99.2,100.0
694,1400000US51059461600,75400,94.9,99.8
695,1400000US51059461700,37112,96.4,98.3
696,1400000US51059461800,60093,100.0,96.3
697,1400000US51059461900,37054,68.4,95.9
698,1400000US51059470100,21346,100.0,90.1
699,1400000US51059470200,-,-,-
700,1400000US51059470300,67273,100.0,100.0
701,1400000US51059470400,42176,95.1,100.0
702,1400000US51059470500,60846,95.5,100.0
703,1400000US51059470600,58068,97.9,93.5
704,1400000US51059470700,51442,100.0,100.0
705,1400000US51059470800,66818,93.2,100.0
706,1400000US51059470900,63182,98.1,100.0
707,1400000US51059471000,44083,96.8,97.5
708,1400000US51059471100,58365,91.8,91.7
709,1400000US51059471200,49634,98.2,97.4
710,1400000US51059471300,49750,96.2,86.8
711,1400000US51059471400,65976,96.7,86.9
712,1400000US51059480100,41100,100.0,100.0
713,1400000US51059480200,46894,100.0,100.0
714,1400000US51059480300,36934,97.7,100.0
715,1400000US51059480400,70221,98.0,95.9
716,1400000US51059480500,44712,97.9,94.4
717,1400000US51059480800,49132,90.5,88.9
718,1400000US51059480900,48333,89.8,74.8
719,1400000US51059481000,50455,70.6,90.9
720,1400000US51059481100,60266,97.8,97.1
721,1400000US51059481200,58144,78.4,89.6
722,1400000US51059481400,59750,98.2,86.9
723,1400000US51059481500,56250,100.0,100.0
724,1400000US51059481600,20341,100.0,100.0
725,1400000US51059481700,50164,97.2,100.0
726,1400000US51059481900,52350,98.7,86.5
727,1400000US51059482000,77386,99.0,97.0
728,1400000US51059482100,49744,97.6,86.9
729,1400000US51059482200,52500,100.0,100.0
730,1400000US51059482300,56856,100.0,96.0
731,1400000US51059482400,73125,100.0,100.0
732,1400000US51059482500,54291,99.6,96.8
733,1400000US51059482600,56393,96.6,99.0
734,1400000US51059490100,48149,94.1,95.9
735,1400000US51059490500,54542,96.6,96.1
736,1400000US51059490900,40938,100.0,100.0
737,1400000US51059491000,64375,100.0,100.0
738,1400000US51059491100,52500,92.9,93.2
739,1400000US51059491200,44256,77.9,96.9
740,1400000US51059491300,48205,94.3,90.3
741,1400000US51059491400,56827,98.1,97.1
742,1400000US51059491500,47835,94.3,98.6
743,1400000US51059491600,48523,91.5,83.5
744,1400000US51059491700,54712,96.8,97.0
745,1400000US51059491800,52188,97.4,92.8
746,1400000US51059491900,90139,100.0,95.9
747,1400000US51059492000,54550,99.0,86.5
748,1400000US51059492100,39875,98.1,100.0
749,1400000US51059492200,71802,97.6,100.0
750,1400000US51059492300,40446,89.2,100.0
751,1400000US51059492400,53922,93.1,85.3
752,1400000US51510200101,58776,86.8,97.7
753,1400000US51510200102,65170,81.4,91.9
754,1400000US51510200103,41968,89.9,76.2
755,1400000US51510200104,63276,92.2,86.4
756,1400000US51510200105,48563,92.0,91.9
757,1400000US51510200201,62708,100.0,100.0
758,1400000US51510200202,40325,100.0,100.0
759,1400000US51510200301,58205,97.7,97.1
760,1400000US51510200302,46078,99.6,91.5
761,1400000US51510200303,44792,96.6,100.0
762,1400000US51510200401,57846,95.2,99.8
763,1400000US51510200402,52409,98.3,98.1
764,1400000US51510200500,43077,91.1,96.3
765,1400000US51510200600,42522,93.5,97.2
766,1400000US51510200700,65221,93.0,96.7
767,1400000US51510200801,66875,96.3,79.6
768,1400000US51510200802,65196,100.0,95.0
769,1400000US51510200900,62109,93.5,85.8
770,1400000US51510201000,61230,100.0,100.0
771,1400000US51510201100,68041,100.0,65.8
772,1400000US51510201202,50057,100.0,100.0
773,1400000US51510201203,24020,34.7,57.3
774,1400000US51510201204,57913,72.7,91.7
775,1400000US51510201300,44855,80.4,88.1
776,1400000US51510201400,60234,88.5,71.9
777,1400000US51510201500,69540,99.6,100.0
778,1400000US51510201600,69514,100.0,100.0
779,1400000US51510201801,68164,95.6,98.2
780,1400000US51510201802,79545,92.0,100.0
781,1400000US51510201900,51496,100.0,100.0
782,1400000US51510202001,50278,100.0,100.0
783,1400000US51510202002,68250,97.3,85.2
784,1400000US51610500100,106202,100.0,93.2
785,1400000US51610500200,80483,94.0,100.0
786,1400000US51610500300,46650,98.1,100.0
