OBJECTID,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10,Component_11,Component_12,Component_13,Component_14,Component_15,Component_16,Component_17,Component_18,Component_19,Component_20,Component_21,Component_22,Component_23,Component_24
33,-1.98593199644,-0.0835024439796,1.96220753464,0.0290376886375,1.62642270074,2.03967742895,-0.72071348947,0.548972791716,-0.0406906828214,-0.309928650903,0.3542200701,-0.00155198750464,-0.327364788383,-0.619144033173,0.848663171911,2.23547527818,0.266239020689,0.85818128817,0.463270822885,0.553576906447,0.274713716728,-0.990487526668,-1.08642915616,0.997571955721
77,-2.60630161909,-0.303070293403,1.57385080192,0.0474978880544,1.05106227074,1.50338565045,-0.438063681175,0.362429617193,0.049222615889,-0.208424998494,0.252813640852,-0.078471258381,-0.146977313665,-0.262861623542,0.624225870946,0.927198147305,0.31032517399,0.400489808336,0.317927832618,0.663710831837,0.275816142935,-0.624613953918,-0.750367637308,0.771872398355
78,-1.57824975768,-1.27117304632,2.54546270218,0.685475330446,2.1347317226,0.384091840987,1.20062057016,-2.80194190812,-1.36251718932,-1.06617430707,0.0622529404509,0.378905390466,0.0576798003528,2.03287875752,-1.00470990382,0.968558953925,-1.44860917249,-0.0471811461468,0.53995494975,-0.411795375344,-0.604336404338,0.610744701253,1.0179665521,-0.0656217276802
35,-1.9144352691,0.234312320496,0.701811542115,-1.15198512473,-0.260966803684,0.476605369948,-0.064852884514,0.0481398944811,0.0914433069653,-0.0137458279081,0.279771965655,-0.017964572064,-0.134378581751,-0.055600857277,0.142805708743,0.395999036004,0.173040632197,0.145560262621,0.0935605706727,0.263026167385,0.116258823935,-0.0176088258386,-0.00491675493322,0.0180536712997
79,-1.67386256502,0.2862179285,0.338603930005,-1.06757492898,-0.401232981371,0.0918505175737,-0.0143084997772,0.0374601402,0.040738701884,0.0158202901479,0.109471664483,0.0265374487242,-0.0893089660243,0.0153004430307,-0.094927915478,-0.000786451529568,0.0164724644482,-0.00770703233029,-0.0896757456225,0.0967434246483,0.0070745174832,-0.305954026636,-0.100156139391,-0.117709939359
80,-2.06931126806,0.0127262693933,0.844095139066,-0.481868995088,0.465181562617,0.913442220413,-0.240468553547,0.165896113246,0.0477228113241,-0.0792815826443,0.247185802848,-0.0188943263439,-0.0620014959952,-0.17374180352,0.41231875701,0.700323114149,0.270156303354,0.254193525868,0.19845616997,0.43254342969,0.190442124078,-0.377188612865,-0.23281721133,0.50216229143
81,-1.85715018143,-0.0189481973927,1.32096222823,0.0683260309142,1.81796312827,2.14918142123,-0.593484602366,0.437314474149,-0.105253139661,-0.299390938167,0.687687507605,-0.06965721706,0.1046735545,-0.426800057659,1.15752853547,1.42555301852,0.379003625369,0.406789579976,0.504554135921,0.486829398934,0.120991806568,-0.739764728453,-0.885012590326,0.632003186319
82,1.53632089427,1.11270257918,-0.374338927958,0.927435119574,2.25970262375,0.883551282342,-0.246530156127,0.571116615084,-0.314313561733,-0.550936554771,0.0679206065543,0.0217837022272,0.357289562965,-0.062214390109,0.62327450635,-0.852979280637,0.149220726181,-0.0977131490747,-0.136433790006,0.631754422773,0.335392086012,0.105201458564,-0.156866115061,0.758254236374
36,0.478647831435,0.389470791078,-0.545824207582,0.467910466914,-0.443064714936,0.156715324835,3.01426385459,2.06413533573,1.22723744872,2.37601967003,2.54012355214,-1.13291294125,0.748522559055,1.63082700772,-0.0221961901219,1.27370032808,-0.421885445874,-0.0833498609215,-0.809332437025,-0.329038405216,0.0204060514801,0.452241570592,-0.432357048984,-0.347802143411
179,-1.57689197116,-0.150634984815,0.980913055315,1.12737640741,2.09860458735,1.5484490048,-0.594942666088,0.561310202294,-0.243463253988,-0.439979995511,0.193355889092,0.0487257869549,0.22606101892,-0.239214290432,0.569384084426,0.110701835443,-0.156628957134,-0.102073417283,-0.394654489006,0.473502279241,0.344549980443,-0.265602348006,-0.279996543215,1.07128068968
83,-1.93447056002,0.0150541760281,0.833587095416,-0.183142412076,0.40351907693,0.588560673089,-0.194847541736,0.230853093754,-0.0766093640966,-0.167261343288,0.126622033045,-0.0325313882103,-0.0431787086137,0.0140233065458,-0.048505016896,-0.41618376663,-0.204702016037,-0.196435889079,-0.206177973454,-0.101729071421,-0.0718776490639,0.518694106559,0.168411658345,-0.306357076544
84,-2.56671359882,-0.515574027408,2.78348862192,0.508923856932,0.754112735965,2.45428219568,-0.217437974461,0.0610061823321,-0.525299739133,-0.31793423831,0.606882990046,-0.30210892391,-0.220672640359,-1.28732680409,1.97147610953,1.77655919973,0.577805937332,0.743391617862,0.310581317486,1.0856485729,0.410220255837,-1.21063953162,-1.37924135976,0.704692114977
