GEO_ID,dem_dec,emp_dec,edu_dec,hsv_dec,ten_dec,pov_dec,ssh_dec
0,1.095296155,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.058979333,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.480276947,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.915463163,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.857983431,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.802776236,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.892991452,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.685643429,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.475106934,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.080106135,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.332217153,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.327419352,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.071182063,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.454384661,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.659653644,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.524962137,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.589455583,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.336441906,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.077362762,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.446779425,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.776963818,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.386942231,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.217832992,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.26367079,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.699821584,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.984724228,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.803684953,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.916712842,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.812296592,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.14052741,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.927291451,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.249190728,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.215429265,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.91353629,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.098960322,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.984268674,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.060184451,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.821229596,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.094381362,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.781329572,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.0084265,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.093105437,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.456361395,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.116567173,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.248008714,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.682974925,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.138833142,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.59294486,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.321393991,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.701611577,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.989685463,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.248466492,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.269423364,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.209145313,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.907084012,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,2.019574411,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.606905118,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.217261157,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.42877333,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.864697903,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.128848822,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.031676069,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.214358737,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.953156954,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.956042555,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.871494868,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.427937992,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.891847629,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.117708725,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.867711695,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.005721985,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.027039828,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.741590706,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.873399274,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.421370883,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.400278158,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.202350516,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.72719391,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.002226559,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.931462142,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.575488874,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.006664933,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.870275628,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.015532864,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.28386741,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.073709768,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.996501501,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.0736572,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.209973033,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.279215347,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.951513665,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.748836726,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.882239785,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.540245154,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.867958669,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.964662574,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.13012886,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.211174315,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.426069587,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.112763742,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.130063936,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.159696148,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.867932056,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.394978108,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.184008758,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.67370732,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.350018103,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.390687868,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.844527441,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.697038151,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.868443897,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.730887585,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.445811152,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.108882313,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.102745857,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.916447848,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.146274715,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.325330342,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.999622561,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.793166115,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.816674043,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.822890042,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.293196341,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.865756937,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.76244239,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.434456252,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.966377765,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.382037148,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.360900329,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.221201054,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.895381821,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.719574143,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.27706317,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.112754257,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.565036883,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.210775366,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.164355268,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.649642298,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.065945083,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.600230533,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.97317364,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.921704234,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.96668114,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.922609736,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.499770017,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.934113483,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.644093094,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.175192972,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.320242889,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.700153927,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.288300801,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.262238137,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.286517417,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.173697572,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.293145721,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.978928028,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.521485826,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.79229041,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.996522,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.231893734,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.838288845,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.859986386,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.84974665,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.119977543,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.232755656,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.005690966,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.936318151,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.76290385,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.140265843,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.716124031,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.723718389,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.940704723,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.788852178,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.948901674,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.619779087,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.113646373,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.828270052,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.633037614,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.865692344,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.637201069,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.656110367,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.919361898,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.812939831,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.999626467,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.240856154,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.824793109,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.824767423,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.706193885,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.033033896,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.854570149,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.758529814,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.64325057,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.371036166,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.667848165,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.971165871,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.029541735,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.84453468,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.06507017,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.898042936,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.871897901,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.668324416,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.79279999,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.733480123,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.771240321,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.701294599,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.933732758,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.077294708,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.926239648,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.866527922,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.719859905,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.719395292,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.681485263,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.733848196,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.913055172,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.551357676,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.920088624,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.147536312,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.962876021,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.742257994,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.871673431,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.870537738,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.700617908,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.224141193,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.819100028,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.153716058,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.260212986,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.00904908,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.790465886,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.6085152,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.279487631,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.110684828,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.784883291,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.088467803,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.832057353,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.805052564,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.046279075,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.6894596,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.674412529,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.067974991,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.976916697,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.871946587,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.935656284,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.848684544,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.033143592,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.861071113,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.825603288,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.736559771,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.801177041,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.957104793,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.035040659,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.867748097,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.033799488,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.885970949,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.920008985,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.856823037,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.011072028,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.371219026,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.228889291,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.214039285,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.957694999,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.913982472,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.273656784,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.865842815,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.343331141,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.991804163,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.076086559,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.995787323,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.682343752,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.943183743,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.106206834,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.034037913,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.017345506,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.267728976,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.913690177,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.087420618,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.099461306,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.974812679,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.789924764,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.027912251,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.047358468,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.178295091,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.798672869,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,2.365226499,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.917044041,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.66404797,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.934192447,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.179402514,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.206550578,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.432937474,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.111215668,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.267529972,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.15258669,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.371295598,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.486426137,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.978807992,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.072217056,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.91667138,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.330931421,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.611839165,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.089593134,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.905644306,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.212047244,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.033051249,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.435589053,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.894211851,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.461295214,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.36833415,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,2.121386375,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,1.989826574,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
0,0.817061262,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
