OBJECTID,GEO.id,acs_oo,acs_ro
896,1400000US24033800511,1816,174
897,1400000US24033800513,1612,147
898,1400000US24033800515,1269,278
899,1400000US24033800516,1004,546
900,1400000US24033800517,1622,79
901,1400000US24033800518,1031,27
902,1400000US24033800520,667,231
903,1400000US24033800601,646,10
904,1400000US24033800604,470,63
905,1400000US24033800605,1290,146
906,1400000US24033800606,1833,657
907,1400000US24033800607,1749,213
908,1400000US24033800608,866,75
909,1400000US24033800701,1400,81
910,1400000US24033800705,1266,16
911,1400000US24033800706,1132,46
912,1400000US24033800707,846,267
913,1400000US24033800800,1155,58
914,1400000US24033800900,449,159
915,1400000US24033801003,1238,64
916,1400000US24033801004,1207,70
917,1400000US24033801104,0,787
918,1400000US24033801207,1188,163
919,1400000US24033801208,1120,115
920,1400000US24033801210,1381,133
921,1400000US24033801211,941,112
922,1400000US24033801212,980,162
923,1400000US24033801213,1176,32
924,1400000US24033801214,1274,363
925,1400000US24033801215,722,42
926,1400000US24033801217,938,103
927,1400000US24033801302,919,43
928,1400000US24033801305,1568,231
929,1400000US24033801307,1268,156
930,1400000US24033801309,1210,43
931,1400000US24033801310,1922,111
932,1400000US24033801311,1604,165
933,1400000US24033801312,1065,173
934,1400000US24033801404,1312,486
935,1400000US24033801405,929,644
936,1400000US24033801406,590,752
937,1400000US24033801407,1719,410
938,1400000US24033801408,823,789
939,1400000US24033801410,1181,0
940,1400000US24033801411,980,149
941,1400000US24033801500,695,120
942,1400000US24033801600,318,714
943,1400000US24033801701,940,606
944,1400000US24033801704,803,1597
945,1400000US24033801706,366,290
946,1400000US24033801707,706,1410
947,1400000US24033801708,546,723
948,1400000US24033801802,1039,673
949,1400000US24033801804,710,80
950,1400000US24033801807,894,1111
951,1400000US24033801808,559,970
952,1400000US24033801901,1553,120
953,1400000US24033801904,766,430
954,1400000US24033801905,1322,401
955,1400000US24033801906,374,381
956,1400000US24033801907,889,780
957,1400000US24033802001,636,1614
958,1400000US24033802002,1036,365
959,1400000US24033802103,984,104
960,1400000US24033802106,431,1271
961,1400000US24033802107,484,1163
962,1400000US24033802201,794,31
963,1400000US24033802204,2104,60
964,1400000US24033802301,1175,150
965,1400000US24033802404,603,1188
966,1400000US24033802405,724,852
967,1400000US24033802407,414,1599
968,1400000US24033802408,191,584
969,1400000US24033802501,598,892
970,1400000US24033802502,763,113
971,1400000US24033802700,655,214
972,1400000US24033802803,1123,890
973,1400000US24033802804,1276,851
974,1400000US24033802805,1133,520
975,1400000US24033802901,900,636
