OID,AREA,PERIMETER,TR11_D00_,TR11_D00_I,STATE,COUNTY,TRACT,NAME,LSAD,LSAD_TRANS,GEO_ID
-1,0.000051372349500,0.031553050602092,32.000000000000000,31.000000000000000,11,001,002501,0025.01,TR, ,1400000US11001002501
-1,0.000165693950446,0.055680283298690,33.000000000000000,32.000000000000000,11,001,0094,0094,TR, ,1400000US11001009400
-1,0.000101992207500,0.041385343481719,34.000000000000000,33.000000000000000,11,001,009504,0095.04,TR, ,1400000US11001009504
-1,0.000040832900000,0.028273748488324,35.000000000000000,34.000000000000000,11,001,002301,0023.01,TR, ,1400000US11001002301
-1,0.000054343050000,0.031300339818752,36.000000000000000,35.000000000000000,11,001,0024,0024,TR, ,1400000US11001002400
-1,0.000087715949000,0.038983372077176,37.000000000000000,36.000000000000000,11,001,001002,0010.02,TR, ,1400000US11001001002
-1,0.000218216200000,0.059736348223119,38.000000000000000,37.000000000000000,11,001,002302,0023.02,TR, ,1400000US11001002302
-1,0.000153040650000,0.054231828233152,39.000000000000000,38.000000000000000,11,001,0006,0006,TR, ,1400000US11001000600
-1,0.000062521299500,0.033698100681717,40.000000000000000,39.000000000000000,11,001,002502,0025.02,TR, ,1400000US11001002502
-1,0.000222460195806,0.082158330177991,41.000000000000000,40.000000000000000,11,001,000902,0009.02,TR, ,1400000US11001000902
-1,0.000045345000000,0.035737286041778,42.000000000000000,41.000000000000000,11,001,002701,0027.01,TR, ,1400000US11001002701
-1,0.000017750000000,0.017307277403749,43.000000000000000,42.000000000000000,11,001,002801,0028.01,TR, ,1400000US11001002801
-1,0.000048310000000,0.030649693641153,44.000000000000000,43.000000000000000,11,001,0032,0032,TR, ,1400000US11001003200
-1,0.000327802755970,0.083136744860344,45.000000000000000,44.000000000000000,11,001,000801,0008.01,TR, ,1400000US11001000801
-1,0.000031575850000,0.023370867831123,46.000000000000000,45.000000000000000,11,001,0029,0029,TR, ,1400000US11001002900
-1,0.000031910000000,0.025472535609866,47.000000000000000,46.000000000000000,11,001,0031,0031,TR, ,1400000US11001003100
-1,0.000118887200000,0.048022128006675,48.000000000000000,47.000000000000000,11,001,009301,0093.01,TR, ,1400000US11001009301
-1,0.000312418689553,0.085587239096470,49.000000000000000,48.000000000000000,11,001,009101,0091.01,TR, ,1400000US11001009101
-1,0.000054812600000,0.032462442443380,50.000000000000000,49.000000000000000,11,001,000701,0007.01,TR, ,1400000US11001000701
-1,0.000101820000000,0.063500526060797,51.000000000000000,50.000000000000000,11,001,000501,0005.01,TR, ,1400000US11001000501
-1,0.000060785700000,0.033113950172410,52.000000000000000,51.000000000000000,11,001,009201,0092.01,TR, ,1400000US11001009201
-1,0.000053035000000,0.036480112276917,53.000000000000000,52.000000000000000,11,001,002702,0027.02,TR, ,1400000US11001002702
-1,0.000022185000000,0.019528151694038,54.000000000000000,53.000000000000000,11,001,002802,0028.02,TR, ,1400000US11001002802
-1,0.000060220000000,0.041322473440055,55.000000000000000,54.000000000000000,11,001,000502,0005.02,TR, ,1400000US11001000502
-1,0.000161131600000,0.057444655730332,56.000000000000000,55.000000000000000,11,001,0004,0004,TR, ,1400000US11001000400
-1,0.000021504150000,0.018712004816102,57.000000000000000,56.000000000000000,11,001,0030,0030,TR, ,1400000US11001003000
-1,0.000153124459982,0.058031433574174,58.000000000000000,57.000000000000000,11,001,0090,0090,TR, ,1400000US11001009000
-1,0.000114140000000,0.047380198841156,59.000000000000000,58.000000000000000,11,001,0034,0034,TR, ,1400000US11001003400
-1,0.000041484450000,0.029019258194234,60.000000000000000,59.000000000000000,11,001,009302,0093.02,TR, ,1400000US11001009302
-1,0.000040095000000,0.032607232277225,61.000000000000000,60.000000000000000,11,001,0039,0039,TR, ,1400000US11001003900
-1,0.000190108214500,0.065973555758941,62.000000000000000,61.000000000000000,11,001,009102,0091.02,TR, ,1400000US11001009102
-1,0.000062520000000,0.034636179043013,63.000000000000000,62.000000000000000,11,001,009203,0092.03,TR, ,1400000US11001009203
-1,0.000039760000000,0.028204647674604,64.000000000000000,63.000000000000000,11,001,0035,0035,TR, ,1400000US11001003500
-1,0.000039820000000,0.027320967333105,65.000000000000000,64.000000000000000,11,001,0038,0038,TR, ,1400000US11001003800
-1,0.000032981300000,0.023096606401386,66.000000000000000,65.000000000000000,11,001,0036,0036,TR, ,1400000US11001003600
-1,0.000046310000000,0.032159192664217,67.000000000000000,66.000000000000000,11,001,003301,0033.01,TR, ,1400000US11001003301
-1,0.000028105000000,0.021905632222607,68.000000000000000,67.000000000000000,11,001,0037,0037,TR, ,1400000US11001003700
-1,0.000030462800000,0.027811005164245,69.000000000000000,68.000000000000000,11,001,000702,0007.02,TR, ,1400000US11001000702
-1,0.000030595000000,0.025894359757198,70.000000000000000,69.000000000000000,11,001,009204,0092.04,TR, ,1400000US11001009204
-1,0.000027925000000,0.021958106020861,71.000000000000000,70.000000000000000,11,001,004001,0040.01,TR, ,1400000US11001004001
-1,0.000104178533000,0.041364273781588,72.000000000000000,71.000000000000000,11,001,0003,0003,TR, ,1400000US11001000300
-1,0.000021210000000,0.020459620504022,73.000000000000000,72.000000000000000,11,001,004002,0040.02,TR, ,1400000US11001004002
-1,0.000049825000000,0.036222096364202,74.000000000000000,73.000000000000000,11,001,008702,0087.02,TR, ,1400000US11001008702
-1,0.000080435000000,0.037089428731359,75.000000000000000,74.000000000000000,11,001,0041,0041,TR, ,1400000US11001004100
-1,0.000054131950000,0.030958080047176,76.000000000000000,75.000000000000000,11,001,0044,0044,TR, ,1400000US11001004400
-1,0.000022604450000,0.019772541594041,77.000000000000000,76.000000000000000,11,001,0043,0043,TR, ,1400000US11001004300
-1,0.000260061156248,0.068092901846356,78.000000000000000,77.000000000000000,11,001,000802,0008.02,TR, ,1400000US11001000802
-1,0.000020940000000,0.018713754969644,79.000000000000000,78.000000000000000,11,001,004201,0042.01,TR, ,1400000US11001004201
-1,0.000039950000000,0.026345823484322,80.000000000000000,79.000000000000000,11,001,008701,0087.01,TR, ,1400000US11001008701
-1,0.000216224111470,0.069167650979594,81.000000000000000,80.000000000000000,11,001,009601,0096.01,TR, ,1400000US11001009601
-1,0.000249505260817,0.085524403523375,82.000000000000000,81.000000000000000,11,001,0001,0001,TR, ,1400000US11001000100
-1,0.000317542472500,0.099108520773757,83.000000000000000,82.000000000000000,11,001,008905,0089.05,TR, ,1400000US11001008905
-1,0.000124996630752,0.066723327411268,84.000000000000000,83.000000000000000,11,001,000202,0002.02,TR, ,1400000US11001000202
-1,0.000118704835500,0.056657664550348,85.000000000000000,84.000000000000000,11,001,008803,0088.03,TR, ,1400000US11001008803
-1,0.000084460000000,0.039451737173910,86.000000000000000,85.000000000000000,11,001,008804,0088.04,TR, ,1400000US11001008804
-1,0.000020375000000,0.019050812847509,87.000000000000000,86.000000000000000,11,001,003302,0033.02,TR, ,1400000US11001003302
-1,0.000021756800000,0.021459665502855,88.000000000000000,87.000000000000000,11,001,004202,0042.02,TR, ,1400000US11001004202
-1,0.000032785000000,0.024321905986374,89.000000000000000,88.000000000000000,11,001,004801,0048.01,TR, ,1400000US11001004801
-1,0.000045170000000,0.028880384683269,90.000000000000000,89.000000000000000,11,001,0046,0046,TR, ,1400000US11001004600
-1,0.000066902939500,0.039911873097120,91.000000000000000,90.000000000000000,11,001,0055,0055,TR, ,1400000US11001005500
-1,0.000030723200000,0.024257299641680,92.000000000000000,91.000000000000000,11,001,005301,0053.01,TR, ,1400000US11001005301
-1,0.000046245000000,0.028654557477055,93.000000000000000,92.000000000000000,11,001,0050,0050,TR, ,1400000US11001005000
-1,0.000028989000000,0.021613797023567,94.000000000000000,93.000000000000000,11,001,004901,0049.01,TR, ,1400000US11001004901
-1,0.000032152950000,0.024554256217785,95.000000000000000,94.000000000000000,11,001,005201,0052.01,TR, ,1400000US11001005201
-1,0.000052214251500,0.032711735321789,96.000000000000000,95.000000000000000,11,001,000201,0002.01,TR, ,1400000US11001000201
-1,0.000072864248500,0.038209764249323,97.000000000000000,96.000000000000000,11,001,0086,0086,TR, ,1400000US11001008600
-1,0.000074385562710,0.044589931446882,98.000000000000000,97.000000000000000,11,001,007806,0078.06,TR, ,1400000US11001007806
-1,0.000030225400000,0.026192324047631,99.000000000000000,98.000000000000000,11,001,005302,0053.02,TR, ,1400000US11001005302
-1,0.000033375400000,0.025483541449880,100.000000000000000,99.000000000000000,11,001,005401,0054.01,TR, ,1400000US11001005401
-1,0.000027951000000,0.026606422445256,101.000000000000000,100.000000000000000,11,001,005402,0054.02,TR, ,1400000US11001005402
-1,0.000146250352500,0.048504369257819,102.000000000000000,101.000000000000000,11,001,009602,0096.02,TR, ,1400000US11001009602
-1,0.000027596400000,0.020674095561820,103.000000000000000,102.000000000000000,11,001,004902,0049.02,TR, ,1400000US11001004902
-1,0.000029117718000,0.022636467876395,104.000000000000000,103.000000000000000,11,001,004802,0048.02,TR, ,1400000US11001004802
-1,0.000052933309000,0.031968561754398,105.000000000000000,104.000000000000000,11,001,0085,0085,TR, ,1400000US11001008500
-1,0.000049540000000,0.029882488494978,106.000000000000000,105.000000000000000,11,001,008802,0088.02,TR, ,1400000US11001008802
-1,0.000069153382000,0.038208108778798,107.000000000000000,106.000000000000000,11,001,0047,0047,TR, ,1400000US11001004700
-1,0.000030700000000,0.031989044892295,108.000000000000000,107.000000000000000,11,001,008903,0089.03,TR, ,1400000US11001008903
-1,0.000017876126000,0.018948466279222,109.000000000000000,108.000000000000000,11,001,005202,0052.02,TR, ,1400000US11001005202
-1,0.000039737931500,0.028356641012611,110.000000000000000,109.000000000000000,11,001,0051,0051,TR, ,1400000US11001005100
-1,0.000045890000000,0.032980940267974,111.000000000000000,110.000000000000000,11,001,008904,0089.04,TR, ,1400000US11001008904
-1,0.000049223530500,0.035866958218766,112.000000000000000,111.000000000000000,11,001,0056,0056,TR, ,1400000US11001005600
-1,0.000055555528687,0.034608927788971,113.000000000000000,112.000000000000000,11,001,007807,0078.07,TR, ,1400000US11001007807
-1,0.000022411990500,0.024555332930226,114.000000000000000,113.000000000000000,11,001,008410,0084.10,TR, ,1400000US11001008410
-1,0.000056165000000,0.042654039004257,115.000000000000000,114.000000000000000,11,001,007809,0078.09,TR, ,1400000US11001007809
-1,0.000091277248500,0.041602431118076,116.000000000000000,115.000000000000000,11,001,0058,0058,TR, ,1400000US11001005800
-1,0.000104655200000,0.046967435385318,117.000000000000000,116.000000000000000,11,001,007803,0078.03,TR, ,1400000US11001007803
-1,0.000042972723000,0.027834870957537,118.000000000000000,117.000000000000000,11,001,005701,0057.01,TR, ,1400000US11001005701
-1,0.000068115550000,0.034983843789163,119.000000000000000,118.000000000000000,11,001,0059,0059,TR, ,1400000US11001005900
-1,0.000089257200000,0.046371265238922,120.000000000000000,119.000000000000000,11,001,007804,0078.04,TR, ,1400000US11001007804
-1,0.000028488450500,0.029017659793367,121.000000000000000,120.000000000000000,11,001,008402,0084.02,TR, ,1400000US11001008402
-1,0.000030879150000,0.023307165600373,122.000000000000000,121.000000000000000,11,001,008301,0083.01,TR, ,1400000US11001008301
-1,0.000027383961500,0.022887618550903,123.000000000000000,122.000000000000000,11,001,008302,0083.02,TR, ,1400000US11001008302
-1,0.000041675683500,0.025856846223746,124.000000000000000,123.000000000000000,11,001,007901,0079.01,TR, ,1400000US11001007901
-1,0.001204777901683,0.248993244576281,125.000000000000000,124.000000000000000,11,001,006202,0062.02,TR, ,1400000US11001006202
-1,0.000025163899500,0.021271512269544,126.000000000000000,125.000000000000000,11,001,005702,0057.02,TR, ,1400000US11001005702
-1,0.000033450599000,0.024003863623592,127.000000000000000,126.000000000000000,11,001,008001,0080.01,TR, ,1400000US11001008001
-1,0.000024662700000,0.022260572155139,128.000000000000000,127.000000000000000,11,001,007903,0079.03,TR, ,1400000US11001007903
-1,0.000210146906000,0.069101269558890,129.000000000000000,128.000000000000000,11,001,006804,0068.04,TR, ,1400000US11001006804
-1,0.000030826876500,0.023238846694379,130.000000000000000,129.000000000000000,11,001,0081,0081,TR, ,1400000US11001008100
-1,0.000055484631500,0.032027862834936,131.000000000000000,130.000000000000000,11,001,009604,0096.04,TR, ,1400000US11001009604
-1,0.000098078175223,0.044865693389106,132.000000000000000,131.000000000000000,11,001,007808,0078.08,TR, ,1400000US11001007808
-1,0.000066017491000,0.043476293723727,133.000000000000000,132.000000000000000,11,001,009603,0096.03,TR, ,1400000US11001009603
-1,0.000034678507500,0.031407205118136,134.000000000000000,133.000000000000000,11,001,0082,0082,TR, ,1400000US11001008200
-1,0.000057903100500,0.041893957352631,135.000000000000000,134.000000000000000,11,001,008002,0080.02,TR, ,1400000US11001008002
-1,0.000091169932500,0.046279472267174,136.000000000000000,135.000000000000000,11,001,007708,0077.08,TR, ,1400000US11001007708
-1,0.000105010000000,0.047692190721376,137.000000000000000,136.000000000000000,11,001,007703,0077.03,TR, ,1400000US11001007703
-1,0.000038880202797,0.036728554760702,138.000000000000000,137.000000000000000,11,001,009903,0099.03,TR, ,1400000US11001009903
-1,0.000025480200000,0.021216210559707,139.000000000000000,138.000000000000000,11,001,006801,0068.01,TR, ,1400000US11001006801
-1,0.000044332346000,0.032401220116547,140.000000000000000,139.000000000000000,11,001,0067,0067,TR, ,1400000US11001006700
-1,0.000023815000000,0.022342902068080,141.000000000000000,140.000000000000000,11,001,009906,0099.06,TR, ,1400000US11001009906
-1,0.000043858350000,0.029696374137007,142.000000000000000,141.000000000000000,11,001,009904,0099.04,TR, ,1400000US11001009904
-1,0.000030806349000,0.027695862497566,143.000000000000000,142.000000000000000,11,001,0066,0066,TR, ,1400000US11001006600
-1,0.000044039535957,0.030264439020094,144.000000000000000,143.000000000000000,11,001,009905,0099.05,TR, ,1400000US11001009905
-1,0.000061095337500,0.031209795886966,145.000000000000000,144.000000000000000,11,001,006001,0060.01,TR, ,1400000US11001006001
-1,0.000049009572000,0.035481603257246,146.000000000000000,145.000000000000000,11,001,0065,0065,TR, ,1400000US11001006500
-1,0.000058638436500,0.035380047295405,147.000000000000000,146.000000000000000,11,001,0061,0061,TR, ,1400000US11001006100
-1,0.000082546346500,0.039396619574000,148.000000000000000,147.000000000000000,11,001,006201,0062.01,TR, ,1400000US11001006201
-1,0.000042299043000,0.029605267189524,149.000000000000000,148.000000000000000,11,001,0069,0069,TR, ,1400000US11001006900
-1,0.000030010100000,0.024856356860818,150.000000000000000,149.000000000000000,11,001,006802,0068.02,TR, ,1400000US11001006802
-1,0.000054370000000,0.032710636962548,151.000000000000000,150.000000000000000,11,001,009907,0099.07,TR, ,1400000US11001009907
-1,0.000041302577000,0.030361805912497,152.000000000000000,151.000000000000000,11,001,0070,0070,TR, ,1400000US11001007000
-1,0.000217307250000,0.060138105089449,153.000000000000000,152.000000000000000,11,001,009901,0099.01,TR, ,1400000US11001009901
-1,0.000075539369000,0.039787064274349,154.000000000000000,153.000000000000000,11,001,0071,0071,TR, ,1400000US11001007100
-1,0.000098599300000,0.048644322616017,155.000000000000000,154.000000000000000,11,001,007709,0077.09,TR, ,1400000US11001007709
-1,0.000176362694000,0.056214699846243,156.000000000000000,155.000000000000000,11,001,0072,0072,TR, ,1400000US11001007200
-1,0.000085067284852,0.046117132974971,157.000000000000000,156.000000000000000,11,001,007707,0077.07,TR, ,1400000US11001007707
-1,0.000135590091166,0.053832342241885,158.000000000000000,157.000000000000000,11,001,009902,0099.02,TR, ,1400000US11001009902
-1,0.000017125000000,0.017906093460117,159.000000000000000,158.000000000000000,11,001,006002,0060.02,TR, ,1400000US11001006002
-1,0.000131182450000,0.050085423787135,160.000000000000000,159.000000000000000,11,001,007601,0076.01,TR, ,1400000US11001007601
-1,0.000042649042500,0.028009616906810,161.000000000000000,160.000000000000000,11,001,006301,0063.01,TR, ,1400000US11001006301
-1,0.000095635268000,0.045823774116563,162.000000000000000,161.000000000000000,11,001,0064,0064,TR, ,1400000US11001006400
-1,0.000140801752000,0.055514611237228,163.000000000000000,162.000000000000000,11,001,007604,0076.04,TR, ,1400000US11001007604
-1,0.000068410089500,0.039909477938173,164.000000000000000,163.000000000000000,11,001,006302,0063.02,TR, ,1400000US11001006302
-1,0.000151120930000,0.063451859430382,165.000000000000000,164.000000000000000,11,001,007401,0074.01,TR, ,1400000US11001007401
-1,0.000993532786328,0.152192862244732,166.000000000000000,165.000000000000000,11,001,007301,0073.01,TR, ,1400000US11001007301
-1,0.000047279250000,0.039235513849005,167.000000000000000,166.000000000000000,11,001,007605,0076.05,TR, ,1400000US11001007605
-1,0.000048680720000,0.028480782464831,168.000000000000000,167.000000000000000,11,001,007503,0075.03,TR, ,1400000US11001007503
-1,0.000080542714000,0.043433389785069,169.000000000000000,168.000000000000000,11,001,007504,0075.04,TR, ,1400000US11001007504
-1,0.000123941976621,0.052091886368156,170.000000000000000,169.000000000000000,11,001,007603,0076.03,TR, ,1400000US11001007603
-1,0.000072432669000,0.045599333095687,171.000000000000000,170.000000000000000,11,001,007407,0074.07,TR, ,1400000US11001007407
-1,0.000059988986025,0.042695129072472,172.000000000000000,171.000000000000000,11,001,007502,0075.02,TR, ,1400000US11001007502
-1,0.000154893450000,0.056720551812197,173.000000000000000,172.000000000000000,11,001,009809,0098.09,TR, ,1400000US11001009809
-1,0.000024785000000,0.025522179429482,174.000000000000000,173.000000000000000,11,001,007406,0074.06,TR, ,1400000US11001007406
-1,0.000038016649073,0.035724038027368,175.000000000000000,174.000000000000000,11,001,007408,0074.08,TR, ,1400000US11001007408
-1,0.000083878400000,0.053077041389805,176.000000000000000,175.000000000000000,11,001,007404,0074.04,TR, ,1400000US11001007404
-1,0.000116668900000,0.053600399741338,177.000000000000000,176.000000000000000,11,001,007302,0073.02,TR, ,1400000US11001007302
-1,0.000041594940416,0.035209114966922,178.000000000000000,177.000000000000000,11,001,007403,0074.03,TR, ,1400000US11001007403
-1,0.000042434523905,0.032021182433923,179.000000000000000,178.000000000000000,11,001,007409,0074.09,TR, ,1400000US11001007409
-1,0.000131606457551,0.056481697733660,180.000000000000000,179.000000000000000,11,001,007304,0073.04,TR, ,1400000US11001007304
-1,0.000051630700000,0.037860815478754,181.000000000000000,180.000000000000000,11,001,009804,0098.04,TR, ,1400000US11001009804
-1,0.000054994800000,0.030739261247269,182.000000000000000,181.000000000000000,11,001,009803,0098.03,TR, ,1400000US11001009803
-1,0.000120223950000,0.048714970859756,183.000000000000000,182.000000000000000,11,001,009807,0098.07,TR, ,1400000US11001009807
-1,0.000043171096570,0.035079939758963,184.000000000000000,183.000000000000000,11,001,0097,0097,TR, ,1400000US11001009700
-1,0.000043410350000,0.033889024522054,185.000000000000000,184.000000000000000,11,001,009801,0098.01,TR, ,1400000US11001009801
-1,0.000023025700000,0.022583170923015,186.000000000000000,185.000000000000000,11,001,009802,0098.02,TR, ,1400000US11001009802
-1,0.000088990723199,0.043528816208304,187.000000000000000,186.000000000000000,11,001,009806,0098.06,TR, ,1400000US11001009806
-1,0.000052266059024,0.030467889732248,188.000000000000000,187.000000000000000,11,001,009808,0098.08,TR, ,1400000US11001009808
-1,0.000499452104648,0.105244614657924,189.000000000000000,188.000000000000000,11,001,007308,0073.08,TR, ,1400000US11001007308
