GEO_ID,Component_1,Component_2,Component_3,Component_4,Component_5
1400000US11001001600,0.204439611329,0.207014687592,-1.72070934313,-0.0910563768456,0.694619032899
1400000US11001001500,-0.153949968611,-1.79358517102,-1.83654770521,0.216544842633,0.477330840593
1400000US11001001701,0.36883287095,0.503348864034,-0.603795653855,0.0825241838606,0.208002787949
1400000US11001001801,-2.91686600808,0.305145747596,1.82326253617,-0.132939270398,-0.785754617544
1400000US11001001702,0.0532137497209,0.834693959773,-0.587893967148,0.39526848891,0.113219506771
1400000US11001001803,0.298055381465,0.18884498538,-0.243023679637,0.0388889159545,0.0512549203774
1400000US11001001804,0.604675006423,-0.32148329751,-0.444586789417,-0.361705046576,0.237642719752
1400000US11001001401,-0.244386416684,-0.892668986593,-0.737875179339,1.25704312868,-0.25775082618
1400000US11001009505,0.803419124332,1.21658580673,-1.36015201965,0.342664385661,0.48893818177
1400000US11001001901,0.898940813885,0.345402317019,-1.06227573965,-0.310143924516,0.52723920915
1400000US11001001902,0.196943529389,1.31455050797,-0.825348323508,0.29166862764,0.284330877405
1400000US11001001100,0.213535131674,-1.39021842178,-1.37830095682,0.999495024162,0.0618525236903
1400000US11001001402,-2.39242227892,-0.516205716021,-2.33749651531,0.136187021692,0.75872576946
1400000US11001002001,-0.265494333331,0.419535160003,-0.264652364975,0.27163199841,-0.0136920544945
1400000US11001001301,-0.175144118349,-1.17734052711,-0.76326200446,0.941263439638,-0.159624628586
1400000US11001009507,0.691340918924,1.71722878024,-0.78869572712,0.635442324716,0.19263634576
1400000US11001002002,0.267424280525,-0.00258534251694,-0.638271204178,-0.300849680174,0.312632750573
1400000US11001001001,0.0693660601418,-2.30786267357,-1.47255671271,0.161789788473,0.313997706054
1400000US11001002600,-0.0570896674708,0.851426743779,-1.17269432925,0.800183539521,0.210994389119
1400000US11001002101,0.55042007682,-0.710983121458,-0.559403620558,-1.09926177506,0.505785196404
1400000US11001002102,0.840201845247,-0.0595023460787,-1.02980752265,-0.684825102117,0.610279303119
1400000US11001009508,0.75903595323,1.10357313603,-1.23227118064,0.144654120926,0.495285326521
1400000US11001001200,0.187195159519,-1.79843125976,-0.871642118265,0.601627006928,-0.0391348663821
1400000US11001009503,0.328620843195,0.855386601924,-1.26388338827,0.0213235411976,0.522586388425
1400000US11001002202,0.834741844153,0.637744677776,-0.447695040627,-0.0249150294665,0.201216376922
1400000US11001009501,0.596794911391,-1.53752457787,0.615873474207,-1.0130433209,-0.0622138627551
1400000US11001009509,0.731200137903,1.14150466646,-1.36305360981,0.138151018413,0.552868233418
1400000US11001002201,0.523400494421,0.350873871924,-0.630581393548,-0.274058520715,0.33243390829
1400000US11001000901,1.22448592141,-3.58896580983,0.409011814721,-0.527602466183,-0.286903733385
1400000US11001001302,1.0455520837,-2.46015056533,-1.37372525864,0.422017503754,0.193503785804
1400000US11001002501,-0.23494460194,0.561378443383,-0.271133533914,0.180454802342,0.031502347049
1400000US11001009400,0.69034836965,0.369496995138,-1.36669136394,-0.462790068768,0.700460789703
1400000US11001009504,0.211651348824,0.340175670816,-0.794452822536,-0.110034603271,0.335582765732
1400000US11001002301,0.640220522292,0.674377184179,-0.590330210849,-0.0302632061608,0.259675984259
1400000US11001002400,0.0989667194922,0.25470997527,-0.541269074277,-0.499053543795,0.357093593995
1400000US11001001002,0.490783463262,-1.34783482849,0.0639499560359,1.16531200466,-0.571023259178
1400000US11001002302,0.501375698346,0.692807908697,0.671473371898,0.890509084665,-0.568560121914
1400000US11001000600,0.503590063334,-1.37588143791,-1.86229309282,0.887087023456,0.303712587352
1400000US11001002502,0.0380490784132,-1.40944581734,-0.228941104656,-1.06262318957,0.29565886498
1400000US11001000902,-0.700139601428,-0.232727705922,-0.704005716045,1.6422944235,-0.362591975085
1400000US11001002701,-0.208159269706,-2.01093913124,-0.291068041178,-0.748164322378,0.162641097346
1400000US11001002801,-0.081183461488,-0.684779746849,0.383015185889,-0.230994176005,-0.184500567941
