,OBJECTID,GEO_ID_2,STATE,COUNTY,TRACT,NAME,LSAD,CENSUSAREA,GEOID_TXT,CTYFIPS,SHAPE_LENG,SHAPE_AREA,HC01_EST_VC02,HC03_EST_VC04,HC02_EST_VC21
409,410,1400000US51059481202,51,59,481202,4812.02,Tract,1.475,51059481202,51059,26985.641772,41251670.4824,27.7,21.7,25.8
410,411,1400000US51059481400,51,59,481400,4814.0,Tract,2.155,51059481400,51059,47637.419234,62049536.8276,0.0,38.8,74.6
411,412,1400000US51059481500,51,59,481500,4815.0,Tract,1.907,51059481500,51059,44839.9442233,53230689.8891,36.7,100.0,84.5
412,413,1400000US51059481600,51,59,481600,4816.0,Tract,3.334,51059481600,51059,49554.0847212,94726860.4816,20.0,67.2,66.7
413,414,1400000US51059481702,51,59,481702,4817.02,Tract,1.058,51059481702,51059,26315.850242,29943370.0361,0.0,34.8,54.7
414,415,1400000US51059481900,51,59,481900,4819.0,Tract,4.019,51059481900,51059,44566.0035986,114270046.506,6.2,16.5,36.7
415,416,1400000US51059482001,51,59,482001,4820.01,Tract,1.592,51059482001,51059,34303.3808891,44441127.5295,6.0,53.0,47.0
416,417,1400000US51059482100,51,59,482100,4821.0,Tract,0.313,51059482100,51059,12763.2010803,9756330.91482,26.0,34.7,67.2
417,418,1400000US51059482201,51,59,482201,4822.01,Tract,0.363,51059482201,51059,13872.1167132,10183438.8447,51.8,32.3,59.6
418,419,1400000US51059482202,51,59,482202,4822.02,Tract,0.844,51059482202,51059,30147.7362826,23881105.6456,0.0,37.7,82.8
419,420,1400000US51059482203,51,59,482203,4822.03,Tract,0.725,51059482203,51059,19277.4704363,20739952.3863,0.0,0.0,71.4
420,421,1400000US51059482302,51,59,482302,4823.02,Tract,0.297,51059482302,51059,15003.5482425,8381443.54078,64.5,1.5,56.6
421,422,1400000US51059482303,51,59,482303,4823.03,Tract,0.631,51059482303,51059,23611.9830117,18298575.0935,0.0,22.2,95.7
422,423,1400000US51059482400,51,59,482400,4824.0,Tract,1.718,51059482400,51059,37057.2385829,47866168.6764,17.8,0.0,100.0
423,424,1400000US51059482501,51,59,482501,4825.01,Tract,3.168,51059482501,51059,62648.2847425,89089362.3976,31.8,74.2,69.3
424,425,1400000US51059482503,51,59,482503,4825.03,Tract,1.145,51059482503,51059,28577.5311131,32297672.3345,7.9,57.1,85.4
425,426,1400000US51059482504,51,59,482504,4825.04,Tract,1.593,51059482504,51059,26855.3564805,44924430.6245,13.6,24.8,46.6
426,427,1400000US51059482601,51,59,482601,4826.01,Tract,1.51,51059482601,51059,30595.8464052,42028223.5013,13.8,41.3,49.2
427,428,1400000US51059482602,51,59,482602,4826.02,Tract,2.209,51059482602,51059,37373.5602064,62106404.203,10.3,69.8,93.9
428,429,1400000US51059490101,51,59,490101,4901.01,Tract,1.874,51059490101,51059,29750.5792488,52207526.6506,9.8,45.2,58.3
429,430,1400000US51059490103,51,59,490103,4901.03,Tract,7.287,51059490103,51059,65231.4906789,205979079.651,13.7,12.3,25.4
430,431,1400000US51059490502,51,59,490502,4905.02,Tract,3.742,51059490502,51059,50793.7085877,104825197.531,13.4,21.0,78.9
431,432,1400000US51059491000,51,59,491000,4910.0,Tract,6.76,51059491000,51059,70548.3032501,192396371.462,13.8,37.9,32.9
432,433,1400000US51059491101,51,59,491101,4911.01,Tract,2.978,51059491101,51059,53320.3231022,84480926.8526,13.8,16.7,94.1
433,434,1400000US51059491102,51,59,491102,4911.02,Tract,1.281,51059491102,51059,25993.2192737,35964904.0104,3.4,50.5,54.6
434,435,1400000US51059491201,51,59,491201,4912.01,Tract,0.804,51059491201,51059,25428.6139659,23197772.1469,17.9,41.4,36.4
435,436,1400000US51059491301,51,59,491301,4913.01,Tract,5.829,51059491301,51059,66614.3591961,173229121.635,6.7,46.1,55.6
436,437,1400000US51059491302,51,59,491302,4913.02,Tract,0.466,51059491302,51059,15258.1028897,13419986.3463,0.0,77.4,54.1
437,438,1400000US51059491303,51,59,491303,4913.03,Tract,0.385,51059491303,51059,15890.65305,10609875.9929,17.7,60.0,34.6
438,439,1400000US51059491402,51,59,491402,4914.02,Tract,0.479,51059491402,51059,18293.7672983,13215582.7594,0.0,63.5,60.4
439,440,1400000US51059491403,51,59,491403,4914.03,Tract,0.665,51059491403,51059,19718.0996395,18817769.9129,13.5,41.5,50.0
440,441,1400000US51059491404,51,59,491404,4914.04,Tract,0.604,51059491404,51059,18661.2007851,16887042.0573,15.6,35.8,47.3
441,442,1400000US51059491405,51,59,491405,4914.05,Tract,0.656,51059491405,51059,18449.83151,18545078.6614,12.6,0.0,50.0
442,443,1400000US51059491502,51,59,491502,4915.02,Tract,2.237,51059491502,51059,32825.6571108,62791815.0168,14.6,25.5,32.7
443,444,1400000US51059491601,51,59,491601,4916.01,Tract,0.718,51059491601,51059,26185.7545874,20451924.462,7.3,26.4,26.8
444,445,1400000US51059491602,51,59,491602,4916.02,Tract,0.86,51059491602,51059,21308.0261576,23922326.2935,2.6,54.9,52.1
445,446,1400000US51059491701,51,59,491701,4917.01,Tract,0.521,51059491701,51059,16426.8562994,14754311.5711,5.7,40.0,79.5
446,447,1400000US51059491702,51,59,491702,4917.02,Tract,0.874,51059491702,51059,29226.1364775,24713668.9769,0.0,31.8,75.5
447,448,1400000US51059491704,51,59,491704,4917.04,Tract,0.515,51059491704,51059,17390.8402761,14401573.8278,2.5,5.1,78.6
448,449,1400000US51059491705,51,59,491705,4917.05,Tract,1.462,51059491705,51059,28962.894056,41209008.7534,4.4,76.1,66.3
449,450,1400000US51059491802,51,59,491802,4918.02,Tract,0.648,51059491802,51059,21132.1896972,18291305.568,24.3,76.5,97.2
450,451,1400000US51059491803,51,59,491803,4918.03,Tract,1.113,51059491803,51059,23587.5842198,31197823.5989,9.6,56.3,67.1
451,452,1400000US51059492000,51,59,492000,4920.0,Tract,9.113,51059492000,51059,71991.1288722,255991894.556,8.3,43.9,34.4
452,453,1400000US51059492100,51,59,492100,4921.0,Tract,11.488,51059492100,51059,94113.8796824,331360510.688,15.6,20.3,40.7
453,454,1400000US51059492201,51,59,492201,4922.01,Tract,11.692,51059492201,51059,97518.5020773,345343059.947,25.3,65.0,100.0
454,455,1400000US51059492203,51,59,492203,4922.03,Tract,1.846,51059492203,51059,41382.4928232,52259153.3612,16.1,100.0,26.3
455,456,1400000US51059492300,51,59,492300,4923.0,Tract,0.818,51059492300,51059,24153.7632039,23152913.3676,20.5,56.1,13.4
456,457,1400000US51059492400,51,59,492400,4924.0,Tract,1.393,51059492400,51059,35001.6804744,39479728.6567,20.5,10.6,51.6
457,458,1400000US51059492500,51,59,492500,4925.0,Tract,16.839,51059492500,51059,147058.026645,485837138.444,9.1,34.6,27.6
458,459,1400000US51059980200,51,59,980200,9802.0,Tract,3.874,51059980200,51059,55919.499132,108856109.02,-,-,-
459,460,1400000US51059980300,51,59,980300,9803.0,Tract,0.896,51059980300,51059,21842.5822021,25174725.665,-,-,-
460,461,1400000US51013100200,51,13,100200,1002.0,Tract,1.229,51013100200,51013,26820.4277424,34282113.4363,21.7,20.5,64.0
461,462,1400000US51013100300,51,13,100300,1003.0,Tract,1.708,51013100300,51013,34297.5846905,47589975.4453,0.0,42.6,80.5
462,463,1400000US51013100500,51,13,100500,1005.0,Tract,0.822,51013100500,51013,29191.9029162,23084776.6589,10.3,15.8,71.6
463,464,1400000US51013100600,51,13,100600,1006.0,Tract,0.394,51013100600,51013,14763.7887522,10745235.3184,0.0,80.4,100.0
464,465,1400000US51013100700,51,13,100700,1007.0,Tract,0.601,51013100700,51013,21541.8331407,16491780.5117,6.3,63.2,53.7
465,466,1400000US51013100900,51,13,100900,1009.0,Tract,0.633,51013100900,51013,20309.4232738,17512702.1187,23.1,0.0,41.7
466,467,1400000US51013101000,51,13,101000,1010.0,Tract,0.416,51013101000,51013,15503.0604501,11392744.965,4.2,36.0,70.6
467,468,1400000US51013101100,51,13,101100,1011.0,Tract,0.828,51013101100,51013,22758.7960935,23261338.5511,0.0,27.6,88.5
468,469,1400000US51013101200,51,13,101200,1012.0,Tract,0.624,51013101200,51013,19978.5425725,17163732.2121,17.5,22.9,55.4
469,470,1400000US51013101300,51,13,101300,1013.0,Tract,0.953,51013101300,51013,24037.8802153,26806028.4281,12.1,9.7,74.7
470,471,1400000US51013101402,51,13,101402,1014.02,Tract,0.179,51013101402,51013,10122.2369493,4924848.09834,0.0,0.0,95.9
471,472,1400000US51013101403,51,13,101403,1014.03,Tract,0.118,51013101403,51013,8757.11840094,3211969.60458,6.1,0.0,89.4
472,473,1400000US51013101404,51,13,101404,1014.04,Tract,0.12,51013101404,51013,9822.24244486,3085545.18955,0.0,21.6,89.6
473,474,1400000US51013101500,51,13,101500,1015.0,Tract,0.67,51013101500,51013,20421.5407768,18502929.3659,0.0,0.0,81.8
474,475,1400000US51013101601,51,13,101601,1016.01,Tract,0.268,51013101601,51013,16909.8216762,7173249.63931,0.0,0.0,90.8
475,476,1400000US51013101603,51,13,101603,1016.03,Tract,0.177,51013101603,51013,10252.3506312,4731720.4066,4.8,0.0,98.4
476,477,1400000US51013101701,51,13,101701,1017.01,Tract,0.094,51013101701,51013,6704.3515099,2560104.02975,9.6,10.9,84.8
477,478,1400000US51013101702,51,13,101702,1017.02,Tract,0.148,51013101702,51013,9678.55317834,4247346.21284,0.0,0.0,90.0
478,479,1400000US51013101801,51,13,101801,1018.01,Tract,0.108,51013101801,51013,8776.08091805,2880243.60989,0.0,0.0,89.0
479,480,1400000US51013101802,51,13,101802,1018.02,Tract,0.153,51013101802,51013,8022.34127953,4138662.23244,13.9,0.0,85.6
480,481,1400000US51013101803,51,13,101803,1018.03,Tract,0.369,51013101803,51013,14142.0493142,10652305.2781,0.0,17.7,81.0
481,482,1400000US51013102001,51,13,102001,1020.01,Tract,0.081,51013102001,51013,6375.23968022,2220780.63979,48.2,25.5,43.8
482,483,1400000US51013102002,51,13,102002,1020.02,Tract,0.069,51013102002,51013,6625.10255486,1946502.28576,0.0,0.0,83.6
483,484,1400000US51013102003,51,13,102003,1020.03,Tract,0.229,51013102003,51013,11512.322222,6504647.4913,30.0,12.2,54.6
484,485,1400000US51013102100,51,13,102100,1021.0,Tract,0.444,51013102100,51013,16883.4286342,12595826.5281,12.1,25.8,52.0
485,486,1400000US51013102200,51,13,102200,1022.0,Tract,0.335,51013102200,51013,12502.6610242,9349188.42716,46.1,15.3,43.5
486,487,1400000US51013102302,51,13,102302,1023.02,Tract,0.453,51013102302,51013,18287.5734663,12465665.4876,40.2,25.7,42.8
487,488,1400000US51013102400,51,13,102400,1024.0,Tract,0.374,51013102400,51013,16144.8795588,10507101.0307,20.3,22.4,72.6
488,489,1400000US51013102500,51,13,102500,1025.0,Tract,0.423,51013102500,51013,21598.976089,11729589.4887,18.3,36.3,64.6
489,490,1400000US51013102600,51,13,102600,1026.0,Tract,0.272,51013102600,51013,12431.6951898,7797223.4517,10.5,51.5,88.0
490,491,1400000US51013102701,51,13,102701,1027.01,Tract,0.18,51013102701,51013,9908.96368761,5061754.56122,43.2,64.1,26.8
491,492,1400000US51013102801,51,13,102801,1028.01,Tract,0.408,51013102801,51013,15244.2655316,11359225.9931,22.0,59.6,64.2
492,493,1400000US51013102802,51,13,102802,1028.02,Tract,0.284,51013102802,51013,11437.6722805,7943296.56366,0.0,-,59.7
493,494,1400000US51013102901,51,13,102901,1029.01,Tract,0.266,51013102901,51013,19262.1240139,7203741.89497,-,-,100.0
494,495,1400000US51013103000,51,13,103000,1030.0,Tract,0.302,51013103000,51013,13146.9217049,8393143.77608,0.0,13.6,79.1
495,496,1400000US51013103100,51,13,103100,1031.0,Tract,0.738,51013103100,51013,20679.1122551,20461924.6359,11.2,11.7,51.7
496,497,1400000US51013103200,51,13,103200,1032.0,Tract,0.385,51013103200,51013,15524.8387216,10607684.3401,19.2,23.7,69.7
497,498,1400000US51013103300,51,13,103300,1033.0,Tract,0.167,51013103300,51013,8821.21327907,4925055.01826,27.3,33.1,77.9
498,499,1400000US51013103401,51,13,103401,1034.01,Tract,0.53,51013103401,51013,23581.3787117,14621796.6434,1.3,52.6,0.0
499,500,1400000US51013103501,51,13,103501,1035.01,Tract,0.139,51013103501,51013,9010.02542602,3871921.20731,0.0,0.0,91.8
500,501,1400000US51013103502,51,13,103502,1035.02,Tract,0.258,51013103502,51013,11392.6857478,7097917.30571,11.3,22.9,100.0
501,502,1400000US51013103503,51,13,103503,1035.03,Tract,0.078,51013103503,51013,8055.38861282,2197799.20807,12.7,6.0,75.5
502,503,1400000US51013103601,51,13,103601,1036.01,Tract,0.288,51013103601,51013,13377.1946751,8088571.06613,4.9,25.3,100.0
503,504,1400000US51013103700,51,13,103700,1037.0,Tract,0.565,51013103700,51013,23137.7726765,15636851.9192,0.0,48.6,71.1
504,505,1400000US51013103800,51,13,103800,1038.0,Tract,0.341,51013103800,51013,14737.8741151,9373463.22142,12.9,5.7,70.2
505,506,1400000US51013980100,51,13,980100,9801.0,Tract,1.891,51013980100,51013,44820.4394413,52670980.6471,-,-,-
506,507,1400000US51013980200,51,13,980200,9802.0,Tract,1.402,51013980200,51013,28878.5672433,39856613.9751,-,-,100.0
507,508,1400000US51059491103,51,59,491103,4911.03,Tract,0.728,51059491103,51059,23530.1951761,20886821.8788,19.8,28.7,33.6
508,509,1400000US51510201300,51,510,201300,2013.0,Tract,0.457,51510201300,51510,16326.1878239,12735108.1622,0.0,70.5,60.0
509,510,1400000US51510201400,51,510,201400,2014.0,Tract,0.391,51510201400,51510,17254.5829956,10970065.8571,22.0,22.3,65.3
510,511,1400000US51510201500,51,510,201500,2015.0,Tract,0.473,51510201500,51510,15884.6938058,13173162.7141,0.0,18.8,70.0
511,512,1400000US51510201801,51,510,201801,2018.01,Tract,1.088,51510201801,51510,30456.7350447,33418587.5051,0.0,0.0,82.7
512,513,1400000US51510201802,51,510,201802,2018.02,Tract,0.149,51510201802,51510,8683.71214211,4347972.65537,0.0,0.0,100.0
513,514,1400000US51510201900,51,510,201900,2019.0,Tract,0.268,51510201900,51510,19456.9953817,7643150.35325,0.0,0.0,82.5
514,515,1400000US51510202002,51,510,202002,2020.02,Tract,0.239,51510202002,51510,13714.3292222,11333358.6012,0.0,19.2,46.6
515,516,1400000US51510200102,51,510,200102,2001.02,Tract,0.439,51510200102,51510,17767.045098,12259713.0703,20.2,30.8,63.1
516,517,1400000US51510200104,51,510,200104,2001.04,Tract,0.341,51510200104,51510,14517.1266172,9863955.61866,25.9,19.9,43.7
517,518,1400000US51510200105,51,510,200105,2001.05,Tract,0.072,51510200105,51510,5937.12126125,2002728.62584,24.0,27.9,23.5
518,519,1400000US51510200106,51,510,200106,2001.06,Tract,0.317,51510200106,51510,14989.9681166,8703334.26743,100.0,0.0,63.8
519,520,1400000US51510200201,51,510,200201,2002.01,Tract,0.838,51510200201,51510,20739.5780735,23383573.6147,0.0,31.4,59.1
520,521,1400000US51510200202,51,510,200202,2002.02,Tract,0.551,51510200202,51510,18637.4156823,15354471.9984,0.0,0.0,0.0
521,522,1400000US51510200302,51,510,200302,2003.02,Tract,0.573,51510200302,51510,18088.7518304,16257174.1018,3.3,59.3,40.4
522,523,1400000US51510200303,51,510,200303,2003.03,Tract,0.313,51510200303,51510,16283.5827732,8970695.30658,0.0,35.2,56.2
523,524,1400000US51510200403,51,510,200403,2004.03,Tract,0.465,51510200403,51510,20926.4681028,13671135.9774,0.0,0.0,84.2
524,525,1400000US51510200404,51,510,200404,2004.04,Tract,0.229,51510200404,51510,13370.1307803,6700234.61187,48.7,0.0,80.4
525,526,1400000US51510200406,51,510,200406,2004.06,Tract,0.217,51510200406,51510,11802.0913529,6204701.01633,27.0,20.8,43.2
526,527,1400000US51510200407,51,510,200407,2004.07,Tract,0.108,51510200407,51510,7757.6252299,3081858.21629,45.7,33.8,71.3
527,528,1400000US51510200703,51,510,200703,2007.03,Tract,0.442,51510200703,51510,14644.2579868,12928377.784,0.0,19.4,53.3
528,529,1400000US51510200801,51,510,200801,2008.01,Tract,0.717,51510200801,51510,22161.128001,19618861.521,14.6,32.4,23.9
529,530,1400000US51510200802,51,510,200802,2008.02,Tract,0.385,51510200802,51510,19337.994711,11061084.7155,16.0,41.8,86.2
530,531,1400000US51510201000,51,510,201000,2010.0,Tract,0.296,51510201000,51510,13957.6239538,8445681.08044,0.0,15.1,90.8
531,532,1400000US51510201100,51,510,201100,2011.0,Tract,0.417,51510201100,51510,14459.7584337,11605497.0164,0.0,87.9,21.1
532,533,1400000US51510201202,51,510,201202,2012.02,Tract,0.199,51510201202,51510,9425.49327682,5468176.65588,2.9,37.6,80.5
533,534,1400000US51510201203,51,510,201203,2012.03,Tract,0.38,51510201203,51510,21026.6882829,12290800.5393,19.6,29.9,21.5
534,535,1400000US51600300100,51,600,300100,3001.0,Tract,1.33,51600300100,51600,24853.1824272,36735320.5953,,,
535,536,1400000US51600300200,51,600,300200,3002.0,Tract,1.568,51600300200,51600,31892.4606404,44229190.5613,,,
536,537,1400000US51600300400,51,600,300400,3004.0,Tract,0.779,51600300400,51600,29251.3841029,22104536.4506,,,
537,538,1400000US51600300500,51,600,300500,3005.0,Tract,0.787,51600300500,51600,27129.9902309,21964819.6511,,,
538,539,1400000US51610500100,51,610,500100,5001.0,Tract,0.589,51610500100,51610,18752.3456086,16267019.0296,11.8,56.4,78.5
539,540,1400000US51610500200,51,610,500200,5002.0,Tract,0.751,51610500200,51610,19125.3490495,21020912.5792,1.9,82.3,55.5
540,541,1400000US51059420400,51,59,420400,4204.0,Tract,0.298,51059420400,51059,15609.9434597,9275606.04444,0.0,58.7,59.4
541,542,1400000US51059482002,51,59,482002,4820.02,Tract,0.727,51059482002,51059,19785.2212384,20806198.2256,0.0,0.0,93.3
542,543,1400000US24031700105,24,31,700105,7001.05,Tract,2.342,24031700105,24031,35304.9465605,65600157.3702,7.7,57.0,35.6
543,544,1400000US24031700304,24,31,700304,7003.04,Tract,2.123,24031700304,24031,34485.4816623,59671440.7259,16.5,25.1,55.8
544,545,1400000US24031700607,24,31,700607,7006.07,Tract,1.507,24031700607,24031,31251.9118828,42098990.0844,2.3,55.6,56.1
545,546,1400000US24031700611,24,31,700611,7006.11,Tract,6.109,24031700611,24031,60345.4118419,171659908.942,23.3,18.8,89.7
546,547,1400000US24031700710,24,31,700710,7007.1,Tract,1.27,24031700710,24031,27136.7268158,35144335.4735,15.5,26.4,22.1
547,548,1400000US24031700718,24,31,700718,7007.18,Tract,1.004,24031700718,24031,23126.5409042,27910403.8701,0.0,54.5,48.9
548,549,1400000US24031700723,24,31,700723,7007.23,Tract,0.692,24031700723,24031,20291.0050194,19398558.3647,0.0,6.3,40.9
549,550,1400000US24031700815,24,31,700815,7008.15,Tract,1.057,24031700815,24031,25616.8418742,29471625.373,30.0,21.1,13.9
550,551,1400000US24031700820,24,31,700820,7008.2,Tract,0.358,24031700820,24031,13631.9964148,10133359.3802,9.2,11.2,25.8
551,552,1400000US24031700824,24,31,700824,7008.24,Tract,0.355,24031700824,24031,13180.1153644,10646058.4285,0.0,22.9,100.0
552,553,1400000US24033803001,24,33,803001,8030.01,Tract,0.475,24033803001,24033,18256.0753589,13254250.545,6.5,35.2,6.8
553,554,1400000US24033803002,24,33,803002,8030.02,Tract,0.348,24033803002,24033,15080.884681,9571459.8144,22.4,44.9,14.0
554,555,1400000US24033803100,24,33,803100,8031.0,Tract,0.863,24033803100,24033,20971.8651412,24010133.6263,7.1,78.4,64.9
555,556,1400000US24033803200,24,33,803200,8032.0,Tract,0.598,24033803200,24033,21140.5952792,16989326.0131,4.0,30.0,7.2
556,557,1400000US24033803512,24,33,803512,8035.12,Tract,2.097,24033803512,24033,38666.3267099,58516641.6957,14.7,23.3,42.2
557,558,1400000US24033803519,24,33,803519,8035.19,Tract,1.241,24033803519,24033,28629.4040721,34509197.6654,32.3,42.8,4.3
558,559,1400000US24033803525,24,33,803525,8035.25,Tract,0.938,24033803525,24033,24240.1030819,26616676.2747,17.4,30.3,37.5
559,560,1400000US24033803613,24,33,803613,8036.13,Tract,0.62,24033803613,24033,19127.1889862,17212938.6213,6.3,54.8,24.8
560,561,1400000US24033804001,24,33,804001,8040.01,Tract,0.322,24033804001,24033,14755.0772995,8869749.64543,13.6,57.1,20.5
561,562,1400000US24033804400,24,33,804400,8044.0,Tract,1.006,24033804400,24033,23575.7806526,28787547.7486,26.7,14.3,1.1
562,563,1400000US24033804900,24,33,804900,8049.0,Tract,0.49,24033804900,24033,17981.8776291,13944893.3863,13.7,50.6,21.9
563,564,1400000US24033805601,24,33,805601,8056.01,Tract,0.202,24033805601,24033,14613.3494467,5780263.97732,80.2,16.4,2.2
564,565,1400000US24033805904,24,33,805904,8059.04,Tract,0.984,24033805904,24033,24684.2932013,27502527.4441,1.4,55.5,18.2
565,566,1400000US24033806200,24,33,806200,8062.0,Tract,0.526,24033806200,24033,23216.7579456,14895645.6794,15.6,51.4,39.3
566,567,1400000US24033806602,24,33,806602,8066.02,Tract,0.641,24033806602,24033,17853.3564656,17737855.0822,28.6,40.7,14.0
567,568,1400000US24033806712,24,33,806712,8067.12,Tract,1.691,24033806712,24033,35053.112802,47942121.8573,4.9,43.3,62.7
568,569,1400000US24033807304,24,33,807304,8073.04,Tract,0.687,24033807304,24033,18917.0018403,19144669.4281,32.9,47.0,13.5
569,570,1400000US24031700826,24,31,700826,7008.26,Tract,0.776,24031700826,24031,21821.9206989,22724568.4855,0.0,35.1,73.8
570,571,1400000US24031700828,24,31,700828,7008.28,Tract,0.493,24031700828,24031,17584.140875,13862689.3039,10.1,54.8,80.2
571,572,1400000US24031700829,24,31,700829,7008.29,Tract,1.481,24031700829,24031,32307.4296684,42402532.9083,0.0,0.0,91.5
572,573,1400000US24031700830,24,31,700830,7008.3,Tract,0.685,24031700830,24031,17785.5317307,19103572.7608,14.9,47.8,46.6
573,574,1400000US24031700901,24,31,700901,7009.01,Tract,0.655,24031700901,24031,24771.7259016,18371499.8445,0.0,36.6,86.6
574,575,1400000US24031701002,24,31,701002,7010.02,Tract,1.034,24031701002,24031,22230.5411209,28613340.0545,22.4,44.7,95.7
575,576,1400000US24031701102,24,31,701102,7011.02,Tract,0.804,24031701102,24031,22350.3421277,22424554.0342,8.7,50.6,66.8
576,577,1400000US24031701210,24,31,701210,7012.1,Tract,0.993,24031701210,24031,22679.2241226,27979286.2551,13.4,16.9,47.4
577,578,1400000US24031701215,24,31,701215,7012.15,Tract,0.304,24031701215,24031,18500.4553671,8758787.71218,0.0,17.9,96.4
578,579,1400000US24031701304,24,31,701304,7013.04,Tract,2.873,24031701304,24031,39206.7718003,80130516.5341,27.0,32.9,34.8
579,580,1400000US24031701313,24,31,701313,7013.13,Tract,1.012,24031701313,24031,24718.7070088,28395169.28,19.0,67.7,56.3
580,581,1400000US24031701409,24,31,701409,7014.09,Tract,2.521,24031701409,24031,38308.381449,69935581.3546,5.6,33.6,55.1
581,582,1400000US24031701422,24,31,701422,7014.22,Tract,0.126,24031701422,24031,7809.95695233,3597285.92748,18.5,43.9,50.7
582,583,1400000US24031701508,24,31,701508,7015.08,Tract,0.357,24031701508,24031,15679.0964864,9893971.17546,29.0,47.3,35.3
583,584,1400000US24031701601,24,31,701601,7016.01,Tract,0.113,24031701601,24031,9831.03887802,3129793.22642,0.0,31.4,4.3
584,585,1400000US24031701900,24,31,701900,7019.0,Tract,0.174,24031701900,24031,12368.5243447,5029552.00702,75.3,5.6,29.1
585,586,1400000US24031702102,24,31,702102,7021.02,Tract,0.629,24031702102,24031,16752.4401012,17474589.4826,10.3,43.3,63.6
586,587,1400000US24031702500,24,31,702500,7025.0,Tract,0.437,24031702500,24031,20318.6827419,12400745.3391,25.9,51.9,66.2
587,588,1400000US24031703201,24,31,703201,7032.01,Tract,1.635,24031703201,24031,34339.550002,46172498.5532,46.0,35.7,54.5
588,589,1400000US24031703209,24,31,703209,7032.09,Tract,0.696,24031703209,24031,20397.1843482,19433744.2011,16.6,33.7,32.5
589,590,1400000US24031703218,24,31,703218,7032.18,Tract,0.237,24031703218,24031,10955.2546036,6545266.12941,-,-,-
590,591,1400000US24031703301,24,31,703301,7033.01,Tract,0.576,24031703301,24031,17838.6743139,15882541.8578,30.7,38.4,10.2
591,592,1400000US24031703402,24,31,703402,7034.02,Tract,0.486,24031703402,24031,15004.4513163,13595891.5557,24.5,49.6,10.3
592,593,1400000US24031703602,24,31,703602,7036.02,Tract,0.445,24031703602,24031,20485.8663868,12433313.1558,17.4,25.8,61.0
593,594,1400000US24031703902,24,31,703902,7039.02,Tract,0.838,24031703902,24031,21250.3862152,23326983.7661,23.8,15.5,19.4
594,595,1400000US24031704403,24,31,704403,7044.03,Tract,0.096,24031704403,24031,8247.75804098,2579696.18711,0.0,0.0,100.0
595,596,1400000US24031704804,24,31,704804,7048.04,Tract,0.131,24031704804,24031,11122.1217652,3746781.65218,0.0,0.0,91.4
596,597,1400000US24031705300,24,31,705300,7053.0,Tract,0.407,24031705300,24031,17872.3270811,11480557.052,15.4,32.6,100.0
597,598,1400000US24031705601,24,31,705601,7056.01,Tract,0.455,24031705601,24031,15739.6763534,12900980.2761,35.6,14.6,100.0
598,599,1400000US24031705602,24,31,705602,7056.02,Tract,0.208,24031705602,24031,10969.4803889,5531022.85607,3.7,0.0,96.1
599,600,1400000US24031705701,24,31,705701,7057.01,Tract,0.743,24031705701,24031,21115.4682017,20795947.3723,0.0,48.4,76.6
600,601,1400000US24031705901,24,31,705901,7059.01,Tract,1.976,24031705901,24031,32297.8170677,55611666.9044,18.4,27.8,100.0
601,602,1400000US24031706011,24,31,706011,7060.11,Tract,1.467,24031706011,24031,31820.257643,40455091.9382,16.3,17.2,29.0
602,603,1400000US24033800106,24,33,800106,8001.06,Tract,0.864,24033800106,24033,28917.70758,24491698.2899,22.1,49.4,50.5
603,604,1400000US24033800209,24,33,800209,8002.09,Tract,0.279,24033800209,24033,17297.4570095,7999478.01945,25.5,36.6,12.9
604,605,1400000US24033800214,24,33,800214,8002.14,Tract,0.281,24033800214,24033,11887.9810956,7491739.53022,42.7,69.8,9.5
605,606,1400000US24033800408,24,33,800408,8004.08,Tract,4.039,24033800408,24033,45913.1583414,114926447.106,6.1,65.1,30.3
606,607,1400000US24033800413,24,33,800413,8004.13,Tract,0.572,24033800413,24033,16902.8866982,15949992.9279,26.0,27.8,14.3
607,608,1400000US24033800514,24,33,800514,8005.14,Tract,2.786,24033800514,24033,35954.8949184,77726621.8358,15.3,39.2,71.6
608,609,1400000US24033800519,24,33,800519,8005.19,Tract,1.206,24033800519,24033,24320.9044215,33784737.0238,0.0,46.7,13.2
609,610,1400000US24033800704,24,33,800704,8007.04,Tract,3.322,24033800704,24033,44125.4229438,92559247.2132,11.9,59.4,19.8
610,611,1400000US24033801005,24,33,801005,8010.05,Tract,2.009,24033801005,24033,48221.000849,55898131.3958,21.1,37.2,6.7
611,612,1400000US24033801006,24,33,801006,8010.06,Tract,1.056,24033801006,24033,25640.2822725,29538253.0225,0.0,71.2,24.8
612,613,1400000US24033801209,24,33,801209,8012.09,Tract,1.128,24033801209,24033,27652.5484461,31258700.5244,0.0,61.9,11.9
613,614,1400000US24033801216,24,33,801216,8012.16,Tract,3.1,24033801216,24033,42958.167132,87007875.4046,20.2,54.4,13.2
614,615,1400000US24033801308,24,33,801308,8013.08,Tract,1.006,24033801308,24033,24237.2661478,28145616.6639,7.6,77.5,54.0
615,616,1400000US24033801313,24,33,801313,8013.13,Tract,2.059,24033801313,24033,38149.553433,57893685.2528,0.0,100.0,65.1
616,617,1400000US24033801409,24,33,801409,8014.09,Tract,1.117,24033801409,24033,34241.6258767,31213439.1164,9.1,75.9,0.0
