,OBJECTID,GEO_ID_2,STATE,COUNTY,TRACT,NAME,LSAD,CENSUSAREA,GEOID_TXT,CTYFIPS,SHAPE_LENG,SHAPE_AREA,HC01_EST_VC02,HC03_EST_VC04,HC02_EST_VC21
201,202,1400000US51059451900,51,59,451900,4519.0,Tract,1.069,51059451900,51059,25346.9289709,29926228.2461,26.7,17.9,34.2
202,203,1400000US51059452102,51,59,452102,4521.02,Tract,0.898,51059452102,51059,22573.4187597,25092407.7312,3.9,81.4,0.0
203,204,1400000US51059452502,51,59,452502,4525.02,Tract,0.47,51059452502,51059,16834.3640022,13199591.0741,17.4,59.4,52.0
204,205,1400000US51059452802,51,59,452802,4528.02,Tract,0.048,51059452802,51059,7151.76478384,1349806.10065,61.8,18.6,35.5
205,206,1400000US51059460200,51,59,460200,4602.0,Tract,3.129,51059460200,51059,50860.9297611,87701823.5868,15.4,29.5,87.2
206,207,1400000US51059460300,51,59,460300,4603.0,Tract,0.864,51059460300,51059,27396.006778,24457201.4249,0.0,28.1,57.7
207,208,1400000US51059460600,51,59,460600,4606.0,Tract,1.085,51059460600,51059,24821.2093876,30216783.4577,25.9,20.2,89.9
208,209,1400000US51059461000,51,59,461000,4610.0,Tract,0.65,51059461000,51059,18292.2493135,18292078.962,15.8,45.0,82.9
209,210,1400000US51059461601,51,59,461601,4616.01,Tract,1.085,51059461601,51059,29462.5226519,30336846.4943,9.8,9.6,92.8
210,211,1400000US51059461901,51,59,461901,4619.01,Tract,0.351,51059461901,51059,17592.2984412,9877110.18924,55.3,7.5,48.6
211,212,1400000US51059470600,51,59,470600,4706.0,Tract,0.934,51059470600,51059,22806.1357893,26152879.7896,4.3,34.5,58.4
212,213,1400000US51059471000,51,59,471000,4710.0,Tract,0.724,51059471000,51059,20234.709799,20203943.8527,0.0,44.4,83.8
213,214,1400000US51059471303,51,59,471303,4713.03,Tract,0.535,51059471303,51059,21322.2166579,14920767.9977,15.4,8.4,58.3
214,215,1400000US51059480202,51,59,480202,4802.02,Tract,1.337,51059480202,51059,26912.5436836,37257392.5896,0.0,34.1,91.2
215,216,1400000US51059480501,51,59,480501,4805.01,Tract,1.957,51059480501,51059,32178.3685398,55015388.1783,0.0,44.4,100.0
216,217,1400000US51059480802,51,59,480802,4808.02,Tract,0.996,51059480802,51059,24447.9510929,27818822.4336,9.2,30.3,64.8
217,218,1400000US51059481000,51,59,481000,4810.0,Tract,0.548,51059481000,51059,16788.5983468,15285779.4249,0.0,20.4,58.5
218,219,1400000US51059481104,51,59,481104,4811.04,Tract,0.133,51059481104,51059,7605.47770636,3559798.92307,5.9,94.8,96.7
219,220,1400000US51059481701,51,59,481701,4817.01,Tract,4.037,51059481701,51059,49718.856756,112953909.912,7.2,32.8,59.2
220,221,1400000US51059482301,51,59,482301,4823.01,Tract,1.113,51059482301,51059,27650.0926638,33124376.0699,15.4,82.4,61.6
221,222,1400000US51059482502,51,59,482502,4825.02,Tract,0.614,51059482502,51059,17326.3443072,16765549.5496,5.8,8.8,57.9
222,223,1400000US51059490501,51,59,490501,4905.01,Tract,0.423,51059490501,51059,16596.4364607,11771644.4275,15.6,36.6,64.6
223,224,1400000US51059491202,51,59,491202,4912.02,Tract,0.286,51059491202,51059,13051.9396499,8014486.1742,0.0,20.5,57.6
224,225,1400000US51059491401,51,59,491401,4914.01,Tract,0.507,51059491401,51059,17761.2871085,14322566.2387,0.0,69.1,55.1
225,226,1400000US51059491501,51,59,491501,4915.01,Tract,0.989,51059491501,51059,23330.1645751,27751696.9885,9.6,43.6,66.7
226,227,1400000US51059491703,51,59,491703,4917.03,Tract,0.592,51059491703,51059,17822.0214483,16759670.1705,4.6,4.2,59.7
227,228,1400000US51059491801,51,59,491801,4918.01,Tract,0.443,51059491801,51059,18504.5779705,12282841.6366,6.1,31.2,64.2
228,229,1400000US51059492202,51,59,492202,4922.02,Tract,2.219,51059492202,51059,33468.8654794,63742433.114,4.5,25.3,27.7
229,230,1400000US51059980100,51,59,980100,9801.0,Tract,1.225,51059980100,51059,25962.7312581,34360605.2727,-,-,-
230,231,1400000US51013100100,51,13,100100,1001.0,Tract,0.84,51013100100,51013,21880.0459749,23510769.2181,3.5,16.5,79.0
231,232,1400000US51013100400,51,13,100400,1004.0,Tract,1.485,51013100400,51013,34874.034835,40339447.0917,14.6,20.3,100.0
232,233,1400000US51013100800,51,13,100800,1008.0,Tract,0.17,51013100800,51013,12197.2702762,5048405.55733,16.3,28.3,59.8
233,234,1400000US51013101401,51,13,101401,1014.01,Tract,0.131,51013101401,51013,9858.81572998,3839507.17154,0.0,0.0,79.7
234,235,1400000US51013101602,51,13,101602,1016.02,Tract,0.08,51013101602,51013,6039.88383197,2176734.48691,0.0,58.7,96.6
235,236,1400000US51013101703,51,13,101703,1017.03,Tract,0.097,51013101703,51013,7533.82703497,2610513.88375,9.7,31.9,91.3
236,237,1400000US51013101900,51,13,101900,1019.0,Tract,0.428,51013101900,51013,16047.3886142,11894586.3286,0.0,0.0,77.0
237,238,1400000US51013102301,51,13,102301,1023.01,Tract,0.329,51013102301,51013,15447.2198336,9107873.43393,0.0,88.0,84.3
238,239,1400000US51013102702,51,13,102702,1027.02,Tract,0.11,51013102702,51013,7840.24389727,2977903.724,0.0,-,70.2
239,240,1400000US51013102902,51,13,102902,1029.02,Tract,0.291,51013102902,51013,11747.102316,7893716.34592,0.0,7.1,85.8
240,241,1400000US51013103402,51,13,103402,1034.02,Tract,0.436,51013103402,51013,26631.5164301,12292891.8257,3.2,1.2,72.7
241,242,1400000US51013103602,51,13,103602,1036.02,Tract,0.065,51013103602,51013,8674.99866832,1864678.83809,0.5,9.3,95.2
242,243,1400000US51510200103,51,510,200103,2001.03,Tract,0.438,51510200103,51510,18998.0322416,12209138.3894,22.9,17.6,45.3
243,244,1400000US51510200107,51,510,200107,2001.07,Tract,0.247,51510200107,51510,10919.2764734,7366687.65354,0.0,19.5,80.5
244,245,1400000US51510200301,51,510,200301,2003.01,Tract,0.199,51510200301,51510,11273.451319,5458548.67414,12.9,25.3,64.5
245,246,1400000US51510200405,51,510,200405,2004.05,Tract,0.476,51510200405,51510,18397.9850806,13234062.5528,0.0,28.0,44.2
246,247,1400000US51510200500,51,510,200500,2005.0,Tract,0.245,51510200500,51510,12690.6835366,6905558.94542,1.9,12.8,74.0
247,248,1400000US51510200600,51,510,200600,2006.0,Tract,0.732,51510200600,51510,24790.9906215,21401071.8823,31.1,43.5,37.9
248,249,1400000US51510200701,51,510,200701,2007.01,Tract,0.339,51510200701,51510,13928.6303008,9851371.06424,0.0,0.0,87.1
249,250,1400000US51510200702,51,510,200702,2007.02,Tract,0.463,51510200702,51510,16045.8888864,13111039.6385,21.5,22.6,61.2
250,251,1400000US51510200900,51,510,200900,2009.0,Tract,0.834,51510200900,51510,23058.5438166,23336401.7576,18.1,45.3,76.9
251,252,1400000US51510201204,51,510,201204,2012.04,Tract,0.186,51510201204,51510,9885.83583963,5243723.67207,0.0,57.0,45.3
252,253,1400000US51510201600,51,510,201600,2016.0,Tract,0.314,51510201600,51510,14810.9715904,8755523.11828,35.5,16.7,85.6
253,254,1400000US51510202001,51,510,202001,2020.01,Tract,0.19,51510202001,51510,11364.340124,6095208.44456,10.3,0.0,100.0
254,255,1400000US51600300300,51,600,300300,3003.0,Tract,1.776,51600300300,51600,31991.3196772,49904683.6736,,,
255,256,1400000US51610500300,51,610,500300,5003.0,Tract,0.66,51610500300,51610,20217.8141095,18628495.9655,8.5,14.7,90.0
256,257,1400000US51059415200,51,59,415200,4152.0,Tract,1.061,51059415200,51059,33991.6516222,55205478.4941,18.3,37.0,75.5
257,258,1400000US51059415300,51,59,415300,4153.0,Tract,0.828,51059415300,51059,23040.9586826,23363349.7754,13.8,35.1,35.0
258,259,1400000US51059415402,51,59,415402,4154.02,Tract,0.925,51059415402,51059,26958.2284538,25575380.5099,0.0,47.2,36.5
259,260,1400000US51059415500,51,59,415500,4155.0,Tract,1.491,51059415500,51059,32741.8879355,41987248.9762,3.2,63.4,48.7
260,261,1400000US51059415600,51,59,415600,4156.0,Tract,1.43,51059415600,51059,35585.3784792,50558250.7814,0.0,43.6,0.0
261,262,1400000US51059415700,51,59,415700,4157.0,Tract,1.338,51059415700,51059,24578.6251841,39012678.673,23.5,44.2,90.8
262,263,1400000US51059415800,51,59,415800,4158.0,Tract,1.398,51059415800,51059,30975.8323164,40777344.8965,5.4,89.3,80.0
263,264,1400000US51059415900,51,59,415900,4159.0,Tract,1.777,51059415900,51059,34205.763908,53949290.8121,6.1,33.7,72.0
264,265,1400000US51059416100,51,59,416100,4161.0,Tract,2.133,51059416100,51059,44980.8804128,78797353.8806,23.7,45.3,79.7
265,266,1400000US51059416200,51,59,416200,4162.0,Tract,7.216,51059416200,51059,74911.8090249,248275572.208,25.9,14.4,24.1
266,267,1400000US51059416300,51,59,416300,4163.0,Tract,13.835,51059416300,51059,99519.8158533,485946334.436,19.1,22.7,30.3
267,268,1400000US51059420201,51,59,420201,4202.01,Tract,0.737,51059420201,51059,19663.9675288,20411505.1527,7.5,72.4,67.8
268,269,1400000US51059420202,51,59,420202,4202.02,Tract,0.252,51059420202,51059,11639.1106059,6939292.79681,29.1,0.0,74.5
269,270,1400000US51059420203,51,59,420203,4202.03,Tract,0.776,51059420203,51059,19790.2470971,21792221.8384,0.0,75.0,32.4
270,271,1400000US51059420300,51,59,420300,4203.0,Tract,1.708,51059420300,51059,33824.3746635,47411925.9231,31.9,23.8,41.1
271,272,1400000US51059420501,51,59,420501,4205.01,Tract,0.036,51059420501,51059,6683.82036852,936786.267034,0.0,0.0,100.0
272,273,1400000US51059420502,51,59,420502,4205.02,Tract,0.117,51059420502,51059,8172.31929618,3306775.29982,0.0,0.0,78.7
273,274,1400000US51059420503,51,59,420503,4205.03,Tract,0.288,51059420503,51059,17016.1051498,8327678.04666,2.3,9.2,54.5
274,275,1400000US51059420600,51,59,420600,4206.0,Tract,0.53,51059420600,51059,17157.6301802,14715148.8304,12.9,7.0,38.7
275,276,1400000US51059420700,51,59,420700,4207.0,Tract,1.108,51059420700,51059,26844.2651303,30767938.6166,20.6,48.7,65.2
276,277,1400000US51059421001,51,59,421001,4210.01,Tract,0.679,51059421001,51059,23550.0682945,19125522.9004,44.3,16.7,43.5
277,278,1400000US51059421002,51,59,421002,4210.02,Tract,1.736,51059421002,51059,42492.8358992,48686141.1377,13.1,23.0,63.3
278,279,1400000US51059421101,51,59,421101,4211.01,Tract,1.109,51059421101,51059,27859.1969479,30953303.0712,3.7,68.0,68.9
279,280,1400000US51059421102,51,59,421102,4211.02,Tract,0.604,51059421102,51059,17242.8676424,17079372.6782,0.0,51.9,33.3
280,281,1400000US51059421103,51,59,421103,4211.03,Tract,1.893,51059421103,51059,44153.8897869,52796950.5846,4.0,22.0,70.7
281,282,1400000US51059421300,51,59,421300,4213.0,Tract,3.036,51059421300,51059,54585.2248739,87151308.6139,6.8,26.9,44.4
282,283,1400000US51059421400,51,59,421400,4214.0,Tract,0.735,51059421400,51059,21849.4678535,20433921.3144,15.9,28.7,28.5
283,284,1400000US51059421500,51,59,421500,4215.0,Tract,0.7,51059421500,51059,19249.5712017,19588952.3145,36.3,40.9,30.9
284,285,1400000US51059421701,51,59,421701,4217.01,Tract,0.317,51059421701,51059,13659.2245418,9307390.24851,49.3,17.3,9.1
285,286,1400000US51059421702,51,59,421702,4217.02,Tract,0.775,51059421702,51059,21832.2923194,21538378.9203,19.5,50.4,26.4
286,287,1400000US51059421900,51,59,421900,4219.0,Tract,5.663,51059421900,51059,58413.0886519,160810279.395,2.4,73.8,19.6
287,288,1400000US51059422000,51,59,422000,4220.0,Tract,1.673,51059422000,51059,34718.0950311,47751198.1228,7.2,66.7,51.0
288,289,1400000US51059422101,51,59,422101,4221.01,Tract,0.941,51059422101,51059,22361.6694103,26481310.8349,12.1,35.0,37.9
289,290,1400000US51059422102,51,59,422102,4221.02,Tract,2.59,51059422102,51059,51460.4405898,73286763.0513,18.7,47.6,45.8
290,291,1400000US51059422201,51,59,422201,4222.01,Tract,1.976,51059422201,51059,42580.2197881,55751066.6909,19.3,12.2,39.3
291,292,1400000US51059422202,51,59,422202,4222.02,Tract,3.25,51059422202,51059,47218.8688396,92447364.5323,26.8,72.9,48.2
292,293,1400000US51059422302,51,59,422302,4223.02,Tract,0.93,51059422302,51059,22463.2844504,26536331.735,18.0,34.1,70.2
293,294,1400000US51059422402,51,59,422402,4224.02,Tract,0.73,51059422402,51059,20899.6763532,20546336.7767,0.0,24.5,58.2
294,295,1400000US51059422403,51,59,422403,4224.03,Tract,0.833,51059422403,51059,27187.9219234,23510514.0978,26.9,52.8,32.8
295,296,1400000US51059430101,51,59,430101,4301.01,Tract,1.289,51059430101,51059,26571.1009227,36324015.5821,15.0,60.7,82.7
296,297,1400000US51059430102,51,59,430102,4301.02,Tract,0.405,51059430102,51059,15646.8258275,11326041.6303,16.7,0.0,100.0
297,298,1400000US51059430201,51,59,430201,4302.01,Tract,0.715,51059430201,51059,22217.9472458,21527213.8389,6.6,63.5,41.3
298,299,1400000US51059430202,51,59,430202,4302.02,Tract,1.121,51059430202,51059,30213.6588932,31463349.9261,19.1,48.8,37.8
299,300,1400000US51059430400,51,59,430400,4304.0,Tract,2.204,51059430400,51059,33980.6767,65035906.8491,13.7,37.1,66.2
300,301,1400000US51059430600,51,59,430600,4306.0,Tract,1.016,51059430600,51059,23189.8929176,28446857.0571,42.0,2.9,20.2
301,302,1400000US51059430700,51,59,430700,4307.0,Tract,0.996,51059430700,51059,27620.4161058,28393307.4804,20.1,13.8,35.0
302,303,1400000US51059430801,51,59,430801,4308.01,Tract,0.944,51059430801,51059,30156.258464,26421739.2781,23.3,10.6,69.2
303,304,1400000US51059430802,51,59,430802,4308.02,Tract,0.773,51059430802,51059,30310.9400914,21543443.4661,6.6,74.7,63.0
304,305,1400000US51059430902,51,59,430902,4309.02,Tract,0.77,51059430902,51059,21542.0294209,21700211.5079,8.3,24.8,40.4
305,306,1400000US51059431001,51,59,431001,4310.01,Tract,0.884,51059431001,51059,22241.2124482,24744030.0952,6.8,72.8,34.0
306,307,1400000US51059431002,51,59,431002,4310.02,Tract,0.317,51059431002,51059,12875.6164267,9108628.5139,19.7,100.0,47.9
307,308,1400000US51059431300,51,59,431300,4313.0,Tract,1.036,51059431300,51059,32824.6860273,29486600.1976,27.2,57.4,56.5
308,309,1400000US51059431400,51,59,431400,4314.0,Tract,0.859,51059431400,51059,27341.1265162,23896141.9274,18.7,57.1,8.8
309,310,1400000US51059431500,51,59,431500,4315.0,Tract,1.478,51059431500,51059,32492.0892921,41989874.5192,5.4,47.7,79.1
310,311,1400000US51059431600,51,59,431600,4316.0,Tract,1.652,51059431600,51059,28933.7120679,46395696.6975,45.8,32.4,29.3
311,312,1400000US51059431802,51,59,431802,4318.02,Tract,0.743,51059431802,51059,23760.4024638,20763823.4817,4.4,60.3,0.0
312,313,1400000US51059432000,51,59,432000,4320.0,Tract,0.708,51059432000,51059,19771.3350817,20144294.7331,10.8,31.4,74.2
313,314,1400000US51059432100,51,59,432100,4321.0,Tract,0.628,51059432100,51059,18820.7090231,17616023.7361,8.6,39.2,57.4
314,315,1400000US51059432201,51,59,432201,4322.01,Tract,0.224,51059432201,51059,11165.2267939,6416710.02009,3.7,75.2,31.8
315,316,1400000US51059432202,51,59,432202,4322.02,Tract,0.946,51059432202,51059,25525.2390337,26638143.5119,23.8,15.8,58.1
316,317,1400000US51059432401,51,59,432401,4324.01,Tract,0.766,51059432401,51059,19042.8292231,21400953.6348,4.0,21.9,66.4
317,318,1400000US51059432402,51,59,432402,4324.02,Tract,1.112,51059432402,51059,26228.6790403,31140131.6364,0.0,49.3,88.9
318,319,1400000US51059432500,51,59,432500,4325.0,Tract,1.237,51059432500,51059,24195.8846169,35480160.9574,6.7,58.6,73.1
319,320,1400000US51059432600,51,59,432600,4326.0,Tract,1.181,51059432600,51059,29609.5280201,33174172.0361,0.0,59.2,23.4
320,321,1400000US51059432701,51,59,432701,4327.01,Tract,0.78,51059432701,51059,28179.4063694,22269464.0107,21.7,25.6,61.0
321,322,1400000US51059432800,51,59,432800,4328.0,Tract,1.282,51059432800,51059,33689.871079,35908873.5236,16.9,0.0,44.6
322,323,1400000US51059440100,51,59,440100,4401.0,Tract,2.354,51059440100,51059,35374.0142369,66380460.3551,11.1,63.8,40.0
323,324,1400000US51059440201,51,59,440201,4402.01,Tract,0.859,51059440201,51059,24640.1800413,23833990.8562,0.0,58.1,42.8
324,325,1400000US51059440202,51,59,440202,4402.02,Tract,1.252,51059440202,51059,28284.4505243,35263258.9461,5.9,36.0,67.1
325,326,1400000US51059440300,51,59,440300,4403.0,Tract,1.256,51059440300,51059,25647.9896879,35396710.501,0.0,72.4,57.3
326,327,1400000US51059440501,51,59,440501,4405.01,Tract,1.715,51059440501,51059,32336.741355,47957042.5617,11.3,16.7,31.9
327,328,1400000US51059440502,51,59,440502,4405.02,Tract,1.277,51059440502,51059,36782.4349164,35730303.4503,3.1,70.2,9.9
328,329,1400000US51059440701,51,59,440701,4407.01,Tract,0.716,51059440701,51059,22645.280425,20261304.3874,0.0,20.4,53.3
329,330,1400000US51059440702,51,59,440702,4407.02,Tract,1.344,51059440702,51059,31687.6023522,37607183.4971,29.4,39.7,23.8
330,331,1400000US51059440800,51,59,440800,4408.0,Tract,2.46,51059440800,51059,54431.3637308,69432137.8904,0.0,22.8,82.4
331,332,1400000US51059450100,51,59,450100,4501.0,Tract,0.793,51059450100,51059,23615.1585709,22989057.7157,32.9,27.4,85.4
332,333,1400000US51059450300,51,59,450300,4503.0,Tract,0.678,51059450300,51059,21538.230338,18898561.7383,19.2,34.0,50.0
333,334,1400000US51059450400,51,59,450400,4504.0,Tract,0.952,51059450400,51059,24608.8347337,26607539.6236,23.9,100.0,33.3
334,335,1400000US51059450601,51,59,450601,4506.01,Tract,1.274,51059450601,51059,27038.9890701,35816394.1832,0.0,80.9,46.4
335,336,1400000US51059450602,51,59,450602,4506.02,Tract,0.509,51059450602,51059,22150.237691,14288790.3474,6.4,34.1,47.5
336,337,1400000US51059450701,51,59,450701,4507.01,Tract,0.792,51059450701,51059,20202.4761951,22067415.1778,0.0,100.0,19.0
337,338,1400000US51059450800,51,59,450800,4508.0,Tract,0.784,51059450800,51059,22295.2703727,22240140.1699,7.9,54.2,13.8
338,339,1400000US51059450900,51,59,450900,4509.0,Tract,0.558,51059450900,51059,18313.1872569,15656751.951,29.3,29.7,36.5
339,340,1400000US51059451000,51,59,451000,4510.0,Tract,0.675,51059451000,51059,19318.3240465,18103129.746,46.7,0.0,51.4
340,341,1400000US51059451100,51,59,451100,4511.0,Tract,0.648,51059451100,51059,22564.8336808,20412126.3468,37.8,42.1,25.9
341,342,1400000US51059451200,51,59,451200,4512.0,Tract,0.745,51059451200,51059,22303.1670397,22761662.1172,0.0,-,100.0
342,343,1400000US51059451400,51,59,451400,4514.0,Tract,0.197,51059451400,51059,13347.7504887,5329922.14356,31.3,17.4,22.0
343,344,1400000US51059451501,51,59,451501,4515.01,Tract,0.487,51059451501,51059,19338.2320735,13649927.9805,19.3,20.7,53.3
344,345,1400000US51059451502,51,59,451502,4515.02,Tract,0.691,51059451502,51059,22343.0618652,19252957.1328,35.0,51.7,43.5
345,346,1400000US51059451601,51,59,451601,4516.01,Tract,0.373,51059451601,51059,16393.4267451,10364797.1533,32.2,34.8,9.5
346,347,1400000US51059451602,51,59,451602,4516.02,Tract,0.366,51059451602,51059,18721.3592956,11825741.8337,0.0,30.0,63.7
347,348,1400000US51059451800,51,59,451800,4518.0,Tract,0.907,51059451800,51059,25477.5350769,25360840.5826,14.5,26.0,29.9
348,349,1400000US51059452000,51,59,452000,4520.0,Tract,0.894,51059452000,51059,24395.6438584,25057866.3009,13.2,30.0,22.5
349,350,1400000US51059452101,51,59,452101,4521.01,Tract,1.304,51059452101,51059,25267.9822202,36332672.4836,1.8,22.4,29.6
350,351,1400000US51059452200,51,59,452200,4522.0,Tract,0.903,51059452200,51059,28099.8081945,25164712.7105,39.0,56.0,16.8
351,352,1400000US51059452301,51,59,452301,4523.01,Tract,0.214,51059452301,51059,10774.9186926,6048391.63321,63.4,11.9,16.9
352,353,1400000US51059452302,51,59,452302,4523.02,Tract,0.233,51059452302,51059,12322.3843403,6330561.81141,17.9,30.6,36.3
353,354,1400000US51059452400,51,59,452400,4524.0,Tract,1.401,51059452400,51059,26468.3983181,38947978.8911,20.9,9.7,40.1
354,355,1400000US51059452501,51,59,452501,4525.01,Tract,1.858,51059452501,51059,33750.4728016,52866724.0666,20.3,0.0,36.1
355,356,1400000US51059452600,51,59,452600,4526.0,Tract,1.164,51059452600,51059,28674.2776246,32312118.4228,17.1,34.0,65.5
356,357,1400000US51059452700,51,59,452700,4527.0,Tract,0.497,51059452700,51059,18602.535987,13917878.5939,24.5,27.8,27.2
357,358,1400000US51059452801,51,59,452801,4528.01,Tract,0.446,51059452801,51059,20753.5011395,12656775.2687,14.2,19.7,78.1
358,359,1400000US51059460100,51,59,460100,4601.0,Tract,2.535,51059460100,51059,39618.3233037,70388909.7748,4.8,26.3,54.8
359,360,1400000US51059460400,51,59,460400,4604.0,Tract,1.558,51059460400,51059,37167.0552445,43453600.737,0.0,29.5,84.7
360,361,1400000US51059460501,51,59,460501,4605.01,Tract,0.865,51059460501,51059,23416.3559091,24271242.9406,33.9,100.0,100.0
361,362,1400000US51059460502,51,59,460502,4605.02,Tract,1.342,51059460502,51059,27542.516509,37311568.6862,4.5,43.1,87.9
362,363,1400000US51059460701,51,59,460701,4607.01,Tract,0.658,51059460701,51059,18059.4461751,18324225.8824,22.9,19.3,21.8
363,364,1400000US51059460702,51,59,460702,4607.02,Tract,1.091,51059460702,51059,23183.2303873,30484252.9875,4.4,41.2,54.3
364,365,1400000US51059460800,51,59,460800,4608.0,Tract,0.937,51059460800,51059,22046.5483886,25853194.0919,3.0,40.7,41.2
365,366,1400000US51059460900,51,59,460900,4609.0,Tract,1.051,51059460900,51059,29436.6791667,29754411.2029,34.3,0.0,55.2
366,367,1400000US51059461100,51,59,461100,4611.0,Tract,2.505,51059461100,51059,38424.668037,69678554.6263,44.0,23.4,71.4
367,368,1400000US51059461201,51,59,461201,4612.01,Tract,3.909,51059461201,51059,54429.0996584,109222780.932,14.8,58.5,28.9
368,369,1400000US51059461202,51,59,461202,4612.02,Tract,1.271,51059461202,51059,28639.1777224,35729332.6764,1.0,89.8,81.5
369,370,1400000US51059461500,51,59,461500,4615.0,Tract,1.236,51059461500,51059,34211.9376731,34614746.2271,19.9,24.4,91.0
370,371,1400000US51059461602,51,59,461602,4616.02,Tract,0.628,51059461602,51059,19963.94722,17695119.3593,0.0,12.1,95.5
371,372,1400000US51059461700,51,59,461700,4617.0,Tract,0.891,51059461700,51059,24894.661622,24954543.7046,13.4,30.3,51.6
372,373,1400000US51059461801,51,59,461801,4618.01,Tract,0.12,51059461801,51059,10692.6326385,3335987.69347,0.0,75.0,80.0
373,374,1400000US51059461802,51,59,461802,4618.02,Tract,0.621,51059461802,51059,20375.5454838,17133278.5825,21.8,42.0,60.9
374,375,1400000US51059461902,51,59,461902,4619.02,Tract,0.181,51059461902,51059,16945.5800932,5178994.03726,0.0,100.0,50.1
375,376,1400000US51059470100,51,59,470100,4701.0,Tract,2.926,51059470100,51059,68696.3996758,81836047.7047,0.0,51.2,75.0
376,377,1400000US51059470300,51,59,470300,4703.0,Tract,1.342,51059470300,51059,27267.4007324,37656700.1788,2.9,52.6,59.6
377,378,1400000US51059470400,51,59,470400,4704.0,Tract,2.213,51059470400,51059,32101.175264,62211652.7315,10.1,63.0,83.6
378,379,1400000US51059470500,51,59,470500,4705.0,Tract,1.614,51059470500,51059,30472.5583091,45038173.9338,19.4,21.8,92.7
379,380,1400000US51059470700,51,59,470700,4707.0,Tract,1.366,51059470700,51059,25748.3828034,38439277.2893,0.0,43.8,57.6
380,381,1400000US51059470800,51,59,470800,4708.0,Tract,0.762,51059470800,51059,22788.9232909,21108398.8275,6.9,23.8,57.4
381,382,1400000US51059470900,51,59,470900,4709.0,Tract,1.703,51059470900,51059,31372.6466791,47391828.8143,0.0,45.3,94.1
382,383,1400000US51059471100,51,59,471100,4711.0,Tract,1.496,51059471100,51059,26497.2136846,41806306.4836,20.8,16.4,61.2
383,384,1400000US51059471201,51,59,471201,4712.01,Tract,0.282,51059471201,51059,15076.212443,7822198.5726,22.6,19.7,72.9
384,385,1400000US51059471202,51,59,471202,4712.02,Tract,0.777,51059471202,51059,22458.4926479,21716578.2223,14.4,64.9,69.4
385,386,1400000US51059471301,51,59,471301,4713.01,Tract,0.283,51059471301,51059,12148.323362,7810591.61224,0.0,12.1,88.3
386,387,1400000US51059471304,51,59,471304,4713.04,Tract,0.575,51059471304,51059,24042.0595812,16049447.6945,0.0,82.6,100.0
387,388,1400000US51059471401,51,59,471401,4714.01,Tract,0.532,51059471401,51059,18999.9941601,14763299.6659,15.0,26.3,93.4
388,389,1400000US51059471402,51,59,471402,4714.02,Tract,0.764,51059471402,51059,18458.6895846,21498489.1965,25.5,30.3,48.9
389,390,1400000US51059480100,51,59,480100,4801.0,Tract,13.547,51059480100,51059,142051.695153,381012579.577,7.7,19.7,79.7
390,391,1400000US51059480201,51,59,480201,4802.01,Tract,2.579,51059480201,51059,37425.6578946,71954886.5883,29.3,10.0,57.4
391,392,1400000US51059480203,51,59,480203,4802.03,Tract,0.144,51059480203,51059,8762.30696123,3963324.21343,0.0,0.0,72.1
392,393,1400000US51059480300,51,59,480300,4803.0,Tract,8.173,51059480300,51059,70775.2195525,231008209.508,6.8,36.0,71.3
393,394,1400000US51059480401,51,59,480401,4804.01,Tract,3.395,51059480401,51059,49595.22134,94844048.7199,0.0,30.4,100.0
394,395,1400000US51059480402,51,59,480402,4804.02,Tract,8.19,51059480402,51059,75324.9449204,229237491.946,17.6,21.8,41.8
395,396,1400000US51059480502,51,59,480502,4805.02,Tract,1.161,51059480502,51059,33572.202573,32510044.5214,8.2,41.8,47.6
396,397,1400000US51059480503,51,59,480503,4805.03,Tract,0.847,51059480503,51059,25507.0566366,22958447.0491,14.0,55.3,48.0
397,398,1400000US51059480504,51,59,480504,4805.04,Tract,0.544,51059480504,51059,19742.4640316,15738983.8322,32.8,100.0,47.1
398,399,1400000US51059480505,51,59,480505,4805.05,Tract,0.493,51059480505,51059,16207.8941925,14531822.5147,4.6,55.7,67.6
399,400,1400000US51059480801,51,59,480801,4808.01,Tract,0.891,51059480801,51059,26464.1720589,25008308.5601,15.7,30.9,61.6
400,401,1400000US51059480901,51,59,480901,4809.01,Tract,1.059,51059480901,51059,24935.6998889,29654089.63,47.9,45.2,32.7
401,402,1400000US51059480902,51,59,480902,4809.02,Tract,0.923,51059480902,51059,23445.2203782,25616977.5659,24.5,44.1,37.0
402,403,1400000US51059480903,51,59,480903,4809.03,Tract,0.455,51059480903,51059,14531.3502196,12683433.9772,25.5,28.5,52.5
403,404,1400000US51059481101,51,59,481101,4811.01,Tract,0.326,51059481101,51059,14323.1311245,9300338.69736,0.0,9.3,75.7
404,405,1400000US51059481102,51,59,481102,4811.02,Tract,0.169,51059481102,51059,10007.8511368,4733505.77584,0.0,8.6,79.2
405,406,1400000US51059481103,51,59,481103,4811.03,Tract,0.234,51059481103,51059,11103.9330157,6620697.50602,7.6,33.3,62.4
406,407,1400000US51059481105,51,59,481105,4811.05,Tract,1.3,51059481105,51059,26770.1919139,36528567.7018,0.0,74.5,100.0
407,408,1400000US51059481106,51,59,481106,4811.06,Tract,1.423,51059481106,51059,26564.8227612,39833116.1183,4.8,75.4,85.2
408,409,1400000US51059481201,51,59,481201,4812.01,Tract,0.538,51059481201,51059,16406.5792375,15308656.4234,12.0,100.0,78.1
