GEO_ID_2,ACS21,HC03_VC77
1400000US24031703208,15.3,4.7
1400000US24031703210,24.7,1.1
1400000US24031703212,35.2,14.6
1400000US24031703213,43.9,23.8
1400000US24031703214,54.8,19.4
1400000US24031703215,26.4,19.9
1400000US24031703216,25.5,8.9
1400000US24031703219,10.3,0.0
1400000US24031703220,38.3,7.7
1400000US24031703221,27.8,9.5
1400000US24031703302,14.0,30.8
1400000US24031703401,14.2,30.0
1400000US24031703403,15.1,40.1
1400000US24031703404,14.6,41.8
1400000US24031703501,29.4,31.9
1400000US24031703502,5.4,22.8
1400000US24031703601,10.0,23.4
1400000US24031703701,9.2,40.7
1400000US24031703702,12.6,25.8
1400000US24031703800,24.6,25.6
1400000US24031703901,14.8,12.4
1400000US24031704000,24.7,16.4
1400000US24031704100,3.4,0.0
1400000US24031704200,5.5,2.7
1400000US24031704300,2.4,0.8
1400000US24031704401,7.3,2.7
1400000US24031704404,7.0,1.8
1400000US24031704501,3.9,0.6
1400000US24031704503,1.1,2.4
1400000US24031704600,1.8,1.0
1400000US24031704700,2.3,0.0
1400000US24031704803,4.5,0.6
1400000US24031704805,8.2,0.1
1400000US24031704806,3.8,0.6
1400000US24031705000,5.9,0.2
1400000US24031705100,4.2,1.0
1400000US24031705200,0.6,0.7
1400000US24031705400,1.5,1.5
1400000US24031705501,0.5,12.5
1400000US24031705502,0.9,2.7
1400000US24031705702,0.0,0.3
1400000US24031705800,4.0,1.1
1400000US24031705902,2.7,0.8
1400000US24031705903,0.0,1.3
1400000US24031706005,7.0,0.1
1400000US24031706007,3.0,0.9
1400000US24031706008,3.0,3.6
1400000US24031706009,5.4,0.6
1400000US24031706010,9.3,0.0
1400000US24031706012,13.7,5.8
1400000US24031706013,5.9,1.3
1400000US24033800102,30.5,19.7
1400000US24033800103,32.7,2.4
1400000US24033800105,51.7,15.7
1400000US24033800108,65.5,1.1
1400000US24033800109,45.0,21.8
1400000US24033800203,13.7,6.9
1400000US24033800206,60.6,1.6
1400000US24033800208,51.9,8.4
1400000US24033800210,76.1,7.5
1400000US24033800211,75.1,2.7
1400000US24033800212,52.2,1.7
1400000US24033800213,48.4,3.8
1400000US24033800215,57.1,17.9
1400000US24033800401,19.6,12.4
1400000US24033800402,19.2,2.2
1400000US24033800403,35.0,1.5
1400000US24033800409,54.4,1.0
1400000US24033800410,49.0,1.7
1400000US24033800411,63.6,0.8
1400000US24033800412,69.9,0.4
1400000US24033800504,18.4,5.1
1400000US24033800505,30.8,1.2
1400000US24033800507,51.7,3.4
1400000US24033800509,92.5,0.3
1400000US24033800511,57.2,3.4
1400000US24033800513,41.5,0.0
1400000US24033800515,56.1,2.7
1400000US24033800516,64.0,0.0
1400000US24033800517,89.1,0.3
1400000US24033800518,80.5,0.8
1400000US24033800520,88.6,0.0
1400000US24033800601,85.8,0.6
1400000US24033800604,90.4,0.0
1400000US24033800605,83.6,0.9
1400000US24033800606,90.4,0.0
1400000US24033800607,83.0,6.7
1400000US24033800608,91.6,0.0
1400000US24033800701,81.0,0.3
1400000US24033800705,83.0,0.0
1400000US24033800706,89.7,0.0
1400000US24033800707,81.4,0.0
1400000US24033800800,27.1,1.2
1400000US24033800900,48.6,0.0
1400000US24033801003,62.4,0.5
1400000US24033801004,70.4,0.2
1400000US24033801104,8.1,6.9
1400000US24033801207,79.9,0.0
1400000US24033801208,80.7,0.5
1400000US24033801210,80.2,0.2
1400000US24033801211,82.4,0.0
1400000US24033801212,80.0,4.4
1400000US24033801213,80.0,1.1
1400000US24033801214,71.3,1.0
1400000US24033801215,82.7,0.0
1400000US24033801217,78.7,0.7
1400000US24033801302,48.6,0.0
1400000US24033801305,80.0,4.5
1400000US24033801307,76.4,1.8
1400000US24033801309,66.6,1.4
1400000US24033801310,74.2,2.3
1400000US24033801311,82.3,0.2
1400000US24033801312,70.2,4.8
1400000US24033801404,71.7,7.5
1400000US24033801405,49.9,22.9
1400000US24033801406,79.6,8.7
1400000US24033801407,88.5,2.2
1400000US24033801408,90.8,1.2
1400000US24033801410,71.5,1.5
1400000US24033801411,52.0,1.8
1400000US24033801500,71.3,3.6
1400000US24033801600,90.3,4.8
1400000US24033801701,92.1,3.5
1400000US24033801704,84.7,4.2
1400000US24033801706,80.5,0.0
1400000US24033801707,84.0,6.3
1400000US24033801708,83.7,0.0
1400000US24033801802,96.2,0.0
1400000US24033801804,90.2,0.0
1400000US24033801807,95.6,0.9
1400000US24033801808,87.4,3.3
1400000US24033801901,79.9,0.0
1400000US24033801904,71.2,3.2
1400000US24033801905,84.8,2.6
1400000US24033801906,63.2,1.0
1400000US24033801907,91.4,0.4
1400000US24033802001,86.9,2.7
1400000US24033802002,94.0,0.8
1400000US24033802103,81.9,1.7
1400000US24033802106,95.4,1.9
1400000US24033802107,98.2,0.0
1400000US24033802201,70.2,1.0
1400000US24033802204,96.4,1.1
1400000US24033802301,89.8,0.9
1400000US24033802404,93.7,0.3
1400000US24033802405,93.1,2.5
1400000US24033802407,90.1,1.6
1400000US24033802408,83.0,0.0
1400000US24033802501,96.3,0.0
1400000US24033802502,93.1,1.4
1400000US24033802700,91.1,0.3
1400000US24033802803,92.5,0.1
1400000US24033802804,97.4,0.2
1400000US24033802805,94.8,1.2
1400000US24033802901,93.9,1.9
