GEO_ID_2,ACS21,HC03_VC77
1400000US24031701215,11.8,2.3
1400000US24031701304,10.9,9.4
1400000US24031701313,15.5,9.8
1400000US24031701409,21.0,4.9
1400000US24031701422,81.6,1.8
1400000US24031701508,67.0,12.4
1400000US24031701601,43.2,21.8
1400000US24031701900,12.4,35.2
1400000US24031702102,2.1,1.8
1400000US24031702500,42.0,9.6
1400000US24031703201,10.9,19.2
1400000US24031703209,17.9,25.1
1400000US24031703218,9.0,0.6
1400000US24031703301,9.6,24.0
1400000US24031703402,14.4,31.9
1400000US24031703602,6.7,2.0
1400000US24031703902,19.6,19.9
1400000US24031704403,7.9,0.0
1400000US24031704804,3.5,0.0
1400000US24031705300,0.0,0.5
1400000US24031705601,2.3,1.3
1400000US24031705602,3.3,0.0
1400000US24031705701,0.5,0.8
1400000US24031705901,3.0,0.5
1400000US24031706011,3.0,0.4
1400000US24033800106,60.3,6.6
1400000US24033800209,70.3,5.2
1400000US24033800214,63.5,1.2
1400000US24033800408,71.4,0.3
1400000US24033800413,75.2,0.3
1400000US24033800514,71.6,0.0
1400000US24033800519,65.7,0.6
1400000US24033800704,80.0,0.0
1400000US24033801005,78.9,4.0
1400000US24033801006,81.4,3.0
1400000US24033801209,86.9,1.8
1400000US24033801216,76.5,2.7
1400000US24033801308,76.6,3.6
1400000US24033801313,75.3,0.0
1400000US24033801409,59.1,13.6
1400000US24033801702,91.3,0.7
1400000US24033801801,91.6,2.4
1400000US24033801805,94.8,0.0
1400000US24033802104,89.8,0.0
1400000US24033802203,84.6,0.5
1400000US24033802406,85.7,1.8
1400000US24033802600,91.8,3.7
1400000US24031700308,23.4,1.0
1400000US24031700309,29.3,6.7
1400000US24031700310,24.6,5.8
1400000US24031700311,13.8,3.1
1400000US24031700312,15.3,4.1
1400000US24031700400,3.0,0.2
1400000US24031700500,9.2,1.2
1400000US24031700604,4.4,0.6
1400000US24031700606,0.5,0.5
1400000US24031700608,9.0,0.4
1400000US24031700610,6.6,1.0
1400000US24031700613,12.7,0.5
1400000US24031700614,21.2,3.9
1400000US24031700615,6.9,0.0
1400000US24031700616,9.7,1.3
1400000US24031700704,4.9,16.2
1400000US24031700706,20.6,14.0
1400000US24031700711,8.0,4.4
1400000US24031700713,23.3,19.3
1400000US24031700715,22.2,17.0
1400000US24031700716,20.6,6.6
1400000US24031700717,18.3,15.1
1400000US24031700719,23.8,22.7
1400000US24031700720,9.7,2.9
1400000US24031700721,25.8,4.8
1400000US24031700722,24.2,5.1
1400000US24031700724,22.9,12.8
1400000US24031700810,25.1,5.7
1400000US24031700811,17.1,16.6
1400000US24031700812,13.9,9.4
1400000US24031700101,3.9,8.5
1400000US24031700103,10.5,1.7
1400000US24031700104,15.2,13.0
1400000US24031700204,0.6,8.1
1400000US24031700205,6.8,2.4
1400000US24031700206,6.7,0.4
1400000US24031700207,18.1,0.5
1400000US24031700208,3.9,0.0
1400000US24031700306,14.5,6.8
1400000US24031700813,23.3,7.8
1400000US24031700816,18.2,5.0
1400000US24031700817,8.7,3.7
1400000US24031700818,31.0,5.3
1400000US24031700819,25.7,7.4
1400000US24031700822,13.9,14.2
1400000US24031700823,5.4,7.3
1400000US24033803300,87.4,3.4
1400000US24033803401,84.7,7.2
1400000US24033803402,94.8,1.8
1400000US24033803508,90.1,2.6
1400000US24033803509,87.1,9.7
1400000US24033803513,93.3,0.0
1400000US24033803514,92.6,0.2
1400000US24033803516,77.8,2.1
1400000US24033806711,69.4,8.5
1400000US24033806713,48.1,7.5
1400000US24033806714,55.4,17.0
1400000US24033806800,16.7,5.3
1400000US24033806900,11.1,6.6
1400000US24033807000,22.2,5.7
1400000US24033807102,16.7,2.1
1400000US24033807200,13.5,3.6
1400000US24033807301,29.5,3.5
1400000US24033807305,40.5,27.2
1400000US24033807404,24.7,13.3
1400000US24033807407,34.6,13.3
1400000US24033807408,26.4,7.2
1400000US24033807409,46.6,13.1
1400000US24033807410,51.3,14.1
1400000US24033803520,88.1,2.0
1400000US24033803521,85.9,0.4
1400000US24033803522,91.6,1.0
1400000US24033803523,83.8,0.4
1400000US24033803524,88.9,3.1
1400000US24033803526,89.5,2.2
1400000US24033803527,87.1,1.8
1400000US24033803601,88.1,0.0
1400000US24033803602,84.5,7.6
1400000US24033803605,52.7,5.0
1400000US24033803606,49.8,14.1
1400000US24033803608,66.0,8.1
1400000US24033803610,55.8,5.9
1400000US24033803612,76.7,5.8
1400000US24033803700,39.9,10.6
1400000US24033803801,43.0,9.2
1400000US24033803803,56.9,7.1
1400000US24033803900,30.0,22.0
1400000US24033804002,43.3,30.4
1400000US24033804101,72.3,8.5
1400000US24033804102,67.2,7.8
1400000US24033804200,34.8,3.0
1400000US24033804300,65.7,7.1
1400000US24033804600,34.5,22.2
1400000US24033804700,39.7,14.5
1400000US24033804801,74.0,7.6
1400000US24033804802,47.8,28.7
1400000US24033805000,56.1,27.0
1400000US24033805101,26.5,43.7
1400000US24033805201,53.9,30.0
1400000US24033805202,68.9,9.3
1400000US24033805500,21.8,44.1
1400000US24033805602,6.8,67.3
1400000US24033805700,22.9,51.6
1400000US24033805801,30.4,47.7
1400000US24033805802,30.5,45.0
1400000US24033805906,30.1,29.1
1400000US24033805907,50.5,27.7
1400000US24033805908,63.8,17.6
1400000US24033805909,51.4,14.2
1400000US24033806000,27.2,51.5
1400000US24033806100,41.0,12.7
1400000US24033806300,32.3,16.2
1400000US24033806400,8.2,2.1
1400000US24033806501,29.9,8.3
1400000US24033806601,23.8,5.2
1400000US24033806706,50.4,4.3
1400000US24033806708,32.7,1.7
1400000US24033806710,66.5,2.9
1400000US24033803607,68.2,2.9
1400000US24031701417,59.0,2.5
1400000US24033801908,96.6,0.0
1400000US24033807405,22.2,6.9
1400000US24031704502,0.4,2.7
1400000US24031700832,27.7,20.3
1400000US24031700833,15.5,12.5
1400000US24031700834,26.4,15.6
1400000US24031700835,17.4,3.9
1400000US24031700902,22.1,8.9
1400000US24031700903,23.4,3.8
1400000US24031700904,8.1,7.0
1400000US24031700905,2.2,0.0
1400000US24031701001,9.9,3.3
1400000US24031701004,6.7,3.7
1400000US24031701005,4.3,0.6
1400000US24031701006,2.0,0.7
1400000US24031701007,11.1,1.3
1400000US24031701101,6.0,13.9
1400000US24031701201,5.8,8.4
1400000US24031701202,3.7,0.0
1400000US24031701205,2.7,0.6
1400000US24031701206,4.2,1.3
1400000US24031701211,11.7,0.9
1400000US24031701212,13.4,0.8
1400000US24031701213,3.8,0.8
1400000US24031701214,3.4,1.7
1400000US24031701216,10.9,1.8
1400000US24031701218,11.5,8.7
1400000US24031701219,12.7,9.8
1400000US24031701220,5.8,5.5
1400000US24031701221,7.3,0.3
1400000US24031701303,10.2,0.0
1400000US24031701306,3.4,0.0
1400000US24031701307,12.0,4.1
1400000US24031701308,11.4,0.4
1400000US24031701312,9.4,0.6
1400000US24031701314,15.6,7.8
1400000US24031701315,17.5,1.5
1400000US24031701316,16.4,1.2
1400000US24031701317,14.1,3.7
1400000US24031701408,15.3,2.1
1400000US24031701410,47.0,3.8
1400000US24031701414,42.9,5.3
1400000US24031701415,31.3,13.8
1400000US24031701418,46.4,3.2
1400000US24031701420,27.9,3.8
1400000US24031701421,79.3,9.1
1400000US24031701423,44.2,12.7
1400000US24031701503,29.7,7.6
1400000US24031701505,33.6,7.0
1400000US24031701506,27.9,10.3
1400000US24031701507,21.0,1.3
1400000US24031701509,47.4,20.5
1400000US24031701602,26.2,49.4
1400000US24031701701,23.1,2.9
1400000US24031701702,45.7,5.2
1400000US24031701703,37.6,10.2
1400000US24031701704,27.3,4.8
1400000US24031701800,42.2,3.0
1400000US24031702000,23.4,43.2
1400000US24031702101,35.4,22.9
1400000US24031701407,28.1,3.1
1400000US24031702200,8.9,0.9
1400000US24031702301,26.1,30.6
1400000US24031702302,22.3,13.0
1400000US24031702401,22.5,5.4
1400000US24031702402,43.3,4.5
1400000US24031702601,38.7,2.3
1400000US24031702602,28.5,6.8
1400000US24031702700,19.7,9.7
1400000US24031702800,26.5,1.1
1400000US24031702900,14.4,1.1
1400000US24031703000,20.8,1.6
1400000US24031703100,14.7,4.3
1400000US24031703202,5.7,6.0
1400000US24031703206,18.3,9.8
1400000US24031703207,22.1,41.1
