GEO.id,ACS_MA,ACS_TP,ACS_MP,ACS_MPp,ACS_FP,ACS_FPp,ACS_AAP,ACS_AAPp,a_e1824,a_e24lm,a_e24lf,a_nh24l,a_nh24lm,a_nh24lf,a_hs24l,a_hs24lm,a_hs24lf,a_as24l,a_as24lm,a_as24lf,a_ba24l,a_ba24lm,a_ba24lf,a_hs34l,a_hs34lm,a_hs34lf,a_ba34l,a_ba34lm,a_ba34lf,a_hs44l,a_hs44lm,a_hs44lf,a_ba44l,a_ba44lm,a_ba44lf,acs_e,acs_elfp,acs_ue,acs_uep,asc_nlf,acs_nlfp,acs_e16f,acs_10kl,acs_1015,acs_1519,acs_2025,acs_2530,acs_3035,acs_3540,acs_4050,acs_5059,acs_6069,acs_7079,acs_8089,acs_9099,acs_1124,acs_12549,acs_15074,acs_17599,acs_20049,acs_25099,acs_30099,acs_40099,acs_500749,acs_750999,acs_1000,acs_mgr,ACS_MOC,ACS_MO,ACS_FOC,ACS_FO,ACS_MRC,ACS_MR,ACS_FRC,ACS_FR,ACS_OO,ACS_RO,ACS_BPL,ACS_BPLp,ACS_BPLM,ACS_BPLMp,ACS_BPLF,ACS_BPLFp,DEC_MI,ACS_SSM,ACS_SSMF,ACS_SSF,ACS_SSO,dem_acs,emp_acs,edu_acs,hsv_acs,ten_acs,pov_acs,ssh_acs
1400000US11001001401,39.6,3149,1566,49.7,1583,50.3,255,8.1,199,108,91,7,13,0,27.1,8.3,49.5,12.1,14.8,8.8,53.8,63.9,41.8,100,100,100,83.3,81,88.1,100,100,100,100,100,100,1685,68.9,13,0.5,737,30.1,1204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,146,311,283,1406,14,7,24,0,8,8,9,9,760,675,196,6.2,107,6.8,89,5.6,109609,0,29,0,1406,-3.701117712,-3.185502009,-10.69365732,-3.725010804,0.042484676,-0.738859031,-1.574010428
1400000US11001001402,46.7,2958,1411,47.7,1547,52.3,632,21.4,41,41,0,24.4,24.4,NA,26.8,26.8,NA,48.8,48.8,NA,0,0,NA,100,100,100,93,79.4,100,100,100,100,94.7,92.9,96.7,1346,55.1,76,3.1,1012,41.4,1325,0,0,0,0,0,0,0,0,0,0,0,10,0,29,0,0,0,21,23,43,21,353,358,59,891,11,26,0,39,0,0,0,0,917,488,198,6.8,48,3.4,150,9.9,100750,12,11,9,1373,-4.134142009,-3.963757695,-9.845426501,-2.390534842,0.774762411,-0.741105058,-2.190207695
1400000US11001001500,46.4,5692,2722,47.8,2970,52.2,716,12.6,119,44,75,10.1,27.3,0,26.1,36.4,20,0,0,0,63.9,36.4,80,96.8,100,95.1,84.4,70.7,92,98.2,100,96.7,91.3,88.2,94.1,2660,61.1,17,0.4,1678,38.5,2407,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,18,0,31,61,13,472,938,436,2000,20,18,38,39,0,0,0,0,1989,152,169,3,88,3.2,81,2.8,179125,33,27,12,2053,-4.414859889,-5.335802534,-10.09788828,-0.515006381,2.085480809,-0.214249049,-4.291154961
1400000US11001001600,47.4,4448,2083,46.8,2365,53.2,3202,72,214,132,82,24.3,11.4,45.1,11.2,18.2,0,21.5,17.4,28,43,53,26.8,100,100,100,78,77.5,78.3,87.3,84.7,89.1,69.3,74.5,65.8,2156,61.1,57,1.6,1315,37.3,1900,0,0,0,0,0,0,0,0,12,0,0,18,0,0,0,12,0,31,0,26,80,656,559,102,942,31,17,14,189,36,0,5,34,1496,200,172,3.9,33,1.6,139,5.9,133824,52,36,5,1603,-5.399845496,-4.727277718,-9.592324431,-0.292996246,1.407084969,-0.268942859,-4.239302816
1400000US11001001702,38.3,2465,1097,44.5,1368,55.5,1577,64,213,91,122,0,0,0,6.1,0,10.7,60.6,65.9,56.6,33.3,34.1,32.8,100,100,100,54,50,55.5,94,100,87.9,69.8,80.2,59.3,1516,68.3,117,5.3,588,26.5,1253,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,96,31,178,179,147,33,33,1377,0,0,13,105,0,0,24,49,713,342,243,9.9,109,9.9,134,9.8,91989,0,51,0,997,-4.521501637,-3.854914072,-9.212512958,-0.731743016,0.263369802,-1.380409382,-1.814564365
1400000US11001001803,44,2965,1376,46.4,1589,53.6,2272,76.6,242,73,169,28.5,0,40.8,28.1,54.8,16.6,37.2,45.2,33.7,6.2,0,8.9,78.9,79.3,77.9,23.3,19.1,32.4,83.9,90.7,79.2,34.4,14.8,48.3,1609,62.3,259,10,705,27.3,1473,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,23,36,0,21,49,64,88,29,28,883,0,0,25,27,16,75,40,130,352,1233,424,14.3,177,12.9,247,15.5,35350,0,17,8,1548,-5.040998616,-5.177401716,-6.837098615,1.182961916,-2.950572103,-2.677783788,-2.013960518
1400000US11001001804,37.1,4809,2338,48.6,2471,51.4,2913,60.6,325,180,145,36.6,44.4,26.9,31.7,37.8,24.1,31.7,17.8,49,0,0,0,67.9,59.1,81.9,22.3,12.7,37.4,70.9,72.7,69.6,27,30.5,24.5,2296,62,296,8,1113,30,2065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,57,15,73,118,174,11,0,876,0,2,68,28,39,116,121,125,459,1500,1276,26.5,540,23.1,736,29.8,40281,12,100,0,1777,-4.926700563,-6.260010707,-6.264404247,0.13845206,-3.965931484,-7.794863338,-4.385196108
1400000US11001001901,42.6,4197,1746,41.6,2451,58.4,3464,82.5,500,157,343,27.8,13.4,34.4,29.2,58,16,30.6,28.7,31.5,12.4,0,18.1,85.3,93,81.2,54.7,24.2,70.6,88.1,96.6,80.2,40.2,50.2,30.9,1928,57.6,178,5.3,1233,36.8,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,10,41,23,10,10,65,489,435,204,12,0,822,0,55,106,260,0,0,82,23,1299,276,443,10.6,80,4.6,363,14.9,48073,0,0,0,1563,-5.388868628,-5.461372619,-8.197122753,-1.373795507,2.263024881,-2.122843214,-0.894780661
1400000US11001001902,46.5,2121,949,44.7,1172,55.3,1689,79.6,157,57,100,21.7,40.4,11,49,26.3,62,5.7,0,9,23.6,33.3,18,77.1,71.1,82.8,41.2,55.7,27.4,77,72.6,81.5,59.4,38.1,81.5,950,52.5,82,4.5,770,42.6,989,0,0,0,0,0,0,0,19,8,0,0,0,0,37,0,0,0,31,0,166,269,118,0,0,985,0,25,22,109,25,0,56,34,648,202,165,7.8,83,8.7,82,7,72273,0,0,0,850,-4.976196013,-3.51450323,-7.448107967,-1.223543531,0.237643564,-0.806051559,-0.219097969
1400000US11001002001,39.4,2668,1264,47.4,1404,52.6,1290,48.4,156,39,117,41,35.9,42.7,0,0,0,18.6,0,24.8,40.4,64.1,32.5,63,48,73.3,26.5,14.3,34.9,90.2,85.6,96,32.1,11.2,58,1605,72.1,16,0.7,606,27.2,1227,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,13,0,21,28,205,85,40,1005,0,78,4,58,23,42,0,87,406,598,188,7,119,9.4,69,4.9,43478,0,0,8,978,-4.328327257,-3.05566249,-6.296203557,2.095258584,-0.934636472,-0.839435746,-0.988406714
1400000US11001002002,43.9,3604,1530,42.5,2074,57.5,2135,59.2,336,68,268,18.5,66.2,6.3,31.3,22.1,33.6,33.3,11.8,38.8,17,0,21.3,94.2,100,84.6,26.8,21.7,35.3,87.2,94.4,78.4,55.6,68.7,39.7,1959,61.4,191,6,1042,32.6,1819,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,10,0,62,76,142,295,261,20,861,0,41,2,113,0,0,110,73,882,574,412,11.5,185,12.1,227,11,53373,0,10,21,1425,-4.85650602,-5.270396739,-7.791204258,0.053743463,-0.145352355,-2.307619686,-2.750546134
1400000US11001002101,36.2,4735,2299,48.6,2436,51.4,3016,63.7,441,165,276,37.9,21.2,47.8,36.1,44.2,31.2,16.6,34.5,5.8,9.5,0,15.2,69.9,72.8,66.8,25.5,19.9,31.5,69.1,54.2,83.4,13.8,7.6,19.7,2231,55.2,380,9.4,1428,35.4,2172,0,0,0,0,0,10,47,0,0,0,0,8,22,11,0,0,35,88,79,325,170,105,10,0,916,0,8,91,164,0,27,123,66,910,887,806,17,417,18.1,389,16,41886,0,75,11,1658,-4.943810251,-7.115915022,-5.967382965,0.023492733,-0.247384099,-4.714924323,-4.017231578
1400000US11001002102,39.2,4331,1686,38.9,2645,61.1,3209,74.1,502,229,273,17.3,12.7,21.2,27.3,39.7,16.8,55.4,47.6,61.9,0,0,0,81.1,62.6,97.6,39.6,21.4,55.9,89.9,100,85.2,45.4,57.7,39.7,2163,60.9,234,6.6,1147,32.3,2094,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,45,58,500,360,100,0,0,938,0,30,48,171,0,13,165,36,1073,886,526,12.2,149,8.9,377,14.3,42522,0,0,0,1906,-5.147382673,-5.869015946,-8.211644224,0.978723298,0.074401084,-2.734851047,-1.219828576
1400000US11001002201,36.1,3510,1659,47.3,1851,52.7,2645,75.4,279,168,111,22.6,37.5,0,16.5,5.4,33.3,49.8,38.7,66.7,11.1,18.5,0,74.1,52.5,99.2,25.7,20.3,32.1,79.6,82,76.9,37.7,34.9,40.8,1551,57,199,7.3,970,35.7,1380,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,3,1,84,29,250,298,160,27,0,1183,20,23,79,201,9,0,0,29,878,195,124,3.5,53,3.2,71,3.9,70541,0,0,0,1073,-4.892280222,-4.915192535,-6.874492866,0.562906266,1.749992708,-0.075868855,-0.430426497
1400000US11001002202,41.1,2930,1279,43.7,1651,56.3,2411,82.3,324,85,239,5.2,0,7.1,10.8,15.3,9.2,58.6,84.7,49.4,25.3,0,34.3,82.1,74.4,88,50.2,50.4,50,93.8,86,100,33.5,36.2,31.3,1350,55.4,187,7.7,900,36.9,1413,0,0,0,7,0,0,0,0,0,0,0,8,0,8,9,16,19,50,83,193,71,63,31,0,810,0,25,46,145,58,13,78,82,558,734,315,10.8,170,13.4,145,8.8,42283,0,5,0,1278,-5.039566249,-4.774071467,-7.90649185,-0.849703602,-1.133287401,-1.862581013,-0.767457915
1400000US11001002301,40.7,2998,1617,53.9,1381,46.1,2357,78.6,313,219,94,11.2,16,0,33.2,33.8,31.9,41.9,33.3,61.7,13.7,16.9,6.4,93.2,85,100,79.6,60.8,95.1,80.1,78.8,82.4,29.5,23.3,40.7,1459,58.9,234,9.5,783,31.6,1060,5,0,0,0,0,24,0,0,0,0,0,0,0,0,0,9,9,10,86,276,199,137,0,0,932,52,55,56,96,15,0,29,19,755,321,367,12.3,165,10.3,202,14.6,61500,7,18,11,1040,-4.987862094,-4.8093914,-8.471159514,0.595265596,1.362678096,-2.212899813,-2.056336905
1400000US11001002302,55.8,1945,1266,65.1,679,34.9,1218,62.6,385,196,189,0,0,0,14.8,0,30.2,71.4,86.7,55.6,13.8,13.3,14.3,97.4,97,100,71.1,70.9,72.2,82.7,100,71.6,39.7,63.9,24.2,632,33.7,45,2.4,1184,63.1,628,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,0,10,10,22,63,50,0,0,0,1651,0,0,0,5,4,0,26,22,180,549,401,30.9,222,29.9,179,32.2,43342,9,38,0,633,-4.974774891,-3.359713497,-9.041614691,-1.515034225,-0.596941708,-4.736947668,-1.422737406
1400000US11001002400,39.6,3771,1990,52.8,1781,47.2,2839,75.3,261,171,90,16.1,24.6,0,18,20.5,13.3,50.2,39.2,71.1,15.7,15.8,15.6,84.9,87.7,82,68.9,75.2,62.3,82,77.3,86.8,43.1,42.5,43.8,1937,58.3,351,10.6,1032,31.1,1610,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,51,31,47,281,264,208,0,10,958,0,47,31,168,0,8,74,10,911,415,478,12.7,286,14.4,192,10.8,60082,24,13,10,1256,-5.066376464,-6.209191381,-8.399950335,-0.756697956,1.06420914,-2.791088747,-2.649836521
1400000US11001002501,41.4,2295,1276,55.6,1019,44.4,1662,72.4,341,141,200,12,0,20.5,28.4,33.3,25,39.3,17.7,54.5,20.2,48.9,0,76,83.9,69.4,26.8,35.7,19.4,70,74.9,63.1,44.7,49,38.6,1074,54.8,177,9,709,36.2,982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,9,94,318,38,6,652,16,54,9,12,0,0,65,17,498,470,652,28.4,326,25.5,326,32,48750,26,25,0,846,-4.744585831,-4.265856757,-6.883200644,-1.468551214,0.217251964,-5.483126683,-1.865977767
1400000US11001002502,34.6,4872,2330,47.8,2542,52.2,2104,43.2,690,277,413,35.4,48.7,26.4,17.7,22,14.8,29.4,0,49.2,17.5,29.2,9.7,86.3,85.1,87.5,53.3,50.8,55.8,63.7,53,74.7,28,17.3,39.1,2687,62.9,283,6.6,1299,30.4,2274,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,10,13,42,130,175,264,0,5,901,0,39,21,149,0,10,104,101,657,1314,532,11,332,14.3,200,8,42199,0,46,0,1861,-4.513383262,-6.565003688,-7.604819371,-0.775348601,-1.053531114,-2.851352635,-2.490583153
1400000US11001002600,48.6,2276,1032,45.3,1244,54.7,858,37.7,90,36,54,20,22.2,18.5,0,0,0,37.8,38.9,37,42.2,38.9,44.4,100,100,100,67.1,35.7,80.7,100,100,100,64.3,70.4,58.8,1289,68.8,30,1.6,554,29.6,984,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,10,0,0,11,13,0,150,319,204,1226,14,18,34,22,0,0,0,0,729,232,137,6,83,8,54,4.3,144141,38,0,0,908,-4.355398235,-2.870139703,-9.126536596,-2.341519515,0.942957183,-0.484927201,-1.643328691
