GEO.id,ACS_MA,ACS_TP,ACS_MP,ACS_MPp,ACS_FP,ACS_FPp,ACS_AAP,ACS_AAPp,a_e1824,a_e24lm,a_e24lf,a_nh24l,a_nh24lm,a_nh24lf,a_hs24l,a_hs24lm,a_hs24lf,a_as24l,a_as24lm,a_as24lf,a_ba24l,a_ba24lm,a_ba24lf,a_hs34l,a_hs34lm,a_hs34lf,a_ba34l,a_ba34lm,a_ba34lf,a_hs44l,a_hs44lm,a_hs44lf,a_ba44l,a_ba44lm,a_ba44lf,acs_e,acs_elfp,acs_ue,acs_uep,asc_nlf,acs_nlfp,acs_e16f,acs_10kl,acs_1015,acs_1519,acs_2025,acs_2530,acs_3035,acs_3540,acs_4050,acs_5059,acs_6069,acs_7079,acs_8089,acs_9099,acs_1124,acs_12549,acs_15074,acs_17599,acs_20049,acs_25099,acs_30099,acs_40099,acs_500749,acs_750999,acs_1000,acs_mgr,ACS_MOC,ACS_MO,ACS_FOC,ACS_FO,ACS_MRC,ACS_MR,ACS_FRC,ACS_FR,ACS_OO,ACS_RO,ACS_BPL,ACS_BPLp,ACS_BPLM,ACS_BPLMp,ACS_BPLF,ACS_BPLFp,DEC_MI,ACS_SSM,ACS_SSMF,ACS_SSF,ACS_SSO,dem_acs,emp_acs,edu_acs,hsv_acs,ten_acs,pov_acs,ssh_acs
1400000US11001008904,38.7,3280,1578,48.1,1702,51.9,3161,96.4,355,211,144,34.6,50.2,11.8,49,28,79.9,16.3,21.8,8.3,0,0,0,96.1,100,92.5,22.2,11.7,32.1,81.6,82.7,81,17.2,8.3,22.9,1417,51.2,425,15.4,924,33.4,1428,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,18,52,53,20,0,0,0,695,0,0,9,48,120,32,149,189,151,1441,846,25.8,426,27,420,24.7,27620,0,64,0,1487,-5.308222604,-6.519809514,-6.581435522,-0.052450517,-5.148432047,-5.984463051,-2.650096605
1400000US11001009000,50.2,2594,1037,40,1557,60,2524,97.3,164,47,117,0,0,0,29.3,0,41,18.9,27.7,15.4,51.8,72.3,43.6,100,100,100,42.1,33.9,52.8,100,100,100,53.4,56.4,51.5,1231,54.4,42,1.9,991,43.8,1388,0,0,0,0,8,0,0,0,0,0,0,8,7,0,7,0,0,98,116,206,101,55,10,0,351,0,44,19,97,0,0,0,59,616,1024,434,16.9,145,14.4,289,18.6,39653,0,40,0,1600,-5.510132123,-3.709907543,-8.248010258,-0.084710263,-0.056684012,-2.987815881,-2.071930528
1400000US11001009102,32.4,4965,2409,48.5,2556,51.5,4471,90.1,382,115,267,18.3,52.2,3.7,52.6,16.5,68.2,20.9,31.3,16.5,8.1,0,11.6,78.4,73.8,82.4,14.2,3.7,23.2,80.3,96.2,63.8,14.3,16.4,12.1,1789,50.2,298,8.4,1476,41.4,2018,0,0,0,1,15,0,0,0,0,5,0,29,0,0,7,0,13,94,160,252,47,12,0,0,605,39,12,16,85,11,0,421,77,635,989,1567,32.8,707,30.5,860,35.1,32806,0,0,0,1525,-5.400043563,-6.461240283,-5.890000659,-0.649539276,-2.172480111,-9.858374235,-0.858769522
1400000US11001009201,33.6,1339,667,49.8,672,50.2,832,62.1,74,40,34,41.9,77.5,0,58.1,22.5,100,0,0,0,0,0,0,95.4,100,90.6,52.5,58.5,46.4,80.8,88.9,72.6,49.2,50,48.4,628,61.9,39,3.8,348,34.3,495,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,22,10,12,78,51,7,0,0,19,924,0,0,0,25,0,0,73,27,210,306,240,19.4,83,14.7,157,23.4,44939,0,9,0,486,-4.105280187,-2.347250832,-7.829081153,1.544792626,-0.489703375,-2.495511931,-0.131118599
1400000US11001009203,32.4,2541,1438,56.6,1103,43.4,1931,76,514,424,90,10.3,12.5,0,19.5,17.9,26.7,38.9,39.2,37.8,31.3,30.4,35.6,89.2,100,72.7,61.8,80.3,33.7,92.3,89.3,100,17.2,14.1,25.3,1248,56.1,248,11.1,730,32.8,906,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,15,8,138,117,159,123,32,0,0,935,0,11,12,116,0,24,99,21,624,603,314,12.4,237,16.5,77,7,51726,0,9,0,1218,-4.576425923,-4.778918685,-7.976998157,0.773187681,-0.2858903,-2.049021638,-0.824806861
1400000US11001009204,41.2,2425,1075,44.3,1350,55.7,2059,84.9,288,150,138,16,30.7,0,48.3,41.3,55.8,31.6,28,35.5,4.2,0,8.7,91.3,84.8,94.9,32.5,18.2,40.6,78.8,91.9,71.7,2.9,0,4.4,1133,55.4,169,8.3,744,36.4,1210,0,0,0,24,0,0,0,0,0,0,0,0,0,11,0,3,14,18,13,30,0,22,0,0,811,0,11,0,3,63,11,85,154,135,1123,586,24.4,203,19.4,383,28.4,28814,0,86,8,1138,-4.969749674,-4.37621462,-6.22111749,0.391438307,-3.422789357,-4.545671719,-3.5955183
1400000US11001009301,41.8,3485,1608,46.1,1877,53.9,2489,71.4,394,203,191,15,22.7,6.8,66.5,62.6,70.7,11.7,14.8,8.4,6.9,0,14.1,100,100,100,51.6,41,67.1,90.1,89.4,90.5,47.8,41.7,51.3,1614,56.6,206,7.2,1021,35.8,1612,0,0,0,0,0,0,0,10,19,0,0,0,0,11,0,12,25,42,26,310,199,244,46,0,984,37,18,63,67,0,0,93,12,944,239,810,23.2,253,15.7,557,29.7,72578,16,11,5,1114,-4.993364904,-5.153034157,-8.527696932,1.262949617,1.098724535,-5.287620915,-1.764892619
1400000US11001009302,39.7,1217,620,50.9,597,49.1,939,77.2,205,167,38,22.9,13.2,65.8,6.3,7.8,0,6.3,0,34.2,64.4,79,0,86.1,75.8,100,79.4,64.2,100,91.8,100,82.4,23.3,20,27,680,65,88,8.4,278,26.6,465,0,0,0,0,0,0,0,5,0,0,0,0,0,7,9,0,0,9,16,99,51,92,0,0,817,0,0,48,21,0,18,0,19,288,171,53,4.4,53,8.5,0,0,63958,0,0,0,459,-4.520743118,-2.826062462,-8.105957002,1.256536264,0.109282945,0.078308828,0.1514377
1400000US11001009400,45.3,3982,1775,44.6,2207,55.4,3457,86.8,261,63,198,10.7,44.4,0,13.8,31.7,8.1,52.9,23.8,62.1,22.6,0,29.8,84.3,73.6,95.5,35.9,34.2,37.7,97.1,100,93.7,47.2,61.3,30.6,1961,57.4,411,12,1042,30.5,1917,0,0,0,0,12,0,0,8,0,0,0,8,0,11,0,31,10,38,56,449,398,164,0,36,885,0,98,38,144,0,10,98,106,1221,571,344,8.7,177,10,167,7.6,70990,0,0,9,1723,-5.508195574,-6.802402934,-7.796625431,0.570683585,0.469200358,-1.693834514,-1.775415584
1400000US11001009501,20.8,6360,3533,55.6,2827,44.4,3377,53.1,2425,1480,945,2.7,2.2,3.4,37.4,39.5,34,57.2,55.9,59.3,2.7,2.3,3.4,71.4,63.7,83.9,25.1,16.3,39.3,92.2,100,88,22.3,19.1,24,2677,50.7,260,4.9,2338,44.3,2368,14,0,0,0,0,0,0,0,0,0,0,0,0,13,0,29,12,23,103,140,0,18,0,0,1042,0,0,46,70,93,40,132,124,352,1495,796,19.7,471,22.8,325,16.5,40536,0,40,0,1772,-4.574953199,-7.405277723,-9.569757662,1.996035521,-3.825441191,-5.063304277,-2.234928316
1400000US11001009503,51.2,2830,1301,46,1529,54,2291,81,258,110,148,30.2,52.7,13.5,31.8,22.7,38.5,26.7,10.9,38.5,11.2,13.6,9.5,100,100,100,44.3,39.2,50,100,100,100,67,60.4,76.7,1228,48.3,178,7,1137,44.7,1397,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,14,39,102,438,309,148,0,0,1221,0,11,41,161,14,0,16,10,1069,66,244,8.8,102,8,142,9.5,70875,0,0,12,1109,-5.317697762,-4.89214243,-8.98682126,2.962270651,1.42135254,-1.236013371,-1.436554411
1400000US11001009504,44.8,2969,1477,49.7,1492,50.3,2182,73.5,262,111,151,56.9,39.6,69.5,13.4,22.5,6.6,21.4,37.8,9.3,8.4,0,14.6,79.1,74.4,85,38.2,40.1,35.9,95.2,94.9,95.5,32.5,39.4,24.9,1217,47.9,165,6.5,1161,45.7,1344,9,0,0,0,0,0,0,0,0,0,0,0,0,39,16,11,11,40,47,240,157,9,0,0,875,0,22,15,90,0,95,117,34,579,655,359,13,176,12.3,183,13.8,50500,14,0,0,1213,-5.015329855,-4.785363392,-7.425665878,0.263656793,-1.453425063,-2.277977888,-1.067565666
1400000US11001009505,47.2,2677,1094,40.9,1583,59.1,2354,87.9,209,113,96,7.7,14.2,0,67.5,66.4,68.8,10.5,19.5,0,14.4,0,31.3,92.2,82.4,100,46.8,31.8,58.9,97.7,100,95.7,53.4,60,47.4,1202,55.4,52,2.4,915,42.2,1273,10,0,0,9,0,0,0,0,0,0,0,0,0,0,0,33,37,45,163,347,124,206,0,0,1537,17,55,125,218,0,0,36,0,974,122,167,6.2,58,5.3,109,6.9,62462,0,0,0,1096,-5.270211602,-3.626537755,-8.231686286,-0.318045786,2.635990763,-0.570836073,-0.452222713
1400000US11001009507,46.2,1901,839,44.1,1062,55.9,1729,91,156,79,77,0,0,0,60.3,31.6,89.6,28.2,45.6,10.4,11.5,22.8,0,100,100,100,33.9,35.2,31.9,84,100,68.7,30.7,0,60,806,53.9,32,2.1,658,44,811,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,77,100,216,107,0,0,0,876,11,10,12,75,0,0,36,10,518,136,83,4.4,41,4.9,42,4,62986,9,0,0,623,-5.107160069,-2.827976786,-7.169647524,3.554043552,0.623333544,-0.025012925,-0.328278721
1400000US11001009508,46.6,3024,1337,44.2,1687,55.8,2707,89.5,248,65,183,46.4,29.2,52.5,35.1,16.9,41.5,5.6,16.9,1.6,12.9,36.9,4.4,93.9,89.1,100,57.5,63.5,50,86.8,86.8,86.9,27.6,42,8.5,1166,46.7,115,4.6,1217,48.7,1448,8,0,0,0,9,11,0,0,0,0,0,0,0,0,0,0,11,123,132,420,105,10,0,0,1025,15,51,24,127,0,11,41,58,829,559,271,9,123,9.2,148,8.8,47410,0,0,0,1361,-5.36780655,-4.519386791,-7.709174609,6.898897897,0.499277871,-1.39172479,-0.703353026
1400000US11001009509,50.5,2754,1238,45,1516,55,2442,88.7,159,74,85,11.9,9.5,14.1,22,0,41.2,47.8,51.4,44.7,18.2,39.2,0,100,100,100,21.7,17.4,27.2,70.4,64.4,73.5,40.7,52.9,34.3,1187,49.6,197,8.2,1010,42.2,1359,0,0,0,0,0,0,0,8,0,0,12,0,0,11,0,0,33,126,256,506,158,10,0,0,1331,31,10,71,126,14,0,33,13,1120,70,151,5.5,33,2.7,118,7.8,59286,0,45,0,1115,-5.41331817,-4.900983032,-7.023551284,1.039643443,1.618819967,-0.378955827,-1.75507547
1400000US11001009601,17.9,2927,956,32.7,1971,67.3,2915,99.6,96,43,53,9.4,20.9,0,90.6,79.1,100,0,0,0,0,0,0,94.4,74.2,100,19.4,0,24.8,95.4,0,98.5,16.3,0,16.8,775,49.7,167,10.7,616,39.5,1086,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,87,30,113,65,0,0,0,550,19,10,46,16,0,20,315,148,308,546,1336,45.6,538,56.3,798,40.5,40929,0,0,58,796,-4.596272038,-4.24746801,-5.283216839,-0.293859386,-2.590270351,-10.72166353,-4.865982717
1400000US11001009602,26.7,3017,1144,37.9,1873,62.1,2973,98.5,324,225,99,53.7,61.3,36.4,24.4,30.2,11.1,19.4,8.4,44.4,2.5,0,8.1,86.3,82,88.1,8.5,9,8.3,91.2,89.3,92.1,2.4,0,3.5,994,44.9,339,15.3,880,39.8,1395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,57,8,14,0,0,0,0,782,0,17,60,14,0,32,313,191,120,1182,1239,41.8,450,39.3,789,43.3,24786,0,26,35,1198,-4.886408338,-5.939605149,-5.83454665,0.004458734,-3.824592219,-9.471581878,-4.12627563
1400000US11001009603,35.6,3273,1435,43.8,1838,56.2,3232,98.7,261,151,110,22.6,15.2,32.7,24.9,15.2,38.2,45.6,69.5,12.7,6.9,0,16.4,100,100,100,19,7.7,29.5,87.9,96.3,80.2,23.4,20.4,26.1,1273,51.6,311,12.6,882,35.8,1441,0,0,0,0,0,0,0,0,0,0,0,31,0,21,11,60,76,80,125,69,34,12,0,0,849,0,0,62,119,30,48,119,72,519,977,496,15.2,198,13.8,298,16.3,38404,0,42,0,1404,-5.24536605,-5.701816975,-6.961572018,0.783077644,-1.711312678,-3.082262543,-1.943293182
1400000US11001009604,41.6,2022,660,32.6,1362,67.4,2011,99.5,196,81,115,6.1,14.8,0,43.9,85.2,14.8,50,0,85.2,0,0,0,100,100,100,37.6,21.5,50.9,100,100,100,13.7,0,16.8,879,52,111,6.6,699,41.4,1187,10,0,0,0,28,11,0,0,0,0,0,9,0,47,59,14,109,141,202,40,26,0,0,11,799,0,0,70,99,0,0,25,49,707,279,402,20.1,92,14.3,310,22.8,37441,0,7,0,955,-5.117570277,-3.849763862,-7.127970176,4.954855859,0.606256925,-3.116297516,-0.518467551
1400000US11001009700,27.8,2403,978,40.7,1425,59.3,2393,99.6,338,162,176,26,16,35.2,57.7,79,38.1,13.9,0,26.7,2.4,4.9,0,90.6,93.3,89.9,20.5,0,25.6,89.4,78.7,100,10.1,16.1,4,968,52,267,14.3,627,33.7,1226,0,0,0,6,0,0,0,0,0,0,0,10,0,0,39,7,0,59,62,115,0,10,0,0,902,0,66,56,49,0,8,360,39,308,637,764,31.8,295,30.2,469,32.9,31549,0,8,0,937,-4.788127345,-5.131747319,-6.25718931,-0.72988105,-1.297040252,-6.276494979,-0.529961803
1400000US11001009801,19.7,1529,742,48.5,787,51.5,1504,98.4,162,99,63,70.4,61.6,84.1,22.2,26.3,15.9,7.4,12.1,0,0,0,0,67.4,62.5,68.8,40.3,25,44.5,80.2,NA,80.2,0,NA,0,388,41.1,226,24,329,34.9,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,59,15,12,0,0,0,452,0,0,15,0,0,15,129,112,110,287,606,39.6,250,33.7,356,45.2,31917,0,0,0,397,-4.300409823,-4.886219881,-5.171449073,-0.356561106,-1.765193676,-6.597480579,0.210192717
1400000US11001009802,28.5,1169,469,40.1,700,59.9,1151,98.5,184,88,96,22.3,37.5,8.3,60.3,40.9,78.1,17.4,21.6,13.5,0,0,0,88.5,67.2,100,16.7,0,25.7,100,100,100,29.6,0,39.5,357,42.3,42,5,444,52.7,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,10,0,47,14,0,0,0,0,614,0,0,0,15,0,14,105,41,96,413,533,45.6,232,49.5,301,43,23633,0,0,0,494,-4.477490554,-2.593817816,-6.484592824,1.373270423,-1.147280945,-7.167653099,0.118269546
1400000US11001009803,28.4,2374,994,41.9,1380,58.1,2326,98,327,105,222,20.2,15.2,22.5,38.2,64.8,25.7,41.6,20,51.8,0,0,0,86.2,89.8,84.4,18.9,23.4,16.6,62.1,43,79.2,4.8,0,9.2,745,41,334,18.4,737,40.6,1095,22,0,0,0,0,0,0,0,8,0,0,0,0,0,12,0,0,52,15,54,23,0,0,0,884,0,9,0,84,32,32,122,146,186,779,567,24.3,206,21.6,361,26.2,30625,0,36,0,929,-4.773717849,-5.76552377,-5.640205241,4.740972009,-2.726856685,-4.481668318,-1.321840983
1400000US11001009804,26,2900,1268,43.7,1632,56.3,2722,93.9,524,179,345,18.1,33,10.4,31.9,17.3,39.4,50,49.7,50.1,0,0,0,100,100,100,10.9,7.7,13,74.5,37.3,100,4.5,0,7.7,831,40.2,239,11.6,997,48.2,1296,0,0,0,0,0,0,0,0,0,7,0,0,0,24,7,17,8,116,26,49,8,5,0,10,841,0,0,0,88,14,9,227,117,277,725,702,24.5,320,26.1,382,23.4,46554,0,24,0,965,-4.758460549,-5.226747408,-6.129724355,0.666309632,-2.337668551,-5.194890167,-1.013330882
1400000US11001009807,41.4,3232,1564,48.4,1668,51.6,3189,98.7,212,134,78,27.4,43.3,0,30.2,38.1,16.7,36.3,9,83.3,6.1,9.7,0,82.5,83.8,81.7,11.8,0,18.3,95.9,97.5,93.7,13.2,11.3,16,1418,53.8,358,13.6,860,32.6,1414,0,0,0,0,0,0,0,12,0,0,0,23,8,37,58,28,19,146,187,157,10,12,0,0,848,0,0,66,143,69,64,84,127,697,754,461,14.5,234,15.2,227,13.9,42420,0,34,0,1392,-5.424776821,-5.995474892,-6.096109531,-0.310686782,-2.333141892,-2.915410702,-1.703503965
1400000US11001009810,26.2,2328,1033,44.4,1295,55.6,2186,93.9,245,83,162,25.7,38.6,19.1,73.9,61.4,80.2,0.4,0,0.6,0,0,0,100,100,100,5,21,0,68.7,24.6,100,0,0,0,805,47.4,111,6.5,782,46.1,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,8,0,0,0,0,0,0,770,0,0,0,0,0,14,403,56,44,894,813,34.9,343,33.2,470,36.3,26234,16,0,0,881,-4.62430091,-3.841598991,-5.232472865,2.360339371,-3.106947637,-6.902865711,-0.825008678
1400000US11001009811,25.6,3530,1238,35.1,2292,64.9,3505,99.3,372,165,207,29,0,52.2,59.7,74.5,47.8,11.3,25.5,0,0,0,0,97.5,100,96.5,10.8,0,15.2,100,100,100,12,15.7,9.9,1002,43.4,347,15,960,41.6,1567,0,0,0,0,13,0,0,0,15,0,0,0,0,0,0,0,0,51,0,30,0,15,0,0,675,0,0,0,30,71,20,414,240,124,1386,1631,46.2,494,39.9,1137,49.6,21713,0,0,0,1459,-4.993901154,-6.149540836,-6.599076604,3.4519263,-6.076042087,-11.48008368,-0.796223859
1400000US11001009901,52.4,2017,890,44.1,1127,55.9,1832,90.8,88,20,68,22.7,100,0,26.1,0,33.8,0,0,0,51.1,0,66.2,100,100,100,38.8,40.5,37.2,96.6,92.6,100,55.6,51.6,58.9,1088,60.3,73,4,643,35.6,1023,0,0,0,0,8,0,0,15,0,0,0,0,0,31,0,29,0,118,32,128,335,120,11,0,1359,0,17,0,97,0,0,11,22,827,127,121,6,25,2.8,96,8.5,76736,0,23,0,931,-5.330114807,-3.337982584,-7.899579417,0.996862472,0.846413871,-0.30968275,-0.952558229
1400000US11001009902,45.7,2773,1117,40.3,1656,59.7,2615,94.3,173,78,95,32.4,43.6,23.2,30.1,38.5,23.2,8.1,17.9,0,29.5,0,53.7,100,100,100,52.6,12.1,62.6,79.5,73.8,85.2,18.1,9.4,26.8,1120,48.4,325,14,870,37.6,1377,0,0,0,0,8,0,0,8,0,0,0,0,11,10,7,112,39,183,206,201,33,28,0,29,1036,14,7,149,201,0,0,87,60,875,235,650,23.4,275,24.6,375,22.6,51400,0,12,0,1087,-5.358707684,-5.780886936,-6.87178598,-0.306162516,1.404630176,-4.812522579,-0.786319675
1400000US11001009903,39.2,1384,684,49.4,700,50.6,1363,98.5,203,135,68,10.3,15.6,0,33,11.1,76.5,34,39.3,23.5,22.7,34.1,0,77.5,100,69.1,7.2,26.7,0,100,100,100,38.1,0,78.3,502,47.1,123,11.5,441,41.4,597,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,22,70,97,87,14,0,0,0,987,0,9,20,99,0,46,89,10,307,209,337,24.3,148,21.6,189,27,52554,0,9,0,473,-4.889532283,-3.555441642,-6.853824708,0.447690039,-0.355430056,-3.577731717,-0.118798999
1400000US11001009904,31.1,1618,770,47.6,848,52.4,1580,97.7,180,76,104,39.4,67.1,19.2,42.2,32.9,49,8.9,0,15.4,9.4,0,16.3,93.8,100,88.8,19.1,11.2,25.4,92.8,100,79.6,0,0,0,726,61.3,118,10,340,28.7,647,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,28,0,45,44,0,0,0,0,0,772,0,0,0,6,52,37,66,139,127,588,385,23.8,77,10,308,36.3,35302,0,0,0,715,-4.673336842,-3.312965083,-5.862462822,1.732325517,-2.9998411,-3.534245133,-0.091163659
1400000US11001009905,33.6,2668,1228,46,1440,54,2591,97.1,220,142,78,47.7,38.7,64.1,24.5,38,0,27.7,23.2,35.9,0,0,0,87.5,90.6,85.4,27.8,35,23,100,100,100,8.8,0,15.2,981,49.8,281,14.3,708,35.9,1089,0,0,0,0,0,9,0,0,0,0,0,8,0,18,57,17,15,58,92,89,8,0,0,26,803,10,23,30,91,0,21,175,11,397,654,483,18.1,209,17,274,19,35186,0,0,0,1042,-5.003174716,-5.206474102,-6.724967739,2.147320108,-0.541436148,-3.411624924,-0.401048989
1400000US11001009906,37.5,1670,892,53.4,778,46.6,1562,93.5,210,146,64,20,28.8,0,56.7,71.2,23.4,23.3,0,76.6,0,0,0,100,100,100,40.6,41.4,39.6,65.6,79.8,55.1,10.2,4.6,14.3,742,55.7,164,12.3,426,32,615,0,0,15,0,0,0,0,13,0,0,0,0,41,12,0,85,78,67,12,0,0,0,0,0,837,0,75,39,28,0,0,126,40,323,378,219,13.1,129,14.5,90,11.6,34269,0,0,0,687,-4.830036256,-3.815311799,-6.518513933,-0.214904642,-0.056250722,-1.714197378,-0.064629135
1400000US11001009907,26.8,2587,910,35.2,1677,64.8,2504,96.8,289,77,212,4.8,0,6.6,71.3,100,60.8,23.9,0,32.5,0,0,0,86.6,100,82.1,10.8,0,14.5,84.7,100,79.6,0,0,0,888,50.9,195,11.2,662,37.9,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,29,46,106,28,7,0,0,0,0,503,0,0,0,33,54,4,328,55,224,870,1053,40.7,303,33.3,750,44.7,26612,0,0,0,1094,-4.746661319,-4.539218198,-5.611274989,2.079890607,-3.075365487,-8.374860114,-0.45032739
1400000US11001010100,31.9,2115,1031,48.7,1084,51.3,416,19.7,312,94,218,0,0,0,11.2,37.2,0,2.6,0,3.7,86.2,62.8,96.3,100,100,100,93.1,90.6,96.4,85.8,83.8,89.6,66.9,65.4,69.8,1619,78.6,40,1.9,393,19.1,1065,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,74,0,154,41,52,24,0,1169,0,0,0,0,0,0,0,50,361,1204,296,14,117,11.3,179,16.5,51151,20,33,0,1504,-3.488420783,-2.891796285,-9.700910315,-1.732605286,-1.120570623,-2.08991939,-2.501756401
1400000US11001010200,42.9,2661,1060,39.8,1601,60.2,1136,42.7,238,26,212,0,0,0,5.5,0,6.1,0,0,0,94.5,100,93.9,100,100,100,95.5,86.9,100,100,100,100,72.5,87.4,60.6,1723,69.6,110,4.4,628,25.4,1547,0,0,0,0,0,0,0,0,23,40,12,0,0,23,25,0,12,58,21,57,30,120,49,7,1258,0,0,0,0,15,11,72,59,477,1237,281,10.6,110,10.4,171,10.7,74744,12,12,9,1607,-4.328217181,-4.043324195,-10.03087209,0.314306001,-1.798970127,-1.614853801,-2.44051266
1400000US11001010300,36.3,3163,1630,51.5,1533,48.5,1905,60.2,672,183,489,20.7,45.9,11.2,35.3,16.4,42.3,19.2,37.7,12.3,24.9,0,34.2,100,100,100,66.5,69.5,55.1,85.5,83.4,87.4,32.1,24.2,39.1,1865,64.8,179,6.2,570,19.8,1466,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,46,34,59,52,157,94,135,0,0,871,0,34,45,106,24,25,84,7,606,442,133,4.9,30,2.2,103,7.6,56736,0,55,0,974,-4.54787163,-4.271939735,-8.622960114,11.5632775,0.007046115,-0.251627453,-1.906976788
1400000US11001010400,36.8,4594,2506,54.5,2088,45.5,4297,93.5,743,383,360,18.4,29,7.2,60,55.6,64.7,15.7,7.6,24.4,5.8,7.8,3.6,94.7,100,87.3,20.5,25.7,13.3,79,73.4,86.5,5.2,4.2,6.4,1542,40.2,745,19.4,1332,34.7,1719,12,0,0,0,0,0,0,8,0,0,0,0,11,5,40,30,7,93,63,83,11,8,19,0,734,0,0,8,108,68,0,234,137,390,1064,1354,34.3,785,37.2,569,31,33500,31,6,0,1406,-5.521183772,-8.792011118,-6.572900926,2.336307545,-3.234474611,-9.301168354,-2.03434383
1400000US11001010500,35.2,4230,2328,55,1902,45,2011,47.5,348,195,153,4,2.1,6.5,11.2,14.9,6.5,11.8,21,0,73,62.1,86.9,94,94,93.9,77.2,69.9,86.3,90.2,85.1,94.8,45.3,46,44.6,2803,72.4,235,6.1,809,20.9,1733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,58,96,148,189,32,0,16,1091,0,0,0,17,13,24,83,154,542,1965,822,19.4,424,18.2,398,20.9,57052,25,67,19,2355,-4.495519107,-5.493826991,-8.778186829,,-3.341133498,-5.080766273,-5.998175598
1400000US11001010600,34.1,3637,2041,56.1,1596,43.9,1993,54.8,602,351,251,10,6.6,14.7,21.6,23.9,18.3,38.4,47.3,25.9,30.1,22.2,41,92,93.9,88.9,55.6,46,72,80.5,73,91.3,51.7,52.7,50.2,2198,66.5,251,7.6,858,25.9,1491,13,0,0,0,32,0,0,19,0,0,0,0,0,0,16,7,0,30,151,135,198,227,7,0,1630,0,32,25,136,0,15,107,40,835,629,589,16.2,341,16.7,248,15.5,65122,9,31,8,1370,-4.480914341,-5.352667121,-8.818937431,,0.055457208,-3.699368086,-2.569306922
1400000US11001010700,27.1,1881,773,41.1,1108,58.9,275,14.6,691,274,417,0,0,0,3,0.4,4.8,27.8,32.5,24.7,69.2,67.2,70.5,100,100,100,92,78.1,100,100,100,100,80.9,74,100,1280,68.7,62,3.3,521,28,1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,64,40,70,18,8,1688,0,0,8,0,0,0,0,14,220,1006,494,28.6,179,26.2,315,30.2,55268,0,8,0,1206,-3.197470551,-3.188161406,-11.07245029,,-0.687592217,-4.720224074,-0.784882762
1400000US11001010800,19.7,6818,2723,39.9,4095,60.1,637,9.3,6214,2331,3883,0.2,0,0.4,6.9,9.9,5.2,84.6,83.8,85.1,8.2,6.3,9.4,100,100,100,73.9,56.9,100,NA,NA,NA,NA,NA,NA,1388,20.4,97,1.4,5333,78.2,4095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,23,8,0,18,0,0,1324,0,0,0,0,0,0,0,0,75,943,1011,64.7,425,60.6,586,68.1,11375,0,8,0,1010,-3.677569312,-9.757636545,-13.56985261,,-0.661007281,-11.45675568,-0.599141097
1400000US11001010900,22.7,3200,1360,42.5,1840,57.5,3110,97.2,808,304,504,40.1,43.4,38.1,46.9,56.6,41.1,8.8,0,14.1,4.2,0,6.7,96.1,100,93.6,14.7,11.7,16.6,89.6,100,79.5,14,0,27.7,920,39.1,275,11.7,1160,49.3,1394,0,0,0,0,0,0,0,0,0,0,0,0,0,17,51,0,0,29,0,12,0,0,0,0,925,0,0,12,0,33,21,321,144,109,1017,1480,48.4,426,35.1,1054,57.3,28519,0,21,0,1000,-4.786429022,-5.65161377,-7.005462451,,-4.053579657,-11.02416134,-0.960842557
1400000US11001011000,45.9,4528,2112,46.6,2416,53.4,1992,44,483,391,92,15.1,13.8,20.7,50.3,62.1,0,30.4,18.9,79.3,4.1,5.1,0,88.3,100,82.2,54,40.4,61.1,99.3,98.4,100,77.7,74.3,80.5,2420,58.3,199,4.8,1253,30.2,2229,0,0,0,0,19,0,0,0,0,0,22,0,0,109,59,51,217,303,335,420,99,190,0,50,1128,15,0,50,140,0,18,79,122,1874,709,708,17.4,294,17.1,414,17.7,79297,6,106,0,2424,-4.821833038,-5.72994089,-9.698161966,,0.155042091,-4.273876773,-4.953446145
