OBJECTID,GEO.id,acsma,acsmpp,acsfpp,acsaapp
516,1400000US51510200102,31.1,55.6,44.4,22.0
517,1400000US51510200104,28.2,48.1,51.9,29.5
518,1400000US51510200105,37.7,57.0,43.0,60.6
519,1400000US51510200106,50.5,40.9,59.1,20.5
520,1400000US51510200201,36.8,49.7,50.3,20.6
521,1400000US51510200202,50.2,41.9,58.1,6.7
522,1400000US51510200302,36.2,43.4,56.6,27.2
523,1400000US51510200303,36.8,45.7,54.3,27.6
524,1400000US51510200403,35.2,54.8,45.2,19.8
525,1400000US51510200404,39.2,44.6,55.4,4.5
526,1400000US51510200406,30.4,49.2,50.8,43.3
527,1400000US51510200407,44.6,43.4,56.6,12.4
528,1400000US51510200703,34.7,53.3,46.7,35.6
529,1400000US51510200801,40.4,50.4,49.6,14.9
530,1400000US51510200802,33.9,52.5,47.5,10.3
531,1400000US51510201000,39.5,41.7,58.3,4.6
532,1400000US51510201100,38.7,45.6,54.4,4.1
533,1400000US51510201202,31.1,55.1,44.9,18.1
534,1400000US51510201203,29.5,53.6,46.4,13.7
535,,,,,
536,,,,,
537,,,,,
538,,,,,
539,1400000US51610500100,44.6,52.7,47.3,1.9
540,1400000US51610500200,35.9,44.0,56.0,8.6
541,1400000US51059420400,33.5,51.3,48.7,11.2
542,1400000US51059482002,42.4,50.8,49.2,5.6
543,1400000US24031700105,33.5,48.4,51.6,25.0
544,1400000US24031700304,35.1,50.3,49.7,14.7
545,1400000US24031700607,39.8,48.8,51.2,4.6
546,1400000US24031700611,34.6,47.4,52.6,16.9
547,1400000US24031700710,37.3,52.9,47.1,14.1
548,1400000US24031700718,39.2,48.9,51.1,10.5
549,1400000US24031700723,76.2,39.6,60.4,15.9
550,1400000US24031700815,31.0,49.8,50.2,29.7
551,1400000US24031700820,31.9,52.4,47.6,24.7
552,1400000US24031700824,42.9,49.9,50.1,5.3
553,1400000US24033803001,35.6,45.8,54.2,83.9
554,1400000US24033803002,37.1,45.6,54.4,98.2
555,1400000US24033803100,39.4,46.4,53.6,91.9
556,1400000US24033803200,31.8,51.3,48.7,97.7
557,1400000US24033803512,35.6,43.7,56.3,89.8
558,1400000US24033803519,30.7,40.6,59.4,87.4
559,1400000US24033803525,29.2,46.8,53.2,77.5
560,1400000US24033803613,35.8,50.4,49.6,68.8
561,1400000US24033804001,29.6,47.7,52.3,87.1
562,1400000US24033804400,33.2,46.4,53.6,39.9
563,1400000US24033804900,49.5,36.7,63.3,81.4
564,1400000US24033805601,28.7,71.3,28.7,6.7
565,1400000US24033805904,35.5,52.0,48.0,36.6
566,1400000US24033806200,37.2,49.6,50.4,33.8
567,1400000US24033806602,29.5,48.0,52.0,48.6
568,1400000US24033806712,35.2,48.4,51.6,61.9
569,1400000US24033807304,36.1,58.0,42.0,19.2
570,1400000US24031700826,39.5,42.4,57.6,5.9
571,1400000US24031700828,41.4,41.8,58.2,1.4
572,1400000US24031700829,38.3,45.4,54.6,7.0
573,1400000US24031700830,30.1,42.7,57.3,15.2
574,1400000US24031700901,46.3,42.2,57.8,9.3
575,1400000US24031701002,44.9,47.0,53.0,1.6
576,1400000US24031701102,37.8,51.6,48.4,6.8
577,1400000US24031701210,47.5,48.1,51.9,0.8
578,1400000US24031701215,38.5,42.5,57.5,8.2
579,1400000US24031701304,43.8,46.7,53.3,4.4
580,1400000US24031701313,39.3,52.3,47.7,8.8
581,1400000US24031701409,42.3,45.5,54.5,21.0
582,1400000US24031701422,29.7,46.8,53.2,82.9
583,1400000US24031701508,32.1,38.4,61.6,72.4
584,1400000US24031701601,29.5,46.5,53.5,21.2
585,1400000US24031701900,30.2,56.9,43.1,12.6
586,1400000US24031702102,40.6,47.2,52.8,2.9
587,1400000US24031702500,33.0,47.8,52.2,49.1
588,1400000US24031703201,42.2,49.5,50.5,8.8
589,1400000US24031703209,31.9,42.6,57.4,19.6
590,1400000US24031703218,81.8,34.1,65.9,1.8
591,1400000US24031703301,36.6,50.7,49.3,7.5
592,1400000US24031703402,35.8,51.8,48.2,13.3
593,1400000US24031703602,41.6,47.0,53.0,8.9
594,1400000US24031703902,33.8,51.0,49.0,21.4
595,1400000US24031704403,52.2,40.5,59.5,4.0
596,1400000US24031704804,34.0,41.5,58.5,7.4
597,1400000US24031705300,49.2,48.2,51.8,0.0
598,1400000US24031705601,41.3,44.7,55.3,2.8
599,1400000US24031705602,42.9,42.6,57.4,2.8
600,1400000US24031705701,38.8,44.5,55.5,1.6
601,1400000US24031705901,46.5,45.6,54.4,1.6
602,1400000US24031706011,45.2,49.0,51.0,2.5
603,1400000US24033800106,36.7,47.1,52.9,44.7
604,1400000US24033800209,30.0,50.9,49.1,65.8
605,1400000US24033800214,29.6,47.7,52.3,62.2
606,1400000US24033800408,38.9,51.4,48.6,66.4
607,1400000US24033800413,34.8,48.1,51.9,74.6
608,1400000US24033800514,33.7,50.9,49.1,72.4
609,1400000US24033800519,36.9,49.3,50.7,54.1
610,1400000US24033800704,32.2,39.9,60.1,77.0
611,1400000US24033801005,39.5,44.8,55.2,81.3
612,1400000US24033801006,36.5,47.8,52.2,81.9
613,1400000US24033801209,35.8,41.6,58.4,84.4
614,1400000US24033801216,45.1,53.2,46.8,71.3
615,1400000US24033801308,38.3,49.9,50.1,81.1
616,1400000US24033801313,40.6,48.1,51.9,90.4
617,1400000US24033801409,41.7,48.4,51.6,67.9
618,1400000US24033801702,29.7,44.8,55.2,90.7
619,1400000US24033801801,28.9,38.3,61.7,91.4
620,1400000US24033801805,39.5,53.0,47.0,93.7
621,1400000US24033802104,36.7,44.9,55.1,88.7
622,1400000US24033802203,36.5,46.9,53.1,86.9
623,1400000US24033802406,37.3,46.2,53.8,87.8
624,1400000US24033802600,31.4,51.3,48.7,90.2
625,1400000US24031700308,32.2,48.0,52.0,18.3
626,1400000US24031700309,30.6,49.0,51.0,26.9
627,1400000US24031700310,31.9,48.3,51.7,19.1
628,1400000US24031700311,36.0,52.1,47.9,11.7
629,1400000US24031700312,32.8,54.1,45.9,14.7
630,1400000US24031700400,46.3,53.2,46.8,1.8
631,1400000US24031700500,42.0,49.1,50.9,7.8
632,1400000US24031700604,43.9,50.3,49.7,6.4
633,1400000US24031700606,42.6,49.3,50.7,1.0
634,1400000US24031700608,42.0,49.8,50.2,6.5
635,1400000US24031700610,39.5,47.0,53.0,9.8
636,1400000US24031700613,37.2,51.2,48.8,11.1
637,1400000US24031700614,36.5,49.7,50.3,19.2
638,1400000US24031700615,40.4,49.3,50.7,12.8
639,1400000US24031700616,43.1,46.2,53.8,4.3
640,1400000US24031700704,35.3,49.8,50.2,3.6
641,1400000US24031700706,30.5,45.7,54.3,24.1
642,1400000US24031700711,34.7,46.0,54.0,12.8
643,1400000US24031700713,29.7,51.0,49.0,28.1
644,1400000US24031700715,37.1,49.3,50.7,19.5
645,1400000US24031700716,33.5,49.6,50.4,16.0
646,1400000US24031700717,34.0,51.8,48.2,13.0
647,1400000US24031700719,30.9,51.1,48.9,16.3
648,1400000US24031700720,32.5,49.6,50.4,18.2
649,1400000US24031700721,32.6,44.5,55.5,26.9
650,1400000US24031700722,31.3,51.9,48.1,28.2
651,1400000US24031700724,32.7,49.9,50.1,11.4
652,1400000US24031700810,36.1,47.6,52.4,27.1
653,1400000US24031700811,31.2,43.9,56.1,34.8
654,1400000US24031700812,40.3,49.1,50.9,11.2
655,1400000US24031700101,44.4,51.7,48.3,7.2
656,1400000US24031700103,43.6,48.7,51.3,10.4
657,1400000US24031700104,39.8,46.7,53.3,16.7
658,1400000US24031700204,45.8,48.2,51.8,0.0
659,1400000US24031700205,39.6,48.4,51.6,2.8
660,1400000US24031700206,37.8,46.7,53.3,6.5
661,1400000US24031700207,32.2,47.7,52.3,19.2
662,1400000US24031700208,39.3,47.2,52.8,3.8
663,1400000US24031700306,35.4,47.7,52.3,20.0
664,1400000US24031700813,33.6,50.9,49.1,26.5
665,1400000US24031700816,31.8,48.5,51.5,13.1
666,1400000US24031700817,34.8,44.4,55.6,12.5
667,1400000US24031700818,28.8,52.9,47.1,28.7
668,1400000US24031700819,32.8,49.4,50.6,23.4
669,1400000US24031700822,37.3,37.0,63.0,8.3
670,1400000US24031700823,40.8,49.0,51.0,5.3
671,1400000US24033803300,33.8,45.4,54.6,89.4
672,1400000US24033803401,30.9,46.4,53.6,86.8
673,1400000US24033803402,30.4,42.0,58.0,90.1
674,1400000US24033803508,27.4,43.2,56.8,88.4
675,1400000US24033803509,26.0,47.8,52.2,95.1
676,1400000US24033803513,32.0,44.1,55.9,89.9
677,1400000US24033803514,35.3,39.7,60.3,94.8
678,1400000US24033803516,33.7,44.1,55.9,83.4
679,1400000US24033806711,36.2,46.1,53.9,69.8
680,1400000US24033806713,28.7,42.5,57.5,67.1
681,1400000US24033806714,31.7,56.0,44.0,66.6
682,1400000US24033806800,34.7,51.7,48.3,13.1
683,1400000US24033806900,35.4,44.7,55.3,12.7
684,1400000US24033807000,25.6,54.3,45.7,14.5
685,1400000US24033807102,31.2,56.8,43.2,24.8
686,1400000US24033807200,19.6,49.6,50.4,11.9
687,1400000US24033807301,28.1,51.5,48.5,28.3
688,1400000US24033807305,31.6,51.7,48.3,39.8
689,1400000US24033807404,34.7,51.9,48.1,24.3
690,1400000US24033807407,33.2,48.4,51.6,40.6
691,1400000US24033807408,42.1,49.5,50.5,24.7
692,1400000US24033807409,30.3,52.7,47.3,48.9
693,1400000US24033807410,33.1,51.3,48.7,55.2
694,1400000US24033803520,40.7,43.5,56.5,89.4
695,1400000US24033803521,38.1,37.0,63.0,84.6
696,1400000US24033803522,37.9,43.5,56.5,92.0
697,1400000US24033803523,46.5,42.4,57.6,76.2
698,1400000US24033803524,35.0,45.5,54.5,91.0
699,1400000US24033803526,40.6,48.5,51.5,89.9
700,1400000US24033803527,38.5,45.2,54.8,93.0
701,1400000US24033803601,43.7,44.9,55.1,89.5
702,1400000US24033803602,32.5,39.4,60.6,93.8
703,1400000US24033803605,31.1,48.5,51.5,55.0
704,1400000US24033803606,35.2,50.8,49.2,41.1
705,1400000US24033803608,38.7,46.6,53.4,67.5
706,1400000US24033803610,31.0,49.0,51.0,51.7
707,1400000US24033803612,30.0,43.1,56.9,82.0
708,1400000US24033803700,30.3,51.3,48.7,40.3
709,1400000US24033803801,32.7,50.0,50.0,53.9
710,1400000US24033803803,29.6,52.8,47.2,59.0
711,1400000US24033803900,24.9,54.7,45.3,30.0
712,1400000US24033804002,31.1,52.0,48.0,35.1
713,1400000US24033804101,33.1,53.0,47.0,71.2
714,1400000US24033804102,30.2,43.2,56.8,63.0
715,1400000US24033804200,41.6,47.5,52.5,37.2
716,1400000US24033804300,29.3,47.1,52.9,61.2
717,1400000US24033804600,30.4,48.5,51.5,36.4
718,1400000US24033804700,39.4,52.9,47.1,40.4
719,1400000US24033804801,35.8,52.1,47.9,79.9
720,1400000US24033804802,30.5,50.2,49.8,63.3
721,1400000US24033805000,33.5,38.5,61.5,59.3
722,1400000US24033805101,30.7,55.3,44.7,37.9
723,1400000US24033805201,30.6,47.9,52.1,51.3
724,1400000US24033805202,30.5,53.8,46.2,69.3
725,1400000US24033805500,35.3,52.6,47.4,36.4
726,1400000US24033805602,27.4,69.3,30.7,8.5
727,1400000US24033805700,33.2,55.4,44.6,29.7
728,1400000US24033805801,29.5,51.5,48.5,32.3
729,1400000US24033805802,26.7,55.4,44.6,33.3
730,1400000US24033805906,26.6,52.1,47.9,34.2
731,1400000US24033805907,28.7,47.3,52.7,52.8
732,1400000US24033805908,33.6,52.5,47.5,65.0
733,1400000US24033805909,27.6,53.4,46.6,48.9
734,1400000US24033806000,33.6,48.9,51.1,32.2
735,1400000US24033806100,39.4,48.3,51.7,36.9
736,1400000US24033806300,31.2,50.7,49.3,32.2
737,1400000US24033806400,43.3,50.7,49.3,7.7
738,1400000US24033806501,28.5,55.8,44.2,32.2
739,1400000US24033806601,30.4,53.8,46.2,29.1
740,1400000US24033806706,34.3,45.4,54.6,46.9
741,1400000US24033806708,37.4,43.4,56.6,30.7
742,1400000US24033806710,35.7,43.7,56.3,63.6
743,1400000US24033803607,38.8,50.3,49.7,65.3
744,1400000US24031701417,30.3,45.6,54.4,59.0
745,1400000US24033801908,32.8,45.7,54.3,97.0
746,1400000US24033807405,39.8,49.0,51.0,17.2
747,1400000US24031704502,45.2,44.9,55.1,0.2
748,1400000US24031700832,35.9,52.2,47.8,37.5
749,1400000US24031700833,33.8,46.7,53.3,16.1
750,1400000US24031700834,30.3,52.1,47.9,31.0
751,1400000US24031700835,36.4,51.3,48.7,15.7
752,1400000US24031700902,39.5,50.4,49.6,24.1
753,1400000US24031700903,32.1,42.7,57.3,21.3
754,1400000US24031700904,36.3,49.6,50.4,2.3
755,1400000US24031700905,34.3,47.7,52.3,1.6
756,1400000US24031701001,44.1,47.0,53.0,15.3
757,1400000US24031701004,40.6,48.8,51.2,8.0
758,1400000US24031701005,41.5,46.2,53.8,3.3
759,1400000US24031701006,46.4,43.9,56.1,2.6
760,1400000US24031701007,34.2,41.6,58.4,6.1
761,1400000US24031701101,41.0,46.2,53.8,9.7
762,1400000US24031701201,32.7,48.6,51.4,6.2
763,1400000US24031701202,48.7,48.3,51.7,1.0
764,1400000US24031701205,47.3,47.5,52.5,2.3
765,1400000US24031701206,42.6,50.0,50.0,4.1
766,1400000US24031701211,37.2,46.1,53.9,9.6
767,1400000US24031701212,45.6,50.5,49.5,12.8
768,1400000US24031701213,41.8,44.4,55.6,2.5
769,1400000US24031701214,32.1,41.0,59.0,6.4
770,1400000US24031701216,42.5,49.5,50.5,9.9
771,1400000US24031701218,51.9,38.6,61.4,8.0
772,1400000US24031701219,35.6,49.5,50.5,21.6
773,1400000US24031701220,42.1,47.5,52.5,4.5
774,1400000US24031701221,40.6,46.9,53.1,7.9
775,1400000US24031701303,45.4,50.1,49.9,9.7
776,1400000US24031701306,42.4,45.8,54.2,6.8
777,1400000US24031701307,38.8,50.1,49.9,6.7
778,1400000US24031701308,44.3,54.2,45.8,14.0
779,1400000US24031701312,39.7,46.3,53.7,8.6
780,1400000US24031701314,38.0,47.2,52.8,12.8
781,1400000US24031701315,37.8,47.2,52.8,14.0
782,1400000US24031701316,45.4,44.5,55.5,14.3
783,1400000US24031701317,42.9,49.8,50.2,7.3
784,1400000US24031701408,45.1,51.2,48.8,18.2
785,1400000US24031701410,33.5,44.4,55.6,51.3
786,1400000US24031701414,41.5,44.0,56.0,38.4
787,1400000US24031701415,43.0,44.0,56.0,35.6
788,1400000US24031701418,36.2,50.8,49.2,38.3
789,1400000US24031701420,59.1,47.7,52.3,28.5
790,1400000US24031701421,28.1,40.7,59.3,77.4
791,1400000US24031701423,32.4,43.8,56.2,46.5
792,1400000US24031701503,42.9,50.8,49.2,35.3
793,1400000US24031701505,34.1,47.4,52.6,34.3
794,1400000US24031701506,45.3,47.8,52.2,26.0
795,1400000US24031701507,45.5,50.0,50.0,24.8
796,1400000US24031701509,34.3,46.8,53.2,41.4
797,1400000US24031701602,30.3,51.9,48.1,22.9
798,1400000US24031701701,39.4,48.3,51.7,23.4
799,1400000US24031701702,27.4,44.6,55.4,48.8
800,1400000US24031701703,39.4,44.6,55.4,41.9
801,1400000US24031701704,38.4,47.9,52.1,27.3
802,1400000US24031701800,41.7,50.5,49.5,38.0
803,1400000US24031702000,31.6,53.1,46.9,22.8
804,1400000US24031702101,33.3,51.6,48.4,40.3
805,1400000US24031701407,45.3,50.5,49.5,24.2
806,1400000US24031702200,39.5,48.7,51.3,11.7
807,1400000US24031702301,32.1,49.9,50.1,27.0
808,1400000US24031702302,36.0,47.5,52.5,28.1
809,1400000US24031702401,41.3,43.6,56.4,21.0
810,1400000US24031702402,35.5,49.3,50.7,37.9
811,1400000US24031702601,30.5,47.8,52.2,42.1
812,1400000US24031702602,29.5,45.3,54.7,31.0
813,1400000US24031702700,40.1,48.9,51.1,24.4
814,1400000US24031702800,40.3,50.4,49.6,26.4
815,1400000US24031702900,43.6,46.9,53.1,16.0
816,1400000US24031703000,36.4,49.0,51.0,16.4
817,1400000US24031703100,38.6,50.1,49.9,13.6
818,1400000US24031703202,44.1,50.0,50.0,8.5
819,1400000US24031703206,38.4,52.1,47.9,27.1
820,1400000US24031703207,29.5,49.2,50.8,31.0
821,1400000US24031703208,44.1,47.3,52.7,17.5
822,1400000US24031703210,39.2,49.6,50.4,19.9
823,1400000US24031703212,38.7,46.4,53.6,35.1
824,1400000US24031703213,29.6,46.6,53.4,49.5
825,1400000US24031703214,33.0,50.1,49.9,52.5
826,1400000US24031703215,38.9,48.5,51.5,30.5
827,1400000US24031703216,68.2,41.8,58.2,21.8
828,1400000US24031703219,79.0,33.9,66.1,9.0
829,1400000US24031703220,41.8,42.7,57.3,33.7
830,1400000US24031703221,38.8,48.3,51.7,26.1
831,1400000US24031703302,32.8,48.5,51.5,9.7
832,1400000US24031703401,35.5,49.3,50.7,11.9
833,1400000US24031703403,35.7,53.6,46.4,12.7
834,1400000US24031703404,33.0,51.9,48.1,15.3
835,1400000US24031703501,35.7,50.9,49.1,23.1
836,1400000US24031703502,37.1,48.1,51.9,10.0
837,1400000US24031703601,38.5,40.1,59.9,10.2
838,1400000US24031703701,35.4,53.5,46.5,4.3
839,1400000US24031703702,37.9,51.0,49.0,12.7
840,1400000US24031703800,32.4,47.0,53.0,30.9
841,1400000US24031703901,37.9,47.4,52.6,12.9
842,1400000US24031704000,37.3,45.1,54.9,23.7
843,1400000US24031704100,44.6,46.1,53.9,3.8
844,1400000US24031704200,44.2,50.3,49.7,6.6
845,1400000US24031704300,38.9,44.7,55.3,6.4
846,1400000US24031704401,47.8,49.1,50.9,11.1
847,1400000US24031704404,43.4,49.2,50.8,4.5
848,1400000US24031704501,42.8,46.9,53.1,3.7
849,1400000US24031704503,38.0,53.8,46.2,0.2
850,1400000US24031704600,39.7,48.5,51.5,4.5
851,1400000US24031704700,44.1,48.3,51.7,1.4
852,1400000US24031704803,35.7,38.8,61.2,7.5
853,1400000US24031704805,45.2,41.9,58.1,18.1
854,1400000US24031704806,31.5,53.0,47.0,2.2
855,1400000US24031705000,37.2,53.2,46.8,3.8
856,1400000US24031705100,45.9,45.7,54.3,4.0
857,1400000US24031705200,45.9,47.9,52.1,4.4
858,1400000US24031705400,44.4,48.3,51.7,1.1
859,1400000US24031705501,57.4,37.0,63.0,3.8
860,1400000US24031705502,46.7,51.4,48.6,1.7
861,1400000US24031705702,46.6,48.8,51.2,0.0
862,1400000US24031705800,45.6,47.9,52.1,1.2
863,1400000US24031705902,45.2,47.1,52.9,6.1
864,1400000US24031705903,43.6,48.5,51.5,0.2
865,1400000US24031706005,48.1,49.3,50.7,6.5
866,1400000US24031706007,48.3,46.2,53.8,2.2
867,1400000US24031706008,46.1,48.1,51.9,6.3
868,1400000US24031706009,46.2,50.2,49.8,6.3
869,1400000US24031706010,43.0,45.9,54.1,17.2
870,1400000US24031706012,45.9,40.4,59.6,13.5
871,1400000US24031706013,44.7,49.2,50.8,8.9
872,1400000US24033800102,38.9,48.0,52.0,42.3
873,1400000US24033800103,33.5,54.5,45.5,33.1
874,1400000US24033800105,34.9,46.8,53.2,50.7
875,1400000US24033800108,31.1,40.6,59.4,55.0
876,1400000US24033800109,29.0,45.8,54.2,43.5
877,1400000US24033800203,39.5,49.5,50.5,14.7
878,1400000US24033800206,32.7,48.1,51.9,63.3
879,1400000US24033800208,31.9,48.5,51.5,45.4
880,1400000US24033800210,28.4,55.2,44.8,59.0
881,1400000US24033800211,36.3,50.1,49.9,68.5
882,1400000US24033800212,41.8,37.3,62.7,52.8
883,1400000US24033800213,34.0,46.2,53.8,51.6
884,1400000US24033800215,32.2,41.8,58.2,65.1
885,1400000US24033800401,42.7,47.9,52.1,18.7
886,1400000US24033800402,42.8,48.5,51.5,18.5
887,1400000US24033800403,40.0,49.4,50.6,36.2
888,1400000US24033800409,39.6,50.2,49.8,53.6
889,1400000US24033800410,26.0,45.6,54.4,59.7
890,1400000US24033800411,39.6,51.2,48.8,64.3
891,1400000US24033800412,35.1,44.9,55.1,64.5
892,1400000US24033800504,38.5,46.5,53.5,19.2
893,1400000US24033800505,38.7,49.7,50.3,17.3
894,1400000US24033800507,37.9,50.6,49.4,56.5
895,1400000US24033800509,44.1,43.0,57.0,93.2
896,1400000US24033800511,36.7,45.4,54.6,56.6
897,1400000US24033800513,38.8,51.5,48.5,38.4
898,1400000US24033800515,37.8,42.7,57.3,56.1
899,1400000US24033800516,38.9,51.0,49.0,48.2
900,1400000US24033800517,41.4,46.2,53.8,89.8
901,1400000US24033800518,40.2,49.6,50.4,84.7
902,1400000US24033800520,33.9,41.5,58.5,79.0
903,1400000US24033800601,41.4,51.6,48.4,86.6
904,1400000US24033800604,28.3,42.3,57.7,92.0
905,1400000US24033800605,34.3,56.0,44.0,83.0
906,1400000US24033800606,37.6,46.6,53.4,84.9
907,1400000US24033800607,41.6,43.8,56.2,81.7
908,1400000US24033800608,36.8,46.4,53.6,92.8
909,1400000US24033800701,39.9,51.8,48.2,85.6
910,1400000US24033800705,39.9,50.1,49.9,82.5
911,1400000US24033800706,41.1,47.7,52.3,86.8
912,1400000US24033800707,50.0,45.0,55.0,76.9
913,1400000US24033800800,46.2,54.8,45.2,30.1
914,1400000US24033800900,43.9,50.3,49.7,49.0
915,1400000US24033801003,39.0,48.3,51.7,65.0
916,1400000US24033801004,38.6,50.3,49.7,72.8
917,1400000US24033801104,25.0,55.8,44.2,19.0
918,1400000US24033801207,40.4,44.6,55.4,77.0
919,1400000US24033801208,40.2,48.4,51.6,79.7
920,1400000US24033801210,38.6,42.3,57.7,83.2
921,1400000US24033801211,39.6,47.4,52.6,77.0
922,1400000US24033801212,42.7,49.3,50.7,80.5
923,1400000US24033801213,41.5,47.0,53.0,78.5
924,1400000US24033801214,44.5,45.4,54.6,69.1
925,1400000US24033801215,33.8,46.4,53.6,79.3
926,1400000US24033801217,42.9,44.8,55.2,83.2
927,1400000US24033801302,44.9,53.8,46.2,47.2
928,1400000US24033801305,36.6,46.9,53.1,70.9
929,1400000US24033801307,48.6,44.4,55.6,78.3
930,1400000US24033801309,44.9,48.6,51.4,57.1
931,1400000US24033801310,39.9,51.8,48.2,76.6
932,1400000US24033801311,37.5,46.8,53.2,76.5
933,1400000US24033801312,44.7,48.1,51.9,72.2
934,1400000US24033801404,40.6,51.9,48.1,67.7
935,1400000US24033801405,35.1,44.4,55.6,42.7
936,1400000US24033801406,37.0,39.9,60.1,81.9
937,1400000US24033801407,40.4,46.5,53.5,90.1
938,1400000US24033801408,39.9,36.9,63.1,87.5
939,1400000US24033801410,42.0,51.3,48.7,67.3
940,1400000US24033801411,40.6,48.2,51.8,53.9
941,1400000US24033801500,41.9,47.4,52.6,72.1
942,1400000US24033801600,34.7,49.5,50.5,93.0
943,1400000US24033801701,34.1,45.9,54.1,90.5
944,1400000US24033801704,31.0,47.7,52.3,87.4
945,1400000US24033801706,34.7,42.4,57.6,82.0
946,1400000US24033801707,33.0,44.4,55.6,90.8
947,1400000US24033801708,34.4,45.4,54.6,89.0
948,1400000US24033801802,32.5,48.1,51.9,97.8
949,1400000US24033801804,45.7,52.0,48.0,85.2
950,1400000US24033801807,34.2,48.0,52.0,93.1
951,1400000US24033801808,36.6,49.7,50.3,87.5
952,1400000US24033801901,42.6,48.6,51.4,78.2
953,1400000US24033801904,35.3,52.2,47.8,63.2
954,1400000US24033801905,36.7,47.0,53.0,80.2
955,1400000US24033801906,36.0,51.6,48.4,73.6
956,1400000US24033801907,40.0,46.3,53.7,92.1
957,1400000US24033802001,30.1,45.1,54.9,85.3
958,1400000US24033802002,36.3,43.0,57.0,93.6
959,1400000US24033802103,39.1,44.1,55.9,84.3
960,1400000US24033802106,28.5,46.9,53.1,95.9
961,1400000US24033802107,26.0,47.1,52.9,98.4
962,1400000US24033802201,38.4,41.8,58.2,69.5
963,1400000US24033802204,42.2,41.4,58.6,90.6
964,1400000US24033802301,39.6,47.4,52.6,86.3
965,1400000US24033802404,26.5,39.4,60.6,91.6
966,1400000US24033802405,38.0,44.9,55.1,90.9
967,1400000US24033802407,34.9,42.6,57.4,91.0
968,1400000US24033802408,34.7,51.7,48.3,81.4
969,1400000US24033802501,35.0,50.1,49.9,91.0
970,1400000US24033802502,36.1,55.2,44.8,80.8
971,1400000US24033802700,37.9,45.9,54.1,87.8
972,1400000US24033802803,33.5,44.2,55.8,90.8
973,1400000US24033802804,36.1,45.1,54.9,97.8
974,1400000US24033802805,35.1,46.1,53.9,95.6
975,1400000US24033802901,35.3,48.4,51.6,89.7
