GEO.id,GEO.id2,GEO.display-label,VD01,
Id,Id2,Geography,Median household income in 1999,
1400000US24031702602,24031702602,"Census Tract 7026.02, Montgomery County, Maryland",48930,64049.37
1400000US24031702700,24031702700,"Census Tract 7027, Montgomery County, Maryland",55379,72491.11
1400000US24031702800,24031702800,"Census Tract 7028, Montgomery County, Maryland",57171,74836.84
1400000US24031702900,24031702900,"Census Tract 7029, Montgomery County, Maryland",82457,107936.21
1400000US24031703000,24031703000,"Census Tract 7030, Montgomery County, Maryland",72500,94902.50
1400000US24031703100,24031703100,"Census Tract 7031, Montgomery County, Maryland",63808,83524.67
1400000US24031703201,24031703201,"Census Tract 7032.01, Montgomery County, Maryland",80573,105470.06
1400000US24031703202,24031703202,"Census Tract 7032.02, Montgomery County, Maryland",85964,112526.88
1400000US24031703203,24031703203,"Census Tract 7032.03, Montgomery County, Maryland",46079,60317.41
1400000US24031703206,24031703206,"Census Tract 7032.06, Montgomery County, Maryland",69821,91395.69
1400000US24031703207,24031703207,"Census Tract 7032.07, Montgomery County, Maryland",56719,74245.17
1400000US24031703208,24031703208,"Census Tract 7032.08, Montgomery County, Maryland",91841,120219.87
1400000US24031703209,24031703209,"Census Tract 7032.09, Montgomery County, Maryland",47056,61596.30
1400000US24031703210,24031703210,"Census Tract 7032.10, Montgomery County, Maryland",70647,92476.92
1400000US24031703211,24031703211,"Census Tract 7032.11, Montgomery County, Maryland",65192,85336.33
1400000US24031703212,24031703212,"Census Tract 7032.12, Montgomery County, Maryland",76106,99622.75
1400000US24031703213,24031703213,"Census Tract 7032.13, Montgomery County, Maryland",41796,54710.96
1400000US24031703214,24031703214,"Census Tract 7032.14, Montgomery County, Maryland",42240,55292.16
1400000US24031703215,24031703215,"Census Tract 7032.15, Montgomery County, Maryland",59172,77456.15
1400000US24031703301,24031703301,"Census Tract 7033.01, Montgomery County, Maryland",65000,85085.00
1400000US24031703302,24031703302,"Census Tract 7033.02, Montgomery County, Maryland",59306,77631.55
1400000US24031703401,24031703401,"Census Tract 7034.01, Montgomery County, Maryland",56773,74315.86
1400000US24031703402,24031703402,"Census Tract 7034.02, Montgomery County, Maryland",62120,81315.08
1400000US24031703403,24031703403,"Census Tract 7034.03, Montgomery County, Maryland",59952,78477.17
1400000US24031703404,24031703404,"Census Tract 7034.04, Montgomery County, Maryland",58125,76085.63
1400000US24031703501,24031703501,"Census Tract 7035.01, Montgomery County, Maryland",45796,59946.96
1400000US24031703502,24031703502,"Census Tract 7035.02, Montgomery County, Maryland",60893,79708.94
1400000US24031703601,24031703601,"Census Tract 7036.01, Montgomery County, Maryland",68652,89865.47
1400000US24031703602,24031703602,"Census Tract 7036.02, Montgomery County, Maryland",77301,101187.01
1400000US24031703701,24031703701,"Census Tract 7037.01, Montgomery County, Maryland",60227,78837.14
1400000US24031703702,24031703702,"Census Tract 7037.02, Montgomery County, Maryland",60395,79057.06
1400000US24031703800,24031703800,"Census Tract 7038, Montgomery County, Maryland",46992,61512.53
1400000US24031703901,24031703901,"Census Tract 7039.01, Montgomery County, Maryland",73911,96749.50
1400000US24031703902,24031703902,"Census Tract 7039.02, Montgomery County, Maryland",57326,75039.73
1400000US24031704000,24031704000,"Census Tract 7040, Montgomery County, Maryland",53186,69620.47
1400000US24031704100,24031704100,"Census Tract 7041, Montgomery County, Maryland",114602,150014.02
1400000US24031704200,24031704200,"Census Tract 7042, Montgomery County, Maryland",76716,100421.24
1400000US24031704300,24031704300,"Census Tract 7043, Montgomery County, Maryland",97025,127005.73
1400000US24031704401,24031704401,"Census Tract 7044.01, Montgomery County, Maryland",96980,126946.82
1400000US24031704402,24031704402,"Census Tract 7044.02, Montgomery County, Maryland",84161,110166.75
1400000US24031704501,24031704501,"Census Tract 7045.01, Montgomery County, Maryland",90562,118545.66
1400000US24031704502,24031704502,"Census Tract 7045.02, Montgomery County, Maryland",126831,166021.78
1400000US24031704503,24031704503,"Census Tract 7045.03, Montgomery County, Maryland",109765,143682.39
1400000US24031704600,24031704600,"Census Tract 7046, Montgomery County, Maryland",92754,121414.99
1400000US24031704700,24031704700,"Census Tract 7047, Montgomery County, Maryland",156565,204943.59
1400000US24031704801,24031704801,"Census Tract 7048.01, Montgomery County, Maryland",53667,70250.10
1400000US24031704802,24031704802,"Census Tract 7048.02, Montgomery County, Maryland",59110,77374.99
1400000US24031705000,24031705000,"Census Tract 7050, Montgomery County, Maryland",83179,108881.31
1400000US24031705100,24031705100,"Census Tract 7051, Montgomery County, Maryland",112224,146901.22
1400000US24031705200,24031705200,"Census Tract 7052, Montgomery County, Maryland",156623,205019.51
1400000US24031705300,24031705300,"Census Tract 7053, Montgomery County, Maryland","200,000+",#VALUE!
1400000US24031705400,24031705400,"Census Tract 7054, Montgomery County, Maryland",160331,209873.28
1400000US24031705500,24031705500,"Census Tract 7055, Montgomery County, Maryland",94221,123335.29
1400000US24031705601,24031705601,"Census Tract 7056.01, Montgomery County, Maryland",113956,149168.40
1400000US24031705602,24031705602,"Census Tract 7056.02, Montgomery County, Maryland",61912,81042.81
1400000US24031705701,24031705701,"Census Tract 7057.01, Montgomery County, Maryland",114855,150345.20
1400000US24031705702,24031705702,"Census Tract 7057.02, Montgomery County, Maryland",130972,171442.35
1400000US24031705800,24031705800,"Census Tract 7058, Montgomery County, Maryland",124487,162953.48
1400000US24031705901,24031705901,"Census Tract 7059.01, Montgomery County, Maryland",146968,192381.11
1400000US24031705902,24031705902,"Census Tract 7059.02, Montgomery County, Maryland",145278,190168.90
1400000US24031705903,24031705903,"Census Tract 7059.03, Montgomery County, Maryland",131798,172523.58
1400000US24031706003,24031706003,"Census Tract 7060.03, Montgomery County, Maryland",126297,165322.77
1400000US24031706004,24031706004,"Census Tract 7060.04, Montgomery County, Maryland",71836,94033.32
1400000US24031706005,24031706005,"Census Tract 7060.05, Montgomery County, Maryland",172620,225959.58
1400000US24031706007,24031706007,"Census Tract 7060.07, Montgomery County, Maryland",155373,203383.26
1400000US24031706008,24031706008,"Census Tract 7060.08, Montgomery County, Maryland","200,000+",#VALUE!
1400000US24031706009,24031706009,"Census Tract 7060.09, Montgomery County, Maryland",161535,211449.32
1400000US24033800102,24033800102,"Census Tract 8001.02, Prince George's County, Maryland",37094,48556.05
1400000US24033800103,24033800103,"Census Tract 8001.03, Prince George's County, Maryland",35979,47096.51
1400000US24033800105,24033800105,"Census Tract 8001.05, Prince George's County, Maryland",59152,77429.97
1400000US24033800106,24033800106,"Census Tract 8001.06, Prince George's County, Maryland",60847,79648.72
1400000US24033800107,24033800107,"Census Tract 8001.07, Prince George's County, Maryland",44140,57779.26
1400000US24033800202,24033800202,"Census Tract 8002.02, Prince George's County, Maryland",61336,80288.82
1400000US24033800203,24033800203,"Census Tract 8002.03, Prince George's County, Maryland",83663,109514.87
1400000US24033800206,24033800206,"Census Tract 8002.06, Prince George's County, Maryland",57578,75369.60
1400000US24033800207,24033800207,"Census Tract 8002.07, Prince George's County, Maryland",52797,69111.27
1400000US24033800208,24033800208,"Census Tract 8002.08, Prince George's County, Maryland",76607,100278.56
1400000US24033800209,24033800209,"Census Tract 8002.09, Prince George's County, Maryland",40513,53031.52
1400000US24033800210,24033800210,"Census Tract 8002.10, Prince George's County, Maryland",44522,58279.30
1400000US24033800211,24033800211,"Census Tract 8002.11, Prince George's County, Maryland",42391,55489.82
1400000US24033800401,24033800401,"Census Tract 8004.01, Prince George's County, Maryland",77591,101566.62
1400000US24033800402,24033800402,"Census Tract 8004.02, Prince George's County, Maryland",74174,97093.77
1400000US24033800403,24033800403,"Census Tract 8004.03, Prince George's County, Maryland",74013,96883.02
1400000US24033800406,24033800406,"Census Tract 8004.06, Prince George's County, Maryland",82703,108258.23
1400000US24033800407,24033800407,"Census Tract 8004.07, Prince George's County, Maryland",58277,76284.59
1400000US24033800408,24033800408,"Census Tract 8004.08, Prince George's County, Maryland",86236,112882.92
1400000US24033800409,24033800409,"Census Tract 8004.09, Prince George's County, Maryland",90335,118248.52
1400000US24033800503,24033800503,"Census Tract 8005.03, Prince George's County, Maryland",80040,104772.36
1400000US24033800504,24033800504,"Census Tract 8005.04, Prince George's County, Maryland",73798,96601.58
1400000US24033800505,24033800505,"Census Tract 8005.05, Prince George's County, Maryland",72148,94441.73
1400000US24033800507,24033800507,"Census Tract 8005.07, Prince George's County, Maryland",76721,100427.79
1400000US24033800508,24033800508,"Census Tract 8005.08, Prince George's County, Maryland",107614,140866.73
1400000US24033800509,24033800509,"Census Tract 8005.09, Prince George's County, Maryland",92078,120530.10
1400000US24033800510,24033800510,"Census Tract 8005.10, Prince George's County, Maryland",67185,87945.17
1400000US24033800511,24033800511,"Census Tract 8005.11, Prince George's County, Maryland",74884,98023.16
1400000US24033800512,24033800512,"Census Tract 8005.12, Prince George's County, Maryland",77434,101361.11
1400000US24033800601,24033800601,"Census Tract 8006.01, Prince George's County, Maryland",69792,91357.73
1400000US24033800603,24033800603,"Census Tract 8006.03, Prince George's County, Maryland",86502,113231.12
1400000US24033800604,24033800604,"Census Tract 8006.04, Prince George's County, Maryland",72823,95325.31
1400000US24033800605,24033800605,"Census Tract 8006.05, Prince George's County, Maryland",73015,95576.64
1400000US24033800606,24033800606,"Census Tract 8006.06, Prince George's County, Maryland",57868,75749.21
1400000US24033800701,24033800701,"Census Tract 8007.01, Prince George's County, Maryland",83827,109729.54
1400000US24033800702,24033800702,"Census Tract 8007.02, Prince George's County, Maryland",78046,102162.21
1400000US24033800703,24033800703,"Census Tract 8007.03, Prince George's County, Maryland",73042,95611.98
1400000US24033800800,24033800800,"Census Tract 8008, Prince George's County, Maryland",76255,99817.80
1400000US24033800900,24033800900,"Census Tract 8009, Prince George's County, Maryland",63365,82944.79
1400000US24033801001,24033801001,"Census Tract 8010.01, Prince George's County, Maryland",59057,77305.61
1400000US24033801002,24033801002,"Census Tract 8010.02, Prince George's County, Maryland",83891,109813.32
1400000US24033801104,24033801104,"Census Tract 8011.04, Prince George's County, Maryland",44310,58001.79
1400000US24033801202,24033801202,"Census Tract 8012.02, Prince George's County, Maryland",71552,93661.57
1400000US24033801203,24033801203,"Census Tract 8012.03, Prince George's County, Maryland",73375,96047.88
1400000US24033801204,24033801204,"Census Tract 8012.04, Prince George's County, Maryland",75695,99084.76
1400000US24033801205,24033801205,"Census Tract 8012.05, Prince George's County, Maryland",60123,78701.01
1400000US24033801206,24033801206,"Census Tract 8012.06, Prince George's County, Maryland",72407,94780.76
1400000US24033801207,24033801207,"Census Tract 8012.07, Prince George's County, Maryland",72684,95143.36
1400000US24033801301,24033801301,"Census Tract 8013.01, Prince George's County, Maryland",80683,105614.05
1400000US24033801302,24033801302,"Census Tract 8013.02, Prince George's County, Maryland",74609,97663.18
1400000US24033801305,24033801305,"Census Tract 8013.05, Prince George's County, Maryland",80644,105563.00
1400000US24033801306,24033801306,"Census Tract 8013.06, Prince George's County, Maryland",77302,101188.32
1400000US24033801307,24033801307,"Census Tract 8013.07, Prince George's County, Maryland",98698,129195.68
1400000US24033801308,24033801308,"Census Tract 8013.08, Prince George's County, Maryland",89520,117181.68
1400000US24033801309,24033801309,"Census Tract 8013.09, Prince George's County, Maryland",99246,129913.01
1400000US24033801402,24033801402,"Census Tract 8014.02, Prince George's County, Maryland",56094,73427.05
1400000US24033801403,24033801403,"Census Tract 8014.03, Prince George's County, Maryland",83844,109751.80
1400000US24033801404,24033801404,"Census Tract 8014.04, Prince George's County, Maryland",55650,72845.85
1400000US24033801405,24033801405,"Census Tract 8014.05, Prince George's County, Maryland",47250,61850.25
1400000US24033801406,24033801406,"Census Tract 8014.06, Prince George's County, Maryland",56411,73842.00
1400000US24033801407,24033801407,"Census Tract 8014.07, Prince George's County, Maryland",65365,85562.79
1400000US24033801500,24033801500,"Census Tract 8015, Prince George's County, Maryland",58257,76258.41
1400000US24033801600,24033801600,"Census Tract 8016, Prince George's County, Maryland",38438,50315.34
1400000US24033801701,24033801701,"Census Tract 8017.01, Prince George's County, Maryland",49493,64786.34
1400000US24033801702,24033801702,"Census Tract 8017.02, Prince George's County, Maryland",42127,55144.24
1400000US24033801704,24033801704,"Census Tract 8017.04, Prince George's County, Maryland",35976,47092.58
1400000US24033801706,24033801706,"Census Tract 8017.06, Prince George's County, Maryland",48477,63456.39
1400000US24033801707,24033801707,"Census Tract 8017.07, Prince George's County, Maryland",42639,55814.45
1400000US24033801708,24033801708,"Census Tract 8017.08, Prince George's County, Maryland",41523,54353.61
1400000US24033801801,24033801801,"Census Tract 8018.01, Prince George's County, Maryland",42031,55018.58
1400000US24033801802,24033801802,"Census Tract 8018.02, Prince George's County, Maryland",44727,58547.64
1400000US24033801804,24033801804,"Census Tract 8018.04, Prince George's County, Maryland",67120,87860.08
1400000US24033801805,24033801805,"Census Tract 8018.05, Prince George's County, Maryland",41071,53761.94
1400000US24033801807,24033801807,"Census Tract 8018.07, Prince George's County, Maryland",43854,57404.89
1400000US24033801808,24033801808,"Census Tract 8018.08, Prince George's County, Maryland",46221,60503.29
1400000US24033801901,24033801901,"Census Tract 8019.01, Prince George's County, Maryland",74158,97072.82
1400000US24033801902,24033801902,"Census Tract 8019.02, Prince George's County, Maryland",42121,55136.39
1400000US24033801904,24033801904,"Census Tract 8019.04, Prince George's County, Maryland",51366,67238.09
1400000US24033801905,24033801905,"Census Tract 8019.05, Prince George's County, Maryland",63170,82689.53
1400000US24033801906,24033801906,"Census Tract 8019.06, Prince George's County, Maryland",49071,64233.94
1400000US24033802001,24033802001,"Census Tract 8020.01, Prince George's County, Maryland",41145,53858.81
1400000US24033802002,24033802002,"Census Tract 8020.02, Prince George's County, Maryland",52052,68136.07
1400000US24033802103,24033802103,"Census Tract 8021.03, Prince George's County, Maryland",59967,78496.80
1400000US24033802104,24033802104,"Census Tract 8021.04, Prince George's County, Maryland",44779,58615.71
1400000US24033802105,24033802105,"Census Tract 8021.05, Prince George's County, Maryland",38247,50065.32
1400000US24033802201,24033802201,"Census Tract 8022.01, Prince George's County, Maryland",50254,65782.49
1400000US24033802203,24033802203,"Census Tract 8022.03, Prince George's County, Maryland",50899,66626.79
1400000US24033802204,24033802204,"Census Tract 8022.04, Prince George's County, Maryland",66712,87326.01
1400000US24033802301,24033802301,"Census Tract 8023.01, Prince George's County, Maryland",62642,81998.38
1400000US24033802403,24033802403,"Census Tract 8024.03, Prince George's County, Maryland",36344,47574.30
1400000US24033802404,24033802404,"Census Tract 8024.04, Prince George's County, Maryland",37638,49268.14
1400000US24033802405,24033802405,"Census Tract 8024.05, Prince George's County, Maryland",44323,58018.81
1400000US24033802406,24033802406,"Census Tract 8024.06, Prince George's County, Maryland",44787,58626.18
1400000US24033802501,24033802501,"Census Tract 8025.01, Prince George's County, Maryland",40346,52812.91
1400000US24033802502,24033802502,"Census Tract 8025.02, Prince George's County, Maryland",36618,47932.96
1400000US24033802600,24033802600,"Census Tract 8026, Prince George's County, Maryland",45341,59351.37
1400000US24033802700,24033802700,"Census Tract 8027, Prince George's County, Maryland",38958,50996.02
1400000US24033802803,24033802803,"Census Tract 8028.03, Prince George's County, Maryland",45944,60140.70
1400000US24033802804,24033802804,"Census Tract 8028.04, Prince George's County, Maryland",51386,67264.27
1400000US24033802805,24033802805,"Census Tract 8028.05, Prince George's County, Maryland",49068,64230.01
1400000US24033802901,24033802901,"Census Tract 8029.01, Prince George's County, Maryland",41985,54958.37
1400000US24033803001,24033803001,"Census Tract 8030.01, Prince George's County, Maryland",47121,61681.39
1400000US24033803002,24033803002,"Census Tract 8030.02, Prince George's County, Maryland",48472,63449.85
1400000US24033803100,24033803100,"Census Tract 8031, Prince George's County, Maryland",41284,54040.76
1400000US24033803200,24033803200,"Census Tract 8032, Prince George's County, Maryland",31267,40928.50
1400000US24033803300,24033803300,"Census Tract 8033, Prince George's County, Maryland",42872,56119.45
1400000US24033803401,24033803401,"Census Tract 8034.01, Prince George's County, Maryland",30565,40009.59
1400000US24033803402,24033803402,"Census Tract 8034.02, Prince George's County, Maryland",40976,53637.58
1400000US24033803505,24033803505,"Census Tract 8035.05, Prince George's County, Maryland",69038,90370.74
1400000US24033803508,24033803508,"Census Tract 8035.08, Prince George's County, Maryland",35927,47028.44
1400000US24033803509,24033803509,"Census Tract 8035.09, Prince George's County, Maryland",29187,38205.78
1400000US24033803512,24033803512,"Census Tract 8035.12, Prince George's County, Maryland",60326,78966.73
1400000US24033803513,24033803513,"Census Tract 8035.13, Prince George's County, Maryland",57941,75844.77
1400000US24033803514,24033803514,"Census Tract 8035.14, Prince George's County, Maryland",60583,79303.15
1400000US24033803515,24033803515,"Census Tract 8035.15, Prince George's County, Maryland",83070,108738.63
1400000US24033803516,24033803516,"Census Tract 8035.16, Prince George's County, Maryland",67344,88153.30
1400000US24033803517,24033803517,"Census Tract 8035.17, Prince George's County, Maryland",95799,125400.89
1400000US24033803518,24033803518,"Census Tract 8035.18, Prince George's County, Maryland",41362,54142.86
1400000US24033803519,24033803519,"Census Tract 8035.19, Prince George's County, Maryland",49821,65215.69
1400000US24033803601,24033803601,"Census Tract 8036.01, Prince George's County, Maryland",72321,94668.19
1400000US24033803602,24033803602,"Census Tract 8036.02, Prince George's County, Maryland",40156,52564.20
1400000US24033803605,24033803605,"Census Tract 8036.05, Prince George's County, Maryland",67088,87818.19
1400000US24033803606,24033803606,"Census Tract 8036.06, Prince George's County, Maryland",67008,87713.47
1400000US24033803607,24033803607,"Census Tract 8036.07, Prince George's County, Maryland",76988,100777.29
1400000US24033803608,24033803608,"Census Tract 8036.08, Prince George's County, Maryland",63059,82544.23
1400000US24033803610,24033803610,"Census Tract 8036.10, Prince George's County, Maryland",66739,87361.35
1400000US24033803612,24033803612,"Census Tract 8036.12, Prince George's County, Maryland",38478,50367.70
1400000US24033803613,24033803613,"Census Tract 8036.13, Prince George's County, Maryland",43663,57154.87
1400000US24033803700,24033803700,"Census Tract 8037, Prince George's County, Maryland",52143,68255.19
1400000US24033803801,24033803801,"Census Tract 8038.01, Prince George's County, Maryland",60375,79030.88
1400000US24033803803,24033803803,"Census Tract 8038.03, Prince George's County, Maryland",50444,66031.20
1400000US24033803900,24033803900,"Census Tract 8039, Prince George's County, Maryland",44427,58154.94
1400000US24033804001,24033804001,"Census Tract 8040.01, Prince George's County, Maryland",31103,40713.83
1400000US24033804002,24033804002,"Census Tract 8040.02, Prince George's County, Maryland",42463,55584.07
1400000US24033804101,24033804101,"Census Tract 8041.01, Prince George's County, Maryland",54135,70862.72
1400000US24033804102,24033804102,"Census Tract 8041.02, Prince George's County, Maryland",45608,59700.87
1400000US24033804200,24033804200,"Census Tract 8042, Prince George's County, Maryland",74474,97486.47
1400000US24033804300,24033804300,"Census Tract 8043, Prince George's County, Maryland",35985,47104.37
1400000US24033804400,24033804400,"Census Tract 8044, Prince George's County, Maryland",41351,54128.46
1400000US24033804600,24033804600,"Census Tract 8046, Prince George's County, Maryland",46650,61064.85
1400000US24033804700,24033804700,"Census Tract 8047, Prince George's County, Maryland",45000,58905.00
1400000US24033804800,24033804800,"Census Tract 8048, Prince George's County, Maryland",30884,40427.16
1400000US24033804900,24033804900,"Census Tract 8049, Prince George's County, Maryland",37460,49035.14
1400000US24033805000,24033805000,"Census Tract 8050, Prince George's County, Maryland",38452,50333.67
1400000US24033805101,24033805101,"Census Tract 8051.01, Prince George's County, Maryland",37094,48556.05
1400000US24033805201,24033805201,"Census Tract 8052.01, Prince George's County, Maryland",41190,53917.71
1400000US24033805202,24033805202,"Census Tract 8052.02, Prince George's County, Maryland",38447,50327.12
1400000US24033805500,24033805500,"Census Tract 8055, Prince George's County, Maryland",38004,49747.24
1400000US24033805601,24033805601,"Census Tract 8056.01, Prince George's County, Maryland",34785,45533.57
1400000US24033805602,24033805602,"Census Tract 8056.02, Prince George's County, Maryland",39813,52115.22
1400000US24033805700,24033805700,"Census Tract 8057, Prince George's County, Maryland",40875,53505.38
1400000US24033805801,24033805801,"Census Tract 8058.01, Prince George's County, Maryland",55563,72731.97
1400000US24033805802,24033805802,"Census Tract 8058.02, Prince George's County, Maryland",55781,73017.33
1400000US24033805901,24033805901,"Census Tract 8059.01, Prince George's County, Maryland",36752,48108.37
1400000US24033805904,24033805904,"Census Tract 8059.04, Prince George's County, Maryland",60495,79187.96
1400000US24033805905,24033805905,"Census Tract 8059.05, Prince George's County, Maryland",39945,52288.01
1400000US24033806000,24033806000,"Census Tract 8060, Prince George's County, Maryland",48014,62850.33
1400000US24033806100,24033806100,"Census Tract 8061, Prince George's County, Maryland",51032,66800.89
1400000US24033806200,24033806200,"Census Tract 8062, Prince George's County, Maryland",45348,59360.53
1400000US24033806300,24033806300,"Census Tract 8063, Prince George's County, Maryland",44141,57780.57
1400000US24033806400,24033806400,"Census Tract 8064, Prince George's County, Maryland",82849,108449.34
1400000US24033806501,24033806501,"Census Tract 8065.01, Prince George's County, Maryland",41034,53713.51
1400000US24033806601,24033806601,"Census Tract 8066.01, Prince George's County, Maryland",41789,54701.80
1400000US24033806602,24033806602,"Census Tract 8066.02, Prince George's County, Maryland",47500,62177.50
1400000US24033806703,24033806703,"Census Tract 8067.03, Prince George's County, Maryland",36257,47460.41
1400000US24033806706,24033806706,"Census Tract 8067.06, Prince George's County, Maryland",61667,80722.10
1400000US24033806708,24033806708,"Census Tract 8067.08, Prince George's County, Maryland",42363,55453.17
1400000US24033806710,24033806710,"Census Tract 8067.10, Prince George's County, Maryland",61399,80371.29
1400000US24033806711,24033806711,"Census Tract 8067.11, Prince George's County, Maryland",50994,66751.15
1400000US24033806712,24033806712,"Census Tract 8067.12, Prince George's County, Maryland",50884,66607.16
1400000US24033806800,24033806800,"Census Tract 8068, Prince George's County, Maryland",66694,87302.45
1400000US24033806900,24033806900,"Census Tract 8069, Prince George's County, Maryland",56667,74177.10
1400000US24033807000,24033807000,"Census Tract 8070, Prince George's County, Maryland",45171,59128.84
1400000US24033807102,24033807102,"Census Tract 8071.02, Prince George's County, Maryland",57969,75881.42
1400000US24033807200,24033807200,"Census Tract 8072, Prince George's County, Maryland",29449,38548.74
1400000US24033807301,24033807301,"Census Tract 8073.01, Prince George's County, Maryland",45313,59314.72
1400000US24033807304,24033807304,"Census Tract 8073.04, Prince George's County, Maryland",71500,93593.50
1400000US24033807305,24033807305,"Census Tract 8073.05, Prince George's County, Maryland",69688,91221.59
1400000US24033807404,24033807404,"Census Tract 8074.04, Prince George's County, Maryland",61333,80284.90
1400000US24033807405,24033807405,"Census Tract 8074.05, Prince George's County, Maryland",63320,82885.88
1400000US24033807406,24033807406,"Census Tract 8074.06, Prince George's County, Maryland",49727,65092.64
1400000US24033807407,24033807407,"Census Tract 8074.07, Prince George's County, Maryland",61106,79987.75
1400000US24033807408,24033807408,"Census Tract 8074.08, Prince George's County, Maryland",55220,72282.98
1400000US51013100100,51013100100,"Census Tract 1001, Arlington County, Virginia",92851,121541.96
1400000US51013100200,51013100200,"Census Tract 1002, Arlington County, Virginia",104633,136964.60
1400000US51013100300,51013100300,"Census Tract 1003, Arlington County, Virginia",130240,170484.16
1400000US51013100400,51013100400,"Census Tract 1004, Arlington County, Virginia",131419,172027.47
1400000US51013100500,51013100500,"Census Tract 1005, Arlington County, Virginia",115529,151227.46
1400000US51013100600,51013100600,"Census Tract 1006, Arlington County, Virginia",77186,101036.47
1400000US51013100700,51013100700,"Census Tract 1007, Arlington County, Virginia",76312,99892.41
1400000US51013100800,51013100800,"Census Tract 1008, Arlington County, Virginia",54417,71231.85
1400000US51013100900,51013100900,"Census Tract 1009, Arlington County, Virginia",72656,95106.70
1400000US51013101000,51013101000,"Census Tract 1010, Arlington County, Virginia",85795,112305.66
1400000US51013101100,51013101100,"Census Tract 1011, Arlington County, Virginia",101673,133089.96
1400000US51013101200,51013101200,"Census Tract 1012, Arlington County, Virginia",77934,102015.61
1400000US51013101300,51013101300,"Census Tract 1013, Arlington County, Virginia",86734,113534.81
1400000US51013101400,51013101400,"Census Tract 1014, Arlington County, Virginia",71463,93545.07
1400000US51013101500,51013101500,"Census Tract 1015, Arlington County, Virginia",59754,78217.99
1400000US51013101600,51013101600,"Census Tract 1016, Arlington County, Virginia",61809,80907.98
1400000US51013101700,51013101700,"Census Tract 1017, Arlington County, Virginia",48870,63970.83
1400000US51013101800,51013101800,"Census Tract 1018, Arlington County, Virginia",64810,84836.29
1400000US51013101900,51013101900,"Census Tract 1019, Arlington County, Virginia",90968,119077.11
1400000US51013102000,51013102000,"Census Tract 1020, Arlington County, Virginia",42571,55725.44
1400000US51013102100,51013102100,"Census Tract 1021, Arlington County, Virginia",67167,87921.60
1400000US51013102200,51013102200,"Census Tract 1022, Arlington County, Virginia",40370,52844.33
1400000US51013102300,51013102300,"Census Tract 1023, Arlington County, Virginia",71042,92993.98
1400000US51013102400,51013102400,"Census Tract 1024, Arlington County, Virginia",59444,77812.20
1400000US51013102500,51013102500,"Census Tract 1025, Arlington County, Virginia",51118,66913.46
1400000US51013102600,51013102600,"Census Tract 1026, Arlington County, Virginia",65128,85252.55
1400000US51013102700,51013102700,"Census Tract 1027, Arlington County, Virginia",38646,50587.61
1400000US51013102800,51013102800,"Census Tract 1028, Arlington County, Virginia",47721,62466.79
1400000US51013102900,51013102900,"Census Tract 1029, Arlington County, Virginia",62535,81858.32
1400000US51013103000,51013103000,"Census Tract 1030, Arlington County, Virginia",74222,97156.60
1400000US51013103100,51013103100,"Census Tract 1031, Arlington County, Virginia",43851,57400.96
1400000US51013103200,51013103200,"Census Tract 1032, Arlington County, Virginia",47188,61769.09
1400000US51013103300,51013103300,"Census Tract 1033, Arlington County, Virginia",47000,61523.00
1400000US51013103401,51013103401,"Census Tract 1034.01, Arlington County, Virginia",52292,68450.23
1400000US51013103402,51013103402,"Census Tract 1034.02, Arlington County, Virginia",71210,93213.89
1400000US51013103500,51013103500,"Census Tract 1035, Arlington County, Virginia",56265,73650.89
1400000US51013103600,51013103600,"Census Tract 1036, Arlington County, Virginia",70614,92433.73
1400000US51013103700,51013103700,"Census Tract 1037, Arlington County, Virginia",118307,154863.86
1400000US51013103800,51013103800,"Census Tract 1038, Arlington County, Virginia",48192,63083.33
1400000US51059415100,51059415100,"Census Tract 4151, Fairfax County, Virginia",79301,103805.01
1400000US51059415200,51059415200,"Census Tract 4152, Fairfax County, Virginia",56795,74344.66
1400000US51059415300,51059415300,"Census Tract 4153, Fairfax County, Virginia",62299,81549.39
1400000US51059415400,51059415400,"Census Tract 4154, Fairfax County, Virginia",58766,76924.69
1400000US51059415500,51059415500,"Census Tract 4155, Fairfax County, Virginia",65917,86285.35
1400000US51059415600,51059415600,"Census Tract 4156, Fairfax County, Virginia",109410,143217.69
1400000US51059415700,51059415700,"Census Tract 4157, Fairfax County, Virginia",99786,130619.87
1400000US51059415800,51059415800,"Census Tract 4158, Fairfax County, Virginia",107723,141009.41
1400000US51059415900,51059415900,"Census Tract 4159, Fairfax County, Virginia",105796,138486.96
1400000US51059416000,51059416000,"Census Tract 4160, Fairfax County, Virginia",61628,80671.05
1400000US51059416100,51059416100,"Census Tract 4161, Fairfax County, Virginia",111205,145567.35
1400000US51059416200,51059416200,"Census Tract 4162, Fairfax County, Virginia",46675,61097.58
1400000US51059416300,51059416300,"Census Tract 4163, Fairfax County, Virginia",89595,117279.86
1400000US51059420100,51059420100,"Census Tract 4201, Fairfax County, Virginia",72183,94487.55
1400000US51059420200,51059420200,"Census Tract 4202, Fairfax County, Virginia",83645,109491.31
1400000US51059420300,51059420300,"Census Tract 4203, Fairfax County, Virginia",81852,107144.27
1400000US51059420400,51059420400,"Census Tract 4204, Fairfax County, Virginia",48173,63058.46
1400000US51059420500,51059420500,"Census Tract 4205, Fairfax County, Virginia",55827,73077.54
1400000US51059420600,51059420600,"Census Tract 4206, Fairfax County, Virginia",52384,68570.66
