OBJECTID,GEO_ID,STATE,COUNTY,TRACT,NAME,LSAD,CENSUSAREA,GEOID_TXT,CTYFIPS,SHAPE_LENG,SHAPE_AREA
264,1400000US51059415900,51,059,415900,4159,Tract,1.777,51059415900,51059,34205.763908,53949290.8121
265,1400000US51059416100,51,059,416100,4161,Tract,2.133,51059416100,51059,44980.8804128,78797353.8806
266,1400000US51059416200,51,059,416200,4162,Tract,7.216,51059416200,51059,74911.8090249,248275572.208
267,1400000US51059416300,51,059,416300,4163,Tract,13.835,51059416300,51059,99519.8158533,485946334.436
268,1400000US51059420201,51,059,420201,4202.01,Tract,0.737,51059420201,51059,19663.9675288,20411505.1527
269,1400000US51059420202,51,059,420202,4202.02,Tract,0.252,51059420202,51059,11639.1106059,6939292.79681
270,1400000US51059420203,51,059,420203,4202.03,Tract,0.776,51059420203,51059,19790.2470971,21792221.8384
271,1400000US51059420300,51,059,420300,4203,Tract,1.708,51059420300,51059,33824.3746635,47411925.9231
272,1400000US51059420501,51,059,420501,4205.01,Tract,0.036,51059420501,51059,6683.82036852,936786.267034
273,1400000US51059420502,51,059,420502,4205.02,Tract,0.117,51059420502,51059,8172.31929618,3306775.29982
274,1400000US51059420503,51,059,420503,4205.03,Tract,0.288,51059420503,51059,17016.1051498,8327678.04666
275,1400000US51059420600,51,059,420600,4206,Tract,0.53,51059420600,51059,17157.6301802,14715148.8304
276,1400000US51059420700,51,059,420700,4207,Tract,1.108,51059420700,51059,26844.2651303,30767938.6166
277,1400000US51059421001,51,059,421001,4210.01,Tract,0.679,51059421001,51059,23550.0682945,19125522.9004
278,1400000US51059421002,51,059,421002,4210.02,Tract,1.736,51059421002,51059,42492.8358992,48686141.1377
279,1400000US51059421101,51,059,421101,4211.01,Tract,1.109,51059421101,51059,27859.1969479,30953303.0712
280,1400000US51059421102,51,059,421102,4211.02,Tract,0.604,51059421102,51059,17242.8676424,17079372.6782
281,1400000US51059421103,51,059,421103,4211.03,Tract,1.893,51059421103,51059,44153.8897869,52796950.5846
282,1400000US51059421300,51,059,421300,4213,Tract,3.036,51059421300,51059,54585.2248739,87151308.6139
283,1400000US51059421400,51,059,421400,4214,Tract,0.735,51059421400,51059,21849.4678535,20433921.3144
284,1400000US51059421500,51,059,421500,4215,Tract,0.7,51059421500,51059,19249.5712017,19588952.3145
285,1400000US51059421701,51,059,421701,4217.01,Tract,0.317,51059421701,51059,13659.2245418,9307390.24851
286,1400000US51059421702,51,059,421702,4217.02,Tract,0.775,51059421702,51059,21832.2923194,21538378.9203
287,1400000US51059421900,51,059,421900,4219,Tract,5.663,51059421900,51059,58413.0886519,160810279.395
288,1400000US51059422000,51,059,422000,4220,Tract,1.673,51059422000,51059,34718.0950311,47751198.1228
289,1400000US51059422101,51,059,422101,4221.01,Tract,0.941,51059422101,51059,22361.6694103,26481310.8349
290,1400000US51059422102,51,059,422102,4221.02,Tract,2.59,51059422102,51059,51460.4405898,73286763.0513
291,1400000US51059422201,51,059,422201,4222.01,Tract,1.976,51059422201,51059,42580.2197881,55751066.6909
292,1400000US51059422202,51,059,422202,4222.02,Tract,3.25,51059422202,51059,47218.8688396,92447364.5323
293,1400000US51059422302,51,059,422302,4223.02,Tract,0.93,51059422302,51059,22463.2844504,26536331.735
294,1400000US51059422402,51,059,422402,4224.02,Tract,0.73,51059422402,51059,20899.6763532,20546336.7767
295,1400000US51059422403,51,059,422403,4224.03,Tract,0.833,51059422403,51059,27187.9219234,23510514.0978
296,1400000US51059430101,51,059,430101,4301.01,Tract,1.289,51059430101,51059,26571.1009227,36324015.5821
297,1400000US51059430102,51,059,430102,4301.02,Tract,0.405,51059430102,51059,15646.8258275,11326041.6303
298,1400000US51059430201,51,059,430201,4302.01,Tract,0.715,51059430201,51059,22217.9472458,21527213.8389
299,1400000US51059430202,51,059,430202,4302.02,Tract,1.121,51059430202,51059,30213.6588932,31463349.9261
300,1400000US51059430400,51,059,430400,4304,Tract,2.204,51059430400,51059,33980.6767,65035906.8491
301,1400000US51059430600,51,059,430600,4306,Tract,1.016,51059430600,51059,23189.8929176,28446857.0571
302,1400000US51059430700,51,059,430700,4307,Tract,0.996,51059430700,51059,27620.4161058,28393307.4804
303,1400000US51059430801,51,059,430801,4308.01,Tract,0.944,51059430801,51059,30156.258464,26421739.2781
304,1400000US51059430802,51,059,430802,4308.02,Tract,0.773,51059430802,51059,30310.9400914,21543443.4661
305,1400000US51059430902,51,059,430902,4309.02,Tract,0.77,51059430902,51059,21542.0294209,21700211.5079
306,1400000US51059431001,51,059,431001,4310.01,Tract,0.884,51059431001,51059,22241.2124482,24744030.0952
307,1400000US51059431002,51,059,431002,4310.02,Tract,0.317,51059431002,51059,12875.6164267,9108628.5139
308,1400000US51059431300,51,059,431300,4313,Tract,1.036,51059431300,51059,32824.6860273,29486600.1976
309,1400000US51059431400,51,059,431400,4314,Tract,0.859,51059431400,51059,27341.1265162,23896141.9274
310,1400000US51059431500,51,059,431500,4315,Tract,1.478,51059431500,51059,32492.0892921,41989874.5192
311,1400000US51059431600,51,059,431600,4316,Tract,1.652,51059431600,51059,28933.7120679,46395696.6975
312,1400000US51059431802,51,059,431802,4318.02,Tract,0.743,51059431802,51059,23760.4024638,20763823.4817
313,1400000US51059432000,51,059,432000,4320,Tract,0.708,51059432000,51059,19771.3350817,20144294.7331
314,1400000US51059432100,51,059,432100,4321,Tract,0.628,51059432100,51059,18820.7090231,17616023.7361
315,1400000US51059432201,51,059,432201,4322.01,Tract,0.224,51059432201,51059,11165.2267939,6416710.02009
316,1400000US51059432202,51,059,432202,4322.02,Tract,0.946,51059432202,51059,25525.2390337,26638143.5119
317,1400000US51059432401,51,059,432401,4324.01,Tract,0.766,51059432401,51059,19042.8292231,21400953.6348
318,1400000US51059432402,51,059,432402,4324.02,Tract,1.112,51059432402,51059,26228.6790403,31140131.6364
319,1400000US51059432500,51,059,432500,4325,Tract,1.237,51059432500,51059,24195.8846169,35480160.9574
320,1400000US51059432600,51,059,432600,4326,Tract,1.181,51059432600,51059,29609.5280201,33174172.0361
321,1400000US51059432701,51,059,432701,4327.01,Tract,0.78,51059432701,51059,28179.4063694,22269464.0107
322,1400000US51059432800,51,059,432800,4328,Tract,1.282,51059432800,51059,33689.871079,35908873.5236
323,1400000US51059440100,51,059,440100,4401,Tract,2.354,51059440100,51059,35374.0142369,66380460.3551
324,1400000US51059440201,51,059,440201,4402.01,Tract,0.859,51059440201,51059,24640.1800413,23833990.8562
325,1400000US51059440202,51,059,440202,4402.02,Tract,1.252,51059440202,51059,28284.4505243,35263258.9461
326,1400000US51059440300,51,059,440300,4403,Tract,1.256,51059440300,51059,25647.9896879,35396710.501
327,1400000US51059440501,51,059,440501,4405.01,Tract,1.715,51059440501,51059,32336.741355,47957042.5617
328,1400000US51059440502,51,059,440502,4405.02,Tract,1.277,51059440502,51059,36782.4349164,35730303.4503
329,1400000US51059440701,51,059,440701,4407.01,Tract,0.716,51059440701,51059,22645.280425,20261304.3874
330,1400000US51059440702,51,059,440702,4407.02,Tract,1.344,51059440702,51059,31687.6023522,37607183.4971
331,1400000US51059440800,51,059,440800,4408,Tract,2.46,51059440800,51059,54431.3637308,69432137.8904
332,1400000US51059450100,51,059,450100,4501,Tract,0.793,51059450100,51059,23615.1585709,22989057.7157
333,1400000US51059450300,51,059,450300,4503,Tract,0.678,51059450300,51059,21538.230338,18898561.7383
334,1400000US51059450400,51,059,450400,4504,Tract,0.952,51059450400,51059,24608.8347337,26607539.6236
335,1400000US51059450601,51,059,450601,4506.01,Tract,1.274,51059450601,51059,27038.9890701,35816394.1832
336,1400000US51059450602,51,059,450602,4506.02,Tract,0.509,51059450602,51059,22150.237691,14288790.3474
337,1400000US51059450701,51,059,450701,4507.01,Tract,0.792,51059450701,51059,20202.4761951,22067415.1778
338,1400000US51059450800,51,059,450800,4508,Tract,0.784,51059450800,51059,22295.2703727,22240140.1699
339,1400000US51059450900,51,059,450900,4509,Tract,0.558,51059450900,51059,18313.1872569,15656751.951
340,1400000US51059451000,51,059,451000,4510,Tract,0.675,51059451000,51059,19318.3240465,18103129.746
341,1400000US51059451100,51,059,451100,4511,Tract,0.648,51059451100,51059,22564.8336808,20412126.3468
342,1400000US51059451200,51,059,451200,4512,Tract,0.745,51059451200,51059,22303.1670397,22761662.1172
343,1400000US51059451400,51,059,451400,4514,Tract,0.197,51059451400,51059,13347.7504887,5329922.14356
344,1400000US51059451501,51,059,451501,4515.01,Tract,0.487,51059451501,51059,19338.2320735,13649927.9805
345,1400000US51059451502,51,059,451502,4515.02,Tract,0.691,51059451502,51059,22343.0618652,19252957.1328
346,1400000US51059451601,51,059,451601,4516.01,Tract,0.373,51059451601,51059,16393.4267451,10364797.1533
347,1400000US51059451602,51,059,451602,4516.02,Tract,0.366,51059451602,51059,18721.3592956,11825741.8337
348,1400000US51059451800,51,059,451800,4518,Tract,0.907,51059451800,51059,25477.5350769,25360840.5826
349,1400000US51059452000,51,059,452000,4520,Tract,0.894,51059452000,51059,24395.6438584,25057866.3009
350,1400000US51059452101,51,059,452101,4521.01,Tract,1.304,51059452101,51059,25267.9822202,36332672.4836
351,1400000US51059452200,51,059,452200,4522,Tract,0.903,51059452200,51059,28099.8081945,25164712.7105
352,1400000US51059452301,51,059,452301,4523.01,Tract,0.214,51059452301,51059,10774.9186926,6048391.63321
353,1400000US51059452302,51,059,452302,4523.02,Tract,0.233,51059452302,51059,12322.3843403,6330561.81141
354,1400000US51059452400,51,059,452400,4524,Tract,1.401,51059452400,51059,26468.3983181,38947978.8911
355,1400000US51059452501,51,059,452501,4525.01,Tract,1.858,51059452501,51059,33750.4728016,52866724.0666
356,1400000US51059452600,51,059,452600,4526,Tract,1.164,51059452600,51059,28674.2776246,32312118.4228
357,1400000US51059452700,51,059,452700,4527,Tract,0.497,51059452700,51059,18602.535987,13917878.5939
358,1400000US51059452801,51,059,452801,4528.01,Tract,0.446,51059452801,51059,20753.5011395,12656775.2687
359,1400000US51059460100,51,059,460100,4601,Tract,2.535,51059460100,51059,39618.3233037,70388909.7748
360,1400000US51059460400,51,059,460400,4604,Tract,1.558,51059460400,51059,37167.0552445,43453600.737
361,1400000US51059460501,51,059,460501,4605.01,Tract,0.865,51059460501,51059,23416.3559091,24271242.9406
362,1400000US51059460502,51,059,460502,4605.02,Tract,1.342,51059460502,51059,27542.516509,37311568.6862
363,1400000US51059460701,51,059,460701,4607.01,Tract,0.658,51059460701,51059,18059.4461751,18324225.8824
364,1400000US51059460702,51,059,460702,4607.02,Tract,1.091,51059460702,51059,23183.2303873,30484252.9875
365,1400000US51059460800,51,059,460800,4608,Tract,0.937,51059460800,51059,22046.5483886,25853194.0919
366,1400000US51059460900,51,059,460900,4609,Tract,1.051,51059460900,51059,29436.6791667,29754411.2029
367,1400000US51059461100,51,059,461100,4611,Tract,2.505,51059461100,51059,38424.668037,69678554.6263
368,1400000US51059461201,51,059,461201,4612.01,Tract,3.909,51059461201,51059,54429.0996584,109222780.932
369,1400000US51059461202,51,059,461202,4612.02,Tract,1.271,51059461202,51059,28639.1777224,35729332.6764
370,1400000US51059461500,51,059,461500,4615,Tract,1.236,51059461500,51059,34211.9376731,34614746.2271
371,1400000US51059461602,51,059,461602,4616.02,Tract,0.628,51059461602,51059,19963.94722,17695119.3593
372,1400000US51059461700,51,059,461700,4617,Tract,0.891,51059461700,51059,24894.661622,24954543.7046
373,1400000US51059461801,51,059,461801,4618.01,Tract,0.12,51059461801,51059,10692.6326385,3335987.69347
374,1400000US51059461802,51,059,461802,4618.02,Tract,0.621,51059461802,51059,20375.5454838,17133278.5825
375,1400000US51059461902,51,059,461902,4619.02,Tract,0.181,51059461902,51059,16945.5800932,5178994.03726
376,1400000US51059470100,51,059,470100,4701,Tract,2.926,51059470100,51059,68696.3996758,81836047.7047
377,1400000US51059470300,51,059,470300,4703,Tract,1.342,51059470300,51059,27267.4007324,37656700.1788
378,1400000US51059470400,51,059,470400,4704,Tract,2.213,51059470400,51059,32101.175264,62211652.7315
379,1400000US51059470500,51,059,470500,4705,Tract,1.614,51059470500,51059,30472.5583091,45038173.9338
380,1400000US51059470700,51,059,470700,4707,Tract,1.366,51059470700,51059,25748.3828034,38439277.2893
381,1400000US51059470800,51,059,470800,4708,Tract,0.762,51059470800,51059,22788.9232909,21108398.8275
382,1400000US51059470900,51,059,470900,4709,Tract,1.703,51059470900,51059,31372.6466791,47391828.8143
383,1400000US51059471100,51,059,471100,4711,Tract,1.496,51059471100,51059,26497.2136846,41806306.4836
384,1400000US51059471201,51,059,471201,4712.01,Tract,0.282,51059471201,51059,15076.212443,7822198.5726
385,1400000US51059471202,51,059,471202,4712.02,Tract,0.777,51059471202,51059,22458.4926479,21716578.2223
386,1400000US51059471301,51,059,471301,4713.01,Tract,0.283,51059471301,51059,12148.323362,7810591.61224
387,1400000US51059471304,51,059,471304,4713.04,Tract,0.575,51059471304,51059,24042.0595812,16049447.6945
388,1400000US51059471401,51,059,471401,4714.01,Tract,0.532,51059471401,51059,18999.9941601,14763299.6659
389,1400000US51059471402,51,059,471402,4714.02,Tract,0.764,51059471402,51059,18458.6895846,21498489.1965
390,1400000US51059480100,51,059,480100,4801,Tract,13.547,51059480100,51059,142051.695153,381012579.577
391,1400000US51059480201,51,059,480201,4802.01,Tract,2.579,51059480201,51059,37425.6578946,71954886.5883
392,1400000US51059480203,51,059,480203,4802.03,Tract,0.144,51059480203,51059,8762.30696123,3963324.21343
393,1400000US51059480300,51,059,480300,4803,Tract,8.173,51059480300,51059,70775.2195525,231008209.508
394,1400000US51059480401,51,059,480401,4804.01,Tract,3.395,51059480401,51059,49595.22134,94844048.7199
395,1400000US51059480402,51,059,480402,4804.02,Tract,8.19,51059480402,51059,75324.9449204,229237491.946
396,1400000US51059480502,51,059,480502,4805.02,Tract,1.161,51059480502,51059,33572.202573,32510044.5214
397,1400000US51059480503,51,059,480503,4805.03,Tract,0.847,51059480503,51059,25507.0566366,22958447.0491
398,1400000US51059480504,51,059,480504,4805.04,Tract,0.544,51059480504,51059,19742.4640316,15738983.8322
399,1400000US51059480505,51,059,480505,4805.05,Tract,0.493,51059480505,51059,16207.8941925,14531822.5147
400,1400000US51059480801,51,059,480801,4808.01,Tract,0.891,51059480801,51059,26464.1720589,25008308.5601
401,1400000US51059480901,51,059,480901,4809.01,Tract,1.059,51059480901,51059,24935.6998889,29654089.63
402,1400000US51059480902,51,059,480902,4809.02,Tract,0.923,51059480902,51059,23445.2203782,25616977.5659
403,1400000US51059480903,51,059,480903,4809.03,Tract,0.455,51059480903,51059,14531.3502196,12683433.9772
404,1400000US51059481101,51,059,481101,4811.01,Tract,0.326,51059481101,51059,14323.1311245,9300338.69736
405,1400000US51059481102,51,059,481102,4811.02,Tract,0.169,51059481102,51059,10007.8511368,4733505.77584
406,1400000US51059481103,51,059,481103,4811.03,Tract,0.234,51059481103,51059,11103.9330157,6620697.50602
407,1400000US51059481105,51,059,481105,4811.05,Tract,1.3,51059481105,51059,26770.1919139,36528567.7018
408,1400000US51059481106,51,059,481106,4811.06,Tract,1.423,51059481106,51059,26564.8227612,39833116.1183
409,1400000US51059481201,51,059,481201,4812.01,Tract,0.538,51059481201,51059,16406.5792375,15308656.4234
410,1400000US51059481202,51,059,481202,4812.02,Tract,1.475,51059481202,51059,26985.641772,41251670.4824
411,1400000US51059481400,51,059,481400,4814,Tract,2.155,51059481400,51059,47637.419234,62049536.8276
412,1400000US51059481500,51,059,481500,4815,Tract,1.907,51059481500,51059,44839.9442233,53230689.8891
413,1400000US51059481600,51,059,481600,4816,Tract,3.334,51059481600,51059,49554.0847212,94726860.4816
414,1400000US51059481702,51,059,481702,4817.02,Tract,1.058,51059481702,51059,26315.850242,29943370.0361
415,1400000US51059481900,51,059,481900,4819,Tract,4.019,51059481900,51059,44566.0035986,114270046.506
416,1400000US51059482001,51,059,482001,4820.01,Tract,1.592,51059482001,51059,34303.3808891,44441127.5295
417,1400000US51059482100,51,059,482100,4821,Tract,0.313,51059482100,51059,12763.2010803,9756330.91482
418,1400000US51059482201,51,059,482201,4822.01,Tract,0.363,51059482201,51059,13872.1167132,10183438.8447
419,1400000US51059482202,51,059,482202,4822.02,Tract,0.844,51059482202,51059,30147.7362826,23881105.6456
420,1400000US51059482203,51,059,482203,4822.03,Tract,0.725,51059482203,51059,19277.4704363,20739952.3863
421,1400000US51059482302,51,059,482302,4823.02,Tract,0.297,51059482302,51059,15003.5482425,8381443.54078
422,1400000US51059482303,51,059,482303,4823.03,Tract,0.631,51059482303,51059,23611.9830117,18298575.0935
423,1400000US51059482400,51,059,482400,4824,Tract,1.718,51059482400,51059,37057.2385829,47866168.6764
424,1400000US51059482501,51,059,482501,4825.01,Tract,3.168,51059482501,51059,62648.2847425,89089362.3976
425,1400000US51059482503,51,059,482503,4825.03,Tract,1.145,51059482503,51059,28577.5311131,32297672.3345
426,1400000US51059482504,51,059,482504,4825.04,Tract,1.593,51059482504,51059,26855.3564805,44924430.6245
427,1400000US51059482601,51,059,482601,4826.01,Tract,1.51,51059482601,51059,30595.8464052,42028223.5013
428,1400000US51059482602,51,059,482602,4826.02,Tract,2.209,51059482602,51059,37373.5602064,62106404.203
429,1400000US51059490101,51,059,490101,4901.01,Tract,1.874,51059490101,51059,29750.5792488,52207526.6506
430,1400000US51059490103,51,059,490103,4901.03,Tract,7.287,51059490103,51059,65231.4906789,205979079.651
431,1400000US51059490502,51,059,490502,4905.02,Tract,3.742,51059490502,51059,50793.7085877,104825197.531
432,1400000US51059491000,51,059,491000,4910,Tract,6.76,51059491000,51059,70548.3032501,192396371.462
433,1400000US51059491101,51,059,491101,4911.01,Tract,2.978,51059491101,51059,53320.3231022,84480926.8526
434,1400000US51059491102,51,059,491102,4911.02,Tract,1.281,51059491102,51059,25993.2192737,35964904.0104
435,1400000US51059491201,51,059,491201,4912.01,Tract,0.804,51059491201,51059,25428.6139659,23197772.1469
436,1400000US51059491301,51,059,491301,4913.01,Tract,5.829,51059491301,51059,66614.3591961,173229121.635
437,1400000US51059491302,51,059,491302,4913.02,Tract,0.466,51059491302,51059,15258.1028897,13419986.3463
438,1400000US51059491303,51,059,491303,4913.03,Tract,0.385,51059491303,51059,15890.65305,10609875.9929
439,1400000US51059491402,51,059,491402,4914.02,Tract,0.479,51059491402,51059,18293.7672983,13215582.7594
440,1400000US51059491403,51,059,491403,4914.03,Tract,0.665,51059491403,51059,19718.0996395,18817769.9129
441,1400000US51059491404,51,059,491404,4914.04,Tract,0.604,51059491404,51059,18661.2007851,16887042.0573
442,1400000US51059491405,51,059,491405,4914.05,Tract,0.656,51059491405,51059,18449.83151,18545078.6614
443,1400000US51059491502,51,059,491502,4915.02,Tract,2.237,51059491502,51059,32825.6571108,62791815.0168
444,1400000US51059491601,51,059,491601,4916.01,Tract,0.718,51059491601,51059,26185.7545874,20451924.462
445,1400000US51059491602,51,059,491602,4916.02,Tract,0.86,51059491602,51059,21308.0261576,23922326.2935
446,1400000US51059491701,51,059,491701,4917.01,Tract,0.521,51059491701,51059,16426.8562994,14754311.5711
447,1400000US51059491702,51,059,491702,4917.02,Tract,0.874,51059491702,51059,29226.1364775,24713668.9769
448,1400000US51059491704,51,059,491704,4917.04,Tract,0.515,51059491704,51059,17390.8402761,14401573.8278
449,1400000US51059491705,51,059,491705,4917.05,Tract,1.462,51059491705,51059,28962.894056,41209008.7534
450,1400000US51059491802,51,059,491802,4918.02,Tract,0.648,51059491802,51059,21132.1896972,18291305.568
451,1400000US51059491803,51,059,491803,4918.03,Tract,1.113,51059491803,51059,23587.5842198,31197823.5989
452,1400000US51059492000,51,059,492000,4920,Tract,9.113,51059492000,51059,71991.1288722,255991894.556
453,1400000US51059492100,51,059,492100,4921,Tract,11.488,51059492100,51059,94113.8796824,331360510.688
454,1400000US51059492201,51,059,492201,4922.01,Tract,11.692,51059492201,51059,97518.5020773,345343059.947
455,1400000US51059492203,51,059,492203,4922.03,Tract,1.846,51059492203,51059,41382.4928232,52259153.3612
456,1400000US51059492300,51,059,492300,4923,Tract,0.818,51059492300,51059,24153.7632039,23152913.3676
457,1400000US51059492400,51,059,492400,4924,Tract,1.393,51059492400,51059,35001.6804744,39479728.6567
458,1400000US51059492500,51,059,492500,4925,Tract,16.839,51059492500,51059,147058.026645,485837138.444
459,1400000US51059980200,51,059,980200,9802,Tract,3.874,51059980200,51059,55919.499132,108856109.02
460,1400000US51059980300,51,059,980300,9803,Tract,0.896,51059980300,51059,21842.5822021,25174725.665
461,1400000US51013100200,51,013,100200,1002,Tract,1.229,51013100200,51013,26820.4277424,34282113.4363
462,1400000US51013100300,51,013,100300,1003,Tract,1.708,51013100300,51013,34297.5846905,47589975.4453
463,1400000US51013100500,51,013,100500,1005,Tract,0.822,51013100500,51013,29191.9029162,23084776.6589
464,1400000US51013100600,51,013,100600,1006,Tract,0.394,51013100600,51013,14763.7887522,10745235.3184
465,1400000US51013100700,51,013,100700,1007,Tract,0.601,51013100700,51013,21541.8331407,16491780.5117
466,1400000US51013100900,51,013,100900,1009,Tract,0.633,51013100900,51013,20309.4232738,17512702.1187
467,1400000US51013101000,51,013,101000,1010,Tract,0.416,51013101000,51013,15503.0604501,11392744.965
468,1400000US51013101100,51,013,101100,1011,Tract,0.828,51013101100,51013,22758.7960935,23261338.5511
469,1400000US51013101200,51,013,101200,1012,Tract,0.624,51013101200,51013,19978.5425725,17163732.2121
470,1400000US51013101300,51,013,101300,1013,Tract,0.953,51013101300,51013,24037.8802153,26806028.4281
471,1400000US51013101402,51,013,101402,1014.02,Tract,0.179,51013101402,51013,10122.2369493,4924848.09834
472,1400000US51013101403,51,013,101403,1014.03,Tract,0.118,51013101403,51013,8757.11840094,3211969.60458
473,1400000US51013101404,51,013,101404,1014.04,Tract,0.12,51013101404,51013,9822.24244486,3085545.18955
474,1400000US51013101500,51,013,101500,1015,Tract,0.67,51013101500,51013,20421.5407768,18502929.3659
475,1400000US51013101601,51,013,101601,1016.01,Tract,0.268,51013101601,51013,16909.8216762,7173249.63931
476,1400000US51013101603,51,013,101603,1016.03,Tract,0.177,51013101603,51013,10252.3506312,4731720.4066
477,1400000US51013101701,51,013,101701,1017.01,Tract,0.094,51013101701,51013,6704.3515099,2560104.02975
478,1400000US51013101702,51,013,101702,1017.02,Tract,0.148,51013101702,51013,9678.55317834,4247346.21284
479,1400000US51013101801,51,013,101801,1018.01,Tract,0.108,51013101801,51013,8776.08091805,2880243.60989
480,1400000US51013101802,51,013,101802,1018.02,Tract,0.153,51013101802,51013,8022.34127953,4138662.23244
481,1400000US51013101803,51,013,101803,1018.03,Tract,0.369,51013101803,51013,14142.0493142,10652305.2781
482,1400000US51013102001,51,013,102001,1020.01,Tract,0.081,51013102001,51013,6375.23968022,2220780.63979
483,1400000US51013102002,51,013,102002,1020.02,Tract,0.069,51013102002,51013,6625.10255486,1946502.28576
484,1400000US51013102003,51,013,102003,1020.03,Tract,0.229,51013102003,51013,11512.322222,6504647.4913
485,1400000US51013102100,51,013,102100,1021,Tract,0.444,51013102100,51013,16883.4286342,12595826.5281
486,1400000US51013102200,51,013,102200,1022,Tract,0.335,51013102200,51013,12502.6610242,9349188.42716
487,1400000US51013102302,51,013,102302,1023.02,Tract,0.453,51013102302,51013,18287.5734663,12465665.4876
488,1400000US51013102400,51,013,102400,1024,Tract,0.374,51013102400,51013,16144.8795588,10507101.0307
489,1400000US51013102500,51,013,102500,1025,Tract,0.423,51013102500,51013,21598.976089,11729589.4887
490,1400000US51013102600,51,013,102600,1026,Tract,0.272,51013102600,51013,12431.6951898,7797223.4517
491,1400000US51013102701,51,013,102701,1027.01,Tract,0.18,51013102701,51013,9908.96368761,5061754.56122
492,1400000US51013102801,51,013,102801,1028.01,Tract,0.408,51013102801,51013,15244.2655316,11359225.9931
493,1400000US51013102802,51,013,102802,1028.02,Tract,0.284,51013102802,51013,11437.6722805,7943296.56366
494,1400000US51013102901,51,013,102901,1029.01,Tract,0.266,51013102901,51013,19262.1240139,7203741.89497
495,1400000US51013103000,51,013,103000,1030,Tract,0.302,51013103000,51013,13146.9217049,8393143.77608
496,1400000US51013103100,51,013,103100,1031,Tract,0.738,51013103100,51013,20679.1122551,20461924.6359
497,1400000US51013103200,51,013,103200,1032,Tract,0.385,51013103200,51013,15524.8387216,10607684.3401
498,1400000US51013103300,51,013,103300,1033,Tract,0.167,51013103300,51013,8821.21327907,4925055.01826
499,1400000US51013103401,51,013,103401,1034.01,Tract,0.53,51013103401,51013,23581.3787117,14621796.6434
500,1400000US51013103501,51,013,103501,1035.01,Tract,0.139,51013103501,51013,9010.02542602,3871921.20731
501,1400000US51013103502,51,013,103502,1035.02,Tract,0.258,51013103502,51013,11392.6857478,7097917.30571
502,1400000US51013103503,51,013,103503,1035.03,Tract,0.078,51013103503,51013,8055.38861282,2197799.20807
503,1400000US51013103601,51,013,103601,1036.01,Tract,0.288,51013103601,51013,13377.1946751,8088571.06613
504,1400000US51013103700,51,013,103700,1037,Tract,0.565,51013103700,51013,23137.7726765,15636851.9192
505,1400000US51013103800,51,013,103800,1038,Tract,0.341,51013103800,51013,14737.8741151,9373463.22142
506,1400000US51013980100,51,013,980100,9801,Tract,1.891,51013980100,51013,44820.4394413,52670980.6471
507,1400000US51013980200,51,013,980200,9802,Tract,1.402,51013980200,51013,28878.5672433,39856613.9751
508,1400000US51059491103,51,059,491103,4911.03,Tract,0.728,51059491103,51059,23530.1951761,20886821.8788
509,1400000US51510201300,51,510,201300,2013,Tract,0.457,51510201300,51510,16326.1878239,12735108.1622
510,1400000US51510201400,51,510,201400,2014,Tract,0.391,51510201400,51510,17254.5829956,10970065.8571
511,1400000US51510201500,51,510,201500,2015,Tract,0.473,51510201500,51510,15884.6938058,13173162.7141
512,1400000US51510201801,51,510,201801,2018.01,Tract,1.088,51510201801,51510,30456.7350447,33418587.5051
513,1400000US51510201802,51,510,201802,2018.02,Tract,0.149,51510201802,51510,8683.71214211,4347972.65537
514,1400000US51510201900,51,510,201900,2019,Tract,0.268,51510201900,51510,19456.9953817,7643150.35325
515,1400000US51510202002,51,510,202002,2020.02,Tract,0.239,51510202002,51510,13714.3292222,11333358.6012
516,1400000US51510200102,51,510,200102,2001.02,Tract,0.439,51510200102,51510,17767.045098,12259713.0703
517,1400000US51510200104,51,510,200104,2001.04,Tract,0.341,51510200104,51510,14517.1266172,9863955.61866
518,1400000US51510200105,51,510,200105,2001.05,Tract,0.072,51510200105,51510,5937.12126125,2002728.62584
519,1400000US51510200106,51,510,200106,2001.06,Tract,0.317,51510200106,51510,14989.9681166,8703334.26743
520,1400000US51510200201,51,510,200201,2002.01,Tract,0.838,51510200201,51510,20739.5780735,23383573.6147
521,1400000US51510200202,51,510,200202,2002.02,Tract,0.551,51510200202,51510,18637.4156823,15354471.9984
522,1400000US51510200302,51,510,200302,2003.02,Tract,0.573,51510200302,51510,18088.7518304,16257174.1018
523,1400000US51510200303,51,510,200303,2003.03,Tract,0.313,51510200303,51510,16283.5827732,8970695.30658
524,1400000US51510200403,51,510,200403,2004.03,Tract,0.465,51510200403,51510,20926.4681028,13671135.9774
525,1400000US51510200404,51,510,200404,2004.04,Tract,0.229,51510200404,51510,13370.1307803,6700234.61187
526,1400000US51510200406,51,510,200406,2004.06,Tract,0.217,51510200406,51510,11802.0913529,6204701.01633
527,1400000US51510200407,51,510,200407,2004.07,Tract,0.108,51510200407,51510,7757.6252299,3081858.21629
528,1400000US51510200703,51,510,200703,2007.03,Tract,0.442,51510200703,51510,14644.2579868,12928377.784
529,1400000US51510200801,51,510,200801,2008.01,Tract,0.717,51510200801,51510,22161.128001,19618861.521
530,1400000US51510200802,51,510,200802,2008.02,Tract,0.385,51510200802,51510,19337.994711,11061084.7155
