OBJECTID,GEO_ID,STATE,COUNTY,TRACT,NAME,LSAD,CENSUSAREA,GEOID_TXT,CTYFIPS,SHAPE_LENG,SHAPE_AREA
531,1400000US51510201000,51,510,201000,2010,Tract,0.296,51510201000,51510,13957.6239538,8445681.08044
532,1400000US51510201100,51,510,201100,2011,Tract,0.417,51510201100,51510,14459.7584337,11605497.0164
533,1400000US51510201202,51,510,201202,2012.02,Tract,0.199,51510201202,51510,9425.49327682,5468176.65588
534,1400000US51510201203,51,510,201203,2012.03,Tract,0.38,51510201203,51510,21026.6882829,12290800.5393
535,1400000US51600300100,51,600,300100,3001,Tract,1.33,51600300100,51600,24853.1824272,36735320.5953
536,1400000US51600300200,51,600,300200,3002,Tract,1.568,51600300200,51600,31892.4606404,44229190.5613
537,1400000US51600300400,51,600,300400,3004,Tract,0.779,51600300400,51600,29251.3841029,22104536.4506
538,1400000US51600300500,51,600,300500,3005,Tract,0.787,51600300500,51600,27129.9902309,21964819.6511
539,1400000US51610500100,51,610,500100,5001,Tract,0.589,51610500100,51610,18752.3456086,16267019.0296
540,1400000US51610500200,51,610,500200,5002,Tract,0.751,51610500200,51610,19125.3490495,21020912.5792
541,1400000US51059420400,51,059,420400,4204,Tract,0.298,51059420400,51059,15609.9434597,9275606.04444
542,1400000US51059482002,51,059,482002,4820.02,Tract,0.727,51059482002,51059,19785.2212384,20806198.2256
543,1400000US24031700105,24,031,700105,7001.05,Tract,2.342,24031700105,24031,35304.9465605,65600157.3702
544,1400000US24031700304,24,031,700304,7003.04,Tract,2.123,24031700304,24031,34485.4816623,59671440.7259
545,1400000US24031700607,24,031,700607,7006.07,Tract,1.507,24031700607,24031,31251.9118828,42098990.0844
546,1400000US24031700611,24,031,700611,7006.11,Tract,6.109,24031700611,24031,60345.4118419,171659908.942
547,1400000US24031700710,24,031,700710,7007.10,Tract,1.27,24031700710,24031,27136.7268158,35144335.4735
548,1400000US24031700718,24,031,700718,7007.18,Tract,1.004,24031700718,24031,23126.5409042,27910403.8701
549,1400000US24031700723,24,031,700723,7007.23,Tract,0.692,24031700723,24031,20291.0050194,19398558.3647
550,1400000US24031700815,24,031,700815,7008.15,Tract,1.057,24031700815,24031,25616.8418742,29471625.373
551,1400000US24031700820,24,031,700820,7008.20,Tract,0.358,24031700820,24031,13631.9964148,10133359.3802
552,1400000US24031700824,24,031,700824,7008.24,Tract,0.355,24031700824,24031,13180.1153644,10646058.4285
553,1400000US24033803001,24,033,803001,8030.01,Tract,0.475,24033803001,24033,18256.0753589,13254250.545
554,1400000US24033803002,24,033,803002,8030.02,Tract,0.348,24033803002,24033,15080.884681,9571459.8144
555,1400000US24033803100,24,033,803100,8031,Tract,0.863,24033803100,24033,20971.8651412,24010133.6263
556,1400000US24033803200,24,033,803200,8032,Tract,0.598,24033803200,24033,21140.5952792,16989326.0131
557,1400000US24033803512,24,033,803512,8035.12,Tract,2.097,24033803512,24033,38666.3267099,58516641.6957
558,1400000US24033803519,24,033,803519,8035.19,Tract,1.241,24033803519,24033,28629.4040721,34509197.6654
559,1400000US24033803525,24,033,803525,8035.25,Tract,0.938,24033803525,24033,24240.1030819,26616676.2747
560,1400000US24033803613,24,033,803613,8036.13,Tract,0.62,24033803613,24033,19127.1889862,17212938.6213
561,1400000US24033804001,24,033,804001,8040.01,Tract,0.322,24033804001,24033,14755.0772995,8869749.64543
562,1400000US24033804400,24,033,804400,8044,Tract,1.006,24033804400,24033,23575.7806526,28787547.7486
563,1400000US24033804900,24,033,804900,8049,Tract,0.49,24033804900,24033,17981.8776291,13944893.3863
564,1400000US24033805601,24,033,805601,8056.01,Tract,0.202,24033805601,24033,14613.3494467,5780263.97732
565,1400000US24033805904,24,033,805904,8059.04,Tract,0.984,24033805904,24033,24684.2932013,27502527.4441
566,1400000US24033806200,24,033,806200,8062,Tract,0.526,24033806200,24033,23216.7579456,14895645.6794
567,1400000US24033806602,24,033,806602,8066.02,Tract,0.641,24033806602,24033,17853.3564656,17737855.0822
568,1400000US24033806712,24,033,806712,8067.12,Tract,1.691,24033806712,24033,35053.112802,47942121.8573
569,1400000US24033807304,24,033,807304,8073.04,Tract,0.687,24033807304,24033,18917.0018403,19144669.4281
570,1400000US24031700826,24,031,700826,7008.26,Tract,0.776,24031700826,24031,21821.9206989,22724568.4855
571,1400000US24031700828,24,031,700828,7008.28,Tract,0.493,24031700828,24031,17584.140875,13862689.3039
572,1400000US24031700829,24,031,700829,7008.29,Tract,1.481,24031700829,24031,32307.4296684,42402532.9083
573,1400000US24031700830,24,031,700830,7008.30,Tract,0.685,24031700830,24031,17785.5317307,19103572.7608
574,1400000US24031700901,24,031,700901,7009.01,Tract,0.655,24031700901,24031,24771.7259016,18371499.8445
575,1400000US24031701002,24,031,701002,7010.02,Tract,1.034,24031701002,24031,22230.5411209,28613340.0545
576,1400000US24031701102,24,031,701102,7011.02,Tract,0.804,24031701102,24031,22350.3421277,22424554.0342
577,1400000US24031701210,24,031,701210,7012.10,Tract,0.993,24031701210,24031,22679.2241226,27979286.2551
578,1400000US24031701215,24,031,701215,7012.15,Tract,0.304,24031701215,24031,18500.4553671,8758787.71218
579,1400000US24031701304,24,031,701304,7013.04,Tract,2.873,24031701304,24031,39206.7718003,80130516.5341
580,1400000US24031701313,24,031,701313,7013.13,Tract,1.012,24031701313,24031,24718.7070088,28395169.28
581,1400000US24031701409,24,031,701409,7014.09,Tract,2.521,24031701409,24031,38308.381449,69935581.3546
582,1400000US24031701422,24,031,701422,7014.22,Tract,0.126,24031701422,24031,7809.95695233,3597285.92748
583,1400000US24031701508,24,031,701508,7015.08,Tract,0.357,24031701508,24031,15679.0964864,9893971.17546
584,1400000US24031701601,24,031,701601,7016.01,Tract,0.113,24031701601,24031,9831.03887802,3129793.22642
585,1400000US24031701900,24,031,701900,7019,Tract,0.174,24031701900,24031,12368.5243447,5029552.00702
586,1400000US24031702102,24,031,702102,7021.02,Tract,0.629,24031702102,24031,16752.4401012,17474589.4826
587,1400000US24031702500,24,031,702500,7025,Tract,0.437,24031702500,24031,20318.6827419,12400745.3391
588,1400000US24031703201,24,031,703201,7032.01,Tract,1.635,24031703201,24031,34339.550002,46172498.5532
589,1400000US24031703209,24,031,703209,7032.09,Tract,0.696,24031703209,24031,20397.1843482,19433744.2011
590,1400000US24031703218,24,031,703218,7032.18,Tract,0.237,24031703218,24031,10955.2546036,6545266.12941
591,1400000US24031703301,24,031,703301,7033.01,Tract,0.576,24031703301,24031,17838.6743139,15882541.8578
592,1400000US24031703402,24,031,703402,7034.02,Tract,0.486,24031703402,24031,15004.4513163,13595891.5557
593,1400000US24031703602,24,031,703602,7036.02,Tract,0.445,24031703602,24031,20485.8663868,12433313.1558
594,1400000US24031703902,24,031,703902,7039.02,Tract,0.838,24031703902,24031,21250.3862152,23326983.7661
595,1400000US24031704403,24,031,704403,7044.03,Tract,0.096,24031704403,24031,8247.75804098,2579696.18711
596,1400000US24031704804,24,031,704804,7048.04,Tract,0.131,24031704804,24031,11122.1217652,3746781.65218
597,1400000US24031705300,24,031,705300,7053,Tract,0.407,24031705300,24031,17872.3270811,11480557.052
598,1400000US24031705601,24,031,705601,7056.01,Tract,0.455,24031705601,24031,15739.6763534,12900980.2761
599,1400000US24031705602,24,031,705602,7056.02,Tract,0.208,24031705602,24031,10969.4803889,5531022.85607
600,1400000US24031705701,24,031,705701,7057.01,Tract,0.743,24031705701,24031,21115.4682017,20795947.3723
601,1400000US24031705901,24,031,705901,7059.01,Tract,1.976,24031705901,24031,32297.8170677,55611666.9044
602,1400000US24031706011,24,031,706011,7060.11,Tract,1.467,24031706011,24031,31820.257643,40455091.9382
603,1400000US24033800106,24,033,800106,8001.06,Tract,0.864,24033800106,24033,28917.70758,24491698.2899
604,1400000US24033800209,24,033,800209,8002.09,Tract,0.279,24033800209,24033,17297.4570095,7999478.01945
605,1400000US24033800214,24,033,800214,8002.14,Tract,0.281,24033800214,24033,11887.9810956,7491739.53022
606,1400000US24033800408,24,033,800408,8004.08,Tract,4.039,24033800408,24033,45913.1583414,114926447.106
607,1400000US24033800413,24,033,800413,8004.13,Tract,0.572,24033800413,24033,16902.8866982,15949992.9279
608,1400000US24033800514,24,033,800514,8005.14,Tract,2.786,24033800514,24033,35954.8949184,77726621.8358
609,1400000US24033800519,24,033,800519,8005.19,Tract,1.206,24033800519,24033,24320.9044215,33784737.0238
610,1400000US24033800704,24,033,800704,8007.04,Tract,3.322,24033800704,24033,44125.4229438,92559247.2132
611,1400000US24033801005,24,033,801005,8010.05,Tract,2.009,24033801005,24033,48221.000849,55898131.3958
612,1400000US24033801006,24,033,801006,8010.06,Tract,1.056,24033801006,24033,25640.2822725,29538253.0225
613,1400000US24033801209,24,033,801209,8012.09,Tract,1.128,24033801209,24033,27652.5484461,31258700.5244
614,1400000US24033801216,24,033,801216,8012.16,Tract,3.1,24033801216,24033,42958.167132,87007875.4046
615,1400000US24033801308,24,033,801308,8013.08,Tract,1.006,24033801308,24033,24237.2661478,28145616.6639
616,1400000US24033801313,24,033,801313,8013.13,Tract,2.059,24033801313,24033,38149.553433,57893685.2528
617,1400000US24033801409,24,033,801409,8014.09,Tract,1.117,24033801409,24033,34241.6258767,31213439.1164
618,1400000US24033801702,24,033,801702,8017.02,Tract,0.533,24033801702,24033,19323.5001096,14850795.1726
619,1400000US24033801801,24,033,801801,8018.01,Tract,0.255,24033801801,24033,11939.8905443,7092053.97693
620,1400000US24033801805,24,033,801805,8018.05,Tract,0.266,24033801805,24033,13529.7575559,7327922.19458
621,1400000US24033802104,24,033,802104,8021.04,Tract,0.678,24033802104,24033,18183.8409569,18830082.4316
622,1400000US24033802203,24,033,802203,8022.03,Tract,1.461,24033802203,24033,32116.4007615,40876349.9469
623,1400000US24033802406,24,033,802406,8024.06,Tract,0.349,24033802406,24033,15900.6144949,9677100.75886
624,1400000US24033802600,24,033,802600,8026,Tract,0.354,24033802600,24033,13480.4118676,10088156.8094
625,1400000US24031700308,24,031,700308,7003.08,Tract,0.956,24031700308,24031,24463.4557391,26720756.5073
626,1400000US24031700309,24,031,700309,7003.09,Tract,0.889,24031700309,24031,20967.4993196,24917532.3883
627,1400000US24031700310,24,031,700310,7003.10,Tract,0.82,24031700310,24031,28375.8659855,23714003.5338
628,1400000US24031700311,24,031,700311,7003.11,Tract,4.335,24031700311,24031,56992.772505,121088050.748
629,1400000US24031700312,24,031,700312,7003.12,Tract,22.426,24031700312,24031,141693.053479,649608937.61
630,1400000US24031700400,24,031,700400,7004,Tract,35.938,24031700400,24031,153426.212439,1007614078.93
631,1400000US24031700500,24,031,700500,7005,Tract,63.953,24031700500,24031,199593.16572,1953675741.19
632,1400000US24031700604,24,031,700604,7006.04,Tract,16.389,24031700604,24031,126521.309025,493463315.155
633,1400000US24031700606,24,031,700606,7006.06,Tract,1.792,24031700606,24031,40078.7591783,50376324.7041
634,1400000US24031700608,24,031,700608,7006.08,Tract,10.275,24031700608,24031,83785.1858442,321781383.391
635,1400000US24031700610,24,031,700610,7006.10,Tract,1.848,24031700610,24031,35318.4183385,56063942.9191
636,1400000US24031700613,24,031,700613,7006.13,Tract,4.888,24031700613,24031,59857.7567606,137191415.375
637,1400000US24031700614,24,031,700614,7006.14,Tract,0.885,24031700614,24031,24465.5778691,24711254.7827
638,1400000US24031700615,24,031,700615,7006.15,Tract,1.05,24031700615,24031,29534.5923014,29614989.0215
639,1400000US24031700616,24,031,700616,7006.16,Tract,1.112,24031700616,24031,32077.9742028,30891221.7233
640,1400000US24031700704,24,031,700704,7007.04,Tract,1.126,24031700704,24031,26911.6527186,31122004.0161
641,1400000US24031700706,24,031,700706,7007.06,Tract,1.397,24031700706,24031,28999.2566976,38822399.7284
642,1400000US24031700711,24,031,700711,7007.11,Tract,1.748,24031700711,24031,29580.3323964,49490501.9578
643,1400000US24031700713,24,031,700713,7007.13,Tract,0.53,24031700713,24031,20366.6945839,15680085.1388
644,1400000US24031700715,24,031,700715,7007.15,Tract,0.912,24031700715,24031,24321.1956202,25416654.6956
645,1400000US24031700716,24,031,700716,7007.16,Tract,1.121,24031700716,24031,27291.4881491,31312776.3131
646,1400000US24031700717,24,031,700717,7007.17,Tract,1.106,24031700717,24031,25252.8938928,30972451.1824
647,1400000US24031700719,24,031,700719,7007.19,Tract,0.531,24031700719,24031,19303.6888725,14997276.5757
648,1400000US24031700720,24,031,700720,7007.20,Tract,0.594,24031700720,24031,20103.4062525,16738287.8107
649,1400000US24031700721,24,031,700721,7007.21,Tract,0.167,24031700721,24031,10235.7457274,4685089.60039
650,1400000US24031700722,24,031,700722,7007.22,Tract,1.026,24031700722,24031,22765.9724655,28716941.2766
651,1400000US24031700724,24,031,700724,7007.24,Tract,0.322,24031700724,24031,15098.0911067,9058439.65066
652,1400000US24031700810,24,031,700810,7008.10,Tract,1.367,24031700810,24031,34015.3639969,38674656.2869
653,1400000US24031700811,24,031,700811,7008.11,Tract,0.578,24031700811,24031,17786.7979475,16164145.4418
654,1400000US24031700812,24,031,700812,7008.12,Tract,0.677,24031700812,24031,19618.6771381,19170024.0915
655,1400000US24031700101,24,031,700101,7001.01,Tract,11.524,24031700101,24031,92275.293284,322410114.699
656,1400000US24031700103,24,031,700103,7001.03,Tract,27.046,24031700103,24031,160980.993248,758393509.033
657,1400000US24031700104,24,031,700104,7001.04,Tract,0.93,24031700104,24031,32743.9419453,26168572.8013
658,1400000US24031700204,24,031,700204,7002.04,Tract,14.539,24031700204,24031,131390.837303,406607748.28
659,1400000US24031700205,24,031,700205,7002.05,Tract,9.045,24031700205,24031,85150.3106758,252366439.421
660,1400000US24031700206,24,031,700206,7002.06,Tract,4.946,24031700206,24031,58170.4960039,138111768.809
661,1400000US24031700207,24,031,700207,7002.07,Tract,2.201,24031700207,24031,37688.2314305,61436004.2269
662,1400000US24031700208,24,031,700208,7002.08,Tract,5.295,24031700208,24031,62274.6415853,147774547.621
663,1400000US24031700306,24,031,700306,7003.06,Tract,1.181,24031700306,24031,23188.0894443,33112148.2062
664,1400000US24031700813,24,031,700813,7008.13,Tract,0.957,24031700813,24031,23130.5689816,27174485.8819
665,1400000US24031700816,24,031,700816,7008.16,Tract,1.167,24031700816,24031,33178.5930927,32610680.5002
666,1400000US24031700817,24,031,700817,7008.17,Tract,1.457,24031700817,24031,26125.8484993,41147113.5692
667,1400000US24031700818,24,031,700818,7008.18,Tract,0.86,24031700818,24031,25864.2316799,24273154.7092
668,1400000US24031700819,24,031,700819,7008.19,Tract,0.868,24031700819,24031,24458.3756307,24922083.0073
669,1400000US24031700822,24,031,700822,7008.22,Tract,0.283,24031700822,24031,12685.8206208,7904959.26565
670,1400000US24031700823,24,031,700823,7008.23,Tract,0.622,24031700823,24031,18994.2413609,17545141.4287
671,1400000US24033803300,24,033,803300,8033,Tract,1.078,24033803300,24033,28920.1376068,29773798.2524
672,1400000US24033803401,24,033,803401,8034.01,Tract,0.204,24033803401,24033,10404.0116206,5839817.05387
673,1400000US24033803402,24,033,803402,8034.02,Tract,0.565,24033803402,24033,21517.0502252,15662053.3462
674,1400000US24033803508,24,033,803508,8035.08,Tract,0.846,24033803508,24033,21215.2754762,23410330.6729
675,1400000US24033803509,24,033,803509,8035.09,Tract,0.859,24033803509,24033,25774.408909,24140150.2127
676,1400000US24033803513,24,033,803513,8035.13,Tract,0.964,24033803513,24033,23568.2498341,26847957.3824
677,1400000US24033803514,24,033,803514,8035.14,Tract,1.699,24033803514,24033,30783.6360523,47865923.024
678,1400000US24033803516,24,033,803516,8035.16,Tract,1.432,24033803516,24033,32010.1496708,40306315.2934
679,1400000US24033806711,24,033,806711,8067.11,Tract,0.548,24033806711,24033,16618.1500198,15264701.5134
680,1400000US24033806713,24,033,806713,8067.13,Tract,0.368,24033806713,24033,17288.6522985,9872778.34058
681,1400000US24033806714,24,033,806714,8067.14,Tract,0.621,24033806714,24033,19899.7512457,17844643.2692
682,1400000US24033806800,24,033,806800,8068,Tract,0.919,24033806800,24033,24570.3387695,25797082.533
683,1400000US24033806900,24,033,806900,8069,Tract,0.662,24033806900,24033,17916.4787413,18400107.6161
684,1400000US24033807000,24,033,807000,8070,Tract,1.514,24033807000,24033,39478.0677644,42771686.322
685,1400000US24033807102,24,033,807102,8071.02,Tract,1.381,24033807102,24033,27504.9871578,38890515.4253
686,1400000US24033807200,24,033,807200,8072,Tract,2.071,24033807200,24033,44016.4065973,57255165.219
687,1400000US24033807301,24,033,807301,8073.01,Tract,1.467,24033807301,24033,41291.4530362,41511778.0087
688,1400000US24033807305,24,033,807305,8073.05,Tract,1.188,24033807305,24033,23697.811465,33290919.5096
689,1400000US24033807404,24,033,807404,8074.04,Tract,2.613,24033807404,24033,48100.1880604,73027821.9171
690,1400000US24033807407,24,033,807407,8074.07,Tract,2.255,24033807407,24033,44694.1619571,63796857.8265
691,1400000US24033807408,24,033,807408,8074.08,Tract,10.872,24033807408,24033,102656.58215,304892771.473
692,1400000US24033807409,24,033,807409,8074.09,Tract,0.888,24033807409,24033,30089.0416222,24926101.5627
693,1400000US24033807410,24,033,807410,8074.10,Tract,0.46,24033807410,24033,16148.7749586,12877408.3974
694,1400000US24033803520,24,033,803520,8035.20,Tract,2.647,24033803520,24033,39990.6285276,73626376.083
695,1400000US24033803521,24,033,803521,8035.21,Tract,2.028,24033803521,24033,33766.4796447,57401272.6332
696,1400000US24033803522,24,033,803522,8035.22,Tract,0.975,24033803522,24033,30747.9602434,28221772.9005
697,1400000US24033803523,24,033,803523,8035.23,Tract,1.201,24033803523,24033,31626.4924911,33672416.1199
698,1400000US24033803524,24,033,803524,8035.24,Tract,1.073,24033803524,24033,31737.6319566,29826237.2268
699,1400000US24033803526,24,033,803526,8035.26,Tract,0.894,24033803526,24033,29206.3645353,24804837.6424
700,1400000US24033803527,24,033,803527,8035.27,Tract,0.626,24033803527,24033,17935.4902332,17547878.096
701,1400000US24033803601,24,033,803601,8036.01,Tract,0.9,24033803601,24033,23882.2897876,24985205.4529
702,1400000US24033803602,24,033,803602,8036.02,Tract,1.328,24033803602,24033,29788.2075685,36972573.4663
703,1400000US24033803605,24,033,803605,8036.05,Tract,1.2,24033803605,24033,33943.090761,33728432.7495
704,1400000US24033803606,24,033,803606,8036.06,Tract,1.281,24033803606,24033,28786.34111,35897956.5581
705,1400000US24033803608,24,033,803608,8036.08,Tract,2.0,24033803608,24033,33468.6050519,56275194.3743
706,1400000US24033803610,24,033,803610,8036.10,Tract,0.494,24033803610,24033,19625.6998447,13563462.8032
707,1400000US24033803612,24,033,803612,8036.12,Tract,0.592,24033803612,24033,19905.1411428,16640335.4874
708,1400000US24033803700,24,033,803700,8037,Tract,0.355,24033803700,24033,13199.1688566,9767916.06894
709,1400000US24033803801,24,033,803801,8038.01,Tract,0.482,24033803801,24033,18189.7125787,13541148.1468
710,1400000US24033803803,24,033,803803,8038.03,Tract,0.809,24033803803,24033,19066.7199001,22515495.337
711,1400000US24033803900,24,033,803900,8039,Tract,0.32,24033803900,24033,12328.5001301,8881369.42369
712,1400000US24033804002,24,033,804002,8040.02,Tract,0.804,24033804002,24033,25617.9156123,23728367.5661
713,1400000US24033804101,24,033,804101,8041.01,Tract,0.543,24033804101,24033,20748.7438132,14948151.4585
714,1400000US24033804102,24,033,804102,8041.02,Tract,0.826,24033804102,24033,21651.3048053,23211788.86
715,1400000US24033804200,24,033,804200,8042,Tract,0.947,24033804200,24033,21836.1921821,26331660.5515
716,1400000US24033804300,24,033,804300,8043,Tract,1.35,24033804300,24033,32109.0291416,38153575.6587
717,1400000US24033804600,24,033,804600,8046,Tract,0.462,24033804600,24033,15704.0033086,12832551.2351
718,1400000US24033804700,24,033,804700,8047,Tract,0.411,24033804700,24033,15935.9009587,11383145.2004
719,1400000US24033804801,24,033,804801,8048.01,Tract,0.125,24033804801,24033,9952.8560295,3462351.16971
720,1400000US24033804802,24,033,804802,8048.02,Tract,0.122,24033804802,24033,8263.19865811,3582407.07993
721,1400000US24033805000,24,033,805000,8050,Tract,0.717,24033805000,24033,27261.5249168,20678333.5598
722,1400000US24033805101,24,033,805101,8051.01,Tract,0.435,24033805101,24033,19315.0073449,12751138.1433
723,1400000US24033805201,24,033,805201,8052.01,Tract,0.318,24033805201,24033,11343.2067398,8788031.72438
724,1400000US24033805202,24,033,805202,8052.02,Tract,0.326,24033805202,24033,13205.2660037,9240558.82375
725,1400000US24033805500,24,033,805500,8055,Tract,0.394,24033805500,24033,17352.5770613,11089412.1221
726,1400000US24033805602,24,033,805602,8056.02,Tract,0.11,24033805602,24033,8245.31622032,2816955.98952
727,1400000US24033805700,24,033,805700,8057,Tract,0.494,24033805700,24033,23989.3429303,13850741.7542
728,1400000US24033805801,24,033,805801,8058.01,Tract,0.55,24033805801,24033,20445.9324124,15349760.2517
729,1400000US24033805802,24,033,805802,8058.02,Tract,0.41,24033805802,24033,18260.7636675,11650261.7076
730,1400000US24033805906,24,033,805906,8059.06,Tract,0.123,24033805906,24033,9929.11298475,3474648.03823
731,1400000US24033805907,24,033,805907,8059.07,Tract,0.092,24033805907,24033,8378.30352124,2485568.79095
732,1400000US24033805908,24,033,805908,8059.08,Tract,0.389,24033805908,24033,13486.0787985,10707227.9509
733,1400000US24033805909,24,033,805909,8059.09,Tract,0.451,24033805909,24033,19165.9254033,12028887.5088
734,1400000US24033806000,24,033,806000,8060,Tract,0.586,24033806000,24033,17939.1444685,17032097.5314
735,1400000US24033806100,24,033,806100,8061,Tract,0.52,24033806100,24033,19665.1554021,14479314.0818
736,1400000US24033806300,24,033,806300,8063,Tract,0.656,24033806300,24033,24167.0684611,18570905.4323
737,1400000US24033806400,24,033,806400,8064,Tract,0.798,24033806400,24033,21013.508035,22516259.7184
738,1400000US24033806501,24,033,806501,8065.01,Tract,0.599,24033806501,24033,21240.979008,17096915.4309
739,1400000US24033806601,24,033,806601,8066.01,Tract,0.402,24033806601,24033,14107.3835224,11066991.5207
740,1400000US24033806706,24,033,806706,8067.06,Tract,2.599,24033806706,24033,36641.6394287,72638114.2478
741,1400000US24033806708,24,033,806708,8067.08,Tract,0.976,24033806708,24033,24929.9197663,27718011.5647
742,1400000US24033806710,24,033,806710,8067.10,Tract,0.892,24033806710,24033,21634.9725321,25312455.5741
743,1400000US24033803607,24,033,803607,8036.07,Tract,1.058,24033803607,24033,29889.8814521,29311632.6813
744,1400000US24031701417,24,031,701417,7014.17,Tract,0.826,24031701417,24031,22892.774083,23074344.2174
745,1400000US24033801908,24,033,801908,8019.08,Tract,0.601,24033801908,24033,21486.3260436,16211938.3171
746,1400000US24033807405,24,033,807405,8074.05,Tract,2.738,24033807405,24033,36041.3210909,76453276.6549
747,1400000US24031704502,24,031,704502,7045.02,Tract,0.829,24031704502,24031,22737.3938914,23065860.9555
748,1400000US24031700832,24,031,700832,7008.32,Tract,0.529,24031700832,24031,19117.8886175,14884286.5839
749,1400000US24031700833,24,031,700833,7008.33,Tract,0.897,24031700833,24031,22061.5334526,24889785.6225
750,1400000US24031700834,24,031,700834,7008.34,Tract,0.542,24031700834,24031,22154.8290683,15329051.9044
751,1400000US24031700835,24,031,700835,7008.35,Tract,2.168,24031700835,24031,34780.8316429,60762364.9232
752,1400000US24031700902,24,031,700902,7009.02,Tract,0.661,24031700902,24031,20001.3630902,18321834.2156
753,1400000US24031700903,24,031,700903,7009.03,Tract,1.482,24031700903,24031,28582.6969465,41133685.0591
754,1400000US24031700904,24,031,700904,7009.04,Tract,0.487,24031700904,24031,26552.3769972,13570781.2647
755,1400000US24031700905,24,031,700905,7009.05,Tract,0.304,24031700905,24031,11964.0931498,8553789.9589
756,1400000US24031701001,24,031,701001,7010.01,Tract,1.915,24031701001,24031,33080.2353491,54355533.2353
757,1400000US24031701004,24,031,701004,7010.04,Tract,1.19,24031701004,24031,24148.0272643,33133284.4272
758,1400000US24031701005,24,031,701005,7010.05,Tract,0.752,24031701005,24031,21628.5653936,20934995.5787
759,1400000US24031701006,24,031,701006,7010.06,Tract,1.702,24031701006,24031,29138.0021738,48233945.1919
760,1400000US24031701007,24,031,701007,7010.07,Tract,0.917,24031701007,24031,24936.8765983,25423576.5188
761,1400000US24031701101,24,031,701101,7011.01,Tract,0.892,24031701101,24031,26096.1058461,24974251.8808
762,1400000US24031701201,24,031,701201,7012.01,Tract,0.979,24031701201,24031,30353.1877843,27055473.7106
763,1400000US24031701202,24,031,701202,7012.02,Tract,0.711,24031701202,24031,22156.5335949,19898826.4804
764,1400000US24031701205,24,031,701205,7012.05,Tract,2.62,24031701205,24031,39045.5463619,73242381.8145
765,1400000US24031701206,24,031,701206,7012.06,Tract,1.919,24031701206,24031,31805.5734694,53587748.1419
766,1400000US24031701211,24,031,701211,7012.11,Tract,2.542,24031701211,24031,46785.4815904,71610795.5261
767,1400000US24031701212,24,031,701212,7012.12,Tract,3.824,24031701212,24031,52879.99818,112280474.737
768,1400000US24031701213,24,031,701213,7012.13,Tract,0.739,24031701213,24031,18215.7630131,20736398.5551
769,1400000US24031701214,24,031,701214,7012.14,Tract,0.475,24031701214,24031,17071.63401,13206446.4643
770,1400000US24031701216,24,031,701216,7012.16,Tract,0.523,24031701216,24031,17562.832494,14659597.7097
771,1400000US24031701218,24,031,701218,7012.18,Tract,0.281,24031701218,24031,12299.6485468,7935603.37919
772,1400000US24031701219,24,031,701219,7012.19,Tract,0.87,24031701219,24031,30980.81185,23924793.0528
773,1400000US24031701220,24,031,701220,7012.20,Tract,2.264,24031701220,24031,33956.5616294,63278882.3443
774,1400000US24031701221,24,031,701221,7012.21,Tract,1.062,24031701221,24031,21144.9960346,29764543.5331
775,1400000US24031701303,24,031,701303,7013.03,Tract,1.599,24031701303,24031,35806.9021128,46141173.2582
776,1400000US24031701306,24,031,701306,7013.06,Tract,1.818,24031701306,24031,36624.7528886,50856417.2212
777,1400000US24031701307,24,031,701307,7013.07,Tract,5.93,24031701307,24031,73042.5280802,166120471.641
778,1400000US24031701308,24,031,701308,7013.08,Tract,5.292,24031701308,24031,59099.2062807,148012995.171
779,1400000US24031701312,24,031,701312,7013.12,Tract,1.565,24031701312,24031,27661.8825931,43514631.2358
780,1400000US24031701314,24,031,701314,7013.14,Tract,0.552,24031701314,24031,17795.6256429,15449637.4232
781,1400000US24031701315,24,031,701315,7013.15,Tract,1.012,24031701315,24031,22586.8619963,28253229.1395
782,1400000US24031701316,24,031,701316,7013.16,Tract,9.662,24031701316,24031,78594.2089197,270476133.795
783,1400000US24031701317,24,031,701317,7013.17,Tract,13.43,24031701317,24031,107202.694848,400934900.645
784,1400000US24031701408,24,031,701408,7014.08,Tract,9.816,24031701408,24031,91902.1497857,282858857.513
785,1400000US24031701410,24,031,701410,7014.10,Tract,3.683,24031701410,24031,58305.2335391,105734081.489
786,1400000US24031701414,24,031,701414,7014.14,Tract,2.21,24031701414,24031,37710.2008859,61755830.6011
787,1400000US24031701415,24,031,701415,7014.15,Tract,2.74,24031701415,24031,39444.1556466,76870266.4456
788,1400000US24031701418,24,031,701418,7014.18,Tract,0.476,24031701418,24031,15854.8655354,13251194.245
789,1400000US24031701420,24,031,701420,7014.20,Tract,1.032,24031701420,24031,26726.9896215,29082784.3695
790,1400000US24031701421,24,031,701421,7014.21,Tract,1.69,24031701421,24031,29825.6630793,47725973.0268
791,1400000US24031701423,24,031,701423,7014.23,Tract,0.411,24031701423,24031,13640.7505828,11617520.9746
792,1400000US24031701503,24,031,701503,7015.03,Tract,1.713,24031701503,24031,32009.0943915,47667087.6396
793,1400000US24031701505,24,031,701505,7015.05,Tract,1.298,24031701505,24031,27635.7851689,36396784.7913
794,1400000US24031701506,24,031,701506,7015.06,Tract,2.346,24031701506,24031,47879.5881623,65827110.4533
795,1400000US24031701507,24,031,701507,7015.07,Tract,2.153,24031701507,24031,38840.9078396,60216512.911
