2010,2000,DEC_MA,DEC_TP,DEC_MP,DEC_MPP,DEC_FP,DEC_FPP,DEC_AAP,DEC_AAPP,DEC_LF,DEC_LFP,DEC_EM,DEC_EMP,DEC_UE,DEC_UEP,DEC_NLF,DECNLFP,DEC_FLF,DEC_FLFP,D_E1824,D_E24LM,D_E24LF,D_NH24L,D_NH24LM,D_NH24LF,D_HS24L,D_HS24LM,D_AS24L,D_AS24LM,D_AS24LF,D_BA24L,D_BA24LM,D_BA24LF,D_HS34LM,D_HS34LF,D_BA34L,D_BA34LM,D_BA34LF,D_HS44L,D_HS44LM,D_HS44LF,DEC_10KL,DEC_1015,DEC_1519,DEC_2025,DEC_2530,DEC_3035,DEC_3540,DEC_4050,DEC_5059,DEC_6069,DEC_7079,DEC_8089,DEC_9099,DEC_1124,DEC_12549,DEC_15074,DEC_17599,DEC_20049,DEC_25099,DEC_30099,DEC_40099,DEC_500749,DEC_750999,DEC_1000,DEC_MGRP,DEC_MOC,DEC_FOC,DEC_MRC,DEC_FRC,DEC_MO,DEC_FO,DEC_MR,DEC_FR,DEC_OO,DEC_RO,DEC_SSM,DEC_SSMF,DEC_SSF,DEC_SSO,DEC_BPL,DEC_BPLP,DEC_BPLM,DEC_BPLF,DEC_BPLMP,DEC_BPLFP,DEC_MI,AREA,PERCENTAGE
1400000US11001000701,1400000US11001000701,44.5,4395,1782,40.5,2613,59.5,159,3.6,2756,66.3,2648,63.7,108,2.6,1403,33.7,1585,62.3,398,159,239,45,27,18,14,14,106,31,75,233,87,146,100,98.1,95.3,96.7,94.4,96.6,98.4,95.5,0,0,0,0,0,0,0,0,0,0,0,0,19,4,51,6,45,5,33,16,8,0,0,0,29.5,0,17,0,0,0,34,32,82,1427,1488,24,26,0,2826,253,5.8,82,9.9,142,8.7,53470,5.36E-05,93.66416524
1400000US11001000701,1400000US11001001002,31.5,3465,1466,42.3,1999,57.7,219,6.3,2408,72.8,2338,70.7,60,1.8,901,27.2,1282,68.5,693,269,424,44,24,20,40,28,306,105,201,303,112,191,98.8,100,100,100,100,93.1,95.9,91.1,0,0,6,0,8,0,0,0,9,0,0,10,80,342,255,117,33,0,0,0,0,0,0,5,30,8,21,0,35,6,16,0,75,688,1593,21,46,0,2161,626,18.1,203,21.7,327,25.8,49647,1.51E-06,2.645135718
1400000US11001000701,1400000US11001000400,45.2,1510,737,48.8,773,51.2,67,4.4,833,64.1,830,63.8,3,0.2,467,35.9,360,52.6,74,11,63,0,0,0,21,0,0,0,0,53,11,42,100,100,100,100,100,99.1,98.5,100,0,0,0,0,0,0,0,0,0,0,0,46,25,52,31,14,29,0,0,0,0,0,0,0,28.7,0,0,0,0,5,14,0,5,451,219,16,0,0,664,45,3,5,2,40,14.7,129133,8.07E-07,1.408995382
1400000US11001000701,1400000US11001000801,41.1,6721,2826,42,3895,58,292,4.3,4223,70.1,3356,55.7,834,13.8,1802,29.9,2323,65.6,1305,504,801,32,25,7,89,19,923,379,544,261,81,180,98.3,100,98,100,96.4,98.8,100,98,0,0,0,10,0,7,0,0,0,0,0,0,0,0,7,43,53,63,105,97,31,10,0,0,25.3,0,54,0,33,0,15,10,92,1981,1299,14,44,0,3179,442,7.4,119,14.2,167,10.7,80266,6.43E-07,1.123466863
1400000US11001000701,1400000US11001000702,31.2,3326,1379,41.5,1947,58.5,221,6.6,2347,76.4,2279,74.2,68,2.2,725,23.6,1448,75.7,576,162,414,0,0,0,56,39,182,44,138,338,79,259,98.8,99,97,96.7,97.2,92.3,87.3,95.4,0,0,0,0,0,0,0,0,0,0,0,14,16,30,7,0,8,6,0,0,0,0,0,0,22.9,0,21,9,48,6,0,41,83,476,1826,0,17,0,2250,622,19,201,26.1,278,19.2,37244,4.91E-07,0.85774493
1400000US11001000701,1400000US11001000600,45.6,4919,2075,42.2,2844,57.8,630,12.8,2759,63.3,2727,62.6,24,0.6,1598,36.7,1502,56.3,306,88,218,31,5,26,34,15,21,5,16,220,63,157,93,99.4,94.2,88.3,100,95.1,95.7,94.7,0,0,0,0,0,0,0,0,0,0,9,5,49,282,251,105,20,7,0,0,8,0,0,0,19.5,0,38,0,18,17,41,0,65,1345,822,7,43,28,1965,206,4.8,56,8.3,137,12.5,89507,1.72E-07,0.300491502
1400000US11001000702,1400000US11001000702,31.2,3326,1379,41.5,1947,58.5,221,6.6,2347,76.4,2279,74.2,68,2.2,725,23.6,1448,75.7,576,162,414,0,0,0,56,39,182,44,138,338,79,259,98.8,99,97,96.7,97.2,92.3,87.3,95.4,0,0,0,0,0,0,0,0,0,0,0,14,16,30,7,0,8,6,0,0,0,0,0,0,22.9,0,21,9,48,6,0,41,83,476,1826,0,17,0,2250,622,19,201,26.1,278,19.2,37244,2.90E-05,93.40799684
1400000US11001000702,1400000US11001000701,44.5,4395,1782,40.5,2613,59.5,159,3.6,2756,66.3,2648,63.7,108,2.6,1403,33.7,1585,62.3,398,159,239,45,27,18,14,14,106,31,75,233,87,146,100,98.1,95.3,96.7,94.4,96.6,98.4,95.5,0,0,0,0,0,0,0,0,0,0,0,0,19,4,51,6,45,5,33,16,8,0,0,0,29.5,0,17,0,0,0,34,32,82,1427,1488,24,26,0,2826,253,5.8,82,9.9,142,8.7,53470,1.08E-06,3.480024943
1400000US11001000702,1400000US11001000300,30.4,5706,2649,46.4,3057,53.6,175,3.1,4020,74.8,3922,73,84,1.6,1355,25.2,2067,73.9,1248,588,660,55,16,39,69,42,455,313,142,669,217,452,100,100,97.6,95.5,100,97.2,98.1,96.5,0,0,0,6,0,0,0,0,0,0,21,8,10,14,10,31,22,17,23,16,0,0,0,0,27.9,0,32,10,10,22,47,18,30,1314,1464,0,31,0,2680,898,15.6,350,21.3,371,21,73558,9.60E-07,3.094008557
1400000US11001000702,1400000US11001000400,45.2,1510,737,48.8,773,51.2,67,4.4,833,64.1,830,63.8,3,0.2,467,35.9,360,52.6,74,11,63,0,0,0,21,0,0,0,0,53,11,42,100,100,100,100,100,99.1,98.5,100,0,0,0,0,0,0,0,0,0,0,0,46,25,52,31,14,29,0,0,0,0,0,0,0,28.7,0,0,0,0,5,14,0,5,451,219,16,0,0,664,45,3,5,2,40,14.7,129133,5.58E-09,0.017970054
1400000US11001000801,1400000US11001000801,41.1,6721,2826,42,3895,58,292,4.3,4223,70.1,3356,55.7,834,13.8,1802,29.9,2323,65.6,1305,504,801,32,25,7,89,19,923,379,544,261,81,180,98.3,100,98,100,96.4,98.8,100,98,0,0,0,10,0,7,0,0,0,0,0,0,0,0,7,43,53,63,105,97,31,10,0,0,25.3,0,54,0,33,0,15,10,92,1981,1299,14,44,0,3179,442,7.4,119,14.2,167,10.7,80266,0.000321086,98.89662246
1400000US11001000801,1400000US11001000902,41.8,1973,917,46.5,1056,53.5,96,4.9,1182,74.9,1173,74.3,9,0.6,397,25.1,573,69.8,84,54,30,25,13,12,21,9,6,0,6,32,32,0,100,93.1,98.3,96.4,100,97.1,100,94.9,0,16,0,0,0,0,6,0,0,0,8,13,20,231,235,118,48,6,20,5,0,0,0,0,31,0,15,5,0,12,32,5,0,685,154,5,16,0,758,62,3.2,37,21.3,10,4.6,119932,1.33E-06,0.410387959
1400000US11001000801,1400000US11001001002,31.5,3465,1466,42.3,1999,57.7,219,6.3,2408,72.8,2338,70.7,60,1.8,901,27.2,1282,68.5,693,269,424,44,24,20,40,28,306,105,201,303,112,191,98.8,100,100,100,100,93.1,95.9,91.1,0,0,6,0,8,0,0,0,9,0,0,10,80,342,255,117,33,0,0,0,0,0,0,5,30,8,21,0,35,6,16,0,75,688,1593,21,46,0,2161,626,18.1,203,21.7,327,25.8,49647,8.30E-07,0.255561902
1400000US11001000801,1400000US11001000802,34.3,2806,1370,48.8,1436,51.2,93,3.3,1776,71.1,1749,70,27,1.1,723,28.9,834,64.3,325,125,200,20,20,0,13,0,60,38,22,232,67,165,100,98.7,98,96.2,100,98.9,100,97.8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,40,42,7,0,22.5,0,10,13,15,6,5,13,30,750,598,28,40,7,1254,377,13.4,125,20.1,196,28.9,76919,7.44E-07,0.229192346
1400000US11001000801,1400000US11001000901,21.4,7208,3131,43.4,4077,56.6,408,5.7,5134,79.3,2127,32.8,3007,46.4,1344,20.7,2950,77.3,3336,1216,2120,70,24,46,284,37,2788,1074,1714,194,81,113,95.5,94.2,98.4,96.4,100,99.6,100,99.2,0,0,0,0,0,0,0,0,0,0,0,14,6,30,86,104,106,69,72,6,6,0,0,0,24.4,12,20,7,6,11,16,7,6,1301,162,4,13,0,1461,174,4.4,81,28.8,66,14,160829,4.55E-07,0.140013228
1400000US11001000801,1400000US11001000702,31.2,3326,1379,41.5,1947,58.5,221,6.6,2347,76.4,2279,74.2,68,2.2,725,23.6,1448,75.7,576,162,414,0,0,0,56,39,182,44,138,338,79,259,98.8,99,97,96.7,97.2,92.3,87.3,95.4,0,0,0,0,0,0,0,0,0,0,0,14,16,30,7,0,8,6,0,0,0,0,0,0,22.9,0,21,9,48,6,0,41,83,476,1826,0,17,0,2250,622,19,201,26.1,278,19.2,37244,1.79E-07,0.055126953
1400000US11001000801,1400000US11001000701,44.5,4395,1782,40.5,2613,59.5,159,3.6,2756,66.3,2648,63.7,108,2.6,1403,33.7,1585,62.3,398,159,239,45,27,18,14,14,106,31,75,233,87,146,100,98.1,95.3,96.7,94.4,96.6,98.4,95.5,0,0,0,0,0,0,0,0,0,0,0,0,19,4,51,6,45,5,33,16,8,0,0,0,29.5,0,17,0,0,0,34,32,82,1427,1488,24,26,0,2826,253,5.8,82,9.9,142,8.7,53470,3.54E-08,0.010903895
1400000US11001000801,1400000US11001000300,30.4,5706,2649,46.4,3057,53.6,175,3.1,4020,74.8,3922,73,84,1.6,1355,25.2,2067,73.9,1248,588,660,55,16,39,69,42,455,313,142,669,217,452,100,100,97.6,95.5,100,97.2,98.1,96.5,0,0,0,6,0,0,0,0,0,0,21,8,10,14,10,31,22,17,23,16,0,0,0,0,27.9,0,32,10,10,22,47,18,30,1314,1464,0,31,0,2680,898,15.6,350,21.3,371,21,73558,7.11E-09,0.002190565
1400000US11001000802,1400000US11001000802,34.3,2806,1370,48.8,1436,51.2,93,3.3,1776,71.1,1749,70,27,1.1,723,28.9,834,64.3,325,125,200,20,20,0,13,0,60,38,22,232,67,165,100,98.7,98,96.2,100,98.9,100,97.8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,40,42,7,0,22.5,0,10,13,15,6,5,13,30,750,598,28,40,7,1254,377,13.4,125,20.1,196,28.9,76919,0.000239723,98.4972264
1400000US11001000802,1400000US11001000801,41.1,6721,2826,42,3895,58,292,4.3,4223,70.1,3356,55.7,834,13.8,1802,29.9,2323,65.6,1305,504,801,32,25,7,89,19,923,379,544,261,81,180,98.3,100,98,100,96.4,98.8,100,98,0,0,0,10,0,7,0,0,0,0,0,0,0,0,7,43,53,63,105,97,31,10,0,0,25.3,0,54,0,33,0,15,10,92,1981,1299,14,44,0,3179,442,7.4,119,14.2,167,10.7,80266,2.46E-06,1.01065983
1400000US11001000802,1400000US11001000300,30.4,5706,2649,46.4,3057,53.6,175,3.1,4020,74.8,3922,73,84,1.6,1355,25.2,2067,73.9,1248,588,660,55,16,39,69,42,455,313,142,669,217,452,100,100,97.6,95.5,100,97.2,98.1,96.5,0,0,0,6,0,0,0,0,0,0,21,8,10,14,10,31,22,17,23,16,0,0,0,0,27.9,0,32,10,10,22,47,18,30,1314,1464,0,31,0,2680,898,15.6,350,21.3,371,21,73558,1.20E-06,0.492113527
1400000US11001000901,1400000US11001000901,21.4,7208,3131,43.4,4077,56.6,408,5.7,5134,79.3,2127,32.8,3007,46.4,1344,20.7,2950,77.3,3336,1216,2120,70,24,46,284,37,2788,1074,1714,194,81,113,95.5,94.2,98.4,96.4,100,99.6,100,99.2,0,0,0,0,0,0,0,0,0,0,0,14,6,30,86,104,106,69,72,6,6,0,0,0,24.4,12,20,7,6,11,16,7,6,1301,162,4,13,0,1461,174,4.4,81,28.8,66,14,160829,0.000301484,96.5486496
1400000US11001000901,1400000US11001001001,40.5,6062,2815,46.4,3247,53.6,195,3.2,3676,73.8,3567,71.6,102,2,1303,26.2,1796,68.1,343,211,132,28,10,18,15,8,107,107,0,193,86,107,100,100,98.3,97.9,98.7,96.8,97.6,96.2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,10,0,134,321,251,119,18,8,22.2,27,50,11,0,15,50,11,36,1989,559,27,36,13,2438,278,4.6,105,13.9,136,13.1,109770,7.85E-06,2.513386774
1400000US11001000901,1400000US11001000902,41.8,1973,917,46.5,1056,53.5,96,4.9,1182,74.9,1173,74.3,9,0.6,397,25.1,573,69.8,84,54,30,25,13,12,21,9,6,0,6,32,32,0,100,93.1,98.3,96.4,100,97.1,100,94.9,0,16,0,0,0,0,6,0,0,0,8,13,20,231,235,118,48,6,20,5,0,0,0,0,31,0,15,5,0,12,32,5,0,685,154,5,16,0,758,62,3.2,37,21.3,10,4.6,119932,2.27E-06,0.725726936
1400000US11001000901,1400000US11001000801,41.1,6721,2826,42,3895,58,292,4.3,4223,70.1,3356,55.7,834,13.8,1802,29.9,2323,65.6,1305,504,801,32,25,7,89,19,923,379,544,261,81,180,98.3,100,98,100,96.4,98.8,100,98,0,0,0,10,0,7,0,0,0,0,0,0,0,0,7,43,53,63,105,97,31,10,0,0,25.3,0,54,0,33,0,15,10,92,1981,1299,14,44,0,3179,442,7.4,119,14.2,167,10.7,80266,6.49E-07,0.207931994
1400000US11001000901,1400000US11001001002,31.5,3465,1466,42.3,1999,57.7,219,6.3,2408,72.8,2338,70.7,60,1.8,901,27.2,1282,68.5,693,269,424,44,24,20,40,28,306,105,201,303,112,191,98.8,100,100,100,100,93.1,95.9,91.1,0,0,6,0,8,0,0,0,9,0,0,10,80,342,255,117,33,0,0,0,0,0,0,5,30,8,21,0,35,6,16,0,75,688,1593,21,46,0,2161,626,18.1,203,21.7,327,25.8,49647,1.34E-08,0.004304084
1400000US11001000902,1400000US11001000902,41.8,1973,917,46.5,1056,53.5,96,4.9,1182,74.9,1173,74.3,9,0.6,397,25.1,573,69.8,84,54,30,25,13,12,21,9,6,0,6,32,32,0,100,93.1,98.3,96.4,100,97.1,100,94.9,0,16,0,0,0,0,6,0,0,0,8,13,20,231,235,118,48,6,20,5,0,0,0,0,31,0,15,5,0,12,32,5,0,685,154,5,16,0,758,62,3.2,37,21.3,10,4.6,119932,0.000218862,95.70772641
1400000US11001000902,1400000US11001000901,21.4,7208,3131,43.4,4077,56.6,408,5.7,5134,79.3,2127,32.8,3007,46.4,1344,20.7,2950,77.3,3336,1216,2120,70,24,46,284,37,2788,1074,1714,194,81,113,95.5,94.2,98.4,96.4,100,99.6,100,99.2,0,0,0,0,0,0,0,0,0,0,0,14,6,30,86,104,106,69,72,6,6,0,0,0,24.4,12,20,7,6,11,16,7,6,1301,162,4,13,0,1461,174,4.4,81,28.8,66,14,160829,6.96E-06,3.041465553
1400000US11001000902,1400000US11001000801,41.1,6721,2826,42,3895,58,292,4.3,4223,70.1,3356,55.7,834,13.8,1802,29.9,2323,65.6,1305,504,801,32,25,7,89,19,923,379,544,261,81,180,98.3,100,98,100,96.4,98.8,100,98,0,0,0,10,0,7,0,0,0,0,0,0,0,0,7,43,53,63,105,97,31,10,0,0,25.3,0,54,0,33,0,15,10,92,1981,1299,14,44,0,3179,442,7.4,119,14.2,167,10.7,80266,2.86E-06,1.250811692
1400000US11001001001,1400000US11001001001,40.5,6062,2815,46.4,3247,53.6,195,3.2,3676,73.8,3567,71.6,102,2,1303,26.2,1796,68.1,343,211,132,28,10,18,15,8,107,107,0,193,86,107,100,100,98.3,97.9,98.7,96.8,97.6,96.2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,10,0,134,321,251,119,18,8,22.2,27,50,11,0,15,50,11,36,1989,559,27,36,13,2438,278,4.6,105,13.9,136,13.1,109770,0.000249963,97.74069965
1400000US11001001001,1400000US11001001100,42.4,4428,1925,43.5,2503,56.5,252,5.7,2740,73.6,2690,72.3,36,1,981,26.4,1436,68.8,230,93,137,44,10,34,36,26,57,24,33,93,33,60,97.6,100,98.7,100,97.5,96.8,98.6,95.2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,5,0,18,51,170,122,162,57,41,25.5,0,30,0,0,20,47,0,0,1409,445,29,32,12,1778,86,2,44,9.2,27,3.7,103184,5.55E-06,2.170012098
1400000US11001001001,1400000US11001001200,37.4,4856,2182,44.9,2674,55.1,281,5.8,3438,80.8,3383,79.5,55,1.3,819,19.2,1848,76.7,476,162,314,29,7,22,16,8,122,55,67,309,92,217,98.9,100,91.7,91.1,92.1,96.9,96.2,97.5,0,0,0,0,0,0,0,0,0,0,0,0,16,4,25,25,10,9,107,666,639,287,46,14,24.3,17,47,7,31,18,40,29,97,1270,1297,39,79,23,2428,349,7.2,97,10.4,153,11.4,77753,1.89E-07,0.073752003
1400000US11001001001,1400000US11001001002,31.5,3465,1466,42.3,1999,57.7,219,6.3,2408,72.8,2338,70.7,60,1.8,901,27.2,1282,68.5,693,269,424,44,24,20,40,28,306,105,201,303,112,191,98.8,100,100,100,100,93.1,95.9,91.1,0,0,6,0,8,0,0,0,9,0,0,10,80,342,255,117,33,0,0,0,0,0,0,5,30,8,21,0,35,6,16,0,75,688,1593,21,46,0,2161,626,18.1,203,21.7,327,25.8,49647,2.83E-08,0.011083647
1400000US11001001001,1400000US11001000901,21.4,7208,3131,43.4,4077,56.6,408,5.7,5134,79.3,2127,32.8,3007,46.4,1344,20.7,2950,77.3,3336,1216,2120,70,24,46,284,37,2788,1074,1714,194,81,113,95.5,94.2,98.4,96.4,100,99.6,100,99.2,0,0,0,0,0,0,0,0,0,0,0,14,6,30,86,104,106,69,72,6,6,0,0,0,24.4,12,20,7,6,11,16,7,6,1301,162,4,13,0,1461,174,4.4,81,28.8,66,14,160829,1.14E-08,0.004452581
1400000US11001001002,1400000US11001001002,31.5,3465,1466,42.3,1999,57.7,219,6.3,2408,72.8,2338,70.7,60,1.8,901,27.2,1282,68.5,693,269,424,44,24,20,40,28,306,105,201,303,112,191,98.8,100,100,100,100,93.1,95.9,91.1,0,0,6,0,8,0,0,0,9,0,0,10,80,342,255,117,33,0,0,0,0,0,0,5,30,8,21,0,35,6,16,0,75,688,1593,21,46,0,2161,626,18.1,203,21.7,327,25.8,49647,8.53E-05,92.43296341
1400000US11001001002,1400000US11001000600,45.6,4919,2075,42.2,2844,57.8,630,12.8,2759,63.3,2727,62.6,24,0.6,1598,36.7,1502,56.3,306,88,218,31,5,26,34,15,21,5,16,220,63,157,93,99.4,94.2,88.3,100,95.1,95.7,94.7,0,0,0,0,0,0,0,0,0,0,9,5,49,282,251,105,20,7,0,0,8,0,0,0,19.5,0,38,0,18,17,41,0,65,1345,822,7,43,28,1965,206,4.8,56,8.3,137,12.5,89507,4.35E-06,4.716810326
1400000US11001001002,1400000US11001001200,37.4,4856,2182,44.9,2674,55.1,281,5.8,3438,80.8,3383,79.5,55,1.3,819,19.2,1848,76.7,476,162,314,29,7,22,16,8,122,55,67,309,92,217,98.9,100,91.7,91.1,92.1,96.9,96.2,97.5,0,0,0,0,0,0,0,0,0,0,0,0,16,4,25,25,10,9,107,666,639,287,46,14,24.3,17,47,7,31,18,40,29,97,1270,1297,39,79,23,2428,349,7.2,97,10.4,153,11.4,77753,1.85E-06,2.00661862
1400000US11001001002,1400000US11001001001,40.5,6062,2815,46.4,3247,53.6,195,3.2,3676,73.8,3567,71.6,102,2,1303,26.2,1796,68.1,343,211,132,28,10,18,15,8,107,107,0,193,86,107,100,100,98.3,97.9,98.7,96.8,97.6,96.2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,10,0,134,321,251,119,18,8,22.2,27,50,11,0,15,50,11,36,1989,559,27,36,13,2438,278,4.6,105,13.9,136,13.1,109770,7.02E-07,0.760083017
1400000US11001001002,1400000US11001000701,44.5,4395,1782,40.5,2613,59.5,159,3.6,2756,66.3,2648,63.7,108,2.6,1403,33.7,1585,62.3,398,159,239,45,27,18,14,14,106,31,75,233,87,146,100,98.1,95.3,96.7,94.4,96.6,98.4,95.5,0,0,0,0,0,0,0,0,0,0,0,0,19,4,51,6,45,5,33,16,8,0,0,0,29.5,0,17,0,0,0,34,32,82,1427,1488,24,26,0,2826,253,5.8,82,9.9,142,8.7,53470,5.59E-08,0.060526002
1400000US11001001002,1400000US11001000901,21.4,7208,3131,43.4,4077,56.6,408,5.7,5134,79.3,2127,32.8,3007,46.4,1344,20.7,2950,77.3,3336,1216,2120,70,24,46,284,37,2788,1074,1714,194,81,113,95.5,94.2,98.4,96.4,100,99.6,100,99.2,0,0,0,0,0,0,0,0,0,0,0,14,6,30,86,104,106,69,72,6,6,0,0,0,24.4,12,20,7,6,11,16,7,6,1301,162,4,13,0,1461,174,4.4,81,28.8,66,14,160829,1.97E-08,0.021288518
1400000US11001001002,1400000US11001000801,41.1,6721,2826,42,3895,58,292,4.3,4223,70.1,3356,55.7,834,13.8,1802,29.9,2323,65.6,1305,504,801,32,25,7,89,19,923,379,544,261,81,180,98.3,100,98,100,96.4,98.8,100,98,0,0,0,10,0,7,0,0,0,0,0,0,0,0,7,43,53,63,105,97,31,10,0,0,25.3,0,54,0,33,0,15,10,92,1981,1299,14,44,0,3179,442,7.4,119,14.2,167,10.7,80266,1.57E-09,0.00170501
1400000US11001001100,1400000US11001001100,42.4,4428,1925,43.5,2503,56.5,252,5.7,2740,73.6,2690,72.3,36,1,981,26.4,1436,68.8,230,93,137,44,10,34,36,26,57,24,33,93,33,60,97.6,100,98.7,100,97.5,96.8,98.6,95.2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,5,0,18,51,170,122,162,57,41,25.5,0,30,0,0,20,47,0,0,1409,445,29,32,12,1778,86,2,44,9.2,27,3.7,103184,0.000171908,97.64430938
1400000US11001001100,1400000US11001001402,54.5,3925,2279,58.1,1646,41.9,555,14.1,1555,43.6,1525,42.8,30,0.8,2011,56.4,810,54.4,168,67,101,8,0,8,18,5,37,31,6,105,31,74,94.3,97.1,96.3,96.3,96.3,93.1,92.9,93.3,0,0,0,0,7,0,0,0,0,0,0,0,0,7,6,0,0,0,31,118,127,447,257,260,26.3,0,26,0,7,17,59,9,7,834,398,9,14,14,1191,352,13,146,35.6,176,30.3,84105,2.26E-06,1.286220945
1400000US11001001100,1400000US11001001401,39.6,3150,1426,45.3,1724,54.7,157,5,1992,76.4,1915,73.5,77,3,615,23.6,1051,72.9,175,65,110,49,24,25,26,18,38,23,15,62,0,62,95.6,95.6,98.4,100,97,94.3,93.6,94.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,189,190,235,127,97,21.8,6,13,0,21,19,13,7,38,767,693,37,16,0,1404,107,3.4,10,3.3,81,13.4,87823,1.82E-06,1.031539963
1400000US11001001100,1400000US11001001200,37.4,4856,2182,44.9,2674,55.1,281,5.8,3438,80.8,3383,79.5,55,1.3,819,19.2,1848,76.7,476,162,314,29,7,22,16,8,122,55,67,309,92,217,98.9,100,91.7,91.1,92.1,96.9,96.2,97.5,0,0,0,0,0,0,0,0,0,0,0,0,16,4,25,25,10,9,107,666,639,287,46,14,24.3,17,47,7,31,18,40,29,97,1270,1297,39,79,23,2428,349,7.2,97,10.4,153,11.4,77753,6.68E-08,0.037928254
1400000US11001001200,1400000US11001001200,37.4,4856,2182,44.9,2674,55.1,281,5.8,3438,80.8,3383,79.5,55,1.3,819,19.2,1848,76.7,476,162,314,29,7,22,16,8,122,55,67,309,92,217,98.9,100,91.7,91.1,92.1,96.9,96.2,97.5,0,0,0,0,0,0,0,0,0,0,0,0,16,4,25,25,10,9,107,666,639,287,46,14,24.3,17,47,7,31,18,40,29,97,1270,1297,39,79,23,2428,349,7.2,97,10.4,153,11.4,77753,0.000116485,93.33717062
1400000US11001001200,1400000US11001001100,42.4,4428,1925,43.5,2503,56.5,252,5.7,2740,73.6,2690,72.3,36,1,981,26.4,1436,68.8,230,93,137,44,10,34,36,26,57,24,33,93,33,60,97.6,100,98.7,100,97.5,96.8,98.6,95.2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,5,0,18,51,170,122,162,57,41,25.5,0,30,0,0,20,47,0,0,1409,445,29,32,12,1778,86,2,44,9.2,27,3.7,103184,3.24E-06,2.598510132
1400000US11001001200,1400000US11001001302,38.3,6294,2582,41,3712,59,374,5.9,4620,76.4,4516,74.7,95,1.6,1424,23.6,2640,72.8,359,115,244,14,7,7,18,5,58,40,18,269,63,206,100,100,100,100,100,97.7,98.7,96.9,0,0,7,0,0,0,0,0,0,0,0,7,78,340,352,204,118,38,0,0,0,9,0,7,22.5,0,0,0,21,0,49,13,48,1511,3137,26,106,0,4391,270,4.3,57,3.7,158,6.1,58790,2.86E-06,2.29152352
1400000US11001001200,1400000US11001001301,38.8,3747,1716,45.8,2031,54.2,270,7.2,2459,73.2,2430,72.3,24,0.7,901,26.8,1213,63.6,300,97,203,18,18,0,28,0,29,6,23,225,73,152,100,100,98.5,100,97.2,99.2,100,98.5,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,23,16,88,182,791,539,219,19,9,23.3,8,0,9,0,15,20,16,49,642,1406,16,56,13,1958,300,8.1,75,10.9,116,13.1,68417,2.19E-06,1.754564301
1400000US11001001200,1400000US11001001402,54.5,3925,2279,58.1,1646,41.9,555,14.1,1555,43.6,1525,42.8,30,0.8,2011,56.4,810,54.4,168,67,101,8,0,8,18,5,37,31,6,105,31,74,94.3,97.1,96.3,96.3,96.3,93.1,92.9,93.3,0,0,0,0,7,0,0,0,0,0,0,0,0,7,6,0,0,0,31,118,127,447,257,260,26.3,0,26,0,7,17,59,9,7,834,398,9,14,14,1191,352,13,146,35.6,176,30.3,84105,2.28E-08,0.018236677
1400000US11001001301,1400000US11001001301,38.8,3747,1716,45.8,2031,54.2,270,7.2,2459,73.2,2430,72.3,24,0.7,901,26.8,1213,63.6,300,97,203,18,18,0,28,0,29,6,23,225,73,152,100,100,98.5,100,97.2,99.2,100,98.5,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,23,16,88,182,791,539,219,19,9,23.3,8,0,9,0,15,20,16,49,642,1406,16,56,13,1958,300,8.1,75,10.9,116,13.1,68417,0.000277628,93.59320491
1400000US11001001301,1400000US11001002600,46.6,2184,994,45.5,1190,54.5,1344,61.5,1100,58.7,1036,55.3,64,3.4,774,41.3,549,53.9,122,73,49,17,8,9,26,26,41,29,12,38,10,28,100,86.6,93.9,94.9,92.6,96.7,95.6,97.9,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,8,0,101,24,172,108,80,22.4,0,11,7,0,12,68,25,21,701,262,22,24,0,925,186,8.5,55,21.2,72,20.8,85180,8.39E-06,2.829441291
1400000US11001001301,1400000US11001001402,54.5,3925,2279,58.1,1646,41.9,555,14.1,1555,43.6,1525,42.8,30,0.8,2011,56.4,810,54.4,168,67,101,8,0,8,18,5,37,31,6,105,31,74,94.3,97.1,96.3,96.3,96.3,93.1,92.9,93.3,0,0,0,0,7,0,0,0,0,0,0,0,0,7,6,0,0,0,31,118,127,447,257,260,26.3,0,26,0,7,17,59,9,7,834,398,9,14,14,1191,352,13,146,35.6,176,30.3,84105,5.77E-06,1.944297632
