AREA,PERIMETER,TR11_D00_,TR11_D00_I,STATE,COUNTY,TRACT,NAME,LSAD,LSAD_TRANS,GEO_ID,dec00_vari,dec00_va_1,dec00_va_2,dec00_va_3,dec00_va_4,dec00_va_5,dec00_va_6,dec00_va_7,dec00_va_8,dec00_va_9,dec00_va10,dec00_va11,dec00_va12,dec00_va13,dec00_va14,dec00_va15,dec00_va16,dec00_va17,dec00_va18,dec00_va19,dec00_va20,dec00_va21,dec00_va22,dec00_va23,dec00_va24,dec00_va25,dec00_va26,dec00_va27,dec00_va28,dec00_va29,dec00_va30,dec00_va31,dec00_va32,dec00_va33,dec00_va34,dec00_va35,dec00_va36,dec00_va37,dec00_va38,dec00_va39,dec00_va40,dec00_va41,dec00_va42,dec00_va43,dec00_va44,dec00_va45,dec00_va46,dec00_va47,dec00_va48,dec00_va49,dec00_va50,dec00_va51,dec00_va52,dec00_va53,dec00_va54,dec00_va55,dec00_va56,dec00_va57,dec00_va58,dec00_va59,dec00_va60,dec00_va61,dec00_va62,dec00_va63,dec00_va64,dec00_va65,dec00_va66,dec00_va67,dec00_va68,dec00_va69,dec00_va70,dec00_va71,dec00_va72,dec00_va73,dec00_va74,dec00_va75,dec00_va76,dec00_va77,dec00_va78,dec00_va79,dec00_va80,dec00_va81,dec00_va82,dec00_va83,dec00_va84,dec00_va85,dec00_va86,dec00_va87,dec00_va88,dec00_va89,dec00_va90,dec00_va91,dec00_va92,dec00_va93,dec00_va94
0.000062521299500,0.033698100681717,40.000000000000000,39.000000000000000,11,001,002502,0025.02,TR,,1400000US11001002502,32.7,5486,2765,50.4,2721,49.6,3087,56.3,2520,58.8,2351,54.8,169,3.9,1767,41.2,1210,56.3,565,340,225,388,253,135,74,55,19,76,25,51,27,7,20,54,44.2,64.9,56.3,58.3,53.7,65.9,66,65.8,0,0,0,0,0,0,0,0,0,0,0,0,7,62,52,0,0,0,0,9,0,0,0,0,26.3,35,77,24,148,15,144,81,261,736,1184,22,76,11,1779,1047,19.2,216,28.1,166,25.8,32688,-3.975465986,-6.342054352,-7.596303911,0.608539427,-7.385111128,-4.977257176,-5.17608481
0.000222460195806,0.082158330177991,41.000000000000000,40.000000000000000,11,001,000902,0009.02,TR,,1400000US11001000902,41.8,1973,917,46.5,1056,53.5,96,4.9,1182,74.9,1173,74.3,9,0.6,397,25.1,573,69.8,84,54,30,25,13,12,21,9,12,6,0,6,32,32,0,96.7,100,93.1,98.3,96.4,100,97.1,100,94.9,0,16,0,0,0,0,6,0,0,0,8,13,20,231,235,118,48,6,20,5,0,0,0,0,31,0,15,5,0,12,32,5,0,685,154,5,16,0,758,62,3.2,37,21.3,10,4.6,119932,-3.071328884,-3.742514557,-5.055334133,7.661773828,-0.859845668,-1.665060486,-0.620397853
0.000045345000000,0.035737286041778,42.000000000000000,41.000000000000000,11,001,002701,0027.01,TR,,1400000US11001002701,32.2,5742,2914,50.7,2828,49.3,1737,30.3,3528,70.9,3319,66.7,209,4.2,1445,29.1,1594,65.5,693,331,362,182,118,64,73,27,46,148,74,74,290,112,178,79.9,77.5,82.4,65.9,67.1,64.4,75.3,79.4,70.9,0,0,0,0,0,0,0,0,6,0,0,6,7,40,75,139,112,104,36,5,6,0,0,0,28.5,0,17,103,92,15,32,174,147,586,2064,24,95,20,2474,931,16.7,154,12.1,245,19.9,35147,-3.565754422,-7.565090512,-9.141819475,5.24073439,-9.253776927,-4.183032531,-7.403613447
0.000017750000000,0.017307277403749,43.000000000000000,42.000000000000000,11,001,002801,0028.01,TR,,1400000US11001002801,30.6,3629,1779,49,1850,51,1842,50.8,1576,58,1385,51,183,6.7,1142,42,721,51.5,417,212,205,228,126,102,103,48,55,42,18,24,44,20,24,50.7,53.9,47.7,61.1,64.5,57.6,48.5,43,53.2,0,0,0,0,0,0,9,8,7,14,0,0,35,123,165,122,68,110,0,0,0,0,0,0,25.2,18,19,45,173,25,15,86,281,255,1145,8,62,0,1267,1075,29.8,138,28,199,45.1,25038,-3.595540744,-4.714870789,-6.048125568,8.120932252,-5.895846619,-5.563038221,-2.657750881
0.000048310000000,0.030649693641153,44.000000000000000,43.000000000000000,11,001,0032,0032,TR,,1400000US11001003200,35.4,4480,2138,47.7,2342,52.3,3676,82.1,1950,57.1,1643,48.1,295,8.6,1464,42.9,996,54.4,416,222,194,211,123,88,112,59,53,80,27,53,13,13,0,71.7,71.5,72,67.8,74.1,62.7,57.3,57.4,57.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31,35,91,208,153,131,0,11,22.5,12,74,10,195,53,184,29,278,863,691,16,37,0,1481,1151,25.7,162,30.2,100,25.5,31662,-4.323019745,-5.69579538,-6.59392778,2.30954869,-7.513416172,-4.686203281,-2.287495952
0.000327802755970,0.083136744860344,45.000000000000000,44.000000000000000,11,001,000801,0008.01,TR,,1400000US11001000801,41.1,6721,2826,42,3895,58,292,4.3,4223,70.1,3356,55.7,834,13.8,1802,29.9,2323,65.6,1305,504,801,32,25,7,89,19,70,923,379,544,261,81,180,99.3,98.3,100,98,100,96.4,98.8,100,98,0,0,0,10,0,7,0,0,0,0,0,0,0,0,7,43,53,63,105,97,31,10,0,0,25.3,0,54,0,33,0,15,10,92,1981,1299,14,44,0,3179,442,7.4,119,14.2,167,10.7,80266,-3.473791706,-9.928808912,-11.92704199,3.797163024,-3.73579428,-3.037353259,-3.892490409
0.000031575850000,0.023370867831123,46.000000000000000,45.000000000000000,11,001,0029,0029,TR,,1400000US11001002900,32.5,4189,2217,52.9,1972,47.1,2285,54.5,2071,64.5,1776,55.3,295,9.2,1138,35.5,860,57.8,478,238,240,198,95,103,170,111,59,63,18,45,47,14,33,46.4,42.8,51.2,54.4,55.3,53.2,52.9,53,52.9,9,0,0,0,0,0,0,0,0,0,0,0,0,8,31,0,22,123,115,282,47,25,0,10,25.1,0,61,44,97,40,124,72,164,561,833,0,78,13,1293,815,19.6,164,25,157,34.5,29602,-3.77896469,-5.59421013,-6.750597063,4.371368265,-7.189669469,-4.488645981,-4.308038369
0.000031910000000,0.025472535609866,47.000000000000000,46.000000000000000,11,001,0031,0031,TR,,1400000US11001003100,32.6,2755,1353,49.1,1402,50.9,1839,66.8,1526,67.9,1243,55.3,283,12.6,722,32.1,699,61.3,315,206,109,127,96,31,120,62,58,55,42,13,13,6,7,59.2,61.4,57.2,61.1,53.9,67.4,57,60.8,52.9,0,0,10,0,0,0,0,0,0,0,19,7,13,46,16,52,7,32,7,0,0,0,0,0,25.8,10,26,7,59,29,71,46,119,471,444,9,17,18,917,397,14.2,49,17.9,49,14.5,36175,-3.773424622,-4.877493077,-5.211815549,3.654149624,-3.326322384,-1.82142047,-2.819015521
0.000118887200000,0.048022128006675,48.000000000000000,47.000000000000000,11,001,009301,0093.01,TR,,1400000US11001009301,41,3305,1534,46.4,1771,53.6,2373,71.8,1573,59.8,1386,52.7,187,7.1,1057,40.2,810,55.7,332,151,181,74,49,25,58,10,48,87,49,38,113,43,70,83.2,83.2,83.2,88.5,81.4,94,86.1,88.2,84.4,0,0,0,0,0,12,0,0,0,0,0,0,5,8,46,0,6,6,18,0,0,0,0,7,25.4,10,57,7,18,22,117,14,34,878,247,17,23,19,1098,452,14.4,142,35.4,189,35.8,51125,-4.156429443,-4.821673222,-6.471235483,1.340766931,-3.402667837,-4.565737297,-3.540542438
0.000312418689553,0.085587239096470,49.000000000000000,48.000000000000000,11,001,009101,0091.01,TR,,1400000US11001009101,44,4827,2200,45.6,2627,54.4,4552,94.3,2054,51.6,1748,43.9,306,7.7,1930,48.4,1049,47.2,323,178,145,86,65,21,122,52,70,81,51,30,34,10,24,95.4,93,97.4,78.3,67.6,88.1,75.2,75.8,74.7,0,0,0,0,0,0,6,0,0,5,19,0,21,134,119,97,50,35,5,42,0,0,0,0,28.3,49,89,5,76,49,236,29,138,1223,490,7,5,12,1648,767,16.2,190,32.3,267,36,38854,-4.808511746,-6.010458694,-6.545886532,4.997678556,-7.157264142,-5.454323744,-2.348223584
0.000054812600000,0.032462442443380,50.000000000000000,49.000000000000000,11,001,000701,0007.01,TR,,1400000US11001000701,44.5,4395,1782,40.5,2613,59.5,159,3.6,2756,66.3,2648,63.7,108,2.6,1403,33.7,1585,62.3,398,159,239,45,27,18,14,14,0,106,31,75,233,87,146,98.9,100,98.1,95.3,96.7,94.4,96.6,98.4,95.5,0,0,0,0,0,0,0,0,0,0,0,0,19,4,51,6,45,5,33,16,8,0,0,0,29.5,0,17,0,0,0,34,32,82,1427,1488,24,26,0,2826,253,5.8,82,9.9,142,8.7,53470,-3.344365212,-6.630197135,-7.456106821,1.352278619,-2.85452635,-1.870026029,-3.336126364
0.000101820000000,0.063500526060797,51.000000000000000,50.000000000000000,11,001,000501,0005.01,TR,,1400000US11001000501,32.5,2765,1171,42.4,1594,57.6,134,4.8,2140,80.7,2058,77.6,76,2.9,512,19.3,1224,79.7,391,154,237,13,13,0,12,12,0,145,37,108,221,92,129,94.3,95.2,93.6,100,100,100,94,100,90.1,0,0,0,0,0,0,0,0,11,0,17,68,54,118,68,31,26,10,0,7,5,0,0,0,28.6,6,5,0,0,0,0,0,29,315,1457,33,50,8,1601,156,6,61,8.4,95,9.1,65521,-2.875470164,-5.499806593,-7.075568083,4.492628396,-0.523994421,-1.506024069,-4.223552739
0.000060785700000,0.033113950172410,52.000000000000000,51.000000000000000,11,001,009201,0092.01,TR,,1400000US11001009201,36,1381,635,46,746,54,1004,72.7,659,59.6,580,52.5,79,7.1,446,40.4,424,57.1,276,41,235,17,0,17,45,26,19,178,0,178,36,15,21,92.2,100,81,66.7,55.8,72.1,62,62.1,61.9,0,0,0,0,0,0,0,6,6,7,10,102,175,133,183,143,27,17,8,0,0,0,9,0,27.4,0,33,0,101,7,15,0,144,182,320,0,23,0,470,259,24.2,53,42.7,50,32.5,30268,-3.758826398,-3.194270131,-4.40962639,8.864275176,-1.275300355,-3.245978174,-0.438545876
0.000053035000000,0.036480112276917,53.000000000000000,52.000000000000000,11,001,002702,0027.02,TR,,1400000US11001002702,32.6,6052,3298,54.5,2754,45.5,1214,20.1,3968,75.9,3737,71.5,222,4.2,1262,24.1,1701,71.1,772,457,315,323,258,65,140,80,60,162,70,92,147,49,98,72.8,72.1,73.6,76,73.5,79.1,65.1,63.5,67.5,0,0,0,0,0,0,0,0,0,7,6,19,0,94,147,122,33,49,34,7,5,0,0,0,29.6,14,47,37,67,15,36,136,143,823,1730,17,55,44,2376,1122,18.5,375,23.9,321,28.5,45428,-3.44283455,-8.021516768,-10.05185187,4.434311726,-6.989734774,-6.927635404,-8.309166743
0.000022185000000,0.019528151694038,54.000000000000000,53.000000000000000,11,001,002802,0028.02,TR,,1400000US11001002802,30.7,4700,2497,53.1,2203,46.9,1524,32.4,2335,63.2,2199,59.5,132,3.6,1359,36.8,982,56.2,694,367,327,416,240,176,161,57,104,90,48,42,27,22,5,48.3,44.3,55.4,34.2,27.5,40.6,38,42.6,32.6,0,0,0,0,0,0,0,0,0,8,4,0,24,57,71,53,85,39,31,0,0,0,6,0,26.3,10,13,49,160,5,14,154,222,151,1587,13,99,13,1605,1505,33,198,25.4,346,46.5,22736,-3.444912226,-5.69096497,-8.235822969,3.439532656,-6.356009366,-7.257902266,-5.692494817
0.000060220000000,0.041322473440055,55.000000000000000,54.000000000000000,11,001,000502,0005.02,TR,,1400000US11001000502,38,3112,1393,44.8,1719,55.2,83,2.7,2276,80.7,2246,79.6,30,1.1,544,19.3,1201,77.6,175,107,68,32,25,7,9,9,0,23,13,10,111,60,51,100,100,100,100,100,100,94.1,97,91.8,0,8,0,0,0,0,8,0,0,9,15,0,37,95,66,38,16,23,10,0,0,0,0,0,27.1,19,25,0,0,7,22,20,12,849,871,52,33,0,1642,133,4.3,72,11.8,45,5.5,66815,-3.034368213,-5.490394347,-5.824573088,4.364691071,-1.682219876,-1.229373793,-3.490385847
0.000161131600000,0.057444655730332,56.000000000000000,55.000000000000000,11,001,0004,0004,TR,,1400000US11001000400,45.2,1510,737,48.8,773,51.2,67,4.4,833,64.1,830,63.8,3,0.2,467,35.9,360,52.6,74,11,63,0,0,0,21,0,21,0,0,0,53,11,42,100,100,100,100,100,100,99.1,98.5,100,0,0,0,0,0,0,0,0,0,0,0,46,25,52,31,14,29,0,0,0,0,0,0,0,28.7,0,0,0,0,5,14,0,5,451,219,16,0,0,664,45,3,5,2,40,14.7,129133,-3.121164261,-2.972125817,-4.987764034,1.7778818,0.2323569,-1.442243406,-0.382746983
0.000021504150000,0.018712004816102,57.000000000000000,56.000000000000000,11,001,0030,0030,TR,,1400000US11001003000,29.3,2829,1383,48.9,1446,51.1,1930,68.2,1173,61.7,970,51,203,10.7,729,38.3,627,63.1,228,96,132,115,46,69,39,15,24,64,29,35,10,6,4,65.8,66,65.6,66.1,69,62.8,56.6,62.1,51.7,0,0,0,0,0,0,0,0,0,0,0,0,16,41,32,38,33,16,24,27,0,6,0,0,27.1,0,14,16,216,0,12,59,290,248,777,12,25,8,897,1035,37.7,162,37.2,90,32.1,25539,-3.710271044,-4.348966247,-4.185919748,1.605972241,-3.513918835,-5.227541895,-2.109204705
0.000153124459982,0.058031433574174,58.000000000000000,57.000000000000000,11,001,0090,0090,TR,,1400000US11001009000,53.1,2263,844,37.3,1419,62.7,2195,97,839,41,755,36.9,84,4.1,1209,59,406,33.1,142,94,48,56,31,25,46,35,11,28,28,0,12,0,12,100,100,100,84.4,60.4,94.5,86.9,92.9,83,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,7,8,17,6,0,0,0,0,0,23.7,19,34,0,41,23,40,30,86,438,1028,0,0,0,1475,569,24.2,167,42.3,273,38.4,22610,-4.695999083,-3.299629736,-5.082693847,0.139928419,-2.820709279,-5.552668562,-0.53968281
0.000114140000000,0.047380198841156,59.000000000000000,58.000000000000000,11,001,0034,0034,TR,,1400000US11001003400,21.2,4249,1874,44.1,2375,55.9,3903,91.9,1761,46.7,1465,38.8,282,7.5,2011,53.3,836,38.7,2059,795,1264,147,112,35,278,111,167,1531,490,1041,103,82,21,85.5,88.8,80.8,64.1,68.2,60.4,61.1,57.9,63.8,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,17,10,70,51,10,0,0,0,0,25.1,0,8,13,126,0,87,42,204,351,707,0,16,12,1024,969,40.2,181,39.8,157,40.1,18452,-4.035958896,-5.44419922,-15.17090578,1.355533466,-2.947757457,-5.934529357,-1.945328813
0.000041484450000,0.029019258194234,60.000000000000000,59.000000000000000,11,001,009302,0093.02,TR,,1400000US11001009302,41,1201,540,45,661,55,1128,93.9,675,63.4,583,54.7,92,8.6,390,36.6,353,61.6,94,55,39,53,32,21,28,23,5,13,0,13,0,0,0,83.6,89.2,75.4,80.8,79.4,82.5,72.8,57.6,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,20,27,54,35,37,0,0,23.4,20,17,0,18,27,95,8,41,344,147,0,24,0,424,157,12.1,15,15.3,8,7.5,41875,-4.154351914,-3.266284646,-3.936862025,0.474509455,-1.610785573,-0.829264842,-0.432191087
0.000040095000000,0.032607232277225,61.000000000000000,60.000000000000000,11,001,0039,0039,TR,,1400000US11001003900,32.6,4643,2340,50.4,2303,49.6,916,19.7,3603,82.6,3469,79.5,114,2.6,761,17.4,1669,78.9,522,206,316,114,78,36,86,26,60,25,0,25,297,102,195,94.8,94.8,94.9,87.8,88.8,86.3,85.9,81.8,89.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,15,9,66,28,83,24,0,22.7,0,8,12,27,15,26,39,115,736,2118,63,98,24,2624,389,8.4,188,12.1,150,11.2,42532,-3.291013912,-7.315215305,-9.073447792,0.526916208,-3.615944771,-2.78301962,-9.347702224
0.000190108214500,0.065973555758941,62.000000000000000,61.000000000000000,11,001,009102,0091.02,TR,,1400000US11001009102,34,4400,1978,45,2422,55,4257,96.8,1603,49.9,1411,43.9,192,6,1609,50.1,831,45.9,391,176,215,158,61,97,169,70,99,64,45,19,0,0,0,66.8,61.5,70.9,79.7,86.2,72.4,67.6,74.1,62.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,12,0,17,17,19,6,6,22.7,0,34,25,241,15,160,75,371,633,1001,5,15,0,1580,1191,28.5,95,26.2,169,32.2,27713,-4.497707324,-5.011834619,-7.078030918,0.035378295,-7.036495682,-4.835085211,-1.285960217
0.000062520000000,0.034636179043013,63.000000000000000,62.000000000000000,11,001,009203,0092.03,TR,,1400000US11001009203,37.8,2861,1313,45.9,1548,54.1,2675,93.5,1379,61.2,1224,54.3,155,6.9,876,38.8,644,55.5,244,118,126,75,31,44,81,54,27,73,33,40,15,0,15,69.1,60.1,78.8,77.8,76.2,80.7,70.4,73.3,67.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,18,19,60,173,20.4,10,40,11,70,7,164,34,147,569,603,0,7,0,1092,692,24.6,93,23,82,23.6,31419,-4.316593762,-4.360457828,-5.0371429,0.644710801,-3.954529984,-3.321955773,-0.443380139
0.000039760000000,0.028204647674604,64.000000000000000,63.000000000000000,11,001,0035,0035,TR,,1400000US11001003500,22.8,3498,1553,44.4,1945,55.6,2936,83.9,1589,52.1,1446,47.4,143,4.7,1459,47.9,975,56.1,1543,568,975,103,89,14,217,76,141,1046,347,699,177,56,121,81.3,86.3,75.8,46.5,47.8,45,59.9,60.8,59.1,0,0,0,0,0,0,0,0,0,0,7,8,0,9,0,7,7,35,17,52,49,57,0,7,24.9,0,12,11,63,45,67,20,131,231,603,0,4,0,809,699,35.9,141,40.5,150,51.5,18940,-3.847137609,-5.074131474,-11.96107036,1.057493522,-3.147461939,-5.569920118,-0.104807405
0.000039820000000,0.027320967333105,65.000000000000000,64.000000000000000,11,001,0038,0038,TR,,1400000US11001003800,32.5,4718,2551,54.1,2167,45.9,1511,32,2963,74.3,2805,70.3,151,3.8,1027,25.7,1304,70.9,476,191,285,135,58,77,98,54,44,73,28,45,170,51,119,82.7,81.2,84.5,76.3,76.5,75.9,68.6,74.2,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,26,18,14,47,22,6,23.7,0,7,23,99,0,17,54,245,538,1907,46,84,16,2269,993,21.4,205,15.6,168,17.5,37889,-3.492270285,-6.569460809,-7.66421171,0.280330277,-4.050000718,-4.365812057,-7.179292327
0.000032981300000,0.023096606401386,66.000000000000000,65.000000000000000,11,001,0036,0036,TR,,1400000US11001003600,32.9,3915,1977,50.5,1938,49.5,2427,62,1973,62.7,1754,55.8,211,6.7,1172,37.3,891,56,475,231,244,185,75,110,103,65,38,128,60,68,59,31,28,63.5,54.9,70.3,67.4,61.9,75.6,58,60.4,54.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,6,6,13,39,71,36,25,0,0,25.6,0,28,9,227,33,16,75,306,275,1328,26,17,5,1514,1092,27.9,350,36,303,45.5,22485,-3.867298065,-5.345687593,-6.74776181,0.725673501,-5.465376335,-7.547760867,-2.520766449
0.000046310000000,0.032159192664217,67.000000000000000,66.000000000000000,11,001,003301,0033.01,TR,,1400000US11001003301,38.6,2707,1374,50.8,1333,49.2,2414,89.2,1335,61.8,1132,52.4,192,8.9,824,38.2,607,56.9,254,137,117,86,42,44,55,38,17,69,36,33,44,21,23,86.2,97.2,74.5,74.7,77.1,72.1,80.1,80.3,79.9,8,0,0,0,0,0,0,0,0,0,11,11,24,72,37,80,3,51,60,69,27,31,0,0,26.1,15,19,0,77,23,108,26,110,611,419,6,43,11,941,614,23.3,109,19.7,136,39.8,39107,-4.258886438,-4.372100551,-5.530392225,4.212444008,-2.88289262,-4.056603206,-2.852380209
0.000028105000000,0.021905632222607,68.000000000000000,67.000000000000000,11,001,0037,0037,TR,,1400000US11001003700,26.5,4990,2380,47.7,2610,52.3,2839,56.9,2466,62.2,2311,58.3,155,3.9,1500,37.8,1306,60.7,1122,460,662,309,178,131,205,88,117,482,134,348,126,60,66,64.7,67.8,61.8,53.3,51.5,55.5,48.1,48.6,47.7,0,0,0,0,0,0,0,0,8,10,7,23,51,116,102,29,44,26,0,0,0,0,0,9,29.6,7,23,28,293,0,22,117,401,158,1634,8,62,0,1645,1506,34.1,320,33.4,287,40.4,26223,-3.744655355,-6.258174856,-11.11407732,4.395591375,-6.40728917,-7.798138802,-2.978859726
0.000030462800000,0.027811005164245,69.000000000000000,68.000000000000000,11,001,000702,0007.02,TR,,1400000US11001000702,31.2,3326,1379,41.5,1947,58.5,221,6.6,2347,76.4,2279,74.2,68,2.2,725,23.6,1448,75.7,576,162,414,0,0,0,56,39,17,182,44,138,338,79,259,98.9,98.8,99,97,96.7,97.2,92.3,87.3,95.4,0,0,0,0,0,0,0,0,0,0,0,14,16,30,7,0,8,6,0,0,0,0,0,0,22.9,0,21,9,48,6,0,41,83,476,1826,0,17,0,2250,622,19,201,26.1,278,19.2,37244,-2.916056263,-5.895506584,-8.667874938,0.420411171,-2.856997185,-4.782270422,-1.75431403
0.000030595000000,0.025894359757198,70.000000000000000,69.000000000000000,11,001,009204,0092.04,TR,,1400000US11001009204,34.1,2322,1068,46,1254,54,2190,94.3,933,50.7,803,43.6,130,7.1,909,49.3,517,49.9,212,75,137,50,31,19,93,32,61,54,12,42,15,0,15,90.4,89.3,91.2,65.2,73.5,59.2,70,83,56.6,0,0,0,0,0,0,0,0,0,15,30,0,32,69,58,34,21,23,7,0,0,0,0,0,29.4,0,11,0,212,17,31,8,285,145,958,0,10,0,1125,695,28.8,88,23.3,115,30.3,22063,-4.139978949,-3.714204497,-4.952586023,3.055177746,-2.776787424,-3.704046868,-0.569579299
0.000027925000000,0.021958106020861,71.000000000000000,70.000000000000000,11,001,004001,0040.01,TR,,1400000US11001004001,35.5,3474,1750,50.4,1724,49.6,182,5.2,2844,88,2827,87.5,17,0.5,387,12,1328,83.6,191,64,127,0,0,0,0,0,0,19,13,6,172,51,121,99.2,100,98.5,97.2,100,94,98.6,97.6,100,0,0,0,0,0,0,0,0,0,0,6,13,26,0,0,17,0,17,0,28,0,0,0,0,24.4,0,5,0,11,0,8,0,11,1037,1278,67,76,8,2079,174,5.2,61,5.3,113,9.9,59008,-3.038877825,-6.077403085,-5.83572455,0.671808919,-1.145100448,-1.442817099,-6.610890302
0.000104178533000,0.041364273781588,72.000000000000000,71.000000000000000,11,001,0003,0003,TR,,1400000US11001000300,30.4,5706,2649,46.4,3057,53.6,175,3.1,4020,74.8,3922,73,84,1.6,1355,25.2,2067,73.9,1248,588,660,55,16,39,69,42,27,455,313,142,669,217,452,100,100,100,97.6,95.5,100,97.2,98.1,96.5,0,0,0,6,0,0,0,0,0,0,21,8,10,14,10,31,22,17,23,16,0,0,0,0,27.9,0,32,10,10,22,47,18,30,1314,1464,0,31,0,2680,898,15.6,350,21.3,371,21,73558,-3.060983213,-8.233426268,-14.17914043,1.967312696,-3.81588472,-6.746801346,-2.57770387
0.000021210000000,0.020459620504022,73.000000000000000,72.000000000000000,11,001,004002,0040.02,TR,,1400000US11001004002,33.1,2778,1456,52.4,1322,47.6,342,12.3,2316,84,2248,81.5,62,2.2,441,16,1013,79.7,208,120,88,30,30,0,14,14,0,21,5,16,143,71,72,92.7,94.5,90.5,91.1,92.7,88.5,91.7,81.6,100,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,22,5,7,0,15,0,0,0,0,23.5,3,16,10,24,13,5,23,39,645,1139,91,36,8,1653,152,5.1,77,7.3,67,8.2,54260,-3.011503738,-5.415988315,-5.760990112,0.334285224,-2.126282716,-1.207483324,-5.73813383
0.000049825000000,0.036222096364202,74.000000000000000,73.000000000000000,11,001,008702,0087.02,TR,,1400000US11001008702,37,1916,949,49.5,967,50.5,1748,91.2,744,52,636,44.5,108,7.6,686,48,279,37.2,177,96,81,77,44,33,75,37,38,20,10,10,5,5,0,52.5,44.9,57.3,56.4,55.7,57.2,67.9,67.1,68.6,0,0,0,0,0,0,0,0,0,0,0,18,13,9,14,0,31,13,16,34,26,71,8,8,26.4,0,27,6,83,33,72,6,157,261,476,0,0,0,644,479,25.9,108,42.5,120,53.8,29961,-4.120289445,-3.032268641,-3.797470397,1.303201014,-2.850347999,-4.894298109,0.166246952
0.000080435000000,0.037089428731359,75.000000000000000,74.000000000000000,11,001,0041,0041,TR,,1400000US11001004100,42.8,2570,1238,48.2,1332,51.8,98,3.8,1850,77.4,1813,75.8,22,0.9,541,22.6,882,69.7,127,56,71,8,0,8,10,10,0,6,0,6,103,46,57,98,97.8,98.1,92.3,87.1,97.2,95.3,92.6,97.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,7,7,0,0,12,7,8,728,853,48,19,26,1437,92,3.6,55,9,23,3.1,88170,-3.140461976,-4.696452136,-5.229680873,-0.382056868,-0.869974049,-1.0563931,-5.466434153
0.000054131950000,0.030958080047176,76.000000000000000,75.000000000000000,11,001,0044,0044,TR,,1400000US11001004400,33.6,2589,1398,54,1191,46,1523,58.8,1425,69.2,1358,66,63,3.1,633,30.8,613,65.6,290,143,147,68,53,15,51,24,27,80,36,44,91,30,61,86.8,85.1,89.1,74.2,79.2,67.9,79.3,74.1,85.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,16,17,36,41,0,8,25.7,6,36,35,60,14,45,62,84,518,606,59,17,0,975,490,20.3,103,15.7,120,23.8,42500,-3.67072782,-4.182039643,-5.671312632,0.225493899,-4.123281204,-3.127774528,-2.632973732
0.000022604450000,0.019772541594041,77.000000000000000,76.000000000000000,11,001,0043,0043,TR,,1400000US11001004300,33,3290,1765,53.6,1525,46.4,1283,39,2094,70,1992,66.6,102,3.4,899,30,853,62,297,154,143,60,45,15,88,30,58,62,48,14,87,31,56,81.6,87.8,73.8,79.2,82.3,67.9,72.4,77.1,67.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7,4,15,19,95,13,16,33,188,433,1342,93,69,16,1613,678,19.8,186,17.2,126,16.8,39841,-3.452097601,-5.151761222,-5.837108987,-0.301618882,-3.401978342,-3.653798312,-7.693956721
0.000260061156248,0.068092901846356,78.000000000000000,77.000000000000000,11,001,000802,0008.02,TR,,1400000US11001000802,34.3,2806,1370,48.8,1436,51.2,93,3.3,1776,71.1,1749,70,27,1.1,723,28.9,834,64.3,325,125,200,20,20,0,13,0,13,60,38,22,232,67,165,99.4,100,98.7,98,96.2,100,98.9,100,97.8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,40,42,7,0,22.5,0,10,13,15,6,5,13,30,750,598,28,40,7,1254,377,13.4,125,20.1,196,28.9,76919,-2.914998343,-4.625703084,-6.991534254,0.203977741,-1.326133942,-4.036789956,-3.32987273
0.000020940000000,0.018713754969644,79.000000000000000,78.000000000000000,11,001,004201,0042.01,TR,,1400000US11001004201,32.1,3392,1935,57,1457,43,482,14.2,2853,89,2777,86.6,76,2.4,354,11,1241,86.8,367,129,238,0,0,0,21,3,18,30,13,17,316,113,203,98,98.5,97.4,89.8,89.3,91,89.3,92.1,86.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.4,7,10,6,29,0,31,26,73,713,1454,156,60,0,1881,301,9,124,8.5,96,9.3,53500,-3.074606059,-6.165462293,-7.274258101,-0.370140129,-2.150981725,-2.005827322,-8.034933937
