GEO_ID_2,Component_1,Component_2
1400000US11001007407,-1.74075902004,0.421559180873
1400000US11001007409,-0.0892873180673,1.35350239736
1400000US11001007502,0.42909856488,0.952931225258
1400000US11001007503,-1.18385293443,1.02377599426
1400000US11001007504,0.613909108841,2.12774877973
1400000US11001007603,0.570774769171,1.07520669285
1400000US11001007604,-0.0394063956321,1.21422869193
1400000US11001007605,1.38108984946,2.42056789809
1400000US11001007707,-0.761527038088,0.682939154635
1400000US11001007708,0.57789190643,2.21509860085
1400000US11001007709,-0.701317190306,1.64956704272
1400000US11001007803,-1.10239136556,0.874906067077
1400000US11001007804,-0.0362193740328,1.60821142876
1400000US11001007807,-1.9439129419,0.658971553101
1400000US11001007808,-0.739150568519,0.856336044497
1400000US11001007809,-0.146716880884,1.63153961207
1400000US11001007903,-2.16984629404,0.809591435812
1400000US11001008001,-0.849416193137,0.768320277058
1400000US11001008002,-1.17301538061,-0.298819512616
1400000US11001008200,-0.776052074455,-0.0880225687142
1400000US11001008301,0.966183463616,1.64079492818
1400000US11001008402,-1.45617260627,0.266013096094
1400000US11001008410,-2.13349620468,0.831787298547
1400000US11001008701,-2.17923331553,0.577599911845
1400000US11001008802,-0.0238256138922,0.590775739022
1400000US11001008803,-1.90366409367,0.893237742034
1400000US11001008804,0.395267032058,2.10570410625
1400000US11001008903,-0.372339692378,1.62262047462
1400000US11001009000,-2.40647762796,0.330917879301
1400000US11001009102,-0.746605920198,0.226710655605
1400000US11001009201,-2.09105277504,0.941555081449
1400000US11001009204,-1.86407406364,0.48016211177
1400000US11001000100,1.58349136294,-0.642025744046
1400000US11001000201,-1.41640700773,-1.38241326139
1400000US11001000400,-2.0901047738,0.305581470511
1400000US11001000702,-0.6422977969,0.145719720017
1400000US11001001002,0.664645679927,0.851290657359
1400000US11001001401,-0.514732753712,-0.675210197782
1400000US11001001702,-1.14342295337,0.735289365208
1400000US11001002201,-1.01122928216,0.572383618996
1400000US11001002501,-1.94940507215,0.433735297669
1400000US11001002801,0.817256267191,1.44026585459
1400000US11001002900,0.127956774631,0.410393679919
1400000US11001003301,-0.512682433592,0.865058103248
1400000US11001003600,0.824856338843,0.683383187108
1400000US11001004002,1.08784121725,1.46261762698
1400000US11001004202,0.554114393993,1.12042638048
1400000US11001004901,-1.71518657449,0.824085270595
1400000US11001005600,1.95580292104,0.257200929686
1400000US11001006400,-1.75380147389,0.916316282282
1400000US11001006801,-2.01351621926,0.556153878381
