GEO_ID_2,ACSDE1,ACSde23,VD06,DEC1
1400000US24031703403,3532,1769,0,8
1400000US24031703404,2861,1181,4,51
1400000US24031703501,5933,2287,35,61
1400000US24031703502,2834,1820,21,55
1400000US24031703601,4273,2463,37,54
1400000US24031703701,3152,1681,3,25
1400000US24031703702,3688,1579,16,30
1400000US24031703800,2947,1110,4,54
1400000US24031703901,2688,1772,13,31
1400000US24031704000,6229,3516,44,96
1400000US24031704100,4564,4227,9,35
1400000US24031704200,1950,1791,6,22
1400000US24031704300,3699,3267,36,76
1400000US24031704401,3186,2470,12,22
1400000US24031704404,,,,
1400000US24031704501,3242,2611,13,28
1400000US24031704503,3634,3247,24,33
1400000US24031704600,5036,4284,6,26
1400000US24031704700,3875,3584,15,22
1400000US24031704803,,,,
1400000US24031704805,,,,
1400000US24031704806,,,,
1400000US24031705000,5242,4623,11,39
1400000US24031705100,5281,4904,20,58
1400000US24031705200,3170,2948,4,10
1400000US24031705400,2816,2751,0,41
1400000US24031705501,,,,
1400000US24031705502,,,,
1400000US24031705702,4482,4150,19,46
1400000US24031705800,6060,5650,7,66
1400000US24031705902,4360,3631,0,15
1400000US24031705903,4535,3701,17,24
1400000US24031706005,4517,3724,0,22
1400000US24031706007,7081,5419,0,45
1400000US24031706008,5729,4791,13,26
1400000US24031706009,5698,4348,11,27
1400000US24031706010,,,,
1400000US24031706012,,,,
1400000US24031706013,,,,
1400000US24033800102,2640,1429,14,59
1400000US24033800103,2034,998,60,78
1400000US24033800105,3143,1102,41,85
1400000US24033800108,,,,
1400000US24033800109,,,,
1400000US24033800203,4942,3493,6,64
1400000US24033800206,4142,1138,55,101
1400000US24033800208,7683,2855,25,92
1400000US24033800210,2876,685,91,133
1400000US24033800211,2800,819,20,93
1400000US24033800212,,,,
1400000US24033800213,,,,
1400000US24033800215,,,,
1400000US24033800401,2633,1855,7,42
1400000US24033800402,4658,3471,14,83
1400000US24033800403,3874,2242,5,11
1400000US24033800409,5943,2798,38,62
1400000US24033800410,,,,
1400000US24033800411,,,,
1400000US24033800412,,,,
1400000US24033800504,4887,3765,0,35
1400000US24033800505,2789,2164,18,49
1400000US24033800507,3073,1295,44,62
1400000US24033800509,7228,225,35,61
1400000US24033800511,5005,2061,24,73
1400000US24033800513,,,,
1400000US24033800515,,,,
1400000US24033800516,,,,
1400000US24033800517,,,,
1400000US24033800518,,,,
1400000US24033800520,,,,
1400000US24033800601,1763,164,27,44
1400000US24033800604,1711,119,48,61
1400000US24033800605,5706,831,28,68
1400000US24033800606,4398,540,57,166
1400000US24033800607,,,,
1400000US24033800608,,,,
1400000US24033800701,5309,574,24,75
1400000US24033800705,,,,
1400000US24033800706,,,,
1400000US24033800707,,,,
1400000US24033800800,4001,2960,19,44
1400000US24033800900,1721,931,11,30
1400000US24033801003,,,,
1400000US24033801004,,,,
1400000US24033801104,2994,2105,0,15
1400000US24033801207,4354,927,42,57
1400000US24033801208,,,,
1400000US24033801210,,,,
1400000US24033801211,,,,
1400000US24033801212,,,,
1400000US24033801213,,,,
1400000US24033801214,,,,
1400000US24033801215,,,,
1400000US24033801217,,,,
1400000US24033801302,2790,1712,6,34
1400000US24033801305,5659,353,29,45
1400000US24033801307,3713,703,6,27
1400000US24033801309,3242,1198,22,80
1400000US24033801310,,,,
1400000US24033801311,,,,
1400000US24033801312,,,,
1400000US24033801404,4602,802,76,139
1400000US24033801405,4334,1080,21,71
1400000US24033801406,2932,175,25,94
1400000US24033801407,6179,392,69,93
1400000US24033801408,,,,
1400000US24033801410,,,,
1400000US24033801411,,,,
1400000US24033801500,2653,429,13,32
1400000US24033801600,2829,84,29,51
1400000US24033801701,3907,304,57,112
1400000US24033801704,5462,246,45,159
1400000US24033801706,1441,66,0,22
1400000US24033801707,5588,153,159,279
1400000US24033801708,3424,431,53,98
1400000US24033801802,3961,96,73,109
1400000US24033801804,1998,267,8,19
1400000US24033801807,4994,366,109,178
1400000US24033801808,3576,211,47,148
1400000US24033801901,4699,887,37,73
1400000US24033801904,3351,957,25,94
1400000US24033801905,4803,787,42,77
1400000US24033801906,2373,461,36,70
1400000US24033801907,,,,
1400000US24033802001,5845,616,75,156
1400000US24033802002,3695,213,70,117
1400000US24033802103,2788,272,38,57
1400000US24033802106,,,,
1400000US24033802107,,,,
1400000US24033802201,1962,340,15,79
1400000US24033802204,5958,390,40,98
1400000US24033802301,3785,528,35,60
1400000US24033802404,4652,314,91,198
1400000US24033802405,3512,140,41,84
1400000US24033802407,,,,
1400000US24033802408,,,,
1400000US24033802501,3366,206,53,106
1400000US24033802502,2413,222,28,46
1400000US24033802700,2334,281,0,10
1400000US24033802803,4760,190,63,133
1400000US24033802804,5549,109,60,111
1400000US24033802805,4721,144,26,66
1400000US24033802901,4339,230,16,81
