GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Unmarried-partner households:,Margin of Error; Unmarried-partner households:,Estimate; Unmarried-partner households: - Male householder and male partner,Margin of Error; Unmarried-partner households: - Male householder and male partner,Estimate; Unmarried-partner households: - Male householder and female partner,Margin of Error; Unmarried-partner households: - Male householder and female partner,Estimate; Unmarried-partner households: - Female householder and female partner,Margin of Error; Unmarried-partner households: - Female householder and female partner,Estimate; Unmarried-partner households: - Female householder and male partner,Margin of Error; Unmarried-partner households: - Female householder and male partner,Estimate; All other households,Margin of Error; All other households
1400000US11001005500,11001005500,"Census Tract 55, District of Columbia, District of Columbia",4048,297,300,125,170,99,102,65,17,23,11,19,3748,332
1400000US11001005600,11001005600,"Census Tract 56, District of Columbia, District of Columbia",3575,316,74,55,0,18,17,27,0,18,57,47,3501,307
1400000US11001005800,11001005800,"Census Tract 58, District of Columbia, District of Columbia",1688,159,122,51,28,31,8,12,9,14,77,41,1566,154
1400000US11001005900,11001005900,"Census Tract 59, District of Columbia, District of Columbia",1406,121,95,46,25,24,39,40,0,13,31,26,1311,126
1400000US11001006202,11001006202,"Census Tract 62.02, District of Columbia, District of Columbia",0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US11001006400,11001006400,"Census Tract 64, District of Columbia, District of Columbia",902,89,46,32,12,18,22,26,0,13,12,19,856,94
1400000US11001006500,11001006500,"Census Tract 65, District of Columbia, District of Columbia",1325,95,90,48,11,18,47,38,0,13,32,21,1235,100
1400000US11001006600,11001006600,"Census Tract 66, District of Columbia, District of Columbia",929,89,97,47,10,16,47,39,0,13,40,27,832,93
1400000US11001006700,11001006700,"Census Tract 67, District of Columbia, District of Columbia",1819,97,160,73,42,31,30,27,0,13,88,60,1659,108
1400000US11001006801,11001006801,"Census Tract 68.01, District of Columbia, District of Columbia",844,82,77,49,0,13,22,20,0,13,55,45,767,87
1400000US11001006802,11001006802,"Census Tract 68.02, District of Columbia, District of Columbia",893,83,78,42,25,28,23,27,10,15,20,19,815,88
1400000US11001006804,11001006804,"Census Tract 68.04, District of Columbia, District of Columbia",0,13,0,13,0,13,0,13,0,13,0,13,0,13
1400000US11001006900,11001006900,"Census Tract 69, District of Columbia, District of Columbia",1157,54,81,49,26,26,22,29,0,13,33,28,1076,67
1400000US11001007000,11001007000,"Census Tract 70, District of Columbia, District of Columbia",1166,76,114,63,31,30,5,10,35,42,43,31,1052,102
1400000US11001007100,11001007100,"Census Tract 71, District of Columbia, District of Columbia",1263,84,46,35,0,13,24,23,7,12,15,17,1217,94
1400000US11001007200,11001007200,"Census Tract 72, District of Columbia, District of Columbia",1465,120,94,45,0,13,53,41,5,9,36,31,1371,126
1400000US11001007301,11001007301,"Census Tract 73.01, District of Columbia, District of Columbia",708,90,18,33,0,13,18,33,0,13,0,13,690,89
1400000US11001007304,11001007304,"Census Tract 73.04, District of Columbia, District of Columbia",1261,105,195,95,0,13,65,55,8,13,122,72,1066,111
1400000US11001007401,11001007401,"Census Tract 74.01, District of Columbia, District of Columbia",841,69,42,27,10,16,10,17,0,13,22,22,799,73
1400000US11001007403,11001007403,"Census Tract 74.03, District of Columbia, District of Columbia",1174,64,149,69,7,12,24,29,0,13,118,62,1025,88
1400000US11001007404,11001007404,"Census Tract 74.04, District of Columbia, District of Columbia",1166,114,31,41,0,13,7,12,0,13,24,40,1135,115
1400000US11001007406,11001007406,"Census Tract 74.06, District of Columbia, District of Columbia",1037,87,27,42,0,13,0,13,0,13,27,42,1010,93
1400000US11001007407,11001007407,"Census Tract 74.07, District of Columbia, District of Columbia",1036,89,25,30,0,13,14,23,0,13,11,17,1011,98
