OBJECTID,GEO.id,acs_moc,acs_foc,acs_mrc,acs_frc,acs_mo,acs_fo,acs_mr,acs_fr
760,1400000US24031701007,0,29,9,44,54,15,0,12
761,1400000US24031701101,0,70,0,11,53,142,15,0
762,1400000US24031701201,20,105,0,67,31,73,17,65
763,1400000US24031701202,4,28,0,0,9,27,0,12
764,1400000US24031701205,21,0,16,11,28,59,21,9
765,1400000US24031701206,0,73,29,0,0,83,11,0
766,1400000US24031701211,0,32,0,115,0,93,0,15
767,1400000US24031701212,7,28,0,0,0,27,0,21
768,1400000US24031701213,0,39,0,13,120,126,0,0
769,1400000US24031701214,0,19,0,11,6,42,0,28
770,1400000US24031701216,0,0,0,34,0,10,49,2
771,1400000US24031701218,0,0,0,29,0,8,0,27
772,1400000US24031701219,0,0,12,34,0,0,74,0
773,1400000US24031701220,0,23,0,15,0,19,0,0
774,1400000US24031701221,18,21,12,68,21,13,42,11
775,1400000US24031701303,0,13,31,12,14,34,0,0
776,1400000US24031701306,0,48,0,0,23,56,0,0
777,1400000US24031701307,0,20,0,0,42,33,0,0
778,1400000US24031701308,6,8,0,0,17,15,0,0
779,1400000US24031701312,17,37,0,115,6,21,8,0
780,1400000US24031701314,0,37,0,19,35,16,0,42
781,1400000US24031701315,29,135,0,56,0,61,0,65
782,1400000US24031701316,11,102,0,33,0,41,0,19
783,1400000US24031701317,24,2,0,11,0,15,0,30
784,1400000US24031701408,0,11,0,16,15,122,0,10
785,1400000US24031701410,0,144,0,170,32,191,0,17
786,1400000US24031701414,14,116,0,194,19,184,0,154
787,1400000US24031701415,0,113,0,99,18,123,0,13
788,1400000US24031701418,24,25,0,0,53,80,0,45
789,1400000US24031701420,50,52,0,56,100,77,0,13
790,1400000US24031701421,9,0,0,125,14,35,0,29
791,1400000US24031701423,0,170,16,110,32,123,18,49
792,1400000US24031701503,0,124,0,0,131,147,0,15
793,1400000US24031701505,34,93,0,225,26,130,0,97
794,1400000US24031701506,11,95,0,0,31,82,0,5
795,1400000US24031701507,18,88,0,0,10,139,0,0
796,1400000US24031701509,0,24,127,225,0,1,105,254
797,1400000US24031701602,9,8,48,109,34,0,9,47
798,1400000US24031701701,0,47,13,50,31,25,0,0
799,1400000US24031701702,30,9,49,169,0,5,7,38
800,1400000US24031701703,11,41,0,37,0,12,22,117
801,1400000US24031701704,65,40,0,0,0,48,14,40
802,1400000US24031701800,41,67,38,28,0,39,21,105
803,1400000US24031702000,14,63,36,135,11,98,69,40
804,1400000US24031702101,0,23,11,112,77,99,79,42
805,1400000US24031701407,53,42,8,0,34,53,14,0
806,1400000US24031702200,27,71,0,0,43,22,0,0
807,1400000US24031702301,0,25,72,96,32,28,121,78
808,1400000US24031702302,0,28,44,128,22,11,23,13
809,1400000US24031702401,8,29,0,42,0,7,0,0
810,1400000US24031702402,0,52,12,134,0,15,54,53
811,1400000US24031702601,0,0,12,159,0,0,78,168
812,1400000US24031702602,0,24,8,183,20,0,48,62
813,1400000US24031702700,0,47,0,219,11,31,57,66
814,1400000US24031702800,0,33,41,0,25,54,19,7
815,1400000US24031702900,0,27,0,10,0,93,0,0
816,1400000US24031703000,7,16,0,10,0,32,0,0
817,1400000US24031703100,7,8,0,42,38,102,0,10
818,1400000US24031703202,0,51,12,0,63,84,0,29
819,1400000US24031703206,2,50,40,20,33,32,0,28
820,1400000US24031703207,9,10,37,259,9,19,55,73
821,1400000US24031703208,9,62,0,7,31,35,0,0
822,1400000US24031703210,74,24,0,15,22,59,15,0
823,1400000US24031703212,0,0,72,86,47,159,0,28
824,1400000US24031703213,36,58,81,461,61,87,65,126
825,1400000US24031703214,0,0,29,491,0,42,231,150
826,1400000US24031703215,0,6,17,124,22,7,19,21
827,1400000US24031703216,16,29,0,17,0,50,0,0
828,1400000US24031703219,0,0,0,0,0,67,0,0
829,1400000US24031703220,66,84,0,80,13,295,0,0
830,1400000US24031703221,75,99,0,30,32,95,10,0
831,1400000US24031703302,0,58,14,61,8,71,53,51
832,1400000US24031703401,14,39,29,27,31,68,31,11
833,1400000US24031703403,45,8,43,0,51,77,0,0
834,1400000US24031703404,21,55,0,51,15,33,50,24
835,1400000US24031703501,60,29,59,166,89,101,37,62
836,1400000US24031703502,0,9,41,47,8,15,0,17
837,1400000US24031703601,0,136,9,39,0,61,32,52
838,1400000US24031703701,0,29,0,25,55,71,0,0
839,1400000US24031703702,0,24,0,10,57,84,13,10
840,1400000US24031703800,0,29,22,90,0,0,0,116
841,1400000US24031703901,0,0,0,9,42,83,0,0
842,1400000US24031704000,30,131,0,42,13,71,0,30
843,1400000US24031704100,0,24,0,0,12,31,0,0
844,1400000US24031704200,4,38,0,4,8,24,0,0
845,1400000US24031704300,35,44,0,15,10,20,0,0
846,1400000US24031704401,0,67,0,5,16,58,0,0
847,1400000US24031704404,0,19,0,0,30,36,0,14
848,1400000US24031704501,20,60,0,8,13,27,0,0
849,1400000US24031704503,0,24,0,10,0,65,9,0
850,1400000US24031704600,0,60,0,19,30,25,0,0
851,1400000US24031704700,36,38,0,41,8,37,0,0
852,1400000US24031704803,0,0,0,104,0,0,69,93
853,1400000US24031704805,0,0,36,16,0,0,0,0
854,1400000US24031704806,17,0,0,14,0,0,51,30
855,1400000US24031705000,0,16,0,0,4,59,11,0
856,1400000US24031705100,7,24,2,38,8,74,4,34
857,1400000US24031705200,0,21,0,3,0,9,0,0
858,1400000US24031705400,4,23,0,0,21,36,0,0
859,1400000US24031705501,0,0,13,13,0,22,0,0
860,1400000US24031705502,4,47,0,6,12,29,0,0
861,1400000US24031705702,31,12,10,0,9,10,0,7
862,1400000US24031705800,0,83,0,18,28,52,14,0
863,1400000US24031705902,0,72,0,0,9,35,0,0
864,1400000US24031705903,15,51,0,0,0,36,0,0
865,1400000US24031706005,0,47,0,10,31,43,0,10
866,1400000US24031706007,13,29,0,11,0,14,0,0
867,1400000US24031706008,0,28,10,0,40,12,0,0
868,1400000US24031706009,0,25,0,20,51,30,0,0
869,1400000US24031706010,0,70,0,58,39,0,17,45
870,1400000US24031706012,8,14,9,36,0,34,0,77
871,1400000US24031706013,65,18,0,0,32,11,19,0
872,1400000US24033800102,12,0,25,0,15,45,12,79
873,1400000US24033800103,11,0,52,75,10,0,12,15
874,1400000US24033800105,39,60,0,8,66,158,0,0
875,1400000US24033800108,0,17,0,133,27,36,0,34
876,1400000US24033800109,0,52,105,52,83,111,126,76
877,1400000US24033800203,22,7,0,0,52,106,0,0
878,1400000US24033800206,0,59,0,95,13,83,11,25
879,1400000US24033800208,26,62,78,163,49,102,0,48
880,1400000US24033800210,24,0,14,128,0,0,37,130
881,1400000US24033800211,0,0,32,116,9,9,39,24
882,1400000US24033800212,39,42,11,33,0,89,0,8
883,1400000US24033800213,9,63,7,59,30,59,15,15
884,1400000US24033800215,0,42,0,120,0,28,0,29
885,1400000US24033800401,9,9,0,0,9,93,0,0
886,1400000US24033800402,20,60,0,0,20,72,0,12
887,1400000US24033800403,48,61,0,0,11,94,0,0
888,1400000US24033800409,21,181,12,46,48,102,0,50
889,1400000US24033800410,60,51,20,23,43,157,0,0
890,1400000US24033800411,0,52,29,48,0,38,35,49
891,1400000US24033800412,18,37,27,86,62,25,0,13
892,1400000US24033800504,0,60,0,13,21,124,0,39
893,1400000US24033800505,49,29,0,32,65,12,0,0
894,1400000US24033800507,0,13,14,41,0,50,0,12
895,1400000US24033800509,44,141,0,12,77,286,0,17
896,1400000US24033800511,66,173,0,61,60,124,0,21
897,1400000US24033800513,73,84,0,49,69,122,0,30
898,1400000US24033800515,36,108,8,93,0,71,0,0
899,1400000US24033800516,14,58,0,59,0,28,0,0
900,1400000US24033800517,18,101,16,0,23,81,0,0
901,1400000US24033800518,0,66,0,0,0,76,0,13
902,1400000US24033800520,39,51,0,0,45,84,0,21
903,1400000US24033800601,0,0,0,0,29,42,0,0
904,1400000US24033800604,0,69,0,15,9,59,0,48
905,1400000US24033800605,44,86,41,30,34,131,0,5
906,1400000US24033800606,0,221,22,49,0,112,0,75
907,1400000US24033800607,0,97,0,82,0,187,40,0
908,1400000US24033800608,56,72,0,34,38,58,0,0
909,1400000US24033800701,101,55,0,14,74,143,0,13
910,1400000US24033800705,0,63,0,0,35,17,0,9
911,1400000US24033800706,14,128,0,0,111,48,0,0
912,1400000US24033800707,11,15,0,0,0,79,16,5
913,1400000US24033800800,0,10,0,0,56,103,0,0
914,1400000US24033800900,42,15,0,0,17,20,39,7
915,1400000US24033801003,106,97,0,0,76,96,0,0
916,1400000US24033801004,0,53,0,0,0,121,0,0
917,1400000US24033801104,0,0,27,42,0,0,0,18
918,1400000US24033801207,8,55,0,0,8,117,0,22
919,1400000US24033801208,11,45,0,0,16,118,0,0
920,1400000US24033801210,0,118,0,70,34,82,0,0
921,1400000US24033801211,0,77,0,47,13,65,0,14
922,1400000US24033801212,43,57,0,46,12,104,0,0
923,1400000US24033801213,58,108,0,0,40,148,0,0
924,1400000US24033801214,36,31,0,12,100,90,0,0
925,1400000US24033801215,4,48,0,0,0,55,0,0
926,1400000US24033801217,0,63,0,23,0,116,0,24
927,1400000US24033801302,0,44,0,0,17,64,11,0
928,1400000US24033801305,9,120,36,46,63,238,0,24
929,1400000US24033801307,5,0,0,43,9,101,0,0
930,1400000US24033801309,31,27,0,0,9,96,0,27
931,1400000US24033801310,52,88,0,38,21,112,0,0
932,1400000US24033801311,11,113,0,34,33,74,0,32
933,1400000US24033801312,0,59,0,122,14,121,0,15
934,1400000US24033801404,16,93,45,81,20,108,14,38
935,1400000US24033801405,63,17,0,81,39,189,39,84
936,1400000US24033801406,0,49,15,121,11,88,14,72
937,1400000US24033801407,60,132,0,127,0,320,0,69
938,1400000US24033801408,0,43,32,226,0,51,0,144
939,1400000US24033801410,28,92,0,0,18,74,0,0
940,1400000US24033801411,0,74,0,0,0,58,0,17
941,1400000US24033801500,0,69,0,6,24,85,0,16
942,1400000US24033801600,0,0,38,142,56,58,24,154
943,1400000US24033801701,22,87,45,134,45,64,35,67
944,1400000US24033801704,99,91,113,256,13,99,75,113
945,1400000US24033801706,0,73,27,23,1,44,0,70
946,1400000US24033801707,12,26,59,412,27,168,32,156
947,1400000US24033801708,0,34,42,196,0,75,4,90
948,1400000US24033801802,9,144,25,189,25,153,14,19
949,1400000US24033801804,0,32,14,0,31,131,0,16
950,1400000US24033801807,105,49,35,223,42,184,87,89
951,1400000US24033801808,0,46,13,359,35,61,55,31
952,1400000US24033801901,10,38,0,22,145,206,16,29
953,1400000US24033801904,0,47,42,117,0,55,27,29
954,1400000US24033801905,11,52,0,34,12,187,19,20
955,1400000US24033801906,3,38,34,82,22,56,27,50
956,1400000US24033801907,19,48,43,147,34,91,0,22
957,1400000US24033802001,35,16,58,438,0,35,95,158
958,1400000US24033802002,35,140,0,122,0,161,18,44
959,1400000US24033802103,21,60,0,0,30,54,0,25
960,1400000US24033802106,12,94,174,234,20,91,37,57
961,1400000US24033802107,25,74,42,292,20,67,47,167
962,1400000US24033802201,36,71,0,22,20,104,0,0
963,1400000US24033802204,20,331,0,0,106,290,0,27
964,1400000US24033802301,19,115,0,24,110,254,0,78
965,1400000US24033802404,0,205,32,446,0,25,25,105
966,1400000US24033802405,0,123,0,156,48,122,20,98
967,1400000US24033802407,13,37,49,270,17,61,0,238
968,1400000US24033802408,0,15,0,82,0,75,41,82
969,1400000US24033802501,0,101,21,153,43,83,50,16
970,1400000US24033802502,0,50,10,67,84,115,0,0
971,1400000US24033802700,0,94,0,32,20,120,0,16
972,1400000US24033802803,54,130,15,233,23,240,0,62
973,1400000US24033802804,0,105,0,331,6,248,72,121
974,1400000US24033802805,0,76,0,171,10,147,0,119
975,1400000US24033802901,29,95,0,235,50,114,51,29
