OBJECTID,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10
1,3.4144632531,-2.74490086925,-1.52148897059,0.888711842079,0.743583249052,-3.11618746648,0.119714649638,-0.523269238739,-0.200167602246,0.0517160175987
2,2.50654218646,-1.68453566559,1.57376908586,0.798655483168,-0.998354342133,-0.537681814924,0.376858476276,0.701608175889,0.415367568701,-1.08088956238
3,2.8204508977,-2.47950763755,-0.141584809282,1.33014195868,-1.24098830953,-1.304951969,1.21159005045,0.470025395821,0.131343988604,0.808193945759
4,2.40126913193,-0.470844250099,1.01473473378,0.0578578543178,-1.58665962635,-1.30415622255,0.296879484106,0.157668970854,-0.552983500793,1.28821894394
5,3.60035380361,-0.241349756769,0.940235462548,0.731481409523,-0.586842457287,-1.06197342443,0.263593977858,0.707066797474,-0.738367565775,-0.826544779733
6,2.2904871839,-2.03209341298,1.47866696344,-0.285304911988,-2.30806364665,-0.482317108277,0.88384405322,-0.71306126218,-1.44403692249,-0.327973950711
7,1.63331054839,-1.02571050655,-0.872545780201,0.111382195049,-0.797272922273,0.614399572012,-0.896379057849,-1.18965052754,0.179093199798,0.11511104613
8,4.26585315317,-0.704928023443,0.924966683377,0.00132014592834,-0.628217486543,1.33281692149,-0.910803295885,-0.836477602024,-1.06296789358,2.02639466159
9,0.714753937922,-1.09177822496,1.51464406339,0.165399638499,-0.966979370489,-0.812730128892,-0.570713966886,-1.08337375626,-0.0874509885366,-2.04675526871
10,2.43617492382,-0.635673437681,0.679883682717,1.13088047069,-0.512957153172,-0.436394372512,-0.417373342739,0.25752129151,0.0253414840407,-1.11665331717
11,0.758044125987,1.52688377216,0.719769221047,0.40199068002,-0.563342908213,-0.0662834392032,-0.234021697404,0.0755320082946,0.396895079437,-0.084943680955
12,1.85364694157,-0.997880054988,0.417466262567,0.128608846797,0.324589603265,-0.9593553329,-0.321676192007,-0.369477229649,0.0279790988587,-0.226623073217
13,1.07994658654,-0.658619543318,1.21356389115,0.592690838844,-1.87725342098,-0.280571210334,-0.602499080369,-0.579632973699,-0.222761360835,-0.263359225982
14,1.27180530472,-0.236920420342,0.315051717232,1.90000859378,-1.82693995434,0.0553657316212,-0.501954265,0.506951189028,-0.415625746718,0.174338960187
15,3.29075733705,-0.969723960885,1.00762919999,0.185616041305,-0.0974345375747,0.178971803231,-1.27620115388,-0.302854337532,-0.767587937866,-0.292784647093
16,1.29388897992,-1.2800813197,1.75190089586,-0.158955844589,-2.07666917215,-0.132480589572,-0.37145801523,0.512969946744,-0.415105871995,-0.832285546871
17,-0.31509672051,0.552087896467,0.523506603387,-0.372054289168,-0.537113847806,-0.619212921761,-1.24116910505,-0.895159768013,0.28914522275,0.104738390224
18,-0.917400420789,0.262672155532,0.594242488346,0.0287597962638,-0.113155089503,-0.0353806324455,-0.187226364516,0.0683469065575,0.252132128837,0.533951275138
19,-0.57120495843,-0.618305223201,-0.389486148863,-0.0375394237459,0.366571015802,0.159992493581,-0.694439184127,-0.54494016875,0.603226439909,-0.187518584494
20,0.382614682214,2.10134507771,-0.153249609409,-0.047446448919,0.0775066073174,0.455904706866,0.18463728249,-0.35203013478,0.618229537659,-0.115610108715
21,-0.771414712173,0.759567025581,0.199545193099,0.955464669947,0.258059163464,0.222102652393,-0.120866584471,0.390728373402,0.381045479768,0.57687996102
22,1.55348625526,1.5501646919,-0.44436176718,-0.333393536643,0.44654022341,0.72227741964,-1.35343124087,-0.0998421301459,-0.0924199615946,-0.149595083861
23,0.105755048041,1.24001935522,-0.665631618014,0.29732943347,0.0465523319883,-0.666166234969,-0.644624562307,0.763246020807,-0.0593253738054,-0.101032862568
24,-0.558401689093,0.201500796479,1.10528287598,-0.0117678757274,0.192535289819,-0.372259264914,-1.18813152249,-0.243854009131,0.542566632374,0.176008420065
25,1.09208444343,-3.15272339084,0.623624760881,-1.29825487731,-2.01341290557,-0.00108918753833,-0.83211048452,-1.72189262135,-0.0948828349226,1.24560919461
26,0.67771282406,2.12648640044,0.475162577914,0.434241759944,-0.680977451792,-0.463301340891,-0.583740683356,0.326329465942,0.21694126142,0.181529078462
27,1.74706374576,-0.102019575515,-0.171432169748,1.70621012228,-0.806368662324,-0.696560050972,0.290641177414,-0.281324118618,0.396658887943,0.221446814488
28,2.62341216172,-0.479821549133,1.58367430827,0.584397323195,-0.675228950228,-0.0250474171751,-0.437712086618,0.15681600254,-0.145459888689,0.311800166238
29,0.0656543835334,0.13524567062,0.389343192539,-0.898990170747,-1.24638840206,0.113317195365,0.114715577668,-0.917303011707,0.956071266453,0.762648749735
30,2.16066628797,-1.75430641469,0.853129853899,2.14008883588,-2.03294369752,0.173069126409,-0.0612309592712,0.225950873573,-0.465053920867,-2.29155165347
31,0.515929650857,1.89212228179,0.580919044429,0.4451373921,-0.635090372059,-0.506599952567,-0.621642040471,0.164923390805,0.104758645489,-0.122711867934
32,3.42801668322,0.277084235107,0.239849634873,0.187787473465,-0.650406593104,-1.21675965029,1.07345668881,0.000335124471469,-0.162490669977,1.71291314098
33,0.586852502758,0.707160022541,-0.245659494334,-0.118564301946,1.44069397193,-0.215030265453,2.20590837334,-0.0510733198669,0.521020736578,0.132583981745
35,-0.297825928836,2.20613357762,-0.0975518695276,-0.160055655499,-0.417846041447,-0.452553142098,-0.365758268387,0.526832062782,0.23639264238,0.118955448417
36,1.15381443626,1.87651375,-0.20520964388,-0.131585252829,-0.0100818620955,1.1897933384,0.813327365566,-0.524231494606,1.01648767389,-0.280056737611
37,-0.37955439099,0.736812990202,-0.728461658981,-1.67431183641,-1.35833356758,0.335568204587,0.67663796151,-0.206138836687,1.04209397682,-0.153052642028
38,-0.0270521449395,1.4100224601,-0.464544982088,0.368866535245,0.139856514281,0.268358731601,0.331326488261,0.285815184069,0.284966131417,0.126572883536
39,-0.253704735674,0.783231889735,1.07484107835,0.310176763248,-0.303102723371,-0.43557134107,-0.56042973187,-1.09700094117,0.0719026985091,0.416684922632
40,-1.7568513921,-1.44598550816,0.934422416314,0.376665080815,0.0708252730775,-0.788223471181,-1.0632739272,-1.11698116354,1.09052247987,0.567296389185
41,-0.199839172045,0.831916570835,-0.754902743683,-0.422482578712,-1.58553204724,-0.173801419536,-0.0871891165103,0.716205025347,0.21001042638,-0.162679565785
42,3.41272867816,-0.0387569083284,0.186158104813,-0.188073844543,-0.376680071925,0.204471797541,-0.0776744928172,-0.564095282624,-0.425472307022,1.28543098626
43,0.118233925024,-0.374400749069,1.4746269866,0.0642113654735,-0.125221096744,0.10961571833,-0.655294236425,-0.786284564348,1.01643889566,0.199180551094
44,-0.578270006121,0.298725338783,-0.542206461736,-0.719388572271,0.541774749833,0.45901228297,-1.04897993536,0.344752930999,-0.142787901371,0.0634871739027
45,2.9292468121,-0.958023751627,-0.0283112194198,0.453919732832,-0.261284209352,-0.635161687444,1.32493173868,0.386861648167,-0.230648891643,1.33313504427
