OBJECTID,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10
46,0.499723594497,2.15896193762,-0.0484643021488,0.043826904966,-0.113337705507,0.478709274529,0.444235693418,-0.253055512215,0.589132082035,0.0723616887927
47,0.520261905784,1.88479374821,0.0369775156426,-0.0867541611474,-0.484518323265,0.437631830315,0.609454466453,-0.225527156091,0.322009084547,0.427757437477
48,1.64580938902,1.43021868254,1.04290926928,0.629185793255,-1.25949150226,-0.0397655541561,-0.046819099407,0.184922291346,-0.699386276586,1.2900209011
49,1.13980237014,1.41758648508,0.846311778823,0.517361088272,-0.894585734922,-0.142645509255,-0.302688130868,-0.00200472755142,0.153597051747,-0.360547670659
50,1.04063114141,1.11888520023,-0.0798992087194,-0.215207551835,0.385554080346,1.54521730897,2.36072026386,-1.11908047928,1.09858539571,-0.0219369359106
51,2.95916348661,0.505640684641,0.185542690298,-0.185588798662,-0.596587193927,0.865725096023,-1.3970965622,0.537996564572,-1.02173845267,-0.559658160905
52,0.0759362157375,0.833554821283,0.805615692596,0.0443342580418,-0.893263385196,-0.674907413677,-0.875925072076,-0.901663055592,0.566787730052,-0.261620222636
53,2.69179498447,-0.389611743188,0.757994374475,0.734250587311,-0.657481988727,-0.191265660937,-0.647015142056,-0.249538481481,-0.844288716739,-0.749695534104
54,4.38599867105,-0.668388118028,2.05088704579,1.07718267716,-2.05385017694,-0.0843764585974,-0.0682093922734,0.24601367035,-1.23140213014,0.145183369244
55,3.20828798908,0.6352032562,1.28486251947,0.767704059551,-1.54221285501,0.456307131766,-0.444638025354,0.744481362913,-0.56307452677,-0.950345216033
56,-0.470917305891,-1.69959391118,1.55658619092,-0.7110644262,-0.924663920587,-0.000718903934157,-0.359214600023,-1.22644412109,1.07546007393,-0.0611421345918
57,5.50715852698,-3.76807417202,2.45810797973,1.961608497,-1.94872082127,-1.23463287711,1.49806299622,-1.07128775163,-1.32353248409,0.614904527429
58,1.07000493916,-0.314293910907,-0.279619254209,-0.0326638747377,-0.566972198443,-2.08631355394,0.289609756686,0.029407787674,0.347507669624,0.417311266349
59,2.58700727707,-2.47880206587,0.985131195008,0.928122801907,0.544062397312,0.558834118117,-0.986118350907,0.243336962866,-0.185754720956,0.857001488337
60,-0.384830002442,2.08847469319,-0.503077884098,0.779884189805,-0.191176830698,-0.0993821784899,-0.109494440559,0.131352022517,0.0261737572486,0.0318162587739
61,0.17279523094,0.859458503767,0.287902048758,-0.245185589489,0.855271837083,0.172285319328,-1.68023775855,-0.2860411106,0.644114163359,0.368118129583
62,5.13209743195,-1.34437291582,0.210583852431,0.339049525302,0.449988065937,-2.35230637446,1.47533499009,-0.567494470677,-0.123883570972,1.71223012927
63,0.291870141443,0.278509782684,0.697276499971,-0.154045950385,-0.260574224159,-0.0812976315486,-1.03229456795,-1.02667289091,0.348700562781,-0.635237085113
64,-0.0867535703196,1.59034336104,0.46326967478,0.127979737414,0.409589229887,-0.162823823076,-0.965733818046,0.714557774531,0.354523842705,0.599386078322
65,1.44993197822,-0.224418207779,-0.339407585911,-1.07686514851,0.469572112891,0.830182217376,-2.24760890456,-0.687674652191,-0.358278644448,-0.488945382739
66,-1.62544200444,-0.824288514218,0.251982896238,1.09424075281,0.424514143045,-0.567925665044,-0.490097093889,-0.319804758061,0.299746631001,0.0975382250329
67,3.81900744142,-1.17263176676,2.0622527718,0.425528347524,-1.74179965414,1.120571284,-0.334118681623,1.29885418427,-0.778615335772,0.634953074889
68,1.70250119902,-1.03720470711,0.990961696084,-0.032168089049,0.829422100764,-0.0434438001137,-0.810950616825,-0.60923771231,0.594754766385,0.223462236328
69,-0.600672276474,0.201913356299,1.52996498441,0.341200228233,0.256820708995,-0.206144679858,-0.578904409754,-0.141346199771,0.406162180208,0.70755768601
70,1.29632923173,-1.19974522901,1.12316638776,-0.734098755263,-2.17676147145,-0.0654315054088,-0.585636643806,1.83518374067,0.0195277781839,-2.06608642164
71,1.17210347041,1.72879902618,0.528057776845,0.398834813023,-0.661466041148,-0.252355647641,-0.845409592768,0.335049711207,-0.0308444186186,-0.135293723091
72,2.30701105005,-2.06011707983,0.799323561993,-0.161475997471,1.55012179445,-1.10905166319,-0.652516958422,-1.0311621642,-0.115044702458,1.36199296373
73,3.00633430235,0.629540695706,0.108741925016,0.231682954515,-0.0244481762267,-1.13708078828,-0.139879393516,0.0510037834195,-0.756077972521,1.71193299417
74,0.0686286373267,0.0456234681569,0.156018114485,-1.28723160301,-1.99288132628,-0.417903966432,-0.353968928754,1.37587011512,0.229359808973,-0.156426693477
75,3.34439366929,0.37290073837,0.674023976311,0.149676284239,-0.853715453945,1.3635630035,1.1431791539,-0.96633016398,0.178611757801,1.41054361242
76,0.697006633425,2.51638007351,-0.0412150619555,0.15048095287,-0.35122736612,0.109036703681,-0.0150727429114,0.0571380644657,1.22910212694,0.0395164512901
77,-0.450386998962,1.74186647808,-0.087720592258,-0.229761846432,0.0512776235777,0.420493856876,0.761372365301,-0.0810781598355,-0.160818778587,-0.24659202677
78,0.0100039371395,-0.142330966692,-0.890942768987,0.223496168055,1.15439737971,1.66753121907,0.942118204641,0.469324055792,0.401290751387,0.465662693252
79,1.11160196948,1.98347573573,0.0442760125809,0.00973266176844,-0.203123205399,1.03835998796,0.939636418471,-0.289926795738,1.60250104991,0.134825379682
80,0.130428656551,1.74922539773,0.235629310223,0.109122671732,0.0332253899078,0.463887111401,0.552871467212,-0.18020003455,0.369744343367,-0.238301518723
81,-1.0342138278,0.935035163456,0.629246698517,-0.00139817454136,1.0315159432,0.799227510282,0.864979953251,0.367869924551,0.142655733561,0.03786549948
82,-0.449420869268,0.740087850958,0.0647562194361,-0.463453409539,0.17487585685,1.29592331899,1.84714563783,-1.09344376769,-0.38023411222,-0.674511760798
83,-0.4347439683,1.83876096431,-0.229038383439,0.493955961948,0.0269337424967,0.148697409372,0.208265444744,-0.151681866654,0.095786415568,-0.0623433319194
84,-0.779210199675,1.68552533699,0.0416065966463,-0.175674680673,0.0346598299617,0.0871041926101,0.498629368243,0.0682789447543,-0.772654486323,0.128641532176
85,-0.682156388534,1.96043252244,0.272989168284,0.187804377248,0.0101210163971,-0.52446231399,-0.417377196396,-0.38132311849,-0.142987220046,-0.077010562485
86,-2.11643671601,-1.14794437744,0.578275603132,0.294054615158,1.58366143981,0.415644520313,0.627820674571,-1.75727332869,-0.196324266096,-0.32774367085
87,-1.56840366143,0.0518118267068,1.19570711044,0.109113666933,0.841451939762,0.0855468614851,0.0399658215903,-0.771727233932,-0.0867135295255,-0.456290028478
88,0.36217025365,1.29808340559,-0.127953548143,-0.096667820829,0.727800720425,0.529924156746,1.76048380719,-0.400901545281,0.379589772245,-0.0197243694589
89,0.908934927792,1.79823654743,-0.233820536292,-0.218047479306,0.130637104481,1.01411276678,0.432284614589,-0.857247679337,1.29173704482,-0.216518572963
90,1.36112765855,-0.472562154464,-2.72976521507,-0.39999726504,-0.56545700134,3.64329976513,2.5308928675,-1.6757464725,1.891921823,-0.350694015043
91,-0.760781555671,1.28576162896,-0.494428482512,-0.157353661386,-0.555765658627,-0.0483477510985,0.135239609568,-0.388466061395,0.11888795545,-0.130543643794
92,-2.09634437564,0.348862911192,-0.356091438969,0.250373898525,0.46832843999,0.461806182229,0.819129247919,-0.256295397314,-1.097252861,-0.177494823392
93,-1.42586312994,-1.32628351721,-0.201902821346,0.789584150974,0.158606673231,-1.38514302129,-0.0531453929424,-2.25094365707,-0.123334374367,0.180668347078
94,2.9518031024,0.206332392445,0.0796446532502,-0.33661761391,0.428732406579,1.07780341379,-0.745568646099,-0.4461557948,-0.213148191388,1.69875879347
95,3.94890020992,-1.18578729791,-0.171984805513,-0.729812477291,1.64776298267,1.3801506664,-0.949556857266,0.177633570326,-0.192688639272,1.14427204728
96,-2.28733700827,-2.82325214347,1.94982232241,-1.05508891786,-0.291234830015,-0.569269950968,-1.04067193332,-1.245177725,1.03120038036,-0.32141109466
97,0.937955547994,-0.265267108738,-0.929074252562,-2.00758069791,-1.35152028349,-0.588264933052,-0.629079094489,-0.164116062439,-0.0621044046794,1.36152079309
98,0.143496282629,-0.330947101752,0.861263296147,-0.549501581269,-1.58810737008,-0.301054001462,-0.190042493263,-1.00622604083,-0.288873421179,-0.0382874795932
99,0.232796320563,-1.61983450439,1.92171270082,-0.0378345044688,0.367125966887,0.624748499427,-0.81320151534,-0.783165202475,0.70784825212,0.0476281843165
100,-0.0882180445607,-1.4650729032,1.42061348213,-0.465765746706,-0.561041806106,0.221411184231,-0.466697683403,-1.20228075185,0.523112849975,-1.00676894965
101,1.12247023668,-1.39614462183,0.784641041668,-0.344904182522,0.128097095798,-1.68664849321,0.0144206743608,-0.901077327355,0.696536907497,0.654669609966
102,-1.36302680591,-1.22939300442,-1.28448097981,0.761100380728,-1.05075320118,-0.496535861086,-0.385584188774,0.303261885926,0.788383164688,0.356312626318
103,0.626890520917,2.21711176988,0.217041360484,0.300577893043,-0.430963587693,-0.325365458234,-0.225287506912,0.180912781377,0.470313581724,0.188290393706
104,-1.06735931589,-0.764026276594,0.724848160444,-0.962900194118,-0.793981757155,-0.529413305183,-0.887114942612,-1.16414325742,0.605699554791,-0.608572814571
105,1.04885207027,-1.10439185903,1.17599100893,-0.637578968245,-1.55060647505,0.392418163919,-0.123905388886,-1.53229224918,0.76761234988,0.434402966772
106,-0.926282472685,1.26134862728,-0.24182877157,0.235563392087,-0.156330685196,-0.125338380682,-0.18336621836,0.491900997439,0.214239305556,0.155296292686
107,2.0391470368,-0.724464196085,-1.75959742991,0.551644115023,0.729874199235,2.38142695508,0.111097113018,0.227940332895,1.53191769678,-0.273004143863
108,0.19839678497,0.891948282727,0.094093410194,0.226605197531,0.792990002032,0.663374844311,0.978411141798,0.35760759856,0.796575024348,0.184742843038
109,3.88144323602,0.118274274945,-0.890803316921,-0.972481167863,0.557009690955,1.47533391533,-1.22555756691,-0.542438343343,0.0252275871479,0.247053452076
110,1.20893481906,0.0476097192382,0.0520853165948,0.179207321437,-1.29126698529,-0.0954124238488,-0.393090713107,-0.46782783082,0.433972947866,-0.367799478919
111,-0.271160300915,0.127260875588,-0.592153686617,-0.731623619362,-0.678859446361,0.123646757214,-0.836209692373,0.842048891427,0.117715847779,-0.221458385653
112,0.432566414164,-2.35457040518,0.887557298986,-0.603637064472,0.422030050961,-1.75153027863,-0.354808856793,-2.07407259296,0.608151082892,0.352480182161
113,0.351796126007,0.391584142688,0.433461807986,-0.291052233688,0.143561989179,-0.0175679352258,-1.5428465956,-0.645935666049,0.126322971003,-0.452241253982
114,-0.67119510129,-0.939147730946,-0.626513109711,-1.40468176925,-2.00233568998,-0.0888817173749,-0.37613890886,0.42841851275,0.616691932093,0.920851804739
115,1.22073569504,1.39161645253,-0.00777017599444,0.318705630778,0.16763383509,-1.45259360465,0.364617782672,0.0606576319248,0.451007700841,-0.383943292329
116,4.26865284351,-1.38023883862,-0.262925448455,0.959553837665,-0.448670463228,-0.19155458405,1.30820459325,0.682093648168,-0.0560251690158,-0.515090057481
117,1.24920364477,0.772029526018,0.495290994304,-0.246970462044,-0.523872355536,1.43215311261,1.3980893135,-0.51152395849,1.20415831558,0.781971000293
118,2.1220723911,0.350601561678,-0.626162428856,-0.716419400336,0.501817841636,0.452208927847,2.03068017634,-0.631713488449,1.28462027631,0.682582229369
119,-0.385282576238,1.11651764696,-0.440578572126,-0.769776864286,-0.0422484263547,0.0930866934913,1.11153350897,-0.193716150135,0.197546423947,-0.175283201023
120,0.291598291898,1.84038672825,-0.154240538268,-0.116508402988,0.256871162138,0.429541109464,-0.130726634822,-0.481573712057,0.283681016194,-0.245510292953
121,1.37110186422,1.42390696178,0.343787313756,0.135436443496,-0.449912701793,1.02848053025,0.923240706357,-0.456076732434,0.0813163833564,0.236484071492
122,2.17486901611,1.10016695249,-0.320864525018,0.478106725072,-0.556813252832,1.32881043225,0.101288752831,-0.474681683388,0.23899013838,1.28831259088
123,0.0178968809521,1.09089195018,0.226862432516,-0.227689903031,-0.348308857295,0.564911653051,0.851993604643,-0.836949929998,-0.0421705936759,-0.31559164485
124,-0.321983621143,-1.13038811865,0.324721868737,-0.122969012893,-1.13930408748,-0.0279275512514,-0.817284898358,0.114128091906,0.550943703032,0.321497334025
125,4.66974330776,-0.507246286754,1.99692147006,1.18814467032,-2.16852011482,-0.00481433545407,0.954270618799,0.520409361439,-1.15753812834,0.127127897645
126,-0.744080217743,0.917545954136,0.462697748139,-0.361844075473,-0.266712655763,-0.387673129541,-0.54729372787,-0.038106430204,0.865664960985,0.0196115113602
127,3.0002249204,0.834470356749,1.19809729544,0.580023260135,-1.54341541046,0.713553738419,0.180751862757,-0.0559104038067,-0.554917130917,1.57058568012
128,1.65463543307,1.24047071258,-0.0618986641829,-0.0600601599534,0.122830472131,0.283960978632,-0.388678431729,-0.301984825017,0.065652357509,0.00130977874123
129,-0.273478043068,2.11184295275,0.267356318329,0.200349788919,0.164685277459,-0.130086775501,-0.183581259452,0.588962935886,0.393719781771,0.162556672934
130,3.71309787556,-0.24633384341,-2.04893628153,-2.10410519009,1.23976080477,2.71672569263,0.250134822428,-1.33765469855,0.0536566106529,0.998586419885
131,1.62153778867,1.23945821823,-0.217675726236,-0.369278526874,0.0887850966948,2.49377090794,2.39960464768,-1.54694760686,1.4884788944,-0.305553780915
132,0.782657120961,1.33383104303,-0.176799711218,-0.31544773207,0.272815990192,1.94149767234,2.0255092006,-1.42154561664,0.777973355224,-0.255976174382
133,0.932643448009,0.403311308168,-0.33676525684,-0.051150935761,-0.383206323505,2.2813848279,2.44626011728,-1.42223103754,1.11820512012,0.326583416664
134,0.649947492398,1.62530057359,0.197506423688,-0.074107410504,-0.584522017415,0.47747176273,0.605794494349,-0.506789860118,0.403966165973,0.587501323037
135,1.94033469425,1.71630949156,-0.465294695946,-0.360992699606,0.208404346428,1.10223323722,-0.694295550306,-0.431773845421,0.921122936499,0.268683551304
137,0.141968834166,2.05204686679,-0.221821396624,0.0717846466474,0.301911363432,-0.338806545284,0.614564949842,-0.128256619406,0.176439316845,-0.0904656681302
138,0.049129452482,2.32993410852,0.0383904542944,0.155064011758,-0.140757002528,-0.0969059986222,-0.0552216506368,-0.042270271504,0.454499683674,-0.0202785112497
139,-1.17518360418,0.395752657336,-0.763052017429,-0.58345313289,-0.968099028977,0.014455831171,0.245237449199,-0.863939841023,0.270696695751,-0.237455883679
140,-0.343976242137,0.240069049392,-0.118573028969,-0.943309161097,-0.770478446205,-1.45079244995,-0.361408347961,-0.620049631885,0.439948763349,0.130592842189
142,-0.756037315017,0.723403034116,0.275854642387,-0.637234203583,-0.775405771309,-0.536763232274,-0.503377754501,-0.702333279888,0.523381514437,-0.00264630769002
143,-0.100688217872,1.48526559434,-0.286248745245,0.864564521017,-0.0207707049318,0.351374017929,-0.00663109403044,0.451560034003,0.310897964636,0.519662330548
144,1.0132257583,1.95475376617,0.220360899292,0.352458792564,-0.375253802001,-0.708059494722,0.0279449612422,0.207644641129,0.150508055672,0.684360939473
145,1.03898136492,2.19713480827,0.137049857865,0.335574280453,-0.43790759018,-0.363519970688,-0.160875898166,0.413902063453,0.886341315458,-0.533886530033
146,3.4362121713,-1.50249767407,1.29538081743,0.99561739601,-0.559935788521,-1.02544270757,0.156885519703,0.307993199871,-1.06328298602,0.0979531210835
147,3.14353276768,0.0165712912142,1.48666482422,0.56144614709,-2.36185654874,-0.419517279218,0.0429118515622,0.782343585413,-1.02078562186,0.269217445891
148,3.60271650021,-0.956053284061,1.63803665501,1.23160819803,-1.28379973911,0.917275779656,-0.989879089945,1.4561349229,-0.984010679477,-1.429804489
149,4.67885331469,-0.514889890209,2.0596576844,1.13259283993,-2.20548271726,0.316394075251,-0.351503116282,0.898670869047,-1.81080285575,-0.331167796669
150,-1.09804524595,-0.40843212602,-0.109312007214,1.23949020634,-0.324023566932,0.11165469943,-0.367319202798,0.552572142438,0.14623193582,-0.331602708098
151,-0.490220297902,-2.19651385364,0.595594806822,-2.04696573022,-2.29813565527,-0.100888976155,-0.112911404422,-0.663534679677,-0.453985756452,0.646823427305
152,3.81015023278,-1.38446151983,0.335202089639,0.0666187139011,1.0744097298,-1.32653282945,0.940464808131,-0.401042218244,0.611475890901,0.926014171965
153,-1.42447204923,-0.206863178774,1.06411729487,-0.0841328580811,0.414658062857,-1.08430767434,-0.669288110613,-1.28205626788,0.292016405632,-0.0851666995454
154,-2.64918912817,-2.4140165921,1.10529739593,-0.497074924928,-0.119743224376,-0.55424395556,-1.27741291998,-0.250777341439,1.51994679848,0.0253241522153
155,-0.60593821782,1.09419059327,0.262106483232,0.463228366903,-0.469297311188,-0.632318464031,-0.825329644698,-0.322927805298,0.24593711207,-0.107719196892
156,-0.501369200927,-0.777398658458,0.0755080679393,-0.518489497721,-1.29608344772,-0.128210992406,-0.574171479668,-0.899743793545,0.293187983325,0.463637725928
157,2.58655441474,-0.88596745417,1.43278770019,1.38349562876,-1.67795317733,0.486348569549,-0.641936708398,1.37932499397,-1.25004258758,-0.0134413577135
158,1.7824758,1.1778095741,1.10390548855,0.624564036383,-1.01338720254,-0.140119186618,-0.767559481408,0.749937766398,-0.824034737183,0.855490665549
159,2.72717393623,-0.316173338747,0.875381607115,0.158604718083,-0.81907427916,-0.739830560724,-0.608179951241,-0.821964326635,-0.399011395491,1.19227428337
160,2.34037181381,-0.161768946697,1.65129343226,0.760128526429,-1.31000977896,-0.509540528879,-0.51703441031,-0.575585498227,-0.448077046616,-0.164773857539
161,3.11960886868,0.573869869804,1.41500261146,0.935200919493,-1.61527714489,0.263315947354,-0.520390674975,1.15195523644,-0.526193375471,-2.37909175972
162,6.05631729137,-1.79825761053,1.87896372255,1.1516906982,-1.65298208762,-1.06996053055,0.9813755523,0.248229954511,-1.4787428351,0.261381474024
163,-0.835708768657,0.978423088417,0.50939401732,-0.18021126263,-0.496757216853,-0.696848795744,-0.602558221795,-0.989825691127,-0.124324344903,0.0736168237328
164,-1.42059190012,-2.36487480345,2.47670891283,0.817554933946,0.558513398182,-0.116161491486,-1.1610059778,-0.0528066938851,1.09409067771,0.624616911939
165,0.367076826537,0.583003516862,0.389460265104,-0.244323052705,0.162025013743,-0.292038024357,-2.0320206408,-0.408877331064,0.194221049933,-0.498964429652
166,0.548998254855,-0.125440910426,0.462978559283,0.10042174439,-0.717265438425,0.0129515832392,-1.05280333238,0.0127705444355,0.592469097939,-1.18884902356
167,3.0776467114,-0.0253865681791,0.901862642012,0.809625728367,-0.626792698866,-1.44363831896,0.426058221725,0.498456321301,-0.198950673045,-1.8223371181
168,1.14649108261,2.01273938474,0.223843650839,0.170430984183,-0.55116095285,0.576102133157,0.572788867054,-0.305006351515,0.770616368743,0.676585068965
169,1.81466762897,1.39822364388,0.19792453132,0.179886812302,-0.344665157285,0.375473184301,0.678024955117,-0.199805480937,0.331922989365,0.207797576236
170,-0.00645289215227,-0.384633638315,0.233391664891,-0.772306582227,0.116068582078,-0.809771706893,-0.781630954208,-0.136718379167,0.617701491864,-0.476550170506
171,3.22290833072,-1.21625219678,1.46473887831,0.781327452607,-0.637782974336,-1.77388506592,0.741348065288,-0.894503062175,-0.0942157046332,0.0622819939121
172,-0.0583106260554,-0.54824422324,0.880126851151,-0.557548161212,-0.758024059288,-0.102825213535,-0.696455906187,-1.01756960871,0.271603651158,-0.427977449252
173,0.718800375146,2.25406425707,0.097719435278,0.149085118674,-0.294987715744,0.30273359514,0.20321940153,0.0456481383038,1.07993572755,0.240106073413
174,4.05364566862,-0.235987274647,1.35642079815,0.847889557469,-1.20466242705,-0.281037813074,0.172820270394,0.854583987762,-0.898457366087,-0.314956061372
175,-0.186174132636,-1.63328910613,1.40256141015,0.68826278849,0.120170467151,0.959087944259,0.334096592868,-1.73252197495,-1.20655189439,0.876307225994
176,-1.23024457039,-2.08151986029,0.740260853811,-1.419035704,-0.471268813598,-1.03658459412,-0.554394340037,-1.52304919598,0.787275892323,-0.167906863892
177,-0.23355764728,0.0763426291632,0.603394319227,-0.262222612457,-0.355585315498,-1.38601233422,-0.421134015137,-0.564272752149,0.193795096845,0.0519972005466
178,-0.285769866274,0.149018302025,-1.17602380915,-1.47464411323,-1.18446122918,0.394164163489,-0.2343577777,0.438468729439,0.178590957758,0.588505898075
179,-0.503016498137,-1.0558507912,0.296207515448,0.203050559639,1.85385511922,0.160059957405,2.08938913791,-0.88510187074,0.714017306364,0.160614552398
180,-1.23222048574,0.724251696235,0.213430932803,-0.586218629269,0.0128560547226,-0.320270127373,-0.493592003457,-0.551068033462,-0.0517674259373,-0.0909571996009
181,1.94681780168,-0.0860982836689,0.204583452106,0.850347973604,-0.000114574090582,0.0384173277189,1.2340263479,-0.00263031408293,1.26818819174,-0.636920291098
