OBJECTID,GEO.id,dec_10kl,dec_1015,dec_1519,dec_2025,dec_2530_x,dec_3035,dec_3540,dec_4050,dec_5059,dec_6069,dec_7079,dec_8089,dec_9099,dec_1124,dec_12549,dec_15074,dec_17599,dec_20049,dec_25099,dec_30099,dec_40099,dec_500749,dec_2530_y,dec_1000
245,1400000US51510200301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,82,17,7,0,6,6,0,0
246,,,,,,,,,,,,,,,,,,,,,,,,,
247,1400000US51510200500,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,29,21,0,0,6,0,0,0
248,1400000US51510200600,0,0,0,0,0,0,0,0,0,0,0,0,5,149,234,285,115,99,32,5,0,15,0,0
249,,,,,,,,,,,,,,,,,,,,,,,,,
250,,,,,,,,,,,,,,,,,,,,,,,,,
251,1400000US51510200900,0,0,0,0,0,0,0,0,0,0,0,0,0,44,81,32,67,132,317,378,221,99,0,24
252,1400000US51510201204,0,0,0,0,0,0,0,0,0,9,40,57,86,50,21,44,24,26,28,26,0,0,0,0
253,1400000US51510201600,0,0,0,0,0,0,0,0,0,0,0,6,7,26,78,97,60,132,75,64,23,14,0,0
254,1400000US51510202001,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,6,8,51,63,148,173,218,0,69
255,,,,,,,,,,,,,,,,,,,,,,,,,
256,1400000US51610500300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,32,116,190,146,99,0,0
257,1400000US51059415200,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,17,29,46,132,151,54,0,0,0
258,1400000US51059415300,0,0,0,0,0,0,0,0,6,0,13,0,63,217,218,184,111,80,60,65,10,7,0,0
259,,,,,,,,,,,,,,,,,,,,,,,,,
260,1400000US51059415500,0,0,0,8,0,0,0,0,7,0,7,0,45,28,82,144,368,329,237,145,81,21,0,0
261,1400000US51059415600,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,18,119,132,233,239,129,0,34
262,1400000US51059415700,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,56,424,343,270,109,23,0,0
263,1400000US51059415800,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,12,31,459,476,397,95,22,0,5
264,1400000US51059415900,0,11,0,19,0,0,0,0,0,0,0,0,0,0,13,42,113,311,161,204,83,32,0,6
265,1400000US51059416100,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,16,38,128,338,335,115,97,0,57
266,1400000US51059416200,0,0,0,0,0,0,0,0,0,10,6,0,0,6,0,0,0,0,0,0,0,0,0,0
267,1400000US51059416300,0,0,0,0,8,0,0,0,0,0,15,0,10,38,8,32,15,61,86,115,59,49,8,12
268,,,,,,,,,,,,,,,,,,,,,,,,,
269,,,,,,,,,,,,,,,,,,,,,,,,,
270,,,,,,,,,,,,,,,,,,,,,,,,,
271,1400000US51059420300,0,0,7,4,0,12,0,0,0,0,0,0,0,40,285,370,329,320,133,74,24,0,0,0
272,,,,,,,,,,,,,,,,,,,,,,,,,
273,,,,,,,,,,,,,,,,,,,,,,,,,
274,,,,,,,,,,,,,,,,,,,,,,,,,
275,1400000US51059420600,0,0,0,0,0,0,0,0,0,0,0,17,29,224,88,64,58,82,142,70,0,0,0,0
276,1400000US51059420700,0,0,6,0,0,0,0,0,0,0,0,0,0,0,80,307,298,153,82,166,60,0,0,0
277,,,,,,,,,,,,,,,,,,,,,,,,,
278,,,,,,,,,,,,,,,,,,,,,,,,,
279,,,,,,,,,,,,,,,,,,,,,,,,,
280,,,,,,,,,,,,,,,,,,,,,,,,,
281,,,,,,,,,,,,,,,,,,,,,,,,,
282,1400000US51059421300,0,0,0,0,0,0,8,0,0,0,7,0,0,108,164,120,257,414,124,23,0,0,0,0
283,1400000US51059421400,0,0,0,0,0,0,0,0,0,8,0,9,10,6,48,101,104,76,28,0,5,0,0,0
284,1400000US51059421500,0,0,0,0,0,0,0,0,0,0,0,6,0,16,35,177,35,14,0,0,0,0,0,0
285,,,,,,,,,,,,,,,,,,,,,,,,,
286,,,,,,,,,,,,,,,,,,,,,,,,,
287,1400000US51059421900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,1400000US51059422000,0,0,0,0,0,0,4,0,0,0,0,0,12,86,146,169,63,4,0,0,4,0,0,0
289,,,,,,,,,,,,,,,,,,,,,,,,,
290,,,,,,,,,,,,,,,,,,,,,,,,,
291,,,,,,,,,,,,,,,,,,,,,,,,,
292,,,,,,,,,,,,,,,,,,,,,,,,,
293,,,,,,,,,,,,,,,,,,,,,,,,,
294,,,,,,,,,,,,,,,,,,,,,,,,,
295,,,,,,,,,,,,,,,,,,,,,,,,,
296,,,,,,,,,,,,,,,,,,,,,,,,,
297,,,,,,,,,,,,,,,,,,,,,,,,,
298,,,,,,,,,,,,,,,,,,,,,,,,,
299,,,,,,,,,,,,,,,,,,,,,,,,,
300,1400000US51059430400,0,0,11,7,0,0,0,0,13,0,0,0,0,13,140,363,637,723,46,0,0,0,0,0
301,1400000US51059430600,0,0,0,0,0,0,0,0,0,0,0,0,0,17,184,442,472,118,20,13,5,0,0,0
302,1400000US51059430700,0,0,0,0,0,0,0,0,0,0,0,0,0,19,99,218,291,95,0,0,0,0,0,0
303,,,,,,,,,,,,,,,,,,,,,,,,,
304,,,,,,,,,,,,,,,,,,,,,,,,,
305,,,,,,,,,,,,,,,,,,,,,,,,,
306,,,,,,,,,,,,,,,,,,,,,,,,,
307,,,,,,,,,,,,,,,,,,,,,,,,,
308,1400000US51059431300,0,6,6,0,0,0,0,0,0,0,0,0,0,0,29,156,255,507,180,48,0,0,0,0
309,1400000US51059431400,0,0,0,0,0,0,0,0,0,0,0,5,13,67,74,65,304,478,211,0,0,0,0,0
310,1400000US51059431500,0,0,0,0,0,0,0,0,0,7,6,0,7,0,18,55,400,505,247,238,6,13,0,0
311,1400000US51059431600,0,0,0,0,4,0,0,0,0,0,0,0,4,55,157,149,178,339,83,54,44,50,4,0
312,,,,,,,,,,,,,,,,,,,,,,,,,
313,1400000US51059432000,0,0,0,0,0,0,0,0,0,0,0,0,6,97,181,60,43,135,214,51,0,0,0,0
314,1400000US51059432100,0,9,7,0,0,7,0,0,0,0,0,0,27,106,68,86,46,157,215,79,5,8,0,0
315,,,,,,,,,,,,,,,,,,,,,,,,,
316,,,,,,,,,,,,,,,,,,,,,,,,,
317,,,,,,,,,,,,,,,,,,,,,,,,,
318,,,,,,,,,,,,,,,,,,,,,,,,,
319,1400000US51059432500,0,7,0,0,0,0,0,0,0,0,0,0,0,0,103,155,152,560,435,169,34,0,0,0
320,1400000US51059432600,0,0,0,7,0,0,0,0,0,5,0,0,0,19,112,118,130,373,309,179,23,0,0,0
321,,,,,,,,,,,,,,,,,,,,,,,,,
322,1400000US51059432800,0,0,0,0,0,0,0,0,0,0,0,0,0,12,120,120,6,193,38,0,0,0,0,0
323,1400000US51059440100,0,0,0,0,0,0,0,0,0,0,0,8,7,79,15,14,139,101,356,566,409,74,0,0
324,,,,,,,,,,,,,,,,,,,,,,,,,
325,,,,,,,,,,,,,,,,,,,,,,,,,
326,1400000US51059440300,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,26,52,289,407,49,10,0,0
327,,,,,,,,,,,,,,,,,,,,,,,,,
328,,,,,,,,,,,,,,,,,,,,,,,,,
329,,,,,,,,,,,,,,,,,,,,,,,,,
330,,,,,,,,,,,,,,,,,,,,,,,,,
331,1400000US51059440800,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,38,86,401,601,455,79,40,0,0
332,1400000US51059450100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,176,182,231,15,28,0,0,0,0
333,1400000US51059450300,0,0,0,0,0,7,0,7,0,6,32,43,11,34,40,268,178,261,104,64,0,0,0,0
334,1400000US51059450400,0,0,0,0,0,0,4,0,0,0,3,0,5,7,51,114,50,122,163,131,79,46,0,0
335,,,,,,,,,,,,,,,,,,,,,,,,,
336,,,,,,,,,,,,,,,,,,,,,,,,,
337,,,,,,,,,,,,,,,,,,,,,,,,,
338,1400000US51059450800,0,0,0,6,0,0,0,0,5,0,0,0,0,0,40,77,200,334,118,41,14,27,0,0
339,1400000US51059450900,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,50,59,190,92,73,11,3,0,0
340,1400000US51059451000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,176,275,200,35,18,0,0,0
341,1400000US51059451100,0,0,0,0,0,0,0,0,0,0,0,7,10,6,25,86,45,66,126,175,74,61,0,6
342,1400000US51059451200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,75,276,89,58,0,11
343,1400000US51059451400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,31,0,0,8,0,0
344,,,,,,,,,,,,,,,,,,,,,,,,,
345,,,,,,,,,,,,,,,,,,,,,,,,,
346,,,,,,,,,,,,,,,,,,,,,,,,,
347,,,,,,,,,,,,,,,,,,,,,,,,,
348,1400000US51059451800,0,0,0,0,0,0,0,0,0,0,11,6,0,6,39,153,149,294,113,115,40,6,0,0
349,1400000US51059452000,0,0,7,0,0,0,0,0,0,0,0,0,6,0,15,109,67,61,205,164,44,24,0,0
350,,,,,,,,,,,,,,,,,,,,,,,,,
351,1400000US51059452200,0,0,22,0,0,0,0,0,0,0,0,0,0,0,23,255,370,307,32,5,0,0,0,0
352,,,,,,,,,,,,,,,,,,,,,,,,,
353,,,,,,,,,,,,,,,,,,,,,,,,,
354,1400000US51059452400,0,0,5,9,8,0,5,0,0,0,0,7,8,8,35,457,621,411,0,35,49,0,8,0
355,,,,,,,,,,,,,,,,,,,,,,,,,
356,1400000US51059452600,0,5,0,0,0,0,0,0,0,0,0,0,0,74,95,136,149,56,135,85,28,12,0,6
357,1400000US51059452700,0,0,0,0,0,0,0,0,0,0,0,0,8,18,76,24,47,116,24,77,40,0,0,6
358,,,,,,,,,,,,,,,,,,,,,,,,,
359,1400000US51059460100,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,26,57,527,306,121,0,0
360,1400000US51059460400,0,0,6,0,0,0,0,0,0,0,0,0,0,15,0,18,4,154,238,430,129,108,0,6
361,,,,,,,,,,,,,,,,,,,,,,,,,
362,,,,,,,,,,,,,,,,,,,,,,,,,
363,,,,,,,,,,,,,,,,,,,,,,,,,
364,,,,,,,,,,,,,,,,,,,,,,,,,
365,1400000US51059460800,0,0,6,0,0,0,0,0,0,0,0,0,12,5,23,104,69,179,138,132,44,46,0,0
366,1400000US51059460900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,88,230,247,99,27,0,0
367,1400000US51059461100,0,0,0,0,0,0,0,0,0,0,0,8,15,69,39,8,54,154,254,809,230,170,0,0
368,,,,,,,,,,,,,,,,,,,,,,,,,
369,,,,,,,,,,,,,,,,,,,,,,,,,
370,1400000US51059461500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,92,134,362,163,400,154,162,0,0
371,,,,,,,,,,,,,,,,,,,,,,,,,
372,1400000US51059461700,0,0,21,0,0,0,0,0,0,0,0,0,0,49,202,299,116,190,82,88,113,8,0,0
373,,,,,,,,,,,,,,,,,,,,,,,,,
374,,,,,,,,,,,,,,,,,,,,,,,,,
375,,,,,,,,,,,,,,,,,,,,,,,,,
376,1400000US51059470100,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,6,4,11,94,342,0,115
377,1400000US51059470300,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,5,20,143,279,394,0,64
378,1400000US51059470400,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,5,61,45,439,285,409,0,74
379,1400000US51059470500,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11,0,6,202,504,252,225,0,49
380,1400000US51059470700,0,0,0,0,0,6,0,0,0,5,0,0,5,0,19,6,25,215,569,470,39,140,0,0
381,1400000US51059470800,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,42,176,209,338,68,36,0,0
382,1400000US51059470900,0,0,0,0,7,0,0,0,0,0,0,0,0,0,42,85,175,413,388,250,235,193,7,9
383,1400000US51059471100,9,0,0,0,0,8,0,0,0,10,0,0,9,49,191,540,324,139,62,202,38,22,0,0
384,,,,,,,,,,,,,,,,,,,,,,,,,
385,,,,,,,,,,,,,,,,,,,,,,,,,
386,,,,,,,,,,,,,,,,,,,,,,,,,
387,,,,,,,,,,,,,,,,,,,,,,,,,
388,,,,,,,,,,,,,,,,,,,,,,,,,
389,,,,,,,,,,,,,,,,,,,,,,,,,
390,1400000US51059480100,0,0,0,0,0,7,0,8,0,0,0,6,7,0,0,0,21,11,33,93,97,292,0,342
391,,,,,,,,,,,,,,,,,,,,,,,,,
392,,,,,,,,,,,,,,,,,,,,,,,,,
393,1400000US51059480300,0,0,0,0,9,0,8,0,0,0,7,0,0,6,0,0,9,36,52,206,261,522,9,368
394,,,,,,,,,,,,,,,,,,,,,,,,,
395,,,,,,,,,,,,,,,,,,,,,,,,,
396,,,,,,,,,,,,,,,,,,,,,,,,,
397,,,,,,,,,,,,,,,,,,,,,,,,,
398,,,,,,,,,,,,,,,,,,,,,,,,,
399,,,,,,,,,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,,,,,,,,
401,,,,,,,,,,,,,,,,,,,,,,,,,
402,,,,,,,,,,,,,,,,,,,,,,,,,
403,,,,,,,,,,,,,,,,,,,,,,,,,
404,,,,,,,,,,,,,,,,,,,,,,,,,
405,,,,,,,,,,,,,,,,,,,,,,,,,
406,,,,,,,,,,,,,,,,,,,,,,,,,
407,,,,,,,,,,,,,,,,,,,,,,,,,
408,,,,,,,,,,,,,,,,,,,,,,,,,
409,,,,,,,,,,,,,,,,,,,,,,,,,
410,,,,,,,,,,,,,,,,,,,,,,,,,
411,1400000US51059481400,0,0,0,0,0,0,0,0,0,0,0,0,0,89,358,313,77,256,263,321,84,39,0,7
412,1400000US51059481500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,31,190,320,81,36,0,25
413,1400000US51059481600,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,15,63,266,318,163,0,21
414,,,,,,,,,,,,,,,,,,,,,,,,,
415,1400000US51059481900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,111,87,86,36,72,248,222,0,58
416,,,,,,,,,,,,,,,,,,,,,,,,,
417,1400000US51059482100,0,0,0,0,0,0,0,0,0,0,0,6,22,46,17,33,139,121,62,87,18,0,0,0
418,,,,,,,,,,,,,,,,,,,,,,,,,
419,,,,,,,,,,,,,,,,,,,,,,,,,
420,,,,,,,,,,,,,,,,,,,,,,,,,
421,,,,,,,,,,,,,,,,,,,,,,,,,
422,,,,,,,,,,,,,,,,,,,,,,,,,
423,1400000US51059482400,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,31,74,414,35,154,5,5
424,,,,,,,,,,,,,,,,,,,,,,,,,
425,,,,,,,,,,,,,,,,,,,,,,,,,
426,,,,,,,,,,,,,,,,,,,,,,,,,
427,,,,,,,,,,,,,,,,,,,,,,,,,
428,,,,,,,,,,,,,,,,,,,,,,,,,
429,,,,,,,,,,,,,,,,,,,,,,,,,
430,,,,,,,,,,,,,,,,,,,,,,,,,
431,,,,,,,,,,,,,,,,,,,,,,,,,
432,1400000US51059491000,0,0,0,0,0,0,8,0,0,0,6,6,0,0,0,0,0,10,33,272,107,71,0,0
433,,,,,,,,,,,,,,,,,,,,,,,,,
434,,,,,,,,,,,,,,,,,,,,,,,,,
435,,,,,,,,,,,,,,,,,,,,,,,,,
436,,,,,,,,,,,,,,,,,,,,,,,,,
437,,,,,,,,,,,,,,,,,,,,,,,,,
438,,,,,,,,,,,,,,,,,,,,,,,,,
439,,,,,,,,,,,,,,,,,,,,,,,,,
440,,,,,,,,,,,,,,,,,,,,,,,,,
441,,,,,,,,,,,,,,,,,,,,,,,,,
442,,,,,,,,,,,,,,,,,,,,,,,,,
443,,,,,,,,,,,,,,,,,,,,,,,,,
444,,,,,,,,,,,,,,,,,,,,,,,,,
445,,,,,,,,,,,,,,,,,,,,,,,,,
446,,,,,,,,,,,,,,,,,,,,,,,,,
447,,,,,,,,,,,,,,,,,,,,,,,,,
448,,,,,,,,,,,,,,,,,,,,,,,,,
449,,,,,,,,,,,,,,,,,,,,,,,,,
450,,,,,,,,,,,,,,,,,,,,,,,,,
451,,,,,,,,,,,,,,,,,,,,,,,,,
452,1400000US51059492000,0,0,0,0,0,6,0,0,0,0,0,0,0,8,35,9,10,52,130,921,358,224,0,18
453,1400000US51059492100,7,0,0,0,0,0,0,0,0,0,0,0,0,14,9,21,13,61,80,452,672,563,0,17
454,,,,,,,,,,,,,,,,,,,,,,,,,
455,,,,,,,,,,,,,,,,,,,,,,,,,
456,1400000US51059492300,0,0,0,0,0,0,0,0,0,0,0,6,17,108,198,111,128,236,59,12,0,0,0,0
457,1400000US51059492400,0,0,0,0,0,0,0,0,0,0,12,43,128,449,94,169,108,68,37,24,7,0,0,0
458,,,,,,,,,,,,,,,,,,,,,,,,,
459,,,,,,,,,,,,,,,,,,,,,,,,,
460,,,,,,,,,,,,,,,,,,,,,,,,,
461,1400000US51013100200,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,16,65,285,412,537,306,191,0,0
462,1400000US51013100300,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,18,71,162,457,460,534,0,70
463,1400000US51013100500,0,0,0,0,0,0,0,0,0,0,7,0,0,0,13,0,22,105,172,522,153,103,0,0
464,1400000US51013100600,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,39,10,111,108,148,58,43,0,0
465,1400000US51013100700,0,0,0,0,0,0,0,0,0,7,0,0,7,8,8,40,85,269,292,376,42,34,0,0
466,1400000US51013100900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,38,67,102,134,306,241,36,0,0
467,1400000US51013101000,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,6,63,293,181,175,30,10,0,5
468,1400000US51013101100,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,70,60,458,332,284,77,0,0,0
469,1400000US51013101200,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,12,29,349,326,91,42,21,6,6
470,1400000US51013101300,0,0,0,9,0,0,0,0,0,0,0,0,8,16,45,104,171,612,435,290,18,8,0,8
471,,,,,,,,,,,,,,,,,,,,,,,,,
472,,,,,,,,,,,,,,,,,,,,,,,,,
473,,,,,,,,,,,,,,,,,,,,,,,,,
474,1400000US51013101500,0,0,0,0,0,0,0,0,0,0,0,9,0,9,9,24,18,55,161,186,151,102,0,9
475,,,,,,,,,,,,,,,,,,,,,,,,,
476,,,,,,,,,,,,,,,,,,,,,,,,,
477,,,,,,,,,,,,,,,,,,,,,,,,,
478,,,,,,,,,,,,,,,,,,,,,,,,,
479,,,,,,,,,,,,,,,,,,,,,,,,,
480,,,,,,,,,,,,,,,,,,,,,,,,,
481,,,,,,,,,,,,,,,,,,,,,,,,,
482,,,,,,,,,,,,,,,,,,,,,,,,,
483,,,,,,,,,,,,,,,,,,,,,,,,,
484,,,,,,,,,,,,,,,,,,,,,,,,,
485,1400000US51013102100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,75,78,177,71,121,10,5,0,0
486,1400000US51013102200,0,0,0,0,0,0,0,0,9,0,6,0,15,55,109,44,7,54,15,7,0,0,0,0
487,,,,,,,,,,,,,,,,,,,,,,,,,
488,1400000US51013102400,0,0,0,0,0,0,0,0,0,0,0,0,0,5,64,93,99,182,136,88,0,4,0,0
489,1400000US51013102500,0,0,0,0,0,0,0,0,0,0,0,0,0,32,113,41,49,139,76,23,0,0,0,0
490,1400000US51013102600,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31,86,107,198,75,8,0,0,0,0
491,,,,,,,,,,,,,,,,,,,,,,,,,
492,,,,,,,,,,,,,,,,,,,,,,,,,
493,,,,,,,,,,,,,,,,,,,,,,,,,
494,,,,,,,,,,,,,,,,,,,,,,,,,
495,1400000US51013103000,0,0,0,0,0,0,0,0,0,0,0,0,0,26,112,563,179,73,0,0,0,0,0,0
496,1400000US51013103100,0,7,7,0,0,0,0,0,7,0,7,62,38,109,202,105,104,70,58,7,0,0,0,0
497,1400000US51013103200,0,0,0,11,0,0,0,0,0,0,10,67,116,56,121,55,57,36,17,0,0,0,0,0
498,1400000US51013103300,0,0,0,9,9,0,0,0,9,0,0,0,0,17,70,38,37,58,9,0,0,0,9,0
499,1400000US51013103401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
500,,,,,,,,,,,,,,,,,,,,,,,,,
501,,,,,,,,,,,,,,,,,,,,,,,,,
502,,,,,,,,,,,,,,,,,,,,,,,,,
503,,,,,,,,,,,,,,,,,,,,,,,,,
504,1400000US51013103700,0,0,0,0,0,0,0,0,0,0,0,8,0,6,17,6,20,29,150,280,159,90,0,18
505,1400000US51013103800,0,0,0,0,0,0,0,0,0,0,0,8,15,8,109,17,13,0,25,70,66,0,0,0
506,,,,,,,,,,,,,,,,,,,,,,,,,
507,,,,,,,,,,,,,,,,,,,,,,,,,
508,,,,,,,,,,,,,,,,,,,,,,,,,
509,1400000US51510201300,0,0,0,0,0,0,0,6,0,0,0,0,28,20,96,129,175,182,113,68,0,0,0,0
510,1400000US51510201400,0,0,0,7,0,0,0,0,0,0,0,6,0,28,86,97,141,204,122,217,27,21,0,6
511,1400000US51510201500,0,0,0,0,0,0,0,0,0,0,7,0,6,6,74,48,79,117,165,209,207,124,0,4
512,1400000US51510201801,0,0,0,0,0,0,0,0,0,0,0,0,0,23,32,26,86,272,167,96,170,47,0,0
513,1400000US51510201802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,23,49,31,86,151,135,0,26
514,1400000US51510201900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,0,44,59,74,54,30,0,6
515,1400000US51510202002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,46,108,55,58,0,19
516,1400000US51510200102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,37,104,181,57,10,5,0,0,0
517,1400000US51510200104,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
518,1400000US51510200105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,,,,,,,,,,,,,,,,,,,,,,,,,
520,1400000US51510200201,0,0,0,0,0,0,0,0,0,0,0,0,0,15,189,32,5,33,11,32,79,11,0,6
521,1400000US51510200202,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,15,25,81,69,217,52,0,0
522,1400000US51510200302,0,0,0,0,0,0,0,0,8,0,0,0,0,17,16,19,121,290,45,80,20,28,0,6
523,1400000US51510200303,0,0,0,0,0,0,0,0,0,9,0,0,0,14,7,0,0,10,0,0,0,0,0,0
524,,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,,,,,,,,,,,,,,,,,,,,,,
526,,,,,,,,,,,,,,,,,,,,,,,,,
527,,,,,,,,,,,,,,,,,,,,,,,,,
528,,,,,,,,,,,,,,,,,,,,,,,,,
529,1400000US51510200801,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,16,27,103,101,225,153,114,0,29
530,1400000US51510200802,0,0,0,0,0,0,0,0,0,0,0,0,0,5,36,42,30,105,44,50,38,11,0,0
531,1400000US51510201000,0,0,0,0,0,0,0,0,0,0,18,20,29,106,118,28,8,0,12,4,0,0,0,0
532,1400000US51510201100,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,6,6,27,155,334,196,29,0,0
533,1400000US51510201202,0,0,0,0,0,0,0,0,0,0,0,0,0,130,207,16,18,112,67,56,23,4,0,0
534,1400000US51510201203,0,0,0,9,0,0,0,0,0,8,9,22,23,35,9,36,65,59,40,0,0,0,0,0
535,,,,,,,,,,,,,,,,,,,,,,,,,
536,,,,,,,,,,,,,,,,,,,,,,,,,
537,,,,,,,,,,,,,,,,,,,,,,,,,
538,,,,,,,,,,,,,,,,,,,,,,,,,
539,1400000US51610500100,0,0,0,0,0,6,0,0,0,5,6,0,0,0,0,10,30,147,126,144,96,64,0,0
540,1400000US51610500200,6,0,0,0,0,0,6,0,0,4,0,0,11,91,30,64,222,342,114,183,66,36,0,0
541,1400000US51059420400,0,0,0,0,0,0,0,0,0,0,0,7,30,77,8,13,0,18,0,0,0,0,0,0
542,,,,,,,,,,,,,,,,,,,,,,,,,
543,,,,,,,,,,,,,,,,,,,,,,,,,
544,1400000US24031700304,0,9,0,0,0,8,0,0,0,6,0,0,6,48,34,130,222,292,240,207,20,0,0,7
545,1400000US24031700607,0,8,7,8,28,18,0,0,0,0,0,0,7,0,122,198,81,174,206,834,238,35,28,0
546,,,,,,,,,,,,,,,,,,,,,,,,,
547,1400000US24031700710,0,0,0,5,0,0,0,0,0,0,18,23,42,154,287,77,175,494,228,21,0,0,0,0
548,,,,,,,,,,,,,,,,,,,,,,,,,
549,,,,,,,,,,,,,,,,,,,,,,,,,
550,1400000US24031700815,0,0,10,0,0,0,0,0,0,0,62,194,224,382,314,169,116,78,60,9,0,9,0,0
551,,,,,,,,,,,,,,,,,,,,,,,,,
552,,,,,,,,,,,,,,,,,,,,,,,,,
553,1400000US24033803001,0,0,0,4,0,0,4,20,6,7,53,70,34,197,202,47,9,9,0,3,0,0,0,0
554,1400000US24033803002,0,0,0,0,0,6,0,0,0,0,12,133,146,348,91,39,6,0,0,0,0,0,0,0
555,1400000US24033803100,0,0,0,0,0,0,0,0,0,7,65,84,86,126,130,32,15,0,0,0,0,0,0,0
556,1400000US24033803200,0,0,0,0,0,0,0,0,0,0,32,68,79,79,15,0,0,0,0,0,0,0,0,0
557,1400000US24033803512,0,0,0,0,0,0,0,0,0,0,0,0,0,70,303,228,184,111,40,0,0,0,0,0
558,1400000US24033803519,0,0,0,0,0,0,0,0,0,0,0,20,100,231,163,92,10,35,67,17,0,0,0,0
559,,,,,,,,,,,,,,,,,,,,,,,,,
560,1400000US24033803613,0,0,0,0,0,0,0,0,0,0,0,0,0,97,170,67,28,15,8,10,0,0,0,0
561,1400000US24033804001,0,0,0,0,0,0,0,0,0,0,0,0,14,47,48,14,7,0,0,0,0,0,0,0
562,1400000US24033804400,0,2,0,2,2,2,0,2,1,9,19,94,149,190,98,20,3,2,0,0,0,0,2,0
563,1400000US24033804900,0,0,10,0,0,0,0,0,0,0,0,5,0,44,202,160,56,0,5,0,0,0,0,0
564,1400000US24033805601,0,0,0,0,0,0,0,0,0,0,0,0,7,12,23,0,0,0,0,0,0,0,0,0
565,1400000US24033805904,0,0,10,0,0,0,0,0,0,0,0,0,12,33,245,199,133,78,23,11,0,6,0,0
566,1400000US24033806200,0,0,0,0,0,7,0,0,0,0,13,39,24,132,231,103,55,62,0,8,0,0,0,0
567,1400000US24033806602,0,0,0,13,0,0,0,0,0,10,15,58,71,201,252,38,25,20,22,0,0,0,0,0
568,1400000US24033806712,0,0,0,0,0,0,0,0,0,9,0,0,0,26,123,0,7,0,0,0,0,0,0,0
569,1400000US24033807304,0,0,0,0,0,0,0,0,0,0,0,0,0,21,99,259,96,26,20,0,0,0,0,0
570,,,,,,,,,,,,,,,,,,,,,,,,,
571,,,,,,,,,,,,,,,,,,,,,,,,,
572,,,,,,,,,,,,,,,,,,,,,,,,,
573,,,,,,,,,,,,,,,,,,,,,,,,,
574,1400000US24031700901,0,0,7,0,0,0,0,0,0,0,0,0,3,22,16,63,53,63,37,0,0,0,0,0
575,1400000US24031701002,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,29,176,644,79,14,0,0
