OBJECTID,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6
76,-9.96094635493,-0.821728012257,2.22921066539,-3.34516351254,0.115567696476,-0.0186766907983
125,-9.7924192516,-1.35567496585,0.541524209027,0.908602354695,-0.550147363379,-0.00202440784649
55,-8.98218656487,-0.924509857755,0.887186457641,-2.08638113063,-0.961663677702,-0.118926827348
686,-13.8921047477,-3.20228796906,-2.90591535043,-1.03365131366,1.13134179182,0.0820345828071
147,-9.31996902732,-0.909296656986,2.31901571787,-1.35845283855,0.207503478232,0.0472234782914
5,-8.29238641312,-0.728802154724,2.01329030027,0.20813321148,0.398183713206,0.00468068254706
51,-4.16404081018,0.663458284046,1.61793959583,-0.676669115352,0.438678301412,0.0429034602519
162,-8.62196719177,-0.985610717924,1.55142866975,0.92079705313,-0.912703850285,0.055460072257
16,-5.68585326443,-0.0612717472859,0.314625392671,-0.798036863188,-0.226895762994,-0.0203490982512
12,-3.87547164378,0.511781709914,0.258339463145,-0.384418872046,0.0819317016778,-0.00443951972057
71,-6.2189707919,0.00303951256701,1.30866915486,-3.27455405463,-0.529646508954,-0.0800531910088
67,-7.20487613523,-0.591870185514,0.938398456278,-0.304241627646,-0.52147923285,0.00105008350038
13,-5.58178474762,0.0626192646873,1.97172941618,0.352309433976,0.0742909132504,0.10915323091
11,-1.39175483254,1.31669658763,0.260759492135,-0.846125842019,0.0692029453385,-0.00823007435842
27,-6.82461710128,-0.661591663069,-0.777280830861,-1.47940080147,0.0653605781166,0.0207625867395
161,-5.29166758703,0.0351498254331,0.672932525124,-1.06936614156,-0.0838597727824,-0.0113961010039
148,-9.10718437455,-1.36035927919,0.421239823318,-0.157545157645,-0.431065242551,-0.0188018830124
28,-4.21676614661,0.337698886454,0.249919152428,-1.10409585527,0.133961895935,-0.0161257294897
167,-6.44746014325,-0.262478865038,1.78376298266,-0.256865004377,-0.375573707186,0.0887490803952
2,-6.15613651658,-0.370413160512,0.720175805296,0.695692091495,-0.375720737988,0.0220440498807
54,-5.92571877171,-0.41301799891,-0.941235394034,-1.52081914593,-0.381058178134,-0.0140529351096
15,-7.16944051021,-0.632628076627,1.75123212019,1.38814518725,-0.0480037389027,0.0492944741497
62,-4.1592313155,0.181144120513,-0.502294735567,-0.409278735443,-0.0635617086521,-0.00612185565907
149,-8.58080334846,-1.1878664639,0.60073164213,-0.297381108569,-0.45986086739,-0.0204655903531
14,-3.70014631721,0.549006524441,0.813628412684,-0.977498988785,-0.223451719263,0.0008202008465
174,-8.41930726435,-0.956513041938,2.36062543322,0.664266016422,-0.151911840473,0.108482022375
32,-3.222935595,0.661245330858,0.861924938434,-0.358896182295,0.103611334581,0.0142383430851
53,-8.25340008759,-1.07194912961,1.2404345752,0.453736951587,-0.346178837207,0.0300213263931
114,-5.33614253089,-0.066488091056,1.1282360538,-0.348147614081,0.532274902729,-0.0555162437785
159,-3.17259545977,0.615006603136,0.666187177982,-0.561819433278,-0.0934820023966,0.0109269960129
3,-7.16484580592,-0.940076107225,-0.24149768713,0.222325329359,-0.480282860474,-0.0294499368241
70,-4.6879806138,0.0977987427765,0.728335612127,-0.834532705669,-0.231224560501,-0.00499134019743
4,-5.8109589822,-0.309985261884,0.227298255528,-1.61893314982,-0.218571281594,-0.0290628143064
146,-6.72704613264,-0.627225266417,1.16959216444,0.583358221281,-0.0762359678947,0.0261598799959
158,-5.38553445206,0.0388134423288,1.58648299748,-1.89455829748,0.443498247934,-0.0225895181955
57,-5.55298499364,-0.489919777734,-0.0481229351719,2.02407151235,-0.60784175715,0.00653521913579
59,-6.84176752103,-0.672936333338,1.61340805135,1.37211646128,-0.224756469466,0.0656267407941
30,-6.76886362745,-0.96485095831,-0.696646904629,1.18599380146,0.0157959868538,-0.016193316021
