OBJECTID,GEO.id,acs_bpl,acs_bplp,acs_bplm,acs_bplf,acs_bplmp,acs_bplfp
470,1400000US51013101300,102,1.7,37,65,1.1,2.4
471,1400000US51013101402,117,4.6,0,117,0.0,9.2
472,1400000US51013101403,228,4.5,89,139,3.4,5.8
473,1400000US51013101404,144,4.2,87,57,5.3,3.2
474,1400000US51013101500,493,6.6,251,242,7.3,6.1
475,1400000US51013101601,127,8.4,78,49,10.3,6.5
476,1400000US51013101603,237,7.7,138,99,7.9,7.3
477,1400000US51013101701,306,10.7,79,227,5.8,15.0
478,1400000US51013101702,694,17.5,363,331,20.3,15.2
479,1400000US51013101801,43,2.1,0,43,0.0,4.6
480,1400000US51013101802,247,4.5,120,127,4.0,5.1
481,1400000US51013101803,224,5.2,129,95,5.7,4.7
482,1400000US51013102001,144,9.1,47,97,5.7,12.7
483,1400000US51013102002,212,14.3,117,95,14.9,13.6
484,1400000US51013102003,446,12.0,232,214,11.5,12.7
485,1400000US51013102100,380,16.0,53,327,5.5,23.1
486,1400000US51013102200,1663,24.7,660,1003,19.3,30.4
487,1400000US51013102302,522,11.8,250,272,10.5,13.2
488,1400000US51013102400,235,6.7,91,144,5.1,8.4
489,1400000US51013102500,146,3.1,95,51,4.0,2.2
490,1400000US51013102600,95,2.8,67,28,4.7,1.5
491,1400000US51013102701,650,18.0,330,320,16.7,19.7
492,1400000US51013102801,242,4.2,104,138,3.4,5.2
493,1400000US51013102802,55,4.6,4,51,0.7,8.5
494,1400000US51013102901,68,2.7,56,12,5.0,0.8
495,1400000US51013103000,159,4.8,38,121,2.7,6.3
496,1400000US51013103100,489,10.6,127,362,5.9,14.7
497,1400000US51013103200,506,10.0,209,297,8.2,11.8
498,1400000US51013103300,523,22.6,346,177,29.0,15.8
499,1400000US51013103401,0,0.0,0,0,0.0,0.0
500,1400000US51013103501,240,7.6,84,156,6.6,8.3
501,1400000US51013103502,560,21.6,134,426,11.2,30.6
502,1400000US51013103503,182,5.1,26,156,1.3,9.4
503,1400000US51013103601,29,1.3,18,11,1.6,0.9
504,1400000US51013103700,80,3.5,46,34,3.9,3.1
505,1400000US51013103800,376,8.7,195,181,8.6,8.9
506,1400000US51013980100,0,-,0,0,-,-
507,1400000US51013980200,0,0.0,0,0,0.0,-
508,1400000US51059491103,730,10.7,381,349,10.5,11.1
509,1400000US51510201300,264,8.1,129,135,7.8,8.4
510,1400000US51510201400,260,6.2,156,104,7.7,4.8
511,1400000US51510201500,85,2.7,60,25,4.1,1.5
512,1400000US51510201801,306,6.3,144,162,5.9,6.6
513,1400000US51510201802,261,13.8,77,184,9.4,17.1
514,1400000US51510201900,31,2.0,8,23,1.0,2.9
515,1400000US51510202002,140,6.0,45,95,4.3,7.3
516,1400000US51510200102,264,6.5,115,149,5.1,8.2
517,1400000US51510200104,546,15.3,222,324,13.0,17.5
518,1400000US51510200105,458,11.7,274,184,12.3,10.9
519,1400000US51510200106,98,3.8,12,86,1.1,5.8
520,1400000US51510200201,217,6.9,32,185,2.1,11.8
521,1400000US51510200202,39,2.6,0,39,0.0,4.5
522,1400000US51510200302,202,4.9,88,114,5.0,4.9
523,1400000US51510200303,380,8.5,119,261,5.8,10.7
524,1400000US51510200403,14,1.1,14,0,1.9,0.0
525,1400000US51510200404,25,0.7,0,25,0.0,1.3
526,1400000US51510200406,533,12.1,231,302,10.7,13.5
527,1400000US51510200407,166,4.2,55,111,3.2,5.0
528,1400000US51510200703,389,15.4,171,218,12.7,18.5
529,1400000US51510200801,60,2.2,10,50,0.7,3.7
530,1400000US51510200802,211,7.3,103,108,6.8,7.9
531,1400000US51510201000,100,3.9,25,75,2.3,5.0
532,1400000US51510201100,54,1.9,28,26,2.1,1.6
533,1400000US51510201202,62,1.9,20,42,1.1,2.9
534,1400000US51510201203,955,17.7,454,501,15.7,20.0
535,,,,,,,
536,,,,,,,
537,,,,,,,
538,,,,,,,
539,1400000US51610500100,61,2.4,28,33,2.1,2.8
540,1400000US51610500200,457,8.4,106,351,4.4,11.5
541,1400000US51059420400,117,5.4,64,53,5.8,5.0
542,1400000US51059482002,55,1.7,0,55,0.0,3.4
543,1400000US24031700105,111,1.6,13,98,0.4,2.8
544,1400000US24031700304,581,8.2,288,293,8.1,8.3
545,1400000US24031700607,216,2.6,121,95,2.9,2.2
546,1400000US24031700611,12,0.2,0,12,0.0,0.4
547,1400000US24031700710,345,5.3,183,162,5.3,5.3
548,1400000US24031700718,80,2.0,0,80,0.0,4.0
549,1400000US24031700723,355,12.8,141,214,11.9,13.4
550,1400000US24031700815,577,7.3,414,163,10.5,4.1
551,1400000US24031700820,405,14.7,144,261,10.0,20.0
552,1400000US24031700824,102,3.8,66,36,4.9,2.7
553,1400000US24033803001,202,7.0,84,118,6.4,7.6
554,1400000US24033803002,235,8.4,73,162,5.7,10.7
555,1400000US24033803100,355,15.6,217,138,20.8,11.1
556,1400000US24033803200,473,16.2,280,193,18.7,13.6
557,1400000US24033803512,141,2.2,81,60,3.0,1.7
558,1400000US24033803519,197,5.8,39,158,2.8,7.8
559,1400000US24033803525,369,13.1,169,200,12.8,13.3
560,1400000US24033803613,198,4.6,146,52,6.7,2.5
561,1400000US24033804001,627,13.0,244,383,10.6,15.2
562,1400000US24033804400,312,12.7,125,187,11.1,14.0
563,1400000US24033804900,705,21.3,161,544,13.8,25.3
564,1400000US24033805601,1624,26.8,989,635,22.9,36.6
565,1400000US24033805904,613,19.3,398,215,24.3,14.0
566,1400000US24033806200,120,2.9,12,108,0.6,5.1
567,1400000US24033806602,539,12.1,240,299,11.2,12.8
568,1400000US24033806712,61,2.1,14,47,1.0,3.2
569,1400000US24033807304,108,5.3,64,44,5.4,5.1
570,1400000US24031700826,200,3.4,17,183,0.7,5.4
571,1400000US24031700828,42,1.6,0,42,0.0,2.7
572,1400000US24031700829,32,1.1,15,17,1.2,1.1
573,1400000US24031700830,52,2.9,16,36,2.1,3.5
574,1400000US24031700901,365,10.7,133,232,9.2,11.7
575,1400000US24031701002,13,0.4,0,13,0.0,0.7
576,1400000US24031701102,295,5.2,80,215,2.8,7.9
577,1400000US24031701210,52,1.3,22,30,1.1,1.4
578,1400000US24031701215,211,5.2,37,174,2.2,7.5
579,1400000US24031701304,80,1.3,38,42,1.3,1.2
580,1400000US24031701313,123,3.2,0,123,0.0,6.7
581,1400000US24031701409,82,1.8,41,41,2.0,1.7
582,1400000US24031701422,528,26.8,212,316,23.0,30.2
583,1400000US24031701508,145,3.8,51,94,3.5,4.0
584,1400000US24031701601,56,2.4,11,45,1.0,3.6
585,1400000US24031701900,382,12.3,122,260,6.9,19.5
586,1400000US24031702102,43,1.5,35,8,2.6,0.5
587,1400000US24031702500,338,8.1,132,206,6.6,9.5
588,1400000US24031703201,511,6.9,280,231,7.7,6.2
589,1400000US24031703209,1258,23.2,517,741,22.4,23.8
590,1400000US24031703218,43,2.4,14,29,2.3,2.5
591,1400000US24031703301,278,6.4,133,145,6.0,6.7
592,1400000US24031703402,210,6.1,109,101,6.2,6.1
593,1400000US24031703602,90,3.3,0,90,0.0,6.2
594,1400000US24031703902,1043,15.6,339,704,10.0,21.3
595,1400000US24031704403,27,1.8,27,0,4.6,0.0
596,1400000US24031704804,24,2.1,9,15,1.9,2.3
597,1400000US24031705300,50,2.6,16,34,1.7,3.4
598,1400000US24031705601,43,1.6,17,26,1.4,1.7
599,1400000US24031705602,299,6.8,96,203,5.2,8.1
600,1400000US24031705701,184,4.3,83,101,4.4,4.3
601,1400000US24031705901,44,1.1,0,44,0.0,2.0
602,1400000US24031706011,151,2.9,48,103,1.9,3.9
603,1400000US24033800106,63,2.3,24,39,1.9,2.7
604,1400000US24033800209,352,9.5,194,158,10.1,8.8
605,1400000US24033800214,165,6.2,51,114,4.0,8.2
606,1400000US24033800408,194,3.0,105,89,3.1,2.8
607,1400000US24033800413,297,8.2,111,186,6.3,9.8
608,1400000US24033800514,119,2.9,119,0,5.6,0.0
609,1400000US24033800519,100,2.3,10,90,0.5,4.2
610,1400000US24033800704,114,2.4,30,84,1.6,2.9
611,1400000US24033801005,36,0.8,0,36,0.0,1.5
612,1400000US24033801006,112,2.9,72,40,3.8,2.0
613,1400000US24033801209,285,6.3,68,217,3.6,8.2
614,1400000US24033801216,159,4.7,79,80,4.3,5.0
615,1400000US24033801308,84,2.0,41,43,2.0,2.1
616,1400000US24033801313,12,0.4,0,12,0.0,0.7
617,1400000US24033801409,29,1.1,7,22,0.6,1.6
618,1400000US24033801702,683,18.4,350,333,21.1,16.3
619,1400000US24033801801,183,8.9,95,88,11.9,6.9
620,1400000US24033801805,32,1.4,7,25,0.6,2.3
621,1400000US24033802104,40,2.0,29,11,3.2,1.0
622,1400000US24033802203,219,4.7,92,127,4.2,5.1
623,1400000US24033802406,207,9.9,77,130,8.0,11.6
624,1400000US24033802600,145,4.9,20,125,1.3,8.6
625,1400000US24031700308,287,4.6,115,172,3.8,5.2
626,1400000US24031700309,705,13.6,189,516,7.5,19.6
627,1400000US24031700310,221,4.6,115,106,5.0,4.3
628,1400000US24031700311,69,1.3,9,60,0.3,2.3
629,1400000US24031700312,135,2.9,85,50,3.6,2.2
630,1400000US24031700400,104,4.7,59,45,5.0,4.3
631,1400000US24031700500,121,1.9,77,44,2.5,1.4
632,1400000US24031700604,158,2.4,83,75,2.5,2.3
633,1400000US24031700606,24,0.5,24,0,1.1,0.0
634,1400000US24031700608,230,3.8,140,90,4.7,3.0
635,1400000US24031700610,27,1.4,14,13,1.5,1.3
636,1400000US24031700613,171,2.7,92,79,2.8,2.6
637,1400000US24031700614,147,3.1,54,93,2.3,3.9
638,1400000US24031700615,28,0.9,16,12,1.0,0.8
639,1400000US24031700616,11,0.3,0,11,0.0,0.5
640,1400000US24031700704,138,4.8,0,138,0.0,9.5
641,1400000US24031700706,341,10.5,187,154,12.6,8.7
642,1400000US24031700711,262,4.6,117,145,4.5,4.8
643,1400000US24031700713,522,9.7,218,304,8.0,11.6
644,1400000US24031700715,322,5.4,85,237,2.9,7.9
645,1400000US24031700716,728,9.2,371,357,9.4,9.0
646,1400000US24031700717,822,14.0,442,380,14.5,13.4
647,1400000US24031700719,1086,16.5,452,634,13.4,19.7
648,1400000US24031700720,333,10.1,194,139,11.9,8.4
649,1400000US24031700721,221,9.6,59,162,5.7,12.6
650,1400000US24031700722,150,3.2,81,69,3.4,3.1
651,1400000US24031700724,678,23.9,252,426,17.8,30.0
652,1400000US24031700810,181,3.6,61,120,2.5,4.5
653,1400000US24031700811,322,7.2,146,176,7.4,7.0
654,1400000US24031700812,62,1.4,25,37,1.2,1.7
655,1400000US24031700101,89,2.2,57,32,2.7,1.6
656,1400000US24031700103,80,1.4,19,61,0.7,2.1
657,1400000US24031700104,286,6.0,85,201,3.8,7.9
658,1400000US24031700204,12,0.6,2,10,0.2,1.0
659,1400000US24031700205,149,2.6,45,104,1.6,3.5
660,1400000US24031700206,34,0.6,34,0,1.2,0.0
661,1400000US24031700207,701,12.5,307,394,11.3,13.6
662,1400000US24031700208,22,1.1,15,7,1.6,0.7
663,1400000US24031700306,301,4.3,188,113,5.7,3.1
664,1400000US24031700813,552,9.7,324,228,11.1,8.1
665,1400000US24031700816,315,3.9,145,170,3.7,4.1
666,1400000US24031700817,354,7.3,163,191,8.0,6.9
667,1400000US24031700818,733,12.0,378,355,11.7,12.3
668,1400000US24031700819,174,2.7,146,28,4.6,0.9
669,1400000US24031700822,121,7.5,20,101,3.3,9.9
670,1400000US24031700823,168,5.4,69,99,4.5,6.2
671,1400000US24033803300,425,10.2,138,287,7.3,12.6
672,1400000US24033803401,189,13.5,73,116,11.2,15.4
673,1400000US24033803402,789,16.6,292,497,14.5,18.2
674,1400000US24033803508,1488,31.8,740,748,36.8,28.1
675,1400000US24033803509,246,9.5,114,132,9.3,9.7
676,1400000US24033803513,179,3.8,48,131,2.3,5.0
677,1400000US24033803514,270,6.6,11,259,0.7,10.4
678,1400000US24033803516,76,1.6,0,76,0.0,2.9
679,1400000US24033806711,333,9.1,120,213,7.1,10.8
680,1400000US24033806713,731,20.7,308,423,20.5,20.8
681,1400000US24033806714,147,4.8,15,132,0.9,9.7
682,1400000US24033806800,167,4.3,82,85,4.1,4.5
683,1400000US24033806900,293,6.9,110,183,5.6,8.0
684,1400000US24033807000,1457,27.9,934,523,32.9,22.0
685,1400000US24033807102,257,9.6,232,25,15.3,2.2
686,1400000US24033807200,2471,67.1,1491,980,70.0,63.2
687,1400000US24033807301,812,23.9,480,332,27.4,20.1
688,1400000US24033807305,189,5.4,60,129,3.3,7.6
689,1400000US24033807404,122,2.7,59,63,2.5,3.0
690,1400000US24033807407,112,1.9,0,112,0.0,3.7
691,1400000US24033807408,108,2.0,38,70,1.5,2.6
692,1400000US24033807409,468,13.8,227,241,12.5,15.3
693,1400000US24033807410,252,7.1,129,123,7.1,7.0
694,1400000US24033803520,22,0.5,0,22,0.0,0.9
695,1400000US24033803521,145,3.2,33,112,2.0,3.9
696,1400000US24033803522,100,2.6,26,74,1.6,3.4
697,1400000US24033803523,150,3.9,41,109,2.5,5.0
698,1400000US24033803524,25,0.8,25,0,1.7,0.0
699,1400000US24033803526,120,3.7,43,77,2.7,4.7
700,1400000US24033803527,70,2.2,14,56,1.0,3.2
701,1400000US24033803601,152,4.3,90,62,5.6,3.2
702,1400000US24033803602,242,14.0,89,153,13.1,14.6
703,1400000US24033803605,720,10.5,347,373,10.6,10.4
704,1400000US24033803606,156,3.0,39,117,1.5,4.5
705,1400000US24033803608,323,6.3,30,293,1.3,10.7
706,1400000US24033803610,247,8.2,93,154,6.2,10.0
707,1400000US24033803612,437,14.9,212,225,16.7,13.4
708,1400000US24033803700,193,8.2,56,137,4.7,11.8
709,1400000US24033803801,291,13.8,124,167,11.8,15.9
710,1400000US24033803803,526,9.2,173,353,5.7,13.2
711,1400000US24033803900,327,7.9,166,161,7.4,8.6
712,1400000US24033804002,498,12.3,180,318,8.5,16.3
713,1400000US24033804101,140,4.7,47,93,3.0,6.6
714,1400000US24033804102,987,14.8,278,709,9.6,18.8
715,1400000US24033804200,286,9.5,130,156,8.9,10.1
716,1400000US24033804300,681,18.1,347,334,19.6,16.8
717,1400000US24033804600,412,14.0,217,195,15.2,12.8
718,1400000US24033804700,490,13.5,213,277,11.1,16.2
719,1400000US24033804801,378,16.0,187,191,15.5,16.5
720,1400000US24033804802,589,21.6,164,425,11.9,31.4
721,1400000US24033805000,724,14.2,170,554,8.6,17.8
722,1400000US24033805101,242,6.5,140,102,6.8,6.1
723,1400000US24033805201,933,22.9,494,439,25.3,20.7
724,1400000US24033805202,510,13.0,245,265,11.5,14.8
725,1400000US24033805500,332,10.2,147,185,8.6,12.0
726,1400000US24033805602,1023,21.3,624,399,18.7,27.2
727,1400000US24033805700,731,13.7,431,300,14.5,12.7
728,1400000US24033805801,854,17.6,327,527,13.1,22.5
729,1400000US24033805802,505,13.6,265,240,12.9,14.5
730,1400000US24033805906,476,16.1,203,273,12.9,19.8
731,1400000US24033805907,561,14.7,299,262,16.5,13.0
732,1400000US24033805908,388,16.7,163,225,13.3,20.4
733,1400000US24033805909,840,19.8,514,326,22.7,16.5
734,1400000US24033806000,754,16.2,396,358,16.9,15.6
735,1400000US24033806100,157,3.7,54,103,2.4,5.1
736,1400000US24033806300,117,5.9,71,46,7.1,4.7
737,1400000US24033806400,151,4.6,67,84,4.0,5.2
738,1400000US24033806501,603,11.6,275,328,9.5,14.3
739,1400000US24033806601,659,15.7,259,400,11.5,20.6
740,1400000US24033806706,566,16.1,96,470,6.0,24.5
741,1400000US24033806708,660,13.6,200,460,9.5,16.7
742,1400000US24033806710,90,1.4,54,36,2.0,1.0
743,1400000US24033803607,67,2.0,16,51,1.0,3.1
744,1400000US24031701417,591,10.6,264,327,10.4,10.8
745,1400000US24033801908,82,2.2,45,37,2.6,1.8
746,1400000US24033807405,230,4.6,187,43,7.7,1.7
747,1400000US24031704502,72,2.7,27,45,2.3,3.1
748,1400000US24031700832,137,5.1,64,73,4.6,5.7
749,1400000US24031700833,360,8.4,153,207,7.6,9.0
750,1400000US24031700834,550,10.9,347,203,13.2,8.4
751,1400000US24031700835,34,0.7,34,0,1.5,0.0
752,1400000US24031700902,92,2.8,34,58,2.1,3.6
753,1400000US24031700903,204,12.7,71,133,10.4,14.4
754,1400000US24031700904,152,5.8,67,85,5.2,6.4
755,1400000US24031700905,92,2.3,24,68,1.2,3.2
756,1400000US24031701001,305,5.9,136,169,5.6,6.1
757,1400000US24031701004,333,6.5,159,174,6.4,6.7
758,1400000US24031701005,8,0.3,8,0,0.6,0.0
759,1400000US24031701006,134,2.5,46,88,1.8,3.0
760,1400000US24031701007,75,2.4,36,39,2.8,2.1
761,1400000US24031701101,253,5.9,119,134,6.1,5.8
762,1400000US24031701201,184,3.5,51,133,2.0,4.9
763,1400000US24031701202,122,4.7,48,74,3.8,5.5
764,1400000US24031701205,220,3.5,108,112,3.6,3.4
765,1400000US24031701206,132,2.1,78,54,2.5,1.7
766,1400000US24031701211,148,2.6,43,105,1.7,3.5
767,1400000US24031701212,56,2.0,37,19,2.7,1.4
768,1400000US24031701213,195,3.9,63,132,2.8,4.7
769,1400000US24031701214,64,2.6,23,41,2.3,2.8
770,1400000US24031701216,133,4.0,74,59,4.7,3.3
771,1400000US24031701218,98,5.1,0,98,0.0,8.9
772,1400000US24031701219,332,10.8,50,282,3.3,18.1
773,1400000US24031701220,146,3.5,65,81,3.3,3.7
774,1400000US24031701221,301,6.6,62,239,2.9,9.9
775,1400000US24031701303,41,1.1,25,16,1.3,0.8
776,1400000US24031701306,23,0.7,23,0,1.6,0.0
777,1400000US24031701307,53,1.5,34,19,1.9,1.1
778,1400000US24031701308,134,4.4,48,86,2.9,6.2
779,1400000US24031701312,148,2.5,63,85,2.3,2.7
780,1400000US24031701314,70,2.5,16,54,1.2,3.6
781,1400000US24031701315,76,1.8,24,52,1.2,2.4
782,1400000US24031701316,139,2.5,41,98,1.6,3.2
783,1400000US24031701317,0,0.0,0,0,0.0,0.0
784,1400000US24031701408,345,5.3,212,133,6.4,4.2
785,1400000US24031701410,840,11.3,331,509,10.0,12.3
786,1400000US24031701414,781,10.6,268,513,8.2,12.5
787,1400000US24031701415,366,4.9,112,254,3.4,6.0
788,1400000US24031701418,0,0.0,0,0,0.0,0.0
789,1400000US24031701420,363,5.3,215,148,6.5,4.1
790,1400000US24031701421,343,20.2,135,208,19.5,20.7
791,1400000US24031701423,275,5.5,155,120,7.1,4.3
792,1400000US24031701503,57,0.8,11,46,0.3,1.4
793,1400000US24031701505,754,11.1,273,481,8.5,13.5
794,1400000US24031701506,111,2.3,63,48,2.8,1.9
795,1400000US24031701507,245,4.8,68,177,2.7,7.0
796,1400000US24031701509,880,15.8,436,444,16.7,15.0
797,1400000US24031701602,771,12.8,294,477,9.3,16.6
798,1400000US24031701701,156,5.0,92,64,5.9,4.0
799,1400000US24031701702,376,17.0,97,279,9.6,23.1
800,1400000US24031701703,158,4.1,44,114,2.6,5.4
801,1400000US24031701704,150,5.9,52,98,4.2,7.4
802,1400000US24031701800,538,12.5,278,260,12.8,12.1
803,1400000US24031702000,824,17.1,306,518,11.9,23.1
804,1400000US24031702101,621,10.6,337,284,11.1,10.0
805,1400000US24031701407,7,0.1,7,0,0.2,0.0
806,1400000US24031702200,138,3.4,16,122,0.8,5.8
807,1400000US24031702301,512,12.1,131,381,6.2,18.0
808,1400000US24031702302,319,7.6,72,247,3.7,11.2
809,1400000US24031702401,77,3.2,39,38,3.7,2.8
810,1400000US24031702402,531,13.2,186,345,9.4,17.0
811,1400000US24031702601,476,10.9,274,202,13.1,8.8
812,1400000US24031702602,877,20.0,403,474,20.3,19.7
813,1400000US24031702700,670,11.4,266,404,9.1,13.7
814,1400000US24031702800,333,7.4,79,254,3.5,11.4
815,1400000US24031702900,32,0.6,19,13,0.8,0.5
816,1400000US24031703000,78,4.3,36,42,4.0,4.5
817,1400000US24031703100,233,5.5,121,112,5.7,5.3
818,1400000US24031703202,411,7.1,223,188,7.8,6.5
819,1400000US24031703206,244,6.5,133,111,6.8,6.1
820,1400000US24031703207,735,14.7,288,447,11.6,17.7
821,1400000US24031703208,110,2.2,49,61,2.0,2.3
822,1400000US24031703210,139,4.1,67,72,4.0,4.2
823,1400000US24031703212,320,4.1,106,214,2.9,5.0
824,1400000US24031703213,1012,18.2,479,533,18.5,18.0
825,1400000US24031703214,895,13.8,325,570,10.0,17.6
826,1400000US24031703215,210,7.5,84,126,6.1,8.7
827,1400000US24031703216,275,8.0,91,184,6.5,9.0
828,1400000US24031703219,121,3.6,23,98,2.0,4.4
829,1400000US24031703220,613,13.6,228,385,11.9,14.8
830,1400000US24031703221,441,8.9,258,183,10.8,7.2
831,1400000US24031703302,327,7.7,120,207,5.9,9.5
832,1400000US24031703401,451,8.4,212,239,7.9,8.9
833,1400000US24031703403,608,18.1,397,211,22.1,13.5
834,1400000US24031703404,260,8.9,128,132,8.4,9.4
835,1400000US24031703501,1162,19.0,580,582,18.6,19.3
836,1400000US24031703502,590,18.7,182,408,12.2,24.5
837,1400000US24031703601,166,3.9,37,129,2.2,5.1
838,1400000US24031703701,209,5.9,119,90,6.4,5.4
839,1400000US24031703702,19,0.5,4,15,0.2,0.8
840,1400000US24031703800,387,12.3,218,169,14.8,10.1
841,1400000US24031703901,110,3.8,38,72,2.8,4.7
842,1400000US24031704000,389,6.5,150,239,5.5,7.3
843,1400000US24031704100,117,2.6,19,98,0.9,4.0
844,1400000US24031704200,152,8.2,68,84,7.3,9.1
845,1400000US24031704300,127,3.3,63,64,3.7,3.0
846,1400000US24031704401,237,7.6,183,54,11.8,3.4
847,1400000US24031704404,38,0.7,26,12,1.0,0.5
848,1400000US24031704501,122,3.9,17,105,1.2,6.4
849,1400000US24031704503,0,0.0,0,0,0.0,0.0
850,1400000US24031704600,97,1.9,73,24,2.9,0.9
851,1400000US24031704700,26,0.7,8,18,0.4,0.9
852,1400000US24031704803,77,2.4,24,53,1.9,2.7
853,1400000US24031704805,320,24.1,124,196,22.3,25.4
854,1400000US24031704806,169,6.0,84,85,5.6,6.4
855,1400000US24031705000,250,5.7,131,119,5.8,5.5
856,1400000US24031705100,92,1.8,33,59,1.4,2.1
857,1400000US24031705200,81,2.5,27,54,1.8,3.2
858,1400000US24031705400,33,1.2,21,12,1.6,0.8
859,1400000US24031705501,332,12.9,147,185,15.5,11.4
860,1400000US24031705502,109,2.7,45,64,2.2,3.2
861,1400000US24031705702,54,1.3,12,42,0.6,1.9
862,1400000US24031705800,86,1.5,37,49,1.3,1.6
863,1400000US24031705902,20,0.5,11,9,0.5,0.4
864,1400000US24031705903,171,3.9,83,88,3.9,3.9
865,1400000US24031706005,133,3.0,96,37,4.5,1.7
866,1400000US24031706007,143,2.1,51,92,1.6,2.5
867,1400000US24031706008,14,0.3,0,14,0.0,0.5
868,1400000US24031706009,94,1.7,18,76,0.7,2.8
869,1400000US24031706010,143,5.0,43,100,3.3,6.4
870,1400000US24031706012,305,8.7,90,215,6.4,10.3
871,1400000US24031706013,46,1.7,46,0,3.5,0.0
872,1400000US24033800102,128,4.3,90,38,6.3,2.4
873,1400000US24033800103,135,6.3,82,53,7.1,5.5
874,1400000US24033800105,124,3.6,71,53,4.4,2.9
875,1400000US24033800108,604,17.9,169,435,12.3,21.7
876,1400000US24033800109,222,5.1,0,222,0.0,9.3
877,1400000US24033800203,137,2.9,61,76,2.6,3.2
878,1400000US24033800206,198,4.6,48,150,2.3,6.8
879,1400000US24033800208,234,3.7,130,104,4.5,3.0
880,1400000US24033800210,464,15.7,235,229,14.4,17.2
881,1400000US24033800211,222,7.9,59,163,4.2,11.6
882,1400000US24033800212,123,4.7,39,84,3.9,5.2
883,1400000US24033800213,315,8.0,213,102,11.7,4.8
884,1400000US24033800215,71,2.6,48,23,4.2,1.5
885,1400000US24033800401,171,6.5,9,162,0.7,11.9
886,1400000US24033800402,8,0.2,0,8,0.0,0.3
887,1400000US24033800403,65,1.6,52,13,2.7,0.6
888,1400000US24033800409,108,1.7,43,65,1.3,2.0
889,1400000US24033800410,121,2.2,71,50,2.7,1.7
890,1400000US24033800411,218,5.2,68,150,3.1,7.3
891,1400000US24033800412,236,7.1,124,112,8.3,6.1
892,1400000US24033800504,256,5.3,97,159,4.3,6.2
893,1400000US24033800505,219,8.6,105,114,8.3,8.8
894,1400000US24033800507,61,2.3,23,38,1.7,2.9
895,1400000US24033800509,259,3.1,142,117,4.0,2.5
896,1400000US24033800511,124,2.5,115,9,5.0,0.3
897,1400000US24033800513,172,3.2,72,100,2.6,3.9
898,1400000US24033800515,274,7.4,165,109,10.4,5.1
899,1400000US24033800516,199,6.2,112,87,6.8,5.5
900,1400000US24033800517,60,1.2,60,0,2.6,0.0
901,1400000US24033800518,35,1.2,0,35,0.0,2.3
902,1400000US24033800520,43,2.1,43,0,5.0,0.0
903,1400000US24033800601,99,5.1,34,65,3.4,7.0
904,1400000US24033800604,96,5.6,0,96,0.0,9.8
905,1400000US24033800605,155,3.8,87,68,4.9,2.9
906,1400000US24033800606,177,4.0,50,127,2.4,5.3
907,1400000US24033800607,96,1.7,0,96,0.0,3.0
908,1400000US24033800608,61,2.0,39,22,2.7,1.3
909,1400000US24033800701,17,0.4,17,0,0.8,0.0
910,1400000US24033800705,42,1.0,0,42,0.0,2.1
911,1400000US24033800706,30,0.8,30,0,1.7,0.0
912,1400000US24033800707,236,8.8,138,98,11.4,6.6
913,1400000US24033800800,107,3.1,64,43,3.4,2.7
914,1400000US24033800900,68,4.3,26,42,3.3,5.4
915,1400000US24033801003,117,3.4,73,44,4.3,2.4
916,1400000US24033801004,50,1.4,0,50,0.0,2.7
917,1400000US24033801104,0,0.0,0,0,0.0,0.0
918,1400000US24033801207,97,2.4,22,75,1.2,3.4
919,1400000US24033801208,0,0.0,0,0,0.0,0.0
920,1400000US24033801210,51,1.1,0,51,0.0,1.9
921,1400000US24033801211,131,4.3,23,108,1.6,6.7
922,1400000US24033801212,97,2.9,50,47,3.0,2.7
923,1400000US24033801213,207,5.9,97,110,6.0,5.8
924,1400000US24033801214,196,5.1,25,171,1.4,8.2
925,1400000US24033801215,32,1.3,8,24,0.7,1.8
926,1400000US24033801217,80,2.6,16,64,1.1,3.9
927,1400000US24033801302,45,1.6,22,23,1.4,1.8
928,1400000US24033801305,49,0.8,7,42,0.3,1.3
929,1400000US24033801307,53,1.5,10,43,0.6,2.2
930,1400000US24033801309,80,2.5,46,34,2.9,2.1
931,1400000US24033801310,33,0.5,33,0,1.0,0.0
932,1400000US24033801311,309,5.7,204,105,8.1,3.6
933,1400000US24033801312,527,14.5,206,321,11.1,18.0
934,1400000US24033801404,281,6.0,101,180,4.2,8.0
935,1400000US24033801405,299,6.1,88,211,4.0,7.7
936,1400000US24033801406,764,24.3,152,612,12.1,32.3
937,1400000US24033801407,304,5.1,17,287,0.6,9.0
938,1400000US24033801408,122,3.7,94,28,7.7,1.3
939,1400000US24033801410,66,1.7,17,49,0.9,2.7
940,1400000US24033801411,80,2.3,30,50,1.8,2.7
941,1400000US24033801500,90,4.1,28,62,2.7,5.4
942,1400000US24033801600,263,9.8,79,184,5.9,13.7
943,1400000US24033801701,374,9.9,173,201,10.0,9.8
944,1400000US24033801704,653,11.5,373,280,13.9,9.4
945,1400000US24033801706,166,10.2,70,96,10.1,10.2
946,1400000US24033801707,803,12.9,281,522,10.3,15.0
947,1400000US24033801708,147,4.2,69,78,4.3,4.1
948,1400000US24033801802,182,4.8,60,122,3.3,6.1
949,1400000US24033801804,281,14.2,172,109,16.7,11.5
950,1400000US24033801807,520,10.9,198,322,8.7,12.8
951,1400000US24033801808,263,7.3,99,164,5.5,9.1
952,1400000US24033801901,247,5.2,120,127,5.2,5.3
