GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Owner occupied,Margin of Error; Total: - Owner occupied,Estimate; Total: - Renter occupied,Margin of Error; Total: - Renter occupied
1400000US11001000100,11001000100,"Census Tract 1, District of Columbia, District of Columbia",2453,186,1261,210,1192,228
1400000US11001000201,11001000201,"Census Tract 2.01, District of Columbia, District of Columbia",0,13,0,13,0,13
1400000US11001000202,11001000202,"Census Tract 2.02, District of Columbia, District of Columbia",1834,126,1131,133,703,125
1400000US11001000300,11001000300,"Census Tract 3, District of Columbia, District of Columbia",2466,161,1405,148,1061,174
1400000US11001000400,11001000400,"Census Tract 4, District of Columbia, District of Columbia",612,51,450,52,162,49
1400000US11001000501,11001000501,"Census Tract 5.01, District of Columbia, District of Columbia",1988,142,228,61,1760,144
1400000US11001000502,11001000502,"Census Tract 5.02, District of Columbia, District of Columbia",1662,97,810,84,852,95
1400000US11001000600,11001000600,"Census Tract 6, District of Columbia, District of Columbia",2070,124,1441,123,629,131
1400000US11001000701,11001000701,"Census Tract 7.01, District of Columbia, District of Columbia",2958,184,1640,172,1318,197
1400000US11001000702,11001000702,"Census Tract 7.02, District of Columbia, District of Columbia",2270,121,566,151,1704,172
1400000US11001000801,11001000801,"Census Tract 8.01, District of Columbia, District of Columbia",3337,192,1836,198,1501,225
1400000US11001000802,11001000802,"Census Tract 8.02, District of Columbia, District of Columbia",1317,84,837,90,480,95
1400000US11001000901,11001000901,"Census Tract 9.01, District of Columbia, District of Columbia",1499,124,1196,132,303,103
1400000US11001000902,11001000902,"Census Tract 9.02, District of Columbia, District of Columbia",818,58,726,67,92,49
1400000US11001001001,11001001001,"Census Tract 10.01, District of Columbia, District of Columbia",2829,78,2235,144,594,141
1400000US11001001002,11001001002,"Census Tract 10.02, District of Columbia, District of Columbia",1773,193,746,128,1027,166
1400000US11001001100,11001001100,"Census Tract 11, District of Columbia, District of Columbia",1896,140,1410,139,486,129
1400000US11001001200,11001001200,"Census Tract 12, District of Columbia, District of Columbia",2472,144,1341,107,1131,154
1400000US11001001301,11001001301,"Census Tract 13.01, District of Columbia, District of Columbia",2009,132,541,86,1468,156
1400000US11001001302,11001001302,"Census Tract 13.02, District of Columbia, District of Columbia",4916,261,1491,193,3425,286
1400000US11001001401,11001001401,"Census Tract 14.01, District of Columbia, District of Columbia",1434,57,789,81,645,93
1400000US11001001402,11001001402,"Census Tract 14.02, District of Columbia, District of Columbia",1384,105,824,87,560,109
1400000US11001001500,11001001500,"Census Tract 15, District of Columbia, District of Columbia",2087,114,1981,119,106,64
1400000US11001001600,11001001600,"Census Tract 16, District of Columbia, District of Columbia",1632,75,1447,83,185,91
1400000US11001001702,11001001702,"Census Tract 17.02, District of Columbia, District of Columbia",1158,100,655,95,503,93
1400000US11001001803,11001001803,"Census Tract 18.03, District of Columbia, District of Columbia",1608,72,353,91,1255,105
1400000US11001001804,11001001804,"Census Tract 18.04, District of Columbia, District of Columbia",1899,115,513,94,1386,145
1400000US11001001901,11001001901,"Census Tract 19.01, District of Columbia, District of Columbia",1477,111,1157,151,320,117
1400000US11001001902,11001001902,"Census Tract 19.02, District of Columbia, District of Columbia",839,55,665,75,174,75
1400000US11001002001,11001002001,"Census Tract 20.01, District of Columbia, District of Columbia",961,69,438,75,523,97
1400000US11001002002,11001002002,"Census Tract 20.02, District of Columbia, District of Columbia",1472,51,954,110,518,126
1400000US11001002101,11001002101,"Census Tract 21.01, District of Columbia, District of Columbia",1973,129,1056,154,917,151
1400000US11001002102,11001002102,"Census Tract 21.02, District of Columbia, District of Columbia",2046,139,1039,134,1007,152
1400000US11001002201,11001002201,"Census Tract 22.01, District of Columbia, District of Columbia",1052,103,811,115,241,68
1400000US11001002202,11001002202,"Census Tract 22.02, District of Columbia, District of Columbia",1292,102,567,98,725,107
1400000US11001002301,11001002301,"Census Tract 23.01, District of Columbia, District of Columbia",1063,79,734,92,329,96
1400000US11001002302,11001002302,"Census Tract 23.02, District of Columbia, District of Columbia",759,104,167,46,592,118
1400000US11001002400,11001002400,"Census Tract 24, District of Columbia, District of Columbia",1237,94,805,111,432,119
1400000US11001002501,11001002501,"Census Tract 25.01, District of Columbia, District of Columbia",928,83,433,83,495,97
1400000US11001002502,11001002502,"Census Tract 25.02, District of Columbia, District of Columbia",2000,145,618,118,1382,166
