GEO.id,GEO.id2,GEO.display-label,VD01,VD02,VD03,VD04,VD05,VD06,VD07,VD08,VD09,VD10,VD11,VD12,VD13,VD14,VD15,VD16,VD17,VD18,VD19,VD20,VD21,VD22,VD23,VD24,VD25
Id,Id2,Geography,Total:,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $49,999","$50,000 to $59,999","$60,000 to $69,999","$70,000 to $79,999","$80,000 to $89,999","$90,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $174,999","$175,000 to $199,999","$200,000 to $249,999","$250,000 to $299,999","$300,000 to $399,999","$400,000 to $499,999","$500,000 to $749,999","$750,000 to $999,999","$1,000,000 or more"
1400000US11001006201,11001006201,"Census Tract 62.01, District of Columbia, District of Columbia",17,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US11001006202,11001006202,"Census Tract 62.02, District of Columbia, District of Columbia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US11001006301,11001006301,"Census Tract 63.01, District of Columbia, District of Columbia",244,0,0,0,0,0,0,0,0,0,33,0,23,0,0,73,21,52,12,30,0,0,0,0,0
1400000US11001006302,11001006302,"Census Tract 63.02, District of Columbia, District of Columbia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US11001006400,11001006400,"Census Tract 64, District of Columbia, District of Columbia",141,0,0,0,0,0,0,0,0,0,24,14,10,0,67,18,0,0,0,8,0,0,0,0,0
1400000US11001006500,11001006500,"Census Tract 65, District of Columbia, District of Columbia",526,0,0,0,0,0,0,0,0,7,0,0,0,0,12,10,19,56,57,137,106,83,39,0,0
1400000US11001006600,11001006600,"Census Tract 66, District of Columbia, District of Columbia",407,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,9,59,51,131,52,76,13,5
1400000US11001006700,11001006700,"Census Tract 67, District of Columbia, District of Columbia",900,0,0,0,0,0,0,0,0,0,6,19,0,26,62,40,73,46,142,141,243,51,48,3,0
1400000US11001006801,11001006801,"Census Tract 68.01, District of Columbia, District of Columbia",436,0,0,0,0,0,0,0,0,0,0,9,7,89,115,94,40,33,27,0,15,0,0,0,7
1400000US11001006802,11001006802,"Census Tract 68.02, District of Columbia, District of Columbia",474,7,0,0,0,0,0,0,0,0,7,23,22,63,69,131,32,97,12,0,0,6,5,0,0
1400000US11001006804,11001006804,"Census Tract 68.04, District of Columbia, District of Columbia",31,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,20,0,0,0,0,0,0,0,0
1400000US11001006900,11001006900,"Census Tract 69, District of Columbia, District of Columbia",472,0,0,0,0,0,0,0,0,0,0,7,0,24,60,71,106,66,63,59,16,0,0,0,0
1400000US11001007000,11001007000,"Census Tract 70, District of Columbia, District of Columbia",428,14,0,0,0,0,0,0,0,0,7,0,0,18,13,28,12,49,127,81,51,11,11,6,0
1400000US11001007100,11001007100,"Census Tract 71, District of Columbia, District of Columbia",256,0,0,0,0,0,0,0,0,0,0,0,23,26,76,106,3,15,0,7,0,0,0,0,0
1400000US11001007200,11001007200,"Census Tract 72, District of Columbia, District of Columbia",13,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0
1400000US11001007301,11001007301,"Census Tract 73.01, District of Columbia, District of Columbia",43,0,0,0,7,0,0,0,0,0,0,0,7,15,0,14,0,0,0,0,0,0,0,0,0
1400000US11001007302,11001007302,"Census Tract 73.02, District of Columbia, District of Columbia",411,0,0,0,8,0,0,0,0,0,0,74,65,80,118,12,46,0,8,0,0,0,0,0,0
1400000US11001007304,11001007304,"Census Tract 73.04, District of Columbia, District of Columbia",274,0,0,0,0,0,0,0,0,0,11,19,33,92,63,50,0,0,0,6,0,0,0,0,0
1400000US11001007308,11001007308,"Census Tract 73.08, District of Columbia, District of Columbia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US11001007401,11001007401,"Census Tract 74.01, District of Columbia, District of Columbia",40,0,0,0,0,0,0,0,0,0,10,0,0,0,5,7,0,18,0,0,0,0,0,0,0
1400000US11001007403,11001007403,"Census Tract 74.03, District of Columbia, District of Columbia",100,0,0,0,0,6,0,0,6,6,31,23,6,0,16,6,0,0,0,0,0,0,0,0,0
1400000US11001007404,11001007404,"Census Tract 74.04, District of Columbia, District of Columbia",58,0,0,0,0,0,0,0,0,0,20,0,26,0,0,6,6,0,0,0,0,0,0,0,0
1400000US11001007406,11001007406,"Census Tract 74.06, District of Columbia, District of Columbia",23,0,0,0,0,0,0,0,0,0,0,0,16,0,7,0,0,0,0,0,0,0,0,0,0
1400000US11001007407,11001007407,"Census Tract 74.07, District of Columbia, District of Columbia",314,0,0,0,0,0,0,0,0,6,16,97,55,48,54,13,18,0,0,0,7,0,0,0,0
1400000US11001007408,11001007408,"Census Tract 74.08, District of Columbia, District of Columbia",87,0,0,0,0,0,0,0,0,10,0,15,3,8,29,22,0,0,0,0,0,0,0,0,0
1400000US11001007409,11001007409,"Census Tract 74.09, District of Columbia, District of Columbia",196,0,0,0,0,0,0,0,0,21,0,22,49,43,23,23,15,0,0,0,0,0,0,0,0
1400000US11001007502,11001007502,"Census Tract 75.02, District of Columbia, District of Columbia",212,0,0,0,0,0,0,0,0,0,18,4,33,12,35,77,22,11,0,0,0,0,0,0,0
1400000US11001007503,11001007503,"Census Tract 75.03, District of Columbia, District of Columbia",271,6,0,0,0,0,0,0,0,0,52,21,27,30,91,21,15,0,0,0,0,0,8,0,0
1400000US11001007504,11001007504,"Census Tract 75.04, District of Columbia, District of Columbia",126,0,0,0,0,0,0,0,0,0,33,7,18,33,16,10,9,0,0,0,0,0,0,0,0
1400000US11001007601,11001007601,"Census Tract 76.01, District of Columbia, District of Columbia",746,0,0,0,0,0,0,0,6,9,7,63,87,158,202,109,92,0,7,0,0,0,6,0,0
1400000US11001007603,11001007603,"Census Tract 76.03, District of Columbia, District of Columbia",658,0,0,0,0,0,0,0,18,10,8,16,41,8,12,125,86,175,56,86,10,0,0,0,7
1400000US11001007604,11001007604,"Census Tract 76.04, District of Columbia, District of Columbia",617,0,0,0,0,0,0,0,0,0,0,0,51,36,64,96,128,128,61,47,0,0,0,0,6
1400000US11001007605,11001007605,"Census Tract 76.05, District of Columbia, District of Columbia",344,0,0,0,0,0,0,0,0,0,0,0,38,83,133,79,0,0,6,0,5,0,0,0,0
1400000US11001007703,11001007703,"Census Tract 77.03, District of Columbia, District of Columbia",343,0,0,0,0,0,0,0,0,9,0,34,67,123,97,7,6,0,0,0,0,0,0,0,0
1400000US11001007707,11001007707,"Census Tract 77.07, District of Columbia, District of Columbia",863,0,0,0,0,0,0,0,0,8,0,18,135,227,267,127,45,12,18,0,0,0,0,0,6
1400000US11001007708,11001007708,"Census Tract 77.08, District of Columbia, District of Columbia",159,0,0,0,0,0,0,0,0,0,13,13,22,37,41,33,0,0,0,0,0,0,0,0,0
1400000US11001007709,11001007709,"Census Tract 77.09, District of Columbia, District of Columbia",234,0,0,0,0,0,0,0,0,12,6,0,19,36,79,43,14,12,0,0,0,0,0,0,13
1400000US11001007803,11001007803,"Census Tract 78.03, District of Columbia, District of Columbia",618,0,0,0,0,0,0,0,11,0,46,60,99,112,148,105,17,20,0,0,0,0,0,0,0
1400000US11001007804,11001007804,"Census Tract 78.04, District of Columbia, District of Columbia",459,0,0,0,0,7,0,0,0,27,15,51,95,87,72,83,16,6,0,0,0,0,0,0,0
1400000US11001007806,11001007806,"Census Tract 78.06, District of Columbia, District of Columbia",386,7,0,0,0,0,5,18,0,7,32,60,44,68,71,74,0,0,0,0,0,0,0,0,0
1400000US11001007807,11001007807,"Census Tract 78.07, District of Columbia, District of Columbia",311,5,0,0,0,0,0,0,0,0,18,46,60,0,100,47,19,0,0,8,0,8,0,0,0
1400000US11001007808,11001007808,"Census Tract 78.08, District of Columbia, District of Columbia",504,0,0,0,0,0,0,0,0,0,25,94,165,50,72,76,14,8,0,0,0,0,0,0,0
1400000US11001007809,11001007809,"Census Tract 78.09, District of Columbia, District of Columbia",634,0,0,0,0,0,0,12,6,23,92,165,97,80,89,39,19,0,12,0,0,0,0,0,0
1400000US11001007901,11001007901,"Census Tract 79.01, District of Columbia, District of Columbia",473,0,0,0,0,0,0,0,16,12,10,10,53,112,76,100,54,18,0,7,5,0,0,0,0
1400000US11001007903,11001007903,"Census Tract 79.03, District of Columbia, District of Columbia",409,0,0,0,0,0,0,0,0,0,0,8,44,170,146,34,0,0,0,7,0,0,0,0,0
1400000US11001008001,11001008001,"Census Tract 80.01, District of Columbia, District of Columbia",712,0,0,0,0,0,0,0,18,0,7,21,38,65,152,126,87,83,55,43,9,0,8,0,0
1400000US11001008002,11001008002,"Census Tract 80.02, District of Columbia, District of Columbia",610,0,0,0,0,0,0,0,0,0,0,12,13,44,96,143,89,23,69,46,50,25,0,0,0
1400000US11001008100,11001008100,"Census Tract 81, District of Columbia, District of Columbia",559,0,0,0,0,0,0,0,0,0,0,0,6,7,23,20,47,54,175,83,96,18,30,0,0
1400000US11001008200,11001008200,"Census Tract 82, District of Columbia, District of Columbia",380,0,0,0,0,0,0,0,6,0,0,7,0,0,0,4,6,6,74,75,109,40,38,0,15
