OID,OBJECTID,GEO_ID,STATE,COUNTY,TRACT,NAME,LSAD,CENSUSAREA,GEOID_TXT,CTYFIPS,Shape_Leng,Shape_Area
-1,43,1400000US11001002900,11,001,002900,29,Tract,0.117000000000000,11001002900,11001,7716.700265290000100,3252375.211089999900000
-1,44,1400000US11001003301,11,001,003301,33.01,Tract,0.170000000000000,11001003301,11001,10596.233020600001000,4583866.627700000100000
-1,45,1400000US11001003600,11,001,003600,36,Tract,0.118000000000000,11001003600,11001,7537.431205609999800,3283065.452560000100000
-1,46,1400000US11001004002,11,001,004002,40.02,Tract,0.076000000000000,11001004002,11001,6964.121817039999800,2027475.733890000000000
-1,47,1400000US11001004202,11,001,004202,42.02,Tract,0.080000000000000,11001004202,11001,6792.490453909999800,2149836.369220000200000
-1,48,1400000US11001004702,11,001,004702,47.02,Tract,0.125000000000000,11001004702,11001,9680.147907869999500,3493644.687740000000000
-1,49,1400000US11001004901,11,001,004901,49.01,Tract,0.105000000000000,11001004901,11001,6931.535251440000100,2926227.512079999800000
-1,50,1400000US11001005600,11,001,005600,56,Tract,0.181000000000000,11001005600,11001,13743.924560900001000,5044295.554979999500000
-1,51,1400000US11001006400,11,001,006400,64,Tract,0.266000000000000,11001006400,11001,14830.978219500001000,9852493.321939999200000
-1,52,1400000US11001006801,11,001,006801,68.01,Tract,0.095000000000000,11001006801,11001,6748.571096390000100,2629146.321589999800000
-1,53,1400000US11001007100,11,001,007100,71,Tract,0.228000000000000,11001007100,11001,12625.959827700000000,7752372.072250000200000
-1,54,1400000US11001007403,11,001,007403,74.03,Tract,0.126000000000000,11001007403,11001,10329.481644100000000,3631885.490009999800000
-1,55,1400000US11001007408,11,001,007408,74.08,Tract,0.148000000000000,11001007408,11001,11345.198024300000000,3923925.641220000100000
-1,56,1400000US11001007601,11,001,007601,76.01,Tract,0.428000000000000,11001007601,11001,15474.428731600001000,13719107.045000000000000
-1,57,1400000US11001007703,11,001,007703,77.03,Tract,0.390000000000000,11001007703,11001,14681.940348800001000,10859390.630300000000000
-1,58,1400000US11001007806,11,001,007806,78.06,Tract,0.266000000000000,11001007806,11001,13705.100648000000000,7561019.737400000000000
-1,59,1400000US11001007901,11,001,007901,79.01,Tract,0.154000000000000,11001007901,11001,8347.086284540000600,4262593.383779999800000
-1,60,1400000US11001008302,11,001,008302,83.02,Tract,0.101000000000000,11001008302,11001,7783.076942190000400,2812264.534880000200000
-1,61,1400000US11001008702,11,001,008702,87.02,Tract,0.183000000000000,11001008702,11001,11955.127827400000000,5260459.331100000100000
-1,62,1400000US11001008904,11,001,008904,89.04,Tract,0.176000000000000,11001008904,11001,10122.482581599999000,4948419.743160000100000
-1,63,1400000US11001009203,11,001,009203,92.03,Tract,0.227000000000000,11001009203,11001,11336.614791800001000,6369219.459789999800000
-1,64,1400000US11001009302,11,001,009302,93.02,Tract,0.156000000000000,11001009302,11001,9116.434115430000000,4365180.601019999900000
-1,65,1400000US11001009504,11,001,009504,95.04,Tract,0.396000000000000,11001009504,11001,13791.283327800000000,10925165.335400000000000
-1,66,1400000US11001009509,11,001,009509,95.09,Tract,0.247000000000000,11001009509,11001,10775.286608099999000,6983700.088010000100000
-1,67,1400000US11001009602,11,001,009602,96.02,Tract,0.409000000000000,11001009602,11001,15431.827861500000000,14914120.689700000000000
-1,68,1400000US11001009603,11,001,009603,96.03,Tract,0.247000000000000,11001009603,11001,12674.103045200000000,6875669.515470000000000
-1,69,1400000US11001009604,11,001,009604,96.04,Tract,0.186000000000000,11001009604,11001,10295.242392200000000,5867919.184969999800000
-1,70,1400000US11001009700,11,001,009700,97,Tract,0.156000000000000,11001009700,11001,11028.460381800000000,4168664.011460000200000
-1,71,1400000US11001009802,11,001,009802,98.02,Tract,0.078000000000000,11001009802,11001,6768.562838619999600,2211887.445510000000000
-1,72,1400000US11001009807,11,001,009807,98.07,Tract,0.401000000000000,11001009807,11001,16005.645800200000000,11382138.649800001000000
-1,73,1400000US11001009904,11,001,009904,99.04,Tract,0.164000000000000,11001009904,11001,9637.964685779999900,4543267.471520000100000
-1,74,1400000US11001009906,11,001,009906,99.06,Tract,0.096000000000000,11001009906,11001,6925.334462769999800,2562776.653150000100000
-1,75,1400000US11001010500,11,001,010500,105,Tract,0.291000000000000,11001010500,11001,12121.494083300000000,8167905.694299999600000
-1,76,1400000US11001010800,11,001,010800,108.00,Tract,0.255000000000000,11001010800,11001,11387.365059899999000,7080695.073400000100000
-1,77,1400000US11001000202,11,001,000202,2.02,Tract,0.310000000000000,11001000202,11001,22097.255965400000000,13595663.249199999000000
-1,78,1400000US11001000300,11,001,000300,3,Tract,0.394000000000000,11001000300,11001,13080.020177500001000,10826625.601600001000000
-1,79,1400000US11001000501,11,001,000501,5.01,Tract,0.363000000000000,11001000501,11001,21332.786626900001000,9918523.824570000200000
-1,80,1400000US11001000502,11,001,000502,5.02,Tract,0.225000000000000,11001000502,11001,13127.970121200000000,6360908.196519999800000
-1,81,1400000US11001000600,11,001,000600,6,Tract,0.557000000000000,11001000600,11001,16905.575035999998000,15573978.443000000000000
-1,82,1400000US11001000701,11,001,000701,7.01,Tract,0.212000000000000,11001000701,11001,10486.508380100000000,5933475.729310000300000
-1,83,1400000US11001000802,11,001,000802,8.02,Tract,0.632000000000000,11001000802,11001,22069.792274200001000,25222199.865899999000000
-1,84,1400000US11001000901,11,001,000901,9.01,Tract,1.141000000000000,11001000901,11001,23007.040824799999000,32348295.775699999000000
-1,85,1400000US11001000902,11,001,000902,9.02,Tract,0.719000000000000,11001000902,11001,27672.732234100000000,23692845.872400001000000
-1,86,1400000US11001001001,11,001,001001,10.01,Tract,0.948000000000000,11001001001,11001,21294.768717499999000,26489165.978300001000000
-1,87,1400000US11001001100,11,001,001100,11,Tract,0.647000000000000,11001001100,11001,18695.011762400001000,18233341.120000001000000
-1,88,1400000US11001001200,11,001,001200,12,Tract,0.470000000000000,11001001200,11001,16026.418525999999000,12927028.019200001000000
-1,89,1400000US11001001301,11,001,001301,13.01,Tract,1.102000000000000,11001001301,11001,27467.315785800001000,30722486.919599999000000
-1,90,1400000US11001001302,11,001,001302,13.02,Tract,0.615000000000000,11001001302,11001,20074.545343500002000,17230409.448500000000000
-1,91,1400000US11001001402,11,001,001402,14.02,Tract,0.346000000000000,11001001402,11001,15809.683505000001000,9606843.269549999400000
-1,92,1400000US11001001500,11,001,001500,15,Tract,1.810000000000000,11001001500,11001,33694.943726400001000,49668943.912500001000000
-1,93,1400000US11001001600,11,001,001600,16,Tract,1.024000000000000,11001001600,11001,26564.504214900000000,28472689.421399999000000
-1,94,1400000US11001001803,11,001,001803,18.03,Tract,0.439000000000000,11001001803,11001,14496.069891300000000,12765300.731300000000000
-1,95,1400000US11001001804,11,001,001804,18.04,Tract,0.232000000000000,11001001804,11001,11165.917016900001000,6480058.732810000000000
-1,96,1400000US11001001901,11,001,001901,19.01,Tract,0.297000000000000,11001001901,11001,11907.687414599999000,8268714.412360000400000
-1,97,1400000US11001002001,11,001,002001,20.01,Tract,0.244000000000000,11001002001,11001,13159.596995399999000,6880435.428720000200000
-1,98,1400000US11001002002,11,001,002002,20.02,Tract,0.328000000000000,11001002002,11001,14463.007529200000000,9132853.848330000400000
-1,99,1400000US11001002101,11,001,002101,21.01,Tract,0.232000000000000,11001002101,11001,10455.757357600000000,6476661.193120000000000
-1,100,1400000US11001002102,11,001,002102,21.02,Tract,0.280000000000000,11001002102,11001,11636.132855800000000,7822375.109629999800000
-1,101,1400000US11001002202,11,001,002202,22.02,Tract,0.268000000000000,11001002202,11001,10887.554372000001000,7382626.177190000200000
-1,102,1400000US11001002301,11,001,002301,23.01,Tract,0.159000000000000,11001002301,11001,9255.543364760000300,4509407.778260000100000
-1,103,1400000US11001002302,11,001,002302,23.02,Tract,0.776000000000000,11001002302,11001,19103.234111500002000,21570557.641300000000000
-1,104,1400000US11001002400,11,001,002400,24,Tract,0.215000000000000,11001002400,11001,10604.938120800000000,5929863.329719999800000
-1,105,1400000US11001002502,11,001,002502,25.02,Tract,0.233000000000000,11001002502,11001,10610.361395500000000,6507491.716810000100000
-1,106,1400000US11001002600,11,001,002600,26,Tract,0.816000000000000,11001002600,11001,27941.449015700000000,23922420.041099999000000
-1,107,1400000US11001002701,11,001,002701,27.01,Tract,0.174000000000000,11001002701,11001,10848.717143500000000,4702228.833359999600000
-1,108,1400000US11001002702,11,001,002702,27.02,Tract,0.188000000000000,11001002702,11001,11788.780548700001000,5565023.442110000200000
-1,109,1400000US11001002802,11,001,002802,28.02,Tract,0.089000000000000,11001002802,11001,6879.788240420000000,2475065.815340000200000
-1,110,1400000US11001003000,11,001,003000,30,Tract,0.081000000000000,11001003000,11001,6079.651107149999900,2256363.905510000000000
-1,111,1400000US11001003100,11,001,003100,31,Tract,0.114000000000000,11001003100,11001,8438.620283790000000,3176369.625570000100000
-1,112,1400000US11001003200,11,001,003200,32,Tract,0.172000000000000,11001003200,11001,9770.611207480000300,4779960.187970000300000
-1,113,1400000US11001003302,11,001,003302,33.02,Tract,0.077000000000000,11001003302,11001,6202.870684560000000,2138278.461389999800000
-1,114,1400000US11001003400,11,001,003400,34,Tract,0.354000000000000,11001003400,11001,15248.303467399999000,11785924.642700000000000
-1,115,1400000US11001003500,11,001,003500,35,Tract,0.147000000000000,11001003500,11001,9703.253404799999800,4231382.157859999700000
-1,116,1400000US11001003700,11,001,003700,37,Tract,0.113000000000000,11001003700,11001,7545.481487780000000,3108689.709830000100000
-1,117,1400000US11001003800,11,001,003800,38,Tract,0.137000000000000,11001003800,11001,8835.571546479999600,3886184.809830000200000
-1,118,1400000US11001003900,11,001,003900,39,Tract,0.147000000000000,11001003900,11001,10806.756090200000000,4397556.234360000100000
-1,119,1400000US11001004001,11,001,004001,40.01,Tract,0.105000000000000,11001004001,11001,7577.543199580000000,3023305.274030000000000
-1,120,1400000US11001004100,11,001,004100,41,Tract,0.304000000000000,11001004100,11001,12346.164944900000000,8874128.132190000300000
-1,121,1400000US11001004201,11,001,004201,42.01,Tract,0.079000000000000,11001004201,11001,5997.727800679999700,2142727.992790000000000
-1,122,1400000US11001004300,11,001,004300,43,Tract,0.091000000000000,11001004300,11001,6649.725878549999800,2599030.312839999800000
-1,123,1400000US11001004400,11,001,004400,44,Tract,0.201000000000000,11001004400,11001,9579.418641370000800,5490129.815519999700000
-1,124,1400000US11001004600,11,001,004600,46,Tract,0.169000000000000,11001004600,11001,9485.874884419999900,4669766.405240000200000
-1,125,1400000US11001004701,11,001,004701,47.01,Tract,0.124000000000000,11001004701,11001,9571.456116690000300,3459918.278289999800000
-1,126,1400000US11001004801,11,001,004801,48.01,Tract,0.123000000000000,11001004801,11001,8037.051270449999700,3446673.983640000200000
-1,127,1400000US11001004802,11,001,004802,48.02,Tract,0.111000000000000,11001004802,11001,7192.200841519999800,3101164.467040000000000
-1,128,1400000US11001004902,11,001,004902,49.02,Tract,0.102000000000000,11001004902,11001,6731.767344259999800,2840169.680019999900000
-1,129,1400000US11001005001,11,001,005001,50.01,Tract,0.079000000000000,11001005001,11001,6909.779917760000000,2199492.188440000200000
-1,130,1400000US11001005002,11,001,005002,50.02,Tract,0.090000000000000,11001005002,11001,7261.212111660000100,2490709.043690000200000
-1,131,1400000US11001005201,11,001,005201,52.01,Tract,0.131000000000000,11001005201,11001,8580.869478489999900,3721873.271610000200000
-1,132,1400000US11001005301,11,001,005301,53.01,Tract,0.111000000000000,11001005301,11001,7567.983089770000300,3103195.966440000100000
-1,133,1400000US11001005500,11,001,005500,55,Tract,0.243000000000000,11001005500,11001,12810.402109500001000,7062933.194299999600000
-1,134,1400000US11001005800,11,001,005800,58,Tract,0.352000000000000,11001005800,11001,13189.950368300000000,9867325.712269999100000
-1,135,1400000US11001005900,11,001,005900,59,Tract,0.249000000000000,11001005900,11001,10928.627518800000000,6890515.435929999700000
-1,136,1400000US11001006202,11,001,006202,62.02,Tract,2.542000000000000,11001006202,11001,83981.132018599994000,124545736.766000000000000
-1,137,1400000US11001006500,11,001,006500,65,Tract,0.192000000000000,11001006500,11001,10822.637559400000000,5130927.127349999700000
-1,138,1400000US11001006600,11,001,006600,66,Tract,0.114000000000000,11001006600,11001,8730.358436720000100,3188481.759959999900000
-1,139,1400000US11001006700,11,001,006700,67,Tract,0.165000000000000,11001006700,11001,9883.842974940000200,4600830.574649999800000
-1,140,1400000US11001006802,11,001,006802,68.02,Tract,0.109000000000000,11001006802,11001,8141.576741220000300,2904691.074180000000000
-1,141,1400000US11001006804,11,001,006804,68.04,Tract,0.596000000000000,11001006804,11001,21659.886110799998000,22068329.001100000000000
-1,142,1400000US11001006900,11,001,006900,69,Tract,0.158000000000000,11001006900,11001,9357.560905610000200,4421144.075509999900000
-1,143,1400000US11001007000,11,001,007000,70,Tract,0.162000000000000,11001007000,11001,9535.455869789999300,4522309.627249999900000
-1,144,1400000US11001007200,11,001,007200,72,Tract,0.525000000000000,11001007200,11001,17532.199714999999000,17588261.378500000000000
-1,145,1400000US11001007301,11,001,007301,73.01,Tract,1.772000000000000,11001007301,11001,52541.428144999998000,105542492.998000000000000
-1,146,1400000US11001007304,11,001,007304,73.04,Tract,0.478000000000000,11001007304,11001,18098.835064600000000,13817351.008600000000000
-1,147,1400000US11001007401,11,001,007401,74.01,Tract,0.464000000000000,11001007401,11001,20505.531213700000000,15693951.207900001000000
-1,148,1400000US11001007404,11,001,007404,74.04,Tract,0.311000000000000,11001007404,11001,16317.280384399999000,8702963.598039999600000
-1,149,1400000US11001007406,11,001,007406,74.06,Tract,0.143000000000000,11001007406,11001,8384.186540660000900,3698844.922929999900000
-1,150,1400000US11001009301,11,001,009301,93.01,Tract,0.425000000000000,11001009301,11001,14988.852919600000000,11780166.849099999000000
-1,151,1400000US11001009400,11,001,009400,94,Tract,0.614000000000000,11001009400,11001,18029.828530399998000,17067048.769800000000000
-1,152,1400000US11001009501,11,001,009501,95.01,Tract,0.616000000000000,11001009501,11001,20053.480015599998000,17311236.654199999000000
-1,153,1400000US11001009503,11,001,009503,95.03,Tract,0.549000000000000,11001009503,11001,17608.915625599999000,14972196.891100001000000
-1,154,1400000US11001009505,11,001,009505,95.05,Tract,0.402000000000000,11001009505,11001,14685.431671099999000,10991699.079000000000000
-1,155,1400000US11001009507,11,001,009507,95.07,Tract,0.114000000000000,11001009507,11001,7942.944222299999600,3027390.630129999900000
-1,156,1400000US11001009508,11,001,009508,95.08,Tract,0.365000000000000,11001009508,11001,18297.144152299999000,10295728.419199999000000
-1,157,1400000US11001009601,11,001,009601,96.01,Tract,0.728000000000000,11001009601,11001,21780.447755800000000,22540800.809300002000000
-1,158,1400000US11001009801,11,001,009801,98.01,Tract,0.167000000000000,11001009801,11001,10382.392188100001000,4981228.113029999700000
-1,159,1400000US11001009803,11,001,009803,98.03,Tract,0.205000000000000,11001009803,11001,10376.314049299999000,5590273.550769999600000
-1,160,1400000US11001009804,11,001,009804,98.04,Tract,0.200000000000000,11001009804,11001,12137.493019000000000,5594034.575430000200000
-1,161,1400000US11001009810,11,001,009810,98.10,Tract,0.154000000000000,11001009810,11001,9063.236606849999600,4374977.068040000300000
-1,162,1400000US11001009811,11,001,009811,98.11,Tract,0.181000000000000,11001009811,11001,11385.344583200000000,5018786.685150000300000
-1,163,1400000US11001009901,11,001,009901,99.01,Tract,0.812000000000000,11001009901,11001,19308.244397700000000,22749079.967399999000000
-1,164,1400000US11001009902,11,001,009902,99.02,Tract,0.500000000000000,11001009902,11001,17395.349382900000000,13867516.779999999000000
-1,165,1400000US11001009903,11,001,009903,99.03,Tract,0.145000000000000,11001009903,11001,10583.663563500000000,4063198.792590000200000
-1,166,1400000US11001009905,11,001,009905,99.05,Tract,0.167000000000000,11001009905,11001,9570.361895919999400,4674529.744040000300000
-1,167,1400000US11001009907,11,001,009907,99.07,Tract,0.180000000000000,11001009907,11001,10339.970184800000000,5199220.005199999500000
-1,168,1400000US11001010100,11,001,010100,101,Tract,0.224000000000000,11001010100,11001,11070.081176899999000,6201931.663470000000000
-1,169,1400000US11001010200,11,001,010200,102,Tract,0.479000000000000,11001010200,11001,16614.329248900001000,14926716.209200000000000
-1,170,1400000US11001010300,11,001,010300,103,Tract,0.417000000000000,11001010300,11001,17366.599372799999000,11469185.969000001000000
-1,171,1400000US11001010400,11,001,010400,104,Tract,1.056000000000000,11001010400,11001,24966.605034799999000,29322226.584500000000000
-1,172,1400000US11001010600,11,001,010600,106,Tract,0.477000000000000,11001010600,11001,17133.177721500000000,13371474.013000000000000
-1,173,1400000US11001010700,11,001,010700,107,Tract,0.344000000000000,11001010700,11001,12443.914022499999000,9596492.771460000400000
-1,174,1400000US11001010900,11,001,010900,109,Tract,0.919000000000000,11001010900,11001,38180.187119100003000,55921326.729400001000000
-1,175,1400000US11001011000,11,001,011000,110,Tract,0.250000000000000,11001011000,11001,18547.020182699998000,11121960.816400001000000
-1,176,1400000US11001011100,11,001,011100,111,Tract,2.206000000000000,11001011100,11001,44610.036430599997000,65188603.176799998000000
-1,177,1400000US11001001902,11,001,001902,19.02,Tract,0.343000000000000,11001001902,11001,13111.925865400000000,9550035.633470000700000
-1,178,1400000US11001008100,11,001,008100,81,Tract,0.113000000000000,11001008100,11001,7648.510859600000000,3144077.360450000000000
-1,179,1400000US11001000801,11,001,000801,8.01,Tract,1.132000000000000,11001000801,11001,27372.685742800000000,33639907.457199998000000
-1,180,1400000US51059415100,51,059,415100,4151,Tract,0.920000000000000,51059415100,51059,21573.946505000000000,25481320.051800001000000
-1,181,1400000US51059415401,51,059,415401,4154.01,Tract,0.625000000000000,51059415401,51059,18131.932415499999000,17305420.620600000000000
-1,182,1400000US51059416000,51,059,416000,4160,Tract,1.327000000000000,51059416000,51059,28708.729130500000000,37073500.632100001000000
-1,183,1400000US51059420100,51,059,420100,4201,Tract,1.418000000000000,51059420100,51059,36062.005665299999000,39928401.253799997000000
-1,184,1400000US51059420800,51,059,420800,4208,Tract,1.058000000000000,51059420800,51059,27956.105983000001000,29478843.160999998000000
-1,185,1400000US51059421200,51,059,421200,4212,Tract,0.528000000000000,51059421200,51059,20787.789921700001000,17336068.186299998000000
-1,186,1400000US51059421600,51,059,421600,4216,Tract,0.443000000000000,51059421600,51059,20043.058525900000000,12222668.028400000000000
-1,187,1400000US51059421800,51,059,421800,4218,Tract,0.762000000000000,51059421800,51059,22174.417039500000000,21051593.705100000000000
-1,188,1400000US51059422301,51,059,422301,4223.01,Tract,0.505000000000000,51059422301,51059,16142.872241700001000,14053207.753400000000000
-1,189,1400000US51059422401,51,059,422401,4224.01,Tract,0.213000000000000,51059422401,51059,10970.581724400001000,5834861.148299999500000
-1,190,1400000US51059430203,51,059,430203,4302.03,Tract,0.605000000000000,51059430203,51059,17502.166471100001000,16774439.068399999000000
-1,191,1400000US51059430500,51,059,430500,4305,Tract,0.437000000000000,51059430500,51059,18143.692879499999000,12075073.163000001000000
-1,192,1400000US51059430901,51,059,430901,4309.01,Tract,0.742000000000000,51059430901,51059,19237.828654800000000,20284930.536600001000000
-1,193,1400000US51059431801,51,059,431801,4318.01,Tract,0.549000000000000,51059431801,51059,28791.383445899999000,16252163.851199999000000
-1,194,1400000US51059431900,51,059,431900,4319,Tract,0.613000000000000,51059431900,51059,17791.733154199999000,16916214.497699998000000
-1,195,1400000US51059432300,51,059,432300,4323,Tract,1.147000000000000,51059432300,51059,23753.545870400001000,32459553.593699999000000
-1,196,1400000US51059432702,51,059,432702,4327.02,Tract,0.662000000000000,51059432702,51059,25127.257683200001000,17905398.949200001000000
-1,197,1400000US51059440600,51,059,440600,4406,Tract,1.340000000000000,51059440600,51059,27170.735232899999000,37401711.390000001000000
-1,198,1400000US51059450200,51,059,450200,4502,Tract,0.513000000000000,51059450200,51059,18708.097081600001000,14207807.550500000000000
-1,199,1400000US51059450500,51,059,450500,4505,Tract,0.401000000000000,51059450500,51059,13892.572802000001000,11128240.064099999000000
-1,200,1400000US51059450702,51,059,450702,4507.02,Tract,0.475000000000000,51059450702,51059,15644.719751500001000,13272217.718100000000000
-1,201,1400000US51059451300,51,059,451300,4513,Tract,0.676000000000000,51059451300,51059,20460.665887399999000,19266270.972800002000000
-1,202,1400000US51059451900,51,059,451900,4519,Tract,1.069000000000000,51059451900,51059,25346.928970900000000,29926228.246100001000000
-1,203,1400000US51059452102,51,059,452102,4521.02,Tract,0.898000000000000,51059452102,51059,22573.418759699998000,25092407.731199998000000
-1,204,1400000US51059452502,51,059,452502,4525.02,Tract,0.470000000000000,51059452502,51059,16834.364002200000000,13199591.074100001000000
-1,205,1400000US51059452802,51,059,452802,4528.02,Tract,0.048000000000000,51059452802,51059,7151.764783839999800,1349806.100649999900000
-1,206,1400000US51059460200,51,059,460200,4602,Tract,3.129000000000000,51059460200,51059,50860.929761100000000,87701823.586799994000000
-1,207,1400000US51059460300,51,059,460300,4603,Tract,0.864000000000000,51059460300,51059,27396.006777999999000,24457201.424899999000000
-1,208,1400000US51059460600,51,059,460600,4606,Tract,1.085000000000000,51059460600,51059,24821.209387600000000,30216783.457699999000000
-1,209,1400000US51059461000,51,059,461000,4610,Tract,0.650000000000000,51059461000,51059,18292.249313500000000,18292078.962000001000000
-1,210,1400000US51059461601,51,059,461601,4616.01,Tract,1.085000000000000,51059461601,51059,29462.522651899999000,30336846.494300000000000
-1,211,1400000US51059461901,51,059,461901,4619.01,Tract,0.351000000000000,51059461901,51059,17592.298441200001000,9877110.189239999300000
-1,212,1400000US51059470600,51,059,470600,4706,Tract,0.934000000000000,51059470600,51059,22806.135789299999000,26152879.789600000000000
-1,213,1400000US51059471000,51,059,471000,4710,Tract,0.724000000000000,51059471000,51059,20234.709799000000000,20203943.852699999000000
-1,214,1400000US51059471303,51,059,471303,4713.03,Tract,0.535000000000000,51059471303,51059,21322.216657900000000,14920767.997700000000000
-1,215,1400000US51059480202,51,059,480202,4802.02,Tract,1.337000000000000,51059480202,51059,26912.543683600001000,37257392.589599997000000
-1,216,1400000US51059480501,51,059,480501,4805.01,Tract,1.957000000000000,51059480501,51059,32178.368539800002000,55015388.178300001000000
-1,217,1400000US51059480802,51,059,480802,4808.02,Tract,0.996000000000000,51059480802,51059,24447.951092899999000,27818822.433600001000000
