GEO_ID,DEC_MA,DEC_AAPp,D24pb,D24plh,D25ph,D25pb,dec_ue16p,dec_nw16p,DEC_p1000,DEC_MGR,DEC_MI,DEC_BPLp,DEC_BPLMp,DEC_BPLFp,DEC_pOO,DEC_pRO,DEC_pFOC,DEC_pFRC
1400000US11001008410,36.3,91.6,0,0.409722222,0.26625387,16.7,0.112,0.467,0,900.592,56722.9,0.193215339,0.080383481,0.112831858,0.721590909,0.278409091,0.037878788,0.058712121
1400000US11001008500,36.3,92.1,0.14516129,0.298387097,0.310142087,15.8,0.097,0.423,0,904.519,46109.53,0.244910549,0.123997532,0.120913017,0.600177305,0.399822695,0.074468085,0.056737589
1400000US11001008600,40.8,78.7,#DIV/0!,#DIV/0!,0.265306122,22.4,0.327,0.265,0,818.125,76903.75,0.285714286,0.285714286,0,0.538461538,0.461538462,0,0.461538462
1400000US11001008701,37.8,95.2,0.031914894,0.35106383,0.273313783,20.6,0.085,0.427,0,740.894,52666.31,0.191002045,0.103067485,0.08793456,0.617333333,0.382666667,0.044,0.122666667
1400000US11001008702,37,91.2,0.028248588,0.435028249,0.277966102,9.2,0.076,0.48,0.023809524,565.488,39218.95,0.258639309,0.147408207,0.111231102,0.354138399,0.645861601,0.036635007,0.112618725
1400000US11001008802,38.9,96.4,0.051779935,0.394822006,0.284140969,8.7,0.096,0.518,0,586.432,37256.76,0.286887285,0.126150784,0.160736502,0.478396994,0.521603006,0.048841578,0.055103319
1400000US11001008803,24.4,59,0.098124098,0.075036075,0.356179775,15.4,0.198,0.444,0,649.264,23374.81,0.443548387,0.20609319,0.237455197,0.120930233,0.879069767,0.023255814,0.251162791
1400000US11001008804,36.2,97.5,0.176470588,0.487394958,0.382157124,3.3,0.065,0.417,0,658.427,32056.1,0.287307033,0.132504288,0.154802744,0.217228464,0.782771536,0.028089888,0.18258427
1400000US11001008903,36.8,96.9,0,0.306122449,0.301449275,9,0.074,0.461,0,627.011,38874.68,0.232314776,0.099204688,0.133110088,0.303846154,0.696153846,0.059615385,0.109615385
1400000US11001008904,34.2,97,0.017006803,0.496598639,0.389484979,3.5,0.07,0.491,0,600.831,28195.86,0.364732001,0.132889312,0.23184269,0.135533708,0.864466292,0.010533708,0.202247191
1400000US11001008905,38,0,#DIV/0!,#DIV/0!,#DIV/0!,(X),#VALUE!,#VALUE!,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0,0
1400000US11001009000,53.1,97,0.084507042,0.394366197,0.305990286,19.3,0.041,0.59,0,290.598,29596.49,0.241613588,0.088322718,0.15329087,0.298772169,0.701227831,0.02319236,0.027967258
1400000US11001009101,44,94.3,0.105263158,0.26625387,0.309591373,21.4,0.077,0.484,0,891.429,50859.89,0.161575732,0.066989678,0.094586054,0.713952131,0.286047869,0.051955633,0.044366608
1400000US11001009102,34,96.8,0,0.404092072,0.363134658,11.1,0.06,0.501,0,511.819,36276.32,0.284519828,0.117773531,0.166746297,0.387392901,0.612607099,0.020807834,0.14749082
1400000US11001009201,36,72.7,0.130434783,0.061594203,0.231660232,15.4,0.071,0.404,0,753.984,39620.81,0.241604478,0.090485075,0.151119403,0.362549801,0.637450199,0.065737052,0.201195219
1400000US11001009203,37.8,93.5,0.06147541,0.307377049,0.295305401,13.2,0.069,0.388,0,676.753,41127.47,0.246000711,0.127266264,0.118734447,0.485494881,0.514505119,0.034129693,0.059726962
1400000US11001009204,34.1,94.3,0.070754717,0.235849057,0.357786358,6.8,0.071,0.493,0,661.045,28880.47,0.287546545,0.103847745,0.1836988,0.131459655,0.868540345,0.009972801,0.192203083
1400000US11001009301,41,71.8,0.340361446,0.222891566,0.253136201,35,0.071,0.402,0.007255139,933.317,66922.63,0.144455097,0.057206775,0.087248322,0.780444444,0.219555556,0.050666667,0.016
1400000US11001009302,41,93.9,0,0.563829787,0.303191489,16.7,0.086,0.366,0,649.264,54814.38,0.120676403,0.051498847,0.069177556,0.700610998,0.299389002,0.034623218,0.036659878
1400000US11001009400,45.1,92.5,0.118243243,0.287162162,0.170723791,33.3,0.057,0.437,0,888.811,70107.42,0.079238921,0.027697495,0.051541426,0.804270463,0.195729537,0.047449585,0.036180308
1400000US11001009501,25.4,59.5,0.083958021,0.043478261,0.25862069,27,0.222,0.309,0,780.164,37443.95,0.155796069,0.061236115,0.094559954,0.173740804,0.826259196,0.01188455,0.086021505
1400000US11001009503,46.3,86.9,0.037974684,0.278481013,0.213704497,42,0.037,0.455,0,1363.978,80722.1,0.07026307,0.051282051,0.018981019,0.922949461,0.077050539,0.034797017,0.006628003
1400000US11001009504,41.6,76.3,0.160771704,0.115755627,0.21189146,29.9,0.085,0.406,0,757.911,56563.2,0.131350682,0.069702602,0.061648079,0.541729894,0.458270106,0.050075873,0.062974203
1400000US11001009505,47.5,93.7,0.243478261,0.356521739,0.312195122,25.6,0.039,0.47,0,752.675,60244.11,0.06584537,0.016992353,0.048853016,0.822454308,0.177545692,0.039164491,0.006092254
1400000US11001009507,44.8,96.8,0,0,0.218671152,23,0.031,0.492,0,823.361,54138.93,0.133676093,0.042416452,0.09125964,0.781679389,0.218320611,0.018320611,0
1400000US11001009508,46.2,95.5,0.055276382,0.105527638,0.274555659,21.4,0.046,0.42,0,764.456,54941.35,0.057256032,0.024846957,0.032409075,0.594984802,0.405015198,0.034954407,0.034954407
1400000US11001009509,47.3,96.2,0.164772727,0.193181818,0.260099864,20.6,0.027,0.451,0,1087.779,70532.85,0.056752137,0.019487179,0.037264957,0.923763179,0.076236821,0.04298459,0.01703163
1400000US11001009601,28.1,97.7,0,0.305555556,0.321231255,14.9,0.116,0.444,0,539.308,42635.44,0.283846478,0.116828342,0.167018136,0.425207756,0.574792244,0.038781163,0.25900277
1400000US11001009602,27.9,98.1,0,0.300911854,0.402794654,9.3,0.081,0.417,0,738.276,28465.51,0.326058632,0.142345277,0.183713355,0.08952959,0.91047041,0.016691958,0.310318665
1400000US11001009603,42.3,97.8,0,0.35193133,0.343547691,15.1,0.076,0.468,0,778.855,41754.48,0.205144291,0.077478043,0.127666248,0.301921885,0.698078115,0.014879107,0.12399256
1400000US11001009604,45.2,97.9,0.060810811,0.317567568,0.356469003,9.5,0.056,0.508,0,691.152,42767.65,0.151454363,0.074724173,0.076730191,0.704225352,0.295774648,0.054171181,0.043336945
1400000US11001009700,28.5,98.8,0,0.404878049,0.373745174,4.9,0.101,0.368,0,672.826,43309.57,0.213321724,0.071397475,0.141924249,0.410404624,0.589595376,0.041618497,0.247398844
1400000US11001009801,21.4,98.1,0,0.552419355,0.382702703,3.1,0.155,0.436,0,421.498,21271.25,0.480288462,0.2,0.280288462,0.17080292,0.82919708,0.03649635,0.411678832
1400000US11001009802,24.3,98.3,0.118012422,0.50931677,0.376226827,2.7,0.134,0.532,0,439.824,33865.14,0.409422322,0.194615816,0.214806506,0.287456446,0.712543554,0.041811847,0.280487805
1400000US11001009803,32.8,96.8,0,0.30212766,0.395620438,11.2,0.134,0.384,0,739.585,30489.23,0.348795718,0.133809099,0.214986619,0.200205339,0.799794661,0.023613963,0.213552361
1400000US11001009804,26.8,97.8,0,0.272401434,0.347445255,7.4,0.116,0.42,0,655.809,29503.55,0.334117647,0.128235294,0.205882353,0.321902655,0.678097345,0.07079646,0.212389381
1400000US11001009806,27.3,97.8,0,0.384083045,0.341638119,6.3,0.118,0.458,0,620.466,26398.6,0.409175554,0.189605553,0.219570002,0.13170114,0.86829886,0.016884762,0.302237231
1400000US11001009807,34.9,96.8,0.108303249,0.429602888,0.41190253,9.7,0.069,0.437,0,650.573,39369.48,0.191058218,0.076873593,0.114184625,0.414614774,0.585385226,0.029388403,0.107227959
1400000US11001009808,29.3,97.5,0,0.431095406,0.387543253,5.5,0.141,0.358,0,767.074,33651.77,0.294426494,0.126817447,0.167609047,0.074789916,0.925210084,0.021848739,0.219327731
1400000US11001009809,46.7,82,0,0,0.279320988,7.3,0.248,0.568,0,0,0,0.777777778,0.777777778,0,#DIV/0!,#DIV/0!,0,0
1400000US11001009901,49.9,93.9,0.210526316,0.219298246,0.27189683,32,0.043,0.45,0,874.412,80076.77,0.065652174,0.028695652,0.036956522,0.859266601,0.140733399,0.041625372,0.019821606
1400000US11001009902,42.5,96.4,0.058823529,0.328431373,0.325306893,13.8,0.078,0.479,0.006944444,750.057,53860.11,0.127747253,0.048076923,0.07967033,0.754637437,0.245362563,0.05227656,0.032040472
1400000US11001009903,37.1,98.1,0.073170732,0.390243902,0.272867025,9.1,0.075,0.568,0,306.306,25058.19,0.426062847,0.212107209,0.213955638,0.408139535,0.591860465,0.023255814,0.173255814
1400000US11001009904,31,97.6,0.039772727,0.477272727,0.415841584,3.9,0.082,0.389,0,649.264,35009.21,0.304517568,0.110429448,0.19408812,0.102827763,0.897172237,0.01285347,0.168380463
1400000US11001009905,32.3,98.5,0.025830258,0.52398524,0.366336634,3.8,0.109,0.422,0,647.955,33743.4,0.341957255,0.152230971,0.189726284,0.361702128,0.638297872,0.054158607,0.13926499
1400000US11001009906,37.3,97.8,0.051470588,0.529411765,0.343126967,6.6,0.124,0.51,0,676.753,32014.21,0.317941953,0.145778364,0.172163588,0.268398268,0.731601732,0.027417027,0.233766234
1400000US11001009907,25.3,98.5,0,0.539285714,0.404528764,5.6,0.124,0.504,0,456.841,26410.38,0.424967658,0.17076326,0.254204398,0.318095238,0.681904762,0.07047619,0.252380952
1400000US24031700101,40.8,6.4,0.265536723,0.214689266,0.171340761,58.9,0.018,0.26,0,166935.46,0.953957997,0.046042003,0.015347334,0,,,,
1400000US24031700102,33.6,15.5,0.0432,0.2352,0.146114278,53.2,0.012,0.219,0,104971.33,0.873925501,0.126074499,0.047147695,0.038030737,,,,
1400000US24031700103,39.2,6.6,0.057613169,0.259259259,0.161365919,53,0.024,0.273,0.001788909,139705.64,0.934982332,0.065017668,0.027561837,0,,,,
1400000US24031700202,32.8,6.3,0.046511628,0.302325581,0.215211543,34.9,0.013,0.247,0,81053.28,0.796581197,0.203418803,0.087179487,0.077777778,,,,
1400000US24031700204,39.4,2.2,0.049295775,0.147887324,0.324845679,28.6,0.03,0.281,0,83527.29,0.853868195,0.146131805,0.015759312,0.015759312,,,,
1400000US24031700205,35.8,2.4,0.054151625,0.407942238,0.160879261,58.4,0.019,0.223,0,118332.29,0.962033462,0.037966538,0.043114543,0.010939511,,,,
1400000US24031700206,35.2,3.7,0.306962025,0.253164557,0.191900312,42.3,0.01,0.225,0.004663558,104176.77,0.948296837,0.051703163,0.050486618,0.013990268,,,,
1400000US24031700302,40.4,4.8,0.043209877,0.098765432,0.230215827,44.1,0.008,0.27,0.015421115,113961.54,0.892687559,0.107312441,0.008547009,0.015194682,,,,
1400000US24031700304,31.8,13.8,0.242352941,0.103529412,0.181632653,57.9,0.023,0.216,0.005695688,98142.28,0.755244755,0.244755245,0.043956044,0.014485514,,,,
1400000US24031700306,31.5,18,0.171830986,0.115492958,0.164336587,49.1,0.014,0.163,0,96657.87,0.881927711,0.118072289,0.062168675,0.038554217,,,,
1400000US24031700308,32.2,12.2,0.180076628,0.172413793,0.148596446,48.4,0.023,0.151,0,92942.93,0.746608315,0.253391685,0.049452954,0.03238512,,,,
1400000US24031700309,31.1,18.6,0.282511211,0.134529148,0.162954714,43.5,0.027,0.177,0,76397.17,0.661736334,0.338263666,0.030868167,0.049517685,,,,
1400000US24031700310,32.1,11.9,0.251559252,0.11018711,0.161676647,49.6,0.024,0.179,0,84057.44,0.574468085,0.425531915,0.031052329,0.057504313,,,,
1400000US24031700400,42.7,8.1,0.046511628,0.244186047,0.147696477,46.1,0.013,0.325,0,120243.43,0.813922356,0.186077644,0.001338688,0.024096386,,,,
1400000US24031700500,36.5,4.9,0.04290429,0.260726073,0.250864198,41.2,0.014,0.224,0.003792668,107445.34,0.861414333,0.138585667,0.03986711,0.017085904,,,,
1400000US24031700604,40.2,4,0.131147541,0.163934426,0.086554423,72,0.013,0.273,0.004686585,170989.43,0.955348381,0.044651619,0.011776251,0.007360157,,,,
1400000US24031700605,36.4,5.9,0.162447257,0.132911392,0.055150884,74.5,0.016,0.209,0.005459057,145039.82,0.920540997,0.079459003,0.029585799,0.00887574,,,,
1400000US24031700606,38.9,2.4,0.204379562,0.156934307,0.047249647,76.5,0.018,0.248,0,135937.03,0.936936937,0.063063063,0.032571033,0.004158004,,,,
1400000US24031700607,36.1,3.3,0.19376392,0.16481069,0.072977034,74.7,0.017,0.264,0,140568.27,0.882024882,0.117975118,0.020592021,0.022308022,,,,
1400000US24031700608,39.4,4.5,0.161290323,0.193548387,0.056573449,74.2,0.009,0.322,0.141035259,207155.8,0.984869326,0.015130674,0.017881706,0,,,,
1400000US24031700609,32.4,15.8,0.23255814,0.097674419,0.127039051,53.9,0.014,0.209,0,91204.58,0.731537793,0.268462207,0.025195482,0.030697944,,,,
1400000US24031700610,40.3,5.8,0,0.114427861,0.123919308,54.4,0.005,0.29,0,128827.85,0.887426901,0.112573099,0.024853801,0.011695906,,,,
1400000US24031700704,35.4,7.7,0.169230769,0.420512821,0.145864662,42.8,0.029,0.291,0,92503.1,0.681362725,0.318637275,0.012024048,0.011022044,,,,
1400000US24031700705,31.7,16.8,0.07862069,0.405517241,0.175841674,31.4,0.029,0.287,0,65295.54,0.50990991,0.49009009,0.027927928,0.051801802,,,,
1400000US24031700706,29.8,21.3,0.380246914,0.27654321,0.154985192,45.5,0.044,0.248,0,64883.2,0.294164668,0.705835332,0.028776978,0.049560352,,,,
1400000US24031700708,30.4,19.7,0.056508577,0.353178607,0.175259486,30.2,0.029,0.237,0,71303.85,0.465820313,0.534179688,0.015625,0.072265625,,,,
1400000US24031700710,35.6,16.5,0.094537815,0.12394958,0.193056943,45.2,0.015,0.289,0,107145.58,0.817193164,0.182806836,0.022786121,0.035214915,,,,
1400000US24031700711,35.2,15.1,0.098623853,0.243119266,0.144012523,55.3,0.033,0.255,0,100884.63,0.730653266,0.269346734,0.012060302,0.049246231,,,,
1400000US24031700712,34.8,18.2,0.188940092,0.132104455,0.187639946,44.9,0.027,0.209,0,71306.47,0.494891008,0.505108992,0.012942779,0.039168937,,,,
1400000US24031700713,29.8,17.4,0.295302013,0.203579418,0.124316547,51.5,0.019,0.262,0,65815.21,0.355237154,0.644762846,0.029644269,0.038043478,,,,
1400000US24031700714,42.7,17,0.162162162,0.16008316,0.204216618,43.9,0.067,0.469,0,54875.9,0.121111846,0.878888154,0.00397088,0.05989411,,,,
1400000US24031700715,33.2,17.7,0.013020833,0.1796875,0.16796875,36.9,0.024,0.225,0,94902.5,0.841491841,0.158508159,0.054778555,0.034965035,,,,
1400000US24031700716,32.7,16.3,0.114901257,0.332136445,0.172933928,44.6,0.023,0.226,0,91822.42,0.76217079,0.23782921,0.048284118,0.007980846,,,,
1400000US24031700805,34,15.7,0.050520059,0.187221397,0.132129825,50.9,0.032,0.241,0,86747.43,0.623228483,0.376771517,0.026270308,0.064638783,,,,
1400000US24031700806,35.5,4.7,0.315340909,0.1875,0.077251107,70.7,0.012,0.224,0,120484.29,0.767979452,0.232020548,0.0168379,0.011986301,,,,
1400000US24031700808,31.9,21.1,0.082658023,0.301458671,0.216311323,36.2,0.021,0.228,0,80300.61,0.686637618,0.313362382,0.031227306,0.06681191,,,,
1400000US24031700809,31,17.8,0.174267101,0.195439739,0.151712263,46.5,0.03,0.175,0,93107.86,0.73717722,0.26282278,0.036434383,0.052352317,,,,
1400000US24031700810,35.9,15.8,0.04494382,0.2,0.158810503,57,0.017,0.214,0.005427408,101218.43,0.874640598,0.125359402,0.056354227,0.031627372,,,,
1400000US24031700811,34.2,25.1,0.141221374,0.202290076,0.198409376,40.1,0.047,0.272,0,86121.73,0.781493002,0.218506998,0.061430793,0.039657854,,,,
1400000US24031700812,39.6,13.6,0.099173554,0.17768595,0.201816347,41.9,0.015,0.281,0,76903.75,0.733918129,0.266081871,0.037426901,0.023976608,,,,
1400000US24031700813,37.4,16.7,0.098081023,0.234541578,0.163213886,50.4,0.032,0.27,0.007334963,89395.54,0.815092454,0.184907546,0.032483758,0.044477761,,,,
1400000US24031700815,31.2,25.7,0.132216015,0.162011173,0.202647658,42.9,0.058,0.158,0,82864.94,0.828703704,0.171296296,0.06712963,0.04537037,,,,
1400000US24031700816,31.5,17.3,0.194047619,0.320238095,0.175812798,43.8,0.025,0.213,0,76919.46,0.52886406,0.47113594,0.044692737,0.05027933,,,,
1400000US24031700817,32.3,9.9,0.45631068,0.064724919,0.130139104,60.9,0.029,0.228,0,84349.34,0.368011667,0.631988333,0.002916869,0.039863879,,,,
1400000US24031700818,29.1,23.9,0.205246914,0.135802469,0.212521056,39.7,0.023,0.144,0,61584.52,0.246215139,0.753784861,0.042231076,0.103585657,,,,
1400000US24031700819,31.8,14.4,0.133663366,0.170792079,0.162266086,42.2,0.017,0.164,0,83320.47,0.801685892,0.198314108,0.060780834,0.040816327,,,,
1400000US24031700901,41.5,16.7,0.232954545,0.25,0.195739015,45.1,0.024,0.35,0,62177.5,0.452979182,0.547020818,0.010050251,0.059583632,,,,
1400000US24031700902,35,25,0.0657277,0.234741784,0.2999593,20.8,0.045,0.357,0,68488.19,0.723695466,0.276304534,0.031650984,0.078699743,,,,
1400000US24031700903,32.3,22.2,0.202312139,0.086705202,0.260586319,36.1,0.066,0.254,0,75801.57,0.405329593,0.594670407,0.019635344,0.129032258,,,,
1400000US24031700904,36.8,7.2,0,0,0.155172414,59.3,0.025,0.363,0,41724.38,0.130592503,0.869407497,0,0.021765417,,,,
1400000US24031700905,34.9,3.4,0.40776699,0.121359223,0.116380883,68.5,0.015,0.394,0,62148.7,0.163746224,0.836253776,0.006042296,0.013293051,,,,
1400000US24031701001,39,6.8,0.178461538,0.261538462,0.145668285,59.2,0.017,0.309,0,101603.27,0.731906218,0.268093782,0.020897044,0.043832824,,,,
1400000US24031701002,39,10.5,0.0609319,0.483870968,0.083975659,64.1,0.008,0.446,0,159876.02,0.969578018,0.030421982,0.032384691,0,,,,
1400000US24031701003,44.6,2.9,0.209302326,0.251937984,0.11955701,69.8,0.015,0.354,0,130742.92,0.86197779,0.13802221,0.038603913,0.005288207,,,,
1400000US24031701004,38.5,9.2,0.180602007,0.190635452,0.103566334,60.4,0.027,0.291,0,95241.53,0.733824303,0.266175697,0.025249868,0.023145713,,,,
1400000US24031701005,40.1,5,0,0.198019802,0.105447276,58.1,0.01,0.346,0,127715.2,0.889583333,0.110416667,0.013541667,0.007291667,,,,
1400000US24031701101,38.8,6.4,0.135483871,0.332258065,0.185604798,40.5,0.017,0.335,0,89175.63,0.889841689,0.110158311,0.037598945,0.024406332,,,,
1400000US24031701102,36,6.8,0.123015873,0.206349206,0.272087568,30,0.019,0.319,0,77868.48,0.796706125,0.203293875,0.017498713,0.019042717,,,,
1400000US24031701201,36.5,5.9,0.145610278,0.207708779,0.234990619,38.7,0.03,0.316,0,79617.31,0.649076517,0.350923483,0.013632366,0.038258575,,,,
1400000US24031701202,42.9,1.1,0.204081633,0.346938776,0.083997873,71.1,0.005,0.323,0.009237875,120657.08,0.894581281,0.105418719,0.02364532,0.003940887,,,,
1400000US24031701204,36.4,9,0.404444444,0.168888889,0.152994464,55.4,0.031,0.389,0,67891.29,0.133132034,0.866867966,0.008234971,0.041174856,,,,
1400000US24031701205,45.2,1.5,0.185770751,0.201581028,0.054102564,78.8,0.02,0.368,0.013816926,183546.67,0.955465587,0.044534413,0.030364372,0,,,,
1400000US24031701206,43.4,2.6,0.154506438,0.115879828,0.085149405,69.6,0.016,0.326,0,132873.97,0.900454545,0.099545455,0.014090909,0.021818182,,,,
1400000US24031701209,35.7,4.8,0.10130719,0.130718954,0.075787894,75.9,0.015,0.282,0.004553216,168933,0.960020243,0.039979757,0.022773279,0.00354251,,,,
1400000US24031701210,45.3,2,0.24789916,0.294117647,0.036390102,80,0.005,0.275,0,184733.93,0.956813105,0.043186895,0.014892033,0.00446761,,,,
1400000US24031701211,35.5,11.4,0.192307692,0.242307692,0.109274194,61.5,0.03,0.271,0,103307.59,0.614448669,0.385551331,0.003041825,0.051711027,,,,
1400000US24031701212,41.4,5.9,0.134751773,0.24822695,0.161257084,56.1,0.024,0.291,0,141387.71,0.906010929,0.093989071,0,0,,,,
1400000US24031701213,42.2,2.8,0.512544803,0.075268817,0.078508342,71.5,0.017,0.289,0,115677.64,0.772954284,0.227045716,0.016903573,0.012293507,,,,
1400000US24031701214,34.8,2.6,0.550847458,0.101694915,0.049391069,79.9,0.02,0.129,0,79578.04,0.549566891,0.450433109,0.02213667,0.027911453,,,,
1400000US24031701215,40.3,5.5,0.548913043,0,0.08251415,74.2,0.009,0.302,0,87255.32,0.481649485,0.518350515,0.015670103,0.019381443,,,,
1400000US24031701303,46.1,4.6,0.154639175,0.097938144,0.10255447,66.8,0.019,0.296,0,154133.44,0.963746224,0.036253776,0.035498489,0,,,,
1400000US24031701304,41.1,5.1,0.164383562,0.106849315,0.170654297,52.4,0.008,0.229,0.005128205,123637.67,0.963285024,0.036714976,0.014009662,0.00531401,,,,
1400000US24031701306,38.9,5.4,0.180555556,0.194444444,0.095946639,60.7,0.019,0.254,0,134972.3,0.976008724,0.023991276,0.018538713,0,,,,
1400000US24031701307,38.8,8.5,0.122137405,0.282442748,0.157522124,59.8,0.008,0.288,0,147356.75,0.940262843,0.059737157,0.005973716,0,,,,
1400000US24031701308,42.2,11.5,0.126666667,0.213333333,0.11789601,63.4,0.004,0.263,0.01971831,169416.02,0.983481576,0.016518424,0.022871665,0.00635324,,,,
1400000US24031701309,39.1,10.7,0.19525066,0.179419525,0.165911467,56.7,0.012,0.308,0,123586.62,0.861500701,0.138499299,0.035063114,0.017531557,,,,
1400000US24031701310,34.1,13.3,0.147632312,0.233983287,0.126508531,57.1,0.007,0.205,0.004201681,111562.14,0.821907315,0.178092685,0.045193412,0.040597472,,,,
1400000US24031701312,37.4,7.8,0.102702703,0.205405405,0.15168684,50.1,0.022,0.225,0,118594.09,0.908641975,0.091358025,0.034074074,0.033580247,,,,
1400000US24031701313,35,9.4,0.04467354,0.199312715,0.180767643,53.9,0.014,0.231,0,126161.42,0.915537849,0.084462151,0.016733068,0.027888446,,,,
1400000US24031701407,41,19.1,0.102325581,0.151162791,0.125067677,60.7,0.021,0.271,0,136417.44,0.928571429,0.071428571,0.021763393,0.004464286,,,,
1400000US24031701408,41,13,0.126182965,0.141955836,0.196916419,49.1,0.006,0.304,0.009933775,110792.45,0.928293496,0.071706504,0.023902168,0.003335186,,,,
1400000US24031701409,41.1,11.8,0.106382979,0.187234043,0.177649326,53.9,0.007,0.334,0,117304.73,0.953565506,0.046434494,0.02238806,0,,,,
1400000US24031701410,33.4,33.1,0.177458034,0.107913669,0.168846333,49.8,0.019,0.187,0.004733728,94185.17,0.765151515,0.234848485,0.065656566,0.042508418,,,,
1400000US24031701412,36.8,33.8,0.177858439,0.150635209,0.173058934,47.5,0.025,0.277,0.004035874,86569.41,0.869278653,0.130721347,0.058586598,0.031490297,,,,
1400000US24031701414,36.8,32,0.092278719,0.1826742,0.183365241,51.2,0.013,0.249,0,98572.94,0.72951832,0.27048168,0.03005352,0.068752573,,,,
1400000US24031701415,39.4,31.7,0.166666667,0.189138577,0.170736589,54.4,0.025,0.33,0,102968.56,0.879788101,0.120211899,0.033822331,0.023634882,,,,
1400000US24031701416,29.8,58.2,0.298651252,0.107899807,0.176798144,49.8,0.04,0.176,0,63655.36,0.312383786,0.687616214,0.033841577,0.126812942,,,,
1400000US24031701417,29.8,47.3,0.550091075,0.092896175,0.122074074,57.7,0.029,0.129,0,62320.18,0.222852512,0.777147488,0.004862237,0.054294976,,,,
1400000US24031701503,42,21.2,0.259340659,0.210989011,0.157218269,49.3,0.015,0.362,0,105223.97,0.930727363,0.069272637,0.018307768,0.006432459,,,,
1400000US24031701504,31.4,46.4,0.102409639,0.205679862,0.204526544,38.2,0.032,0.293,0,56768.71,0.164243403,0.835756597,0.002423263,0.100700054,,,,
1400000US24031701505,35.9,37.6,0.156743621,0.218712029,0.192149703,50.9,0.045,0.303,0,76267.58,0.472627019,0.527372981,0.019298937,0.042142576,,,,
1400000US24031701506,42.7,17.5,0.292253521,0.218309859,0.106619801,67,0.024,0.295,0.005221932,121212.09,0.926094372,0.073905628,0.026151222,0.01534963,,,,
1400000US24031701507,43.4,18.3,0.170731707,0.212543554,0.129191864,59.3,0.015,0.341,0,123743.7,0.876696833,0.123303167,0.01979638,0.002828054,,,,
1400000US24031701600,29.1,28.3,0.085188771,0.323330106,0.158693844,23.6,0.035,0.344,0,57503.06,0.307278743,0.692721257,0.017369727,0.071546733,,,,
1400000US24031701701,37.2,24,0.362244898,0.18877551,0.126356589,62.4,0.026,0.252,0,61703.64,0.418426104,0.581573896,0.014075496,0.040946897,,,,
1400000US24031701702,29.8,37.9,0.097391304,0.126956522,0.164849262,40.7,0.09,0.191,0,48362.31,0.180952381,0.819047619,0.01047619,0.07047619,,,,
1400000US24031701703,35.2,36.8,0.109090909,0.431818182,0.204186245,39.7,0.023,0.286,0,65701.33,0.477237049,0.522762951,0.030612245,0.045525903,,,,
1400000US24031701704,37.7,35.1,0.194029851,0.126865672,0.133333333,52.8,0.057,0.196,0,78568.8,0.700452489,0.299547511,0.039819005,0.042533937,,,,
1400000US24031701800,37.2,36.3,0.072948328,0.407294833,0.152786283,49,0.034,0.287,0,68844.24,0.473572939,0.526427061,0.022727273,0.065010571,,,,
1400000US24031701900,31.2,20.6,0.253694581,0.42364532,0.131404175,40.6,0.053,0.297,0,50014.27,0.163884674,0.836115326,0.022003035,0.07814871,,,,
1400000US24031702000,29.8,25.8,0.043062201,0.50877193,0.194670133,21.3,0.038,0.31,0,54661.22,0.428473648,0.571526352,0.02532512,0.102669405,,,,
1400000US24031702101,32.7,40.9,0.103578154,0.248587571,0.160374598,28.4,0.048,0.345,0,60132.84,0.504893495,0.495106505,0.029936672,0.11974669,,,,
1400000US24031702102,37.5,7.1,0.113924051,0.17721519,0.098921707,70.5,0.011,0.275,0,119971.16,0.931469793,0.068530207,0.018034265,0,,,,
1400000US24031702200,37,14.8,0.11875,0.21875,0.087046632,65.3,0.019,0.288,0.00318218,103429.33,0.863333333,0.136666667,0.028666667,0.015333333,,,,
1400000US24031702301,31.3,33.9,0.101616628,0.473441109,0.229454841,33.3,0.019,0.318,0,56559.27,0.334273625,0.665726375,0.016925247,0.092383639,,,,
1400000US24031702302,35.4,24.5,0.066666667,0.346031746,0.143467426,50.9,0.026,0.292,0,75620.93,0.575366569,0.424633431,0.012903226,0.050439883,,,,
1400000US24031702401,38.7,17,0.111888112,0.286713287,0.096737908,58.5,0.02,0.294,0,92116.95,0.779503106,0.220496894,0.016563147,0.013457557,,,,
1400000US24031702402,34.5,38.2,0.167770419,0.311258278,0.178259463,43.7,0.025,0.248,0,53717.43,0.329845541,0.670154459,0.019930244,0.055804684,,,,
1400000US24031702500,36.6,47.6,0.410169492,0.074576271,0.157745144,42.7,0.085,0.284,0,47483.98,0.017053206,0.982946794,0,0.03888131,,,,
1400000US24031702601,34.2,48.7,0.560267857,0.069196429,0.098114319,60.7,0.018,0.286,0,58055.46,0,1,0,0.031540639,,,,
1400000US24031702602,30.5,37,0.490455213,0.058737151,0.121055825,60.1,0.016,0.208,0,64049.37,0.213652482,0.786347518,0.016400709,0.033244681,,,,
1400000US24031702700,34.2,27.3,0.251760563,0.367957746,0.1414791,48,0.031,0.316,0,72491.11,0.486439948,0.513560052,0.028842015,0.048213517,,,,
1400000US24031702800,37.5,29.1,0.458966565,0.082066869,0.103628447,59.9,0.013,0.249,0,74836.84,0.475806452,0.524193548,0.011200717,0.012992832,,,,
1400000US24031702900,42.5,17.1,0.418269231,0.216346154,0.079466667,73.5,0.012,0.253,0,107936.21,0.644355199,0.355644801,0.00669344,0.012494422,,,,
