GEO_ID,genten_1,genten_2
1400000US11001000100,-1.986181903,0.384474051
1400000US11001000201,-1.687284837,0.142264586
1400000US11001000202,-1.801141935,0.227063527
1400000US11001000300,-1.558107277,0.076651139
1400000US11001000400,-1.563372251,0.074206891
1400000US11001000501,-1.629641076,0.179563325
1400000US11001000502,-1.568068009,0.008101767
1400000US11001000600,-1.184556497,-0.345750026
1400000US11001000701,-1.511217937,0.064806291
1400000US11001000702,-1.686847238,0.218204281
1400000US11001000801,-1.54740702,0.057115585
1400000US11001000802,-1.543599143,0.012703229
1400000US11001000901,-1.322163273,-0.18402716
1400000US11001000902,-1.306546974,-0.242912487
1400000US11001001001,-1.315143914,-0.180493133
1400000US11001001002,-1.379125835,-0.124827873
1400000US11001001100,-1.270950752,-0.221439337
1400000US11001001200,-1.155745795,-0.388304241
1400000US11001001301,-1.061731534,-0.089222939
1400000US11001001302,-1.847139826,0.257417503
1400000US11001001401,-0.884436332,-0.550306151
1400000US11001001402,-0.940583708,-0.562507884
1400000US11001001500,-0.550234352,-0.646659752
1400000US11001001600,-0.362865617,-0.646755188
1400000US11001001702,0.256542042,-1.350153756
1400000US11001001803,-0.362865617,-0.646755188
1400000US11001001804,-0.651527139,-0.041010633
1400000US11001001901,0.096314915,-1.088021737
1400000US11001001902,0.573581185,-1.992320547
1400000US11001002001,-0.973461911,0.275512079
1400000US11001002002,-0.037455334,-0.930206668
1400000US11001002101,0.456198732,-1.544842902
1400000US11001002102,0.437156963,-1.588946892
1400000US11001002201,0.501110925,-1.26092649
1400000US11001002202,0.254688555,-0.956749857
1400000US11001002301,0.15168351,-0.922791129
1400000US11001002302,0.448413484,-0.908933754
1400000US11001002400,0.612414886,-1.252839816
1400000US11001002501,0.06798236,-1.263957355
1400000US11001002502,0.299076432,-0.904056829
1400000US11001002600,-0.717928391,-0.411087026
1400000US11001002701,-0.793108354,0.243607614
1400000US11001002702,-1.555640071,0.419628967
1400000US11001002801,0.310715457,-0.556327515
1400000US11001002802,-0.72013618,0.461003749
1400000US11001002900,0.373358887,-0.377198742
1400000US11001003000,0.279312519,-0.134507786
1400000US11001003100,0.719445765,-1.021041872
1400000US11001003200,0.104543832,-0.189656418
1400000US11001003301,-0.516807193,0.073150507
1400000US11001003302,-0.100253009,-0.148687579
1400000US11001003400,-0.308735204,0.020717432
1400000US11001003500,-0.08825382,-0.196384335
1400000US11001003600,-0.250114594,0.523079437
1400000US11001003700,-0.644974248,1.021445247
1400000US11001003800,-1.848110614,0.519423812
1400000US11001003900,-1.706442754,0.444733661
1400000US11001004001,-1.931316009,0.538287545
1400000US11001004002,-1.854712345,0.526025543
1400000US11001004100,-1.989227248,0.394686477
1400000US11001004201,-1.80245666,0.494307927
1400000US11001004202,-1.870710407,0.364933433
1400000US11001004300,-0.925773026,0.484873094
1400000US11001004400,-0.496935888,0.206946209
1400000US11001004600,0.426370051,1.177268262
1400000US11001004701,1.282694888,1.21642588
1400000US11001004702,0.752780771,3.220544734
1400000US11001004801,-0.240829402,0.055192588
1400000US11001004802,0.133311879,0.486333507
1400000US11001004901,-0.805372613,0.177299116
1400000US11001004902,-0.392834479,0.54660718
1400000US11001005001,-0.805372613,0.177299116
1400000US11001005002,-1.291672135,0.642296273
1400000US11001005201,-1.417814077,0.174535132
1400000US11001005301,-1.98376842,0.462860598
1400000US11001005500,-1.863476216,0.257016351
1400000US11001005600,-1.713548363,0.107088498
1400000US11001005800,-0.545881822,0.534848954
1400000US11001005900,-0.091302973,2.37646099
1400000US11001006202,-1.326377849,0.639393598
1400000US11001006400,-0.120024827,1.719248538
1400000US11001006500,-1.233276229,0.546960322
1400000US11001006600,-1.5909303,0.151106073
1400000US11001006700,-1.017713686,-0.22705717
1400000US11001006801,-0.703001683,-0.299824604
1400000US11001006802,0.370523274,-0.271311539
1400000US11001006804,0.181496133,-0.411722191
1400000US11001006900,-0.098360065,-0.376598415
1400000US11001007000,-0.663509044,0.298966139
1400000US11001007100,0.696653543,-0.171837451
1400000US11001007200,0.150004669,1.491747611
1400000US11001007301,0.378763898,1.174873864
1400000US11001007304,2.19242377,1.156044138
1400000US11001007401,0.868966228,0.970610365
1400000US11001007403,1.43180991,2.423544426
1400000US11001007404,1.264038633,2.309923601
1400000US11001007406,1.684535377,2.831308191
1400000US11001007407,1.567212009,2.857302721
1400000US11001007408,1.612184914,1.469591746
1400000US11001007409,1.347915081,1.938251282
1400000US11001007502,1.607254931,0.893682696
1400000US11001007503,1.527754476,0.454327188
1400000US11001007504,1.430906348,0.7072003
1400000US11001007601,0.935519374,0.709113031
1400000US11001007603,0.514842059,0.196309999
1400000US11001007604,0.430406809,-0.31279032
1400000US11001007605,1.322203075,-0.14243776
1400000US11001007703,1.20078211,0.106337951
1400000US11001007707,1.524593206,-0.840430307
1400000US11001007708,0.868651662,0.015380529
1400000US11001007709,0.510209027,-0.364175125
1400000US11001007803,0.859504872,0.049233028
1400000US11001007804,1.269898862,-0.596568652
1400000US11001007806,0.961681986,-0.344994071
1400000US11001007807,0.959299146,-0.309745715
1400000US11001007808,1.332363432,-0.216767413
1400000US11001007809,1.140829472,-0.939218238
1400000US11001007901,0.276453087,-0.300791247
1400000US11001007903,0.307352936,0.023944002
1400000US11001008001,0.762415375,-1.256515027
1400000US11001008002,-0.040251352,-0.715035711
1400000US11001008100,-0.727776855,-0.345576597
1400000US11001008200,-1.188670683,-0.291933162
1400000US11001008301,0.938194116,0.163735037
1400000US11001008302,0.074424694,-1.103449393
1400000US11001008402,0.270034593,-1.006564267
1400000US11001008410,0.870998355,-1.009816119
1400000US11001008701,0.44584367,-0.660865952
1400000US11001008702,0.771630659,0.05735417
1400000US11001008802,0.859872738,-0.443367286
1400000US11001008803,0.79627176,-0.318282561
1400000US11001008804,1.230581792,-1.35306709
1400000US11001008903,1.276447057,-1.118517411
1400000US11001008904,0.799197568,-0.645559276
1400000US11001009000,0.792863634,-0.718540598
1400000US11001009102,0.753128093,-0.857976416
1400000US11001009201,0.550324075,-0.814672744
1400000US11001009203,0.907222989,-0.618071812
1400000US11001009204,0.653585221,-0.350897773
1400000US11001009301,0.556580905,-1.276904486
1400000US11001009302,0.296423112,-0.909046041
1400000US11001009400,0.61084631,-1.866343164
1400000US11001009501,0.616870244,-1.099581147
1400000US11001009503,0.343306607,-1.635768208
1400000US11001009504,0.227890728,-1.295860474
1400000US11001009505,0.689694899,-1.99415808
1400000US11001009507,-0.333189945,-1.005101136
1400000US11001009508,0.03208792,-1.349675284
1400000US11001009509,-0.190339544,-0.902328064
1400000US11001009601,0.479092949,0.548815775
1400000US11001009602,0.96199677,-0.006836026
1400000US11001009603,0.819327954,-0.07076164
1400000US11001009604,0.732495044,0.447470225
1400000US11001009700,2.320247353,0.70388836
1400000US11001009801,2.141459262,0.564356159
1400000US11001009802,2.142714002,1.073547593
1400000US11001009803,1.626570913,0.323128754
1400000US11001009804,2.107916573,0.038880124
1400000US11001009807,0.352031175,0.63571089
1400000US11001009810,0.676937994,0.954994021
1400000US11001009811,1.282819805,1.083107221
1400000US11001009901,0.535198724,-0.16536137
1400000US11001009902,0.463578884,-0.792227755
1400000US11001009903,0.986131943,0.168446215
1400000US11001009904,1.388212168,-0.12903294
1400000US11001009905,0.804874039,0.028920899
1400000US11001009906,1.157405733,0.12656706
1400000US11001009907,1.217606906,-0.561728705
1400000US11001010100,-1.622243647,0.426843688
1400000US11001010200,-0.182429943,1.291870738
1400000US11001010300,-0.348021696,-0.704983148
1400000US11001010400,1.177325428,1.07449412
1400000US11001010500,-0.454966298,1.416960251
1400000US11001010600,1.103727982,-0.108180513
1400000US11001010700,-2.025482332,0.469354379
1400000US11001010800,-2.27370695,0.665531199
1400000US11001010900,-0.128265316,0.608471813
1400000US11001011000,-0.420970572,1.418302794
1400000US11001011100,0.783279918,-0.252696321
