GEO_ID,pov_1,pov_2,pov_3,pov_4
1400000US11001000100,-2.450576873,1.158872398,0.010293979,-0.040885039
1400000US11001000201,0.81805606,2.88249407,1.988795316,0.219785018
1400000US11001000202,-1.090697767,2.455788684,0.980944437,0.055153035
1400000US11001000300,-2.254678668,0.963256285,-0.091701083,-0.045994913
1400000US11001000400,-2.604321861,0.644815984,-0.068914969,-0.027119803
1400000US11001000501,-2.582738842,0.134836859,-0.075202293,-0.007949787
1400000US11001000502,-3.003397145,0.064016197,0.052072256,0.012825294
1400000US11001000600,-3.048121376,0.347940944,0.078908532,0.004944949
1400000US11001000701,-2.397947296,0.54817627,0.031984707,-0.015204088
1400000US11001000702,-2.23213588,0.626834346,-0.055959072,-0.029307006
1400000US11001000801,-2.413880889,0.991477311,-0.155258644,-0.051883243
1400000US11001000802,-2.12650865,0.876670298,-0.128189953,-0.047831075
1400000US11001000901,-3.405105797,1.779149737,-0.292738042,-0.085846939
1400000US11001000902,-4.132655169,2.3229443,-0.483601493,-0.118752387
1400000US11001001001,-3.354712326,1.588943525,-0.240857314,-0.073556258
1400000US11001001002,-3.063713658,1.088282371,-0.119356325,-0.044569584
1400000US11001001100,-3.200609049,0.98875673,-0.110133598,-0.03813796
1400000US11001001200,-2.902175068,0.586204235,-0.025342833,-0.016903301
1400000US11001001301,-2.319575752,0.243131397,-0.010037292,-0.008450542
1400000US11001001302,-2.727582998,0.170636392,0.08453909,0.00885565
1400000US11001001401,-3.975256958,1.148585861,-0.14972392,-0.039711356
1400000US11001001402,-3.158180672,0.949195868,-0.074558387,-0.033375337
1400000US11001001500,-2.811910133,0.717250031,-0.167229342,-0.037801111
1400000US11001001600,-2.732912747,0.171226153,-0.036653424,0.052950973
1400000US11001001702,-1.978501514,-0.507646329,-0.078742647,0.010084152
1400000US11001001803,-2.732912747,0.171226153,-0.036653424,0.052950973
1400000US11001001804,-1.183405426,-0.693492808,0.057757712,0.114088711
1400000US11001001901,-1.579965445,-0.544282214,0.059818094,0.021355815
1400000US11001001902,-2.318839153,-0.674598575,0.178753814,0.047231029
1400000US11001002001,-1.207343666,-0.384255451,0.112404957,0.016268607
1400000US11001002002,-0.893594119,-0.614638943,0.042457135,0.014508016
1400000US11001002101,-1.420649099,-0.650982814,-0.005272842,0.016990535
1400000US11001002102,-1.504642037,-0.698594225,0.080483652,0.028713234
1400000US11001002201,-0.907395168,-0.740570299,0.004355805,0.015669589
1400000US11001002202,-0.648548608,-0.530994891,0.096107437,0.013989528
1400000US11001002301,-0.471238156,-0.283700372,0.041802605,-0.003391946
1400000US11001002302,0.883410765,-0.022478176,-0.115757437,-0.04543572
1400000US11001002400,-0.332774289,-0.357280655,0.035970283,-0.002678102
1400000US11001002501,-1.295056346,-0.517135088,0.04537571,0.015545528
1400000US11001002502,-0.391261903,-0.558219625,0.072830991,0.009717269
1400000US11001002600,-1.544323445,-0.274918141,0.054618178,0.009811196
1400000US11001002701,-0.053502274,-0.124727092,0.048023296,-0.013759478
1400000US11001002702,-1.309980734,-0.20443492,0.024661583,0.001262668
1400000US11001002801,0.48948697,-0.529473883,0.124235715,0.003887101
1400000US11001002802,0.687823441,-0.328099795,-0.084052164,-0.027894448
1400000US11001002900,0.430016579,-0.476617152,-0.041541425,-0.014706235
1400000US11001003000,0.611442571,-0.426287351,-0.101134703,-0.024932373
1400000US11001003100,-0.007135812,-0.60259053,0.028743822,0.002517309
1400000US11001003200,1.40584949,0.126529835,-0.192734849,-0.065230839
1400000US11001003301,1.100355352,0.050308099,-0.207142021,-0.060246663
1400000US11001003302,0.591958285,-0.17562691,-0.143209144,-0.038937034
1400000US11001003400,1.022656538,-0.018768775,-0.14111548,-0.049796908
1400000US11001003500,1.107706009,-0.213555613,-0.033472279,-0.031938208
1400000US11001003600,1.441837788,-0.283997337,-0.170136363,-0.047142936
1400000US11001003700,1.672687627,-0.0833554,-0.088249438,-0.049175591
1400000US11001003800,-1.439019257,-0.634359549,-0.111366843,0.005543936
1400000US11001003900,-1.234621434,-0.367494095,-0.169394801,-0.013302193
1400000US11001004001,-2.217541145,-0.27179474,-0.091778902,0.002173593
1400000US11001004002,-1.969422132,-0.288664041,-0.193473769,-0.010533535
1400000US11001004100,-3.11295403,0.339961233,-0.11030884,-0.013624086
1400000US11001004201,-1.626656273,-0.543493987,-0.200287062,-0.005115703
1400000US11001004202,-2.359861791,-0.203937161,-0.215857062,-0.0117425
1400000US11001004300,0.210937838,-0.252702359,-0.150967848,-0.032369779
1400000US11001004400,1.722696259,-0.170464033,-0.200462037,-0.057953463
1400000US11001004600,1.563851037,0.22860087,-0.448783977,0.151244158
1400000US11001004701,1.455600913,0.10781777,-0.617206394,0.180417448
1400000US11001004702,2.774527632,0.975804185,-0.691317227,0.698256028
1400000US11001004801,1.544536836,-0.125543541,-0.128181688,-0.050197025
1400000US11001004802,1.278919689,-0.412404768,-0.094236965,-0.032364288
1400000US11001004901,1.134195934,-0.124121749,-0.291826566,-0.062549732
1400000US11001004902,0.942598927,-0.464881935,-0.364316321,-0.05447593
1400000US11001005001,1.134195934,-0.124121749,-0.291826566,-0.062549732
1400000US11001005002,0.502512879,-0.493566136,-0.715105859,-0.084711626
1400000US11001005201,-0.514866934,-0.425102018,0.013502802,-0.00026555
1400000US11001005301,-1.915788578,-0.416430647,-0.119007155,0.001605335
1400000US11001005500,-2.046772588,0.263465984,-0.050076286,-0.016509195
1400000US11001005600,-1.54810394,0.450576625,0.126791245,-0.011209953
1400000US11001005800,0.931915606,-0.402589354,-0.222594357,-0.042109321
1400000US11001005900,2.66537152,0.538236659,-1.079882274,0.285762121
1400000US11001006202,-0.597800762,0.114884234,-0.290686347,0.095843605
1400000US11001006400,2.25923377,0.654382223,0.510418836,-0.022804749
1400000US11001006500,-0.433911871,0.220632324,-0.039290175,-0.032071678
1400000US11001006600,-2.682861645,0.060263698,-0.266127943,-0.023673636
1400000US11001006700,-1.604553975,-0.141187937,-0.212677095,-0.022483024
1400000US11001006801,-0.685551274,-0.704707585,-0.167555295,-0.006094579
1400000US11001006802,0.736434867,-0.303734676,-0.101106191,-0.031175239
1400000US11001006804,-0.460489196,-0.701225018,0.006868636,0.00929277
1400000US11001006900,0.117677612,0.151754189,-0.079055103,-0.039766061
1400000US11001007000,-0.204877998,0.443454333,-0.025936685,-0.042063172
1400000US11001007100,1.61669431,0.152160736,0.119630216,-0.036249019
1400000US11001007200,2.25834275,0.60914812,0.193823409,-0.053844708
1400000US11001007301,3.205088306,0.913769112,-0.100164892,-0.107098467
1400000US11001007304,3.166399673,0.390616335,0.3148552,-0.043035296
1400000US11001007401,3.953528856,0.836750491,-1.285064708,0.042183816
1400000US11001007403,3.697370991,0.565410646,0.22647928,-0.065124271
1400000US11001007404,4.838083542,1.052751381,-1.244320096,0.072338027
1400000US11001007406,4.447490544,0.8675905,0.210452788,-0.087219008
1400000US11001007407,4.509730391,0.931549085,0.303519373,-0.080793798
1400000US11001007408,3.29732232,0.514149741,0.149481934,-0.066535997
1400000US11001007409,2.70501147,0.285435985,0.418279908,-0.022917504
1400000US11001007502,2.725579725,0.295890316,0.108628834,-0.055673072
1400000US11001007503,1.923827553,0.028666484,0.112745816,-0.035600878
1400000US11001007504,2.36949112,0.194578403,0.179111079,-0.04032265
1400000US11001007601,1.279710997,-0.217762673,0.282425529,-0.000973634
1400000US11001007603,0.782609336,-0.305544114,0.428268735,0.023264877
1400000US11001007604,-0.15861394,-0.513130944,0.17633847,0.016027181
1400000US11001007605,1.088447498,-0.253065581,0.055244562,-0.020964484
1400000US11001007703,0.905186196,-0.153638838,0.312289379,0.003864788
1400000US11001007707,1.176099328,-0.117365625,0.364331228,0.004749
1400000US11001007708,0.320108538,-0.641160307,0.311539054,0.029633629
1400000US11001007709,-0.762129554,-0.760661522,0.191936303,0.034257551
1400000US11001007803,1.068075015,-0.301606416,0.140449568,-0.009986876
1400000US11001007804,1.649070743,-0.148387738,0.018609615,-0.035266629
1400000US11001007806,0.457793581,-0.466754144,-0.093121838,-0.020759405
1400000US11001007807,0.533389423,-0.471189849,-0.003006086,-0.012100954
1400000US11001007808,2.135853821,0.041570591,0.057311984,-0.044271447
1400000US11001007809,0.689070306,-0.44971366,0.042351468,-0.010015409
1400000US11001007901,0.795600798,-0.1728461,0.312415255,0.00588156
1400000US11001007903,0.286750778,-0.423267465,0.152095152,0.00490547
1400000US11001008001,0.131645871,-0.191287584,0.21856553,0.004436076
1400000US11001008002,-0.926427988,-0.340215288,-0.088357829,-0.009481867
1400000US11001008100,-1.362165277,-0.226588535,0.034041702,0.00370136
1400000US11001008200,-2.6895215,-0.169787509,-0.11609847,0.001012402
1400000US11001008301,-1.237875502,0.077341106,-0.848751698,-0.021126549
1400000US11001008302,-0.935274678,-0.163033909,0.043757587,-0.002653239
1400000US11001008402,0.534360885,-0.158699847,0.358768637,0.013106496
1400000US11001008410,1.201180063,-0.044186372,0.09583909,-0.026258121
1400000US11001008701,0.106667512,-0.356685981,-0.396533683,-0.052555127
1400000US11001008702,1.446184758,-0.117072913,-0.288166364,-0.066000331
1400000US11001008802,1.540225771,-0.144183153,0.160946507,-0.01943266
1400000US11001008803,1.432094747,-0.154612752,0.050891796,-0.029203281
1400000US11001008804,0.64850857,-0.377627107,0.104305768,-0.00596564
1400000US11001008903,1.093633699,-0.32002055,0.071247415,-0.0167294
1400000US11001008904,1.108398318,-0.201916407,0.363750332,0.008786802
1400000US11001009000,0.424375112,-0.395117434,0.35456655,0.023226288
1400000US11001009102,0.19872301,-0.169601819,0.130667054,-0.006295937
1400000US11001009201,-0.162127048,-0.392861468,0.093233006,0.002716749
1400000US11001009203,0.610286093,-0.233116566,-0.153408683,-0.037941178
1400000US11001009204,0.615832935,-0.388760735,0.076193894,-0.008070559
1400000US11001009301,-0.924779447,-0.413950583,0.127850501,0.015821067
1400000US11001009302,-0.416555356,-0.33179657,0.202437042,0.014535301
1400000US11001009400,-1.637212882,-0.339322602,0.03104082,0.010958396
1400000US11001009501,-1.002948886,-0.655548938,0.094729353,0.022783589
1400000US11001009503,-2.020283258,-0.491234084,0.022141186,0.020375494
1400000US11001009504,-1.58029701,-0.523607174,0.009409064,0.01531874
1400000US11001009505,-2.144219716,-0.799413958,0.172123216,0.04946648
1400000US11001009507,-1.864862736,-0.877220555,0.370777077,0.069946858
1400000US11001009508,-2.030145648,-0.775412124,0.161952639,0.04616832
1400000US11001009509,-1.930397364,-0.762466286,0.059305119,0.033878749
1400000US11001009601,0.929342217,-0.406354555,0.178007551,-0.000390535
1400000US11001009602,0.696998351,-0.40674864,0.180976775,0.002578694
1400000US11001009603,0.57978051,-0.487888598,0.31545611,0.021051525
1400000US11001009604,0.15657894,-0.724844589,0.173744347,0.020499882
1400000US11001009700,2.741635196,0.316846781,0.288673092,-0.038010447
1400000US11001009801,2.533956244,0.211931124,0.252180765,-0.035301204
1400000US11001009802,2.709030106,0.294602359,0.099093584,-0.056422709
1400000US11001009803,2.033013568,-9.60E-05,0.290079598,-0.017323398
1400000US11001009804,2.254394827,0.104593599,0.405468234,-0.011998455
1400000US11001009807,2.058431106,0.312054921,-0.517320581,-0.11362122
1400000US11001009810,1.556542292,-0.209947084,0.092396308,-0.024139107
1400000US11001009811,1.627902599,-0.09622022,0.208076161,-0.017431213
1400000US11001009901,-0.446193172,-0.54936827,0.351388101,0.038880106
1400000US11001009902,-1.047680559,-0.591816341,0.346544111,0.046897585
