GEO_ID,DEC_MA,DEC_AAP,DPB,DPL,D25PH,D25PB,DEC_16P,DC_NW16,DEC_100,DEC_MGR,DEC_MI,DEC_BPLP,DEC_BPLM,DEC_BPLF,DEC_POO,DEC_PRO,DEC_FOC,DEC_FRC
1400000US11001000202,32.6509488409,1.81617356005,0.522663621382,0.00470523959564,0.0310261661765,84.7039069927,0.406726707608,32.0171721952,0.0948609721827,1728.65704923,117368.030485,0.249058675953,0.0853872841553,0.163671391801,0.563230185559,0.43676978465,0.00291728524171,0.00399049834716
1400000US11001000300,30.5821130626,3.13435485651,0.543620252661,0.0444776523515,0.0522713836538,83.570190204,1.59495157128,25.3506111008,0.0344466643286,1281.9365875,96152.2775406,0.155396568764,0.0730306767136,0.0823658920505,0.474798311612,0.525201699487,0.0113328014986,0.00404581734922
1400000US11001000400,44.9416791318,4.43362151097,0.713175568514,0.00394684649914,0.0669311703771,81.460511322,0.238580412805,35.508515371,0.249922289064,1630.88841045,166537.032426,0.0312591076385,0.00427166537559,0.0269874432291,0.666286833365,0.333713184899,0.000436970592223,9.25396994837e-05
1400000US11001000501,32.7947345869,5.09095445949,0.562895107715,0.0427472834497,0.0483303945337,82.5055435382,2.85149249354,19.627678328,0.00719968703429,1271.71220547,86138.9058661,0.061230404837,0.0244453311305,0.0367850737184,0.192762193925,0.807237793854,0.00322787172773,0.000557507433469
1400000US11001000502,38.2409027059,3.26826558322,0.637855937309,0.174018561344,0.0396805533862,81.7483594111,1.12295217551,20.1822905523,0.0602655224659,1204.73453222,88756.2357756,0.0440289897356,0.0243732673055,0.0196557224302,0.490704936518,0.509295067022,0.0142652436334,0.000444803486361
1400000US11001000600,45.291641959,12.5229988912,0.71823519554,0.0992454958193,0.0614894474079,72.8411857825,0.634087372843,36.0930049706,0.115700210318,1147.33478236,116039.827609,0.0483662747069,0.0133171099188,0.035049164788,0.61215767417,0.387842284378,0.0171893504253,0.00830097227282
1400000US11001000701,44.0170226178,3.74393244831,0.579432830471,0.108161051569,0.0746427992094,73.0331959703,2.66141049435,33.4387547189,0.029122704945,1013.39827283,71609.0007811,0.061734177623,0.0249812790374,0.0367528985997,0.486407393176,0.513592603139,0.00602183059248,0.000722717430557
1400000US11001000702,31.6406071782,6.38691363673,0.585210700839,0.00529824702522,0.0571361815429,77.1352463582,2.19499665592,24.0031970649,0.00192928917324,1008.98572532,50983.9040249,0.18386622727,0.0799469161382,0.103919311132,0.224937683708,0.775062320189,0.0090804993523,0.0195882822081
1400000US11001000801,41.0298495766,4.30840710359,0.202590587866,0.0258178818841,0.0628551348279,80.3369907689,13.7238149383,29.8550662524,0.188319648437,1595.24000815,105281.394404,0.0742352618131,0.0324134797657,0.0418217820474,0.604118857786,0.395881135283,0.0164207207236,0.0100319986262
1400000US11001000802,34.3495323588,3.30912236335,0.707777994551,0.0610783798318,0.0332530298484,86.2255810248,1.23081436345,28.8918983286,0.0651807682043,1043.68572642,100709.598209,0.133852090725,0.0526416871827,0.0812104035426,0.556450416175,0.443549581431,0.0075299923367,0.011079770338
1400000US11001000901,22.0695023536,5.62847425706,0.0734881338859,0.0245243746036,0.0512817312079,83.9257946619,44.881967602,20.8895776405,0.200164867372,1605.02160637,208231.251037,0.0443550836945,0.0237815132356,0.0205735704589,0.885390654076,0.114609339835,0.0138563070539,0.00398119694202
1400000US11001000902,41.1707868731,4.91682703335,0.368871203914,0.285789333846,0.055799990962,81.4653221507,2.15809838849,25.0262153942,0.064571969162,1205.28010704,157969.762624,0.0324411016297,0.0205952946077,0.011845807022,0.816005208493,0.183994828054,0.0177327470843,0.000250579293674
1400000US11001001001,40.5370959373,3.25662276141,0.559273750008,0.0839925581528,0.0651303634457,82.0171641088,1.9797383934,26.1990433225,0.0049412095997,1527.61927286,143465.195052,0.0453404316364,0.0172280508487,0.0281123807878,0.779905401057,0.220094598716,0.0195461534432,1.07898516797e-05
1400000US11001001002,32.357748542,6.57120065019,0.455728970066,0.0653823780692,0.0444710768415,85.7750821066,1.74506874553,27.482561747,0.0056572364022,1212.29189653,68820.1328036,0.17157743865,0.0669163173666,0.104661121283,0.324431016673,0.675568932376,0.00986023008093,0.0148182185609
1400000US11001001100,42.5248525861,5.80085962503,0.406762336762,0.190321715041,0.0896636613,77.9019895257,1.01817212759,26.7542519464,0.0136252751567,1294.85406023,134526.588525,0.0219398207183,0.0127936377222,0.00914618300893,0.756389496269,0.243610489188,0.0161702868685,0.000226033273544
1400000US11001001200,37.578233553,5.82577086219,0.646857962598,0.0637911990839,0.0654913899985,80.8051445668,1.2884605392,19.6280517028,0.0183965038377,1207.52513796,101861.987044,0.0700403055914,0.0291350673194,0.0409052382547,0.494598338659,0.505401713839,0.0175137114642,0.0113762959948
1400000US11001001301,39.4148066798,8.99392652702,0.730178327353,0.0636367235504,0.0633294080902,83.1402437965,0.787222027688,27.9351986065,0.148217560314,1347.74599928,91287.5838251,0.0816579299645,0.0297626583446,0.0518952707034,0.340665513522,0.659334508355,0.0012739836909,0.00016577862846
1400000US11001001302,38.4579752723,6.85285975026,0.742362609854,0.0416825468237,0.0625111818002,81.284091404,1.58210915646,24.0474793766,0.283752459618,1253.2743451,78158.7668351,0.0452800963185,0.0113439075674,0.0339361886994,0.330898958523,0.669101020177,0.000181990051125,0.00421216696802
1400000US11001001401,39.7438370607,5.1714985771,0.357154979992,0.276689113995,0.0779687856524,79.2810563721,2.95021003324,23.9346986578,0.000209553581426,1022.05168769,115687.878783,0.0334663776704,0.00616334844761,0.0273030292228,0.53512328755,0.464876699583,0.00964126208099,0.0139856970823
1400000US11001001402,53.475569561,13.5895157969,0.617624213521,0.0567610711411,0.159598855232,48.8601209235,0.871323171496,54.2883475217,0.0120908380826,735.982962173,110125.675143,0.124130796037,0.0511738351341,0.0729569618035,0.665222955433,0.334777034359,0.0203555956877,0.00571900041567
1400000US11001001500,44.8320895568,11.7311737426,0.458316854279,0.159932540633,0.063992748362,75.0815910836,1.21119719355,35.6989831624,0.00756843141587,6.66044431057,141102.534496,0.0161493148825,0.010945595414,0.00520371946883,0.879028023898,0.120971958562,0.035601670018,8.21240310882e-05
