,GEO.id,HC01_VC32,HC01_VC23,HC02_VC23,sdsdsds89
22,1400000US11001001500,75.1,6.4,3.0,131
23,1400000US11001001600,74.0,8.5,6.8,166
24,1400000US11001001701,40.9,19.8,23.1,214
25,1400000US11001001702,37.5,18.9,24.0,142
26,1400000US11001001801,42.3,3.5,3.9,331
27,1400000US11001001803,26.7,26.3,26.1,245
28,1400000US11001001804,26.0,23.7,22.4,392
29,1400000US11001001901,21.7,26.6,24.2,309
30,1400000US11001001902,37.6,20.3,19.7,138
31,1400000US11001002001,28.9,18.1,13.1,145
32,1400000US11001002002,30.7,23.1,21.2,340
33,1400000US11001002101,15.2,33.6,30.4,466
34,1400000US11001002102,20.2,28.7,32.1,539
35,1400000US11001002201,14.9,29.7,25.8,323
36,1400000US11001002202,14.6,27.2,27.2,234
37,1400000US11001002301,17.9,28.8,28.2,228
38,1400000US11001002302,43.6,15.7,21.4,344
39,1400000US11001002400,11.8,33.1,36.0,299
40,1400000US11001002501,23.3,20.0,19.1,196
41,1400000US11001002502,13.5,23.2,20.5,565
42,1400000US11001002600,69.9,8.7,7.8,122
43,1400000US11001002701,42.6,16.0,16.6,693
44,1400000US11001002702,45.5,11.3,9.4,772
45,1400000US11001002801,18.1,18.5,13.0,417
46,1400000US11001002802,11.0,13.9,15.4,694
47,1400000US11001002900,12.2,21.3,20.5,478
48,1400000US11001003000,19.1,22.4,22.0,228
49,1400000US11001003100,10.3,25.9,28.9,315
50,1400000US11001003200,15.8,22.0,25.8,416
51,1400000US11001003301,28.2,19.5,22.2,254
52,1400000US11001003302,24.3,25.4,24.9,146
53,1400000US11001003400,18.5,27.9,26.1,2059
54,1400000US11001003500,22.2,23.2,21.7,1543
55,1400000US11001003600,20.3,19.9,18.0,475
56,1400000US11001003700,16.2,20.3,21.1,1122
57,1400000US11001003800,44.9,11.7,11.5,476
58,1400000US11001003900,69.8,7.1,6.6,522
59,1400000US11001004001,83.8,5.3,5.7,191
60,1400000US11001004002,75.2,5.1,5.0,208
61,1400000US11001004100,81.8,3.9,3.8,127
62,1400000US11001004201,77.2,6.0,6.4,367
63,1400000US11001004202,80.3,4.9,6.1,290
64,1400000US11001004300,47.9,10.0,10.1,297
65,1400000US11001004400,42.0,16.1,16.3,290
66,1400000US11001004600,18.9,30.5,32.0,297
67,1400000US11001004700,10.4,27.8,22.6,390
68,1400000US11001004801,15.5,22.4,24.9,134
69,1400000US11001004802,12.4,31.2,22.3,322
70,1400000US11001004901,27.0,19.8,21.6,151
71,1400000US11001004902,23.1,22.2,17.5,411
72,1400000US11001005000,36.5,16.0,13.7,1060
73,1400000US11001005100,51.3,10.1,6.2,32
74,1400000US11001005201,62.1,10.5,7.9,484
75,1400000US11001005202,57.4,15.3,15.8,178
76,1400000US11001005301,79.4,5.0,6.2,648
77,1400000US11001005302,85.5,0.0,0.0,33
78,1400000US11001005401,84.7,4.2,5.2,540
79,1400000US11001005402,(X),(X),(X),0
80,1400000US11001005500,81.5,4.5,2.7,660
81,1400000US11001005600,70.0,7.1,3.6,2367
82,1400000US11001005701,73.8,7.0,6.4,3548
83,1400000US11001005702,(X),(X),(X),0
84,1400000US11001005800,44.7,11.6,7.8,111
85,1400000US11001005900,17.9,28.1,30.6,306
86,1400000US11001006001,52.5,15.2,17.6,211
87,1400000US11001006002,3.2,29.0,43.0,89
88,1400000US11001006100,65.9,9.4,10.1,195
89,1400000US11001006201,69.6,11.3,19.7,34
90,1400000US11001006202,(X),(X),(X),0
91,1400000US11001006301,58.9,9.9,9.4,208
92,1400000US11001006302,76.4,0.0,0.0,0
93,1400000US11001006400,8.7,24.0,19.1,176
94,1400000US11001006500,81.4,5.9,3.4,247
95,1400000US11001006600,91.2,1.4,1.3,155
96,1400000US11001006700,76.2,6.4,7.5,225
97,1400000US11001006801,20.3,32.9,31.2,171
98,1400000US11001006802,18.8,29.7,33.0,204
99,1400000US11001006804,14.8,37.3,37.5,641
100,1400000US11001006900,48.4,22.3,19.2,78
101,1400000US11001007000,70.4,10.6,11.4,354
102,1400000US11001007100,23.8,23.7,25.6,253
103,1400000US11001007200,5.8,29.1,29.1,181
104,1400000US11001007301,36.0,14.2,12.2,862
105,1400000US11001007302,11.0,29.9,30.8,309
106,1400000US11001007304,5.3,44.9,43.8,390
107,1400000US11001007308,(X),(X),(X),286
108,1400000US11001007401,1.8,43.1,46.3,348
109,1400000US11001007403,3.3,40.3,37.6,316
110,1400000US11001007404,0.0,31.4,30.6,313
111,1400000US11001007406,2.4,43.9,55.8,331
112,1400000US11001007407,6.2,36.5,39.8,274
113,1400000US11001007408,6.5,38.3,46.3,170
114,1400000US11001007409,3.2,39.1,39.9,424
115,1400000US11001007502,6.3,36.5,36.4,452
116,1400000US11001007503,3.8,42.3,45.4,269
117,1400000US11001007504,9.2,40.4,36.7,214
118,1400000US11001007601,8.3,36.1,36.3,446
119,1400000US11001007603,28.5,26.1,27.4,246
120,1400000US11001007604,21.4,34.5,35.0,284
121,1400000US11001007605,12.2,37.2,41.1,348
122,1400000US11001007703,8.5,35.7,29.9,444
123,1400000US11001007707,13.5,36.2,36.3,304
124,1400000US11001007708,2.4,44.9,39.5,211
125,1400000US11001007709,10.2,33.0,35.1,222
126,1400000US11001007803,10.6,33.0,35.0,243
127,1400000US11001007804,11.0,29.6,38.3,291
128,1400000US11001007806,9.0,39.1,38.9,145
129,1400000US11001007807,7.0,41.6,35.9,197
130,1400000US11001007808,7.3,38.4,38.0,370
131,1400000US11001007809,9.8,33.1,34.8,199
132,1400000US11001007901,6.3,36.5,33.9,288
133,1400000US11001007903,12.5,36.0,35.8,174
134,1400000US11001008001,22.7,24.6,23.4,132
135,1400000US11001008002,41.0,20.7,21.5,225
136,1400000US11001008100,68.8,7.8,9.1,270
137,1400000US11001008200,86.4,3.2,4.2,318
138,1400000US11001008301,67.0,11.7,9.5,255
139,1400000US11001008302,63.2,8.1,7.5,129
140,1400000US11001008402,33.7,16.7,10.6,127
141,1400000US11001008410,16.7,26.6,25.8,144
142,1400000US11001008500,15.8,31.0,31.3,372
143,1400000US11001008600,22.4,26.5,17.9,0
144,1400000US11001008701,20.6,27.3,27.2,188
145,1400000US11001008702,9.2,27.8,22.9,177
146,1400000US11001008802,8.7,28.4,27.8,309
147,1400000US11001008803,15.4,35.6,32.6,693
148,1400000US11001008804,3.3,38.2,37.6,238
149,1400000US11001008903,9.0,30.1,32.4,147
150,1400000US11001008904,3.5,38.9,37.4,294
151,1400000US11001008905,(X),(X),(X),0
152,1400000US11001009000,19.3,30.6,33.6,142
153,1400000US11001009101,21.4,31.0,29.3,323
154,1400000US11001009102,11.1,36.3,43.2,391
155,1400000US11001009201,15.4,23.2,15.3,276
156,1400000US11001009203,13.2,29.5,22.3,244
157,1400000US11001009204,6.8,35.8,42.4,212
158,1400000US11001009301,35.0,25.3,28.4,332
159,1400000US11001009302,16.7,30.3,36.3,94
160,1400000US11001009400,33.3,17.1,16.4,296
161,1400000US11001009501,27.0,25.9,25.5,2001
162,1400000US11001009503,42.0,21.4,15.0,158
163,1400000US11001009504,29.9,21.2,21.9,311
164,1400000US11001009505,25.6,31.2,37.0,115
165,1400000US11001009507,23.0,21.9,19.9,63
166,1400000US11001009508,21.4,27.5,29.5,199
167,1400000US11001009509,20.6,26.0,27.1,176
168,1400000US11001009601,14.9,32.1,36.5,180
169,1400000US11001009602,9.3,40.3,34.6,329
170,1400000US11001009603,15.1,34.4,38.2,233
171,1400000US11001009604,9.5,35.6,37.7,148
172,1400000US11001009700,4.9,37.4,39.7,205
173,1400000US11001009801,3.1,38.3,38.1,248
174,1400000US11001009802,2.7,37.6,38.5,161
175,1400000US11001009803,11.2,39.6,37.4,235
176,1400000US11001009804,7.4,34.7,36.8,279
177,1400000US11001009806,6.3,34.2,28.6,578
178,1400000US11001009807,9.7,41.2,40.8,277
179,1400000US11001009808,5.5,38.8,41.7,283
180,1400000US11001009809,7.3,27.9,19.3,33
181,1400000US11001009901,32.0,27.2,30.9,114
182,1400000US11001009902,13.8,32.5,36.5,204
183,1400000US11001009903,9.1,27.3,29.3,123
184,1400000US11001009904,3.9,41.6,40.6,176
185,1400000US11001009905,3.8,36.6,45.6,271
186,1400000US11001009906,6.6,34.3,27.7,136
187,1400000US11001009907,5.6,40.5,37.0,280
188,1400000US24031700101,58.9,17.1,18.4,177
189,1400000US24031700102,53.2,14.6,13.1,625
190,1400000US24031700103,53.0,16.1,16.1,243
191,1400000US24031700202,34.9,21.5,19.6,473
192,1400000US24031700204,28.6,32.5,26.0,142
193,1400000US24031700205,58.4,16.1,14.7,277
194,1400000US24031700206,42.3,19.2,17.4,316
195,1400000US24031700302,44.1,23.0,18.0,162
196,1400000US24031700304,57.9,18.2,14.0,425
197,1400000US24031700306,49.1,16.4,15.5,355
198,1400000US24031700308,48.4,14.9,11.2,261
199,1400000US24031700309,43.5,16.3,14.0,223
200,1400000US24031700310,49.6,16.2,14.6,481
201,1400000US24031700400,46.1,14.8,13.2,86
202,1400000US24031700500,41.2,25.1,22.1,303
203,1400000US24031700604,72.0,8.7,5.8,244
204,1400000US24031700605,74.5,5.5,2.9,474
205,1400000US24031700606,76.5,4.7,4.7,274
206,1400000US24031700607,74.7,7.3,8.2,449
207,1400000US24031700608,74.2,5.7,3.1,186
208,1400000US24031700609,53.9,12.7,11.3,430
209,1400000US24031700610,54.4,12.4,13.1,201
210,1400000US24031700704,42.8,14.6,11.3,195
211,1400000US24031700705,31.4,17.6,16.1,725
212,1400000US24031700706,45.5,15.5,12.9,405
213,1400000US24031700708,30.2,17.5,15.2,991
214,1400000US24031700710,45.2,19.3,15.0,476
215,1400000US24031700711,55.3,14.4,10.1,436
216,1400000US24031700712,44.9,18.8,19.7,651
217,1400000US24031700713,51.5,12.4,12.6,447
218,1400000US24031700714,43.9,20.4,20.4,481
219,1400000US24031700715,36.9,16.8,17.1,384
220,1400000US24031700716,44.6,17.3,16.3,557
221,1400000US24031700805,50.9,13.2,11.2,673
222,1400000US24031700806,70.7,7.7,6.7,352
223,1400000US24031700808,36.2,21.6,20.6,617
224,1400000US24031700809,46.5,15.2,12.4,614
225,1400000US24031700810,57.0,15.9,11.8,445
226,1400000US24031700811,40.1,19.8,18.0,262
227,1400000US24031700812,41.9,20.2,16.2,242
228,1400000US24031700813,50.4,16.3,13.4,469
229,1400000US24031700815,42.9,20.3,16.4,537
230,1400000US24031700816,43.8,17.6,15.5,840
231,1400000US24031700817,60.9,13.0,11.5,309
232,1400000US24031700818,39.7,21.3,23.2,648
233,1400000US24031700819,42.2,16.2,15.1,404
234,1400000US24031700901,45.1,19.6,13.7,176
235,1400000US24031700902,20.8,30.0,28.9,213
236,1400000US24031700903,36.1,26.1,23.9,173
237,1400000US24031700904,59.3,15.5,10.8,61
238,1400000US24031700905,68.5,11.6,9.5,206
239,1400000US24031701001,59.2,14.6,10.4,325
240,1400000US24031701002,64.1,8.4,6.6,279
241,1400000US24031701003,69.8,12.0,6.3,258
242,1400000US24031701004,60.4,10.4,10.6,299
243,1400000US24031701005,58.1,10.5,8.9,101
244,1400000US24031701101,40.5,18.6,16.0,310
245,1400000US24031701102,30.0,27.2,24.6,504
246,1400000US24031701201,38.7,23.5,20.5,467
247,1400000US24031701202,71.1,8.4,7.1,98
248,1400000US24031701204,55.4,15.3,10.1,675
249,1400000US24031701205,78.8,5.4,3.6,253
250,1400000US24031701206,69.6,8.5,5.3,233
251,1400000US24031701209,75.9,7.6,5.0,306
252,1400000US24031701210,80.0,3.6,1.1,238
253,1400000US24031701211,61.5,10.9,10.3,260
254,1400000US24031701212,56.1,16.1,16.3,141
255,1400000US24031701213,71.5,7.9,4.5,279
256,1400000US24031701214,79.9,4.9,5.5,118
257,1400000US24031701215,74.2,8.3,4.9,184
258,1400000US24031701303,66.8,10.3,4.3,194
259,1400000US24031701304,52.4,17.1,17.3,365
260,1400000US24031701306,60.7,9.6,8.2,72
261,1400000US24031701307,59.8,15.8,12.6,131
262,1400000US24031701308,63.4,11.8,11.1,150
263,1400000US24031701309,56.7,16.6,14.0,379
264,1400000US24031701310,57.1,12.7,10.8,359
265,1400000US24031701312,50.1,15.2,11.8,370
266,1400000US24031701313,53.9,18.1,14.3,291
267,1400000US24031701407,60.7,12.5,11.6,430
