GEO_ID,ACS_edu1,ACS_edu2,ACS_edu3,ACS_edu4
1400000US11001002101,2.371601189,-0.5543987,-0.646912866,0.205259661
1400000US11001002102,1.308233554,0.189110053,0.489814387,0.172076095
1400000US11001002201,1.005654756,-0.24211928,0.105531802,0.544123929
1400000US11001002202,1.046578906,1.41277971,-0.5047357,-0.244368784
1400000US11001002301,1.282696348,0.907190922,-0.126628514,-0.235699489
1400000US11001002302,0.41556322,1.166115427,0.440132934,0.319429734
1400000US11001002400,1.074512718,0.437217537,-0.153356727,-0.14079031
1400000US11001002501,0.560856347,0.481946869,-0.053713892,0.129839772
1400000US11001002502,1.489186639,-0.74796297,-0.590037981,0.034941847
1400000US11001002600,-1.206283764,-0.805438454,-0.310572996,0.028971391
1400000US11001002701,-1.755278638,-0.07525024,-1.301413619,0.189558971
1400000US11001002702,-1.886537915,-0.622542566,-0.745443058,0.408839267
1400000US11001002801,2.334246499,-3.493872151,-0.663878759,0.13314164
1400000US11001002802,0.775586293,-1.306894995,-0.484723651,0.746141824
1400000US11001002900,0.326743101,-0.228660445,-1.116076099,0.265060827
1400000US11001003000,-1.099958847,-0.12395194,0.078792125,0.451425907
1400000US11001003100,1.144001915,-0.573485115,0.028126212,0.265557799
1400000US11001003200,0.893561985,0.028102645,-0.751639001,0.208123391
1400000US11001003301,-0.94163484,0.529493537,-0.894809631,-0.076011526
1400000US11001003302,-0.627933888,-0.51229095,-0.908705587,-0.18422451
1400000US11001003400,0.275987099,0.596624947,0.749736284,-0.166827402
1400000US11001003500,1.349530013,1.086236093,0.401739307,0.139583217
1400000US11001003600,0.211309215,-0.619983822,-1.58724488,0.436200348
1400000US11001003700,-0.136422851,-0.052959815,0.582055171,0.297451271
1400000US11001003800,-2.577679853,0.392143592,-0.947816178,0.14213573
1400000US11001003900,-2.9901065,0.481656705,-1.679320466,0.116548259
1400000US11001004001,-3.56053981,0.04289567,-1.093652332,-0.168838344
1400000US11001004002,-3.116537431,0.326116905,-1.36787851,-0.057705169
1400000US11001004100,-3.187816532,0.234344386,-1.219845817,0.048992125
1400000US11001004201,-2.900864404,0.416168896,-1.378307402,0.039407023
1400000US11001004202,-3.302826323,0.126070606,-1.029091284,-0.10406769
1400000US11001004300,-2.689112634,0.555347917,-1.623899457,0.639050607
1400000US11001004400,-2.266258025,-0.013141094,-0.874977505,0.092369041
1400000US11001004600,0.506315716,0.524341087,-0.431232989,-0.201829107
1400000US11001004701,2.390720127,-0.918254572,-0.263472891,-0.049065124
1400000US11001004702,0.516709745,-2.088377428,-0.330120518,0.340689335
1400000US11001004801,0.078264897,-0.720143808,-0.514999212,0.065365682
1400000US11001004802,0.835568546,1.07896345,-0.610771634,-0.363232821
1400000US11001004901,0.849331879,-0.225990254,0.642210776,-0.316849895
1400000US11001004902,-2.309742234,0.468528602,-1.352985809,0.573175262
1400000US11001005001,-3.114194651,0.458823128,-1.863417254,0.643003508
1400000US11001005002,0.514839482,-3.507168008,-1.090343138,0.165650485
1400000US11001005201,-2.809158101,0.233154313,-0.750342496,-0.038761103
1400000US11001005301,-3.133046724,0.429931122,-1.74508437,0.320236758
1400000US11001005500,-3.038591328,0.21277999,-0.95490811,-0.100658296
1400000US11001005600,-2.57338561,0.230729802,-0.474364238,0.017505698
1400000US11001005800,-2.782339621,0.286013087,-0.847109373,-0.128741195
1400000US11001005900,-1.284269541,0.985392034,-1.80860939,0.294420238
1400000US11001006202,0.474770142,0.732532254,1.278329466,2.573680255
1400000US11001006400,1.632091598,0.919832459,-0.262982098,-0.127605024
1400000US11001006500,-3.642329486,0.209519087,-1.674476706,-0.038917696
1400000US11001006600,-3.124771555,0.037428,-0.575087537,-0.095306388
1400000US11001006700,-2.885359993,0.329285793,-1.106812034,-0.032898269
1400000US11001006801,-0.615404635,-0.273192959,-1.118263675,0.254745954
1400000US11001006802,-0.394294364,0.369124837,0.002855909,0.03816747
1400000US11001006804,4.016062475,-2.552008187,-1.355249474,0.169452817
1400000US11001006900,-1.340308521,0.274960292,0.844943809,0.13870545
1400000US11001007000,-2.044740147,0.019102821,0.808472974,-0.362904565
1400000US11001007100,0.667177245,-0.340645839,-0.149527543,0.177470518
1400000US11001007200,-1.741353639,1.3806186,-2.61090048,-0.214444855
1400000US11001007301,0.024399223,0.942507086,0.58560066,0.352179286
1400000US11001007304,2.60102333,0.21793302,-0.59526685,-0.188555145
1400000US11001007401,2.860142656,0.248427558,-0.399390282,-0.155756602
1400000US11001007403,3.524350265,0.484834974,-0.770326409,-0.432512539
1400000US11001007404,2.833486445,-0.953169232,-0.525486878,-0.163389451
1400000US11001007406,3.603375821,-0.554011793,-1.113546247,-0.543588954
1400000US11001007407,2.798835913,0.487038545,-0.752585695,-0.552949327
1400000US11001007408,3.214959058,1.257408069,-1.264801548,-0.641187391
1400000US11001007409,2.738092757,1.48180425,-0.381308893,-0.403300719
1400000US11001007502,3.265502505,-1.171159786,-1.007862195,-0.275049655
1400000US11001007503,3.043516464,0.40550226,-0.499401774,-0.307921782
1400000US11001007504,4.121006424,-3.126429192,-1.504511635,-0.273873309
1400000US11001007601,3.287164895,0.048425979,-0.705775185,-0.579006797
1400000US11001007603,2.443466837,-1.879170673,-0.402715716,-0.031005643
1400000US11001007604,2.584221983,-0.404662481,-0.340739036,-0.321574779
1400000US11001007605,2.389804017,0.447480173,-0.298977415,-0.269071145
1400000US11001007703,2.200413811,0.669291368,-0.337827706,0.189541826
1400000US11001007707,2.103605359,0.242780278,0.040174524,0.03486323
1400000US11001007708,3.099738192,1.201144293,-0.488708266,-0.772054839
1400000US11001007709,2.242369296,-0.594786549,-0.080838902,0.523102801
1400000US11001007803,1.789882786,0.976853174,-0.623203841,-0.001284775
1400000US11001007804,2.63137124,0.472708699,-0.78566737,-0.081072305
1400000US11001007806,2.074962548,2.219475168,-0.38472884,-0.246878824
1400000US11001007807,2.774101332,1.832996176,-0.206619242,-0.516948171
1400000US11001007808,3.736661621,-0.942514023,-1.238264431,-0.683550048
1400000US11001007809,3.019885486,-0.417166029,-0.561094565,-0.115553685
1400000US11001007901,1.335147404,0.964024146,-0.355636117,0.020165698
1400000US11001007903,1.82950867,0.33037761,-0.16101654,0.153608436
1400000US11001008001,-1.177857868,0.510130975,-0.978835939,0.079199317
1400000US11001008002,-0.840690009,0.497139829,-0.094311497,0.102505361
1400000US11001008100,-1.475008462,-0.669268772,0.46963583,-0.242580163
1400000US11001008200,-3.068770574,0.079099331,-0.603198517,-0.202080485
1400000US11001008301,-2.541934969,0.37886007,-0.83021105,-0.061538715
1400000US11001008302,-3.624622769,0.234686754,-1.696551995,-0.177548917
1400000US11001008402,-1.121536449,0.67733373,-1.332921266,0.210914044
1400000US11001008410,1.436270965,-1.029169369,0.242175156,-0.144457021
1400000US11001008701,1.339253024,0.082667626,0.457712183,0.149229721
1400000US11001008702,0.910015026,0.901058404,-0.441281234,0.544839168
1400000US11001008802,1.43667684,0.104252595,-0.342411896,0.23067946
1400000US11001008803,1.793822584,1.996015724,-0.087731532,-0.326631952
1400000US11001008804,3.380028444,-1.911073294,-0.902620157,0.178191388
1400000US11001008903,2.544569443,1.296311605,-0.102860052,-0.160372071
1400000US11001008904,2.702325577,-0.238551716,-0.359848275,-0.075276601
1400000US11001009000,-0.339647452,1.318606371,-0.942628409,0.667348749
1400000US11001009102,2.173992406,0.793780403,-0.333238312,0.010016565
1400000US11001009201,1.429197022,-1.568395968,0.201050818,0.01792131
1400000US11001009203,0.514426071,0.751862037,-0.519597538,0.307217538
1400000US11001009204,1.838781815,0.673240357,0.053936671,0.236384112
1400000US11001009301,1.027461554,0.382121332,0.253639608,-0.530978561
1400000US11001009302,-0.170803457,-0.035225211,-1.8610158,0.200228804
1400000US11001009400,0.564439186,0.631128421,-0.164632344,0.047561699
1400000US11001009501,1.202131012,1.242790632,0.564788946,0.403198459
1400000US11001009503,0.757211156,-0.868113479,0.066881124,-0.354746876
1400000US11001009504,2.106307337,-2.122629371,-0.668720036,-0.15836824
1400000US11001009505,0.819304446,0.881412647,0.113474667,-0.048904089
1400000US11001009507,1.096369126,1.585261757,0.176213012,-0.116938052
1400000US11001009508,2.222498684,-1.153038453,-0.876108068,-0.487237818
1400000US11001009509,1.098452503,0.794346887,-0.231125413,0.005821987
1400000US11001009601,1.524257951,0.925812662,0.442682721,0.051179606
1400000US11001009602,3.890642778,-0.880898924,-1.245504206,-0.348557398
1400000US11001009603,2.12135002,0.424402931,-0.294567008,-0.045731443
1400000US11001009604,1.837757417,1.390491406,0.294847627,-0.206336002
1400000US11001009700,3.441355622,1.013078231,-0.864045388,-1.198776288
1400000US11001009801,3.504575817,-2.401356613,-1.097064083,-0.444732811
1400000US11001009802,2.642596876,0.656165376,-0.230352253,-0.147185538
1400000US11001009803,2.351892913,0.604880204,-0.040815629,0.16652885
1400000US11001009804,2.10861682,0.583187154,0.125007632,0.472269842
1400000US11001009807,2.790543057,0.479762149,-0.644699457,-0.271700167
1400000US11001009810,3.172903889,0.721956493,-0.516047954,-0.141949742
1400000US11001009811,3.972901628,1.075861565,-1.040905059,-1.261308509
1400000US11001009901,-0.115349311,-0.206866558,-1.268092454,0.142038762
1400000US11001009902,1.252887151,-0.471003565,-1.003610806,0.123245549
1400000US11001009903,2.165190158,1.733609209,-1.033578453,-0.913056255
1400000US11001009904,3.831202201,0.366161367,-1.501412577,-1.233130515
1400000US11001009905,3.351702509,-0.80745115,-0.807993199,-0.275189677
1400000US11001009906,2.670852603,0.868143553,-0.244648003,-0.360127462
1400000US11001009907,2.329521184,1.754842941,0.097878395,0.096057817
1400000US11001010100,-2.895072827,0.39729086,-1.360141299,0.254520073
1400000US11001010200,-3.017313527,0.465500415,-1.691248864,0.244052945
1400000US11001010300,0.492574653,-0.133590715,-0.316326363,0.138868435
1400000US11001010400,2.740925336,1.1352415,-0.541914996,-0.415588592
1400000US11001010500,-1.445069941,0.784285814,-1.507922833,-0.058736497
1400000US11001010600,0.281049674,0.66803552,-0.399907643,-0.226966587
1400000US11001010700,-2.889465355,0.161775505,-0.612881375,-0.229646579
1400000US11001010800,-1.035454406,0.197154292,1.382734184,0.11466364
1400000US11001010900,3.146644554,-0.259054554,-0.868011003,-0.569999864
1400000US11001011000,-0.192988342,-0.464465198,1.02230962,-0.038148508
1400000US11001011100,1.941332869,0.156876073,-0.619986558,-0.117871048
1400000US24031700101,-0.472444655,-0.035454373,0.77383727,-0.116623001
1400000US24031700103,-1.145964867,0.428591202,0.229508299,-0.019294842
1400000US24031700104,-0.186169247,-0.453166974,0.030924789,-0.276096753
1400000US24031700105,-0.182729816,0.133713703,0.964445039,0.053754337
1400000US24031700204,1.08763717,1.500517593,0.437471494,-0.318301885
1400000US24031700205,-0.322417297,-0.192724318,0.670112761,0.130510185
1400000US24031700206,-0.090134753,0.727169174,0.825125678,0.136036838
1400000US24031700207,1.132707318,-0.312678026,0.052780019,-0.200697543
1400000US24031700208,1.086905541,-0.837322107,0.483687037,0.088287523
1400000US24031700304,-0.390434797,-0.215044066,-0.205328597,-0.01660044
1400000US24031700306,-0.672294916,0.070808496,0.077617189,0.077522454
1400000US24031700308,-0.256389014,0.096331571,0.301032773,0.223309478
1400000US24031700309,-0.251267162,0.177557542,0.781740407,0.178626537
1400000US24031700310,-0.363744037,0.593056411,0.366787253,0.287285376
1400000US24031700311,-0.926539081,0.070388639,-0.466851896,0.112189732
1400000US24031700312,0.555455157,-1.173160597,0.013739396,0.025213137
1400000US24031700400,-0.621509008,0.586277343,0.515375923,0.034482122
1400000US24031700500,0.14198939,0.181236592,0.056086137,0.046602313
1400000US24031700604,-0.478547923,-1.089357063,0.57093413,-0.030860306
1400000US24031700606,-1.45509148,0.306081013,0.685400187,-0.191390976
1400000US24031700607,-1.640022375,0.125069122,0.450090502,-0.093334237
1400000US24031700608,-2.17807021,-0.302026624,-0.045300347,-0.101912064
1400000US24031700610,-0.58085249,0.764163532,0.413705438,0.059770215
1400000US24031700611,-0.464285343,-1.098244917,0.700137571,-0.152837818
1400000US24031700613,-0.744723258,-0.24200758,0.725622709,0.069880114
1400000US24031700614,-0.360051635,0.399366963,-0.043913209,0.287591041
1400000US24031700615,-1.900508891,0.276399925,0.248465247,-0.245056258
1400000US24031700616,-1.19177272,-0.835798332,-0.326971478,-0.148764372
1400000US24031700704,0.185040235,0.317395065,0.590654819,0.180816634
1400000US24031700706,-0.843973182,0.638533628,-0.593982977,0.549439027
1400000US24031700710,0.532469733,0.174792119,0.035315968,-0.034247079
1400000US24031700711,-0.847294898,0.069449988,0.566471775,0.17594764
1400000US24031700713,1.495542764,-1.011259542,-0.03986398,-0.25198067
1400000US24031700715,0.428368076,0.624247069,0.44340012,0.410456529
1400000US24031700716,0.775301401,-0.082721752,-0.157826851,0.106736524
1400000US24031700717,1.86866402,-1.280638206,-0.128333993,-0.357385809
1400000US24031700718,-1.699066723,0.618205394,-0.503487404,0.015521811
1400000US24031700719,1.692843214,-0.537033854,-0.180718096,0.294227246
1400000US24031700720,0.023912001,0.136186615,0.10308264,0.28291085
1400000US24031700721,-0.179310218,0.439308572,0.215231899,0.268262355
1400000US24031700722,-0.256114327,0.01354948,0.645459217,0.066138447
1400000US24031700723,-0.801367144,0.930521024,-0.404537952,0.577551967
1400000US24031700724,2.144646297,-0.405380911,-0.052993693,0.081551347
1400000US24031700810,-0.611232406,-0.321230782,0.311490927,0.261429972
1400000US24031700811,0.280476353,0.949768911,0.654105675,0.124030913
1400000US24031700812,-0.039971432,-0.183133482,-0.087658202,0.298215689
1400000US24031700813,0.23966328,-0.006961201,0.371329548,0.13864078
1400000US24031700815,1.424018739,-0.652926719,0.21289235,0.152000333
1400000US24031700816,0.198910527,-0.698265612,0.327145499,0.041515638
1400000US24031700817,-0.792971262,-0.697797683,-0.457969021,0.124762428
1400000US24031700818,0.598874702,-0.817806852,-0.071392531,0.472611547
1400000US24031700819,0.73226686,0.104694023,0.25714676,0.042314792
1400000US24031700820,0.06675441,0.133547397,0.89181187,0.296176066
1400000US24031700822,0.199874761,0.193826693,0.406496376,-0.71332372
1400000US24031700823,-0.920720294,-0.266494586,0.962359068,-0.105753587
1400000US24031700824,-1.740608698,0.247142166,0.493647045,-0.111445345
1400000US24031700826,-2.119035325,0.514572733,-0.717344875,0.01945434
1400000US24031700828,-1.125293088,-0.40310347,0.801728952,0.081194831
1400000US24031700829,-1.959474006,0.311550338,0.021750701,0.071050382
1400000US24031700830,0.601030379,-0.099643487,0.846996364,0.785879292
1400000US24031700832,3.299216347,-1.57290132,-0.92569884,-0.800660546
1400000US24031700833,0.522444409,0.007300858,0.720605353,-0.254155568
1400000US24031700834,-0.043368391,0.444122562,0.450204861,0.15133263
1400000US24031700835,-0.938261257,-0.218952574,0.521560124,0.281708581
1400000US24031700901,-0.97535917,0.68258424,0.054425041,0.670534647
1400000US24031700902,1.159485306,0.998807943,-0.126608646,-0.06416351
1400000US24031700903,-0.277015741,1.290798898,-0.676047682,0.056805142
1400000US24031700904,-0.901552661,0.045857466,0.484267345,0.157670517
1400000US24031700905,-1.683594369,-0.355529126,-0.673062535,-0.19507939
1400000US24031701001,-0.241444103,0.063607691,0.501810177,-0.153304402
1400000US24031701002,-1.113851468,-1.239592551,0.564107697,-0.426051215
1400000US24031701004,-0.34548881,-0.618166474,0.711201435,0.038416018
1400000US24031701005,-1.356714988,-0.501746402,-0.625691693,-0.139386234
1400000US24031701006,-1.175149911,0.134919247,0.59949209,-0.046395578
1400000US24031701007,-1.306618353,0.185631889,1.203841755,-0.245605906
1400000US24031701101,0.704873399,0.306588432,-0.232443055,-0.140162892
1400000US24031701102,0.563734697,0.728953988,0.019441411,-0.075097704
1400000US24031701201,0.057143009,-0.329544719,-0.176436704,0.090414948
1400000US24031701202,-1.608464941,-0.370333097,0.391471516,-0.120186595
1400000US24031701205,-1.499732568,-0.453172872,0.586935999,-0.062270417
1400000US24031701206,-0.82608734,-0.379318129,0.836060933,-0.391991741
1400000US24031701210,-1.763519801,-0.605942171,-0.056646805,-0.19387136
1400000US24031701211,-1.408072756,-0.022032906,0.001288672,-0.049355486
1400000US24031701212,-0.231664958,0.142119218,0.497167391,-0.185099193
1400000US24031701213,-1.98036613,0.270889369,0.150932436,-0.150532937
1400000US24031701214,-2.951519752,0.274330749,-1.085691362,0.240410884
1400000US24031701215,-2.781804139,0.459312032,-1.331283836,-0.090157321
1400000US24031701216,-2.037790938,0.687594779,-1.095399649,0.007729337
1400000US24031701218,-1.81774825,1.051304181,-1.884869307,0.26434108
1400000US24031701219,-1.037604332,0.295183225,-0.395597281,0.095388376
1400000US24031701220,-2.161996561,-0.118039027,0.115174186,-0.223688611
1400000US24031701221,-1.261882456,-0.501821135,0.250645556,0.041539567
1400000US24031701303,-0.693013359,-0.577078549,1.161195376,-0.332670303
1400000US24031701304,0.495880386,-0.875928039,0.45682831,-0.295262313
1400000US24031701306,-0.456354877,-0.103694493,1.266899203,-0.146344558
1400000US24031701307,-0.970052073,-0.134312752,0.512151564,-0.188695041
1400000US24031701308,-0.945293735,0.005470919,0.87191015,-0.095842095
1400000US24031701312,-0.73224188,0.14831791,0.586228079,-0.12687647
1400000US24031701313,0.05176726,-0.357287052,0.207076161,-0.198577763
1400000US24031701314,-0.063074677,-0.292410433,0.787514588,-0.145583549
1400000US24031701315,-0.75391061,-0.437777433,-0.081729662,0.178684343
1400000US24031701316,-0.331243391,-0.06906244,0.874693285,-0.185749593
1400000US24031701317,-0.44578408,-1.054368384,0.780954421,-0.305026363
1400000US24031701407,-0.689861999,0.53782795,0.630991649,-0.185865639
1400000US24031701408,-0.152447039,0.776237774,0.348882969,-0.16172225
1400000US24031701409,-0.437368813,0.419241422,0.355618388,-0.091328305
1400000US24031701410,0.290369884,-0.436342769,0.063672263,0.586431667
1400000US24031701414,0.500201879,-0.09304353,0.008429125,-0.068766847
1400000US24031701415,0.120192562,0.413546131,0.482719411,-0.030144508
1400000US24031701417,-0.858439207,0.861667974,-0.186999247,0.072671254
1400000US24031701418,-0.487602422,0.229415492,-0.277504597,0.233808704
1400000US24031701420,0.30006499,1.108141419,0.562075254,-0.205275892
1400000US24031701421,-0.710737183,0.764320162,0.09924706,0.903833198
1400000US24031701422,0.48158889,0.018833788,-0.261302898,0.066518091
1400000US24031701423,0.443345746,0.315810144,0.639438913,-0.028213653
1400000US24031701503,0.643692562,1.141166279,0.434341083,-0.24775749
1400000US24031701505,-0.487228079,0.378148525,-0.054717523,-0.03024515
1400000US24031701506,-0.8009735,-0.747335073,0.173372928,-0.033645916
1400000US24031701507,-0.048836371,-0.92582032,0.39010294,-0.127448231
1400000US24031701508,1.660409634,-0.429970113,0.174286139,-0.2674982
1400000US24031701509,0.974405852,-0.582407199,-0.427286264,0.256681653
1400000US24031701601,1.505044252,1.657353806,0.375316415,0.345256791
1400000US24031701602,1.915931723,-0.847105436,-0.233108746,0.560630387
1400000US24031701701,-0.704836871,0.087408348,-0.383569933,-0.209946146
1400000US24031701702,0.351304006,0.868891458,0.880303107,-0.132773037
1400000US24031701703,-0.105020075,0.78592516,0.00406185,0.221623907
1400000US24031701704,-0.420293504,-0.364047684,1.344346744,-0.184537754
1400000US24031701800,-0.375860646,0.275523288,0.845515101,0.026239226
1400000US24031701900,1.596912551,-3.835436795,-0.627340895,0.400788113
1400000US24031702000,2.092849911,-1.688623495,-0.25467278,0.592613101
1400000US24031702101,0.641020467,0.406827015,-0.080431502,0.728110697
1400000US24031702102,-0.966797179,-0.320957137,0.802837368,-0.353935231
1400000US24031702200,-1.643631866,0.297447981,-0.87879575,0.066625529
1400000US24031702301,1.899052283,-3.152618879,-0.65418599,0.244285951
1400000US24031702302,0.392974258,-1.199764305,-0.453375129,-0.303215434
1400000US24031702401,-1.158392355,0.031023677,1.429980764,0.145260784
1400000US24031702402,-0.990297467,0.592368879,0.422437004,-0.053981974
1400000US24031702500,-0.447537781,-0.955478095,-0.287749298,0.131273304
1400000US24031702601,-2.423002785,0.335160928,-1.106581582,0.160700492
1400000US24031702602,-1.43743209,0.481244089,-0.722688777,-0.203540158
1400000US24031702700,0.680233167,-0.57480311,-0.109217563,-0.076204139
1400000US24031702800,-1.928107121,0.28340289,-0.946771,-0.01517472
1400000US24031702900,-2.104971604,-0.17855569,0.312854522,-0.029441417
1400000US24031703000,0.378193997,-2.285664633,0.689270668,-0.080033076
1400000US24031703100,0.163582808,-0.696780856,-0.077499433,0.227334456
1400000US24031703201,1.428918186,-1.814977037,0.008752163,-0.048827154
1400000US24031703202,-0.334512943,0.11565874,-0.170693901,0.007604982
1400000US24031703206,-0.510097892,0.258692259,0.344102899,0.141640727
1400000US24031703207,0.689437863,-0.208417751,0.044841653,-0.12844728
1400000US24031703208,-0.416743877,-1.066011681,0.670865014,-0.169173483
1400000US24031703209,0.592232161,0.209501181,-0.21221802,-0.109889817
1400000US24031703210,0.348532668,0.186968439,-0.028452035,0.224531212
1400000US24031703212,-0.208125216,-0.094580956,0.743951924,-0.059954934
1400000US24031703213,0.806929258,0.327293873,0.138091532,0.746924821
1400000US24031703214,0.828198647,0.505064145,0.594378053,0.324641607
1400000US24031703215,-1.054747367,0.620955898,0.207597418,0.260525383
1400000US24031703216,0.828473216,1.218872719,0.852718678,-0.038007114
1400000US24031703218,0.535324744,1.060081832,0.976706423,-0.220417058
1400000US24031703219,0.580822088,1.095966632,0.946937693,-0.300094805
1400000US24031703220,0.980502227,-0.369000011,0.252564544,-0.024177652
1400000US24031703221,-0.126948388,-0.476202416,0.696406233,-0.123386625
1400000US24031703301,1.325612478,-0.657687981,-0.090830169,0.411149987
1400000US24031703302,2.6770049,-0.339641413,-0.572966432,-0.256579038
1400000US24031703401,0.964209596,0.22425091,0.435003725,0.525851068
1400000US24031703402,1.163612366,-0.096882619,-0.458343561,0.235531888
1400000US24031703403,2.321002061,-1.430626897,-0.488087711,0.412667696
1400000US24031703404,2.227006296,1.046914779,0.088105014,0.241199361
1400000US24031703501,1.692010393,-0.470439963,-0.120423461,0.367990094
1400000US24031703502,0.217329441,1.152771026,0.299716151,0.012067125
1400000US24031703601,0.12645363,0.239701771,0.685664694,-0.013270825
1400000US24031703602,-0.093634155,-0.480660354,0.746393338,-0.341371684
1400000US24031703701,1.905200314,-0.470353133,-0.424326887,0.234012713
1400000US24031703702,1.387838904,-0.228689643,0.327476804,0.20665107
1400000US24031703800,0.189835447,-0.917619575,0.423209998,0.391860306
1400000US24031703901,-1.244421711,-0.546518424,0.057760488,0.112051712
1400000US24031703902,0.771502774,-0.299997183,-0.255139533,0.456339921
1400000US24031704000,-1.03961787,0.463640876,-0.18600603,0.168422545
1400000US24031704100,-0.995394342,-1.056852109,0.574840935,-0.235522341
1400000US24031704200,-0.725088294,-0.075984455,1.129146465,-0.026892545
1400000US24031704300,-1.216453185,0.339661187,0.890757532,-0.268137023
1400000US24031704401,-0.915921011,-0.555582615,-0.227805731,-0.287395262
1400000US24031704403,-3.081242316,0.563227191,-1.958406816,-0.168059547
1400000US24031704404,-1.53784135,-0.423901159,0.33038643,-0.397193004
1400000US24031704501,-0.94566664,0.15927415,1.695420364,-0.194727913
1400000US24031704502,-1.443047652,-0.410833805,0.916910879,-0.243656126
1400000US24031704503,-1.926378794,-0.470432567,0.345923546,-0.074961907
1400000US24031704600,-2.228850188,0.202626129,0.017465631,-0.010489219
1400000US24031704700,-1.754326838,-0.55637096,0.930664016,-0.378191235
1400000US24031704803,-2.695110468,-0.217905369,-0.62827353,-0.009121876
1400000US24031704804,-3.638256205,0.177823309,-1.644452525,0.289329509
1400000US24031704805,-1.374466956,0.751131007,-0.442730063,-0.204183966
1400000US24031704806,-2.195706806,0.259485044,-0.079418435,-0.118399575
1400000US24031705000,-1.495977192,0.003979274,0.745927802,-0.015204456
1400000US24031705100,-1.79211172,-0.158660024,0.701679755,-0.182823734
1400000US24031705200,-1.812955674,-0.39043176,0.962110165,-0.252063387
1400000US24031705300,-1.865640222,-1.119489305,0.854978929,-0.45318645
1400000US24031705400,-1.516533195,-1.004029323,1.249139894,-0.431594781
1400000US24031705501,-2.335662907,0.056989194,0.330574476,-0.214631988
1400000US24031705502,-2.165470391,-0.327439542,0.889789663,-0.264388987
1400000US24031705601,-1.213026387,-1.968358539,-0.405869411,-0.35156456
1400000US24031705602,-2.902252644,0.211981534,-1.619018668,0.059973955
1400000US24031705701,-2.393686164,0.004366777,0.4152032,-0.259681623
1400000US24031705702,-1.470892218,-1.023319779,0.960211986,-0.274596043
1400000US24031705800,-1.881372529,-0.602009343,0.367444838,-0.269184238
1400000US24031705901,-1.839357081,-1.217038408,0.503976792,-0.431299893
1400000US24031705902,-1.328170381,-0.869849427,0.595361713,-0.36927511
1400000US24031705903,-2.385238125,-0.45532533,-0.166089075,-0.126550554
1400000US24031706005,-1.036022171,-1.335972652,0.891372913,-0.377722457
1400000US24031706007,-1.429678984,-0.587467136,0.542630456,-0.281599764
1400000US24031706008,-2.238960553,-0.029278954,0.676440078,-0.179463259
1400000US24031706009,-1.733158903,-0.460423473,0.585003106,-0.271624447
1400000US24031706010,-0.626029916,-0.703497528,1.391902327,-0.430155583
1400000US24031706011,-1.337569244,-0.906164359,0.659531393,-0.238644991
1400000US24031706012,-0.641333374,0.698997693,0.559401871,-0.140691608
1400000US24031706013,-0.959765772,-1.635321779,0.981580306,-0.233127275
1400000US24033800102,0.533295337,0.298498559,-0.009689597,0.230450089
1400000US24033800103,0.629793152,-0.427337057,-0.266087605,-0.001841709
1400000US24033800105,1.340654925,0.786387816,0.291981882,-0.097364293
