GEO_ID,pov_1,pov_2,pov_3,pov_4
1400000US11001000100,-0.461791328,-0.282910105,0.134577933,-0.004168434
1400000US11001000201,-0.547295417,2.589243346,-0.120312374,-0.002360183
1400000US11001000202,0.64379347,-1.019175852,0.27978343,-0.018316991
1400000US11001000300,0.438551854,-0.451106807,-0.036460819,-0.004391748
1400000US11001000400,-1.237661364,-1.21970524,-0.438675009,0.0155626
1400000US11001000501,0.792459811,-0.226539783,0.732161978,0.067205391
1400000US11001000502,-0.297130157,0.011459274,0.019069513,0.003118832
1400000US11001000600,-0.799263054,-0.28150523,0.25551782,-0.003189719
1400000US11001000701,-1.080764664,0.766548308,0.102695056,0.0096259
1400000US11001000702,0.266016295,0.584302998,-0.316566793,-0.008705794
1400000US11001000801,-0.483561639,-0.406643131,-0.234583051,-0.000950969
1400000US11001000802,-0.096069455,0.01226691,-0.288966675,0.003985951
1400000US11001000901,-1.762164979,-2.414625758,-0.116136035,0.003083283
1400000US11001000902,-1.192981736,-1.349481311,0.465271063,-0.008290863
1400000US11001001001,-0.623765504,-1.071760648,-0.344969542,-0.001001121
1400000US11001001002,1.122323678,-0.329334763,0.388956496,0.043934489
1400000US11001001100,-0.697767566,-1.00060096,0.086239428,0.002414249
1400000US11001001200,0.103223405,-0.107800458,0.182853869,0.010013993
1400000US11001001301,0.259771259,-0.07455287,-0.729278687,0.025497662
1400000US11001001302,-0.270707846,0.433528049,0.057335886,0.001585262
1400000US11001001401,-0.571792409,-0.234803227,-0.18213867,0.001624389
1400000US11001001402,-0.426046129,-0.054853713,0.359915808,-0.0030197
1400000US11001001500,-1.744671583,-1.522382732,-0.067030705,0.000890633
1400000US11001001600,-1.200608134,-0.578486588,0.239035309,0.00237252
1400000US11001001702,0.184292376,-0.104523462,-0.135305648,0.003024966
1400000US11001001803,1.416444142,0.831044933,-0.000402462,0.000337068
1400000US11001001804,3.338661319,-0.120424304,0.220418555,-0.013155298
1400000US11001001901,0.600385533,0.869483938,0.586531816,0.04615926
1400000US11001001902,0.04440996,0.462536711,-0.248833451,-0.001994301
1400000US11001002001,0.203034505,1.132898525,-0.460811274,-0.00451952
1400000US11001002002,0.819028872,0.616952879,-0.238931208,-0.003677338
1400000US11001002101,1.818990082,0.479413672,-0.349812452,-0.001770171
1400000US11001002102,0.949686544,0.852841913,0.221612792,0.036015523
1400000US11001002201,-0.640618831,0.807993157,-0.052767429,-0.007208771
1400000US11001002202,0.844989759,0.885866326,-0.493261258,-0.016930252
1400000US11001002301,0.869507031,0.394917928,0.144561939,-0.02386753
1400000US11001002302,4.053387504,-0.516763492,-0.120377387,-0.020189866
1400000US11001002400,0.940259419,0.386623059,-0.418919141,0.014422985
1400000US11001002501,3.60917235,-0.456754544,0.194822677,-0.04601944
1400000US11001002502,0.866384683,0.875721544,-0.613975353,-0.000664523
1400000US11001002600,-0.90676259,-0.986852765,-0.341608468,-0.004886472
1400000US11001002701,0.934969946,0.44054238,0.119787184,-0.027420478
1400000US11001002702,-0.235665689,-0.002034761,0.322491609,-0.010571455
1400000US11001002801,2.429592151,0.179956958,0.039944848,-0.023013923
1400000US11001002802,2.550555447,0.186535771,0.106923057,-0.016930463
1400000US11001002900,1.832933561,0.108145889,-0.367637286,0.011573374
1400000US11001003000,2.742860541,-0.193555856,-0.61896788,-0.015353615
1400000US11001003100,0.07544949,0.539324304,0.033366036,-0.019223233
1400000US11001003200,2.210635596,0.108596184,0.631140275,0.0134152
1400000US11001003301,2.306004039,-0.807067378,-0.59397562,0.010117695
1400000US11001003302,1.756918764,-0.463656209,0.286156393,-0.029095489
1400000US11001003400,4.646544609,-0.419204936,0.829836785,-0.054902593
