GEO_ID,ACS_demo1,ACS_demo2
1400000US11001004701,2.522959673,-0.115172264
1400000US11001004702,0.577734056,0.563650473
1400000US11001004801,0.140703382,0.607361481
1400000US11001004802,0.874874451,0.339987378
1400000US11001004901,0.892698276,0.097409458
1400000US11001004902,0.699641664,-0.716605162
1400000US11001005001,-0.126365579,-0.020263742
1400000US11001005002,-0.006063118,-0.520919288
1400000US11001005201,-0.173838655,-0.668663922
1400000US11001005301,-0.223497906,-0.497983235
1400000US11001005500,-0.318423155,-0.753155711
1400000US11001005600,0.016780973,-1.179125915
1400000US11001005800,-0.15485277,-0.990203396
1400000US11001005900,0.310084065,-0.024493974
1400000US11001006202,3.000549573,-4.404937386
1400000US11001006400,1.140246304,1.306440852
1400000US11001006500,-0.267601844,-1.002797952
1400000US11001006600,-0.43475037,-0.969637444
1400000US11001006700,-0.47272214,-0.326558496
1400000US11001006801,1.055616571,0.500698594
1400000US11001006802,0.546316638,0.612356668
1400000US11001006804,1.554039959,0.979091079
1400000US11001006900,0.292168277,-0.222687893
1400000US11001007000,-0.140469143,-0.775510734
1400000US11001007100,1.535196194,0.098918465
1400000US11001007200,0.754852053,0.300088593
1400000US11001007301,0.962693573,-1.455098425
1400000US11001007304,2.199815053,0.68341371
1400000US11001007401,2.666173109,-0.012020635
1400000US11001007403,2.376561024,0.519634322
1400000US11001007404,3.234938742,-0.364676561
1400000US11001007406,3.008324516,-0.0905182
1400000US11001007407,2.310775056,0.594064678
1400000US11001007408,2.410511565,0.373306733
1400000US11001007409,2.639704895,0.221912897
1400000US11001007502,2.152479921,0.696171289
1400000US11001007503,1.826501212,1.091305104
1400000US11001007504,2.208041434,0.57145467
1400000US11001007601,0.556281932,2.244825142
1400000US11001007603,0.749643687,1.697043469
1400000US11001007604,0.183712144,2.453151554
1400000US11001007605,0.81568464,1.903300746
1400000US11001007703,2.241201942,0.404306144
1400000US11001007707,1.694302265,1.059260674
1400000US11001007708,1.834727593,0.979346064
1400000US11001007709,0.248499074,2.297598547
1400000US11001007803,1.326890685,1.513116136
1400000US11001007804,1.5867114,1.292195168
1400000US11001007806,1.026335171,1.372807849
1400000US11001007807,1.352033817,1.518228364
1400000US11001007808,2.713136214,0.075004278
1400000US11001007809,1.574534852,1.300049523
1400000US11001007901,1.456209562,0.921322488
1400000US11001007903,0.445112926,2.27387246
1400000US11001008001,0.434474639,0.240112924
1400000US11001008002,0.400223131,-0.11463304
1400000US11001008100,0.325027819,-0.890909972
1400000US11001008200,0.005766484,-1.250233114
1400000US11001008301,-0.445626915,-0.379586885
1400000US11001008302,-0.106100594,-0.801234895
1400000US11001008402,-0.021913947,0.705145898
1400000US11001008410,1.109898983,0.835413654
1400000US11001008701,1.605488282,0.91035398
1400000US11001008702,0.692991174,1.299865598
1400000US11001008802,1.287898976,1.03344455
1400000US11001008803,1.538264366,-0.258569625
1400000US11001008804,0.906032709,1.873463395
1400000US11001008903,1.499686488,1.245232063
1400000US11001008904,1.207867324,1.554340003
1400000US11001009000,0.075540249,2.725566825
1400000US11001009102,1.702691668,0.787217429
1400000US11001009201,0.977399069,0.302295672
1400000US11001009203,1.397976982,0.482502743
1400000US11001009204,0.708954869,1.556200134
1400000US11001009301,0.357114055,1.32454474
1400000US11001009302,0.692782171,1.239563884
1400000US11001009400,0.339382192,2.007894499
1400000US11001009501,2.064878155,-1.174180886
1400000US11001009503,-0.37687309,2.473462521
1400000US11001009504,0.102033541,1.670391331
1400000US11001009505,0.172860677,2.221960149
1400000US11001009507,0.340009203,2.188799641
1400000US11001009508,0.26753094,2.196444992
1400000US11001009509,-0.140360454,2.569758833
1400000US11001009601,3.36023639,-0.459718851
1400000US11001009602,2.45510457,0.397868834
1400000US11001009603,1.56805156,1.293566232
1400000US11001009604,0.984413233,1.911782112
1400000US11001009700,2.368706669,0.531810871
1400000US11001009801,3.154025094,-0.305373884
1400000US11001009802,2.274826439,0.578146965
1400000US11001009803,2.274036405,0.557326028
1400000US11001009804,2.425802267,0.228350207
1400000US11001009807,0.98715536,1.874462432
1400000US11001009810,2.405771364,0.24838111
1400000US11001009811,2.582563316,0.304987641
1400000US11001009901,-0.285270998,2.805435454
1400000US11001009902,0.461402665,2.210038586
1400000US11001009903,1.203173104,1.6498003
1400000US11001009904,1.997135918,0.821259933
1400000US11001009905,1.733783042,1.058679644
1400000US11001009906,1.26538093,1.371482767
1400000US11001009907,2.408350468,0.371145635
1400000US11001010100,0.231356593,-0.784272163
1400000US11001010200,-0.373290772,0.814479852
1400000US11001010300,0.665921028,0.531652024
1400000US11001010400,1.335489092,1.301374605
1400000US11001010500,0.50163167,0.147022728
1400000US11001010600,0.769561725,0.194612844
1400000US11001010700,0.601882326,-1.375229797
1400000US11001010800,1.228487609,-2.230911369
1400000US11001010900,2.827628377,-0.030843497
1400000US11001011000,-0.645660062,1.143037665
1400000US11001011100,0.147508542,2.156546208
1400000US24031700101,-1.290712006,0.19752217
1400000US24031700103,-1.141433286,0.186553662
1400000US24031700104,-0.624697005,-0.057884389
1400000US24031700105,0.18564751,-0.509486791
1400000US24031700204,-1.586527319,0.182139505
1400000US24031700205,-0.905058594,-0.378307784
1400000US24031700206,-0.644819871,-0.478625324
1400000US24031700207,0.190504753,-0.765031293
1400000US24031700208,-0.853401268,-0.386743169
1400000US24031700304,-0.197192715,-0.571832561
1400000US24031700306,-0.112700926,-0.427248062
1400000US24031700308,0.171054879,-0.784481167
1400000US24031700309,0.517156454,-0.758874047
1400000US24031700310,0.218390011,-0.797238746
1400000US24031700311,-0.352164693,-0.546526408
1400000US24031700312,0.033162674,-0.802187951
1400000US24031700400,-1.59770483,0.271116511
1400000US24031700500,-1.037374582,-0.029882089
1400000US24031700604,-1.257923524,0.130156135
1400000US24031700606,-1.244421893,-0.116743979
1400000US24031700607,-0.88618975,-0.319377133
1400000US24031700608,-1.065468844,-0.057976351
1400000US24031700610,-0.743766348,-0.237046441
1400000US24031700611,-0.099571321,-0.574365684
1400000US24031700613,-0.485316696,-0.439307569
1400000US24031700614,-0.240159672,-0.334366869
1400000US24031700615,-0.769072501,-0.082074464
1400000US24031700616,-1.223182948,0.004649482
1400000US24031700704,-0.457105393,-0.791683432
1400000US24031700706,0.466661188,-0.829400217
1400000US24031700710,-0.430499236,-0.364459206
1400000US24031700711,-0.198191753,-0.652955212
1400000US24031700713,0.633228685,-0.823079948
1400000US24031700715,-0.293769091,-0.267790868
1400000US24031700716,-0.008851226,-0.703985527
1400000US24031700717,-0.123761396,-0.71874118
1400000US24031700718,-0.698592313,-0.251965117
1400000US24031700719,0.25803381,-0.957903981
1400000US24031700720,0.138847427,-0.756595909
1400000US24031700721,0.31684742,-0.558565013
1400000US24031700722,0.475142554,-0.660671623
1400000US24031700723,-4.287610211,3.570451264
1400000US24031700724,-0.028138077,-0.883519606
1400000US24031700810,-0.029371197,-0.203702008
1400000US24031700811,0.627790412,-0.528054669
1400000US24031700812,-0.793634602,-0.126667469
1400000US24031700813,0.208048514,-0.467054884
1400000US24031700815,0.537605365,-0.658301522
1400000US24031700816,0.098739639,-0.936920021
1400000US24031700817,-0.214690496,-0.649423052
1400000US24031700818,0.736334333,-0.900252431
1400000US24031700819,0.221178119,-0.614172506
1400000US24031700820,0.339411446,-0.67621731
1400000US24031700822,-0.555842865,-0.489802835
1400000US24031700823,-0.971216588,-0.204094937
1400000US24031700824,-1.181541074,0.00622955
1400000US24031700826,-0.828049133,-0.321329227
1400000US24031700828,-1.115592084,-0.228285012
1400000US24031700829,-0.684091645,-0.41774258
1400000US24031700830,0.314385356,-1.061799662
1400000US24031700832,0.215413802,0.001021183
1400000US24031700833,-0.036736484,-0.671778075
1400000US24031700834,0.635807789,-0.700315423
1400000US24031700835,-0.305782617,-0.420020718
1400000US24031700901,-1.43562255,0.433198791
1400000US24031700902,-0.434729467,0.071990439
1400000US24031700903,0.245903243,-0.729663707
1400000US24031700904,-0.585354172,-0.719623176
1400000US24031700905,-0.400172817,-0.935059891
1400000US24031701001,-1.085616789,0.342524677
1400000US24031701002,-1.4618107,0.126577993
1400000US24031701004,-0.892836064,-0.165776219
1400000US24031701005,-1.084546691,-0.177208716
1400000US24031701006,-1.590431505,0.298420739
1400000US24031701007,-0.292907997,-0.847825974
1400000US24031701101,-0.896159221,-0.088975762
1400000US24031701102,-0.63833658,-0.472142033
1400000US24031701201,-0.140515124,-0.995896653
1400000US24031701202,-1.855364448,0.494198576
1400000US24031701205,-1.687053862,0.382076514
1400000US24031701206,-1.177427884,-0.04974997
1400000US24031701210,-1.739501222,0.369690961
1400000US24031701211,-0.517733152,-0.471724025
1400000US24031701212,-1.289875991,0.438729026
1400000US24031701213,-1.131881823,-0.164451137
1400000US24031701214,-0.07610022,-1.051667169
1400000US24031701215,-0.678189383,-0.371778512
1400000US24031701216,-1.042068802,0.065578208
1400000US24031701218,-2.024582109,0.965969826
1400000US24031701219,-0.098154276,-0.372639605
1400000US24031701220,-1.118706237,-0.091182841
1400000US24031701221,-0.894997161,-0.167937317
1400000US24031701303,-1.336839097,0.351704114
1400000US24031701304,-1.291130013,0.076918742
1400000US24031701306,-1.09904736,-0.011431253
1400000US24031701307,-0.740652194,-0.374148612
1400000US24031701308,-1.133741954,0.334461318
1400000US24031701312,-0.789730416,-0.242948703
1400000US24031701313,-0.745346415,-0.278688315
1400000US24031701314,-0.52870166,-0.322445305
1400000US24031701315,-0.482737591,-0.316543044
1400000US24031701316,-1.237428632,0.451114579
1400000US24031701317,-1.138319133,0.049451491
1400000US24031701407,-1.01346457,0.655047736
1400000US24031701408,-1.123099491,0.505351009
1400000US24031701409,-0.782156125,0.285429078
1400000US24031701410,0.754016038,0.058881737
1400000US24031701414,-0.326001622,0.581336354
1400000US24031701415,-0.536744115,0.671057412
1400000US24031701417,1.240914967,-0.095208245
1400000US24031701418,0.202656223,0.048356315
1400000US24031701420,-2.302669735,2.130107249
1400000US24031701421,1.858896765,0.082093677
1400000US24031701422,1.817509876,0.361201244
1400000US24031701423,0.760453348,-0.155020891
1400000US24031701503,-0.533211955,0.654558669
1400000US24031701505,0.326536827,-0.248412054
1400000US24031701506,-0.974564823,0.693947483
1400000US24031701507,-1.020528892,0.688045222
1400000US24031701508,1.350223843,0.374656893
1400000US24031701509,0.459943815,-0.074943259
1400000US24031701601,0.504143891,-0.992226549
1400000US24031701602,0.460758927,-0.875364285
1400000US24031701701,-0.439841695,0.046847308
1400000US24031701702,1.310931167,-0.606088245
1400000US24031701703,-0.040038738,0.446650265
1400000US24031701704,-0.255404392,0.030975576
1400000US24031701800,-0.354676913,0.592722869
1400000US24031701900,0.248181381,-1.107972734
1400000US24031702000,0.328396957,-0.747324509
1400000US24031702101,0.536326264,-0.198869844
1400000US24031702102,-1.003052014,-0.27599217
1400000US24031702200,-0.702705503,-0.195985597
1400000US24031702301,0.369085776,-0.606481174
1400000US24031702302,0.002255226,-0.192106489
1400000US24031702401,-0.682001607,0.185274561
1400000US24031702402,0.264119997,-0.030396235
1400000US24031702500,0.756549161,-0.038739657
1400000US24031702601,0.85565866,-0.440402745
1400000US24031702602,0.715931403,-0.780439036
1400000US24031702700,-0.488338886,0.138566441
1400000US24031702800,-0.465147849,0.201819285
1400000US24031702900,-1.02041185,0.307575098
1400000US24031703000,-0.290654938,-0.404893039
1400000US24031703100,-0.571505594,-0.245063818
1400000US24031703201,-1.035794515,0.011759785
1400000US24031703202,-1.232571389,0.195570076
1400000US24031703206,-0.259726586,0.026653382
1400000US24031703207,0.715931403,-0.780439036
1400000US24031703208,-1.038072653,0.390068812
1400000US24031703209,0.229195496,-0.78643326
1400000US24031703210,-0.495449189,-0.048821993
1400000US24031703212,-0.116885176,0.229587502
1400000US24031703213,1.105718908,-0.370620628
1400000US24031703214,0.830026461,0.034737643
1400000US24031703215,-0.236326545,0.150207941
1400000US24031703216,-3.358869346,2.896719853
1400000US24031703218,-5.153190194,3.826601875
1400000US24031703219,-4.717158557,3.701768215
1400000US24031703220,-0.457619539,0.509811147
1400000US24031703221,-0.321399364,0.045104218
1400000US24031703301,-0.50302348,-0.577199774
1400000US24031703302,-0.074892179,-0.910242804
1400000US24031703401,-0.29776524,-0.592281472
1400000US24031703402,-0.297556236,-0.531979758
1400000US24031703403,-0.300507367,-0.554961792
1400000US24031703404,0.026098353,-0.769190465
1400000US24031703501,-0.075753272,-0.330207697
1400000US24031703502,-0.499073312,-0.473095089
1400000US24031703601,-0.634967442,-0.32855657
1400000US24031703602,-0.973540707,-0.046171829
1400000US24031703701,-0.451993165,-0.766540301
1400000US24031703702,-0.520847305,-0.334621854
1400000US24031703800,0.423322206,-0.492152033
1400000US24031703901,-0.516525111,-0.33029966
1400000US24031703902,0.077801661,-0.55723993
1400000US24031704000,-0.223033918,-0.156993887
1400000US24031704100,-1.38422021,0.144075773
1400000US24031704200,-1.283647685,0.164524684
1400000US24031704300,-0.757150937,-0.370616452
1400000US24031704401,-1.546954579,0.622330314
1400000US24031704403,-2.141072347,0.909572298
1400000US24031704404,-1.248907109,0.039018032
1400000US24031704501,-1.206103176,-0.038363455
1400000US24031704502,-1.522112414,0.126368989
1400000US24031704503,-0.80099989,-0.594743535
1400000US24031704600,-0.878335395,-0.331553682
1400000US24031704700,-1.386009281,0.042132185
1400000US24031704803,-0.412884414,-0.667338839
1400000US24031704804,-0.244782832,-0.839762616
1400000US24031704805,-1.13527604,0.513205364
1400000US24031704806,-0.106773586,-1.202525957
1400000US24031705000,-0.643076782,-0.597067655
1400000US24031705100,-1.510098888,0.27859884
1400000US24031705200,-1.5014545,0.287243228
1400000US24031705300,-1.927052678,0.522664864
1400000US24031705400,-1.422538927,0.065695249
1400000US24031705501,-2.666198031,1.426053594
1400000US24031705502,-1.639927734,0.309017221
1400000US24031705601,-1.075321273,-0.208045105
1400000US24031705602,-1.235568501,-0.047797877
1400000US24031705701,-0.850868145,-0.484364563
1400000US24031705702,-1.666650933,0.262263119
1400000US24031705800,-1.540563251,0.188041767
1400000US24031705901,-1.622057928,0.28682522
1400000US24031705902,-1.394607687,0.253873716
1400000US24031705903,-1.361865187,-0.033878239
1400000US24031706005,-1.676411399,0.552966204
1400000US24031706007,-1.789369477,0.480069934
1400000US24031706008,-1.480424559,0.348334976
1400000US24031706009,-1.490440011,0.358350427
1400000US24031706010,-0.934385975,0.273415552
1400000US24031706011,-1.472407182,0.176074221
1400000US24031706012,-1.304794667,0.483903061
1400000US24031706013,-1.284019711,0.264307175
1400000US24033800102,0.018682909,0.405217394
1400000US24033800103,0.360696372,-0.334437929
1400000US24033800105,0.600833131,0.186131479
1400000US24033800106,0.290889176,0.236743786
1400000US24033800108,1.074347471,-0.101528513
1400000US24033800109,1.036145795,-0.560379162
1400000US24033800203,-0.637872591,-0.131152685
1400000US24033800206,1.0934713,0.238089771
1400000US24033800208,0.786758539,-0.228870218
1400000US24033800209,1.417915923,0.021700001
1400000US24033800210,1.43120855,-0.285501827
1400000US24033800211,0.845292085,0.71102308
1400000US24033800212,-0.044849999,0.922580686
1400000US24033800213,0.710422071,0.115442287
1400000US24033800214,1.380178236,-0.096161301
1400000US24033800215,1.182448305,0.226912259
1400000US24033800401,-0.871923164,0.275785653
1400000US24033800402,-0.88626081,0.28147891
1400000US24033800403,-0.223313981,0.383560442
1400000US24033800408,0.539507301,0.926041787
1400000US24033800409,0.192778715,0.719529525
1400000US24033800410,1.686707071,-0.510744989
1400000US24033800411,0.424016101,0.950766911
1400000US24033800412,0.879033623,0.504393777
1400000US24033800413,1.127350782,0.692618225
1400000US24033800504,-0.440468706,-0.134057835
1400000US24033800505,-0.501560454,-0.155087775
1400000US24033800507,0.425713209,0.61193866
1400000US24033800509,0.597877825,2.02601929
1400000US24033800511,0.548059727,0.493914337
1400000US24033800513,-0.055584425,0.310919157
1400000US24033800514,1.189976615,0.534904121
1400000US24033800515,0.427084273,0.59327882
1400000US24033800516,0.146187636,0.532722121
1400000US24033800517,0.794817721,1.682124793
1400000US24033800518,0.804787192,1.451723422
1400000US24033800519,0.474001397,0.459917813
1400000US24033800520,1.312578118,0.697567431
1400000US24033800601,0.725662615,1.612969687
1400000US24033800604,2.154386033,0.417644752
1400000US24033800605,1.358960194,0.82407312
1400000US24033800606,1.069511131,1.195643871
1400000US24033800607,0.599737956,1.527106835
1400000US24033800608,1.320361413,1.286246926
1400000US24033800701,0.854283421,1.441126941
1400000US24033800704,1.439618856,0.48408281
1400000US24033800705,0.787289412,1.374132932
1400000US24033800706,0.760031165,1.587245526
1400000US24033800707,-0.345292649,2.264672121
1400000US24033800800,-0.976098909,0.872691529
1400000US24033800900,-0.337296174,1.050783484
1400000US24033801003,0.499236491,0.90580188
1400000US24033801004,0.707863869,1.034305644
1400000US24033801005,0.801418054,1.30813796
1400000US24033801006,1.114848188,1.02064099
1400000US24033801104,0.907295083,-1.490466012
1400000US24033801207,0.618351814,1.305349852
1400000US24033801208,0.696732339,1.343668569
1400000US24033801209,1.238983777,1.004560255
1400000US24033801210,0.932617964,1.259059739
1400000US24033801211,0.698475428,1.225226238
1400000US24033801212,0.463634822,1.611343639
1400000US24033801213,0.540598301,1.447936277
1400000US24033801214,0.036991625,1.545256705
1400000US24033801215,1.329076861,0.69403527
1400000US24033801216,0.02444305,1.65289355
1400000US24033801217,0.501953539,1.689724163
1400000US24033801302,-0.476350439,1.112038254
1400000US24033801305,0.867112059,0.792935765
1400000US24033801307,-0.174820966,2.154711155
1400000US24033801308,0.91728128,1.183630345
1400000US24033801309,-0.262401829,1.325986864
1400000US24033801310,0.659784685,1.246628205
1400000US24033801311,0.897994429,1.004096266
1400000US24033801312,0.083954731,1.632281617
1400000US24033801313,0.887907918,1.614967762
1400000US24033801404,0.397338884,1.124398728
1400000US24033801405,0.407914463,0.033274617
1400000US24033801406,1.064770929,1.070718249
1400000US24033801407,0.90145553,1.588453567
1400000US24033801408,0.895344265,1.482187785
1400000US24033801409,0.291491109,1.238890891
1400000US24033801410,0.248478171,1.255970664
1400000US24033801411,0.099107489,0.826167333
1400000US24033801500,0.362226282,1.349687871
1400000US24033801600,1.535008093,1.080244634
1400000US24033801701,1.541073377,0.966124497
1400000US24033801702,1.986075447,0.529766815
1400000US24033801704,1.784558372,0.588651484
1400000US24033801706,1.297287416,0.842523956
1400000US24033801707,1.657726637,0.862437819
1400000US24033801708,1.478610566,0.963754396
1400000US24033801801,2.081326741,0.46477088
1400000US24033801802,1.85908069,0.963637355
1400000US24033801804,0.264742832,2.013378753
1400000US24033801805,1.06939409,1.576113996
1400000US24033801807,1.587246449,1.032328472
1400000US24033801808,1.225854172,1.151677878
1400000US24033801901,0.423945041,1.551622955
1400000US24033801904,0.830908458,0.496330419
1400000US24033801905,1.058078634,1.003933244
1400000US24033801906,0.98555439,0.791192675
1400000US24033801907,0.984739278,1.591613702
1400000US24033801908,1.811745559,0.976394933
1400000US24033802001,1.829314399,0.45312938
1400000US24033802002,1.387727448,1.253458444
1400000US24033802103,0.906312773,1.332909065
1400000US24033802104,1.241771885,1.187626494
1400000US24033802106,2.218637915,0.521958441
1400000US24033802107,2.523051635,0.325599575
1400000US24033802201,0.656578569,0.942958537
1400000US24033802203,1.222903041,1.128695844
1400000US24033802204,0.731982884,1.779537184
1400000US24033802301,0.899457455,1.426208265
1400000US24033802404,2.326019776,0.228722233
1400000US24033802405,1.159115148,1.365371502
1400000US24033802406,1.162229301,1.228269331
1400000US24033802407,1.471755249,1.057053596
1400000US24033802408,1.284320834,0.829557374
1400000US24033802501,1.461739797,1.067069047
1400000US24033802502,1.131137927,0.956807116
1400000US24033802600,1.805007283,0.689224009
1400000US24033802700,1.102136591,1.288362042
1400000US24033802803,1.607649379,0.912515077
1400000US24033802804,1.498524428,1.324193617
1400000US24033802805,1.55113481,1.176494964
1400000US24033802901,1.40359918,1.069021141
1400000US24033803001,1.248209195,0.973723866
1400000US24033803002,1.407014299,1.432992522
1400000US24033803100,1.040509794,1.527198797
1400000US24033803200,1.927027755,0.891368095
1400000US24033803300,1.547347665,0.912306074
1400000US24033803401,1.781607241,0.56566945
1400000US24033803402,1.903000703,0.586908394
1400000US24033803508,2.166725605,0.249706192
1400000US24033803509,2.451735432,0.254283372
1400000US24033803512,1.375713922,1.101228593
1400000US24033803513,1.738431281,0.742833428
1400000US24033803514,1.51381513,1.179237091
1400000US24033803516,1.427697292,0.772624798
1400000US24033803519,1.814604727,0.558605129
1400000US24033803520,0.856281495,1.603372243
1400000US24033803521,1.012950581,1.239237839
1400000US24033803522,1.192902667,1.379128118
1400000US24033803523,-0.009879518,1.899003631
1400000US24033803524,1.461739797,1.067069047
1400000US24033803525,1.750887893,0.194424743
1400000US24033803526,0.877102432,1.604162277
1400000US24033803527,1.154420928,1.460831799
1400000US24033803601,0.55797904,1.905996892
1400000US24033803602,1.772636808,0.877193472
1400000US24033803605,1.074347471,-0.101528513
1400000US24033803606,0.363321458,0.008712516
1400000US24033803607,0.525750685,0.892254268
1400000US24033803608,0.583310273,0.929782951
1400000US24033803610,1.01304672,-0.182860168
1400000US24033803612,1.768013647,0.371797725
1400000US24033803613,0.901852635,0.667429113
1400000US24033803700,0.836789816,-0.499333396
1400000US24033803801,0.890328176,0.034946647
1400000US24033803803,1.311023129,-0.165316407
1400000US24033803900,1.155031212,-1.262760787
1400000US24033804001,1.918291405,0.441951869
1400000US24033804002,0.644289155,-0.531586829
1400000US24033804101,1.224136161,0.448878246
1400000US24033804102,1.337374302,-0.018779814
1400000US24033804200,-0.361950238,0.565418641
1400000US24033804300,1.38861362,-0.147818626
1400000US24033804400,0.537697328,-0.217529684
1400000US24033804600,0.742491579,-0.573600729
1400000US24033804700,-0.072455194,0.414233809
1400000US24033804801,1.141734409,0.907310887
1400000US24033804802,1.313811238,0.017749833
1400000US24033804900,-0.197966022,2.31184423
1400000US24033805000,0.926903803,0.231769502
1400000US24033805101,0.74486168,-0.511137918
1400000US24033805201,1.044464138,-0.231566363
1400000US24033805202,1.443477062,0.147415657
1400000US24033805500,0.251734444,-0.082843595
1400000US24033805601,0.27090843,-1.385709237
1400000US24033805602,0.44000905,-1.477010362
1400000US24033805700,0.317265427,-0.437961584
1400000US24033805801,0.744025665,-0.752344775
1400000US24033805802,1.046069284,-1.011166452
1400000US24033805904,0.236025735,-0.058490497
1400000US24033805906,1.075534609,-1.001732031
1400000US24033805907,1.267174177,-0.38944349
1400000US24033805908,1.040070884,0.364967486
1400000US24033805909,1.29306136,-0.583896245
1400000US24033806000,0.331231047,-0.343872351
1400000US24033806100,-0.148093591,0.338595411
1400000US24033806200,0.005252338,0.051261464
1400000US24033806300,0.571601888,-0.584243192
1400000US24033806400,-1.169736552,0.098157686
1400000US24033806501,0.842019085,-0.854660389
1400000US24033806601,0.584731493,-0.731360815
1400000US24033806602,1.096284486,-0.400085953
1400000US24033806706,0.578804153,0.04391708
1400000US24033806708,-0.081772575,0.004298359
1400000US24033806710,0.799491039,0.545036614
1400000US24033806711,0.883401798,0.72910189
1400000US24033806712,0.812829648,0.458220705
1400000US24033806713,1.576211057,-0.08040661
1400000US24033806714,1.26494202,0.209251457
1400000US24033806800,-0.191708461,-0.646471921
1400000US24033806900,-0.270461012,-0.585008147
1400000US24033807000,0.749953005,-1.52762267
1400000US24033807102,0.411680706,-0.744164375
1400000US24033807200,1.294691585,-2.184738297
1400000US24033807301,0.797798107,-0.979004981
1400000US24033807304,-0.200097865,-0.374428676
1400000US24033807305,0.695783458,-0.379938008
1400000US24033807404,0.05033441,-0.40442905
1400000US24033807405,-0.61389152,-0.047078903
1400000US24033807407,0.552825007,-0.202402004
1400000US24033807408,-0.68216463,0.345358766
1400000US24033807409,1.022644164,-0.313479048
1400000US24033807410,0.87836063,0.103102715
1400000US51013100100,-0.789195367,-0.502815399
1400000US51013100200,-1.160557115,-0.153064622
1400000US51013100300,-1.392864598,0.135431385
1400000US51013100400,-1.736759095,0.332371281
1400000US51013100500,-0.735213922,-0.669173892
1400000US51013100600,-1.199410881,0.02842155
1400000US51013100700,-0.634432393,-0.588423267
1400000US51013100800,0.479673752,-0.596047715
1400000US51013100900,-0.910542848,-0.303668424
1400000US51013101000,-0.703169492,-0.536974945
1400000US51013101100,-0.596740687,-0.690947885
1400000US51013101200,-1.03958166,-0.252429106
1400000US51013101300,-0.642123726,-0.736330923
1400000US51013101401,0.330211107,-1.466622884
1400000US51013101402,-0.234441335,-1.169946478
1400000US51013101403,-0.001506841,-1.277537343
1400000US51013101404,-0.414092455,-0.808763205
1400000US51013101500,0.028539514,-1.307583698
1400000US51013101601,-0.026068942,-1.322130347
1400000US51013101602,-0.047842936,-1.183657113
1400000US51013101603,0.150677028,-1.485909736
1400000US51013101701,0.384447537,-1.352293744
1400000US51013101702,-0.049213999,-1.164997273
1400000US51013101703,-0.438445553,-0.793054495
1400000US51013101801,-0.082002481,-1.097631238
1400000US51013101802,0.165269659,-1.21091536
1400000US51013101803,0.218716056,-1.117407156
1400000US51013101900,-0.724989466,-0.618887629
1400000US51013102001,-0.394061552,-0.828794108
1400000US51013102002,0.434106788,-1.522974431
