GEO_ID,ten_1,ten_2
1400000US11001009700,-1.544554111,0.027878211
1400000US11001009801,-1.796092291,0.029392516
1400000US11001009802,-2.251677058,0.032135218
1400000US11001009803,-2.230353268,0.032006845
1400000US11001009804,-1.799341474,0.029412077
1400000US11001009807,-0.749316147,0.023090736
1400000US11001009810,-2.981333746,0.036527882
1400000US11001009811,-2.800017992,0.035436329
1400000US11001009901,1.241028114,0.011108506
1400000US11001009902,0.836345164,0.01354477
1400000US11001009903,-0.159177539,0.019537995
1400000US11001009904,-2.308231778,0.032475688
1400000US11001009905,-1.277764763,0.026272091
1400000US11001009906,-0.850183277,0.023697974
1400000US11001009907,-2.168523711,0.03163462
1400000US11001010100,-2.035062372,0.030831159
1400000US11001010200,-1.789818764,0.029354748
1400000US11001010300,-0.245260259,0.020056229
1400000US11001010400,-1.841677561,0.029666948
1400000US11001010500,-2.109606817,0.03127993
1400000US11001010600,-0.285884488,0.020300794
1400000US11001010700,-2.29884452,0.032419175
1400000US11001010800,-2.843506592,0.035698138
1400000US11001010900,-2.724405737,0.03498113
1400000US11001011000,0.513088507,0.015490833
1400000US11001011100,0.392066773,0.016219406
1400000US24031700101,1.704774815,0.008316668
1400000US24031700103,1.682795194,0.008448989
1400000US24031700104,1.497419712,0.009564983
1400000US24031700105,1.377200526,0.010288724
1400000US24031700204,1.677257782,0.008482325
1400000US24031700205,1.735066778,0.008134305
1400000US24031700206,1.6161695,0.008850088
1400000US24031700207,0.765548783,0.013970977
1400000US24031700208,1.656352511,0.008608179
1400000US24031700304,0.367575773,0.016366846
1400000US24031700306,1.321098719,0.010626467
1400000US24031700308,0.638640538,0.014734987
1400000US24031700309,-0.207911341,0.019831382
1400000US24031700310,0.402659028,0.016155638
1400000US24031700311,1.32458029,0.010605507
1400000US24031700312,1.022897634,0.012421691
1400000US24031700400,0.959859631,0.012801191
1400000US24031700500,1.404202199,0.010126169
1400000US24031700604,1.826963799,0.007581068
1400000US24031700606,1.604917842,0.008917825
1400000US24031700607,1.232050477,0.011162553
1400000US24031700608,1.769986878,0.007924079
1400000US24031700610,1.53804632,0.009320403
1400000US24031700611,1.69261729,0.008389858
1400000US24031700613,1.036546807,0.01233952
1400000US24031700614,0.00156573,0.018570292
1400000US24031700615,1.737521765,0.008119525
1400000US24031700616,1.779910645,0.007864336
1400000US24031700704,0.215039304,0.017285143
1400000US24031700706,-1.713106093,0.028892924
1400000US24031700710,0.918242537,0.013051733
1400000US24031700711,0.414976447,0.016081485
1400000US24031700713,-1.229730097,0.025982914
1400000US24031700715,1.22931293,0.011179034
1400000US24031700716,1.178533437,0.011484735
1400000US24031700717,-0.014138377,0.018664834
1400000US24031700718,-0.501171499,0.02159686
1400000US24031700719,-0.811129529,0.023462863
1400000US24031700720,-0.329103887,0.020560983
1400000US24031700721,-0.779756378,0.023273991
1400000US24031700722,-0.469182481,0.021404281
1400000US24031700723,-2.738480716,0.035065863
1400000US24031700724,-2.808816285,0.035489296
1400000US24031700810,1.183199015,0.011456648
1400000US24031700811,0.73686811,0.01414364
1400000US24031700812,1.028563167,0.012387583
1400000US24031700813,0.969321973,0.012744226
1400000US24031700815,0.629400244,0.014790616
1400000US24031700816,-0.638470532,0.022423425
1400000US24031700817,-1.231635935,0.025994387
1400000US24031700818,-2.043642654,0.030882814
1400000US24031700819,1.069804189,0.012139305
1400000US24031700820,-0.865256621,0.023788718
1400000US24031700822,0.376174429,0.01631508
1400000US24031700823,1.009268965,0.012503738
1400000US24031700824,1.604106648,0.008922708
1400000US24031700826,-0.120247491,0.01930363
1400000US24031700828,1.318699953,0.010640908
1400000US24031700829,1.076335707,0.012099984
1400000US24031700830,-2.703898171,0.03485767
1400000US24031700832,0.747120379,0.014081919
1400000US24031700833,1.231569515,0.011165449
1400000US24031700834,1.026374318,0.01240076
1400000US24031700835,1.547961055,0.009260715
1400000US24031700901,-0.845999,0.023672784
1400000US24031700902,0.362481233,0.016397516
1400000US24031700903,-0.926723756,0.024158761
1400000US24031700904,-2.731893024,0.035026204
1400000US24031700905,-2.535077435,0.033841339
1400000US24031701001,0.638543698,0.01473557
1400000US24031701002,1.656846737,0.008605203
1400000US24031701004,0.337603903,0.016547282
1400000US24031701005,1.402017798,0.010139319
1400000US24031701006,1.548424297,0.009257926
1400000US24031701007,-0.69271829,0.022750006
1400000US24031701101,1.462656381,0.009774264
1400000US24031701102,0.423166542,0.01603218
1400000US24031701201,0.239783038,0.017136181
1400000US24031701202,1.456181868,0.009813242
1400000US24031701205,0.934530387,0.012953677
1400000US24031701206,1.513705045,0.009466942
1400000US24031701210,1.721456267,0.008216242
1400000US24031701211,0.011247664,0.018512005
1400000US24031701212,1.533981381,0.009344875
1400000US24031701213,1.062857782,0.012181123
1400000US24031701214,-0.846799009,0.0236776
1400000US24031701215,-0.274523481,0.020232399
1400000US24031701216,-0.982620159,0.024495268
1400000US24031701218,-2.506480822,0.033669182
1400000US24031701219,-3.169010849,0.037657732
1400000US24031701220,1.806976016,0.007701398
1400000US24031701221,-0.742501874,0.023049713
1400000US24031701303,1.547439665,0.009263854
1400000US24031701304,1.65897023,0.008592419
1400000US24031701306,1.926538275,0.006981612
1400000US24031701307,1.691004141,0.00839957
1400000US24031701308,1.585954536,0.009031987
1400000US24031701312,1.213049215,0.011276944
1400000US24031701313,1.295082161,0.010783091
1400000US24031701314,1.223867549,0.011211816
1400000US24031701315,0.834885112,0.01355356
1400000US24031701316,0.811456459,0.013694605
1400000US24031701317,1.597851716,0.008960364
1400000US24031701407,1.586560283,0.00902834
1400000US24031701408,1.554565231,0.009220956
1400000US24031701409,1.853548585,0.007421023
1400000US24031701410,0.535650322,0.015355007
1400000US24031701414,0.343312306,0.016512916
1400000US24031701415,1.331041528,0.010566609
1400000US24031701417,-1.729095458,0.028989183
1400000US24031701418,1.526723409,0.009388569
1400000US24031701420,-0.303837307,0.020408873
1400000US24031701421,0.145534909,0.017703572
1400000US24031701422,-3.222884496,0.037982061
1400000US24031701423,-0.325594329,0.020539854
1400000US24031701503,1.687982892,0.008417758
1400000US24031701505,-0.408934683,0.021041578
1400000US24031701506,1.748770994,0.008051803
1400000US24031701507,1.307357819,0.010709189
1400000US24031701508,-2.084961154,0.031131558
1400000US24031701509,-2.307735091,0.032472697
1400000US24031701601,-2.499358006,0.033626302
1400000US24031701602,-1.031991248,0.024792491
1400000US24031701701,-0.318771395,0.020498779
1400000US24031701702,-1.913031325,0.03009651
1400000US24031701703,-0.324321299,0.02053219
1400000US24031701704,0.91448268,0.013074368
1400000US24031701800,-0.329084947,0.020560868
1400000US24031701900,-1.800461978,0.029418822
1400000US24031702000,-0.78252188,0.02329064
1400000US24031702101,-0.427083761,0.021150839
1400000US24031702102,1.761235794,0.007976762
1400000US24031702200,1.341297891,0.010504864
1400000US24031702301,-1.603113012,0.028230746
1400000US24031702302,-0.397019335,0.020969846
1400000US24031702401,0.608464766,0.014916651
1400000US24031702402,-1.41320006,0.027087436
1400000US24031702500,-2.234925914,0.032034373
1400000US24031702601,-3.087592465,0.037167579
1400000US24031702602,-2.103444765,0.031242833
1400000US24031702700,-0.948962579,0.024292643
1400000US24031702800,-0.60087507,0.022197094
1400000US24031702900,0.267127657,0.016971562
1400000US24031703000,1.684212495,0.008440457
1400000US24031703100,0.773425557,0.013923557
1400000US24031703201,1.432787937,0.009954077
1400000US24031703202,1.099553481,0.011960209
1400000US24031703206,0.58934946,0.015031729
1400000US24031703207,-1.26056396,0.026168539
1400000US24031703208,1.62013126,0.008826237
1400000US24031703209,-0.452064873,0.02130123
1400000US24031703210,1.432119058,0.009958104
1400000US24031703212,0.486835519,0.015648881
1400000US24031703213,-1.428142115,0.02717739
1400000US24031703214,-2.232692089,0.032020925
1400000US24031703215,-0.016817267,0.018680961
1400000US24031703216,1.419559024,0.010033718
1400000US24031703218,0.641166181,0.014719783
1400000US24031703219,1.572881506,0.009110689
1400000US24031703220,0.103005574,0.017959606
1400000US24031703221,1.421983882,0.01001912
1400000US24031703301,1.028567946,0.012387554
1400000US24031703302,0.506323808,0.015531558
1400000US24031703401,0.7960902,0.013787112
1400000US24031703402,1.606884483,0.008905985
1400000US24031703403,1.09247684,0.012002811
1400000US24031703404,0.753649044,0.014042616
1400000US24031703501,-0.311644445,0.020455874
1400000US24031703502,0.37960964,0.0162944
1400000US24031703601,0.995569189,0.012586213
1400000US24031703602,1.464160996,0.009765206
1400000US24031703701,1.455841496,0.009815291
1400000US24031703702,1.232855702,0.011157705
1400000US24031703800,-1.832540348,0.02961194
1400000US24031703901,1.35067861,0.01044839
1400000US24031703902,0.364512979,0.016385284
1400000US24031704000,-0.042897224,0.018837967
1400000US24031704100,1.541920895,0.009297077
1400000US24031704200,-0.054008947,0.018904862
1400000US24031704300,1.554010329,0.009224297
1400000US24031704401,1.11549219,0.011864255
1400000US24031704403,0.425024346,0.016020995
1400000US24031704404,0.771280647,0.01393647
1400000US24031704501,1.310936842,0.010687643
1400000US24031704502,1.859734952,0.00738378
1400000US24031704503,1.242539475,0.011099407
1400000US24031704600,0.627467517,0.014802251
1400000US24031704700,1.417082445,0.010048627
1400000US24031704803,-1.677248433,0.028677055
1400000US24031704804,-1.120940457,0.025327981
1400000US24031704805,-2.599479968,0.034229054
1400000US24031704806,-2.687639837,0.034759792
1400000US24031705000,0.112007511,0.017905413
1400000US24031705100,1.187847692,0.011428662
1400000US24031705200,1.418848707,0.010037994
1400000US24031705300,1.704316161,0.008319429
1400000US24031705400,1.711755259,0.008274644
1400000US24031705501,-1.603736097,0.028234497
1400000US24031705502,1.20761419,0.011309664
1400000US24031705601,1.314228745,0.010667825
1400000US24031705602,-1.179608201,0.025681171
1400000US24031705701,0.484951706,0.015660222
1400000US24031705702,1.37730697,0.010288083
1400000US24031705800,1.115641626,0.011863355
1400000US24031705901,1.532906233,0.009351347
1400000US24031705902,1.16076159,0.011591725
1400000US24031705903,1.538155282,0.009319747
1400000US24031706005,1.377493858,0.010286958
1400000US24031706007,1.546071371,0.009272091
1400000US24031706008,1.748767636,0.008051823
1400000US24031706009,1.685244769,0.008434242
1400000US24031706010,0.949275559,0.012864909
1400000US24031706011,1.765068345,0.00795369
1400000US24031706012,-0.142982501,0.019440498
1400000US24031706013,1.447146408,0.009867637
1400000US24033800102,-0.993868625,0.024562986
1400000US24033800103,-2.146547504,0.031502319
1400000US24033800105,1.187420043,0.011431236
1400000US24033800106,1.225200071,0.011203794
1400000US24033800108,-1.762996595,0.029193274
1400000US24033800109,-0.685851813,0.022708669
1400000US24033800203,1.753911405,0.008020857
1400000US24033800206,-0.392772787,0.020944281
1400000US24033800208,0.463458803,0.015789613
1400000US24033800209,-2.530364962,0.033812969
1400000US24033800210,-2.48451289,0.033536932
1400000US24033800211,-2.179338982,0.03169973
1400000US24033800212,1.065110676,0.012167561
1400000US24033800213,0.56429049,0.015182588
1400000US24033800214,-2.36300951,0.032805459
1400000US24033800215,-0.815167944,0.023487175
1400000US24033800401,1.563583368,0.009166666
1400000US24033800402,1.517406054,0.009444661
1400000US24033800403,1.841995515,0.007490574
1400000US24033800408,1.829049202,0.007568514
1400000US24033800409,1.603604131,0.008925733
1400000US24033800410,1.545099551,0.009277941
1400000US24033800411,0.293435625,0.016813183
1400000US24033800412,-0.593640646,0.022153541
1400000US24033800413,-0.684927069,0.022703102
1400000US24033800504,1.302545904,0.010738158
1400000US24033800505,1.589713501,0.009009357
1400000US24033800507,-0.336373198,0.020604745
1400000US24033800509,1.719905384,0.008225579
1400000US24033800511,1.476287238,0.009692204
1400000US24033800513,1.496199932,0.009572326
1400000US24033800514,1.739365681,0.008108424
1400000US24033800515,1.001173357,0.012552475
1400000US24033800516,0.112612574,0.01790177
1400000US24033800517,1.687382248,0.008421374
1400000US24033800518,1.795125783,0.007772739
1400000US24033800519,1.014312258,0.012473376
1400000US24033800520,0.601909479,0.014956115
1400000US24033800601,1.848040979,0.00745418
1400000US24033800604,1.317882301,0.01064583
1400000US24033800605,1.402989721,0.010133468
1400000US24033800606,0.567835157,0.015161248
1400000US24033800607,1.367503082,0.010347104
1400000US24033800608,1.516116695,0.009452423
1400000US24033800701,1.644902054,0.008677112
1400000US24033800704,0.783136096,0.013865098
1400000US24033800705,1.862270909,0.007368513
1400000US24033800706,1.72545725,0.008192156
1400000US24033800707,0.691232005,0.014418377
1400000US24033800800,1.680316905,0.008463909
1400000US24033800900,0.579896464,0.015088637
1400000US24033801003,1.673417647,0.008505443
1400000US24033801004,1.644267645,0.008680932
1400000US24033801005,1.72566057,0.008190932
1400000US24033801006,1.730057914,0.008164459
1400000US24033801104,-3.222884496,0.037982061
1400000US24033801207,1.305253368,0.010721858
1400000US24033801208,1.447037368,0.009868293
1400000US24033801209,1.579873068,0.009068599
1400000US24033801210,1.474178148,0.009704901
1400000US24033801211,1.37883139,0.010278906
1400000US24033801212,1.19605974,0.011379224
1400000US24033801213,1.790129726,0.007802816
1400000US24033801214,0.784668719,0.013855872
1400000US24033801215,1.643454824,0.008685825
1400000US24033801216,1.6416063,0.008696953
1400000US24033801217,1.417037269,0.010048899
1400000US24033801302,1.696366569,0.008367287
1400000US24033801305,1.265328348,0.010962214
1400000US24033801307,1.362416116,0.010377728
1400000US24033801308,1.576377526,0.009089642
1400000US24033801309,1.749822248,0.008045474
1400000US24033801310,1.645384349,0.008674209
1400000US24033801311,1.446235979,0.009873118
1400000US24033801312,1.206950115,0.011313662
1400000US24033801313,1.030100682,0.012378327
1400000US24033801404,0.53464758,0.015361044
1400000US24033801405,-0.181680584,0.019673468
1400000US24033801406,-0.958980297,0.024352952
1400000US24033801407,0.934869261,0.012951637
1400000US24033801408,-0.593867782,0.022154909
1400000US24033801409,0.485272587,0.01565829
1400000US24033801410,1.926538275,0.006981612
1400000US24033801411,1.24694218,0.011072902
1400000US24033801500,1.168341056,0.011546095
1400000US24033801600,-1.636143758,0.028429597
1400000US24033801701,-0.091928864,0.019133146
1400000US24033801702,-2.148249759,0.031512567
1400000US24033801704,-1.499973462,0.027609828
1400000US24033801706,-0.349883378,0.020686079
1400000US24033801707,-1.504787864,0.027638811
1400000US24033801708,-1.007293613,0.024643806
1400000US24033801801,-1.968910065,0.03043291
1400000US24033801802,-0.097738319,0.01916812
1400000US24033801804,1.40507774,0.010120898
1400000US24033801805,-0.319854211,0.020505298
1400000US24033801807,-0.926832646,0.024159417
1400000US24033801808,-1.340263616,0.026648346
1400000US24033801901,1.557183383,0.009205195
1400000US24033801904,0.075157176,0.018127258
1400000US24033801905,0.728094555,0.014196458
1400000US24033801906,-0.672044609,0.022625547
1400000US24033801907,-0.480022397,0.021469539
1400000US24033801908,-2.404325208,0.033054187
1400000US24033802001,-1.767314324,0.029219267
1400000US24033802002,0.58496846,0.015058103
1400000US24033802103,1.434314041,0.00994489
1400000US24033802104,-0.381188738,0.020874543
1400000US24033802106,-1.918888485,0.030131771
1400000US24033802107,-1.709635789,0.028872032
1400000US24033802201,1.733044811,0.008146477
1400000US24033802203,0.161813846,0.01760557
1400000US24033802204,1.783763149,0.007841144
1400000US24033802301,1.343584754,0.010491097
1400000US24033802404,-1.489159242,0.027544724
1400000US24033802405,-0.857286725,0.023740738
1400000US24033802406,-1.144109445,0.025467462
1400000US24033802407,-2.163837788,0.03160641
1400000US24033802408,-1.953800948,0.03034195
1400000US24033802501,-1.15620341,0.02554027
1400000US24033802502,1.26228625,0.010980528
1400000US24033802600,0.053589843,0.018257098
1400000US24033802700,0.658441068,0.014615785
1400000US24033802803,-0.350156344,0.020687722
1400000US24033802804,-0.133715029,0.019384707
1400000US24033802805,0.306635166,0.016733719
1400000US24033802901,-0.205644591,0.019817735
1400000US24033803001,0.112773977,0.017900798
1400000US24033803002,0.492120861,0.015617062
1400000US24033803100,0.085893537,0.018062624
1400000US24033803200,-1.964238787,0.030404788
1400000US24033803300,0.445288673,0.015899
1400000US24033803401,0.619289667,0.014851483
1400000US24033803402,-0.299838523,0.0203848
1400000US24033803508,-1.359585671,0.026764668
1400000US24033803509,-2.660837313,0.034598436
1400000US24033803512,-0.04365647,0.018842538
1400000US24033803513,0.57787993,0.015100777
1400000US24033803514,-0.413114536,0.021066742
1400000US24033803516,1.561523537,0.009179066
1400000US24033803519,-0.364954858,0.020776812
1400000US24033803520,1.691439442,0.008396949
1400000US24033803521,0.592104,0.015015146
1400000US24033803522,0.824938858,0.013613438
1400000US24033803523,1.652814806,0.008629476
1400000US24033803524,0.678193363,0.014496872
1400000US24033803525,-2.539937177,0.033870596
1400000US24033803526,1.16587335,0.011560951
1400000US24033803527,1.208881164,0.011302036
1400000US24033803601,1.654800923,0.008617519
1400000US24033803602,0.106035273,0.017941367
1400000US24033803605,0.917946218,0.013053517
1400000US24033803606,1.037891172,0.012331427
1400000US24033803607,1.654996328,0.008616343
1400000US24033803608,0.912122813,0.013088575
1400000US24033803610,0.751615393,0.014054858
1400000US24033803612,-1.984884296,0.030529078
1400000US24033803613,-1.278582584,0.026277015
1400000US24033803700,1.298226744,0.01076416
1400000US24033803801,0.995098567,0.012589046
1400000US24033803803,-0.192975518,0.019741465
1400000US24033803900,0.120757344,0.017852737
1400000US24033804001,-2.774693996,0.035283874
1400000US24033804002,-0.685261447,0.022705115
1400000US24033804101,-0.126828355,0.019343248
1400000US24033804102,-0.198659971,0.019775687
1400000US24033804200,1.721835074,0.008213962
1400000US24033804300,-1.773240342,0.029254943
1400000US24033804400,0.352395424,0.016458234
1400000US24033804600,0.181181036,0.017488976
1400000US24033804700,0.929497419,0.012983977
1400000US24033804801,-2.742916625,0.035092568
1400000US24033804802,-3.222884496,0.037982061
1400000US24033804900,-1.58377246,0.028114313
1400000US24033805000,-0.512004483,0.021662077
1400000US24033805101,-1.814118015,0.029501034
1400000US24033805201,-0.948489367,0.024289794
1400000US24033805202,-2.011255607,0.030687838
1400000US24033805500,-0.473418942,0.021429785
1400000US24033805601,-3.111092412,0.037309053
1400000US24033805602,-2.567503418,0.034036549
1400000US24033805700,-0.557748866,0.021937466
1400000US24033805801,1.090526409,0.012014553
1400000US24033805802,0.479687188,0.015691915
1400000US24033805904,0.348044265,0.016484429
1400000US24033805906,-1.853156865,0.029736055
1400000US24033805907,-1.41882168,0.027121279
1400000US24033805908,-2.474155372,0.033474577
1400000US24033805909,-2.464602698,0.033417069
1400000US24033806000,-0.334348523,0.020592556
1400000US24033806100,0.31174826,0.016702938
1400000US24033806200,-0.387772465,0.020914178
1400000US24033806300,-0.718560905,0.022905584
1400000US24033806400,1.418345434,0.010041024
1400000US24033806501,-1.542384253,0.027865148
1400000US24033806601,-0.402640703,0.021003687
1400000US24033806602,-0.341844496,0.020637683
1400000US24033806706,0.617424458,0.014862712
1400000US24033806708,-0.554124779,0.021915649
1400000US24033806710,1.302365819,0.010739242
1400000US24033806711,-0.38609795,0.020904097
1400000US24033806712,-0.614789496,0.022280861
1400000US24033806713,-3.222884496,0.037982061
1400000US24033806714,-3.222884496,0.037982061
1400000US24033806800,1.161772519,0.011585639
1400000US24033806900,0.760766175,0.013999769
1400000US24033807000,-0.700049585,0.022794142
1400000US24033807102,0.784571827,0.013856455
1400000US24033807200,-2.404940188,0.03305789
1400000US24033807301,-1.452075803,0.027321475
1400000US24033807304,1.26768957,0.010947999
1400000US24033807305,-0.101868928,0.019192987
1400000US24033807404,0.431332558,0.015983019
1400000US24033807405,1.134736561,0.0117484
1400000US24033807407,0.157175457,0.017633494
1400000US24033807408,1.197436695,0.011370934
1400000US24033807409,-1.67119177,0.028640592
1400000US24033807410,-0.505032927,0.021620107
1400000US51013100100,1.328134406,0.010584111
1400000US51013100200,1.721430056,0.0082164
1400000US51013100300,1.403171063,0.010132376
1400000US51013100400,1.613953508,0.008863428
1400000US51013100500,0.834437046,0.013556257
1400000US51013100600,-0.079153825,0.019056238
1400000US51013100700,0.392720899,0.016215468
1400000US51013100800,0.673689024,0.014523989
1400000US51013100900,0.001877785,0.018568413
1400000US51013101000,0.854096507,0.013437904
1400000US51013101100,1.026271906,0.012401377
1400000US51013101200,1.074535314,0.012110823
1400000US51013101300,0.989645555,0.012621874
1400000US51013101401,-2.032828944,0.030817713
1400000US51013101402,-0.399007492,0.020981815
1400000US51013101403,-1.805425784,0.029448705
1400000US51013101404,-1.067594079,0.025006826
1400000US51013101500,-1.203914774,0.025827501
1400000US51013101601,-0.255904065,0.020120306
1400000US51013101602,-0.86856633,0.023808643
1400000US51013101603,-2.086536249,0.031141041
1400000US51013101701,-2.33355182,0.032628119
1400000US51013101702,-1.666787885,0.02861408
1400000US51013101703,-1.538894612,0.02784414
1400000US51013101801,-1.118160108,0.025311243
1400000US51013101802,-1.934303915,0.030224575
1400000US51013101803,-1.949701529,0.030317271
1400000US51013101900,0.484495354,0.015662969
1400000US51013102001,-2.055404029,0.030953619
1400000US51013102002,-2.89656868,0.036017581
1400000US51013102003,-1.928437708,0.030189259
1400000US51013102100,-0.015405058,0.018672459
1400000US51013102200,-0.894864458,0.023966963
1400000US51013102301,1.451591513,0.009840877
1400000US51013102302,-0.327197025,0.020549503
