GEO_ID,houserentval_1,houserentval_2
1400000US11001007301,-0.577941036,1.212407071
1400000US11001007304,1.54483299,-1.290205909
1400000US11001007401,1.905323217,-1.270857182
1400000US11001007403,1.181550034,-0.547084
1400000US11001007404,0.032889287,-1.078002031
1400000US11001007406,1.144669872,-0.510203837
1400000US11001007407,1.133913158,-0.499447123
1400000US11001007408,1.338290724,-0.703824689
1400000US11001007409,1.12559708,-0.851978049
1400000US11001007502,0.982239144,-0.992262637
1400000US11001007503,1.152353239,-0.517887204
1400000US11001007504,1.405904354,-0.771438319
1400000US11001007601,1.298337215,-0.66387118
1400000US11001007603,0.79737391,-0.851353106
1400000US11001007604,1.146520562,-0.701973999
1400000US11001007605,1.189233402,-0.554767367
1400000US11001007703,1.082145255,-0.766349306
1400000US11001007707,1.390649435,-1.02948764
1400000US11001007708,1.133913158,-0.499447123
1400000US11001007709,1.253773685,-0.61930765
1400000US11001007803,0.976120019,-0.543526429
1400000US11001007804,1.899176523,-1.264710488
1400000US11001007806,1.358267478,-0.723801443
1400000US11001007807,1.264530399,-0.630064364
1400000US11001007808,1.650235429,-1.015769394
1400000US11001007809,1.238406951,-0.603940916
1400000US11001007901,1.035566059,-0.401100024
1400000US11001007903,1.213411104,-0.923978061
1400000US11001008001,0.363635714,0.140941635
1400000US11001008002,0.026545888,0.523014971
1400000US11001008100,-0.332303647,-0.293763244
1400000US11001008200,-1.14417258,-1.520534001
1400000US11001008301,-0.124137619,0.061923433
1400000US11001008302,-0.16779189,0.301017072
1400000US11001008402,0.666676871,-0.318207226
1400000US11001008410,0.282596082,0.351869953
1400000US11001008701,0.179638962,0.454827073
1400000US11001008702,1.674822203,-1.040356169
1400000US11001008802,1.11239973,-0.477933695
1400000US11001008803,1.27836046,-0.643894425
1400000US11001008804,1.092422976,-0.457956941
1400000US11001008903,1.163109953,-0.528643918
1400000US11001008904,1.427417782,-0.792951747
1400000US11001009000,1.95603344,-1.321567405
1400000US11001009102,1.56571839,-0.931252355
1400000US11001009201,0.553150574,-0.963422528
1400000US11001009203,1.058616161,-0.424150126
1400000US11001009204,1.249163665,-0.61469763
1400000US11001009301,0.983319163,-0.348853128
1400000US11001009302,1.239943625,-0.60547759
1400000US11001009400,0.965222255,-0.671211374
1400000US11001009501,0.894192104,-0.259726069
1400000US11001009503,0.619127561,0.015338474
1400000US11001009504,1.150816566,-0.516350531
1400000US11001009505,0.13353876,0.500927275
1400000US11001009507,1.149279893,-0.514813858
1400000US11001009508,0.920315552,-0.285849518
1400000US11001009509,0.450093485,0.18437255
1400000US11001009601,1.650235429,-1.015769394
1400000US11001009602,1.293727194,-0.659261159
1400000US11001009603,1.190770075,-0.55630404
1400000US11001009604,1.177774787,-0.72296667
1400000US11001009700,1.109326384,-0.474860349
1400000US11001009801,1.800829424,-1.166363389
1400000US11001009802,1.55188833,-0.917422295
1400000US11001009803,1.136986505,-0.50252047
1400000US11001009804,0.99463198,-0.77702891
1400000US11001009807,1.192306748,-0.557840714
1400000US11001009810,1.312167275,-0.677701241
1400000US11001009811,1.458151251,-0.823685216
1400000US11001009901,0.407066629,0.227399406
1400000US11001009902,0.712060134,-0.460298121
1400000US11001009903,0.978709143,-0.344243108
1400000US11001009904,1.309093929,-0.674627894
1400000US11001009905,0.883340291,-1.005107779
1400000US11001009906,1.209210156,-0.574744121
1400000US11001009907,1.72245908,-1.087993045
1400000US11001010100,0.699034579,-0.064568545
1400000US11001010200,0.477543468,-0.012531787
1400000US11001010300,1.15696326,-0.522497225
1400000US11001010400,1.367487519,-0.733021484
1400000US11001010500,0.648458146,-0.354866032
1400000US11001010600,-0.009371869,0.643837904
1400000US11001010700,-0.308446273,0.523017616
1400000US11001010800,0.460850199,0.173615836
1400000US11001010900,1.073982895,-0.43951686
1400000US11001011000,0.607994647,-0.281615697
1400000US11001011100,1.188289309,-0.654058558
1400000US24031700101,0.171257298,-0.426385097
1400000US24031700103,-1.652857069,0.137491037
1400000US24031700104,0.041338354,0.593127681
1400000US24031700105,0.136612106,0.497853929
1400000US24031700204,2.218476717,-2.137868872
1400000US24031700205,1.939153629,-1.372254031
1400000US24031700206,-0.41251239,0.686332675
1400000US24031700207,0.261082654,0.373383381
1400000US24031700208,-0.91645549,0.873892616
1400000US24031700304,0.001384845,0.63308119
1400000US24031700306,-0.577941036,1.212407071
1400000US24031700308,0.23312787,0.271668273
1400000US24031700309,0.224202492,0.410263543
1400000US24031700310,0.663321379,-0.109501786
1400000US24031700311,-0.699011591,1.091336515
1400000US24031700312,-0.974721241,0.588199198
1400000US24031700400,-0.206180892,-1.246385232
1400000US24031700500,-0.100831393,0.407931078
1400000US24031700604,-0.569671588,-1.468501974
1400000US24031700606,-0.745169188,1.045178918
1400000US24031700607,-0.792119116,0.918321972
1400000US24031700608,-4.515335452,-2.724987345
1400000US24031700610,2.495405812,-1.860939777
1400000US24031700611,0.166474807,0.208088557
1400000US24031700613,-0.296644674,0.464132238
1400000US24031700614,0.42550671,0.208959325
1400000US24031700615,-0.422065903,0.925720257
1400000US24031700616,-0.611090488,1.10857064
1400000US24031700704,0.807372489,-0.306592175
1400000US24031700706,0.433190077,0.201275958
1400000US24031700710,0.395913221,0.170145795
1400000US24031700711,-0.070838806,0.705304841
1400000US24031700713,0.48851032,0.145955715
1400000US24031700715,-0.54413422,1.178600255
1400000US24031700716,0.550154009,0.001685164
1400000US24031700717,0.617590888,0.016875147
1400000US24031700718,-0.577941036,1.212407071
1400000US24031700719,0.742061435,-0.1075954
1400000US24031700720,0.233422532,0.401043503
1400000US24031700721,0.629884275,0.00458176
1400000US24031700722,0.248789266,0.385676769
1400000US24031700723,0.626810929,0.007655106
1400000US24031700724,0.728231375,-0.09376534
1400000US24031700810,-0.124622376,0.759088411
1400000US24031700811,-0.184552639,0.819018674
1400000US24031700812,0.328696284,0.305769751
1400000US24031700813,0.559678936,-0.028743417
1400000US24031700815,-0.056271814,0.532397675
1400000US24031700816,0.473143586,0.161322449
1400000US24031700817,0.20115239,0.433313645
1400000US24031700818,0.447020138,0.187445897
1400000US24031700819,-0.033958644,0.668424679
1400000US24031700820,0.331769631,0.302696404
1400000US24031700822,0.543830564,0.090635471
1400000US24031700823,-0.36434343,0.998809465
1400000US24031700824,-0.684956313,0.389301978
1400000US24031700826,-0.268825807,0.29218356
1400000US24031700828,-0.668286916,0.209277176
1400000US24031700829,-0.577941036,1.212407071
1400000US24031700830,0.064388456,0.570077579
1400000US24031700832,0.347136365,0.287329669
1400000US24031700833,-0.035495317,0.669961352
1400000US24031700834,0.413213323,0.221252712
1400000US24031700835,0.53307385,0.101392185
1400000US24031700901,0.648324356,-0.013858322
1400000US24031700902,-0.004761849,0.639227883
1400000US24031700903,0.070738787,0.222993024
1400000US24031700904,0.53768387,0.096782165
1400000US24031700905,0.130465413,0.504000622
1400000US24031701001,0.349668742,0.200734987
1400000US24031701002,-1.241051938,0.549296169
1400000US24031701004,-0.159965864,0.794431899
1400000US24031701005,-1.056223458,0.734124649
1400000US24031701006,0.948934478,-0.748966088
1400000US24031701007,-0.857055542,0.174175893
1400000US24031701101,-0.577941036,1.212407071
1400000US24031701102,-0.223195083,0.841843167
1400000US24031701201,0.306382047,0.151301599
1400000US24031701202,-0.478219346,0.580672211
1400000US24031701205,-1.783373542,0.006974564
1400000US24031701206,-0.524194311,0.396396637
1400000US24031701210,-0.908853524,0.881494583
1400000US24031701211,-0.301320716,0.545509908
1400000US24031701212,-0.753109485,1.037238621
1400000US24031701213,-0.238177132,0.608653492
1400000US24031701214,0.009068212,0.625397823
1400000US24031701215,-0.045699391,0.512236629
1400000US24031701216,-0.646447425,1.020966807
1400000US24031701218,0.284132755,0.35033328
1400000US24031701219,0.379406507,0.255059528
1400000US24031701220,-1.30611047,-1.845359274
1400000US24031701221,-2.918379979,-2.062329315
1400000US24031701303,-0.577941036,1.212407071
1400000US24031701304,-0.577941036,1.212407071
1400000US24031701306,2.495405812,-1.860939777
1400000US24031701307,-0.07159856,-0.162138725
1400000US24031701308,0.623362882,-2.466763806
1400000US24031701312,0.81990693,-0.287911041
1400000US24031701313,-0.316269012,0.877849806
1400000US24031701314,0.061315109,0.573150926
1400000US24031701315,0.148312575,-0.009841221
1400000US24031701316,-0.190796989,-0.61633196
1400000US24031701317,-0.8916979,-0.727150276
1400000US24031701407,-0.02781195,0.662277985
1400000US24031701408,-1.50452275,0.285825356
1400000US24031701409,1.30077633,-0.765925857
1400000US24031701410,0.004458192,0.630007843
1400000US24031701414,0.31289279,0.041025161
1400000US24031701415,0.828115147,-0.193649112
1400000US24031701417,0.14281305,0.347314183
1400000US24031701418,-0.155355844,0.789821879
1400000US24031701420,-0.566241301,1.122686359
1400000US24031701421,-0.577941036,1.212407071
1400000US24031701422,0.476216933,0.158249102
1400000US24031701423,0.032118314,0.602347721
1400000US24031701503,0.302572836,0.331893199
1400000US24031701505,-0.012803418,0.145597512
1400000US24031701506,-0.652394812,1.137953294
1400000US24031701507,0.762412637,-0.265498316
1400000US24031701508,0.387089874,0.24737616
1400000US24031701509,0.502340381,0.132125654
1400000US24031701601,-0.421245813,-0.296651699
1400000US24031701602,0.60068748,0.033778555
1400000US24031701701,1.169370497,-0.762104429
1400000US24031701702,0.847439198,-0.785921083
1400000US24031701703,1.1661833,-0.531717265
1400000US24031701704,1.131058761,-0.628308742
1400000US24031701800,0.614074602,-0.868691684
1400000US24031701900,0.980245816,-0.345779781
1400000US24031702000,0.892655431,-0.258189396
1400000US24031702101,0.700571253,-0.066105218
1400000US24031702102,-0.647571817,1.142776289
1400000US24031702200,0.719011334,-0.084545299
1400000US24031702301,0.552779271,-0.312244299
1400000US24031702302,0.805065046,-0.170599011
1400000US24031702401,0.382479854,0.251986181
1400000US24031702402,0.685204519,-0.050738484
1400000US24031702500,0.517707115,0.116758919
1400000US24031702601,0.075145169,0.559320865
1400000US24031702602,0.281059408,0.353406627
1400000US24031702700,0.417120271,-0.112908493
1400000US24031702800,0.204467762,0.141587719
1400000US24031702900,0.119995914,-0.225632039
1400000US24031703000,-0.513400752,1.147866787
1400000US24031703100,-0.296196701,0.861041954
1400000US24031703201,-0.498034018,1.132500052
1400000US24031703202,0.874270412,-0.882023744
1400000US24031703206,0.439336771,0.195129264
1400000US24031703207,0.34354281,0.173095627
1400000US24031703208,-0.790725511,0.999622595
1400000US24031703209,0.384016528,0.250449507
1400000US24031703210,-0.488813977,1.123280012
1400000US24031703212,0.240529278,0.325169884
1400000US24031703213,0.43021744,0.084589488
1400000US24031703214,0.433190077,0.201275958
1400000US24031703215,0.184248983,0.450217052
1400000US24031703216,0.397846588,0.236619447
1400000US24031703218,-0.660928439,1.129419667
1400000US24031703219,0.709428375,-0.161741888
1400000US24031703220,0.974137157,-0.496335742
1400000US24031703221,-0.629589425,1.160758681
1400000US24031703301,-0.132305743,0.766771778
1400000US24031703302,-0.577941036,1.212407071
1400000US24031703401,0.139168371,0.423576522
1400000US24031703402,0.11761259,0.242206705
1400000US24031703403,-0.415053653,1.049519688
1400000US24031703404,-0.285973085,0.92043912
1400000US24031703501,1.265345601,-0.736816302
1400000US24031703502,0.567949245,-0.014326415
1400000US24031703601,0.14736882,0.487097215
1400000US24031703602,0.062851782,0.571614253
1400000US24031703701,0.70825462,-0.073788585
1400000US24031703702,-0.577941036,1.212407071
1400000US24031703800,0.407066629,0.227399406
1400000US24031703901,-0.153819171,0.788285206
1400000US24031703902,0.618906411,-0.101669857
1400000US24031704000,0.59146744,0.042998595
1400000US24031704100,-1.621725297,0.168622809
1400000US24031704200,0.258306663,-0.969371835
1400000US24031704300,-0.95315157,0.837196537
1400000US24031704401,-1.299635045,0.490713062
1400000US24031704403,0.428580057,0.205885978
1400000US24031704404,-0.925117949,0.865230157
1400000US24031704501,-0.577941036,1.212407071
1400000US24031704502,-2.064014131,-0.273666025
1400000US24031704503,-1.969824344,-0.179476238
1400000US24031704600,-0.789597229,0.604289134
1400000US24031704700,-3.223153992,-1.623353391
1400000US24031704803,0.380943181,0.253522854
1400000US24031704804,-1.879196796,-0.961679195
1400000US24031704805,-0.941174887,-0.208058096
1400000US24031704806,-0.358660034,0.064048725
1400000US24031705000,-1.94832385,-0.240956109
1400000US24031705100,-2.848124129,-1.057776023
1400000US24031705200,-2.962914209,-1.172566103
1400000US24031705300,-5.76785254,-3.977504434
1400000US24031705400,-4.39137532,-2.601027214
1400000US24031705501,-3.559365468,-1.769017362
1400000US24031705502,-3.88159622,-2.091248114
1400000US24031705601,-1.30035094,0.044361873
1400000US24031705602,-0.036434645,0.401640848
1400000US24031705701,-1.218565763,-0.10742731
1400000US24031705702,-3.209553488,-1.419205382
1400000US24031705800,-2.787235781,-1.181288485
1400000US24031705901,-2.854345316,-1.06399721
1400000US24031705902,-2.725092777,-0.934744671
1400000US24031705903,-3.070881243,-1.280533137
1400000US24031706005,-3.218576183,-4.098966487
1400000US24031706007,-3.349563697,-1.559215591
1400000US24031706008,-5.013047481,-3.222699375
1400000US24031706009,-4.300108123,-2.509760017
1400000US24031706010,-1.163098338,0.627249768
1400000US24031706011,-1.774109566,0.01623854
1400000US24031706012,0.340783876,-0.01099077
1400000US24031706013,-2.542413773,-0.752065667
1400000US24033800102,0.824327605,-0.581605011
1400000US24033800103,0.846555228,-0.212089193
1400000US24033800105,0.719287019,-0.139589857
1400000US24033800106,-0.385856858,1.020322893
1400000US24033800108,0.525390483,0.109075552
1400000US24033800109,0.892655431,-0.258189396
1400000US24033800203,0.347136365,0.287329669
1400000US24033800206,0.615576701,-0.206420013
1400000US24033800208,0.462386872,0.172079163
1400000US24033800209,0.697497906,-0.063031871
1400000US24033800210,0.628347602,0.006118433
1400000US24033800211,0.548440584,0.086025451
1400000US24033800212,0.911095512,-0.276629477
1400000US24033800213,0.302572836,0.331893199
1400000US24033800214,0.715937987,-0.081471952
1400000US24033800215,0.719011334,-0.084545299
1400000US24033800401,-0.646348049,1.144000057
1400000US24033800402,-0.577941036,1.212407071
1400000US24033800403,-0.561586696,1.099680842
1400000US24033800408,-0.64650375,1.143844356
1400000US24033800409,-0.19377268,0.828238715
1400000US24033800410,-0.299174483,0.787377195
1400000US24033800411,0.238032552,0.396433483
1400000US24033800412,0.826578474,-0.192112439
1400000US24033800413,0.588394093,0.046071942
1400000US24033800504,-0.577941036,1.212407071
1400000US24033800505,-0.577941036,1.212407071
1400000US24033800507,-0.748782635,-0.412127588
1400000US24033800509,-0.652648577,1.13769953
1400000US24033800511,0.518078646,0.046443473
1400000US24033800513,-0.5399849,1.081329129
1400000US24033800514,-0.831167003,0.959181103
1400000US24033800515,-0.070838806,0.705304841
1400000US24033800516,-0.196846027,0.831312061
1400000US24033800517,-0.577941036,1.212407071
1400000US24033800518,-1.557932898,0.232415208
1400000US24033800519,0.969489102,-0.335023067
1400000US24033800520,-0.107718968,0.742185003
1400000US24033800601,-0.694127068,1.096221038
1400000US24033800604,-0.577941036,1.212407071
1400000US24033800605,-0.132444974,0.059762772
1400000US24033800606,-0.003225175,0.63769121
1400000US24033800607,-0.116599738,0.493583179
1400000US24033800608,-0.393164019,0.800954799
1400000US24033800701,-0.656296388,1.134051718
1400000US24033800704,0.205094788,0.21597507
1400000US24033800705,-0.714755063,1.075593043
1400000US24033800706,-0.649345389,1.141002717
1400000US24033800707,0.07167101,-0.187903231
1400000US24033800800,0.366135125,-0.19155376
1400000US24033800900,-0.060949915,0.026764037
1400000US24033801003,-0.356999109,0.665012286
1400000US24033801004,2.44757191,-1.908773679
1400000US24033801005,-0.577941036,1.212407071
1400000US24033801006,-0.138452436,0.772918471
1400000US24033801104,-0.339756655,0.97422269
1400000US24033801207,-0.616820176,1.17352793
1400000US24033801208,0.033654987,0.600811048
1400000US24033801209,-0.577941036,1.212407071
1400000US24033801210,-0.49035065,1.124816685
1400000US24033801211,-0.365735227,0.840676979
1400000US24033801212,0.097920798,0.265541769
1400000US24033801213,2.495405812,-1.860939777
1400000US24033801214,1.699408978,-1.064942943
1400000US24033801215,2.495405812,-1.860939777
1400000US24033801216,1.239895605,-0.762266299
1400000US24033801217,-0.664113454,1.126234652
1400000US24033801302,0.745134782,-0.110668747
1400000US24033801305,-0.433145073,1.016061533
1400000US24033801307,-0.914883346,0.87546476
1400000US24033801308,-0.336683308,0.971149343
1400000US24033801309,-0.67814318,1.112204927
1400000US24033801310,-0.561324788,1.087649363
1400000US24033801311,0.297962816,0.336503219
1400000US24033801312,-0.577941036,1.212407071
1400000US24033801313,0.967189464,-0.457183233
1400000US24033801404,0.719011334,-0.084545299
1400000US24033801405,0.709791293,-0.075325258
1400000US24033801406,0.609907521,0.024558514
1400000US24033801407,0.436263424,0.198202611
1400000US24033801408,0.746671456,-0.112205421
1400000US24033801409,1.083202935,-0.4487369
1400000US24033801410,2.475851022,-1.880494567
1400000US24033801411,-0.672203112,1.118144994
1400000US24033801500,0.646787683,-0.012321648
1400000US24033801600,0.738988088,-0.104522054
1400000US24033801701,0.53307385,0.101392185
1400000US24033801702,0.786624965,-0.15215893
1400000US24033801704,0.963342408,-0.328876373
1400000US24033801706,0.725158028,-0.090691993
1400000US24033801707,0.861921962,-0.227455927
1400000US24033801708,0.565737056,-0.333093329
1400000US24033801801,0.863458636,-0.228992601
1400000US24033801802,0.71286464,-0.078398605
1400000US24033801804,-0.577941036,1.212407071
1400000US24033801805,1.032492712,-0.398026677
1400000US24033801807,1.081666262,-0.447200227
1400000US24033801808,0.924925573,-0.290459538
1400000US24033801901,-0.166061439,0.659255757
1400000US24033801904,0.892579688,-0.408859134
1400000US24033801905,-0.475872655,1.031727541
1400000US24033801906,0.660406034,-0.118563824
1400000US24033801907,1.10778971,-0.473323675
1400000US24033801908,0.77125823,-0.136792195
1400000US24033802001,0.998685897,-0.364219862
1400000US24033802002,0.465460219,0.169005816
1400000US24033802103,-0.648350207,1.141997899
1400000US24033802104,0.82043178,-0.185965745
1400000US24033802106,0.914168859,-0.279702824
1400000US24033802107,0.806601719,-0.172135684
1400000US24033802201,0.125855392,0.508610642
1400000US24033802203,0.754354823,-0.119888788
1400000US24033802204,0.70825462,-0.073788585
1400000US24033802301,0.59607746,0.038388575
1400000US24033802404,0.971025775,-0.336559741
1400000US24033802405,0.731304721,-0.096838686
1400000US24033802406,0.971025775,-0.336559741
1400000US24033802407,0.786624965,-0.15215893
1400000US24033802408,1.178476688,-0.544010653
1400000US24033802501,0.812748413,-0.178282378
1400000US24033802502,1.259920379,-0.625454344
1400000US24033802600,0.674447805,-0.03998177
1400000US24033802700,1.109176394,-0.66863119
1400000US24033802803,0.8250418,-0.190575765
1400000US24033802804,0.720548007,-0.086081972
1400000US24033802805,0.845018555,-0.21055252
1400000US24033802901,1.567255064,-0.932789029
1400000US24033803001,0.738246877,-0.175950243
1400000US24033803002,0.923388899,-0.288922864
1400000US24033803100,1.080129589,-0.445663554
1400000US24033803200,0.765111537,-0.130645502
1400000US24033803300,0.628347602,0.006118433
1400000US24033803401,0.399383262,0.235082773
1400000US24033803402,0.612738309,-0.153938162
1400000US24033803508,1.020199325,-0.38573329
1400000US24033803509,0.926462246,-0.291996211
1400000US24033803512,0.209269983,0.296983936
1400000US24033803513,0.532938914,0.012130191
1400000US24033803514,-0.13998911,0.774455145
1400000US24033803516,-0.186089313,0.820555347
1400000US24033803519,0.076681843,0.557784192
1400000US24033803520,-0.577941036,1.212407071
1400000US24033803521,-0.627077647,1.163270459
1400000US24033803522,0.321012917,0.313453118
1400000US24033803523,-0.978038067,0.812310039
1400000US24033803524,0.247252593,0.387213442
1400000US24033803525,0.700571253,-0.066105218
1400000US24033803526,-0.040105337,0.674571372
1400000US24033803527,-0.147672477,0.782138512
1400000US24033803601,0.029044967,0.605421068
1400000US24033803602,1.140059852,-0.505593817
1400000US24033803605,0.262619327,0.371846708
1400000US24033803606,-0.299803146,0.934269181
1400000US24033803607,-0.577941036,1.212407071
1400000US24033803608,0.974099122,-0.339633087
1400000US24033803610,0.709791293,-0.075325258
1400000US24033803612,0.554587278,0.079878757
1400000US24033803613,0.800455025,-0.16598899
1400000US24033803700,0.324086264,0.310379771
1400000US24033803801,0.075145169,0.559320865
1400000US24033803803,0.780478271,-0.146012236
1400000US24033803900,0.770933763,-0.321517474
1400000US24033804001,0.93260894,-0.298142905
1400000US24033804002,0.891118757,-0.256652722
1400000US24033804101,1.001759244,-0.367293209
1400000US24033804102,0.665227764,-0.030761729
1400000US24033804200,-0.276753045,0.911219079
1400000US24033804300,0.894192104,-0.259726069
1400000US24033804400,1.234727288,-0.641427395
1400000US24033804600,0.719030739,-0.210533114
1400000US24033804700,0.980245816,-0.345779781
1400000US24033804801,1.16157328,-0.527107245
1400000US24033804802,0.849628575,-0.21516254
1400000US24033804900,0.798918352,-0.164452317
1400000US24033805000,0.754354823,-0.119888788
1400000US24033805101,1.063226181,-0.428760146
1400000US24033805201,0.82043178,-0.185965745
1400000US24033805202,0.792771658,-0.158305623
1400000US24033805500,0.898802125,-0.26433609
1400000US24033805601,0.88343539,-0.248969355
1400000US24033805602,0.327789362,-0.478840617
1400000US24033805700,0.711327967,-0.076861932
1400000US24033805801,0.742061435,-0.1075954
1400000US24033805802,0.620664235,0.0138018
1400000US24033805904,0.632957622,0.001508413
1400000US24033805906,0.803528372,-0.169062337
1400000US24033805907,0.571490685,0.06297535
1400000US24033805908,0.82043178,-0.185965745
1400000US24033805909,0.75742817,-0.122962135
1400000US24033806000,0.832725167,-0.198259132
1400000US24033806100,1.014052631,-0.379586596
1400000US24033806200,1.104716363,-0.470250328
1400000US24033806300,0.971025775,-0.336559741
1400000US24033806400,0.827678655,-0.252479194
1400000US24033806501,1.017125978,-0.382659943
1400000US24033806601,0.789698311,-0.155232277
1400000US24033806602,0.789698311,-0.155232277
1400000US24033806706,0.393236568,0.241229467
1400000US24033806708,0.857311942,-0.222845907
1400000US24033806710,0.465460219,0.169005816
1400000US24033806711,0.423970037,0.210495998
1400000US24033806712,0.118172025,0.51629401
1400000US24033806713,0.746671456,-0.112205421
1400000US24033806714,0.886508737,-0.252042702
1400000US24033806800,-0.577941036,1.212407071
1400000US24033806900,0.181986584,0.328094126
1400000US24033807000,0.88343539,-0.248969355
1400000US24033807102,0.66234788,-0.423956663
1400000US24033807200,0.834261841,-0.199795806
1400000US24033807301,0.580710726,0.053755309
1400000US24033807304,-0.577941036,1.212407071
1400000US24033807305,-0.066228786,0.70069482
1400000US24033807404,-0.175332599,0.809798634
1400000US24033807405,0.284132755,0.35033328
1400000US24033807407,0.700946336,-0.197884049
1400000US24033807408,0.522413813,-0.102888703
1400000US24033807409,0.737451415,-0.10298538
1400000US24033807410,0.620664235,0.0138018
1400000US51013100100,-1.413008427,0.377339679
1400000US51013100200,-1.736032742,0.054315364
1400000US51013100300,-2.604419575,-0.814071468
1400000US51013100400,-2.56137219,-0.771024084
1400000US51013100500,-1.924789235,-0.134441129
1400000US51013100600,-0.621416752,-0.730396997
1400000US51013100700,0.336064468,-0.037223606
1400000US51013100800,-0.291006689,0.359129736
1400000US51013100900,0.125383244,-1.305136146
1400000US51013101000,0.314744205,-0.439638879
1400000US51013101100,-1.040510487,0.749837619
1400000US51013101200,-0.860458092,0.880716464
1400000US51013101300,-0.149387105,0.426988997
1400000US51013101401,-0.210676087,0.845142122
1400000US51013101402,-0.824973201,0.950008171
1400000US51013101403,-0.433493734,1.067959769
1400000US51013101404,-0.663411901,1.090056043
1400000US51013101500,-1.125890922,-0.641715226
1400000US51013101601,-0.706847692,0.564104797
1400000US51013101602,0.466996892,0.167469142
1400000US51013101603,-1.054399217,0.735948889
1400000US51013101701,-0.235262862,0.869728897
1400000US51013101702,0.417823343,0.216642692
1400000US51013101703,0.131017869,-0.057869395
1400000US51013101801,-0.678838061,1.111510045
1400000US51013101802,-0.240824795,0.728939703
1400000US51013101803,-0.379219459,-0.678747209
1400000US51013101900,-1.125546209,-0.979438666
