GEO_ID,ACS_emp1,ACS_emp2
1400000US11001004300,-0.175893223,-0.222372107
1400000US11001004400,-1.173497036,1.061544209
1400000US11001004600,0.26321506,0.524671409
1400000US11001004701,4.166479766,2.020442481
1400000US11001004702,2.786465492,1.396269231
1400000US11001004801,0.429083423,-0.009313029
1400000US11001004802,0.056527366,0.485948386
1400000US11001004901,0.98762892,1.109114708
1400000US11001004902,-1.426995663,0.906024974
1400000US11001005001,-1.445185339,0.187982498
1400000US11001005002,-0.355213951,0.28416291
1400000US11001005201,-1.002264219,0.644900674
1400000US11001005301,-1.706309638,0.612713943
1400000US11001005500,-0.715242117,-0.173844648
1400000US11001005600,0.618835731,-1.835136786
1400000US11001005800,-1.249309008,0.523829388
1400000US11001005900,1.671933045,0.01579272
1400000US11001006202,-2.808726464,0.93799683
1400000US11001006400,2.248370888,0.298292387
1400000US11001006500,-1.321935289,0.26924138
1400000US11001006600,-1.01827513,-0.23892771
1400000US11001006700,-0.860032441,-0.192661469
1400000US11001006801,0.410646386,0.868061518
1400000US11001006802,-0.681883549,-0.084497857
1400000US11001006804,4.182803011,-6.053532645
1400000US11001006900,-0.312215855,0.691084462
1400000US11001007000,-0.98064149,0.050652939
1400000US11001007100,2.56523605,1.412989742
1400000US11001007200,0.273729096,-1.326423005
1400000US11001007301,-0.597356522,-0.20992667
1400000US11001007304,2.518210242,-0.789582691
1400000US11001007401,3.149794289,-2.075595317
1400000US11001007403,1.813537678,-0.248517271
1400000US11001007404,1.941689945,-0.540276683
1400000US11001007406,3.636555526,0.30076848
1400000US11001007407,1.723019051,0.33282279
1400000US11001007408,2.066194284,-1.605522105
1400000US11001007409,1.753736617,0.097596293
1400000US11001007502,2.502579114,-0.651246204
1400000US11001007503,3.125580527,1.343466699
1400000US11001007504,1.24162227,-1.926200104
1400000US11001007601,2.778080253,-0.067809833
1400000US11001007603,1.394632926,0.620307129
1400000US11001007604,1.673649572,-0.640352385
1400000US11001007605,1.592308236,-0.23179676
1400000US11001007703,2.522073046,2.069679538
1400000US11001007707,1.667113281,-0.14299466
1400000US11001007708,2.390982449,0.482895116
1400000US11001007709,2.199925883,0.305835606
1400000US11001007803,3.68529786,1.847195807
1400000US11001007804,2.919140194,-0.290673347
1400000US11001007806,2.479157404,1.130952312
1400000US11001007807,2.605758053,0.431726656
1400000US11001007808,3.7262821,1.356291919
1400000US11001007809,2.9615936,0.157694682
1400000US11001007901,1.847903173,0.28974224
1400000US11001007903,1.586481544,-0.839496861
1400000US11001008001,-1.029004041,-0.473609517
1400000US11001008002,0.04253031,0.499945442
1400000US11001008100,-1.448453484,0.436661361
1400000US11001008200,-1.455452012,0.443659889
1400000US11001008301,-0.947282922,0.13999973
1400000US11001008302,-1.595884809,0.093271252
1400000US11001008402,2.388638777,1.712292373
1400000US11001008410,0.814844483,1.118291999
1400000US11001008701,1.279933023,0.939515963
1400000US11001008702,2.362988337,0.510889228
1400000US11001008802,2.218660249,0.982431605
1400000US11001008803,1.110036949,-0.32215048
1400000US11001008804,2.091762271,0.127686715
1400000US11001008903,2.074249708,1.985779656
1400000US11001008904,2.678219426,1.749926014
1400000US11001009000,0.645195771,-1.738791466
1400000US11001009102,1.80653915,-0.241518743
1400000US11001009201,0.368902579,-0.685364337
1400000US11001009203,1.756839855,0.912528779
1400000US11001009204,1.436161856,0.087956764
1400000US11001009301,1.169210864,-0.095011892
1400000US11001009302,0.770757005,0.794263401
1400000US11001009400,1.779931749,1.257552961
1400000US11001009501,1.293715203,-1.160257313
1400000US11001009503,1.75117807,-0.75878267
1400000US11001009504,1.718908885,-0.931022416
1400000US11001009505,0.635473788,-1.524560553
1400000US11001009507,0.700094613,-1.711886736
1400000US11001009508,1.540297756,-1.529545225
1400000US11001009509,1.821625588,-0.338408753
1400000US11001009601,2.143937659,0.36182383
1400000US11001009602,3.105674325,1.281569329
1400000US11001009603,2.273559092,1.009336335
1400000US11001009604,1.438423074,-0.609634819
1400000US11001009700,2.474255186,1.503970606
1400000US11001009801,4.541974153,3.4037249
1400000US11001009802,1.902042449,-1.727682773
1400000US11001009803,3.795640235,1.859558791
1400000US11001009804,2.936867633,-0.062990068
1400000US11001009807,2.254115126,1.437798162
1400000US11001009810,1.746902997,-0.959016528
1400000US11001009811,3.17029515,1.094243145
1400000US11001009901,0.500785229,-0.735443415
1400000US11001009902,2.685845099,1.169675334
1400000US11001009903,2.440516836,0.392458943
1400000US11001009904,1.244940383,0.974508603
1400000US11001009905,2.628222802,1.35000299
1400000US11001009906,1.946262348,1.21392772
1400000US11001009907,2.134215676,0.576054744
1400000US11001010100,-1.083440646,-0.01015505
1400000US11001010200,-0.131261055,0.060210014
1400000US11001010300,-0.155062547,0.820243658
1400000US11001010400,3.587236014,2.476980874
1400000US11001010500,-0.098529632,0.722808956
1400000US11001010600,0.558160165,0.679645953
1400000US11001010700,-0.174259151,-0.346711539
1400000US11001010800,2.950434938,-4.248539565
1400000US11001010900,3.034302334,-0.119522983
1400000US11001011000,0.286471862,-0.193915758
1400000US11001011100,2.242544196,-0.309407713
1400000US24031700101,-0.170446314,-0.636836878
1400000US24031700103,-0.732969555,-0.401527927
1400000US24031700104,-0.758867357,-0.007514049
1400000US24031700105,-0.471003235,0.686264697
1400000US24031700204,0.727379126,-0.634823022
1400000US24031700205,-0.809953363,-0.324544119
1400000US24031700206,-0.916565356,-0.095226767
1400000US24031700207,0.205048073,0.746445541
1400000US24031700208,0.11167357,-1.082563907
1400000US24031700304,-0.438651596,0.326698769
1400000US24031700306,-0.509264021,0.9699362
1400000US24031700308,-0.92473572,0.526470389
1400000US24031700309,-0.067349828,0.977941656
1400000US24031700310,-1.201953385,0.599179124
1400000US24031700311,-0.346119113,0.643184148
1400000US24031700312,-0.248519504,-0.476960116
1400000US24031700400,-0.514381114,-0.742821726
1400000US24031700500,-0.450387434,-0.356895758
1400000US24031700604,-0.151084803,-0.533493031
1400000US24031700606,-0.196806353,-0.733182198
1400000US24031700607,-0.024649062,-0.169107338
1400000US24031700608,-0.077831377,-0.852157174
1400000US24031700610,-0.32860655,-1.214908794
1400000US24031700611,-0.652882509,0.336420751
1400000US24031700613,-0.385931517,0.519389407
1400000US24031700614,-1.039897859,0.355320025
1400000US24031700615,-0.914386592,-0.261012676
1400000US24031700616,-0.092538032,0.266897708
1400000US24031700704,-0.172162841,0.019308227
1400000US24031700706,-0.719599644,0.157727169
1400000US24031700710,-0.275506688,-5.33E-05
1400000US24031700711,-0.325585766,0.131829366
1400000US24031700713,-0.264777778,0.234628523
1400000US24031700715,-0.405837719,0.457492037
1400000US24031700716,-0.603348122,0.245984578
1400000US24031700717,-0.060268847,0.439137454
1400000US24031700718,-0.822316346,-0.434886494
1400000US24031700719,0.693146052,1.444499361
1400000US24031700720,-0.573637484,-0.43815464
1400000US24031700721,-0.852489222,-0.241106474
1400000US24031700722,-1.257314464,0.081915196
1400000US24031700723,2.176866475,-3.720381819
1400000US24031700724,-0.204267118,-1.216542867
1400000US24031700810,-0.71477988,0.316514549
1400000US24031700811,-1.317115525,0.42802876
1400000US24031700812,-0.211430554,-0.14593299
1400000US24031700813,0.197669762,-0.268720803
1400000US24031700815,-0.80358198,0.241709505
1400000US24031700816,-0.625977779,0.391319593
1400000US24031700817,-0.083443194,0.625918946
1400000US24031700818,-0.627694306,1.047464699
1400000US24031700819,-0.240134265,0.987118948
1400000US24031700820,-1.173959273,0.571185012
1400000US24031700822,-1.137415014,0.943658615
1400000US24031700823,-0.382036227,-0.302541607
1400000US24031700824,-0.498832439,-0.349352539
1400000US24031700826,-0.853033913,-0.199659997
1400000US24031700828,-0.764231813,-0.124854952
1400000US24031700829,-1.407551698,0.477563147
1400000US24031700830,-1.139973561,0.087279652
1400000US24031700832,0.584520204,0.775991272
1400000US24031700833,0.856208506,1.649552983
1400000US24031700834,-0.202880407,0.254534725
1400000US24031700835,0.097973843,0.485403695
1400000US24031700901,0.555766525,-1.240344359
1400000US24031700902,-0.115085235,-0.119572951
1400000US24031700903,-0.084367668,-0.354799448
1400000US24031700904,-0.681338858,-0.125944334
1400000US24031700905,0.18165885,-1.152549187
1400000US24031701001,-0.298516128,-0.87688314
1400000US24031701002,-0.418498032,-1.206820884
1400000US24031701004,0.066958947,-0.833340353
1400000US24031701005,-0.445022979,-0.239554855
1400000US24031701006,0.402888291,-1.169269697
1400000US24031701007,-0.932196485,0.04310972
1400000US24031701101,-0.474733618,0.444584363
1400000US24031701102,-0.555910045,-0.210471361
1400000US24031701201,-0.644712146,-0.285276405
1400000US24031701202,0.215562108,-1.104648873
1400000US24031701205,-0.150457658,-1.106745182
1400000US24031701206,0.012604796,-0.901691561
1400000US24031701210,0.306542972,-1.195629737
1400000US24031701211,-0.235149593,0.082294979
1400000US24031701212,-0.671072185,-0.381621725
1400000US24031701213,-0.81850351,-0.725011834
1400000US24031701214,-1.173414582,0.529738535
1400000US24031701215,-0.408396266,-0.398886926
1400000US24031701216,-0.459482272,-0.715916996
1400000US24031701218,1.057481778,-1.578452467
1400000US24031701219,0.423091823,0.446598219
1400000US24031701220,-0.368963645,-1.297257057
1400000US24031701221,-0.396957757,-1.269262945
1400000US24031701303,0.149934355,-1.366235409
1400000US24031701304,0.121775335,-0.274629949
1400000US24031701306,0.720925289,-0.669270971
1400000US24031701307,-0.62262718,-0.389164944
1400000US24031701308,0.415631058,-0.03676245
1400000US24031701312,-0.763769576,0.365504245
1400000US24031701313,-0.658246965,0.219079848
1400000US24031701314,-0.19852288,-0.077037092
1400000US24031701315,-0.592454304,-0.582944964
1400000US24031701316,0.480879027,-0.797340785
1400000US24031701317,-0.69860406,0.136731585
1400000US24031701407,-0.522469024,-0.652930244
1400000US24031701408,0.177846013,-0.862423847
1400000US24031701409,-0.095558816,-1.079840452
1400000US24031701410,-0.018277679,0.397146286
1400000US24031701414,0.669212138,-0.41304889
1400000US24031701415,0.181031705,-0.579297035
1400000US24031701417,-0.467272853,0.927945032
1400000US24031701418,-0.602803431,0.204538101
1400000US24031701420,1.987279074,-2.958169412
1400000US24031701421,-0.808021961,1.105086996
1400000US24031701422,-0.327682076,-0.2341904
1400000US24031701423,0.866937417,1.884234789
1400000US24031701503,0.374729271,-0.077664237
1400000US24031701505,0.360649762,0.468138494
1400000US24031701506,0.099228132,-0.661100608
1400000US24031701507,0.055602892,-0.494770008
1400000US24031701508,0.172696433,1.10601147
1400000US24031701509,0.602165188,1.535480225
1400000US24031701601,0.839950233,2.361141622
1400000US24031701602,-0.138886727,0.640460693
1400000US24031701701,-0.584993539,-0.099584295
1400000US24031701702,1.162971903,1.956316379
1400000US24031701703,-0.771312794,0.41394925
1400000US24031701704,0.157774903,0.139290131
1400000US24031701800,0.192685089,0.636103166
1400000US24031701900,-0.494260037,1.404851864
1400000US24031702000,0.388016729,1.013396533
1400000US24031702101,0.736771293,1.278168762
1400000US24031702102,-0.648987219,-0.485510263
1400000US24031702200,-0.672788712,0.274523381
1400000US24031702301,-0.885930243,0.201352409
1400000US24031702302,-0.001094931,0.666276041
1400000US24031702401,-1.511357782,-0.032157562
1400000US24031702402,-0.557626572,0.445673745
1400000US24031702500,-1.220225515,0.412942322
1400000US24031702601,-0.494177583,0.87304619
1400000US24031702602,-1.165326672,0.439847052
1400000US24031702700,0.097429152,0.526850172
1400000US24031702800,-0.450469888,0.174909916
1400000US24031702900,-0.897666082,-0.482242117
1400000US24031703000,-0.584448848,-0.141030772
1400000US24031703100,-0.474651164,-0.087221311
1400000US24031703201,0.110963971,0.022493919
1400000US24031703202,0.02551247,-0.832795662
1400000US24031703206,-0.067184921,-0.085669693
1400000US24031703207,0.097429152,0.526850172
1400000US24031703208,0.293090607,-1.223079158
1400000US24031703209,1.019600776,-0.272616093
1400000US24031703210,-0.237790593,-0.242278309
1400000US24031703212,-0.574726866,-0.355261685
1400000US24031703213,0.709239418,1.796522071
1400000US24031703214,1.403645309,1.511134042
1400000US24031703215,0.118969427,0.464408111
1400000US24031703216,1.487742585,-2.785847212
1400000US24031703218,3.397251348,-4.613552403
1400000US24031703219,3.355887325,-5.144813386
1400000US24031703220,0.556691,-0.259625965
1400000US24031703221,-0.847669458,-0.082319093
1400000US24031703301,-0.806222981,-0.082863784
1400000US24031703302,0.794938281,1.056394629
1400000US24031703401,-0.025820897,0.445591291
1400000US24031703402,-0.230792065,-0.249276837
1400000US24031703403,0.026899181,0.638281929
1400000US24031703404,0.062354058,1.093648487
1400000US24031703501,-0.475113401,-0.577580509
1400000US24031703502,1.55015216,0.873805756
1400000US24031703601,-0.137170201,-0.015684413
1400000US24031703602,0.566330528,0.057948796
1400000US24031703701,0.006992979,0.576384559
1400000US24031703702,-0.283594598,0.089838198
1400000US24031703800,-0.580718466,0.100649563
1400000US24031703901,-0.986005945,-0.066687965
1400000US24031703902,0.230863421,0.884237337
1400000US24031704000,-0.040742428,-0.521130048
1400000US24031704100,0.280100479,-0.760169382
1400000US24031704200,-0.280706236,-1.181005536
1400000US24031704300,-0.990281018,-0.266921822
1400000US24031704401,0.645195771,-1.738791466
1400000US24031704403,-0.772154815,-1.098574819
1400000US24031704404,0.159029193,-1.007214171
1400000US24031704501,0.55249838,-0.991665497
1400000US24031704502,-0.152091731,-0.982405751
1400000US24031704503,-0.710884589,-0.505416465
1400000US24031704600,-0.697976915,-0.436520567
1400000US24031704700,-0.486849239,-1.261175036
1400000US24031704803,-0.446194815,0.375143774
1400000US24031704804,-0.067812066,0.487582459
1400000US24031704805,0.867184778,0.288817766
1400000US24031704806,-1.005532364,0.893579537
1400000US24031705000,-0.634907709,-1.031312993
1400000US24031705100,0.538583778,-1.509474115
1400000US24031705200,0.046508054,-0.853791246
1400000US24031705300,0.323263482,-1.416859178
1400000US24031705400,-0.219980701,-0.546400705
1400000US24031705501,0.868603976,-1.921297885
1400000US24031705502,0.174033177,-0.572298507
1400000US24031705601,-0.437397306,-0.819805534
1400000US24031705602,-0.335142841,-0.717551069
1400000US24031705701,-0.324876167,-0.973228459
1400000US24031705702,0.491228155,-1.58482385
1400000US24031705800,-0.672079113,-0.830534445
1400000US24031705901,0.403432982,-1.210716174
1400000US24031705902,-0.095723724,-0.016229104
1400000US24031705903,-0.235529376,-0.939869892
1400000US24031706005,0.320077791,-1.69998599
1400000US24031706007,-0.070832849,-0.859155702
1400000US24031706008,-0.391048611,-1.193368519
1400000US24031706009,0.081583148,-1.420589561
1400000US24031706010,-0.632184255,-1.238545379
1400000US24031706011,-0.195172281,-0.857521629
1400000US24031706012,0.223567564,-0.66273468
1400000US24031706013,0.186561068,-1.525567481
1400000US24033800102,-0.829859565,-0.386441489
1400000US24033800103,-0.169604294,0.875687191
1400000US24033800105,-0.425661468,-0.136211008
1400000US24033800106,-0.292936797,1.326233984
1400000US24033800108,-0.839036857,-0.213657053
1400000US24033800109,-0.467652636,-0.094219839
1400000US24033800203,-0.688799623,-0.609305003
1400000US24033800206,-0.230412282,0.772888034
1400000US24033800208,-0.036549808,0.210909484
1400000US24033800209,0.06733873,0.188824518
1400000US24033800210,-0.067976973,1.551193808
1400000US24033800211,-0.067349828,0.977941656
1400000US24033800212,0.88570427,-1.120362455
1400000US24033800213,-0.403279173,1.313871
1400000US24033800214,-1.472717214,0.706335807
1400000US24033800215,-0.749854973,0.883312863
1400000US24033800401,-0.858943059,-0.275554423
1400000US24033800402,-0.238797521,-0.69119103
1400000US24033800403,-0.597818759,-0.700285867
1400000US24033800408,-0.801403216,0.075923596
1400000US24033800409,-0.355676188,-0.206196288
1400000US24033800410,0.550699399,0.196285283
1400000US24033800411,0.427746679,1.668996948
1400000US24033800412,0.064615276,0.396056904
1400000US24033800413,0.250142479,1.519386859
1400000US24033800504,-0.066557776,-0.658921844
1400000US24033800505,0.042695218,-0.563665907
1400000US24033800507,-0.365942861,0.049481103
1400000US24033800509,0.395724855,-0.098659821
1400000US24033800511,-0.650159055,0.129188366
1400000US24033800513,0.093781223,-0.246635837
1400000US24033800514,-1.533987439,0.113177454
1400000US24033800515,-0.277602998,-0.36607305
1400000US24033800516,-0.365942861,0.049481103
1400000US24033800517,-0.744870301,-0.021511105
1400000US24033800518,-0.908394992,-0.716923924
1400000US24033800519,-0.757777975,-0.090407003
1400000US24033800520,-1.618052229,0.728965464
1400000US24033800601,0.425270586,0.28081231
1400000US24033800604,0.133511174,0.408964578
1400000US24033800605,1.051572632,-1.654346893
1400000US24033800606,-0.612228085,1.97273956
1400000US24033800607,0.229229348,1.008576769
1400000US24033800608,-1.476365142,-0.067150202
1400000US24033800701,-0.494012675,-0.190565159
1400000US24033800704,-0.703506278,0.509749879
1400000US24033800705,-1.007001529,-0.045692381
1400000US24033800706,-0.87147095,0.677714551
1400000US24033800707,0.473335808,-0.74889578
1400000US24033800800,0.320919811,-0.187461921
1400000US24033800900,1.04922896,-0.424949636
1400000US24033801003,-0.084994813,0.218452703
1400000US24033801004,-0.616718034,-0.313270517
1400000US24033801005,-0.253504176,0.427863852
1400000US24033801006,0.005523814,-0.362887358
1400000US24033801104,-0.006376932,0.017129464
1400000US24033801207,0.203496454,0.338979298
1400000US24033801208,-0.138639366,-0.95495633
1400000US24033801209,0.145874157,0.519306953
1400000US24033801210,-0.567728338,-0.362260213
1400000US24033801211,-0.14136282,-0.747723944
1400000US24033801212,1.669044683,1.286636455
1400000US24033801213,1.272554712,-0.075650381
1400000US24033801214,0.531965033,-0.480310715
1400000US24033801215,-0.475740546,-0.004328357
1400000US24033801216,1.404652237,1.960046762
1400000US24033801217,0.409886819,-1.176268225
1400000US24033801302,0.290284698,-0.484041098
1400000US24033801305,-0.133439818,0.225995922
1400000US24033801307,-0.001012477,0.134470367
1400000US24033801308,0.734757437,0.380343321
1400000US24033801309,-0.049919719,-0.348345611
1400000US24033801310,-0.640437072,-0.085042548
1400000US24033801311,0.412280458,0.743722087
1400000US24033801312,1.303107371,0.75273447
1400000US24033801313,-0.923646338,0.443577435
1400000US24033801404,1.30256268,0.794180948
1400000US24033801405,0.277756807,0.469227876
1400000US24033801406,1.431639421,1.48313993
1400000US24033801407,1.171769411,0.761367071
1400000US24033801408,-0.176437914,-0.18092563
1400000US24033801409,0.368902579,-0.685364337
1400000US24033801410,0.455988153,0.045585813
1400000US24033801411,0.037792999,-0.190647613
1400000US24033801500,0.983056517,-0.645089696
1400000US24033801600,1.491985173,1.095579889
1400000US24033801701,0.642522284,1.617828488
1400000US24033801702,1.257303366,1.084850978
1400000US24033801704,0.942831843,1.890143936
1400000US24033801706,0.040434,0.133925676
1400000US24033801707,1.763128784,2.010588077
1400000US24033801708,1.027903561,1.723268645
1400000US24033801801,0.48545143,0.956863618
1400000US24033801802,1.103418204,0.70701292
1400000US24033801804,0.816098773,-0.028212304
1400000US24033801805,1.774947077,2.162376929
1400000US24033801807,0.070062185,-0.018407867
1400000US24033801808,0.360105071,0.509584971
1400000US24033801901,0.817650392,0.379253939
1400000US24033801904,1.067715965,1.847063386
1400000US24033801905,0.06344344,1.010755532
1400000US24033801906,0.968349862,0.473965186
1400000US24033801907,0.496345248,0.127934076
1400000US24033801908,-0.35257295,0.608736199
1400000US24033802001,0.065787111,-0.218641725
1400000US24033802002,0.171771959,0.125293075
1400000US24033802103,-0.460109417,-0.142664845
1400000US24033802104,0.605978025,1.245354885
1400000US24033802106,0.286306954,0.869695591
1400000US24033802107,0.614610626,1.114016926
1400000US24033802201,0.184679634,0.194188974
1400000US24033802203,0.348286778,0.357796118
1400000US24033802204,0.44362517,-0.064756562
1400000US24033802301,1.69431534,1.465874728
1400000US24033802404,0.561890547,0.921326287
1400000US24033802405,0.733040911,1.036488427
1400000US24033802406,0.550616946,0.728090958
1400000US24033802407,0.158699377,1.120008526
1400000US24033802408,0.724490764,0.636020712
1400000US24033802501,0.006910525,1.108190234
1400000US24033802502,-0.415477248,0.139917276
1400000US24033802600,1.279008549,-0.041202432
1400000US24033802700,0.686939577,-0.185365611
1400000US24033802803,0.446183716,0.791622401
1400000US24033802804,0.017886797,-0.252544983
1400000US24033802805,1.675036283,0.830725206
1400000US24033802901,1.313456498,-0.034748595
1400000US24033803001,1.112513042,1.066034158
1400000US24033803002,1.944545822,1.870072826
1400000US24033803100,1.457999461,1.579485249
1400000US24033803200,-0.673250949,-0.215835816
1400000US24033803300,0.614610626,1.114016926
1400000US24033803401,2.691754245,1.245569761
1400000US24033803402,1.204583288,0.89216034
1400000US24033803508,1.238106763,-0.082104218
1400000US24033803509,1.013906505,1.737265701
1400000US24033803512,-0.501638348,0.389685521
1400000US24033803513,-0.365018387,1.030199498
1400000US24033803514,-0.859570204,0.297697729
1400000US24033803516,-0.611518486,0.867681735
1400000US24033803519,-0.181802369,-0.298266533
1400000US24033803520,0.018349034,0.237814214
1400000US24033803521,0.202109743,-1.132098294
1400000US24033803522,-0.254593558,0.510756807
1400000US24033803523,-0.138177129,-0.464597133
1400000US24033803524,-0.256772322,0.676542715
1400000US24033803525,1.233039637,1.354525425
1400000US24033803526,0.066249348,0.271717473
1400000US24033803527,-0.665872637,0.799330527
1400000US24033803601,0.683671432,0.063313251
1400000US24033803602,1.059875417,0.341537845
1400000US24033803605,0.427994041,0.073579925
1400000US24033803606,0.416258202,-0.610014602
1400000US24033803607,-0.15753864,-0.56794098
1400000US24033803608,-0.474106473,-0.128667789
1400000US24033803610,0.837094357,-0.049207888
1400000US24033803612,-0.071162665,1.268066996
1400000US24033803613,0.145164558,1.624364779
1400000US24033803700,0.06344344,1.010755532
1400000US24033803801,2.084516382,1.730102266
1400000US24033803803,0.492367504,1.481670765
1400000US24033803900,0.133346266,1.472575927
1400000US24033804001,0.923090549,0.764635217
1400000US24033804002,0.701233962,1.354607879
1400000US24033804101,0.082425168,0.091934508
1400000US24033804102,1.019435868,0.790995256
1400000US24033804200,-0.08964967,-1.003946026
1400000US24033804300,0.869281088,0.654837532
1400000US24033804400,0.83927312,-0.214993796
1400000US24033804600,0.88055469,0.848072862
1400000US24033804700,0.248673314,0.580114942
1400000US24033804801,-1.230029951,1.15897891
1400000US24033804802,0.927910313,0.923422597
1400000US24033804900,2.522105533,-1.611513705
1400000US24033805000,-0.212057699,0.427319161
1400000US24033805101,0.758773805,1.706085898
1400000US24033805201,0.531800125,0.583300633
1400000US24033805202,0.046260692,0.741625777
1400000US24033805500,-0.053897463,1.005391077
1400000US24033805601,0.980300576,3.243335933
1400000US24033805602,-0.878089695,1.70687795
1400000US24033805700,0.448197572,1.689447841
1400000US24033805801,1.29322048,2.030576733
1400000US24033805802,0.269586444,1.090925032
1400000US24033805904,0.837176811,-0.581013562
1400000US24033805906,0.268414608,1.705623661
1400000US24033805907,0.898661911,2.097921012
1400000US24033805908,1.156815395,3.475838976
1400000US24033805909,0.004351978,0.25181127
1400000US24033806000,-0.489820055,0.541474373
1400000US24033806100,-0.223711084,-0.78808104
1400000US24033806200,0.172861341,0.042400121
1400000US24033806300,-0.773953795,0.089375961
1400000US24033806400,-0.17635546,-0.712731304
1400000US24033806501,0.048984147,0.534393391
1400000US24033806601,0.448197572,1.689447841
1400000US24033806602,0.99835783,1.343796514
1400000US24033806706,0.476356592,0.59784238
1400000US24033806708,-0.556372282,-0.700830558
1400000US24033806710,-0.186159897,0.033305283
1400000US24033806711,-0.293151673,-0.759542237
1400000US24033806712,-1.103429302,0.459753255
1400000US24033806713,-0.517896621,1.101274159
1400000US24033806714,0.835048015,2.734159916
1400000US24033806800,-0.103349396,0.564021576
1400000US24033806900,-0.579629084,0.017756609
1400000US24033807000,0.494248938,-0.23808569
1400000US24033807102,0.019355962,0.686726935
1400000US24033807200,2.579810283,-2.323647035
1400000US24033807301,-0.146265039,-0.374705651
1400000US24033807304,-0.716166591,-1.154563043
1400000US24033807305,0.545714727,1.101109252
1400000US24033807404,-0.601169359,0.08019867
1400000US24033807405,0.431724423,0.315260259
1400000US24033807407,-0.719599644,0.157727169
1400000US24033807408,-0.729239173,-0.159847592
1400000US24033807409,-0.011658934,-0.632017114
1400000US24033807410,0.932020479,2.187267803
1400000US51013100100,-1.022005513,-0.480608045
1400000US51013100200,-0.781876797,-0.884343905
1400000US51013100300,0.562137909,-0.674090736
1400000US51013100400,-0.24034914,-1.098657273
1400000US51013100500,-0.655441056,-0.519958212
1400000US51013100600,-0.032654518,-0.61102153
1400000US51013100700,-0.747049065,0.144274804
1400000US51013100800,-0.425034323,-0.709463159
1400000US51013100900,-0.23561183,-0.408064218
1400000US51013101000,-0.49128922,-0.397797544
1400000US51013101100,-1.006374384,-0.618944532
1400000US51013101200,-0.52628186,-0.362804904
1400000US51013101300,-0.785854541,0.469392783
1400000US51013101401,-1.773571464,0.475466837
1400000US51013101402,-1.653969343,-0.21676029
1400000US51013101403,-1.462368086,-0.081147258
1400000US51013101404,-0.357854951,-0.040410379
1400000US51013101500,-1.19868524,0.350500261
1400000US51013101601,-0.658709202,-0.271279349
1400000US51013101602,-1.646970815,-0.223758818
1400000US51013101603,-1.239124789,0.799957672
1400000US51013101701,-0.560185119,-0.410705219
1400000US51013101702,-0.897748536,0.049563557
1400000US51013101703,-1.660967871,-0.209761762
1400000US51013101801,-1.216577586,1.186428331
1400000US51013101802,-1.753665262,0.537364207
