GEO_ID,ACS_MA,ACS_AAPp,ACS_24pb,ACS_24plh,ACS_25ph,ACS_25pb,ASC_UEP,ACS_NWP,ACS_p1000,ACS_MGR,ACS_OO,ACS_RO,ACS_FOC,ACS_FRC,ACS_BPL,ACS_MBPL,ACS_FBPL,ACS_MI
1400000US11001009902,45.7,94.3,32.4,29.5,27.3,28.7,14,37.6,0.033142857,1036,0.788288288,0.211711712,0.134234234,0.078378378,23.4,24.6,22.6,51400
1400000US11001009903,39.2,98.5,10.3,22.7,51.8,20.3,11.5,41.4,0,987,0.59496124,0.40503876,0.03875969,0.17248062,24.3,21.6,27,52554
1400000US11001009904,31.1,97.7,39.4,9.4,60.4,9.9,10,28.7,0,772,0.177622378,0.822377622,0,0.092307692,23.8,10,36.3,35302
1400000US11001009905,33.6,97.1,47.7,0,41.6,10.5,14.3,35.9,0.065491184,803,0.37773549,0.62226451,0.028544244,0.166508088,18.1,17,19,35186
1400000US11001009906,37.5,93.5,20,0,43.6,13.2,12.3,32,0,837,0.460770328,0.539229672,0.055634807,0.179743224,13.1,14.5,11.6,34269
1400000US11001009907,26.8,96.8,4.8,0,40.7,5.9,11.2,37.9,0,503,0.204753199,0.795246801,0,0.299817185,40.7,33.3,44.7,26612
1400000US11001010100,31.9,19.7,0,86.2,5,74.9,1.9,19.1,0,1169,0.230670927,0.769329073,0,0,14,11.3,16.5,51151
1400000US11001010200,42.9,42.7,0,94.5,5.9,74.7,4.4,25.4,0.014675052,1258,0.278296383,0.721703617,0,0.042007001,10.6,10.4,10.7,74744
1400000US11001010300,36.3,60.2,20.7,24.9,21.2,39.8,6.2,19.8,0,871,0.578244275,0.421755725,0.042938931,0.080152672,4.9,2.2,7.6,56736
1400000US11001010400,36.8,93.5,18.4,5.8,46.9,10.1,19.4,34.7,0,734,0.268225585,0.731774415,0.005502063,0.160935351,34.3,37.2,31,33500
1400000US11001010500,35.2,47.5,4,73,19.2,57.7,6.1,20.9,0.029520295,1091,0.216194655,0.783805345,0,0.0331073,19.4,18.2,20.9,57052
1400000US11001010600,34.1,54.8,10,30.1,26.8,43.5,7.6,25.9,0,1630,0.570355191,0.429644809,0.017076503,0.073087432,16.2,16.7,15.5,65122
1400000US11001010700,27.1,14.6,0,69.2,4.8,88.3,3.3,28,0.036363636,1688,0.179445351,0.820554649,0.006525285,0,28.6,26.2,30.2,55268
1400000US11001010800,19.7,9.3,0.2,8.2,6.5,66.8,1.4,78.2,0,1324,0.07367387,0.92632613,0,0,64.7,60.6,68.1,11375
1400000US11001010900,22.7,97.2,40.1,4.2,45.4,14.6,11.7,49.3,0,925,0.096802842,0.903197158,0.010657194,0.285079929,48.4,35.1,57.3,28519
1400000US11001011000,45.9,44,15.1,4.1,11.4,60.6,4.8,30.2,0.026680896,1128,0.725512969,0.274487031,0.019357336,0.030584592,17.4,17.1,17.7,79297
1400000US11001011100,47,85.8,26.6,14.8,35.1,21.5,9.3,45,0.008680556,818,0.702010969,0.297989031,0.032906764,0.032906764,11.1,10.6,11.6,55353
1400000US24031700101,44.4,7.2,9.3,13.2,13.2,61.8,2.6,30.1,0.077040427,1223,0.956934307,0.043065693,0.037226277,0.002189781,2.2,2.7,1.6,156964
1400000US24031700103,43.6,10.4,2.1,33.3,12.4,63.6,1.8,24.4,0.186179326,2000,0.952665941,0.047334059,0.028835691,0.001632209,1.4,0.7,2.1,169881
1400000US24031700104,39.8,16.7,19.8,23.8,17.2,59.8,2.7,21.4,0,1597,0.916666667,0.083333333,0.075607064,0.016004415,6,3.8,7.9,115536
1400000US24031700105,33.5,25,7.7,6.8,13.8,54.8,5.1,18.5,0,1535,0.893320519,0.106679481,0.022104757,0.026910139,1.6,0.4,2.8,101015
1400000US24031700204,45.8,0,0,5.6,33.4,33,4.8,36.5,0.047965116,NA,0.951590595,0.048409405,0.017980636,0,0.6,0.2,1,86250
1400000US24031700205,39.6,2.8,12.4,13.8,11.9,56,1.8,23.3,0.005851375,340,0.962816901,0.037183099,0.045070423,0.016338028,2.6,1.6,3.5,133942
1400000US24031700206,37.8,6.5,1.2,10.2,17.1,47.7,2.1,20.9,0.031232571,1775,0.939727463,0.060272537,0.033542977,0.014675052,0.6,1.2,0,115323
1400000US24031700207,32.2,19.2,25.1,8.9,25.7,40,6.9,22.9,0,1454,0.774539877,0.225460123,0.042944785,0.136503067,12.5,11.3,13.6,92966
1400000US24031700208,39.3,3.8,29.3,0,19,41,2.2,35.3,0.058631922,2000,0.947530864,0.052469136,0.043209877,0,1.1,1.6,0.7,112396
1400000US24031700304,35.1,14.7,16.5,32.1,15.9,55.4,4.3,21.3,0,1623,0.697254902,0.302745098,0,0.052156863,8.2,8.1,8.3,99353
1400000US24031700306,35.4,20,9.9,30.4,13.6,57.1,5.7,16.2,0,2000,0.882425743,0.117574257,0.016089109,0.007425743,4.3,5.7,3.1,100461
1400000US24031700308,32.2,18.3,10.7,21.5,14.4,49.9,3.6,16.4,0.011229646,1430,0.749894737,0.250105263,0.074947368,0.018947368,4.6,3.8,5.2,93201
1400000US24031700309,30.6,26.9,7.5,11.7,13.3,52.4,6.8,19.3,0,1478,0.585497305,0.414502695,0.044096031,0.080842724,13.6,7.5,19.6,77215
1400000US24031700310,31.9,19.1,3.4,22.7,15.3,47.4,3.1,13.9,0.006984127,1166,0.704067948,0.295932052,0.032185963,0.054984354,4.6,5,4.3,77681
1400000US24031700311,36,11.7,11,44.5,13.8,57.3,5.3,19.7,0.020969856,2000,0.883101852,0.116898148,0.049189815,0.008101852,1.3,0.3,2.3,126970
1400000US24031700312,32.8,14.7,32.9,14.7,16.3,49.1,2.8,28.4,0.088419405,1926,0.824516129,0.175483871,0.030322581,0.030967742,2.9,3.6,2.2,123113
1400000US24031700400,46.3,1.8,1.6,22,15,56,1.5,28.4,0.180740741,1079,0.812274368,0.187725632,0.012033694,0.008423586,4.7,5,4.3,149779
1400000US24031700500,42,7.8,13.1,21.8,19.7,45.9,2.6,26.1,0.028350515,1583,0.89856415,0.10143585,0.037517369,0.016674386,1.9,2.5,1.4,105481
1400000US24031700604,43.9,6.4,23.6,15.1,8.3,66.1,2.9,29.5,0.231455399,1125,0.980662983,0.019337017,0,0,2.4,2.5,2.3,165893
1400000US24031700606,42.6,1,0,26.8,9.4,73.7,2.3,30.6,0.028964518,2000,0.93754243,0.06245757,0.059742023,0,0.5,1.1,0,136367
1400000US24031700607,39.8,4.6,2.3,33.5,7.5,74.5,4.1,27.8,0.044016506,1974,0.865132884,0.134867116,0.01190004,0.007536692,2.6,2.9,2.2,143872
1400000US24031700608,42,6.5,7.1,48.7,4,82.2,2.3,32.3,0.681970885,2000,0.969598263,0.030401737,0.037459283,0,3.8,4.7,3,200952
1400000US24031700610,39.5,9.8,0,24.1,16.3,53.4,0.8,33.1,0,NA,0.924556213,0.075443787,0.026627219,0,1.4,1.5,1.3,131053
1400000US24031700611,34.6,16.9,23.3,12,8.8,68.7,3.8,19.7,0.022508039,1431,0.954573358,0.045426642,0.028852056,0,0.2,0,0.4,152552
1400000US24031700613,37.2,11.1,10.5,17.2,9.2,63.3,4.9,20.3,0.040441176,1665,0.827166751,0.172833249,0.046629498,0.017739483,2.7,2.8,2.6,130268
1400000US24031700614,36.5,19.2,7.8,30.6,16,46.6,2.9,16.8,0,1347,0.626177024,0.373822976,0.027777778,0.041431262,3.1,2.3,3.9,71563
1400000US24031700615,40.4,12.8,0,40.6,8.5,78.7,1.7,22.1,0.011328527,1856,0.963293651,0.036706349,0.055555556,0,0.9,1,0.8,157031
1400000US24031700616,43.1,4.3,20.7,41.9,9.3,71.8,5,24.2,0.011863224,1977,0.971525424,0.028474576,0.042711864,0,0.3,0,0.5,137542
1400000US24031700704,35.3,3.6,9,11,17.5,44.7,4.2,25.4,0.011577424,1055,0.66763285,0.33236715,0.028019324,0.063768116,4.8,0,9.5,68523
1400000US24031700706,30.5,24.1,4.4,48.5,14.1,44.4,3.2,20.5,0,1342,0.293193717,0.706806283,0.032909499,0.106207928,10.5,12.6,8.7,55720
1400000US24031700710,37.3,14.1,15.5,17.6,22.9,42,3.9,24.8,0.005924171,1344,0.804192473,0.195807527,0.060028585,0.012386851,5.3,5.3,5.3,90029
1400000US24031700711,34.7,12.8,6.6,22.6,9.8,60.1,4.1,23.5,0,1670,0.706459948,0.293540052,0.034108527,0.027906977,4.6,4.5,4.8,94861
1400000US24031700713,29.7,28.1,36.5,4.9,25.5,40,4.5,23.2,0,1306,0.387063655,0.612936345,0.013347023,0.059548255,9.7,8,11.6,53431
1400000US24031700715,37.1,19.5,6.9,12.5,19.3,34.8,4.7,20.6,0,1978,0.864601262,0.135398738,0.07114171,0.024096386,5.4,2.9,7.9,93990
1400000US24031700716,33.5,16,20.9,18.5,22.9,37,3.7,20.7,0.007155635,1239,0.854740061,0.145259939,0.064220183,0.016055046,9.2,9.4,9,82917
1400000US24031700717,34,13,42.5,1.6,27.8,38.1,5.5,23.2,0,1222,0.623127341,0.376872659,0.027153558,0.044007491,14,14.5,13.4,65029
1400000US24031700718,39.2,10.5,0,55.1,12.3,65.7,1.5,24,0,2000,0.528547202,0.471452798,0.014697569,0.028264556,2,0,4,110262
1400000US24031700719,30.9,16.3,31.7,7.9,25.3,24.2,9.8,21.4,0,1141,0.46835443,0.53164557,0.008438819,0.064697609,16.5,13.4,19.7,62303
1400000US24031700720,32.5,18.2,12.6,22.6,16.7,43.9,2.1,25.8,0,1472,0.561962134,0.438037866,0.012908778,0.093803787,10.1,11.9,8.4,85705
1400000US24031700721,32.6,26.9,7.1,23.3,16.5,45.5,1.9,22.4,0,1214,0.474446987,0.525553013,0.012204424,0.138062548,9.6,5.7,12.6,58109
1400000US24031700722,31.3,28.2,10.3,13.9,13.9,54.8,1.7,17.2,0,1462,0.534759358,0.465240642,0.052881759,0.082590612,3.2,3.4,3.1,76971
1400000US24031700723,76.2,15.9,0,44.9,14.8,42.4,0.8,68.9,0,1216,0.09406953,0.90593047,0.005623722,0.013803681,12.8,11.9,13.4,50517
1400000US24031700724,32.7,11.4,32.1,0,30,21.6,1.1,34,0,1150,0.080410607,0.919589393,0,0,23.9,17.8,30,47210
1400000US24031700810,36.1,27.1,14,24.4,9.8,56.7,3.6,19.4,0,1705,0.8556461,0.1443539,0.006984866,0.071594878,3.6,2.5,4.5,96462
1400000US24031700811,31.2,34.8,1.2,10,21.3,40.7,2.4,14.3,0,1744,0.76897019,0.23102981,0.034552846,0.090108401,7.2,7.4,7,90395
1400000US24031700812,40.3,11.2,17.2,26.5,15.4,45.6,3.7,26.3,0,1410,0.825616356,0.174383644,0.034275406,0,1.4,1.2,1.7,87614
1400000US24031700813,33.6,26.5,14.5,14,17.5,45.7,4.4,30.1,0.008965929,1226,0.814111922,0.185888078,0.086131387,0.036009732,9.7,11.1,8.1,66801
1400000US24031700815,31,29.7,30,2.3,22.6,32.9,3.2,19.3,0.013712544,1609,0.748100304,0.251899696,0.041793313,0.049772036,7.3,10.5,4.1,77167
1400000US24031700816,31.8,13.1,23.4,13.5,14.9,52.1,4,19.5,0,1316,0.501884207,0.498115793,0.021925317,0.051387461,3.9,3.7,4.1,69147
1400000US24031700817,34.8,12.5,21.5,41,10.9,60.2,5.9,21.7,0,1493,0.386693548,0.613306452,0.016935484,0.064516129,7.3,8,6.9,81011
1400000US24031700818,28.8,28.7,28.6,17.8,15.1,38.1,5.6,14.8,0,1333,0.229004666,0.770995334,0.015940902,0.069206843,12,11.7,12.3,63003
1400000US24031700819,32.8,23.4,16.4,10.8,22.4,39.5,6.4,18,0,1646,0.833625219,0.166374781,0.037215412,0.061295972,2.7,4.6,0.9,88636
1400000US24031700820,31.9,24.7,9.2,6,13.8,46.9,3.1,14.3,0,1408,0.457843137,0.542156863,0,0.141176471,14.7,10,20,71979
1400000US24031700822,37.3,8.3,12.3,12.3,24.7,59.9,4.1,11.9,0,1270,0.698924731,0.301075269,0.029569892,0.028225806,7.5,3.3,9.9,61557
1400000US24031700823,40.8,5.3,8.9,13.9,8.4,70,2.9,26.2,0,1861,0.821869489,0.178130511,0.011463845,0,5.4,4.5,6.2,108904
1400000US24031700824,42.9,5.3,0,34,7.4,75.6,2.5,25.7,0.080550098,1767,0.937384899,0.062615101,0.046040516,0,3.8,4.9,2.7,151515
1400000US24031700826,39.5,5.9,0,64,9.9,70.9,2,22.1,0.052923077,1600,0.60252132,0.39747868,0.017055988,0,3.4,0.7,5.4,111601
1400000US24031700828,41.4,1.4,10.1,19.6,5.6,69.6,2.4,22.2,0.09469697,1703,0.881959911,0.118040089,0.083518931,0.013363029,1.6,0,2.7,139231
1400000US24031700829,38.3,7,0,46.7,6.7,72.7,2.3,13.3,0,2000,0.834893617,0.165106383,0.037446809,0.011914894,1.1,1.2,1.1,120229
1400000US24031700830,30.1,15.2,14.9,1.4,12.5,32.5,2,18,0,1582,0.10078534,0.89921466,0,0.018324607,2.9,2.1,3.5,65000
1400000US24031700832,35.9,37.5,58.2,0,42.2,24.6,7.9,25.4,0,1398,0.770961145,0.229038855,0.011247444,0.119631902,5.1,4.6,5.7,67241
1400000US24031700833,33.8,16.1,14.6,2.8,21.1,50.3,10.7,21.1,0,1647,0.865039483,0.134960517,0.054558507,0.07753051,8.4,7.6,9,71545
1400000US24031700834,30.3,31,6.8,16.7,17.4,46.8,4.7,23.5,0,1355,0.825191289,0.174808711,0.037669217,0.027663331,10.9,13.2,8.4,83413
1400000US24031700835,36.4,15.7,9.9,24.1,7.2,61.1,6,24,0,1277,0.92648162,0.07351838,0.036009002,0.022505626,0.7,1.5,0,126652
1400000US24031700901,46.3,9.3,0,37.1,10,46.9,2.9,39.6,0,1202,0.4615829,0.5384171,0.025418833,0.029462738,10.7,9.2,11.7,58911
1400000US24031700902,39.5,24.1,9.2,15.7,31.7,28.1,4,26.8,0,1627,0.69626556,0.30373444,0.038174274,0.076348548,2.8,2.1,3.6,58966
1400000US24031700903,32.1,21.3,0,44.2,25,40.8,3.5,28.7,0.029508197,1467,0.445906433,0.554093567,0.013157895,0.05994152,12.7,10.4,14.4,66912
1400000US24031700904,36.3,2.3,7,24.8,9.8,60.9,2.6,22.8,0,1274,0.095348837,0.904651163,0,0.05503876,5.8,5.2,6.4,59478
1400000US24031700905,34.3,1.6,13.5,55.6,10.1,74.5,2.2,36.3,0,1539,0.13356974,0.86643026,0.006501182,0.035460993,2.3,1.2,3.2,72025
1400000US24031701001,44.1,15.3,10.6,16.3,16.5,57.4,1.7,30.9,0.007279947,1369,0.749875931,0.250124069,0.03325062,0.032258065,5.9,5.6,6.1,91705
1400000US24031701002,44.9,1.6,22.4,21.2,6.6,82.4,0.6,32.4,0.114853195,2000,0.947626841,0.052373159,0.018003273,0,0.4,0,0.7,193393
1400000US24031701004,40.6,8,17.6,12,10.3,60.8,2.7,33.2,0,1728,0.691434469,0.308565531,0.048503612,0.070175439,6.5,6.4,6.7,94063
1400000US24031701005,41.5,3.3,16.9,50.7,10.9,70.3,2.9,25.3,0.082840237,2000,0.898139947,0.101860053,0.038086802,0,0.3,0.6,0,130144
1400000US24031701006,46.4,2.6,4,25.3,9.6,68.1,2.7,38,0.037628278,865,0.92657158,0.07342842,0.07078711,0,2.5,1.8,3,129063
1400000US24031701007,34.2,6.1,0,14.1,8.2,75.9,2.4,19.8,0.114084507,1753,0.491349481,0.508650519,0.020069204,0.030449827,2.4,2.8,2.1,96250
1400000US24031701101,41,9.7,16.1,21.2,26.5,39.4,4.5,20.2,0,2000,0.909915749,0.090084251,0.04536617,0.00712897,5.9,6.1,5.8,89939
1400000US24031701102,37.8,6.8,8.7,18.8,26.1,38.7,2.7,24.3,0.001369863,1764,0.708050436,0.291949564,0.040737148,0.049466537,5.2,2.8,7.9,79701
1400000US24031701201,32.7,6.2,20.2,26.4,17.3,48.4,2.3,24.2,0.015309673,1367,0.672437997,0.327562003,0.0491343,0.031352363,3.5,2,4.9,80509
1400000US24031701202,48.7,1,9.1,33.1,5.8,77.4,2.4,36.2,0.046073298,1762,0.908658421,0.091341579,0.026641294,0,4.7,3.8,5.5,114635
1400000US24031701205,47.3,2.3,9.8,27.8,4.9,76.4,1.5,33.6,0.208785249,2000,0.807355517,0.192644483,0,0.004816112,3.5,3.6,3.4,163715
1400000US24031701206,42.6,4.1,11.7,14.5,11.2,73.8,2.4,33.3,0.066013409,1717,0.919829222,0.080170778,0.034629981,0,2.1,2.5,1.7,134531
1400000US24031701210,47.5,0.8,13.4,43.3,6,80.1,2.4,37.5,0.057315234,2000,0.960173787,0.039826213,0.010137581,0,1.3,1.1,1.4,164688
1400000US24031701211,37.2,9.6,7.5,39.8,9.7,69.4,4.2,24.5,0.033798677,1693,0.628057222,0.371942778,0.014766959,0.053068759,2.6,1.7,3.5,110938
1400000US24031701212,45.6,12.8,9.7,16.4,17.2,57.3,2,24.7,0.030339806,2000,0.923766816,0.076233184,0.031390135,0,2,2.7,1.4,130743
1400000US24031701213,41.8,2.5,0,43.7,7.6,77.7,0.8,26.1,0.022861981,1693,0.832276251,0.167723749,0.013742072,0.004580691,3.9,2.8,4.7,102748
1400000US24031701214,32.1,6.4,0,80.9,3.1,78,3,14.6,0,1618,0.461427541,0.538572459,0.01369863,0.007930786,2.6,2.3,2.8,80679
1400000US24031701215,38.5,8.2,0,83.7,8.6,79.1,2.6,26.7,0.014542936,1599,0.572561459,0.427438541,0.015067407,0.03925456,5.2,2.2,7.5,84841
1400000US24031701216,42.5,9.9,0,71.2,12.8,67.1,1.7,28.6,0.022511848,1960,0.435051546,0.564948454,0,0.017525773,4,4.7,3.3,91071
1400000US24031701218,51.9,8,0,86.3,17,53.6,3.3,45.6,0,1439,0.139123103,0.860876897,0,0.024451939,5.1,0,8.9,62870
1400000US24031701219,35.6,21.6,7.2,44.8,14,58,6.7,26.6,0,1377,0.010462075,0.989537925,0,0.029642546,10.8,3.3,18.1,64707
1400000US24031701220,42.1,4.5,4.2,45.4,5.3,83.7,0.5,33.4,0.327868852,1242,0.976781425,0.023218575,0.018414732,0.012009608,3.5,3.3,3.7,185804
1400000US24031701221,40.6,7.9,13.2,32.1,6.7,70.1,0.5,33,0.486284289,1696,0.481681682,0.518318318,0.012612613,0.040840841,6.6,2.9,9.9,120855
1400000US24031701303,45.4,9.7,13.4,6,9.4,73.8,1.6,37.6,0,2000,0.926380368,0.073619632,0.009969325,0.009202454,1.1,1.3,0.8,129318
1400000US24031701304,43.8,4.4,27,6.3,18.1,55.7,4.2,29.6,0,2000,0.948039216,0.051960784,0.052941176,0,1.3,1.3,1.2,112364
1400000US24031701306,42.4,6.8,8,2.7,11.3,64.9,4.7,36.7,0,NA,1,0,0.048435923,0,0.7,1.6,0,129844
1400000US24031701307,38.8,6.7,9.1,23.8,11.1,69.1,2.1,25.1,0.07518797,1388,0.95426009,0.04573991,0.01793722,0,1.5,1.9,1.1,144511
1400000US24031701308,44.3,14,5.7,16.7,9.8,68,5.5,30,0.214587738,412,0.933859822,0.066140178,0.007897335,0,4.4,2.9,6.2,175982
1400000US24031701312,39.7,8.6,6.4,20.4,13.2,63.4,3.6,18.7,0.008874099,1057,0.861442905,0.138557095,0.017677974,0.054945055,2.5,2.3,2.7,136563
1400000US24031701313,39.3,8.8,19,17.9,17.9,55.5,3.5,20.5,0.006311993,1806,0.877373418,0.122626582,0.011075949,0.038765823,3.2,0,6.7,111429
1400000US24031701314,38,12.8,14.8,7.6,14.8,58.5,3.9,25.9,0,1584,0.863543788,0.136456212,0.037678208,0.019348269,2.5,1.2,3.6,85588
1400000US24031701315,37.8,14,16.6,33.6,10.5,58.9,1.7,26.7,0.042954032,1366,0.788004751,0.211995249,0.080166271,0.033254157,1.8,1.2,2.4,88529
1400000US24031701316,45.4,14.3,10.1,9.3,14.1,61.8,3.8,35.9,0.12484472,1279,0.783454988,0.216545012,0.049635036,0.016058394,2.5,1.6,3.2,114083
1400000US24031701317,42.9,7.3,22.6,9.9,10,71.2,3.2,20.8,0.195141066,1471,0.936170213,0.063829787,0.001467351,0.008070433,0,0,0,179280
1400000US24031701407,45.3,24.2,1.5,19.8,15.6,61.6,1.7,27.7,0,1642,0.933977456,0.066022544,0.022544283,0,0.1,0.2,0,122813
1400000US24031701408,45.1,18.2,2.7,20.1,21.1,51.1,2.9,34.2,0.160487288,2000,0.927764128,0.072235872,0.005405405,0.007862408,5.3,6.4,4.2,130281
1400000US24031701409,42.3,21,5.6,22.5,17,56,1.7,33.8,0.008626887,745,0.985825656,0.014174344,0.007795889,0,1.8,2,1.7,144132
1400000US24031701410,33.5,51.3,21.3,19.7,13.5,38.5,5.5,23.8,0,1621,0.729894395,0.270105605,0.058489033,0.069049553,11.3,10,12.3,79924
1400000US24031701414,41.5,38.4,18.9,17.8,21.8,44.6,5.2,34.5,0.024295969,1329,0.692543021,0.307456979,0.044359465,0.07418738,10.6,8.2,12.5,66920
1400000US24031701415,43,35.6,8.1,13.7,19.6,48.1,3.6,32.2,0,1085,0.884356602,0.115643398,0.047518923,0.041631623,4.9,3.4,6,93144
1400000US24031701417,30.3,59,0,39.8,17.2,53.4,5.7,16.8,0.0125,1484,0.290088638,0.709911362,0.029411765,0.132151491,10.6,10.4,10.8,59217
1400000US24031701418,36.2,38.3,10.4,36.3,15.7,49.2,3.6,21,0,1725,0.922357343,0.077642657,0.023386342,0,0,0,0,108087
1400000US24031701420,59.1,28.5,0,11.3,25.1,44.7,2.2,62.1,0.006756757,1967,0.566868816,0.433131184,0.01659751,0.017874242,5.3,6.5,4.1,66881
1400000US24031701421,28.1,77.4,0,33.9,10.1,39,5.3,13.1,0,2000,0.654135338,0.345864662,0,0.234962406,20.2,19.5,20.7,69833
1400000US24031701422,29.7,82.9,18.5,24.1,22.2,40.5,3.2,26.1,0,1314,0,1,0,0.171361502,26.8,23,30.2,43333
1400000US24031701423,32.4,46.5,10.4,6.6,20.6,45.1,11.3,19.5,0,1603,0.562643678,0.437356322,0.097701149,0.063218391,5.5,7.1,4.3,70857
1400000US24031701503,42.9,35.3,2.1,10,28.3,40,5.3,30,0,1427,0.953673374,0.046326626,0.058025269,0,0.8,0.3,1.4,96657
1400000US24031701505,34.1,34.3,7.7,31.5,17.6,53.9,6.6,26,0.043445693,1469,0.546459271,0.453540729,0.038067949,0.092099877,11.1,8.5,13.5,74583
1400000US24031701506,45.3,26,19.3,27.7,9.4,66.4,3.2,32.2,0.012895662,2000,0.965478212,0.034521788,0.053763441,0,2.3,2.8,1.9,123309
1400000US24031701507,45.5,24.8,24.8,14.1,13.3,60.1,3.5,30.7,0.011912226,1083,0.879757308,0.120242692,0.048538334,0,4.8,2.7,7,131875
1400000US24031701508,32.1,72.4,29,0,28.6,35.4,7.7,20.1,0,1372,0.220980757,0.779019243,0.033519553,0.12849162,3.8,3.5,4,44517
1400000US24031701509,34.3,41.4,29.5,20.9,21.7,33.6,9.8,20.1,0,1297,0.177718833,0.822281167,0.01061008,0.099469496,15.8,16.7,15,49044
1400000US24031701601,29.5,21.2,0,4,31.9,14.6,12.4,15.9,0.117117117,1458,0.140506329,0.859493671,0.046835443,0.162025316,2.4,1,3.6,44329
1400000US24031701602,30.3,22.9,36.9,6.3,23.4,18.3,5.8,21.2,0,1233,0.425463852,0.574536148,0.005118362,0.069737684,12.8,9.3,16.6,64363
1400000US24031701701,39.4,23.4,11.9,39.6,17.5,60.2,2.9,23.3,0.019675926,789,0.563968668,0.436031332,0.030678851,0.032637076,5,5.9,4,61452
1400000US24031701702,27.4,48.8,1.8,3.8,22.5,45.8,12.2,21.1,0.049618321,886,0.254368932,0.745631068,0.008737864,0.16407767,17,9.6,23.1,56949
1400000US24031701703,39.4,41.9,4.1,27.5,19.8,42.1,3.7,18.3,0,865,0.562890896,0.437109104,0.028492008,0.0257123,4.1,2.6,5.4,83472
1400000US24031701704,38.4,27.3,11.2,0,10.3,67.1,5.3,26.9,0.011406844,845,0.803462322,0.196537678,0.040733198,0,5.9,4.2,7.4,81903
1400000US24031701800,41.7,38,5.4,11.7,13.9,56.4,6.6,23.6,0.076996198,935,0.561965812,0.438034188,0.035790598,0.014957265,12.5,12.8,12.1,65556
1400000US24031701900,30.2,12.6,75.3,10.5,10,42.4,6.8,13.2,0,986,0.276229508,0.723770492,0,0.05,12.3,6.9,19.5,55104
1400000US24031702000,31.6,22.8,48.7,2.8,20.4,20.6,8,22.3,0,1043,0.473909936,0.526090064,0.045032166,0.096497498,17.1,11.9,23.1,47034
1400000US24031702101,33.3,40.3,13,21,19.2,25.3,9.5,22.9,0,1168,0.542934783,0.457065217,0.0125,0.060869565,10.6,11.1,10,59429
1400000US24031702102,40.6,2.9,10.3,17,10.4,74.5,1.8,25.6,0.012060302,2000,0.967898833,0.032101167,0.021400778,0.006809339,1.5,2.6,0.5,114318
1400000US24031702200,39.5,11.7,6.1,61.5,12.2,64.3,3.6,20,0,1156,0.886348352,0.113651648,0.047747142,0,3.4,0.8,5.8,103551
1400000US24031702301,32.1,27,68.5,8.9,16.5,36.6,2.9,19,0.034115139,1136,0.314553991,0.685446009,0.01676727,0.064386318,12.1,6.2,18,64192
1400000US24031702302,36,28.1,34.8,25.3,19.5,54.9,6.2,22,0,1100,0.54877319,0.45122681,0.016756433,0.076600838,7.6,3.7,11.2,65250
1400000US24031702401,41.3,21,1.4,8.3,4.5,69.2,0.8,16.2,0,1375,0.744034707,0.255965293,0.031453362,0.045553145,3.2,3.7,2.8,121118
1400000US24031702402,35.5,37.9,0,27.9,13.7,62,4.3,19.6,0,1178,0.351434426,0.648565574,0.026639344,0.068647541,13.2,9.4,17,66017
1400000US24031702500,33,49.1,25.9,33,11.2,57.9,2.6,15.1,0,1287,0.191858122,0.808141878,0,0.024989923,8.1,6.6,9.5,57067
1400000US24031702601,30.5,42.1,2.3,75.3,7.5,71.8,5.5,17,0,1575,0.026273242,0.973726758,0,0.064268391,10.9,13.1,8.8,66744
1400000US24031702602,29.5,31,4.4,55.8,15.9,65.8,2.8,15.3,0,1441,0.217391304,0.782608696,0.010540184,0.080368906,20,20.3,19.7,56635
1400000US24031702700,40.1,24.4,26.6,17,21.2,44.8,6.1,23.7,0.028600613,1245,0.441587731,0.558412269,0.02119982,0.098782138,11.4,9.1,13.7,77050
1400000US24031702800,40.3,26.4,5.1,65.9,11.2,69.3,3.9,22.3,0.024976873,1397,0.509185115,0.490814885,0.015544041,0,7.4,3.5,11.4,85290
1400000US24031702900,43.6,16,4.2,41,3.1,80.9,1.2,23.8,0.064094179,1305,0.677748227,0.322251773,0.011968085,0.004432624,0.6,0.8,0.5,101905
1400000US24031703000,36.4,16.4,43.1,0,8.1,63.6,2.8,23.6,0,1958,0.952941176,0.047058824,0.023529412,0.014705882,4.3,4,4.5,92857
1400000US24031703100,38.6,13.6,24.9,22.6,14.8,47.4,3.2,24,0.006029285,1794,0.776069519,0.223930481,0.005347594,0.028074866,5.5,5.7,5.3,99464
1400000US24031703201,42.2,8.8,46,3.2,19.5,42.7,4.9,27.4,0,1948,0.904115401,0.095884599,0.013152312,0.007212558,6.9,7.7,6.2,98641
1400000US24031703202,44.1,8.5,12.4,31.6,17.5,52.3,2.6,32.9,0.055617353,846,0.839402428,0.160597572,0.023809524,0,7.1,7.8,6.5,100417
1400000US24031703206,38.4,27.1,7.1,23.7,14,53.9,4.2,26.9,0,1338,0.740322581,0.259677419,0.040322581,0.016129032,6.5,6.8,6.1,94250
1400000US24031703207,29.5,31,21.3,14.5,22.8,44,6.1,23.7,0.010204082,1362,0.381075826,0.618924174,0.006480881,0.167854828,14.7,11.6,17.7,54205
1400000US24031703208,44.1,17.5,23.3,12.1,9.5,68,2.3,37.6,0.036855037,2000,0.940496823,0.059503177,0.035817447,0.004043905,2.2,2,2.3,111835
