GEO_ID,tengen_1,tengen_2
1400000US24031705100,-0.0969156,-0.686079007
1400000US24031705200,0.260611472,-0.712724144
1400000US24031705300,0.641513188,-0.391118659
1400000US24031705400,0.441542026,-0.591089822
1400000US24031705501,-0.312491022,-1.157045805
1400000US24031705502,0.600537407,-0.342100425
1400000US24031705601,0.773944545,-0.258687302
1400000US24031705602,-0.505870534,-0.787388629
1400000US24031705701,0.200058905,-0.626703383
1400000US24031705702,-0.023858025,-1.056489873
1400000US24031705800,0.707698434,-0.145145556
1400000US24031705901,0.622987161,-0.409644687
1400000US24031705902,1.091105281,0.058473433
1400000US24031705903,0.694072859,-0.338558988
1400000US24031706005,0.563746745,-0.32018637
1400000US24031706007,0.067982269,-0.859771201
1400000US24031706008,0.224890006,-0.807741842
1400000US24031706009,0.028319328,-0.765191045
1400000US24031706010,0.945025074,1.100626263
1400000US24031706011,0.6915226,-0.341109247
1400000US24031706012,-0.228393833,-0.835814614
1400000US24031706013,0.29968583,-0.732946018
1400000US24033800102,-0.21845249,-1.251084337
1400000US24033800103,-1.144752287,-0.324784539
1400000US24033800105,0.838636242,-0.072378767
1400000US24033800106,0.780710504,0.46642668
1400000US24033800108,-0.973487027,0.192935933
1400000US24033800109,0.371925008,0.152939414
1400000US24033800203,-0.081054274,-1.113686121
1400000US24033800206,0.154921252,0.551969807
1400000US24033800208,-0.271421651,0.262023383
1400000US24033800209,-1.57591313,0.106376303
1400000US24033800210,-1.556464081,0.086927254
1400000US24033800211,-1.178145491,-0.291391336
1400000US24033800212,0.511390444,0.16738846
1400000US24033800213,0.437586923,0.216196288
1400000US24033800214,-1.375408004,-0.094128823
1400000US24033800215,-0.403754082,1.17195951
1400000US24033800401,0.054311947,-0.978319901
1400000US24033800402,0.686278516,-0.346353332
1400000US24033800403,1.03427363,0.001641783
1400000US24033800408,1.705198901,0.672567053
1400000US24033800409,1.9519367,1.421425086
1400000US24033800410,0.48849111,-0.225356375
1400000US24033800411,0.41876088,0.155963554
1400000US24033800412,-0.178589739,0.249445285
1400000US24033800413,-1.576459491,0.106922664
1400000US24033800504,0.650091256,-0.214106888
1400000US24033800505,0.268013186,0.031958076
1400000US24033800507,-0.312536122,-0.500586509
1400000US24033800509,0.974364113,0.027541845
1400000US24033800511,1.829757568,1.485399045
1400000US24033800513,0.782955594,0.375805187
1400000US24033800514,0.293310691,-0.739321157
1400000US24033800515,1.027800446,1.344991577
1400000US24033800516,0.383946123,0.205996154
1400000US24033800517,1.41553285,0.382901003
1400000US24033800518,1.49822759,0.465595743
1400000US24033800519,0.477976694,-0.554655154
1400000US24033800520,1.344424999,0.311793152
1400000US24033800601,-0.21845249,-1.251084337
1400000US24033800604,3.028082061,2.627350034
1400000US24033800605,1.195073223,0.631525786
1400000US24033800606,2.003060097,1.412284416
1400000US24033800607,0.672852143,0.578644145
1400000US24033800608,1.481495744,1.260148961
1400000US24033800701,0.697391579,-0.122985649
1400000US24033800704,2.998114158,4.500170007
1400000US24033800705,1.133880442,0.101248594
1400000US24033800706,2.771716804,1.739084957
1400000US24033800707,0.152422198,-0.88020965
1400000US24033800800,0.008413969,-1.024217879
1400000US24033800900,0.460467792,-0.572164055
1400000US24033801003,1.831726821,0.799094973
