OBJECTID,Component_1,Component_2,Component_3,Component_4
33,-2.85411779964,-1.19800263115,3.22415546295,-0.114396049227
77,-0.771279207022,0.13190544626,1.06662420229,-0.174583592979
78,-2.40191146806,-0.597299954138,2.41427592562,0.456533956974
35,1.8814735296,-0.400731920211,0.0204239009324,-0.464887437803
79,-0.522908479017,1.25492267079,-0.00595162387511,0.331241967764
80,-1.38462022257,-0.813302946759,0.1934229832,-0.734823005709
81,-1.6784235863,-2.36741874852,-0.136852985347,0.377399174537
82,-4.48732112522,-0.961487754391,1.62249119819,0.0368153468496
36,-0.331371076828,0.75602795384,0.115170654242,1.10108602834
179,-2.28594601434,-0.655978740451,1.0843986779,2.03551307617
83,0.961626034451,-0.0460952713774,0.100740005447,0.472624088382
84,-0.655097737061,-1.81537053319,2.49300907459,-0.381160597727
85,1.29214408361,-0.666902186752,0.532385692468,-0.36019158068
86,-4.27322622819,-4.48237230817,-3.5555956539,0.834255576851
37,-0.65813561023,-0.16081149687,1.13752843064,0.275662751398
87,-1.69498890941,-1.72427357712,1.43842091209,-0.492359832704
88,-0.615579524426,0.705291011748,0.191975821843,1.75473069922
89,-0.417417927546,1.01013188893,0.0510349506866,0.687172839876
90,-5.80739040845,1.9842474483,0.274012745455,1.81030078296
38,0.491982551511,0.461024809509,0.0360052270734,0.210991692543
91,0.0608382979958,-0.793579607907,-0.0676873900169,0.0987599663743
92,-1.68442129026,-1.07944297159,0.659320843668,0.297406984049
93,-1.55506199327,-1.26264825585,1.93359442562,-0.756395996331
39,0.634191881132,0.752408354757,-0.088690041305,-0.720007186643
94,0.163993769866,-0.178899919722,-0.513426967135,0.494627347552
95,-1.32032418249,1.60426123088,0.377901361081,-0.714244340621
96,0.739265181828,-0.0547552242738,0.150766178877,0.913560884789
177,1.55041513398,-0.300453814118,0.0582023898584,-0.0653570972907
97,1.06212119132,-0.709389691734,-0.53210059912,-0.00246629072884
98,-0.150116967381,-1.0950404753,-1.49285965669,0.259931658044
99,-0.941441020819,0.828878155561,-0.915499048872,-0.370695341756
100,0.349048584931,0.0634419935614,0.195295463075,1.38448496313
40,1.29671746311,-0.22360839261,0.0871529157365,0.240812201452
101,0.990067477374,-0.0547102289455,0.0974944307973,0.438300175967
102,0.396010804342,-0.725768485836,-0.504095021625,-0.403261899329
103,0.97857203677,0.0866318820896,0.299959857608,-1.18313809987
104,-0.225789567487,-1.23106377596,0.359546404978,-0.351824909664
41,0.434838664763,-0.633536579061,1.11338228917,-1.01557696116
105,-0.275314232499,0.951885776707,0.0397492156684,0.550195333714
106,0.383927117678,-1.48328685605,1.72758930423,-0.752868891818
107,-3.21911020733,2.55080941977,-0.565078318234,-0.692820585087
108,-5.07425838113,-1.15596076505,-2.24926476627,-3.08160101536
42,0.490120256835,0.355170137112,0.0707300176822,0.454859040436
109,-0.399023861044,0.471716488193,-0.501544360486,0.30792951669
43,0.149937320978,0.216350522033,0.515803695626,-0.348534406561
110,-0.325451584832,-0.857942560135,1.6754207612,-0.828733634615
111,0.767859702109,-1.11447618801,1.19863796409,-0.554547729816
112,-1.35012998197,-0.0975086678302,-0.0306111127972,-0.949221140226
44,-0.407712646918,-1.91034388306,2.52591412884,-0.928057124122
113,1.07692502574,-0.36883444965,0.426785482346,-0.335353662487
114,-0.494666618983,-1.39301326589,-1.01661657393,-0.838441011006
115,0.543057227832,0.416184847349,0.285564087219,-1.10626953206
45,-2.40433157028,-0.924676903342,1.85825729083,-1.46780275328
116,-0.601964664588,0.00391573763542,0.908270248834,0.67677337915
117,-4.92400898578,-4.57113676861,1.5414855099,-0.860031687722
118,-2.51838810358,-1.57492595715,-1.3271828717,1.47102998662
119,-2.40956451562,0.0234907332016,2.26921081495,-1.23229483657
46,-1.01311550341,-0.320026447697,1.70163077659,-1.04108129382
120,-0.325001003675,0.102800511647,0.899343025795,-0.51323184752
121,-5.17763245833,-3.90379537117,1.17226588585,-2.34237289035
47,-0.313722126445,0.144646831133,0.801422782884,-0.188842496701
122,-3.82396401049,-3.80485244806,1.56412365654,-1.94171756692
123,-4.28034066464,-4.52023548927,4.00713205373,-1.46834162816
124,0.14276197276,0.296428230566,-0.869723197463,-0.99203348957
125,0.796148067673,-0.0719851394101,0.144275029577,0.844913059959
48,1.16940649089,0.331845441315,-0.0659501407559,-0.779127702506
126,0.285491770404,-0.56273114813,1.17676915084,-1.18723783798
127,-1.29255292149,-1.33784594536,-1.11447608393,-1.22893533992
