OBJECTID,GEO.id,acs_lf,dec_lfp,acs_em,acs_emp_x,acs_emp_y,acs_ue,acs_uep,acs_nw,acs_nwp,acs_flf,acs_flfp
570,1400000US24031700826,1908,0.0,3485,75.9,75.9,93,2.0,354,22.1,2744,2744
571,1400000US24031700828,807,0.0,1505,75.4,75.4,48,2.4,228,22.2,1063,1063
572,1400000US24031700829,1033,0.0,1911,84.4,84.4,53,2.3,288,13.3,1254,1254
573,1400000US24031700830,514,3.2,1089,76.8,76.8,29,2.0,85,18.0,736,736
574,1400000US24031700901,894,0.4,1732,57.1,57.1,87,2.9,104,39.6,1737,1737
575,1400000US24031701002,862,0.9,1837,66.1,66.1,17,0.6,225,32.4,1423,1423
576,1400000US24031701102,1775,0.2,3405,72.8,72.8,126,2.7,215,24.3,2360,2360
577,1400000US24031701210,901,0.0,1913,60.1,60.1,75,2.4,258,37.5,1650,1650
578,1400000US24031701215,1508,1.2,2525,69.5,69.5,94,2.6,254,26.7,2098,2098
579,1400000US24031701304,1658,0.6,3205,65.6,65.6,204,4.2,520,29.6,2480,2480
580,1400000US24031701313,1064,0.3,2293,75.8,75.8,105,3.5,281,20.5,1469,1469
581,1400000US24031701409,1107,0.0,2371,64.6,64.6,61,1.7,324,33.8,1913,1913
582,1400000US24031701422,640,2.8,1126,67.9,67.9,53,3.2,31,26.1,849,849
583,1400000US24031701508,1385,0.0,2189,72.2,72.2,234,7.7,29,20.1,1879,1879
584,1400000US24031701601,681,8.3,1071,63.4,63.4,209,12.4,20,15.9,857,857
585,1400000US24031701900,845,0.0,2000,80.0,80.0,170,6.8,127,13.2,1108,1108
586,1400000US24031702102,791,0.6,1561,71.9,71.9,40,1.8,281,25.6,1134,1134
587,1400000US24031702500,1657,3.5,3021,78.8,78.8,98,2.6,113,15.1,1946,1946
588,1400000US24031703201,1781,0.1,4029,67.6,67.6,289,4.9,513,27.4,2909,2909
589,1400000US24031703209,1555,0.0,2422,57.6,57.6,267,6.4,156,36.0,2480,2480
590,1400000US24031703218,159,0.0,256,14.3,14.3,29,1.6,58,84.0,1177,1177
591,1400000US24031703301,1267,0.3,2771,75.7,75.7,88,2.4,169,21.6,1790,1790
592,1400000US24031703402,895,0.0,1899,69.8,69.8,92,3.4,272,26.9,1382,1382
593,1400000US24031703602,817,0.0,1540,63.5,63.5,147,6.1,179,30.4,1278,1278
594,1400000US24031703902,1897,2.0,3605,68.7,68.7,382,7.3,367,22.1,2573,2573
595,1400000US24031704403,562,0.8,998,70.1,70.1,0,0.0,71,29.1,847,847
596,1400000US24031704804,446,0.0,749,71.6,71.6,59,5.6,44,22.8,578,578
597,1400000US24031705300,359,0.2,881,58.7,58.7,28,1.9,72,39.2,777,777
598,1400000US24031705601,830,0.0,1453,69.0,69.0,32,1.5,90,29.5,1206,1206
599,1400000US24031705602,1347,0.4,2691,68.0,68.0,81,2.0,177,29.5,2153,2153
600,1400000US24031705701,1128,0.4,2137,66.8,66.8,44,1.4,198,31.4,1794,1794
601,1400000US24031705901,923,0.0,1869,59.1,59.1,82,2.6,247,38.3,1715,1715
602,1400000US24031706011,1287,0.8,2555,65.7,65.7,79,2.0,304,31.5,2045,2045
603,1400000US24033800106,995,2.2,1719,75.5,75.5,161,7.1,170,15.2,1247,1247
604,1400000US24033800209,1057,0.2,2036,68.7,68.7,153,5.2,115,25.9,1566,1566
605,1400000US24033800214,825,0.0,1696,86.1,86.1,53,2.7,174,11.2,954,954
606,1400000US24033800408,1891,0.4,3801,76.3,76.3,139,2.8,530,20.5,2535,2535
607,1400000US24033800413,1184,1.7,1983,71.7,71.7,245,8.9,199,17.7,1581,1581
608,1400000US24033800514,1183,0.5,2563,83.4,83.4,34,1.1,157,15.0,1454,1454
609,1400000US24033800519,1149,0.0,2341,75.5,75.5,76,2.5,314,22.0,1605,1605
610,1400000US24033800704,1812,3.1,2669,74.7,74.7,148,4.1,444,18.1,2308,2308
611,1400000US24033801005,1338,2.2,2292,70.9,70.9,162,5.0,322,21.9,1790,1790
612,1400000US24033801006,1092,0.0,1926,66.9,66.9,108,3.7,354,29.4,1552,1552
613,1400000US24033801209,1348,0.0,2298,69.6,69.6,206,6.2,337,24.1,1868,1868
614,1400000US24033801216,1033,0.0,1795,64.4,64.4,357,12.8,271,22.8,1333,1333
615,1400000US24033801308,1094,0.0,2054,63.5,63.5,236,7.3,393,29.3,1670,1670
616,1400000US24033801313,1162,0.8,1877,78.8,78.8,82,3.4,158,17.0,1367,1367
617,1400000US24033801409,705,0.6,1300,61.3,61.3,81,3.8,121,34.3,1142,1142
618,1400000US24033801702,1112,1.0,1594,60.8,60.8,269,10.3,146,28.0,1579,1579
619,1400000US24033801801,645,0.0,1030,68.5,68.5,122,8.1,29,23.4,914,914
620,1400000US24033801805,653,0.0,1168,61.8,61.8,268,14.2,97,24.0,907,907
621,1400000US24033802104,729,0.0,1080,68.6,68.6,144,9.1,91,22.2,921,921
622,1400000US24033802203,1465,0.0,2512,67.0,67.0,237,6.3,241,26.7,1958,1958
623,1400000US24033802406,579,0.0,1093,66.8,66.8,126,7.7,136,25.5,884,884
624,1400000US24033802600,731,0.0,1219,56.2,56.2,164,7.6,124,36.2,1120,1120
625,1400000US24031700308,1958,0.2,3784,79.8,79.8,170,3.6,470,16.4,2590,2590
626,1400000US24031700309,1510,0.2,2885,73.7,73.7,265,6.8,299,19.3,2056,2056
627,1400000US24031700310,1649,0.7,3200,82.3,82.3,120,3.1,343,13.9,2016,2016
628,1400000US24031700311,1515,0.3,3106,74.7,74.7,221,5.3,549,19.7,2027,2027
629,1400000US24031700312,1403,0.1,2633,68.7,68.7,106,2.8,306,28.4,1840,1840
630,1400000US24031700400,562,0.5,1235,69.6,69.6,27,1.5,82,28.4,897,897
631,1400000US24031700500,1698,0.0,3492,71.3,71.3,127,2.6,369,26.1,2557,2557
632,1400000US24031700604,1583,0.3,3349,67.4,67.4,143,2.9,321,29.5,2504,2504
633,1400000US24031700606,1152,0.3,2341,66.8,66.8,82,2.3,339,30.6,1819,1819
634,1400000US24031700608,1341,0.0,2930,65.4,65.4,103,2.3,286,32.3,2303,2303
635,1400000US24031700610,443,0.0,968,66.1,66.1,11,0.8,94,33.1,776,776
636,1400000US24031700613,1784,0.0,3417,74.8,74.8,222,4.9,400,20.3,2379,2379
637,1400000US24031700614,1544,1.4,3082,78.9,78.9,112,2.9,249,16.8,1991,1991
638,1400000US24031700615,885,0.6,1735,75.6,75.6,40,1.7,298,22.1,1157,1157
639,1400000US24031700616,1250,0.5,2204,70.3,70.3,156,5.0,267,24.2,1716,1716
640,1400000US24031700704,753,0.5,1596,69.8,69.8,97,4.2,189,25.4,1189,1189
641,1400000US24031700706,1036,0.0,1964,76.4,76.4,81,3.2,156,20.5,1332,1332
642,1400000US24031700711,1721,1.1,3153,71.3,71.3,181,4.1,361,23.5,2408,2408
643,1400000US24031700713,1410,0.0,2914,72.2,72.2,183,4.5,150,23.2,1965,1965
644,1400000US24031700715,1751,0.0,3427,74.7,74.7,215,4.7,455,20.6,2371,2371
645,1400000US24031700716,2375,0.9,4544,74.8,74.8,225,3.7,655,20.7,3257,3257
646,1400000US24031700717,1635,0.0,3361,71.2,71.2,261,5.5,358,23.2,2315,2315
647,1400000US24031700719,2065,0.0,3719,68.8,68.8,530,9.8,155,21.4,2744,2744
648,1400000US24031700720,793,0.0,1731,72.1,72.1,51,2.1,220,25.8,1197,1197
649,1400000US24031700721,812,1.4,1445,74.3,74.3,36,1.9,35,22.4,1074,1074
650,1400000US24031700722,1457,0.5,2821,80.6,80.6,59,1.7,261,17.2,1807,1807
651,1400000US24031700724,626,0.0,1468,64.9,64.9,24,1.1,69,34.0,1104,1104
652,1400000US24031700810,1702,0.0,2980,77.0,77.0,141,3.6,205,19.4,2122,2122
653,1400000US24031700811,1509,0.0,2759,83.3,83.3,80,2.4,388,14.3,1805,1805
654,1400000US24031700812,1105,0.0,2278,70.1,70.1,119,3.7,265,26.3,1758,1758
655,1400000US24031700101,964,0.5,2117,66.8,66.8,82,2.6,244,30.1,1605,1605
656,1400000US24031700103,1589,0.2,3179,73.6,73.6,77,1.8,356,24.4,2232,2232
657,1400000US24031700104,1395,1.3,2816,74.6,74.6,102,2.7,379,21.4,1973,1973
658,1400000US24031700204,525,0.0,989,58.7,58.7,81,4.8,176,36.5,880,880
659,1400000US24031700205,1612,0.4,3192,74.4,74.4,79,1.8,446,23.3,2290,2290
660,1400000US24031700206,1635,0.0,3318,77.0,77.0,89,2.1,433,20.9,2172,2172
661,1400000US24031700207,1437,0.0,2864,70.2,70.2,282,6.9,375,22.9,2009,2009
662,1400000US24031700208,464,0.0,892,62.4,62.4,32,2.2,146,35.3,804,804
663,1400000US24031700306,2364,1.5,3998,76.6,76.6,297,5.7,631,16.2,2875,2875
664,1400000US24031700813,1515,0.2,2901,65.3,65.3,196,4.4,415,30.1,2287,2287
665,1400000US24031700816,2479,0.0,4895,76.5,76.5,256,4.0,479,19.5,3343,3343
666,1400000US24031700817,1788,3.6,2924,68.8,68.8,252,5.9,141,21.7,2341,2341
667,1400000US24031700818,1864,0.0,3756,79.7,79.7,262,5.6,126,14.8,2262,2262
668,1400000US24031700819,2005,0.5,3734,75.1,75.1,320,6.4,374,18.0,2563,2563
669,1400000US24031700822,675,0.0,1095,84.0,84.0,54,4.1,73,11.9,764,764
670,1400000US24031700823,893,0.0,1882,70.8,70.8,78,2.9,228,26.2,1282,1282
671,1400000US24033803300,1294,0.0,2162,68.0,68.0,281,8.8,135,23.2,1722,1722
672,1400000US24033803401,382,0.0,531,48.7,48.7,155,14.2,31,37.1,610,610
673,1400000US24033803402,1470,0.0,2185,61.3,61.3,346,9.7,151,29.0,2159,2159
674,1400000US24033803508,1230,0.0,1841,56.4,56.4,242,7.4,134,36.2,1914,1914
675,1400000US24033803509,729,0.0,1155,67.1,67.1,195,11.3,34,21.6,956,956
676,1400000US24033803513,1823,0.0,2758,76.9,76.9,223,6.2,211,16.8,2129,2129
677,1400000US24033803514,1649,0.5,2593,77.8,77.8,106,3.2,234,18.5,2061,2061
678,1400000US24033803516,1572,0.0,2633,78.6,78.6,175,5.2,326,16.2,1955,1955
679,1400000US24033806711,1145,0.0,1968,67.9,67.9,57,2.0,244,30.1,1665,1665
680,1400000US24033806713,1409,0.0,2117,78.8,78.8,162,6.0,60,15.2,1659,1659
681,1400000US24033806714,945,1.1,1825,72.4,72.4,336,13.3,74,13.2,1178,1178
682,1400000US24033806800,1043,0.4,2299,71.9,71.9,183,5.7,166,22.0,1480,1480
683,1400000US24033806900,1403,0.0,2584,74.4,74.4,110,3.2,167,22.5,1838,1838
684,1400000US24033807000,1331,0.3,2949,62.5,62.5,244,5.2,130,32.0,2073,2073
685,1400000US24033807102,770,0.5,1586,71.1,71.1,141,6.3,90,22.0,967,967
686,1400000US24033807200,2957,0.0,4900,33.0,33.0,768,5.2,18,61.8,7483,7483
687,1400000US24033807301,1003,0.4,2133,68.0,68.0,102,3.3,101,28.4,1509,1509
688,1400000US24033807305,959,0.6,1830,68.0,68.0,232,8.6,168,22.8,1297,1297
689,1400000US24033807404,1272,0.5,2735,74.3,74.3,123,3.3,277,21.9,1736,1736
690,1400000US24033807407,1883,0.3,3526,76.0,76.0,149,3.2,423,20.5,2478,2478
691,1400000US24033807408,1616,0.0,3340,74.9,74.9,106,2.4,389,22.7,2245,2245
692,1400000US24033807409,745,1.0,1817,64.8,64.8,84,3.0,119,31.2,1299,1299
693,1400000US24033807410,1093,0.0,1941,70.0,70.0,338,12.2,38,17.8,1374,1374
694,1400000US24033803520,1415,0.9,2439,68.7,68.7,185,5.2,163,25.2,1984,1984
695,1400000US24033803521,1329,0.0,2154,61.5,61.5,80,2.3,369,36.3,2377,2377
696,1400000US24033803522,1476,0.0,2299,73.5,73.5,162,5.2,238,21.3,1873,1873
697,1400000US24033803523,1172,0.0,2013,67.9,67.9,91,3.1,320,29.1,1742,1742
698,1400000US24033803524,1192,0.5,1912,73.8,73.8,145,5.6,238,20.1,1386,1386
699,1400000US24033803526,1132,1.5,1931,67.8,67.8,154,5.4,323,25.3,1544,1544
700,1400000US24033803527,1184,0.0,2074,78.8,78.8,129,4.9,241,16.3,1504,1504
701,1400000US24033803601,1144,1.0,1790,61.5,61.5,185,6.4,258,31.2,1631,1631
702,1400000US24033803602,529,2.2,724,58.0,58.0,100,8.0,90,31.9,797,797
703,1400000US24033803605,1651,0.0,3263,64.9,64.9,289,5.8,316,29.3,2522,2522
704,1400000US24033803606,1161,0.0,2503,61.8,61.8,168,4.1,309,34.1,2043,2043
705,1400000US24033803608,1559,0.0,3024,72.6,72.6,131,3.1,414,24.3,2275,2275
706,1400000US24033803610,699,0.0,1405,60.4,60.4,151,6.5,121,33.1,1138,1138
707,1400000US24033803612,1048,0.0,1538,75.3,75.3,154,7.5,50,17.2,1248,1248
708,1400000US24033803700,663,0.0,1274,72.8,72.8,126,7.2,84,20.0,904,904
709,1400000US24033803801,577,0.0,905,56.8,56.8,222,13.9,35,29.3,865,865
710,1400000US24033803803,1521,0.0,2892,70.8,70.8,385,9.4,223,19.7,2022,2022
711,1400000US24033803900,906,0.2,2140,74.0,74.0,247,8.5,141,17.2,1159,1159
712,1400000US24033804002,1047,0.4,2166,67.9,67.9,306,9.6,122,22.1,1442,1442
713,1400000US24033804101,769,0.0,1540,68.3,68.3,113,5.0,206,26.7,1117,1117
714,1400000US24033804102,1738,0.0,2857,62.7,62.7,410,9.0,261,28.4,2622,2622
715,1400000US24033804200,817,0.0,1611,64.9,64.9,46,1.9,188,33.3,1276,1276
716,1400000US24033804300,974,0.6,1710,62.8,62.8,225,8.3,82,28.3,1431,1431
717,1400000US24033804600,752,0.0,1409,64.2,64.2,194,8.8,55,27.0,1167,1167
718,1400000US24033804700,1139,0.3,2092,68.7,68.7,200,6.6,264,24.4,1509,1509
719,1400000US24033804801,914,0.0,1744,86.0,86.0,89,4.4,13,9.7,1019,1019
720,1400000US24033804802,546,0.0,1364,64.1,64.1,193,9.1,0,26.8,1035,1035
721,1400000US24033805000,1967,0.0,3170,72.7,72.7,223,5.1,311,22.2,2713,2713
722,1400000US24033805101,1081,0.0,2045,69.4,69.4,312,10.6,79,20.0,1381,1381
723,1400000US24033805201,1147,0.0,2044,66.3,66.3,225,7.3,104,26.4,1644,1644
724,1400000US24033805202,1101,0.0,2273,71.7,71.7,206,6.5,160,21.8,1444,1444
725,1400000US24033805500,995,0.0,1965,73.9,73.9,184,6.9,192,19.2,1310,1310
726,1400000US24033805602,1063,0.0,3520,85.1,85.1,272,6.6,72,8.3,1247,1247
727,1400000US24033805700,1499,0.0,3169,72.3,72.3,429,9.8,102,17.9,1902,1902
728,1400000US24033805801,1284,0.0,2488,65.7,65.7,482,12.7,118,21.5,1829,1829
729,1400000US24033805802,959,0.0,2090,71.2,71.2,232,7.9,120,20.9,1255,1255
730,1400000US24033805906,810,0.0,1685,74.1,74.1,213,9.4,59,16.5,1120,1120
731,1400000US24033805907,1251,0.0,2204,70.0,70.0,374,11.9,46,18.2,1595,1595
732,1400000US24033805908,791,0.0,1390,73.9,73.9,299,15.9,21,10.2,932,932
733,1400000US24033805909,1179,0.5,2484,69.3,69.3,185,5.2,51,25.0,1611,1611
734,1400000US24033806000,1439,0.7,2922,75.2,75.2,181,4.7,68,19.4,1926,1926
735,1400000US24033806100,1272,0.4,2551,66.7,66.7,82,2.1,187,30.8,2097,2097
736,1400000US24033806300,524,0.0,1199,76.5,76.5,45,2.9,88,20.6,688,688
737,1400000US24033806400,721,0.4,1686,66.5,66.5,62,2.4,234,30.6,1263,1263
738,1400000US24033806501,1171,0.0,2644,70.7,70.7,223,6.0,73,23.3,1711,1711
739,1400000US24033806601,1027,0.0,2247,72.3,72.3,303,9.8,150,17.9,1419,1419
740,1400000US24033806706,1085,1.0,1948,65.8,65.8,213,7.2,318,25.9,1643,1643
741,1400000US24033806708,1472,0.0,2868,70.8,70.8,60,1.5,235,27.8,2305,2305
742,1400000US24033806710,2106,0.0,3530,70.6,70.6,211,4.2,302,25.2,2828,2828
743,1400000US24033803607,785,0.0,1628,67.4,67.4,68,2.8,226,29.7,1207,1207
744,1400000US24031701417,2072,0.7,3380,76.8,76.8,249,5.7,237,16.8,2474,2474
745,1400000US24033801908,1432,0.0,2143,74.9,74.9,148,5.2,67,19.9,1677,1677
746,1400000US24033807405,1459,0.0,2717,66.0,66.0,263,6.4,477,27.6,2117,2117
747,1400000US24031704502,684,0.0,1358,65.5,65.5,37,1.8,162,32.7,1153,1153
748,1400000US24031700832,848,1.4,1461,65.3,65.3,177,7.9,186,25.4,1092,1092
749,1400000US24031700833,1423,0.1,2241,68.1,68.1,353,10.7,250,21.1,1911,1911
750,1400000US24031700834,1268,0.0,2873,71.9,71.9,186,4.7,420,23.5,1837,1837
751,1400000US24031700835,1210,0.0,2419,69.9,69.9,209,6.0,413,24.0,1754,1754
752,1400000US24031700902,911,0.0,1747,69.2,69.2,100,4.0,135,26.8,1344,1344
753,1400000US24031700903,421,0.0,806,67.8,67.8,41,3.5,127,28.7,695,695
754,1400000US24031700904,766,1.1,1669,73.5,73.5,59,2.6,43,22.8,1178,1178
755,1400000US24031700905,923,0.5,1890,61.0,61.0,68,2.2,289,36.3,1737,1737
756,1400000US24031701001,1738,0.8,2905,66.5,66.5,75,1.7,311,30.9,2415,2415
757,1400000US24031701004,1303,2.0,2413,62.1,62.1,106,2.7,330,33.2,2011,2011
758,1400000US24031701005,883,0.5,1697,71.3,71.3,69,2.9,163,25.3,1284,1284
759,1400000US24031701006,1460,0.0,2721,59.4,59.4,122,2.7,351,38.0,2697,2697
760,1400000US24031701007,1088,1.4,2004,76.4,76.4,62,2.4,211,19.8,1459,1459
761,1400000US24031701101,1413,0.2,2587,75.1,75.1,156,4.5,213,20.2,1873,1873
762,1400000US24031701201,1742,0.3,3232,73.3,73.3,101,2.3,293,24.2,2362,2362
763,1400000US24031701202,664,0.0,1307,61.4,61.4,52,2.4,202,36.2,1127,1127
764,1400000US24031701205,1495,0.9,3264,64.0,64.0,78,1.5,339,33.6,2615,2615
765,1400000US24031701206,1452,0.6,3085,63.7,63.7,118,2.4,485,33.3,2416,2416
766,1400000US24031701211,1562,0.6,3118,70.8,70.8,183,4.2,282,24.5,2285,2285
767,1400000US24031701212,747,0.4,1658,72.9,72.9,45,2.0,242,24.7,1132,1132
768,1400000US24031701213,1706,1.1,3193,72.0,72.0,35,0.8,472,26.1,2534,2534
769,1400000US24031701214,1140,2.1,1811,80.3,80.3,68,3.0,95,14.6,1374,1374
770,1400000US24031701216,1171,2.4,2180,67.3,67.3,54,1.7,190,28.6,1678,1678
771,1400000US24031701218,666,0.9,1173,50.2,50.2,76,3.3,35,45.6,1446,1446
772,1400000US24031701219,861,0.0,1707,66.7,66.7,172,6.7,167,26.6,1358,1358
773,1400000US24031701220,974,0.0,2012,66.1,66.1,14,0.5,164,33.4,1720,1720
774,1400000US24031701221,1032,0.0,2201,66.5,66.5,18,0.5,249,33.0,1855,1855
775,1400000US24031701303,838,0.9,1774,59.9,59.9,46,1.6,343,37.6,1510,1510
776,1400000US24031701306,724,0.5,1433,58.0,58.0,117,4.7,366,36.7,1387,1387
777,1400000US24031701307,938,0.5,1909,72.3,72.3,55,2.1,301,25.1,1287,1287
778,1400000US24031701308,647,0.5,1519,64.0,64.0,131,5.5,165,30.0,1112,1112
779,1400000US24031701312,1929,0.4,3503,77.3,77.3,163,3.6,488,18.7,2421,2421
780,1400000US24031701314,791,0.0,1544,70.2,70.2,85,3.9,156,25.9,1095,1095
781,1400000US24031701315,1164,0.0,2215,71.6,71.6,54,1.7,249,26.7,1731,1731
782,1400000US24031701316,1366,1.2,2695,59.0,59.0,174,3.8,272,35.9,2514,2514
783,1400000US24031701317,1110,0.0,2255,76.0,76.0,95,3.2,195,20.8,1491,1491
784,1400000US24031701408,1518,0.0,3327,62.8,62.8,156,2.9,553,34.2,2619,2619
785,1400000US24031701410,2300,0.0,3898,70.7,70.7,305,5.5,347,23.8,3111,3111
786,1400000US24031701414,2060,0.2,3504,60.2,60.2,303,5.2,229,34.5,3432,3432
787,1400000US24031701415,2244,0.0,3880,64.2,64.2,216,3.6,527,32.2,3391,3391
788,1400000US24031701418,960,0.0,1884,75.4,75.4,91,3.6,254,21.0,1299,1299
789,1400000US24031701420,1098,0.0,2144,35.7,35.7,132,2.2,391,62.1,3290,3290
790,1400000US24031701421,616,0.0,855,81.6,81.6,56,5.3,53,13.1,686,686
791,1400000US24031701423,1670,2.9,2535,66.4,66.4,430,11.3,280,19.5,2192,2192
792,1400000US24031701503,1807,0.0,3551,64.8,64.8,289,5.3,392,30.0,2801,2801
793,1400000US24031701505,2098,0.0,3655,67.4,67.4,358,6.6,399,26.0,2898,2898
794,1400000US24031701506,1334,0.2,2435,64.4,64.4,120,3.2,443,32.2,2033,2033
795,1400000US24031701507,1358,0.5,2690,65.4,65.4,145,3.5,282,30.7,2185,2185
796,1400000US24031701509,1916,0.3,3089,69.9,69.9,433,9.8,173,20.1,2376,2376
797,1400000US24031701602,1565,0.0,3408,73.0,73.0,269,5.8,259,21.2,2141,2141
798,1400000US24031701701,972,0.0,1919,73.8,73.8,75,2.9,134,23.3,1350,1350
799,1400000US24031701702,983,0.0,1593,66.7,66.7,291,12.2,117,21.1,1249,1249
800,1400000US24031701703,1403,0.8,2354,77.2,77.2,112,3.7,259,18.3,1679,1679
801,1400000US24031701704,772,0.0,1353,67.8,67.8,106,5.3,160,26.9,1061,1061
802,1400000US24031701800,1374,0.0,2489,69.7,69.7,236,6.6,175,23.6,1837,1837
803,1400000US24031702000,1342,0.0,2716,69.7,69.7,312,8.0,55,22.3,1853,1853
804,1400000US24031702101,1526,0.8,2886,66.8,66.8,409,9.5,202,22.9,2118,2118
805,1400000US24031701407,1460,0.6,3105,70.0,70.0,74,1.7,410,27.7,2249,2249
806,1400000US24031702200,1220,0.5,2386,75.9,75.9,112,3.6,242,20.0,1657,1657
807,1400000US24031702301,1073,0.5,2526,77.6,77.6,95,2.9,72,19.0,1526,1526
808,1400000US24031702302,1169,0.2,2365,71.6,71.6,204,6.2,128,22.0,1630,1630
809,1400000US24031702401,837,0.0,1644,83.0,83.0,15,0.8,167,16.2,1052,1052
810,1400000US24031702402,1284,0.0,2523,76.1,76.1,143,4.3,270,19.6,1645,1645
811,1400000US24031702601,1599,3.3,2837,74.2,74.2,211,5.5,148,17.0,2020,2020
812,1400000US24031702602,1772,1.9,3149,80.0,80.0,110,2.8,150,15.3,2176,2176
813,1400000US24031702700,1821,0.3,3509,70.0,70.0,305,6.1,261,23.7,2644,2644
814,1400000US24031702800,1408,1.9,2720,72.0,72.0,147,3.9,180,22.3,2009,2009
815,1400000US24031702900,1612,0.9,3132,74.1,74.1,52,1.2,276,23.8,2267,2267
816,1400000US24031703000,495,0.0,1012,73.5,73.5,39,2.8,139,23.6,701,701
817,1400000US24031703100,1286,0.4,2579,72.4,72.4,114,3.2,384,24.0,1839,1839
818,1400000US24031703202,1406,0.7,2828,63.8,63.8,116,2.6,409,32.9,2398,2398
819,1400000US24031703206,1038,0.0,1994,68.9,68.9,123,4.2,240,26.9,1396,1396
820,1400000US24031703207,1380,0.0,2548,70.2,70.2,220,6.1,136,23.7,2007,2007
821,1400000US24031703208,1182,0.2,2450,59.9,59.9,95,2.3,400,37.6,2160,2160
822,1400000US24031703210,946,0.0,1893,69.7,69.7,93,3.4,412,26.8,1317,1317
823,1400000US24031703212,2300,0.9,4529,71.6,71.6,148,2.3,612,25.2,3433,3433
824,1400000US24031703213,1732,1.3,2838,69.0,69.0,442,10.7,42,19.0,2276,2276
825,1400000US24031703214,1688,0.6,2965,61.8,61.8,560,11.7,245,26.0,2463,2463
826,1400000US24031703215,864,0.0,1547,69.7,69.7,132,6.0,147,24.3,1215,1215
827,1400000US24031703216,709,0.0,1297,41.3,41.3,43,1.4,157,57.3,1906,1906
828,1400000US24031703219,254,0.0,410,12.2,12.2,8,0.2,255,87.5,2233,2233
829,1400000US24031703220,1362,0.0,2382,62.1,62.1,204,5.3,298,32.6,2205,2205
830,1400000US24031703221,1492,0.4,2929,76.0,76.0,90,2.3,295,21.3,1997,1997
831,1400000US24031703302,1096,0.0,2260,66.0,66.0,311,9.1,123,24.9,1694,1694
832,1400000US24031703401,1508,0.0,2999,71.0,71.0,238,5.6,280,23.4,2179,2179
833,1400000US24031703403,852,0.5,1820,70.9,70.9,158,6.2,220,22.4,1243,1243
834,1400000US24031703404,692,0.0,1539,73.1,73.1,156,7.4,34,19.4,963,963
835,1400000US24031703501,1490,0.6,3392,69.9,69.9,95,2.0,179,27.5,2346,2346
836,1400000US24031703502,738,0.4,1408,57.5,57.5,256,10.5,148,31.6,1270,1270
837,1400000US24031703601,1440,0.0,2394,69.9,69.9,145,4.2,193,25.9,2087,2087
838,1400000US24031703701,948,0.0,2053,71.3,71.3,173,6.0,157,22.7,1465,1465
839,1400000US24031703702,1035,0.7,2190,71.2,71.2,125,4.1,184,24.1,1542,1542
840,1400000US24031703800,951,0.9,1866,73.8,73.8,86,3.4,167,21.9,1283,1283
841,1400000US24031703901,986,1.0,1800,76.7,76.7,47,2.0,288,20.2,1209,1209
842,1400000US24031704000,1795,0.3,3296,66.3,66.3,159,3.2,440,30.2,2830,2830
843,1400000US24031704100,1010,0.5,2096,61.9,61.9,115,3.4,203,34.2,1768,1768
844,1400000US24031704200,465,0.4,949,65.4,65.4,14,1.0,107,33.2,773,773
845,1400000US24031704300,1062,1.2,2038,75.8,75.8,39,1.5,288,21.6,1460,1460
846,1400000US24031704401,647,0.0,1456,54.3,54.3,52,1.9,146,43.8,1412,1412
847,1400000US24031704404,1331,1.6,2645,60.8,60.8,110,2.5,263,35.1,2293,2293
848,1400000US24031704501,685,0.9,1358,57.7,57.7,83,3.5,189,37.8,1294,1294
849,1400000US24031704503,921,1.4,1963,71.8,71.8,43,1.6,118,25.3,1353,1353
850,1400000US24031704600,1374,1.2,2805,72.1,72.1,71,1.8,257,24.9,2069,2069
851,1400000US24031704700,854,0.0,1894,67.4,67.4,9,0.3,141,32.3,1461,1461
852,1400000US24031704803,1407,0.0,2102,74.7,74.7,124,4.4,137,20.9,1779,1779
853,1400000US24031704805,452,0.0,745,61.7,61.7,89,7.4,26,30.9,748,748
854,1400000US24031704806,1062,1.8,2168,80.8,80.8,115,4.3,156,13.2,1266,1266
855,1400000US24031705000,1105,8.5,2407,61.4,61.4,18,0.5,143,29.6,1846,1846
856,1400000US24031705100,1148,0.7,2374,55.6,55.6,95,2.2,291,41.4,2369,2369
857,1400000US24031705200,778,0.0,1560,64.2,64.2,63,2.6,187,33.2,1278,1278
858,1400000US24031705400,696,0.8,1416,67.5,67.5,56,2.7,119,29.1,1116,1116
859,1400000US24031705501,736,0.0,1251,51.4,51.4,48,2.0,96,46.7,1546,1546
860,1400000US24031705502,977,0.0,1974,64.3,64.3,110,3.6,222,32.1,1580,1580
861,1400000US24031705702,867,0.0,1833,56.6,56.6,60,1.9,155,41.6,1761,1761
862,1400000US24031705800,1559,0.1,3148,71.2,71.2,38,0.9,321,27.9,2350,2350
863,1400000US24031705902,1160,0.0,2224,69.5,69.5,137,4.3,188,26.2,1714,1714
864,1400000US24031705903,1039,0.0,2215,66.6,66.6,55,1.7,225,31.8,1726,1726
865,1400000US24031706005,919,0.0,2046,57.6,57.6,41,1.2,231,41.2,1810,1810
866,1400000US24031706007,1613,0.4,3485,64.9,64.9,121,2.3,290,32.4,2860,2860
867,1400000US24031706008,1093,0.2,2711,66.7,66.7,27,0.7,194,32.5,2094,2094
868,1400000US24031706009,946,0.0,2510,61.2,61.2,53,1.3,230,37.5,2028,2028
