,GEO.id,sss80,HC03_VC47,sssd49,vfvf22
144,1400000US11001009504,0,0.0,0,76.6
145,1400000US11001009505,0,0.0,0,88.4
146,1400000US11001009507,0,0.0,0,95.7
147,1400000US11001009508,0,0.0,0,87.6
148,1400000US11001009509,0,0.0,0,89.8
149,1400000US11001009601,0,0.0,0,100.0
150,1400000US11001009602,0,0.0,0,100.0
151,1400000US11001009603,0,0.0,0,98.3
152,1400000US11001009604,0,0.0,0,98.9
153,1400000US11001009700,0,0.0,0,99.4
154,1400000US11001009801,0,0.0,0,97.4
155,1400000US11001009802,0,0.0,0,98.7
156,1400000US11001009803,0,0.0,0,98.2
157,1400000US11001009804,0,0.0,0,97.9
158,1400000US11001009807,0,0.0,0,98.2
159,1400000US11001009810,0,0.0,0,99.3
160,1400000US11001009811,0,0.0,0,100.0
161,1400000US11001009901,0,0.0,0,94.9
162,1400000US11001009902,0,0.0,0,94.6
163,1400000US11001009903,0,0.0,0,97.1
164,1400000US11001009904,0,0.0,0,99.1
165,1400000US11001009905,0,0.0,0,96.8
166,1400000US11001009906,0,0.0,0,100.0
167,1400000US11001009907,0,0.0,0,98.1
168,1400000US11001010100,12,0.0,0,16.7
169,1400000US11001010200,0,0.0,0,44.6
170,1400000US11001010300,1,0.0,0,57.7
171,1400000US11001010400,0,0.0,0,94.3
172,1400000US11001010500,0,0.0,0,51.1
173,1400000US11001010600,0,0.0,0,51.7
174,1400000US11001010700,0,0.0,0,11.2
175,1400000US11001010800,0,0.0,0,11.8
176,1400000US11001010900,0,0.0,0,99.3
177,1400000US11001011000,0,0.0,0,50.4
178,1400000US11001011100,0,0.0,0,86.0
179,1400000US24031700101,8,0.0,8,13.0
180,1400000US24031700103,0,0.0,0,10.2
181,1400000US24031700104,0,0.0,0,20.1
182,1400000US24031700105,0,0.0,0,27.3
183,1400000US24031700204,0,0.0,0,0.6
184,1400000US24031700205,0,0.0,0,6.6
185,1400000US24031700206,0,0.0,0,9.2
186,1400000US24031700207,0,0.0,0,23.9
187,1400000US24031700208,0,0.0,0,11.0
188,1400000US24031700304,0,0.0,0,17.0
189,1400000US24031700306,0,0.0,0,20.4
190,1400000US24031700308,0,0.0,0,27.2
191,1400000US24031700309,0,0.0,0,26.0
192,1400000US24031700310,0,0.2,0,26.1
193,1400000US24031700311,0,0.0,0,14.7
194,1400000US24031700312,0,0.0,0,15.5
195,1400000US24031700400,0,0.0,0,4.7
196,1400000US24031700500,0,0.0,0,9.5
197,1400000US24031700604,0,0.0,0,5.3
198,1400000US24031700606,0,0.0,0,0.7
199,1400000US24031700607,8,0.0,0,4.6
200,1400000US24031700608,0,0.0,0,10.7
201,1400000US24031700610,0,0.0,0,12.7
202,1400000US24031700611,0,0.0,0,15.5
203,1400000US24031700613,0,0.0,0,13.8
204,1400000US24031700614,0,0.0,0,22.8
205,1400000US24031700615,0,0.0,0,13.0
206,1400000US24031700616,0,0.0,0,7.8
207,1400000US24031700704,0,0.0,0,4.7
208,1400000US24031700706,0,0.0,0,25.6
209,1400000US24031700710,0,0.0,0,15.7
210,1400000US24031700711,0,0.0,0,10.1
211,1400000US24031700713,0,0.0,0,28.7
212,1400000US24031700715,0,0.0,0,25.9
213,1400000US24031700716,0,0.0,0,15.9
214,1400000US24031700717,0,0.0,0,19.2
215,1400000US24031700718,0,0.0,0,14.1
216,1400000US24031700719,0,0.0,0,25.7
217,1400000US24031700720,0,0.0,0,21.8
218,1400000US24031700721,0,0.0,0,27.2
219,1400000US24031700722,0,0.0,0,26.4
220,1400000US24031700723,0,0.0,0,18.0
221,1400000US24031700724,0,0.0,0,15.4
222,1400000US24031700810,0,0.0,0,32.0
223,1400000US24031700811,0,0.0,0,23.6
224,1400000US24031700812,0,0.0,0,13.2
225,1400000US24031700813,9,0.0,9,27.2
226,1400000US24031700815,0,0.0,0,31.5
227,1400000US24031700816,0,0.0,0,17.1
228,1400000US24031700817,0,0.0,0,14.7
229,1400000US24031700818,0,0.0,0,26.4
230,1400000US24031700819,0,0.0,0,23.3
231,1400000US24031700820,0,0.0,0,35.4
232,1400000US24031700822,0,0.0,0,27.0
233,1400000US24031700823,0,0.0,0,11.6
234,1400000US24031700824,0,0.0,0,11.5
235,1400000US24031700826,0,0.0,0,8.3
236,1400000US24031700828,0,0.0,0,2.4
237,1400000US24031700829,0,0.0,0,6.7
238,1400000US24031700830,0,0.0,0,28.0
239,1400000US24031700832,0,0.0,0,38.6
240,1400000US24031700833,0,0.0,0,18.7
241,1400000US24031700834,0,0.0,0,30.1
242,1400000US24031700835,0,0.0,0,20.6
243,1400000US24031700901,0,0.0,0,14.9
244,1400000US24031700902,0,0.0,0,22.3
245,1400000US24031700903,0,0.0,0,24.0
246,1400000US24031700904,15,0.0,15,6.1
247,1400000US24031700905,0,0.0,0,0.6
248,1400000US24031701001,0,0.0,0,10.9
249,1400000US24031701002,0,0.0,0,1.8
250,1400000US24031701004,0,0.0,0,7.2
251,1400000US24031701005,0,0.0,0,5.6
252,1400000US24031701006,0,0.0,0,3.4
253,1400000US24031701007,0,0.0,0,14.2
254,1400000US24031701101,0,0.0,0,8.9
255,1400000US24031701102,0,0.0,0,8.2
256,1400000US24031701201,0,0.0,0,11.5
257,1400000US24031701202,0,0.0,0,1.1
258,1400000US24031701205,0,0.0,0,2.6
259,1400000US24031701206,0,0.0,0,7.0
260,1400000US24031701210,0,0.0,0,0.9
261,1400000US24031701211,0,0.0,0,13.0
262,1400000US24031701212,0,0.0,0,15.4
263,1400000US24031701213,0,0.0,0,2.4
264,1400000US24031701214,0,0.0,0,6.3
265,1400000US24031701215,0,0.0,0,8.2
266,1400000US24031701216,0,0.0,0,11.1
267,1400000US24031701218,0,0.0,0,11.1
268,1400000US24031701219,0,0.0,0,27.9
269,1400000US24031701220,0,0.0,0,6.6
270,1400000US24031701221,0,0.0,0,6.1
271,1400000US24031701303,0,0.0,0,8.9
272,1400000US24031701304,0,0.0,0,6.9
273,1400000US24031701306,0,0.0,0,6.7
274,1400000US24031701307,0,0.0,0,12.1
275,1400000US24031701308,0,0.0,0,12.0
276,1400000US24031701312,0,0.0,0,12.0
277,1400000US24031701313,0,0.0,0,13.0
278,1400000US24031701314,0,0.0,0,18.0
279,1400000US24031701315,0,0.0,0,18.5
280,1400000US24031701316,0,0.0,0,18.2
281,1400000US24031701317,0,0.0,0,13.9
282,1400000US24031701407,0,0.0,0,27.7
283,1400000US24031701408,0,0.0,0,14.0
284,1400000US24031701409,0,0.0,0,24.4
285,1400000US24031701410,0,0.0,0,49.8
286,1400000US24031701414,0,0.0,0,43.0
287,1400000US24031701415,0,0.0,0,38.3
288,1400000US24031701417,0,0.0,0,60.0
289,1400000US24031701418,0,0.0,0,34.9
290,1400000US24031701420,0,0.0,0,28.4
291,1400000US24031701421,0,0.0,0,73.7
292,1400000US24031701422,0,0.0,0,80.8
293,1400000US24031701423,0,0.0,0,48.7
294,1400000US24031701503,0,0.0,0,31.2
295,1400000US24031701505,0,0.0,0,33.1
296,1400000US24031701506,0,0.0,0,30.5
297,1400000US24031701507,0,0.0,0,26.4
298,1400000US24031701508,0,0.0,0,80.1
299,1400000US24031701509,0,0.0,0,38.9
300,1400000US24031701601,0,0.0,0,41.7
301,1400000US24031701602,0,0.0,0,28.6
302,1400000US24031701701,0,0.0,0,23.1
303,1400000US24031701702,0,0.0,0,45.3
304,1400000US24031701703,0,0.0,0,42.0
305,1400000US24031701704,0,0.0,0,33.4
306,1400000US24031701800,0,0.0,0,42.4
307,1400000US24031701900,0,0.0,0,10.2
308,1400000US24031702000,0,0.0,0,28.3
309,1400000US24031702101,0,0.0,0,40.5
310,1400000US24031702102,0,0.0,0,3.0
311,1400000US24031702200,0,0.0,0,12.2
312,1400000US24031702301,0,0.0,0,27.6
313,1400000US24031702302,0,0.0,0,26.2
314,1400000US24031702401,0,0.0,0,22.4
315,1400000US24031702402,0,0.0,0,43.8
316,1400000US24031702500,0,0.0,0,46.3
317,1400000US24031702601,0,0.0,0,40.3
318,1400000US24031702602,0,0.0,0,34.2
319,1400000US24031702700,0,0.0,0,23.2
320,1400000US24031702800,0,0.0,0,29.8
321,1400000US24031702900,0,0.0,0,16.0
322,1400000US24031703000,0,0.0,0,18.6
323,1400000US24031703100,15,0.0,0,14.7
324,1400000US24031703201,0,0.0,0,11.3
325,1400000US24031703202,0,0.0,0,9.2
326,1400000US24031703206,0,0.0,0,21.3
327,1400000US24031703207,0,0.0,0,27.2
328,1400000US24031703208,0,0.0,0,18.2
329,1400000US24031703209,0,0.0,0,13.3
330,1400000US24031703210,0,0.0,0,20.6
331,1400000US24031703212,0,0.0,0,36.7
332,1400000US24031703213,0,0.0,0,49.4
333,1400000US24031703214,0,0.0,0,55.0
334,1400000US24031703215,0,0.0,0,29.5
335,1400000US24031703216,0,0.0,0,15.3
336,1400000US24031703218,0,0.0,0,8.0
337,1400000US24031703219,0,0.0,0,9.1
338,1400000US24031703220,0,0.0,0,42.8
339,1400000US24031703221,0,0.0,0,28.7
340,1400000US24031703301,0,0.0,0,9.5
341,1400000US24031703302,0,0.0,0,17.4
342,1400000US24031703401,0,0.0,0,17.8
343,1400000US24031703402,0,0.0,0,12.7
344,1400000US24031703403,0,0.0,0,13.7
345,1400000US24031703404,0,0.0,0,12.1
346,1400000US24031703501,0,0.0,0,26.8
347,1400000US24031703502,0,0.0,0,9.5
348,1400000US24031703601,0,0.0,0,13.8
349,1400000US24031703602,0,0.0,0,8.9
350,1400000US24031703701,0,0.0,0,7.6
351,1400000US24031703702,0,0.0,0,15.5
352,1400000US24031703800,0,0.0,0,25.9
353,1400000US24031703901,0,0.0,0,16.0
354,1400000US24031703902,0,0.0,0,13.6
355,1400000US24031704000,0,0.0,0,23.9
356,1400000US24031704100,0,0.0,0,6.3
357,1400000US24031704200,0,0.0,0,9.0
358,1400000US24031704300,0,0.0,0,9.6
359,1400000US24031704401,0,0.0,0,9.6
360,1400000US24031704403,0,0.0,0,4.4
361,1400000US24031704404,0,0.0,0,5.6
362,1400000US24031704501,0,0.0,0,4.1
363,1400000US24031704502,0,0.0,0,0.8
364,1400000US24031704503,0,0.0,0,1.1
365,1400000US24031704600,0,0.0,0,4.0
366,1400000US24031704700,0,0.0,0,4.0
367,1400000US24031704803,0,0.0,0,6.1
368,1400000US24031704804,0,0.0,0,4.5
369,1400000US24031704805,0,0.0,0,7.9
370,1400000US24031704806,0,0.0,0,3.6
371,1400000US24031705000,0,0.0,0,5.1
372,1400000US24031705100,0,0.0,0,4.9
373,1400000US24031705200,0,0.0,0,2.1
374,1400000US24031705300,0,0.0,0,0.6
375,1400000US24031705400,0,0.0,0,2.7
376,1400000US24031705501,0,0.0,0,3.2
377,1400000US24031705502,0,0.0,0,2.4
378,1400000US24031705601,0,0.0,0,3.7
379,1400000US24031705602,0,0.0,0,3.7
380,1400000US24031705701,0,0.0,0,1.2
381,1400000US24031705702,0,0.0,0,0.0
382,1400000US24031705800,0,0.0,0,4.2
383,1400000US24031705901,0,0.0,0,3.3
384,1400000US24031705902,0,0.0,0,8.1
385,1400000US24031705903,0,0.0,0,0.2
386,1400000US24031706005,0,0.0,0,8.8
387,1400000US24031706007,0,0.0,0,2.0
388,1400000US24031706008,0,0.0,0,5.9
389,1400000US24031706009,0,0.0,0,7.0
390,1400000US24031706010,0,0.0,0,10.1
391,1400000US24031706011,0,0.0,0,2.8
392,1400000US24031706012,0,0.0,0,13.2
393,1400000US24031706013,0,0.0,0,7.4
394,1400000US24033800102,0,0.0,0,37.7
395,1400000US24033800103,0,0.0,0,29.2
396,1400000US24033800105,0,0.0,0,52.9
397,1400000US24033800106,0,0.0,0,58.6
398,1400000US24033800108,0,0.0,0,67.7
399,1400000US24033800109,0,0.0,0,49.1
400,1400000US24033800203,0,0.0,0,12.3
401,1400000US24033800206,0,0.0,0,62.5
402,1400000US24033800208,0,0.0,0,57.1
403,1400000US24033800209,0,0.0,0,69.7
404,1400000US24033800210,0,0.0,0,65.2
405,1400000US24033800211,0,0.0,0,66.0
406,1400000US24033800212,0,0.0,0,52.5
407,1400000US24033800213,0,0.0,0,54.4
408,1400000US24033800214,0,0.0,0,64.3
409,1400000US24033800215,47,0.0,47,64.9
410,1400000US24033800401,0,0.0,0,21.3
411,1400000US24033800402,5,0.0,0,25.8
412,1400000US24033800403,0,0.0,0,41.1
413,1400000US24033800408,0,0.0,0,71.3
414,1400000US24033800409,0,0.0,0,51.8
415,1400000US24033800410,0,0.0,0,47.8
416,1400000US24033800411,0,0.0,0,62.9
417,1400000US24033800412,0,0.0,0,67.7
418,1400000US24033800413,0,0.0,0,81.9
419,1400000US24033800504,0,0.0,0,21.1
420,1400000US24033800505,0,0.0,0,33.7
421,1400000US24033800507,0,0.0,0,50.4
422,1400000US24033800509,0,0.0,0,93.7
423,1400000US24033800511,0,0.0,0,63.7
424,1400000US24033800513,0,0.0,0,41.3
425,1400000US24033800514,0,0.0,0,76.1
426,1400000US24033800515,0,0.0,0,61.9
427,1400000US24033800516,0,0.0,0,61.2
428,1400000US24033800517,0,0.0,0,91.0
429,1400000US24033800518,0,0.0,0,83.3
430,1400000US24033800519,0,0.0,0,57.8
431,1400000US24033800520,0,0.0,0,78.6
432,1400000US24033800601,0,0.0,0,85.3
433,1400000US24033800604,0,0.0,0,91.1
434,1400000US24033800605,0,0.0,0,84.0
435,1400000US24033800606,0,0.0,0,91.9
436,1400000US24033800607,0,0.0,0,83.8
437,1400000US24033800608,0,0.0,0,90.9
438,1400000US24033800701,0,0.0,0,83.4
439,1400000US24033800704,0,0.0,0,83.0
440,1400000US24033800705,0,0.0,0,84.1
441,1400000US24033800706,0,0.0,0,90.9
442,1400000US24033800707,0,0.0,0,78.4
443,1400000US24033800800,0,0.0,0,35.7
444,1400000US24033800900,0,0.0,0,52.4
445,1400000US24033801003,0,0.0,0,64.9
446,1400000US24033801004,0,0.0,0,70.0
447,1400000US24033801005,0,0.0,0,85.4
448,1400000US24033801006,0,0.0,0,81.1
449,1400000US24033801104,0,0.0,0,16.3
450,1400000US24033801207,0,0.0,0,77.7
451,1400000US24033801208,0,0.0,0,80.2
452,1400000US24033801209,0,0.0,0,88.8
453,1400000US24033801210,0,0.0,0,78.1
454,1400000US24033801211,0,0.0,0,79.7
455,1400000US24033801212,0,0.0,0,82.5
456,1400000US24033801213,0,0.0,0,81.1
457,1400000US24033801214,0,0.0,0,69.8
458,1400000US24033801215,0,0.0,0,83.2
459,1400000US24033801216,0,0.0,0,75.9
460,1400000US24033801217,0,0.0,0,79.5
461,1400000US24033801302,0,0.0,0,47.8
462,1400000US24033801305,0,0.0,0,79.8
463,1400000US24033801307,0,0.0,0,79.8
464,1400000US24033801308,0,0.0,0,82.6
465,1400000US24033801309,0,0.0,0,69.3
466,1400000US24033801310,0,0.0,0,76.5
467,1400000US24033801311,0,0.0,0,84.2
468,1400000US24033801312,0,0.0,0,69.1
469,1400000US24033801313,0,0.0,0,85.4
470,1400000US24033801404,0,0.0,0,79.8
471,1400000US24033801405,0,0.0,0,42.3
472,1400000US24033801406,0,0.0,0,83.4
473,1400000US24033801407,0,0.0,0,89.9
474,1400000US24033801408,0,0.0,0,88.3
475,1400000US24033801409,0,0.0,0,60.0
476,1400000US24033801410,0,0.0,0,66.2
477,1400000US24033801411,0,0.0,0,59.9
478,1400000US24033801500,0,0.0,0,74.1
479,1400000US24033801600,0,0.0,0,94.2
480,1400000US24033801701,0,0.0,0,91.8
481,1400000US24033801702,0,0.0,0,91.7
482,1400000US24033801704,0,0.0,0,95.6
483,1400000US24033801706,0,0.0,0,90.7
484,1400000US24033801707,0,0.0,0,87.3
485,1400000US24033801708,0,0.0,0,86.8
486,1400000US24033801801,0,0.0,0,95.8
487,1400000US24033801802,0,0.0,0,96.5
488,1400000US24033801804,0,0.0,0,94.0
489,1400000US24033801805,0,0.0,0,95.0
490,1400000US24033801807,0,0.0,0,94.0
491,1400000US24033801808,0,0.0,0,88.8
492,1400000US24033801901,0,0.0,0,81.1
493,1400000US24033801904,0,0.0,0,74.4
494,1400000US24033801905,0,0.0,0,85.4
495,1400000US24033801906,0,0.0,0,71.3
496,1400000US24033801907,0,0.0,0,91.9
497,1400000US24033801908,0,0.0,0,97.5
498,1400000US24033802001,0,0.0,0,88.0
499,1400000US24033802002,0,0.0,0,97.7
500,1400000US24033802103,0,0.0,0,85.4
501,1400000US24033802104,0,0.0,0,91.2
502,1400000US24033802106,0,0.0,0,97.8
503,1400000US24033802107,0,0.0,0,98.0
504,1400000US24033802201,0,0.0,0,66.3
505,1400000US24033802203,0,0.0,0,89.7
506,1400000US24033802204,0,0.0,0,93.5
507,1400000US24033802301,0,0.0,0,89.9
508,1400000US24033802404,0,0.0,0,95.3
509,1400000US24033802405,0,0.0,0,95.1
510,1400000US24033802406,0,0.0,0,89.3
511,1400000US24033802407,0,0.0,0,91.5
512,1400000US24033802408,0,0.0,0,79.5
513,1400000US24033802501,0,0.0,0,94.4
514,1400000US24033802502,0,0.0,0,90.0
515,1400000US24033802600,0,0.0,0,91.6
516,1400000US24033802700,0,0.0,0,88.1
517,1400000US24033802803,0,0.0,0,90.6
518,1400000US24033802804,0,0.0,0,98.8
519,1400000US24033802805,0,0.0,0,96.5
520,1400000US24033802901,0,0.0,0,92.2
521,1400000US24033803001,10,0.0,10,87.1
522,1400000US24033803002,0,0.0,0,99.2
523,1400000US24033803100,0,0.0,0,93.3
524,1400000US24033803200,0,0.0,0,96.7
525,1400000US24033803300,33,0.0,0,87.5
526,1400000US24033803401,0,0.0,0,86.8
527,1400000US24033803402,0,0.0,0,92.9
528,1400000US24033803508,0,0.0,0,90.2
529,1400000US24033803509,0,0.0,0,92.6
530,1400000US24033803512,0,0.0,0,88.4
531,1400000US24033803513,0,0.0,0,95.6
532,1400000US24033803514,0,0.0,0,95.0
533,1400000US24033803516,0,0.0,0,82.7
534,1400000US24033803519,0,0.0,0,93.4
535,1400000US24033803520,0,0.0,0,87.0
536,1400000US24033803521,0,0.0,0,85.3
537,1400000US24033803522,0,0.0,0,85.5
538,1400000US24033803523,0,0.0,0,83.9
539,1400000US24033803524,0,0.0,0,92.6
540,1400000US24033803525,0,0.0,0,77.1
541,1400000US24033803526,0,0.0,0,91.5
542,1400000US24033803527,0,0.0,0,89.6
543,1400000US24033803601,0,0.0,0,87.0
544,1400000US24033803602,0,0.0,0,96.0
545,1400000US24033803605,0,0.0,0,55.1
546,1400000US24033803606,0,0.0,0,40.1
547,1400000US24033803607,0,0.0,0,69.4
548,1400000US24033803608,0,0.0,0,64.8
549,1400000US24033803610,0,0.0,0,53.8
550,1400000US24033803612,0,0.0,0,86.3
551,1400000US24033803613,0,0.0,0,75.2
552,1400000US24033803700,0,0.0,0,45.3
553,1400000US24033803801,0,0.5,0,48.5
554,1400000US24033803803,0,0.0,0,59.2
555,1400000US24033803900,0,0.0,0,28.1
556,1400000US24033804001,0,0.0,0,86.8
557,1400000US24033804002,0,0.0,0,47.3
558,1400000US24033804101,0,0.0,0,76.9
559,1400000US24033804102,0,0.0,0,62.7
560,1400000US24033804200,0,0.0,0,43.1
561,1400000US24033804300,0,0.0,0,60.6
562,1400000US24033804400,0,0.0,0,43.0
563,1400000US24033804600,0,0.0,0,40.6
564,1400000US24033804700,28,0.0,28,38.9
565,1400000US24033804801,0,0.0,0,80.6
566,1400000US24033804802,0,0.0,0,57.8
567,1400000US24033804900,0,0.0,0,75.3
568,1400000US24033805000,0,0.0,0,58.9
569,1400000US24033805101,0,0.0,0,39.5
570,1400000US24033805201,0,0.0,0,56.8
571,1400000US24033805202,0,0.0,0,68.9
572,1400000US24033805500,0,0.0,0,38.0
573,1400000US24033805601,0,0.0,0,4.9
574,1400000US24033805602,0,0.0,0,8.4
575,1400000US24033805700,0,0.0,0,29.4
576,1400000US24033805801,28,0.0,0,28.9
577,1400000US24033805802,0,0.0,0,29.0
578,1400000US24033805904,0,0.0,0,39.3
579,1400000US24033805906,0,0.0,0,42.1
580,1400000US24033805907,0,0.0,0,50.9
581,1400000US24033805908,0,0.0,0,68.6
582,1400000US24033805909,0,0.0,0,46.8
583,1400000US24033806000,0,0.0,0,28.5
584,1400000US24033806100,0,0.0,0,47.2
585,1400000US24033806200,0,0.0,0,35.5
586,1400000US24033806300,0,0.0,0,34.5
587,1400000US24033806400,0,0.0,0,12.4
588,1400000US24033806501,0,0.0,0,24.2
589,1400000US24033806601,0,0.0,0,29.9
590,1400000US24033806602,0,0.0,0,48.5
591,1400000US24033806706,0,0.0,0,54.2
592,1400000US24033806708,0,0.0,0,30.5
593,1400000US24033806710,0,0.0,0,69.7
594,1400000US24033806711,0,0.0,0,69.6
595,1400000US24033806712,0,0.0,0,69.7
596,1400000US24033806713,0,0.0,0,51.9
597,1400000US24033806714,0,0.0,0,64.2
598,1400000US24033806800,0,0.0,0,15.5
599,1400000US24033806900,0,0.0,0,14.3
600,1400000US24033807000,0,0.0,0,18.6
601,1400000US24033807102,23,0.0,0,15.9
602,1400000US24033807200,3,0.0,0,12.0
603,1400000US24033807301,0,0.0,0,31.1
