GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Owner occupied,Margin of Error; Total: - Owner occupied,Estimate; Total: - Renter occupied,Margin of Error; Total: - Renter occupied
1400000US11001007604,11001007604,"Census Tract 76.04, District of Columbia, District of Columbia",1764,110,608,96,1156,128
1400000US11001007605,11001007605,"Census Tract 76.05, District of Columbia, District of Columbia",1666,87,303,84,1363,120
1400000US11001007703,11001007703,"Census Tract 77.03, District of Columbia, District of Columbia",2201,135,616,142,1585,187
1400000US11001007707,11001007707,"Census Tract 77.07, District of Columbia, District of Columbia",1442,127,845,101,597,114
1400000US11001007708,11001007708,"Census Tract 77.08, District of Columbia, District of Columbia",1156,101,282,90,874,117
1400000US11001007709,11001007709,"Census Tract 77.09, District of Columbia, District of Columbia",959,115,303,100,656,123
1400000US11001007803,11001007803,"Census Tract 78.03, District of Columbia, District of Columbia",1322,110,572,85,750,118
1400000US11001007804,11001007804,"Census Tract 78.04, District of Columbia, District of Columbia",1098,125,485,100,613,109
1400000US11001007806,11001007806,"Census Tract 78.06, District of Columbia, District of Columbia",807,121,341,101,466,98
1400000US11001007807,11001007807,"Census Tract 78.07, District of Columbia, District of Columbia",806,81,301,88,505,111
1400000US11001007808,11001007808,"Census Tract 78.08, District of Columbia, District of Columbia",1240,135,358,93,882,150
1400000US11001007809,11001007809,"Census Tract 78.09, District of Columbia, District of Columbia",1177,115,550,129,627,140
1400000US11001007901,11001007901,"Census Tract 79.01, District of Columbia, District of Columbia",1512,117,547,108,965,135
1400000US11001007903,11001007903,"Census Tract 79.03, District of Columbia, District of Columbia",741,71,502,94,239,95
1400000US11001008001,11001008001,"Census Tract 80.01, District of Columbia, District of Columbia",1221,91,889,117,332,104
1400000US11001008002,11001008002,"Census Tract 80.02, District of Columbia, District of Columbia",1566,111,952,132,614,173
1400000US11001008100,11001008100,"Census Tract 81, District of Columbia, District of Columbia",1389,107,742,120,647,129
1400000US11001008200,11001008200,"Census Tract 82, District of Columbia, District of Columbia",1524,114,595,100,929,130
1400000US11001008301,11001008301,"Census Tract 83.01, District of Columbia, District of Columbia",1155,105,779,117,376,96
1400000US11001008302,11001008302,"Census Tract 83.02, District of Columbia, District of Columbia",938,78,622,94,316,86
1400000US11001008402,11001008402,"Census Tract 84.02, District of Columbia, District of Columbia",1043,127,323,99,720,104
1400000US11001008410,11001008410,"Census Tract 84.10, District of Columbia, District of Columbia",554,79,426,85,128,67
1400000US11001008701,11001008701,"Census Tract 87.01, District of Columbia, District of Columbia",763,89,552,84,211,82
1400000US11001008702,11001008702,"Census Tract 87.02, District of Columbia, District of Columbia",761,98,348,93,413,97
1400000US11001008802,11001008802,"Census Tract 88.02, District of Columbia, District of Columbia",1851,118,865,135,986,154
