GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2010 inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2010 inflation-adjusted dollars)
1400000US11001000100,11001000100,"Census Tract 1, District of Columbia, District of Columbia",109947,21944
1400000US11001000201,11001000201,"Census Tract 2.01, District of Columbia, District of Columbia",-,**
1400000US11001000202,11001000202,"Census Tract 2.02, District of Columbia, District of Columbia",120114,15275
1400000US11001000300,11001000300,"Census Tract 3, District of Columbia, District of Columbia",101250,19492
1400000US11001000400,11001000400,"Census Tract 4, District of Columbia, District of Columbia",158580,54604
1400000US11001000501,11001000501,"Census Tract 5.01, District of Columbia, District of Columbia",87415,9769
1400000US11001000502,11001000502,"Census Tract 5.02, District of Columbia, District of Columbia",95694,16112
1400000US11001000600,11001000600,"Census Tract 6, District of Columbia, District of Columbia",115648,15509
1400000US11001000701,11001000701,"Census Tract 7.01, District of Columbia, District of Columbia",79649,8297
1400000US11001000702,11001000702,"Census Tract 7.02, District of Columbia, District of Columbia",63794,9295
1400000US11001000801,11001000801,"Census Tract 8.01, District of Columbia, District of Columbia",114732,12473
1400000US11001000802,11001000802,"Census Tract 8.02, District of Columbia, District of Columbia",92000,25595
1400000US11001000901,11001000901,"Census Tract 9.01, District of Columbia, District of Columbia",213889,43735
1400000US11001000902,11001000902,"Census Tract 9.02, District of Columbia, District of Columbia",163750,14432
1400000US11001001001,11001001001,"Census Tract 10.01, District of Columbia, District of Columbia",142697,17080
1400000US11001001002,11001001002,"Census Tract 10.02, District of Columbia, District of Columbia",85543,28629
1400000US11001001100,11001001100,"Census Tract 11, District of Columbia, District of Columbia",141607,29126
1400000US11001001200,11001001200,"Census Tract 12, District of Columbia, District of Columbia",93785,14321
1400000US11001001301,11001001301,"Census Tract 13.01, District of Columbia, District of Columbia",88981,19248
1400000US11001001302,11001001302,"Census Tract 13.02, District of Columbia, District of Columbia",78961,6357
1400000US11001001401,11001001401,"Census Tract 14.01, District of Columbia, District of Columbia",109609,35943
1400000US11001001402,11001001402,"Census Tract 14.02, District of Columbia, District of Columbia",100750,27302
1400000US11001001500,11001001500,"Census Tract 15, District of Columbia, District of Columbia",179125,24920
1400000US11001001600,11001001600,"Census Tract 16, District of Columbia, District of Columbia",133824,24284
1400000US11001001702,11001001702,"Census Tract 17.02, District of Columbia, District of Columbia",91989,24178
1400000US11001001803,11001001803,"Census Tract 18.03, District of Columbia, District of Columbia",35350,5043
1400000US11001001804,11001001804,"Census Tract 18.04, District of Columbia, District of Columbia",40281,7662
1400000US11001001901,11001001901,"Census Tract 19.01, District of Columbia, District of Columbia",48073,16424
1400000US11001001902,11001001902,"Census Tract 19.02, District of Columbia, District of Columbia",72273,14462
1400000US11001002001,11001002001,"Census Tract 20.01, District of Columbia, District of Columbia",43478,15734
1400000US11001002002,11001002002,"Census Tract 20.02, District of Columbia, District of Columbia",53373,8385
1400000US11001002101,11001002101,"Census Tract 21.01, District of Columbia, District of Columbia",41886,6375
1400000US11001002102,11001002102,"Census Tract 21.02, District of Columbia, District of Columbia",42522,7817
1400000US11001002201,11001002201,"Census Tract 22.01, District of Columbia, District of Columbia",70541,7777
1400000US11001002202,11001002202,"Census Tract 22.02, District of Columbia, District of Columbia",42283,9403
