GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2013 inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2013 inflation-adjusted dollars)
1400000US11001000100,11001000100,"Census Tract 1, District of Columbia, District of Columbia",146161,29608
1400000US11001000201,11001000201,"Census Tract 2.01, District of Columbia, District of Columbia",-,**
1400000US11001000202,11001000202,"Census Tract 2.02, District of Columbia, District of Columbia",149375,22147
1400000US11001000300,11001000300,"Census Tract 3, District of Columbia, District of Columbia",111289,26892
1400000US11001000400,11001000400,"Census Tract 4, District of Columbia, District of Columbia",233250,44504
1400000US11001000501,11001000501,"Census Tract 5.01, District of Columbia, District of Columbia",95556,17527
1400000US11001000502,11001000502,"Census Tract 5.02, District of Columbia, District of Columbia",115216,14465
1400000US11001000600,11001000600,"Census Tract 6, District of Columbia, District of Columbia",125921,14240
1400000US11001000701,11001000701,"Census Tract 7.01, District of Columbia, District of Columbia",70515,17431
1400000US11001000702,11001000702,"Census Tract 7.02, District of Columbia, District of Columbia",70033,6360
1400000US11001000801,11001000801,"Census Tract 8.01, District of Columbia, District of Columbia",119641,12728
1400000US11001000802,11001000802,"Census Tract 8.02, District of Columbia, District of Columbia",113523,24841
1400000US11001000901,11001000901,"Census Tract 9.01, District of Columbia, District of Columbia",201250,31442
1400000US11001000902,11001000902,"Census Tract 9.02, District of Columbia, District of Columbia",185500,23337
1400000US11001001001,11001001001,"Census Tract 10.01, District of Columbia, District of Columbia",156786,8893
1400000US11001001002,11001001002,"Census Tract 10.02, District of Columbia, District of Columbia",84063,22209
1400000US11001001100,11001001100,"Census Tract 11, District of Columbia, District of Columbia",129118,17075
1400000US11001001200,11001001200,"Census Tract 12, District of Columbia, District of Columbia",105262,17176
1400000US11001001301,11001001301,"Census Tract 13.01, District of Columbia, District of Columbia",109567,21715
1400000US11001001302,11001001302,"Census Tract 13.02, District of Columbia, District of Columbia",83583,13615
1400000US11001001401,11001001401,"Census Tract 14.01, District of Columbia, District of Columbia",120417,29809
1400000US11001001402,11001001402,"Census Tract 14.02, District of Columbia, District of Columbia",105568,33762
1400000US11001001500,11001001500,"Census Tract 15, District of Columbia, District of Columbia",204333,21103
1400000US11001001600,11001001600,"Census Tract 16, District of Columbia, District of Columbia",140688,20762
1400000US11001001702,11001001702,"Census Tract 17.02, District of Columbia, District of Columbia",98657,12286
1400000US11001001803,11001001803,"Census Tract 18.03, District of Columbia, District of Columbia",44335,6397
1400000US11001001804,11001001804,"Census Tract 18.04, District of Columbia, District of Columbia",42476,6071
1400000US11001001901,11001001901,"Census Tract 19.01, District of Columbia, District of Columbia",78662,8362
1400000US11001001902,11001001902,"Census Tract 19.02, District of Columbia, District of Columbia",74625,25615
1400000US11001002001,11001002001,"Census Tract 20.01, District of Columbia, District of Columbia",49006,5546
1400000US11001002002,11001002002,"Census Tract 20.02, District of Columbia, District of Columbia",59840,12318
1400000US11001002101,11001002101,"Census Tract 21.01, District of Columbia, District of Columbia",45987,13646
1400000US11001002102,11001002102,"Census Tract 21.02, District of Columbia, District of Columbia",50142,15208
1400000US11001002201,11001002201,"Census Tract 22.01, District of Columbia, District of Columbia",68170,15078
1400000US11001002202,11001002202,"Census Tract 22.02, District of Columbia, District of Columbia",41875,12432
1400000US11001002301,11001002301,"Census Tract 23.01, District of Columbia, District of Columbia",66509,20418
1400000US11001002302,11001002302,"Census Tract 23.02, District of Columbia, District of Columbia",60263,16326
1400000US11001002400,11001002400,"Census Tract 24, District of Columbia, District of Columbia",65227,23168
1400000US11001002501,11001002501,"Census Tract 25.01, District of Columbia, District of Columbia",30694,16441
1400000US11001002502,11001002502,"Census Tract 25.02, District of Columbia, District of Columbia",54018,25179
1400000US11001002600,11001002600,"Census Tract 26, District of Columbia, District of Columbia",126597,18991
1400000US11001002701,11001002701,"Census Tract 27.01, District of Columbia, District of Columbia",65633,11931
1400000US11001002702,11001002702,"Census Tract 27.02, District of Columbia, District of Columbia",100000,20109
1400000US11001002801,11001002801,"Census Tract 28.01, District of Columbia, District of Columbia",49232,4386
1400000US11001002802,11001002802,"Census Tract 28.02, District of Columbia, District of Columbia",46421,6901
1400000US11001002900,11001002900,"Census Tract 29, District of Columbia, District of Columbia",82120,9192
1400000US11001003000,11001003000,"Census Tract 30, District of Columbia, District of Columbia",63309,9180
1400000US11001003100,11001003100,"Census Tract 31, District of Columbia, District of Columbia",63750,12173
1400000US11001003200,11001003200,"Census Tract 32, District of Columbia, District of Columbia",67988,12093
1400000US11001003301,11001003301,"Census Tract 33.01, District of Columbia, District of Columbia",93903,11767
1400000US11001003302,11001003302,"Census Tract 33.02, District of Columbia, District of Columbia",87393,33863
1400000US11001003400,11001003400,"Census Tract 34, District of Columbia, District of Columbia",70263,31252
1400000US11001003500,11001003500,"Census Tract 35, District of Columbia, District of Columbia",66830,9064
1400000US11001003600,11001003600,"Census Tract 36, District of Columbia, District of Columbia",75505,25335
1400000US11001003700,11001003700,"Census Tract 37, District of Columbia, District of Columbia",58663,11179
1400000US11001003800,11001003800,"Census Tract 38, District of Columbia, District of Columbia",93461,3621
1400000US11001003900,11001003900,"Census Tract 39, District of Columbia, District of Columbia",80750,11524
1400000US11001004001,11001004001,"Census Tract 40.01, District of Columbia, District of Columbia",102757,9646
1400000US11001004002,11001004002,"Census Tract 40.02, District of Columbia, District of Columbia",89675,9521
1400000US11001004100,11001004100,"Census Tract 41, District of Columbia, District of Columbia",114602,19820
1400000US11001004201,11001004201,"Census Tract 42.01, District of Columbia, District of Columbia",89851,14579
1400000US11001004202,11001004202,"Census Tract 42.02, District of Columbia, District of Columbia",90707,18257
1400000US11001004300,11001004300,"Census Tract 43, District of Columbia, District of Columbia",71021,11832
1400000US11001004400,11001004400,"Census Tract 44, District of Columbia, District of Columbia",119638,10548
