GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Unmarried-partner households:,Margin of Error; Unmarried-partner households:,Estimate; Unmarried-partner households: - Male householder and male partner,Margin of Error; Unmarried-partner households: - Male householder and male partner,Estimate; Unmarried-partner households: - Male householder and female partner,Margin of Error; Unmarried-partner households: - Male householder and female partner,Estimate; Unmarried-partner households: - Female householder and female partner,Margin of Error; Unmarried-partner households: - Female householder and female partner,Estimate; Unmarried-partner households: - Female householder and male partner,Margin of Error; Unmarried-partner households: - Female householder and male partner,Estimate; All other households,Margin of Error; All other households
1400000US11001009505,11001009505,"Census Tract 95.05, District of Columbia, District of Columbia",1029,116,50,45,10,15,0,12,0,12,40,41,979,123
1400000US11001009507,11001009507,"Census Tract 95.07, District of Columbia, District of Columbia",607,33,46,36,10,15,0,12,0,12,36,38,561,46
1400000US11001009508,11001009508,"Census Tract 95.08, District of Columbia, District of Columbia",1584,110,63,54,0,12,46,50,0,12,17,21,1521,107
1400000US11001009509,11001009509,"Census Tract 95.09, District of Columbia, District of Columbia",1247,76,112,60,0,12,90,62,0,12,22,25,1135,88
1400000US11001009601,11001009601,"Census Tract 96.01, District of Columbia, District of Columbia",784,64,26,32,0,12,26,32,0,12,0,12,758,67
1400000US11001009602,11001009602,"Census Tract 96.02, District of Columbia, District of Columbia",1378,111,146,96,0,12,9,15,30,47,107,74,1232,126
1400000US11001009603,11001009603,"Census Tract 96.03, District of Columbia, District of Columbia",1388,103,75,51,0,12,14,19,0,12,61,47,1313,105
1400000US11001009604,11001009604,"Census Tract 96.04, District of Columbia, District of Columbia",1017,34,17,22,0,12,14,21,0,12,3,6,1000,40
1400000US11001009700,11001009700,"Census Tract 97, District of Columbia, District of Columbia",1027,133,20,22,0,12,12,20,0,12,8,16,1007,131
1400000US11001009801,11001009801,"Census Tract 98.01, District of Columbia, District of Columbia",634,72,18,21,0,12,0,12,0,12,18,21,616,72
1400000US11001009802,11001009802,"Census Tract 98.02, District of Columbia, District of Columbia",500,88,26,32,0,12,0,12,0,12,26,32,474,83
1400000US11001009803,11001009803,"Census Tract 98.03, District of Columbia, District of Columbia",1162,112,119,67,0,12,119,67,0,12,0,12,1043,113
1400000US11001009804,11001009804,"Census Tract 98.04, District of Columbia, District of Columbia",973,88,77,54,0,12,29,35,0,12,48,36,896,101
1400000US11001009807,11001009807,"Census Tract 98.07, District of Columbia, District of Columbia",1346,109,38,39,0,12,27,32,0,12,11,18,1308,110
1400000US11001009810,11001009810,"Census Tract 98.10, District of Columbia, District of Columbia",1036,132,102,108,0,12,0,12,0,12,102,108,934,162
1400000US11001009811,11001009811,"Census Tract 98.11, District of Columbia, District of Columbia",1705,154,239,148,0,12,109,101,26,41,104,101,1466,187
1400000US11001009901,11001009901,"Census Tract 99.01, District of Columbia, District of Columbia",1036,75,15,23,0,12,15,23,0,12,0,12,1021,79
1400000US11001009902,11001009902,"Census Tract 99.02, District of Columbia, District of Columbia",1192,95,19,22,0,12,0,12,0,12,19,22,1173,93
1400000US11001009903,11001009903,"Census Tract 99.03, District of Columbia, District of Columbia",719,95,28,37,0,12,0,12,0,12,28,37,691,93
1400000US11001009904,11001009904,"Census Tract 99.04, District of Columbia, District of Columbia",745,93,21,21,0,12,6,9,0,12,15,18,724,94
1400000US11001009905,11001009905,"Census Tract 99.05, District of Columbia, District of Columbia",995,98,55,39,12,18,7,12,0,12,36,32,940,96
1400000US11001009906,11001009906,"Census Tract 99.06, District of Columbia, District of Columbia",541,67,11,18,0,12,0,12,11,18,0,12,530,64
1400000US11001009907,11001009907,"Census Tract 99.07, District of Columbia, District of Columbia",1066,105,14,23,0,12,0,12,0,12,14,23,1052,107
1400000US11001010100,11001010100,"Census Tract 101, District of Columbia, District of Columbia",1793,128,148,78,41,42,34,27,8,17,65,56,1645,133
1400000US11001010200,11001010200,"Census Tract 102, District of Columbia, District of Columbia",1413,108,27,42,0,12,0,12,0,12,27,42,1386,119
1400000US11001010300,11001010300,"Census Tract 103, District of Columbia, District of Columbia",1100,94,98,64,0,12,62,54,0,12,36,37,1002,101
1400000US11001010400,11001010400,"Census Tract 104, District of Columbia, District of Columbia",1534,141,86,73,0,12,49,62,0,12,37,43,1448,151
1400000US11001010500,11001010500,"Census Tract 105, District of Columbia, District of Columbia",2274,100,202,93,9,21,128,89,8,13,57,48,2072,126
1400000US11001010600,11001010600,"Census Tract 106, District of Columbia, District of Columbia",2017,127,348,102,13,15,156,84,17,20,162,79,1669,150
