GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $49,999","Margin of Error; Total: - $40,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $69,999","Margin of Error; Total: - $60,000 to $69,999","Estimate; Total: - $70,000 to $79,999","Margin of Error; Total: - $70,000 to $79,999","Estimate; Total: - $80,000 to $89,999","Margin of Error; Total: - $80,000 to $89,999","Estimate; Total: - $90,000 to $99,999","Margin of Error; Total: - $90,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $174,999","Margin of Error; Total: - $150,000 to $174,999","Estimate; Total: - $175,000 to $199,999","Margin of Error; Total: - $175,000 to $199,999","Estimate; Total: - $200,000 to $249,999","Margin of Error; Total: - $200,000 to $249,999","Estimate; Total: - $250,000 to $299,999","Margin of Error; Total: - $250,000 to $299,999","Estimate; Total: - $300,000 to $399,999","Margin of Error; Total: - $300,000 to $399,999","Estimate; Total: - $400,000 to $499,999","Margin of Error; Total: - $400,000 to $499,999","Estimate; Total: - $500,000 to $749,999","Margin of Error; Total: - $500,000 to $749,999","Estimate; Total: - $750,000 to $999,999","Margin of Error; Total: - $750,000 to $999,999","Estimate; Total: - $1,000,000 or more","Margin of Error; Total: - $1,000,000 or more"
1400000US11001008200,11001008200,"Census Tract 82, District of Columbia, District of Columbia",564,94,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,6,9,0,95,9,14,0,95,0,95,11,17,8,13,30,30,31,25,21,22,158,67,136,64,154,82
1400000US11001008301,11001008301,"Census Tract 83.01, District of Columbia, District of Columbia",682,84,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,22,24,0,95,0,95,11,18,9,13,48,34,79,53,254,85,211,77,48,28
1400000US11001008302,11001008302,"Census Tract 83.02, District of Columbia, District of Columbia",594,77,0,95,0,95,0,95,0,95,0,95,6,10,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,11,14,26,29,33,32,83,68,284,68,124,46,27,20
1400000US11001008402,11001008402,"Census Tract 84.02, District of Columbia, District of Columbia",333,96,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,4,8,0,95,0,95,0,95,8,13,0,95,34,35,80,45,160,63,35,31,12,14
1400000US11001008410,11001008410,"Census Tract 84.10, District of Columbia, District of Columbia",365,78,0,95,0,95,0,95,5,8,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,36,35,17,27,0,95,32,33,100,44,62,56,103,46,10,18,0,95
1400000US11001008701,11001008701,"Census Tract 87.01, District of Columbia, District of Columbia",511,68,0,95,0,95,0,95,0,95,0,95,6,9,0,95,0,95,0,95,0,95,0,95,11,17,0,95,0,95,0,95,0,95,0,95,37,32,19,30,179,62,183,60,73,45,3,5,0,95
1400000US11001008702,11001008702,"Census Tract 87.02, District of Columbia, District of Columbia",307,72,0,95,0,95,0,95,0,95,0,95,9,14,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,45,61,29,24,117,61,97,55,10,16,0,95,0,95
1400000US11001008802,11001008802,"Census Tract 88.02, District of Columbia, District of Columbia",770,122,8,13,0,95,0,95,0,95,0,95,0,95,10,15,0,95,8,12,0,95,0,95,0,95,6,10,0,95,8,13,9,12,9,13,88,42,90,38,376,117,89,55,69,48,0,95,0,95
1400000US11001008803,11001008803,"Census Tract 88.03, District of Columbia, District of Columbia",115,51,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,78,51,5,9,21,24,0,95,0,95,11,16,0,95
1400000US11001008804,11001008804,"Census Tract 88.04, District of Columbia, District of Columbia",330,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,31,41,0,95,0,95,38,52,85,60,89,76,48,33,26,39,13,21,0,95,0,95
1400000US11001008903,11001008903,"Census Tract 89.03, District of Columbia, District of Columbia",261,82,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,27,25,0,95,0,95,0,95,133,64,66,47,29,31,6,11,0,95,0,95,0,95
1400000US11001008904,11001008904,"Census Tract 89.04, District of Columbia, District of Columbia",159,67,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,0,95,10,18,0,95,0,95,4,9,35,30,23,24,39,41,48,42,0,95,0,95,0,95,0,95
1400000US11001009000,11001009000,"Census Tract 90, District of Columbia, District of Columbia",577,105,0,95,0,95,0,95,0,95,8,12,0,95,0,95,0,95,0,95,0,95,0,95,0,95,8,14,0,95,8,13,6,9,14,16,76,49,54,34,222,98,114,74,43,35,24,26,0,95
