GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Unmarried-partner households:,Margin of Error; Unmarried-partner households:,Estimate; Unmarried-partner households: - Male householder and male partner,Margin of Error; Unmarried-partner households: - Male householder and male partner,Estimate; Unmarried-partner households: - Male householder and female partner,Margin of Error; Unmarried-partner households: - Male householder and female partner,Estimate; Unmarried-partner households: - Female householder and female partner,Margin of Error; Unmarried-partner households: - Female householder and female partner,Estimate; Unmarried-partner households: - Female householder and male partner,Margin of Error; Unmarried-partner households: - Female householder and male partner,Estimate; All other households,Margin of Error; All other households
1400000US11001000100,11001000100,"Census Tract 1, District of Columbia, District of Columbia",2546,183,174,82,71,70,42,52,0,132,61,61,2372,200
1400000US11001000201,11001000201,"Census Tract 2.01, District of Columbia, District of Columbia",0,132,0,132,0,132,0,132,0,132,0,132,0,132
1400000US11001000202,11001000202,"Census Tract 2.02, District of Columbia, District of Columbia",1802,110,116,70,24,22,46,52,0,132,46,39,1686,116
1400000US11001000300,11001000300,"Census Tract 3, District of Columbia, District of Columbia",2609,165,125,86,52,67,40,36,0,132,33,37,2484,176
1400000US11001000400,11001000400,"Census Tract 4, District of Columbia, District of Columbia",581,65,22,27,0,132,0,132,0,132,22,27,559,70
1400000US11001000501,11001000501,"Census Tract 5.01, District of Columbia, District of Columbia",2032,88,147,79,0,132,61,53,0,132,86,59,1885,122
1400000US11001000502,11001000502,"Census Tract 5.02, District of Columbia, District of Columbia",1695,102,163,62,29,27,49,34,14,21,71,42,1532,117
1400000US11001000600,11001000600,"Census Tract 6, District of Columbia, District of Columbia",2038,146,119,62,34,38,0,132,24,25,61,48,1919,154
1400000US11001000701,11001000701,"Census Tract 7.01, District of Columbia, District of Columbia",3179,131,222,150,63,52,77,107,16,25,66,51,2957,190
1400000US11001000702,11001000702,"Census Tract 7.02, District of Columbia, District of Columbia",2215,151,124,62,0,132,32,36,0,132,92,59,2091,168
1400000US11001000801,11001000801,"Census Tract 8.01, District of Columbia, District of Columbia",3138,161,98,62,30,46,12,18,7,14,49,37,3040,177
1400000US11001000802,11001000802,"Census Tract 8.02, District of Columbia, District of Columbia",1350,78,47,68,0,132,5,10,0,132,42,67,1303,99
1400000US11001000901,11001000901,"Census Tract 9.01, District of Columbia, District of Columbia",1468,139,54,39,54,39,0,132,0,132,0,132,1414,136
1400000US11001000902,11001000902,"Census Tract 9.02, District of Columbia, District of Columbia",833,66,36,35,11,18,0,132,0,132,25,31,797,70
1400000US11001001001,11001001001,"Census Tract 10.01, District of Columbia, District of Columbia",2776,62,131,79,30,38,0,132,68,65,33,31,2645,106
1400000US11001001002,11001001002,"Census Tract 10.02, District of Columbia, District of Columbia",1908,198,102,60,24,27,29,33,0,132,49,42,1806,208
1400000US11001001100,11001001100,"Census Tract 11, District of Columbia, District of Columbia",1816,106,123,76,50,45,25,27,11,19,37,43,1693,134
1400000US11001001200,11001001200,"Census Tract 12, District of Columbia, District of Columbia",2531,98,74,62,0,132,23,38,0,132,51,48,2457,116
1400000US11001001301,11001001301,"Census Tract 13.01, District of Columbia, District of Columbia",2078,102,105,67,0,132,47,43,0,132,58,47,1973,112
1400000US11001001302,11001001302,"Census Tract 13.02, District of Columbia, District of Columbia",4781,266,383,127,27,31,135,71,13,21,208,94,4398,272
1400000US11001001401,11001001401,"Census Tract 14.01, District of Columbia, District of Columbia",1435,69,29,27,0,132,29,27,0,132,0,132,1406,74
1400000US11001001402,11001001402,"Census Tract 14.02, District of Columbia, District of Columbia",1405,114,32,32,12,20,11,17,9,15,0,132,1373,116
1400000US11001001500,11001001500,"Census Tract 15, District of Columbia, District of Columbia",2141,84,88,55,33,35,27,31,12,18,16,25,2053,106
1400000US11001001600,11001001600,"Census Tract 16, District of Columbia, District of Columbia",1696,65,93,70,52,41,36,54,5,10,0,132,1603,96
1400000US11001001702,11001001702,"Census Tract 17.02, District of Columbia, District of Columbia",1055,109,58,51,0,132,51,50,0,132,7,11,997,108
1400000US11001001803,11001001803,"Census Tract 18.03, District of Columbia, District of Columbia",1585,103,37,35,0,132,17,26,8,13,12,18,1548,103
1400000US11001001804,11001001804,"Census Tract 18.04, District of Columbia, District of Columbia",1959,129,182,94,12,18,100,70,0,132,70,60,1777,161
1400000US11001001901,11001001901,"Census Tract 19.01, District of Columbia, District of Columbia",1575,115,12,18,0,132,0,132,0,132,12,18,1563,116
1400000US11001001902,11001001902,"Census Tract 19.02, District of Columbia, District of Columbia",850,49,0,132,0,132,0,132,0,132,0,132,850,49
1400000US11001002001,11001002001,"Census Tract 20.01, District of Columbia, District of Columbia",1004,92,26,26,0,132,0,132,8,12,18,23,978,98
1400000US11001002002,11001002002,"Census Tract 20.02, District of Columbia, District of Columbia",1456,90,31,34,0,132,10,17,21,29,0,132,1425,97
1400000US11001002101,11001002101,"Census Tract 21.01, District of Columbia, District of Columbia",1797,142,139,87,0,132,75,74,11,16,53,60,1658,135
1400000US11001002102,11001002102,"Census Tract 21.02, District of Columbia, District of Columbia",1959,177,53,46,0,132,0,132,0,132,53,46,1906,183
1400000US11001002201,11001002201,"Census Tract 22.01, District of Columbia, District of Columbia",1073,102,0,132,0,132,0,132,0,132,0,132,1073,102
1400000US11001002202,11001002202,"Census Tract 22.02, District of Columbia, District of Columbia",1292,101,14,18,0,132,5,10,0,132,9,14,1278,99
1400000US11001002301,11001002301,"Census Tract 23.01, District of Columbia, District of Columbia",1076,83,36,31,7,13,18,24,11,17,0,132,1040,87
1400000US11001002302,11001002302,"Census Tract 23.02, District of Columbia, District of Columbia",729,94,96,95,9,13,38,56,0,132,49,76,633,105
1400000US11001002400,11001002400,"Census Tract 24, District of Columbia, District of Columbia",1326,102,70,43,24,26,13,20,10,16,23,26,1256,112
1400000US11001002501,11001002501,"Census Tract 25.01, District of Columbia, District of Columbia",968,63,122,84,26,27,25,29,0,132,71,67,846,96
1400000US11001002502,11001002502,"Census Tract 25.02, District of Columbia, District of Columbia",1971,138,110,79,0,132,46,46,0,132,64,60,1861,153
1400000US11001002600,11001002600,"Census Tract 26, District of Columbia, District of Columbia",961,60,53,37,38,28,0,132,0,132,15,22,908,72
1400000US11001002701,11001002701,"Census Tract 27.01, District of Columbia, District of Columbia",2716,178,217,138,8,13,155,119,9,14,45,43,2499,208
1400000US11001002702,11001002702,"Census Tract 27.02, District of Columbia, District of Columbia",2020,174,325,126,43,32,155,95,50,44,77,55,1695,175
1400000US11001002801,11001002801,"Census Tract 28.01, District of Columbia, District of Columbia",1583,113,85,73,0,132,22,24,0,132,63,70,1498,135
1400000US11001002802,11001002802,"Census Tract 28.02, District of Columbia, District of Columbia",1846,150,114,48,0,132,44,39,7,11,63,35,1732,149
1400000US11001002900,11001002900,"Census Tract 29, District of Columbia, District of Columbia",1384,143,99,61,12,17,38,38,0,132,49,47,1285,146
1400000US11001003000,11001003000,"Census Tract 30, District of Columbia, District of Columbia",1283,91,100,47,38,32,27,34,0,132,35,24,1183,100
1400000US11001003100,11001003100,"Census Tract 31, District of Columbia, District of Columbia",953,101,77,43,26,27,0,132,0,132,51,40,876,108
1400000US11001003200,11001003200,"Census Tract 32, District of Columbia, District of Columbia",1647,126,150,96,22,26,69,76,12,19,47,66,1497,144
1400000US11001003301,11001003301,"Census Tract 33.01, District of Columbia, District of Columbia",1189,126,95,48,56,36,4,9,0,132,35,35,1094,127
1400000US11001003302,11001003302,"Census Tract 33.02, District of Columbia, District of Columbia",946,76,38,29,9,16,10,19,0,132,19,15,908,83
1400000US11001003400,11001003400,"Census Tract 34, District of Columbia, District of Columbia",1151,95,75,51,15,21,28,37,22,27,10,15,1076,107
1400000US11001003500,11001003500,"Census Tract 35, District of Columbia, District of Columbia",908,98,60,43,9,11,51,41,0,132,0,132,848,98
1400000US11001003600,11001003600,"Census Tract 36, District of Columbia, District of Columbia",1793,130,161,83,58,38,71,68,8,12,24,29,1632,144
1400000US11001003700,11001003700,"Census Tract 37, District of Columbia, District of Columbia",2124,176,163,113,18,31,25,31,0,132,120,105,1961,183
1400000US11001003800,11001003800,"Census Tract 38, District of Columbia, District of Columbia",2573,168,216,76,97,54,22,25,38,43,59,46,2357,188
1400000US11001003900,11001003900,"Census Tract 39, District of Columbia, District of Columbia",2846,147,150,101,16,27,15,24,30,32,89,86,2696,152
1400000US11001004001,11001004001,"Census Tract 40.01, District of Columbia, District of Columbia",2026,172,180,71,54,43,86,54,0,132,40,38,1846,174
1400000US11001004002,11001004002,"Census Tract 40.02, District of Columbia, District of Columbia",1565,151,177,77,40,27,54,57,0,132,83,49,1388,151
1400000US11001004100,11001004100,"Census Tract 41, District of Columbia, District of Columbia",1490,119,107,71,21,23,45,37,0,132,41,55,1383,133
1400000US11001004201,11001004201,"Census Tract 42.01, District of Columbia, District of Columbia",2123,125,238,98,97,56,70,61,40,50,31,30,1885,141
1400000US11001004202,11001004202,"Census Tract 42.02, District of Columbia, District of Columbia",1597,130,83,40,18,19,40,32,0,132,25,25,1514,132
1400000US11001004300,11001004300,"Census Tract 43, District of Columbia, District of Columbia",1791,182,179,85,89,60,41,54,31,34,18,21,1612,184
1400000US11001004400,11001004400,"Census Tract 44, District of Columbia, District of Columbia",2164,139,178,80,121,77,15,23,19,24,23,28,1986,143
1400000US11001004600,11001004600,"Census Tract 46, District of Columbia, District of Columbia",1094,110,119,68,0,132,57,41,10,15,52,47,975,111
1400000US11001004701,11001004701,"Census Tract 47.01, District of Columbia, District of Columbia",1526,131,13,22,0,132,0,132,0,132,13,22,1513,134
1400000US11001004702,11001004702,"Census Tract 47.02, District of Columbia, District of Columbia",802,92,56,51,0,132,34,41,0,132,22,33,746,107
1400000US11001004801,11001004801,"Census Tract 48.01, District of Columbia, District of Columbia",900,82,64,34,28,22,32,27,0,132,4,9,836,84
1400000US11001004802,11001004802,"Census Tract 48.02, District of Columbia, District of Columbia",1319,124,129,81,21,23,50,45,26,43,32,52,1190,129
1400000US11001004901,11001004901,"Census Tract 49.01, District of Columbia, District of Columbia",921,77,58,61,58,61,0,132,0,132,0,132,863,92
1400000US11001004902,11001004902,"Census Tract 49.02, District of Columbia, District of Columbia",1341,115,133,65,79,56,14,20,0,132,40,30,1208,134
1400000US11001005001,11001005001,"Census Tract 50.01, District of Columbia, District of Columbia",804,131,190,92,129,72,28,34,0,132,33,45,614,109
1400000US11001005002,11001005002,"Census Tract 50.02, District of Columbia, District of Columbia",3453,201,253,103,95,54,71,50,0,132,87,63,3200,209
1400000US11001005201,11001005201,"Census Tract 52.01, District of Columbia, District of Columbia",3890,234,347,110,168,81,61,48,7,11,111,65,3543,253
1400000US11001005301,11001005301,"Census Tract 53.01, District of Columbia, District of Columbia",3457,207,240,107,109,67,49,46,0,132,82,74,3217,231
1400000US11001005500,11001005500,"Census Tract 55, District of Columbia, District of Columbia",3792,234,201,76,84,57,92,53,6,12,19,21,3591,245
1400000US11001005600,11001005600,"Census Tract 56, District of Columbia, District of Columbia",3395,261,66,51,0,132,31,36,0,132,35,39,3329,252
1400000US11001005800,11001005800,"Census Tract 58, District of Columbia, District of Columbia",1692,169,122,64,44,36,8,13,0,132,70,52,1570,172
1400000US11001005900,11001005900,"Census Tract 59, District of Columbia, District of Columbia",1479,163,187,84,41,35,104,76,21,35,21,23,1292,172
1400000US11001006202,11001006202,"Census Tract 62.02, District of Columbia, District of Columbia",0,132,0,132,0,132,0,132,0,132,0,132,0,132
1400000US11001006400,11001006400,"Census Tract 64, District of Columbia, District of Columbia",1009,88,78,62,12,18,54,59,0,132,12,19,931,96
1400000US11001006500,11001006500,"Census Tract 65, District of Columbia, District of Columbia",1392,116,21,24,12,19,9,14,0,132,0,132,1371,116
1400000US11001006600,11001006600,"Census Tract 66, District of Columbia, District of Columbia",1008,102,65,46,12,20,28,30,0,132,25,24,943,103
1400000US11001006700,11001006700,"Census Tract 67, District of Columbia, District of Columbia",1771,102,126,75,35,50,37,31,0,132,54,51,1645,114
1400000US11001006801,11001006801,"Census Tract 68.01, District of Columbia, District of Columbia",794,84,72,59,0,132,18,22,0,132,54,57,722,103
1400000US11001006802,11001006802,"Census Tract 68.02, District of Columbia, District of Columbia",873,63,25,22,14,20,0,132,11,16,0,132,848,62
1400000US11001006804,11001006804,"Census Tract 68.04, District of Columbia, District of Columbia",0,132,0,132,0,132,0,132,0,132,0,132,0,132
1400000US11001006900,11001006900,"Census Tract 69, District of Columbia, District of Columbia",1053,84,70,48,28,27,10,19,13,18,19,22,983,88
1400000US11001007000,11001007000,"Census Tract 70, District of Columbia, District of Columbia",1131,101,98,62,22,24,8,14,18,29,50,55,1033,115
1400000US11001007100,11001007100,"Census Tract 71, District of Columbia, District of Columbia",1220,92,37,31,0,132,20,23,5,10,12,15,1183,94
1400000US11001007200,11001007200,"Census Tract 72, District of Columbia, District of Columbia",698,114,51,39,0,132,38,32,0,132,13,21,647,114
1400000US11001007301,11001007301,"Census Tract 73.01, District of Columbia, District of Columbia",769,137,0,132,0,132,0,132,0,132,0,132,769,137
1400000US11001007304,11001007304,"Census Tract 73.04, District of Columbia, District of Columbia",1213,125,115,95,0,132,47,59,0,132,68,69,1098,133
1400000US11001007401,11001007401,"Census Tract 74.01, District of Columbia, District of Columbia",789,88,13,21,13,21,0,132,0,132,0,132,776,90
