GEO.id,GEO.id2,GEO.display-label,VD01,VD02,VD03,VD04,VD05,VD06,VD07
Id,Id2,Geography,Total:,Unmarried-partner households:,Unmarried-partner households: - Male householder and male partner,Unmarried-partner households: - Male householder and female partner,Unmarried-partner households: - Female householder and female partner,Unmarried-partner households: - Female householder and male partner,All other households
1400000US24031701204,24031701204,"Census Tract 7012.04, Montgomery County, Maryland",3643,225,18,102,28,77,3418
1400000US24031701205,24031701205,"Census Tract 7012.05, Montgomery County, Maryland",1975,25,0,16,0,9,1950
1400000US24031701206,24031701206,"Census Tract 7012.06, Montgomery County, Maryland",2198,24,0,11,0,13,2174
1400000US24031701209,24031701209,"Census Tract 7012.09, Montgomery County, Maryland",1965,27,0,0,0,27,1938
1400000US24031701210,24031701210,"Census Tract 7012.10, Montgomery County, Maryland",1353,27,4,11,0,12,1326
1400000US24031701211,24031701211,"Census Tract 7012.11, Montgomery County, Maryland",1304,33,0,26,0,7,1271
1400000US24031701212,24031701212,"Census Tract 7012.12, Montgomery County, Maryland",924,16,0,10,0,6,908
1400000US24031701213,24031701213,"Census Tract 7012.13, Montgomery County, Maryland",2613,123,0,73,32,18,2490
1400000US24031701214,24031701214,"Census Tract 7012.14, Montgomery County, Maryland",1046,64,2,37,2,23,982
1400000US24031701215,24031701215,"Census Tract 7012.15, Montgomery County, Maryland",2425,57,10,47,0,0,2368
1400000US24031701303,24031701303,"Census Tract 7013.03, Montgomery County, Maryland",1318,37,8,11,18,0,1281
1400000US24031701304,24031701304,"Census Tract 7013.04, Montgomery County, Maryland",2069,28,0,15,11,2,2041
1400000US24031701306,24031701306,"Census Tract 7013.06, Montgomery County, Maryland",924,25,4,17,0,4,899
1400000US24031701307,24031701307,"Census Tract 7013.07, Montgomery County, Maryland",837,23,0,9,0,14,814
1400000US24031701308,24031701308,"Census Tract 7013.08, Montgomery County, Maryland",786,18,0,0,9,9,768
1400000US24031701309,24031701309,"Census Tract 7013.09, Montgomery County, Maryland",2853,45,12,15,0,18,2808
1400000US24031701310,24031701310,"Census Tract 7013.10, Montgomery County, Maryland",2611,157,0,58,37,62,2454
1400000US24031701312,24031701312,"Census Tract 7013.12, Montgomery County, Maryland",2014,39,0,11,0,28,1975
1400000US24031701313,24031701313,"Census Tract 7013.13, Montgomery County, Maryland",1257,33,0,14,0,19,1224
1400000US24031701407,24031701407,"Census Tract 7014.07, Montgomery County, Maryland",1798,30,0,17,6,7,1768
1400000US24031701408,24031701408,"Census Tract 7014.08, Montgomery County, Maryland",1794,43,0,30,0,13,1751
1400000US24031701409,24031701409,"Census Tract 7014.09, Montgomery County, Maryland",1214,11,0,7,0,4,1203
1400000US24031701410,24031701410,"Census Tract 7014.10, Montgomery County, Maryland",2382,134,7,72,6,49,2248
1400000US24031701412,24031701412,"Census Tract 7014.12, Montgomery County, Maryland",2739,81,6,22,8,45,2658
1400000US24031701414,24031701414,"Census Tract 7014.14, Montgomery County, Maryland",2434,89,0,11,24,54,2345
1400000US24031701415,24031701415,"Census Tract 7014.15, Montgomery County, Maryland",2445,75,0,13,0,62,2370
1400000US24031701416,24031701416,"Census Tract 7014.16, Montgomery County, Maryland",2690,187,0,113,12,62,2503
1400000US24031701417,24031701417,"Census Tract 7014.17, Montgomery County, Maryland",2468,212,19,94,10,89,2256
1400000US24031701503,24031701503,"Census Tract 7015.03, Montgomery County, Maryland",2030,46,0,18,6,22,1984
1400000US24031701504,24031701504,"Census Tract 7015.04, Montgomery County, Maryland",3709,267,30,117,0,120,3442
1400000US24031701505,24031701505,"Census Tract 7015.05, Montgomery County, Maryland",2547,198,0,102,5,91,2349
1400000US24031701506,24031701506,"Census Tract 7015.06, Montgomery County, Maryland",1760,63,8,27,0,28,1697
1400000US24031701507,24031701507,"Census Tract 7015.07, Montgomery County, Maryland",1773,35,0,13,0,22,1738
1400000US24031701600,24031701600,"Census Tract 7016, Montgomery County, Maryland",2432,169,18,105,13,33,2263
1400000US24031701701,24031701701,"Census Tract 7017.01, Montgomery County, Maryland",1563,80,0,43,14,23,1483
1400000US24031701702,24031701702,"Census Tract 7017.02, Montgomery County, Maryland",1055,63,0,15,19,29,992
1400000US24031701703,24031701703,"Census Tract 7017.03, Montgomery County, Maryland",1278,68,13,23,10,22,1210
1400000US24031701704,24031701704,"Census Tract 7017.04, Montgomery County, Maryland",1103,126,26,40,44,16,977
1400000US24031701800,24031701800,"Census Tract 7018, Montgomery County, Maryland",1890,77,16,26,12,23,1813
1400000US24031701900,24031701900,"Census Tract 7019, Montgomery County, Maryland",1323,125,10,47,18,50,1198
1400000US24031702000,24031702000,"Census Tract 7020, Montgomery County, Maryland",1460,93,4,61,6,22,1367
1400000US24031702101,24031702101,"Census Tract 7021.01, Montgomery County, Maryland",1746,76,10,22,14,30,1670
1400000US24031702102,24031702102,"Census Tract 7021.02, Montgomery County, Maryland",1122,44,0,36,8,0,1078
1400000US24031702200,24031702200,"Census Tract 7022, Montgomery County, Maryland",1499,86,11,17,17,41,1413
1400000US24031702301,24031702301,"Census Tract 7023.01, Montgomery County, Maryland",1419,70,0,14,7,49,1349
1400000US24031702302,24031702302,"Census Tract 7023.02, Montgomery County, Maryland",1706,121,22,22,16,61,1585
1400000US24031702401,24031702401,"Census Tract 7024.01, Montgomery County, Maryland",969,61,9,37,9,6,908
1400000US24031702402,24031702402,"Census Tract 7024.02, Montgomery County, Maryland",1996,128,9,29,6,84,1868
1400000US24031702500,24031702500,"Census Tract 7025, Montgomery County, Maryland",1463,90,5,21,0,64,1373
1400000US24031702601,24031702601,"Census Tract 7026.01, Montgomery County, Maryland",2473,127,17,53,9,48,2346
1400000US24031702602,24031702602,"Census Tract 7026.02, Montgomery County, Maryland",2255,186,0,75,9,102,2069
1400000US24031702700,24031702700,"Census Tract 7027, Montgomery County, Maryland",2322,88,0,49,7,32,2234
1400000US24031702800,24031702800,"Census Tract 7028, Montgomery County, Maryland",2232,155,0,16,31,108,2077
1400000US24031702900,24031702900,"Census Tract 7029, Montgomery County, Maryland",2245,99,22,38,0,39,2146
1400000US24031703000,24031703000,"Census Tract 7030, Montgomery County, Maryland",676,54,7,22,6,19,622
1400000US24031703100,24031703100,"Census Tract 7031, Montgomery County, Maryland",1561,66,17,24,0,25,1495
1400000US24031703201,24031703201,"Census Tract 7032.01, Montgomery County, Maryland",2346,104,8,85,0,11,2242
1400000US24031703202,24031703202,"Census Tract 7032.02, Montgomery County, Maryland",2125,43,0,9,13,21,2082
1400000US24031703203,24031703203,"Census Tract 7032.03, Montgomery County, Maryland",4902,18,0,18,0,0,4884
1400000US24031703206,24031703206,"Census Tract 7032.06, Montgomery County, Maryland",1253,20,0,7,0,13,1233
1400000US24031703207,24031703207,"Census Tract 7032.07, Montgomery County, Maryland",1757,95,0,39,7,49,1662
1400000US24031703208,24031703208,"Census Tract 7032.08, Montgomery County, Maryland",1727,38,0,17,0,21,1689
1400000US24031703209,24031703209,"Census Tract 7032.09, Montgomery County, Maryland",2055,56,14,26,0,16,1999
1400000US24031703210,24031703210,"Census Tract 7032.10, Montgomery County, Maryland",1078,26,0,9,11,6,1052
1400000US24031703211,24031703211,"Census Tract 7032.11, Montgomery County, Maryland",3718,135,7,45,0,83,3583
1400000US24031703212,24031703212,"Census Tract 7032.12, Montgomery County, Maryland",2767,112,19,50,15,28,2655
1400000US24031703213,24031703213,"Census Tract 7032.13, Montgomery County, Maryland",2185,154,19,66,18,51,2031
1400000US24031703214,24031703214,"Census Tract 7032.14, Montgomery County, Maryland",2497,155,0,56,0,99,2342
1400000US24031703215,24031703215,"Census Tract 7032.15, Montgomery County, Maryland",1129,28,0,8,0,20,1101
1400000US24031703301,24031703301,"Census Tract 7033.01, Montgomery County, Maryland",1348,18,0,10,8,0,1330
1400000US24031703302,24031703302,"Census Tract 7033.02, Montgomery County, Maryland",1164,35,3,23,5,4,1129
1400000US24031703401,24031703401,"Census Tract 7034.01, Montgomery County, Maryland",1494,79,22,26,9,22,1415
1400000US24031703402,24031703402,"Census Tract 7034.02, Montgomery County, Maryland",992,17,0,12,3,2,975
1400000US24031703403,24031703403,"Census Tract 7034.03, Montgomery County, Maryland",989,8,0,8,0,0,981
1400000US24031703404,24031703404,"Census Tract 7034.04, Montgomery County, Maryland",787,51,0,41,6,4,736
1400000US24031703501,24031703501,"Census Tract 7035.01, Montgomery County, Maryland",1981,61,0,22,4,35,1920
1400000US24031703502,24031703502,"Census Tract 7035.02, Montgomery County, Maryland",1192,55,9,25,0,21,1137
1400000US24031703601,24031703601,"Census Tract 7036.01, Montgomery County, Maryland",1675,54,0,7,10,37,1621
1400000US24031703602,24031703602,"Census Tract 7036.02, Montgomery County, Maryland",999,43,16,16,7,4,956
1400000US24031703701,24031703701,"Census Tract 7037.01, Montgomery County, Maryland",1094,25,0,17,5,3,1069
1400000US24031703702,24031703702,"Census Tract 7037.02, Montgomery County, Maryland",1290,30,0,14,0,16,1260
1400000US24031703800,24031703800,"Census Tract 7038, Montgomery County, Maryland",745,54,0,45,5,4,691
1400000US24031703901,24031703901,"Census Tract 7039.01, Montgomery County, Maryland",1079,31,18,0,0,13,1048
1400000US24031703902,24031703902,"Census Tract 7039.02, Montgomery County, Maryland",2309,142,12,65,39,26,2167
1400000US24031704000,24031704000,"Census Tract 7040, Montgomery County, Maryland",2447,96,16,36,0,44,2351
1400000US24031704100,24031704100,"Census Tract 7041, Montgomery County, Maryland",1659,35,8,8,10,9,1624
1400000US24031704200,24031704200,"Census Tract 7042, Montgomery County, Maryland",729,22,0,5,11,6,707
1400000US24031704300,24031704300,"Census Tract 7043, Montgomery County, Maryland",1381,76,8,26,6,36,1305
1400000US24031704401,24031704401,"Census Tract 7044.01, Montgomery County, Maryland",1106,22,0,10,0,12,1084
1400000US24031704402,24031704402,"Census Tract 7044.02, Montgomery County, Maryland",3275,126,0,48,15,63,3149
1400000US24031704501,24031704501,"Census Tract 7045.01, Montgomery County, Maryland",1265,28,0,15,0,13,1237
1400000US24031704502,24031704502,"Census Tract 7045.02, Montgomery County, Maryland",993,12,0,0,0,12,981
1400000US24031704503,24031704503,"Census Tract 7045.03, Montgomery County, Maryland",1333,33,0,9,0,24,1300
1400000US24031704600,24031704600,"Census Tract 7046, Montgomery County, Maryland",2129,26,0,9,11,6,2103
1400000US24031704700,24031704700,"Census Tract 7047, Montgomery County, Maryland",1350,22,0,7,0,15,1328
1400000US24031704801,24031704801,"Census Tract 7048.01, Montgomery County, Maryland",2250,132,9,55,0,68,2118
1400000US24031704802,24031704802,"Census Tract 7048.02, Montgomery County, Maryland",2393,121,12,21,26,62,2272
1400000US24031705000,24031705000,"Census Tract 7050, Montgomery County, Maryland",1837,39,7,7,14,11,1798
1400000US24031705100,24031705100,"Census Tract 7051, Montgomery County, Maryland",1897,58,2,32,4,20,1839
1400000US24031705200,24031705200,"Census Tract 7052, Montgomery County, Maryland",1157,10,2,2,2,4,1147
1400000US24031705300,24031705300,"Census Tract 7053, Montgomery County, Maryland",681,4,2,2,0,0,677
1400000US24031705400,24031705400,"Census Tract 7054, Montgomery County, Maryland",978,41,15,19,7,0,937
1400000US24031705500,24031705500,"Census Tract 7055, Montgomery County, Maryland",3090,85,20,25,20,20,3005
1400000US24031705601,24031705601,"Census Tract 7056.01, Montgomery County, Maryland",1047,31,0,16,0,15,1016
1400000US24031705602,24031705602,"Census Tract 7056.02, Montgomery County, Maryland",2088,71,11,10,12,38,2017
1400000US24031705701,24031705701,"Census Tract 7057.01, Montgomery County, Maryland",1567,24,0,9,0,15,1543
1400000US24031705702,24031705702,"Census Tract 7057.02, Montgomery County, Maryland",1932,46,7,20,0,19,1886
1400000US24031705800,24031705800,"Census Tract 7058, Montgomery County, Maryland",2141,66,7,42,10,7,2075
1400000US24031705901,24031705901,"Census Tract 7059.01, Montgomery County, Maryland",1422,15,0,4,4,7,1407
1400000US24031705902,24031705902,"Census Tract 7059.02, Montgomery County, Maryland",1465,15,0,10,5,0,1450
1400000US24031705903,24031705903,"Census Tract 7059.03, Montgomery County, Maryland",1523,24,0,0,7,17,1499
1400000US24031706003,24031706003,"Census Tract 7060.03, Montgomery County, Maryland",2938,51,7,13,11,20,2887
1400000US24031706004,24031706004,"Census Tract 7060.04, Montgomery County, Maryland",2655,90,0,19,0,71,2565
1400000US24031706005,24031706005,"Census Tract 7060.05, Montgomery County, Maryland",1460,22,8,9,5,0,1438
1400000US24031706007,24031706007,"Census Tract 7060.07, Montgomery County, Maryland",2298,45,11,13,21,0,2253
1400000US24031706008,24031706008,"Census Tract 7060.08, Montgomery County, Maryland",1700,26,0,6,7,13,1674
1400000US24031706009,24031706009,"Census Tract 7060.09, Montgomery County, Maryland",1809,27,16,0,0,11,1782
1400000US24033800102,24033800102,"Census Tract 8001.02, Prince George's County, Maryland",1263,59,17,20,8,14,1204
1400000US24033800103,24033800103,"Census Tract 8001.03, Prince George's County, Maryland",923,78,0,18,0,60,845
1400000US24033800105,24033800105,"Census Tract 8001.05, Prince George's County, Maryland",1247,85,7,24,13,41,1162
1400000US24033800106,24033800106,"Census Tract 8001.06, Prince George's County, Maryland",969,39,0,21,0,18,930
1400000US24033800107,24033800107,"Census Tract 8001.07, Prince George's County, Maryland",2843,212,8,114,0,90,2631
1400000US24033800202,24033800202,"Census Tract 8002.02, Prince George's County, Maryland",2047,233,41,64,12,116,1814
1400000US24033800203,24033800203,"Census Tract 8002.03, Prince George's County, Maryland",1444,64,7,40,11,6,1380
1400000US24033800206,24033800206,"Census Tract 8002.06, Prince George's County, Maryland",1522,101,9,37,0,55,1421
1400000US24033800207,24033800207,"Census Tract 8002.07, Prince George's County, Maryland",2178,153,25,50,11,67,2025
1400000US24033800208,24033800208,"Census Tract 8002.08, Prince George's County, Maryland",2262,92,19,48,0,25,2170
1400000US24033800209,24033800209,"Census Tract 8002.09, Prince George's County, Maryland",1731,217,18,110,0,89,1514
1400000US24033800210,24033800210,"Census Tract 8002.10, Prince George's County, Maryland",1171,133,0,42,0,91,1038
1400000US24033800211,24033800211,"Census Tract 8002.11, Prince George's County, Maryland",1482,93,9,58,6,20,1389
1400000US24033800401,24033800401,"Census Tract 8004.01, Prince George's County, Maryland",889,42,0,21,14,7,847
1400000US24033800402,24033800402,"Census Tract 8004.02, Prince George's County, Maryland",1893,83,17,39,13,14,1810
1400000US24033800403,24033800403,"Census Tract 8004.03, Prince George's County, Maryland",1019,11,0,6,0,5,1008
1400000US24033800406,24033800406,"Census Tract 8004.06, Prince George's County, Maryland",2793,147,10,59,14,64,2646
1400000US24033800407,24033800407,"Census Tract 8004.07, Prince George's County, Maryland",2873,169,7,57,0,105,2704
1400000US24033800408,24033800408,"Census Tract 8004.08, Prince George's County, Maryland",1323,59,7,22,0,30,1264
1400000US24033800409,24033800409,"Census Tract 8004.09, Prince George's County, Maryland",2032,62,0,24,0,38,1970
1400000US24033800503,24033800503,"Census Tract 8005.03, Prince George's County, Maryland",1968,111,0,55,6,50,1857
1400000US24033800504,24033800504,"Census Tract 8005.04, Prince George's County, Maryland",1725,35,3,22,10,0,1690
1400000US24033800505,24033800505,"Census Tract 8005.05, Prince George's County, Maryland",984,49,12,19,0,18,935
1400000US24033800507,24033800507,"Census Tract 8005.07, Prince George's County, Maryland",851,62,0,18,0,44,789
1400000US24033800508,24033800508,"Census Tract 8005.08, Prince George's County, Maryland",2246,57,0,47,0,10,2189
1400000US24033800509,24033800509,"Census Tract 8005.09, Prince George's County, Maryland",1964,61,0,26,0,35,1903
1400000US24033800510,24033800510,"Census Tract 8005.10, Prince George's County, Maryland",2909,211,0,121,10,80,2698
1400000US24033800511,24033800511,"Census Tract 8005.11, Prince George's County, Maryland",1956,73,12,37,0,24,1883
1400000US24033800512,24033800512,"Census Tract 8005.12, Prince George's County, Maryland",2063,92,6,55,0,31,1971
1400000US24033800601,24033800601,"Census Tract 8006.01, Prince George's County, Maryland",670,44,0,17,0,27,626
1400000US24033800603,24033800603,"Census Tract 8006.03, Prince George's County, Maryland",1829,66,5,37,0,24,1763
1400000US24033800604,24033800604,"Census Tract 8006.04, Prince George's County, Maryland",638,61,0,13,0,48,577
1400000US24033800605,24033800605,"Census Tract 8006.05, Prince George's County, Maryland",1224,68,0,40,0,28,1156
1400000US24033800606,24033800606,"Census Tract 8006.06, Prince George's County, Maryland",1969,166,0,109,0,57,1803
1400000US24033800701,24033800701,"Census Tract 8007.01, Prince George's County, Maryland",1553,75,0,41,10,24,1478
1400000US24033800702,24033800702,"Census Tract 8007.02, Prince George's County, Maryland",1287,26,12,9,5,0,1261
1400000US24033800703,24033800703,"Census Tract 8007.03, Prince George's County, Maryland",2841,157,5,62,0,90,2684
1400000US24033800800,24033800800,"Census Tract 8008, Prince George's County, Maryland",1128,44,9,16,0,19,1084
1400000US24033800900,24033800900,"Census Tract 8009, Prince George's County, Maryland",539,30,0,17,2,11,509
1400000US24033801001,24033801001,"Census Tract 8010.01, Prince George's County, Maryland",1744,68,0,47,5,16,1676
1400000US24033801002,24033801002,"Census Tract 8010.02, Prince George's County, Maryland",2155,44,13,21,4,6,2111
1400000US24033801104,24033801104,"Census Tract 8011.04, Prince George's County, Maryland",1918,15,0,15,0,0,1903
1400000US24033801202,24033801202,"Census Tract 8012.02, Prince George's County, Maryland",2194,39,0,33,0,6,2155
1400000US24033801203,24033801203,"Census Tract 8012.03, Prince George's County, Maryland",2263,97,8,24,26,39,2166
1400000US24033801204,24033801204,"Census Tract 8012.04, Prince George's County, Maryland",2300,68,7,19,20,22,2232
1400000US24033801205,24033801205,"Census Tract 8012.05, Prince George's County, Maryland",2173,98,0,41,0,57,2075
1400000US24033801206,24033801206,"Census Tract 8012.06, Prince George's County, Maryland",2420,55,0,26,11,18,2365
1400000US24033801207,24033801207,"Census Tract 8012.07, Prince George's County, Maryland",1381,57,0,15,0,42,1324
1400000US24033801301,24033801301,"Census Tract 8013.01, Prince George's County, Maryland",2633,124,19,72,17,16,2509
1400000US24033801302,24033801302,"Census Tract 8013.02, Prince George's County, Maryland",944,34,7,21,0,6,910
1400000US24033801305,24033801305,"Census Tract 8013.05, Prince George's County, Maryland",1563,45,8,8,0,29,1518
1400000US24033801306,24033801306,"Census Tract 8013.06, Prince George's County, Maryland",2051,61,0,29,16,16,1990
1400000US24033801307,24033801307,"Census Tract 8013.07, Prince George's County, Maryland",1196,27,9,12,0,6,1169
1400000US24033801308,24033801308,"Census Tract 8013.08, Prince George's County, Maryland",1153,59,0,13,9,37,1094
1400000US24033801309,24033801309,"Census Tract 8013.09, Prince George's County, Maryland",1203,80,7,31,20,22,1123
1400000US24033801402,24033801402,"Census Tract 8014.02, Prince George's County, Maryland",2514,93,0,42,7,44,2421
1400000US24033801403,24033801403,"Census Tract 8014.03, Prince George's County, Maryland",2054,58,7,25,0,26,1996
1400000US24033801404,24033801404,"Census Tract 8014.04, Prince George's County, Maryland",1803,139,18,37,8,76,1664
1400000US24033801405,24033801405,"Census Tract 8014.05, Prince George's County, Maryland",1497,71,20,30,0,21,1426
1400000US24033801406,24033801406,"Census Tract 8014.06, Prince George's County, Maryland",1393,94,0,57,12,25,1299
1400000US24033801407,24033801407,"Census Tract 8014.07, Prince George's County, Maryland",2135,93,0,6,18,69,2042
1400000US24033801500,24033801500,"Census Tract 8015, Prince George's County, Maryland",877,32,0,19,0,13,845
1400000US24033801600,24033801600,"Census Tract 8016, Prince George's County, Maryland",1136,51,0,15,7,29,1085
1400000US24033801701,24033801701,"Census Tract 8017.01, Prince George's County, Maryland",1693,112,0,55,0,57,1581
1400000US24033801702,24033801702,"Census Tract 8017.02, Prince George's County, Maryland",1518,89,0,6,0,83,1429
1400000US24033801704,24033801704,"Census Tract 8017.04, Prince George's County, Maryland",2120,159,0,95,19,45,1961
1400000US24033801706,24033801706,"Census Tract 8017.06, Prince George's County, Maryland",693,22,0,17,5,0,671
1400000US24033801707,24033801707,"Census Tract 8017.07, Prince George's County, Maryland",2160,279,0,106,14,159,1881
1400000US24033801708,24033801708,"Census Tract 8017.08, Prince George's County, Maryland",1436,98,0,45,0,53,1338
1400000US24033801801,24033801801,"Census Tract 8018.01, Prince George's County, Maryland",828,70,0,39,7,24,758
1400000US24033801802,24033801802,"Census Tract 8018.02, Prince George's County, Maryland",1674,109,9,20,7,73,1565
1400000US24033801804,24033801804,"Census Tract 8018.04, Prince George's County, Maryland",768,19,0,6,5,8,749
1400000US24033801805,24033801805,"Census Tract 8018.05, Prince George's County, Maryland",1068,76,0,23,6,47,992
1400000US24033801807,24033801807,"Census Tract 8018.07, Prince George's County, Maryland",2026,178,6,63,0,109,1848
1400000US24033801808,24033801808,"Census Tract 8018.08, Prince George's County, Maryland",1512,148,6,95,0,47,1364
1400000US24033801901,24033801901,"Census Tract 8019.01, Prince George's County, Maryland",1645,73,20,16,0,37,1572
1400000US24033801902,24033801902,"Census Tract 8019.02, Prince George's County, Maryland",3127,205,8,79,19,99,2922
1400000US24033801904,24033801904,"Census Tract 8019.04, Prince George's County, Maryland",1269,94,0,64,5,25,1175
1400000US24033801905,24033801905,"Census Tract 8019.05, Prince George's County, Maryland",1165,77,0,35,0,42,1088
1400000US24033801906,24033801906,"Census Tract 8019.06, Prince George's County, Maryland",890,70,2,30,2,36,820
1400000US24033802001,24033802001,"Census Tract 8020.01, Prince George's County, Maryland",2129,156,0,56,25,75,1973
1400000US24033802002,24033802002,"Census Tract 8020.02, Prince George's County, Maryland",1525,117,11,30,6,70,1408
1400000US24033802103,24033802103,"Census Tract 8021.03, Prince George's County, Maryland",1071,57,0,7,12,38,1014
1400000US24033802104,24033802104,"Census Tract 8021.04, Prince George's County, Maryland",925,46,8,15,0,23,879
1400000US24033802105,24033802105,"Census Tract 8021.05, Prince George's County, Maryland",3136,398,11,145,24,218,2738
1400000US24033802201,24033802201,"Census Tract 8022.01, Prince George's County, Maryland",886,79,5,59,0,15,807
1400000US24033802203,24033802203,"Census Tract 8022.03, Prince George's County, Maryland",1669,66,8,37,10,11,1603
1400000US24033802204,24033802204,"Census Tract 8022.04, Prince George's County, Maryland",1883,98,15,32,11,40,1785
1400000US24033802301,24033802301,"Census Tract 8023.01, Prince George's County, Maryland",1248,60,0,25,0,35,1188
1400000US24033802403,24033802403,"Census Tract 8024.03, Prince George's County, Maryland",2969,163,0,77,0,86,2806
1400000US24033802404,24033802404,"Census Tract 8024.04, Prince George's County, Maryland",1793,198,0,97,10,91,1595
1400000US24033802405,24033802405,"Census Tract 8024.05, Prince George's County, Maryland",1694,84,7,36,0,41,1610
1400000US24033802406,24033802406,"Census Tract 8024.06, Prince George's County, Maryland",892,69,0,34,0,35,823
1400000US24033802501,24033802501,"Census Tract 8025.01, Prince George's County, Maryland",1505,106,0,34,19,53,1399
1400000US24033802502,24033802502,"Census Tract 8025.02, Prince George's County, Maryland",1022,46,0,18,0,28,976
1400000US24033802600,24033802600,"Census Tract 8026, Prince George's County, Maryland",1126,82,0,20,21,41,1044
1400000US24033802700,24033802700,"Census Tract 8027, Prince George's County, Maryland",918,10,0,10,0,0,908
1400000US24033802803,24033802803,"Census Tract 8028.03, Prince George's County, Maryland",1721,133,0,61,9,63,1588
1400000US24033802804,24033802804,"Census Tract 8028.04, Prince George's County, Maryland",2120,111,8,34,9,60,2009
1400000US24033802805,24033802805,"Census Tract 8028.05, Prince George's County, Maryland",1579,66,6,28,6,26,1513
1400000US24033802901,24033802901,"Census Tract 8029.01, Prince George's County, Maryland",1401,81,0,65,0,16,1320
1400000US24033803001,24033803001,"Census Tract 8030.01, Prince George's County, Maryland",1004,52,2,21,2,27,952
1400000US24033803002,24033803002,"Census Tract 8030.02, Prince George's County, Maryland",1108,52,8,31,0,13,1056
1400000US24033803100,24033803100,"Census Tract 8031, Prince George's County, Maryland",986,81,19,17,0,45,905
1400000US24033803200,24033803200,"Census Tract 8032, Prince George's County, Maryland",1103,106,0,35,15,56,997
1400000US24033803300,24033803300,"Census Tract 8033, Prince George's County, Maryland",1505,119,12,45,0,62,1386
1400000US24033803401,24033803401,"Census Tract 8034.01, Prince George's County, Maryland",450,25,0,5,0,20,425
1400000US24033803402,24033803402,"Census Tract 8034.02, Prince George's County, Maryland",1578,102,0,38,0,64,1476
1400000US24033803505,24033803505,"Census Tract 8035.05, Prince George's County, Maryland",2346,123,0,54,5,64,2223
1400000US24033803508,24033803508,"Census Tract 8035.08, Prince George's County, Maryland",1645,160,10,40,0,110,1485
1400000US24033803509,24033803509,"Census Tract 8035.09, Prince George's County, Maryland",1013,123,0,86,0,37,890
1400000US24033803512,24033803512,"Census Tract 8035.12, Prince George's County, Maryland",1650,131,20,44,17,50,1519
1400000US24033803513,24033803513,"Census Tract 8035.13, Prince George's County, Maryland",1816,80,0,27,0,53,1736
1400000US24033803514,24033803514,"Census Tract 8035.14, Prince George's County, Maryland",1348,49,0,8,10,31,1299
1400000US24033803515,24033803515,"Census Tract 8035.15, Prince George's County, Maryland",2581,66,0,34,15,17,2515
1400000US24033803516,24033803516,"Census Tract 8035.16, Prince George's County, Maryland",1156,34,0,34,0,0,1122
1400000US24033803517,24033803517,"Census Tract 8035.17, Prince George's County, Maryland",1964,23,0,14,0,9,1941
1400000US24033803518,24033803518,"Census Tract 8035.18, Prince George's County, Maryland",2590,111,0,38,9,64,2479
1400000US24033803519,24033803519,"Census Tract 8035.19, Prince George's County, Maryland",1515,44,0,12,21,11,1471
1400000US24033803601,24033803601,"Census Tract 8036.01, Prince George's County, Maryland",1089,46,0,8,18,20,1043
1400000US24033803602,24033803602,"Census Tract 8036.02, Prince George's County, Maryland",691,36,0,25,11,0,655
1400000US24033803605,24033803605,"Census Tract 8036.05, Prince George's County, Maryland",2045,72,6,43,3,20,1973
1400000US24033803606,24033803606,"Census Tract 8036.06, Prince George's County, Maryland",1556,77,15,23,0,39,1479
1400000US24033803607,24033803607,"Census Tract 8036.07, Prince George's County, Maryland",961,21,9,6,6,0,940
1400000US24033803608,24033803608,"Census Tract 8036.08, Prince George's County, Maryland",1818,75,0,22,7,46,1743
1400000US24033803610,24033803610,"Census Tract 8036.10, Prince George's County, Maryland",1072,33,0,9,0,24,1039
1400000US24033803612,24033803612,"Census Tract 8036.12, Prince George's County, Maryland",1259,148,0,62,0,86,1111
1400000US24033803613,24033803613,"Census Tract 8036.13, Prince George's County, Maryland",2006,129,0,77,0,52,1877
1400000US24033803700,24033803700,"Census Tract 8037, Prince George's County, Maryland",716,31,0,14,2,15,685
1400000US24033803801,24033803801,"Census Tract 8038.01, Prince George's County, Maryland",703,36,0,30,0,6,667
1400000US24033803803,24033803803,"Census Tract 8038.03, Prince George's County, Maryland",1757,128,11,29,13,75,1629
1400000US24033803900,24033803900,"Census Tract 8039, Prince George's County, Maryland",1081,60,0,44,9,7,1021
1400000US24033804001,24033804001,"Census Tract 8040.01, Prince George's County, Maryland",1821,113,0,81,16,16,1708
1400000US24033804002,24033804002,"Census Tract 8040.02, Prince George's County, Maryland",1290,89,7,50,6,26,1201
1400000US24033804101,24033804101,"Census Tract 8041.01, Prince George's County, Maryland",1154,109,7,16,11,75,1045
1400000US24033804102,24033804102,"Census Tract 8041.02, Prince George's County, Maryland",1830,127,0,59,0,68,1703
1400000US24033804200,24033804200,"Census Tract 8042, Prince George's County, Maryland",1112,63,7,8,30,18,1049
1400000US24033804300,24033804300,"Census Tract 8043, Prince George's County, Maryland",1216,90,0,26,0,64,1126
1400000US24033804400,24033804400,"Census Tract 8044, Prince George's County, Maryland",854,30,2,13,0,15,824
1400000US24033804600,24033804600,"Census Tract 8046, Prince George's County, Maryland",900,72,10,10,5,47,828
1400000US24033804700,24033804700,"Census Tract 8047, Prince George's County, Maryland",1258,74,7,23,9,35,1184
1400000US24033804800,24033804800,"Census Tract 8048, Prince George's County, Maryland",2378,250,4,152,4,90,2128
