GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $49,999","Margin of Error; Total: - $40,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $69,999","Margin of Error; Total: - $60,000 to $69,999","Estimate; Total: - $70,000 to $79,999","Margin of Error; Total: - $70,000 to $79,999","Estimate; Total: - $80,000 to $89,999","Margin of Error; Total: - $80,000 to $89,999","Estimate; Total: - $90,000 to $99,999","Margin of Error; Total: - $90,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $174,999","Margin of Error; Total: - $150,000 to $174,999","Estimate; Total: - $175,000 to $199,999","Margin of Error; Total: - $175,000 to $199,999","Estimate; Total: - $200,000 to $249,999","Margin of Error; Total: - $200,000 to $249,999","Estimate; Total: - $250,000 to $299,999","Margin of Error; Total: - $250,000 to $299,999","Estimate; Total: - $300,000 to $399,999","Margin of Error; Total: - $300,000 to $399,999","Estimate; Total: - $400,000 to $499,999","Margin of Error; Total: - $400,000 to $499,999","Estimate; Total: - $500,000 to $749,999","Margin of Error; Total: - $500,000 to $749,999","Estimate; Total: - $750,000 to $999,999","Margin of Error; Total: - $750,000 to $999,999","Estimate; Total: - $1,000,000 or more","Margin of Error; Total: - $1,000,000 or more"
1400000US11001000100,11001000100,"Census Tract 1, District of Columbia, District of Columbia",1259,208,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,20,0,12,0,12,0,12,39,41,16,26,45,34,35,41,254,114,197,103,662,158
1400000US11001000201,11001000201,"Census Tract 2.01, District of Columbia, District of Columbia",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US11001000202,11001000202,"Census Tract 2.02, District of Columbia, District of Columbia",1184,142,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,10,0,12,0,12,11,18,0,12,0,12,36,33,55,39,298,121,116,54,662,93
1400000US11001000300,11001000300,"Census Tract 3, District of Columbia, District of Columbia",1452,148,0,17,0,17,0,17,0,17,0,17,0,17,13,20,0,17,0,17,0,17,0,17,0,17,34,29,59,56,0,17,0,17,0,17,0,17,95,51,57,54,47,43,470,113,499,134,178,63
1400000US11001000400,11001000400,"Census Tract 4, District of Columbia, District of Columbia",455,59,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,7,0,12,15,17,13,15,47,27,72,38,303,46
1400000US11001000501,11001000501,"Census Tract 5.01, District of Columbia, District of Columbia",299,113,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,25,16,25,14,24,82,61,25,32,147,86
1400000US11001000502,11001000502,"Census Tract 5.02, District of Columbia, District of Columbia",838,88,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,24,9,14,77,34,49,32,170,66,112,43,386,72
1400000US11001000600,11001000600,"Census Tract 6, District of Columbia, District of Columbia",1449,141,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,49,47,95,48,230,114,14,21,196,72,153,84,712,126
1400000US11001000701,11001000701,"Census Tract 7.01, District of Columbia, District of Columbia",1500,234,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,30,0,12,56,41,80,67,267,114,440,180,85,58,275,115,130,60,149,64
1400000US11001000702,11001000702,"Census Tract 7.02, District of Columbia, District of Columbia",525,126,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,23,27,0,12,0,12,0,12,0,12,0,12,0,12,13,21,129,94,135,60,125,66,78,52,0,12,22,28,0,12
1400000US11001000801,11001000801,"Census Tract 8.01, District of Columbia, District of Columbia",2051,187,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,19,26,0,17,0,17,25,29,115,62,144,65,120,82,46,44,489,138,326,135,767,155
1400000US11001000802,11001000802,"Census Tract 8.02, District of Columbia, District of Columbia",841,91,0,12,0,12,0,12,20,30,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,17,0,12,0,12,0,12,10,16,50,41,23,36,10,15,209,85,255,79,253,90
1400000US11001000901,11001000901,"Census Tract 9.01, District of Columbia, District of Columbia",1240,92,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,12,18,0,17,0,17,0,17,0,17,14,22,0,17,0,17,0,17,0,17,0,17,12,18,0,17,99,61,235,70,868,106
1400000US11001000902,11001000902,"Census Tract 9.02, District of Columbia, District of Columbia",707,61,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,14,12,15,0,12,0,12,0,12,7,11,0,12,12,15,17,17,123,41,204,61,323,67
1400000US11001001001,11001001001,"Census Tract 10.01, District of Columbia, District of Columbia",2220,164,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,14,21,23,26,29,30,0,17,0,17,0,17,0,17,22,34,47,49,49,45,432,150,1279,161,325,105
