GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Unmarried-partner households:,Margin of Error; Unmarried-partner households:,Estimate; Unmarried-partner households: - Male householder and male partner,Margin of Error; Unmarried-partner households: - Male householder and male partner,Estimate; Unmarried-partner households: - Male householder and female partner,Margin of Error; Unmarried-partner households: - Male householder and female partner,Estimate; Unmarried-partner households: - Female householder and female partner,Margin of Error; Unmarried-partner households: - Female householder and female partner,Estimate; Unmarried-partner households: - Female householder and male partner,Margin of Error; Unmarried-partner households: - Female householder and male partner,Estimate; All other households,Margin of Error; All other households
1400000US11001000100,11001000100,"Census Tract 1, District of Columbia, District of Columbia",2463,183,185,100,69,71,56,49,0,132,60,56,2278,186
1400000US11001000201,11001000201,"Census Tract 2.01, District of Columbia, District of Columbia",80,35,0,132,0,132,0,132,0,132,0,132,80,35
1400000US11001000202,11001000202,"Census Tract 2.02, District of Columbia, District of Columbia",1601,108,91,47,38,29,34,31,0,132,19,24,1510,120
1400000US11001000300,11001000300,"Census Tract 3, District of Columbia, District of Columbia",2455,158,97,92,48,75,19,29,0,132,30,35,2358,167
1400000US11001000400,11001000400,"Census Tract 4, District of Columbia, District of Columbia",627,53,13,20,0,132,0,132,0,132,13,20,614,51
1400000US11001000501,11001000501,"Census Tract 5.01, District of Columbia, District of Columbia",1903,86,133,65,0,132,76,53,0,132,57,39,1770,105
1400000US11001000502,11001000502,"Census Tract 5.02, District of Columbia, District of Columbia",1663,100,146,70,35,33,43,30,15,23,53,42,1517,117
1400000US11001000600,11001000600,"Census Tract 6, District of Columbia, District of Columbia",2040,97,43,40,18,29,0,132,13,20,12,20,1997,100
1400000US11001000701,11001000701,"Census Tract 7.01, District of Columbia, District of Columbia",2951,178,203,112,93,70,45,71,11,18,54,44,2748,211
1400000US11001000702,11001000702,"Census Tract 7.02, District of Columbia, District of Columbia",1912,173,107,60,0,132,23,26,0,132,84,54,1805,189
1400000US11001000801,11001000801,"Census Tract 8.01, District of Columbia, District of Columbia",3170,159,90,57,34,39,24,28,6,12,26,29,3080,177
1400000US11001000802,11001000802,"Census Tract 8.02, District of Columbia, District of Columbia",1325,83,28,31,18,26,0,132,0,132,10,15,1297,93
1400000US11001000901,11001000901,"Census Tract 9.01, District of Columbia, District of Columbia",1538,107,60,39,60,39,0,132,0,132,0,132,1478,109
