GEO_ID,census2010.id,num.index,census2000.id,dec_ma,dec_tp,dec_mp,dec_mpp,dec_fp,dec_fpp,dec_aap,dec_aapp,dec_lf,dec_lfp,dec_em,dec_emp,dec_ue,dec_uep,dec_nlf,decnlfp,dec_flf,dec_flfp,d_e1824,d_e24lm,d_e24lf,d_nh24l,d_nh24lm,d_nh24lf,d_hs24l,d_hs24lm,d_hs24lm.1,d_as24l,d_as24lm,d_as24lf,d_ba24l,d_ba24lm,d_ba24lf,d_hs24l.1,d_hs34lm,d_hs34lf,d_ba34l,d_ba34lm,d_ba34lf,d_hs44l,d_hs44lm,d_hs44lf,dec_10kl,dec_1015,dec_1519,dec_2025,dec_2530,dec_3035,dec_3540,dec_4050,dec_5059,dec_6069,dec_7079,dec_8089,dec_9099,dec_1124,dec_12549,dec_15074,dec_17599,dec_20049,dec_25099,dec_30099,dec_40099,dec_500749,dec_750999,dec_1000,DEC_MGRp,DEC_MOC,DEC_FOC,DEC_MRC,DEC_FRC,DEC_MO,DEC_FO,DEC_MR,DEC_FR,DEC_OO,DEC_RO,DEC_SSM,DEC_SSMF,DEC_SSF,DEC_SSO,DEC_BPL,DEC_BPLp,DEC_BPLM,DEC_BPLF,DEC_BPLMp,DEC_BPLFp,DEC_MI,GEO_ID
1400000US11001002302,102,492,36,29.502,2789.82,1305.81,46.332,1484.01,52.668,2392.83,84.942,997.92,53.163,832.59,44.352,165.33,8.811,860.31,45.837,570.24,50.985,250.47,106.92,143.55,170.28,83.16,87.12,33.66,7.92,25.74,10.89,3.96,6.93,35.64,11.88,23.76,69.102,77.814,64.152,64.152,76.923,56.529,71.775,81.675,64.35,0,0,0,0,0,0,0,0,9.9,0,0,32.67,39.6,103.95,148.5,39.6,0,0,0,0,0,0,0,0,27.225,0,30.69,15.84,282.15,0,45.54,15.84,361.35,325.71,749.43,36.63,6.93,0,983.07,1168.2,42.075,71.28,19.206,119.79,29.403,24771.78,1400000US11001002302
1400000US11001002302,102,493,42,0.0596,5.636,2.638,0.0936,2.998,0.1064,4.834,0.1716,2.016,0.1074,1.682,0.0896,0.334,0.0178,1.738,0.0926,1.152,0.103,0.506,0.216,0.29,0.344,0.168,0.176,0.068,0.016,0.052,0.022,0.008,0.014,0.072,0.024,0.048,0.1396,0.1572,0.1296,0.1296,0.1554,0.1142,0.145,0.165,0.13,0,0,0,0,0,0,0,0,0.02,0,0,0.066,0.08,0.21,0.3,0.08,0,0,0,0,0,0,0,0,0.055,0,0.062,0.032,0.57,0,0.092,0.032,0.73,0.658,1.514,0.074,0.014,0,1.986,2.36,0.085,0.144,0.0388,0.242,0.0594,50.044,1400000US11001002302
1400000US11001002302,102,494,57,0.1788,16.908,7.914,0.2808,8.994,0.3192,14.502,0.5148,6.048,0.3222,5.046,0.2688,1.002,0.0534,5.214,0.2778,3.456,0.309,1.518,0.648,0.87,1.032,0.504,0.528,0.204,0.048,0.156,0.066,0.024,0.042,0.216,0.072,0.144,0.4188,0.4716,0.3888,0.3888,0.4662,0.3426,0.435,0.495,0.39,0,0,0,0,0,0,0,0,0.06,0,0,0.198,0.24,0.63,0.9,0.24,0,0,0,0,0,0,0,0,0.165,0,0.186,0.096,1.71,0,0.276,0.096,2.19,1.974,4.542,0.222,0.042,0,5.958,7.08,0.255,0.432,0.1164,0.726,0.1782,150.132,1400000US11001002302
1400000US11001002302,102,495,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400000US11001002302
1400000US11001002400,103,496,24,0.0724,3.65,1.632,0.0894,2.018,0.1106,3.464,0.1898,0.946,0.069,0.61,0.0446,0.296,0.0216,1.794,0.131,0.476,0.0624,0.362,0.178,0.184,0.178,0.116,0.062,0.144,0.038,0.106,0.016,0,0.016,0.024,0.024,0,0.1552,0.1528,0.1584,0.0982,0.131,0.0762,0.0858,0.0942,0.0792,0,0,0,0,0,0,0,0,0,0.012,0.026,0.266,0.248,0.218,0.046,0.16,0.116,0.092,0,0,0,0,0,0,0.0498,0,0,0,0.408,0,0.012,0.038,0.648,0.026,1.75,0,0.014,0,1.632,2.292,0.1242,0.312,0.1064,0.406,0.1538,16.178,1400000US11001002400
1400000US11001002400,103,497,27,2.2082,111.325,49.776,2.7267,61.549,3.3733,105.652,5.7889,28.853,2.1045,18.605,1.3603,9.028,0.6588,54.717,3.9955,14.518,1.9032,11.041,5.429,5.612,5.429,3.538,1.891,4.392,1.159,3.233,0.488,0,0.488,0.732,0.732,0,4.7336,4.6604,4.8312,2.9951,3.9955,2.3241,2.6169,2.8731,2.4156,0,0,0,0,0,0,0,0,0,0.366,0.793,8.113,7.564,6.649,1.403,4.88,3.538,2.806,0,0,0,0,0,0,1.5189,0,0,0,12.444,0,0.366,1.159,19.764,0.793,53.375,0,0.427,0,49.776,69.906,3.7881,9.516,3.2452,12.383,4.6909,493.429,1400000US11001002400
1400000US11001002400,103,498,33,0.7602,38.325,17.136,0.9387,21.189,1.1613,36.372,1.9929,9.933,0.7245,6.405,0.4683,3.108,0.2268,18.837,1.3755,4.998,0.6552,3.801,1.869,1.932,1.869,1.218,0.651,1.512,0.399,1.113,0.168,0,0.168,0.252,0.252,0,1.6296,1.6044,1.6632,1.0311,1.3755,0.8001,0.9009,0.9891,0.8316,0,0,0,0,0,0,0,0,0,0.126,0.273,2.793,2.604,2.289,0.483,1.68,1.218,0.966,0,0,0,0,0,0,0.5229,0,0,0,4.284,0,0.126,0.399,6.804,0.273,18.375,0,0.147,0,17.136,24.066,1.3041,3.276,1.1172,4.263,1.6149,169.869,1400000US11001002400
1400000US11001002400,103,499,34,32.9058,1658.925,741.744,40.6323,917.181,50.2677,1574.388,86.2641,429.957,31.3605,277.245,20.2707,134.532,9.8172,815.373,59.5395,216.342,28.3608,164.529,80.901,83.628,80.901,52.722,28.179,65.448,17.271,48.177,7.272,0,7.272,10.908,10.908,0,70.5384,69.4476,71.9928,44.6319,59.5395,34.6329,38.9961,42.8139,35.9964,0,0,0,0,0,0,0,0,0,5.454,11.817,120.897,112.716,99.081,20.907,72.72,52.722,41.814,0,0,0,0,0,0,22.6341,0,0,0,185.436,0,5.454,17.271,294.516,11.817,795.375,0,6.363,0,741.744,1041.714,56.4489,141.804,48.3588,184.527,69.9021,7352.901,1400000US11001002400
1400000US11001002400,103,500,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400000US11001002400
1400000US11001002400,103,501,38,0.0362,1.825,0.816,0.0447,1.009,0.0553,1.732,0.0949,0.473,0.0345,0.305,0.0223,0.148,0.0108,0.897,0.0655,0.238,0.0312,0.181,0.089,0.092,0.089,0.058,0.031,0.072,0.019,0.053,0.008,0,0.008,0.012,0.012,0,0.0776,0.0764,0.0792,0.0491,0.0655,0.0381,0.0429,0.0471,0.0396,0,0,0,0,0,0,0,0,0,0.006,0.013,0.133,0.124,0.109,0.023,0.08,0.058,0.046,0,0,0,0,0,0,0.0249,0,0,0,0.204,0,0.006,0.019,0.324,0.013,0.875,0,0.007,0,0.816,1.146,0.0621,0.156,0.0532,0.203,0.0769,8.089,1400000US11001002400
1400000US11001002400,103,502,42,0.2172,10.95,4.896,0.2682,6.054,0.3318,10.392,0.5694,2.838,0.207,1.83,0.1338,0.888,0.0648,5.382,0.393,1.428,0.1872,1.086,0.534,0.552,0.534,0.348,0.186,0.432,0.114,0.318,0.048,0,0.048,0.072,0.072,0,0.4656,0.4584,0.4752,0.2946,0.393,0.2286,0.2574,0.2826,0.2376,0,0,0,0,0,0,0,0,0,0.036,0.078,0.798,0.744,0.654,0.138,0.48,0.348,0.276,0,0,0,0,0,0,0.1494,0,0,0,1.224,0,0.036,0.114,1.944,0.078,5.25,0,0.042,0,4.896,6.876,0.3726,0.936,0.3192,1.218,0.4614,48.534,1400000US11001002400
1400000US11001002502,104,503,30,0.7584,167.488,88.8,1.696,78.688,1.504,50.304,0.96,84.928,2.5184,32.48,0.9632,2.048,0.0608,23.04,0.6816,20.416,1.2992,27.584,14.816,12.768,2.88,1.216,1.664,10.528,6.048,4.48,13.088,7.328,5.76,1.088,0.224,0.864,3.0784,3.1456,2.9984,3.0912,3.0752,3.1104,2.8672,3.2,2.5888,0,0,0,0,0,0,0,0,0,0,0,1.344,2.688,10.624,5.824,4.48,2.72,1.184,0.448,0,0,0,0,0,0.7104,0,0.224,0.704,3.584,0,0,1.536,3.808,1.376,42.176,0,0.16,0,43.296,3.776,0.08,0,0,0.352,1.6768,1571.904,1400000US11001002502
1400000US11001002502,104,504,34,0.1422,31.404,16.65,0.318,14.754,0.282,9.432,0.18,15.924,0.4722,6.09,0.1806,0.384,0.0114,4.32,0.1278,3.828,0.2436,5.172,2.778,2.394,0.54,0.228,0.312,1.974,1.134,0.84,2.454,1.374,1.08,0.204,0.042,0.162,0.5772,0.5898,0.5622,0.5796,0.5766,0.5832,0.5376,0.6,0.4854,0,0,0,0,0,0,0,0,0,0,0,0.252,0.504,1.992,1.092,0.84,0.51,0.222,0.084,0,0,0,0,0,0.1332,0,0.042,0.132,0.672,0,0,0.288,0.714,0.258,7.908,0,0.03,0,8.118,0.708,0.015,0,0,0.066,0.3144,294.732,1400000US11001002502
