GEO_ID,dec_ma,dec_tp,dec_mp,dec_mpp,dec_fp,dec_fpp,dec_aap,dec_aapp,dec_lf,dec_lfp,dec_em,dec_emp,dec_ue,dec_uep,dec_nlf,decnlfp,dec_flf,dec_flfp,d_e1824,d_e24lm,d_e24lf,d_nh24l,d_nh24lm,d_nh24lf,d_hs24l,d_hs24lm,d_hs24lm,d_as24l,d_as24lm,d_as24lf,d_ba24l,d_ba24lm,d_ba24lf,d_hs24l,d_hs34lm,d_hs34lf,d_ba34l,d_ba34lm,d_ba34lf,d_hs44l,d_hs44lm,d_hs44lf,dec_10kl,dec_1015,dec_1519,dec_2025,dec_2530,dec_3035,dec_3540,dec_4050,dec_5059,dec_6069,dec_7079,dec_8089,dec_9099,dec_1124,dec_12549,dec_15074,dec_17599,dec_20049,dec_25099,dec_30099,dec_40099,dec_500749,dec_750999,dec_1000,DEC_MGRp,DEC_MOC,DEC_FOC,DEC_MRC,DEC_FRC,DEC_MO,DEC_FO,DEC_MR,DEC_FR,DEC_OO,DEC_RO,DEC_SSM,DEC_SSMF,DEC_SSF,DEC_SSO,DEC_BPL,DEC_BPLp,DEC_BPLM,DEC_BPLF,DEC_BPLMp,DEC_BPLFp,DEC_MI,dem_dec,emp_dec,edu_dec,hsv_dec,ten_dec,pov_dec,ssh_dec
1400000US11001007502,28.6,4221,1919,45.5,2302,54.5,4101,97.2,1494,51.4,1164,40.1,324,11.2,1411,48.6,911,54.9,452,192,260,163,96,67,191,60,131,86,36,50,12,0,12,76.8,74.6,78.8,73.1,66.4,79,62.8,63.8,62,0,0,0,0,0,0,0,0,0,0,25,66,135,123,38,25,0,0,0,0,0,0,0,0,26.9,9,55,48,371,12,22,81,548,249,1329,0,57,4,1494,1771,44.8,182,48.9,194,37.2,19950,-4.323539413,-5.279943248,-7.502157326,4.090056676,-8.238301765,-7.457320726,-2.84271323
1400000US11001007503,27.5,2515,1072,42.6,1443,57.4,2445,97.2,1055,57.6,809,44.2,246,13.4,777,42.4,612,54.6,269,87,182,103,37,66,114,50,64,43,0,43,9,0,9,80.2,86.6,75.5,71.4,73.5,69.7,69.6,81.7,62.7,0,0,7,0,20,0,0,0,0,0,0,7,17,122,468,87,22,13,0,0,0,0,0,0,22.5,0,27,0,216,0,89,21,286,285,614,0,8,0,871,1014,37.6,81,31.2,72,33.8,21402,-4.020905696,-4.253840994,-5.78453855,9.088301496,-3.13848371,-4.441304067,-0.288363849
1400000US11001007504,28.3,2358,1088,46.1,1270,53.9,2296,97.4,806,57.1,647,45.9,159,11.3,605,42.9,415,50.3,214,89,125,129,47,82,44,28,16,41,14,27,0,0,0,85.4,82.5,86.9,62.3,71,56.5,67.7,69.5,65.6,0,0,0,0,8,0,0,5,0,14,40,24,119,326,441,94,7,6,6,0,0,0,0,0,14.3,0,53,41,274,0,10,55,352,168,659,0,32,5,716,816,37.9,126,41.4,99,47.8,22755,-4.025258674,-3.536814144,-4.796913805,10.34677478,-5.400094341,-5.377488572,-1.46919266
1400000US11001007601,37,4572,2103,46,2469,54,4378,95.8,1997,55.9,1618,45.3,379,10.6,1575,44.1,1067,53.5,446,201,245,157,85,72,163,74,89,78,35,43,48,7,41,72.1,70.2,73.8,82.4,80.8,83.8,67.6,63.2,70.8,4,0,0,0,0,0,5,0,29,0,0,51,26,122,230,101,132,64,39,9,9,0,0,6,24.2,5,106,13,168,57,173,68,277,834,1044,0,48,8,1722,955,21,154,28.9,185,31.5,32930,-4.594666277,-6.013725124,-7.552166567,9.718503444,-9.105098301,-4.866810599,-3.163639299
1400000US11001007603,39.5,4255,1837,43.2,2418,56.8,3858,90.7,2093,62.1,1905,56.5,188,5.6,1279,37.9,1252,62.6,246,113,133,40,0,40,80,33,47,108,80,28,18,0,18,88.9,74.3,100,80.7,79.5,81.7,88.5,89.3,88,0,0,0,0,0,0,0,0,0,10,49,27,21,43,73,19,19,20,5,6,0,0,0,0,22.1,8,67,18,211,26,145,40,329,1049,1087,0,28,21,1995,675,16.2,92,18.9,142,21.1,32837,-4.534901261,-5.851172723,-5.626579019,3.026536924,-7.391789652,-3.158332376,-4.111763725
1400000US11001007604,39.2,3764,1669,44.3,2095,55.7,3555,94.4,1895,63.4,1756,58.7,123,4.1,1095,36.6,987,57.3,284,144,140,55,32,23,88,54,34,90,38,52,51,20,31,90.9,87.9,93.1,88.9,84.8,92.7,82.5,84.2,81.3,0,0,0,0,0,0,0,0,0,0,0,20,27,123,85,6,7,0,0,0,0,0,0,0,27,0,30,36,208,32,59,62,354,644,1103,0,36,16,1654,549,14.6,35,7.6,98,17.2,35811,-4.508135511,-5.140771845,-6.234176258,1.916568122,-6.749526428,-1.957928394,-3.556688122
1400000US11001007605,36.2,3721,1681,45.2,2040,54.8,3591,96.5,1945,65.8,1745,59.1,176,6,1010,34.2,1051,64,348,180,168,88,54,34,111,49,62,104,47,57,45,30,15,86.5,83.9,88.6,80.5,73.2,87.6,75.3,69.2,79.6,0,0,0,7,0,0,0,0,0,0,0,14,22,224,146,39,16,20,0,0,0,0,5,0,26.3,5,26,56,219,12,69,61,377,390,1306,0,23,26,1557,623,16.9,180,28.1,75,13.2,32500,-4.448957143,-5.398471541,-6.543748678,4.058132037,-6.792039317,-3.313573942,-4.103249118
1400000US11001007703,29.4,4615,1978,42.9,2637,57.1,4439,96.2,1830,58,1519,48.1,304,9.6,1325,42,1091,57.6,444,200,244,195,92,103,176,86,90,73,22,51,0,0,0,70.9,65.4,73.6,60.4,54.8,65.1,65.8,54.1,73.4,0,0,0,0,0,0,0,0,0,0,12,13,44,96,143,89,23,69,46,50,25,0,0,0,21.9,0,51,18,473,13,40,46,731,383,1451,0,10,7,1758,1486,32.3,48,12.4,119,24.7,25240,-4.39058749,-5.66830538,-7.195362037,4.532746944,-8.042339113,-4.084569065,-1.845352289
1400000US11001007707,37,3796,1684,44.4,2112,55.6,3708,97.7,1559,54.4,1382,48.2,177,6.2,1307,45.6,821,49.2,304,116,188,90,41,49,120,40,80,84,25,59,10,10,0,81.2,79.4,82.8,83.1,74.5,90.5,72.4,66.5,76.4,0,0,0,0,0,0,0,0,0,8,0,50,0,35,25,14,0,0,0,0,0,0,0,0,33.3,0,54,23,228,46,190,44,296,876,602,0,16,17,1412,746,19.9,78,27.7,78,22.7,33592,-4.500676569,-4.823609788,-6.145826459,1.429129979,-7.726217144,-3.266107388,-2.802106243
1400000US11001007708,32.7,2706,1151,42.5,1555,57.5,2660,98.3,1092,56.3,1014,52.3,78,4,847,43.7,638,53.9,211,75,136,63,33,30,78,29,49,70,13,57,0,0,0,91.4,93,90.1,75.5,69.5,80.3,64.7,55.5,68.4,0,0,0,0,0,0,0,18,0,7,21,38,65,152,126,87,83,55,43,9,0,8,0,0,30.1,0,28,58,283,7,50,58,436,208,944,7,17,0,1091,640,24.2,68,17.8,66,26.2,25382,-4.213619004,-3.850114206,-4.881432276,8.586515579,-6.568000529,-2.854583685,-1.00250191
1400000US11001007709,37.9,1979,901,45.5,1078,54.5,1898,95.9,1042,64.9,930,57.9,112,7,564,35.1,553,60.3,222,105,117,77,34,43,73,49,24,59,22,37,13,0,13,75.9,94.4,63.1,87.3,90.1,85.7,72,66.2,78,7,0,8,0,0,0,0,0,9,45,25,61,40,259,264,302,71,63,0,11,0,0,0,0,24.2,10,22,0,96,0,19,13,168,315,635,0,24,10,847,295,14.7,84,25.5,74,26,29332,-4.215579422,-3.83100674,-5.258895007,14.02102069,-1.49096861,-2.548026377,-1.84587446
1400000US11001007803,39,3092,1416,45.8,1676,54.2,3014,97.5,1220,50.8,1059,44.1,161,6.7,1183,49.2,617,46.6,243,126,117,59,30,29,131,63,68,47,27,20,6,6,0,69.3,73,66.3,84.7,80.4,88.4,69.9,64.4,74.7,0,0,0,0,0,0,0,0,0,18,4,33,12,35,77,22,11,0,0,0,0,0,0,0,28.4,0,55,18,125,17,117,32,246,631,672,0,33,10,1244,780,25.3,98,24.9,124,34.5,27295,-4.444447231,-4.2122524,-5.546974043,2.164902472,-5.117061242,-4.03895074,-2.477621241
1400000US11001007804,35.8,3390,1414,41.7,1976,58.3,3326,98.1,967,39.6,790,32.4,177,7.3,1473,60.4,527,35.6,291,125,166,49,39,10,135,53,82,99,33,66,8,0,8,65.9,60.2,69,64.2,66.9,61.8,66.3,76.6,60.2,0,0,0,0,0,0,0,6,9,7,63,87,158,202,109,92,0,7,0,0,0,6,0,0,22.5,17,48,18,208,26,121,31,314,490,667,0,19,0,1091,1257,40.6,61,24.8,110,39.1,21130,-4.406063662,-3.923038319,-5.08985097,8.596169776,-5.70903938,-4.876929047,-0.835194037
1400000US11001007806,38.1,2133,1052,49.3,1081,50.7,2093,98.1,824,48.6,696,41,128,7.5,872,51.4,396,46.6,145,46,99,29,21,8,79,25,54,37,0,37,0,0,0,84.3,82.1,86.8,82.6,79.3,86.6,73.6,65.7,80.9,0,0,0,0,0,0,0,0,0,6,19,0,26,62,40,73,46,142,141,243,51,48,3,0,20.8,11,17,7,77,31,70,7,108,420,462,0,11,0,904,371,17.7,59,23,73,27.4,31921,-4.280185804,-3.442562972,-4.605988015,5.737401883,-2.561881156,-2.584846234,-0.414563009
1400000US11001007807,36.3,1911,877,45.9,1034,54.1,1863,97.5,693,47.8,651,44.9,42,2.9,757,52.2,382,48.3,197,154,43,74,58,16,71,58,13,31,17,14,21,21,0,73.8,77.5,71.8,74.6,70,76.8,65.9,62.7,68.5,0,0,0,0,0,0,0,0,0,0,0,16,0,7,0,0,0,0,0,0,0,0,0,0,28.8,0,45,20,89,15,90,49,149,331,420,0,14,6,670,313,16.1,63,31.8,61,38.6,34050,-4.182147851,-3.011858594,-4.691259946,0.06157963,-4.001679456,-3.056268129,-0.946555562
1400000US11001007808,31.1,4012,1768,44.1,2244,55.9,3941,98.2,1256,45.8,976,35.6,273,10,1485,54.2,685,42.9,370,192,178,109,56,53,153,69,84,101,60,41,7,7,0,65.7,61.5,68.8,75,78.2,73,66.2,64.4,67.2,0,0,0,0,0,0,0,0,0,25,94,165,50,72,76,14,8,0,0,0,0,0,0,0,28.1,0,40,22,330,37,97,49,476,544,858,0,5,0,1315,1459,36,108,44.6,105,34.2,24267,-4.375543564,-4.640463662,-6.319059473,6.647235672,-7.393361871,-5.713919792,-0.567373469
1400000US11001007809,37.9,2667,1218,45.7,1449,54.3,2592,97.2,996,46.3,835,38.8,161,7.5,1155,53.7,572,46.8,199,65,134,94,45,49,72,20,52,33,0,33,0,0,0,78.4,85.7,71.4,71.1,65.6,76.1,69.1,75.5,63.4,0,0,0,0,0,0,0,0,10,0,15,3,8,29,22,0,0,0,0,0,0,0,0,0,28.4,14,56,0,98,31,110,0,156,652,454,0,12,0,1090,577,22.5,202,55.2,128,35.5,28719,-4.342021086,-3.95473315,-4.794851832,1.257718298,-3.845303303,-5.315111975,-0.605290897
1400000US11001007901,34.7,3680,1584,43,2096,57,3573,97.1,1419,52.9,1171,43.6,248,9.2,1265,47.1,852,53,288,101,187,118,63,55,105,25,80,52,13,39,13,0,13,72.5,66.7,77,66.6,59.3,72.4,65.6,59.8,69.4,0,0,0,0,0,0,0,0,9,0,34,67,123,97,7,6,0,0,0,0,0,0,0,0,26.2,9,81,17,264,29,89,49,427,512,953,0,7,0,1428,1159,31.9,153,40.2,159,43.1,24327,-4.407073716,-4.908629719,-5.406476753,4.17289962,-7.399078815,-5.90986745,-0.728810223
1400000US11001007903,40.4,1840,844,45.9,996,54.1,1776,96.5,817,52.6,695,44.8,122,7.9,736,47.4,416,50.9,174,79,95,82,34,48,26,26,0,30,0,30,36,19,17,84.3,82.5,88,80.1,82.4,77.9,65,52.9,76.9,0,0,0,0,0,0,0,11,0,46,60,99,112,148,105,17,20,0,0,0,0,0,0,0,26.8,7,23,8,66,16,77,18,94,485,309,0,40,0,804,349,19,87,36.3,71,24.5,36280,-4.273191392,-3.458365724,-4.589775199,8.618676773,-2.338336326,-3.132857253,-1.278550111
1400000US11001008001,38.2,2578,1285,49.8,1293,50.2,2165,84,1290,62.2,1138,54.9,143,6.9,783,37.8,633,60.4,132,67,65,52,35,17,38,20,18,42,12,30,0,0,0,69.2,71.6,66.7,81.4,88.7,72.9,84.7,80.4,89.3,0,0,0,0,0,0,0,0,12,6,0,19,36,79,43,14,12,0,0,0,0,0,0,13,25.3,14,50,12,68,36,148,19,109,807,332,23,16,9,1059,464,17.7,104,22.2,63,24.3,41949,-4.153089088,-4.262049879,-4.180923942,2.563672336,-4.635319453,-2.916138896,-2.423512749
1400000US11001008002,37.1,3104,1499,48.3,1605,51.7,2215,71.4,2015,75.1,1852,69.1,150,5.6,667,24.9,994,73,225,103,122,23,10,13,60,38,22,84,41,43,58,14,44,92.2,88.9,96.2,90.5,85.4,95.9,85,89.1,81.3,0,0,0,0,0,0,0,0,0,0,8,44,170,146,34,0,0,0,7,0,0,0,0,0,25.7,0,23,11,63,28,112,19,94,691,822,31,21,0,1505,406,13.1,146,20.4,84,14.4,50025,-4.014172688,-5.336679213,-5.604161531,3.764063677,-3.685589895,-2.804924203,-2.283086421
1400000US11001008100,35,2527,1333,52.8,1194,47.2,820,32.4,1731,76.7,1603,71.1,111,4.9,525,23.3,775,71.3,270,129,141,26,0,26,56,50,6,63,22,41,125,57,68,98.1,96.3,100,97.7,98.6,96.3,94.4,93.8,95,7,0,0,0,0,5,18,0,7,32,60,44,68,71,74,0,0,0,0,0,0,0,0,0,20.7,6,0,13,18,13,43,22,36,681,640,38,32,16,1187,150,6.2,59,9.2,38,7,62742,-3.326683618,-4.734932288,-6.71307828,7.956487574,-1.761105671,-1.111361337,-4.292596104
1400000US11001008200,33.3,2505,1261,50.3,1244,49.7,176,7,1999,83.8,1973,82.7,13,0.5,386,16.2,1039,83.8,318,107,211,3,0,3,19,19,0,47,18,29,249,70,179,98.9,97.7,100,100,100,100,97.1,100,94.2,0,0,0,0,0,0,0,16,12,10,10,53,112,76,100,54,18,0,7,5,0,0,0,0,24.3,5,12,0,0,0,10,7,17,596,943,10,40,0,1475,84,3.3,52,6.3,19,2.1,58274,-2.913653963,-5.067095375,-7.020210556,6.917211741,-0.702146053,-0.498868028,-2.181063315
1400000US11001008301,34.6,2243,1175,52.4,1068,47.6,763,34,1738,85.4,1662,81.7,69,3.4,296,14.6,758,82.8,255,151,104,17,9,8,31,31,0,60,45,15,147,66,81,99,98.2,100,100,100,100,94.9,93.7,96.5,0,0,0,0,0,0,0,0,0,0,0,51,36,64,96,128,128,61,47,0,0,0,0,6,22.9,11,44,0,0,13,73,9,17,623,550,17,85,23,964,219,9.5,68,9.9,44,9.5,66550,-3.30592085,-4.710991116,-6.501670627,5.622983363,-2.039498326,-1.533808929,-5.877209977
1400000US11001008302,35.4,1956,995,50.9,961,49.1,784,40.1,1279,73.8,1202,69.3,66,3.8,455,26.2,592,69.6,129,72,57,36,22,14,9,9,0,13,13,0,71,28,43,95.7,100,90.2,92.3,94,90.8,80,84,75.7,0,0,0,0,0,0,0,0,0,0,0,38,83,133,79,0,0,6,0,5,0,0,0,0,24.3,0,6,0,8,13,39,15,19,497,363,19,35,19,800,82,4.7,22,5,17,5,67868,-3.378815519,-4.021151124,-4.832111172,2.704897374,-0.821077741,-0.527683003,-3.746557036
1400000US11001008402,37.4,2139,972,45.4,1167,54.6,1519,71,1083,58.5,942,50.9,127,6.9,768,41.5,571,53.7,127,57,70,19,19,0,17,3,14,49,19,30,42,16,26,97.8,95.7,100,76.3,77.6,75.2,83.3,88.6,79.4,0,0,0,0,0,0,0,18,10,8,16,41,8,12,125,86,175,56,86,10,0,0,0,7,27.9,0,23,5,68,0,50,22,121,372,713,10,10,0,1080,539,24.6,89,23.1,198,35.7,31484,-3.880141222,-3.878144695,-4.383978256,8.950211791,-1.899080144,-4.111597851,-0.863854587
1400000US11001008410,36.3,1506,725,48.1,781,51.9,1379,91.6,612,53.3,483,42,129,11.2,537,46.7,279,49,144,86,58,59,37,22,44,26,18,41,23,18,0,0,0,82.9,94.3,71,71.6,67.4,77,72.1,70.2,74.1,0,0,0,0,0,0,0,0,6,16,97,55,48,54,13,18,0,0,0,7,0,0,0,0,24,6,20,6,31,46,93,12,41,381,147,0,27,0,465,262,19.3,14,9.7,5,3.4,43333,-4.041554843,-3.124165973,-4.180379874,4.548806259,-2.611471404,-0.894286816,-0.565186202
1400000US11001008500,36.3,3209,1535,47.8,1674,52.2,2956,92.1,1444,57.7,1200,47.9,244,9.7,1060,42.3,713,54.4,372,202,170,111,88,23,111,79,32,96,35,61,54,0,54,77.3,69.9,84.3,78.6,73,84.3,65.8,63.2,68.5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,24.9,0,84,8,64,44,139,21,186,677,451,7,21,7,1053,794,24.5,125,32,107,31.3,35225,-4.309375943,-4.742015395,-6.294881217,-0.154958112,-5.657221544,-4.319511561,-1.839152024
1400000US11001008600,40.8,89,55,61.8,34,38.2,70,78.7,36,73.5,20,40.8,16,32.7,13,26.5,6,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,100,100,NA,32.3,16,100,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,9,59,51,131,52,76,13,5,20.6,0,0,0,6,0,4,0,6,7,6,0,0,0,8,16,28.6,16,47.1,0,NA,58750,-3.810458685,-2.977875529,-0.457206532,1.864865945,1.037796561,-2.142185464,0.706525326
1400000US11001008701,37.8,2415,1144,47.4,1271,52.6,2298,95.2,1114,57.3,948,48.7,166,8.5,831,42.7,530,52.7,188,84,104,66,33,33,104,42,62,12,3,9,6,6,0,83.3,85.3,81,80.8,81.1,80.5,78.3,78,78.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,0,0,29.5,4,33,9,92,49,109,17,134,463,287,11,13,3,793,467,19.1,128,44.6,62,27.8,40234,-4.273097626,-4.000402707,-5.447927011,-0.104318402,-4.05653566,-3.873026069,-1.06777001
1400000US11001008702,37,1916,949,49.5,967,50.5,1748,91.2,744,52,636,44.5,108,7.6,686,48,279,37.2,177,96,81,77,44,33,75,37,38,20,10,10,5,5,0,52.5,44.9,57.3,56.4,55.7,57.2,67.9,67.1,68.6,0,0,0,0,0,0,0,0,0,0,0,18,13,9,14,0,31,13,16,34,26,71,8,8,26.4,0,27,6,83,33,72,6,157,261,476,0,0,0,644,479,25.9,108,42.5,120,53.8,29961,-4.120289445,-3.032268641,-3.797470397,1.303201014,-2.850347999,-4.894298109,0.166246952
1400000US11001008802,38.9,4160,1875,45.1,2285,54.9,4010,96.4,1507,48.2,1208,38.6,299,9.6,1622,51.8,757,43.5,309,144,165,122,44,78,109,48,61,62,36,26,16,16,0,69.5,71.6,67.4,69.7,63.2,77,60.3,56.3,63.2,0,0,0,7,0,0,0,0,0,0,0,7,15,0,14,0,0,0,0,0,0,0,0,0,25.1,9,78,22,88,47,213,35,182,764,833,0,49,12,1470,1153,28.7,105,26.3,171,35,28462,-4.592531958,-5.05982653,-5.644682241,0.561282656,-7.352289903,-4.962876504,-3.404027599
1400000US11001008803,24.4,1918,931,48.5,987,51.5,1132,59,908,55.6,584,35.8,324,19.8,725,44.4,487,53.9,693,319,374,52,23,29,142,72,70,431,209,222,68,15,53,85.3,87.4,82.8,81.5,62.1,92.9,60.3,70.4,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,19,108,0,13,19,150,52,378,0,13,0,409,495,44.4,81,43.8,50,32.5,17857,-3.320643792,-4.256797438,-7.734292926,-1.067269346,-1.443966046,-4.234426504,-0.05950723
1400000US11001008804,36.2,2277,1069,46.9,1208,53.1,2220,97.5,1037,58.3,922,51.8,115,6.5,742,41.7,541,58.4,238,102,136,116,67,49,63,10,53,17,10,7,42,15,27,82.8,82.5,83.1,79.3,83.6,75.8,57.6,57.3,57.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,12,10,0,0,26.1,7,30,28,195,0,71,51,220,232,836,0,41,0,1002,670,28.7,175,35.1,112,36.5,24489,-4.238091984,-3.84833203,-5.250385097,-0.173482765,-4.288294366,-4.74446803,-1.479471931
1400000US11001008903,36.8,2396,1109,46.3,1287,53.7,2321,96.9,1036,53.9,894,46.5,142,7.4,886,46.1,524,48.8,147,64,83,45,19,26,76,25,51,26,20,6,0,0,0,77.6,84.8,72.2,57.5,55.5,59.6,54.8,64.1,48,0,0,0,0,0,0,0,0,0,11,19,33,92,63,50,0,0,0,6,0,0,0,0,0,26.2,5,62,28,114,16,73,58,230,316,724,0,52,0,962,555,23.2,121,38.5,97,30.9,29698,-4.26465992,-3.82622835,-3.725515829,2.824913118,-5.282482354,-4.031574754,-1.805433602
1400000US11001008904,34.2,3248,1440,44.3,1808,55.7,3152,97,1134,50.9,978,43.9,156,7,1094,49.1,659,48.5,294,120,174,146,54,92,99,37,62,44,24,20,5,5,0,82.3,92.8,75.9,72.2,55.6,81.9,61.6,64.4,59.4,0,0,0,0,6,0,0,6,6,31,23,6,0,16,6,0,0,0,0,0,0,0,0,0,22.4,0,15,38,288,0,74,72,474,193,1231,0,63,18,1298,1150,36.5,112,25.2,168,41.8,21540,-4.324720348,-4.140711816,-5.877279001,3.233308012,-6.171020536,-5.324410644,-4.348630242
1400000US11001008905,38,2,1,50,1,50,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,7,22,62,26,11,0,0,34.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,-2.727858597,1.465556683,1.953993686,0.624943751,1.126264522,1.126285835,0.71332128
1400000US11001009000,53.1,2263,844,37.3,1419,62.7,2195,97,839,41,755,36.9,84,4.1,1209,59,406,33.1,142,94,48,56,31,25,46,35,11,28,28,0,12,0,12,100,100,100,84.4,60.4,94.5,86.9,92.9,83,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,7,8,17,6,0,0,0,0,0,23.7,19,34,0,41,23,40,30,86,438,1028,0,0,0,1475,569,24.2,167,42.3,273,38.4,22610,-4.695999083,-3.299629736,-5.082693847,0.139928419,-2.820709279,-5.552668562,-0.53968281
1400000US11001009101,44,4827,2200,45.6,2627,54.4,4552,94.3,2054,51.6,1748,43.9,306,7.7,1930,48.4,1049,47.2,323,178,145,86,65,21,122,52,70,81,51,30,34,10,24,95.4,93,97.4,78.3,67.6,88.1,75.2,75.8,74.7,0,0,0,0,0,0,6,0,0,5,19,0,21,134,119,97,50,35,5,42,0,0,0,0,28.3,49,89,5,76,49,236,29,138,1223,490,7,5,12,1648,767,16.2,190,32.3,267,36,38854,-4.808511746,-6.010458694,-6.545886532,4.997678556,-7.157264142,-5.454323744,-2.348223584
1400000US11001009102,34,4400,1978,45,2422,55,4257,96.8,1603,49.9,1411,43.9,192,6,1609,50.1,831,45.9,391,176,215,158,61,97,169,70,99,64,45,19,0,0,0,66.8,61.5,70.9,79.7,86.2,72.4,67.6,74.1,62.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,12,0,17,17,19,6,6,22.7,0,34,25,241,15,160,75,371,633,1001,5,15,0,1580,1191,28.5,95,26.2,169,32.2,27713,-4.497707324,-5.011834619,-7.078030918,0.035378295,-7.036495682,-4.835085211,-1.285960217
1400000US11001009201,36,1381,635,46,746,54,1004,72.7,659,59.6,580,52.5,79,7.1,446,40.4,424,57.1,276,41,235,17,0,17,45,26,19,178,0,178,36,15,21,92.2,100,81,66.7,55.8,72.1,62,62.1,61.9,0,0,0,0,0,0,0,6,6,7,10,102,175,133,183,143,27,17,8,0,0,0,9,0,27.4,0,33,0,101,7,15,0,144,182,320,0,23,0,470,259,24.2,53,42.7,50,32.5,30268,-3.758826398,-3.194270131,-4.40962639,8.864275176,-1.275300355,-3.245978174,-0.438545876
1400000US11001009203,37.8,2861,1313,45.9,1548,54.1,2675,93.5,1379,61.2,1224,54.3,155,6.9,876,38.8,644,55.5,244,118,126,75,31,44,81,54,27,73,33,40,15,0,15,69.1,60.1,78.8,77.8,76.2,80.7,70.4,73.3,67.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,18,19,60,173,20.4,10,40,11,70,7,164,34,147,569,603,0,7,0,1092,692,24.6,93,23,82,23.6,31419,-4.316593762,-4.360457828,-5.0371429,0.644710801,-3.954529984,-3.321955773,-0.443380139
1400000US11001009204,34.1,2322,1068,46,1254,54,2190,94.3,933,50.7,803,43.6,130,7.1,909,49.3,517,49.9,212,75,137,50,31,19,93,32,61,54,12,42,15,0,15,90.4,89.3,91.2,65.2,73.5,59.2,70,83,56.6,0,0,0,0,0,0,0,0,0,15,30,0,32,69,58,34,21,23,7,0,0,0,0,0,29.4,0,11,0,212,17,31,8,285,145,958,0,10,0,1125,695,28.8,88,23.3,115,30.3,22063,-4.139978949,-3.714204497,-4.952586023,3.055177746,-2.776787424,-3.704046868,-0.569579299
1400000US11001009301,41,3305,1534,46.4,1771,53.6,2373,71.8,1573,59.8,1386,52.7,187,7.1,1057,40.2,810,55.7,332,151,181,74,49,25,58,10,48,87,49,38,113,43,70,83.2,83.2,83.2,88.5,81.4,94,86.1,88.2,84.4,0,0,0,0,0,12,0,0,0,0,0,0,5,8,46,0,6,6,18,0,0,0,0,7,25.4,10,57,7,18,22,117,14,34,878,247,17,23,19,1098,452,14.4,142,35.4,189,35.8,51125,-4.156429443,-4.821673222,-6.471235483,1.340766931,-3.402667837,-4.565737297,-3.540542438
1400000US11001009302,41,1201,540,45,661,55,1128,93.9,675,63.4,583,54.7,92,8.6,390,36.6,353,61.6,94,55,39,53,32,21,28,23,5,13,0,13,0,0,0,83.6,89.2,75.4,80.8,79.4,82.5,72.8,57.6,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,20,27,54,35,37,0,0,23.4,20,17,0,18,27,95,8,41,344,147,0,24,0,424,157,12.1,15,15.3,8,7.5,41875,-4.154351914,-3.266284646,-3.936862025,0.474509455,-1.610785573,-0.829264842,-0.432191087
1400000US11001009400,45.1,4166,1882,45.2,2284,54.8,3854,92.5,1957,56.3,1757,50.5,200,5.7,1522,43.7,1065,55,296,145,151,85,42,43,78,34,44,98,47,51,35,22,13,79.2,80.2,78.3,80.7,74,87.2,82.1,80.2,83.6,0,0,0,0,7,0,0,0,0,0,0,0,0,7,10,19,20,36,41,80,22,60,0,0,24.8,16,80,0,61,52,280,17,89,1356,330,18,18,7,1624,329,7.9,60,19,140,23.1,53558,-4.708964538,-5.618106785,-5.918199144,2.185382367,-6.810586231,-2.604450082,-2.591800204
1400000US11001009501,25.4,5264,2524,47.9,2740,52.1,3130,59.5,3217,69.1,2171,46.7,1035,22.2,1436,30.9,1587,64.8,2001,970,1031,87,30,57,318,191,127,1428,686,742,168,63,105,84.9,84.3,85.7,85.2,87.2,83.3,78.3,79.1,77.6,0,0,0,0,0,0,13,0,0,0,0,8,16,144,90,128,88,49,43,38,9,0,9,0,22.5,8,21,41,152,25,23,97,278,307,1460,0,51,0,1686,547,15.6,181,27.6,226,30,28605,-3.790669565,-8.684530092,-16.32472058,6.172557775,-6.24010943,-4.441701126,-2.387745525
