GEO_ID,dec_ma,dec_tp,dec_mp,dec_mpp,dec_fp,dec_fpp,dec_aap,dec_aapp,dec_lf,dec_lfp,dec_em,dec_emp,dec_ue,dec_uep,dec_nlf,decnlfp,dec_flf,dec_flfp,d_e1824,d_e24lm,d_e24lf,d_nh24l,d_nh24lm,d_nh24lf,d_hs24l,d_hs24lm,d_hs24lm,d_as24l,d_as24lm,d_as24lf,d_ba24l,d_ba24lm,d_ba24lf,d_hs24l,d_hs34lm,d_hs34lf,d_ba34l,d_ba34lm,d_ba34lf,d_hs44l,d_hs44lm,d_hs44lf,dec_10kl,dec_1015,dec_1519,dec_2025,dec_2530,dec_3035,dec_3540,dec_4050,dec_5059,dec_6069,dec_7079,dec_8089,dec_9099,dec_1124,dec_12549,dec_15074,dec_17599,dec_20049,dec_25099,dec_30099,dec_40099,dec_500749,dec_750999,dec_1000,DEC_MGRp,DEC_MOC,DEC_FOC,DEC_MRC,DEC_FRC,DEC_MO,DEC_FO,DEC_MR,DEC_FR,DEC_OO,DEC_RO,DEC_SSM,DEC_SSMF,DEC_SSF,DEC_SSO,DEC_BPL,DEC_BPLp,DEC_BPLM,DEC_BPLF,DEC_BPLMp,DEC_BPLFp,DEC_MI,dem_dec,emp_dec,edu_dec,hsv_dec,ten_dec,pov_dec,ssh_dec
,,,1273,,1407,,1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.803684953,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1676,,1719,,1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.916712842,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1269,,1433,,948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.812296592,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,2232,,2618,,1762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14052741,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1643,,1575,,664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.927291451,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,2688,,2587,,1361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.249190728,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,2653,,2785,,2225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.215429265,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1492,,1472,,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91353629,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,2010,,2147,,614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.098960322,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1860,,1923,,1283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.984268674,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1939,,2160,,1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.060184451,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1257,,1286,,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.821229596,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,2193,,2389,,1749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.094381362,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1201,,1459,,1267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.781329572,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1869,,2373,,2064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0084265,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,2077,,2481,,1686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.093105437,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,3224,,3383,,1803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.456361395,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,2071,,2474,,1324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.116567173,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,2419,,2669,,870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.248008714,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,832,,850,,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.682974925,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,2125,,2225,,547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.138833142,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,3320,,3550,,546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59294486,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,2501,,2779,,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.321393991,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,2664,,5021,,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.701611577,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1745,,1768,,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.989685463,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,2626,,2683,,1442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.248466492,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,2527,,2654,,817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.269423364,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,2255,,2630,,889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.209145313,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1485,,1607,,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.907084012,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,4520,,5646,,2822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.019574411,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,3600,,3948,,2056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.606905118,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,2502,,2961,,2231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.217261157,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,3192,,3507,,2408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42877333,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1401,,1596,,957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.864697903,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,2121,,2132,,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.128848822,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1871,,1818,,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.031676069,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,2358,,2406,,541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.214358737,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1616,,1655,,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.953156954,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1586,,1704,,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.956042555,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1473,,1431,,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.871494868,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,3039,,3153,,1155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.427937992,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1416,,1526,,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.891847629,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1982,,2254,,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.117708725,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1285,,1411,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.867711695,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1787,,1822,,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.005721985,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1869,,1846,,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.027039828,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1081,,989,,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.741590706,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1336,,1502,,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.873399274,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,3012,,3210,,1315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.421370883,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,2806,,3253,,1174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.400278158,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,2123,,2430,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.202350516,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,879,,994,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72719391,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1624,,1766,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.002226559,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1482,,1577,,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.931462142,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,2975,,3663,,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.575488874,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1655,,1809,,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.006664933,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1287,,1392,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.870275628,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1679,,1812,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.015532864,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,2275,,2712,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28386741,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1839,,1953,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.073709768,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1639,,1778,,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.996501501,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1698,,2164,,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0736572,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,2234,,2382,,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.209973033,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,2296,,2704,,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.279215347,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1502,,1636,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.951513665,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,981,,995,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.748836726,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1263,,1463,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.882239785,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,2871,,3569,,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.540245154,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1216,,1436,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.867958669,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1319,,1915,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.964662574,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1914,,2206,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13012886,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,2101,,2459,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.211174315,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,2834,,2944,,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.426069587,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1927,,2117,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.112763742,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1933,,2204,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.130063936,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,2050,,2234,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.159696148,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,3965,,4458,,596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.867932056,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,2547,,3156,,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.394978108,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,2158,,2287,,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.184008758,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,3421,,3769,,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67370732,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,2609,,2746,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.350018103,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,2747,,2860,,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.390687868,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1274,,1440,,526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.844527441,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1029,,869,,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.697038151,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1426,,1685,,1187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.868443897,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,995,,1193,,785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.730887585,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,3377,,3451,,2519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.445811152,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,2212,,2491,,1844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.108882313,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,2012,,2071,,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.102745857,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1805,,1992,,2258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.916447848,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,2473,,2682,,2471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.146274715,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,3007,,3113,,2413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.325330342,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,2056,,2416,,2784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999622561,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1367,,1552,,1764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.793166115,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1338,,1543,,1336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.816674043,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,1211,,1282,,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.822890042,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
,,,2518,,2643,,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.293196341,1.465556683,1.953993686,-1.067269346,1.126264522,1.126285835,0.71332128
